"","date","HCAP"
"129","2013-11-04",15.3
"130","2013-11-05",14.99
"131","2013-11-06",14.76
"132","2013-11-07",14.71
"133","2013-11-08",14.77
"134","2013-11-11",14.78
"135","2013-11-12",14.5
"136","2013-11-13",14.6
"137","2013-11-14",14.65
"138","2013-11-15",14.96
"139","2013-11-18",14.98
"140","2013-11-19",14.94
"141","2013-11-20",14.82
"142","2013-11-21",14.76
"143","2013-11-22",14.74
"144","2013-11-25",14.73
"145","2013-11-26",14.7
"146","2013-11-27",14.7
"147","2013-11-29",14.78
"148","2013-12-02",14.71
"149","2013-12-03",14.67
"150","2013-12-04",14.74
"151","2013-12-05",14.89
"152","2013-12-06",14.68
"153","2013-12-09",14.75
"154","2013-12-10",15.03
"155","2013-12-11",14.99
"156","2013-12-12",14.9
"157","2013-12-13",15.1
"158","2013-12-16",15.1
"159","2013-12-17",15.1
"160","2013-12-18",14.93
"161","2013-12-19",15.3
"162","2013-12-20",15.25
"163","2013-12-23",15.18
"164","2013-12-24",15.09
"165","2013-12-26",15.13
"166","2013-12-27",15.38
"167","2013-12-30",15.18
"168","2013-12-31",15.02
"169","2014-01-02",15.16
"170","2014-01-03",15.24
"171","2014-01-06",15.22
"172","2014-01-07",15.17
"173","2014-01-08",15.05
"174","2014-01-09",15.14
"175","2014-01-10",15.17
"176","2014-01-13",15.49
"177","2014-01-14",15.15
"178","2014-01-15",15.1
"179","2014-01-16",15.16
"180","2014-01-17",15.18
"181","2014-01-21",15.05
"182","2014-01-22",15.04
"183","2014-01-23",15.28
"184","2014-01-24",15.34
"185","2014-01-27",15.15
"186","2014-01-28",15.16
"187","2014-01-29",15.2
"188","2014-01-30",15.29
"189","2014-01-31",15.2
"190","2014-02-03",15.19
"191","2014-02-04",15.1
"192","2014-02-05",15.12
"193","2014-02-06",15
"194","2014-02-07",15.1
"195","2014-02-10",15.12
"196","2014-02-11",15.2
"197","2014-02-12",15.15
"198","2014-02-13",15.32
"199","2014-02-14",15.34
"200","2014-02-18",15.27
"201","2014-02-19",15.44
"202","2014-02-20",15.39
"203","2014-02-21",15.65
"204","2014-02-24",15.55
"205","2014-02-25",14.96
"206","2014-02-26",15.17
"207","2014-02-27",15.35
"208","2014-02-28",15.25
"209","2014-03-03",15.21
"210","2014-03-04",15.34
"211","2014-03-05",15.34
"212","2014-03-06",15.35
"213","2014-03-07",15.35
"214","2014-03-10",15.22
"215","2014-03-11",15.34
"216","2014-03-12",15.21
"217","2014-03-13",15.06
"218","2014-03-14",15.09
"219","2014-03-17",15.11
"220","2014-03-18",14.94
"221","2014-03-19",15
"222","2014-03-20",14.95
"223","2014-03-21",14.96
"224","2014-03-24",14.91
"225","2014-03-25",15.13
"226","2014-03-26",15.08
"227","2014-03-27",14.95
"228","2014-03-28",14.84
"229","2014-03-31",14.88
"230","2014-04-01",14.89
"231","2014-04-02",14.71
"232","2014-04-03",14.82
"233","2014-04-04",14.69
"234","2014-04-07",14.68
"235","2014-04-08",14.97
"236","2014-04-09",14.87
"237","2014-04-10",14.83
"238","2014-04-11",14.81
"239","2014-04-14",15.03
"240","2014-04-15",14.74
"241","2014-04-16",14.77
"242","2014-04-17",14.75
"243","2014-04-21",14.67
"244","2014-04-22",14.57
"245","2014-04-23",14.66
"246","2014-04-24",14.56
"247","2014-04-25",14.57
"248","2014-04-28",14.52
"249","2014-04-29",14.42
"250","2014-04-30",14.55
"251","2014-05-01",14.35
"252","2014-05-02",14.59
"253","2014-05-05",14.59
"254","2014-05-06",14.51
"255","2014-05-07",14.45
"256","2014-05-08",14.42
"257","2014-05-09",14.3
"258","2014-05-12",14.34
"259","2014-05-13",14.42
"260","2014-05-14",13.88
"261","2014-05-15",13.8
"262","2014-05-16",14.11
"263","2014-05-19",14.42
"264","2014-05-20",14.19
"265","2014-05-21",13.9
"266","2014-05-22",13.92
"267","2014-05-23",14.13
"268","2014-05-27",14.35
"269","2014-05-28",14.48
"270","2014-05-29",14.54
"271","2014-05-30",14.32
"272","2014-06-02",14.39
"273","2014-06-03",14.35
"274","2014-06-04",14.36
"275","2014-06-05",14.4
"276","2014-06-06",14.25
"277","2014-06-09",14.28
"278","2014-06-10",14.31
"279","2014-06-11",14.28
"280","2014-06-12",14.4
"281","2014-06-13",14.42
"282","2014-06-16",14.42
"283","2014-06-17",14.54
"284","2014-06-18",14.4
"285","2014-06-19",14.37
"286","2014-06-20",14.38
"287","2014-06-23",14.46
"288","2014-06-24",14.46
"289","2014-06-25",14.82
"290","2014-06-26",14.73
"291","2014-06-27",14.6
"292","2014-06-30",14.87
"293","2014-07-01",14.85
"294","2014-07-02",14.85
"295","2014-07-03",14.95
"296","2014-07-07",14.9
"297","2014-07-08",14.91
"298","2014-07-09",14.92
"299","2014-07-10",14.91
"300","2014-07-11",14.79
"301","2014-07-14",14.94
"302","2014-07-15",14.88
"303","2014-07-16",14.86
"304","2014-07-17",14.87
"305","2014-07-18",14.79
"306","2014-07-21",14.75
"307","2014-07-22",14.7
"308","2014-07-23",14.72
"309","2014-07-24",14.65
"310","2014-07-25",14.46
"311","2014-07-28",14.53
"312","2014-07-29",14.57
"313","2014-07-30",14.49
"314","2014-07-31",14.14
"315","2014-08-01",14.16
"316","2014-08-04",14.22
"317","2014-08-05",14.05
"318","2014-08-06",14.3
"319","2014-08-07",14.05
"320","2014-08-08",14.51
"321","2014-08-11",14.06
"322","2014-08-12",14.03
"323","2014-08-13",14.09
"324","2014-08-14",14.14
"325","2014-08-15",14
"326","2014-08-18",14.02
"327","2014-08-19",14
"328","2014-08-20",14.09
"329","2014-08-21",14
"330","2014-08-22",13.79
"331","2014-08-25",13.92
"332","2014-08-26",13.93
"333","2014-08-27",13.8
"334","2014-08-28",13.87
"335","2014-08-29",13.94
"336","2014-09-02",13.99
"337","2014-09-03",13.94
"338","2014-09-04",13.9
"339","2014-09-05",13.69
"340","2014-09-08",13.79
"341","2014-09-09",13.79
"342","2014-09-10",13.82
"343","2014-09-11",13.81
"344","2014-09-12",13.76
"345","2014-09-15",14.06
"346","2014-09-16",13.95
"347","2014-09-17",13.81
"348","2014-09-18",13.71
"349","2014-09-19",13.39
"350","2014-09-22",13.31
"351","2014-09-23",13.5
"352","2014-09-24",13.71
"353","2014-09-25",13.77
"354","2014-09-26",13.77
"355","2014-09-29",13.59
"356","2014-09-30",13.15
"357","2014-10-01",12.86
"358","2014-10-02",12.8
"359","2014-10-03",13.01
"360","2014-10-06",12.72
"361","2014-10-07",12.68
"362","2014-10-08",12.77
"363","2014-10-09",12.92
"364","2014-10-10",12.82
"365","2014-10-13",12.51
"366","2014-10-14",12.25
"367","2014-10-15",11.93
"368","2014-10-16",11.92
"369","2014-10-17",12.45
"370","2014-10-20",12.3
"371","2014-10-21",12.73
"372","2014-10-22",12.8
"373","2014-10-23",12.79
"374","2014-10-24",12.58
"375","2014-10-27",12.42
"376","2014-10-28",12.51
"377","2014-10-29",12.98
"378","2014-10-30",13.12
"379","2014-10-31",12.86
"380","2014-11-03",12.89
"381","2014-11-04",12.78
"382","2014-11-05",12.72
"383","2014-11-06",12.83
"384","2014-11-07",12.76
"385","2014-11-10",12.38
"386","2014-11-11",11.99
"387","2014-11-12",11.79
"388","2014-11-13",11.9
"389","2014-11-14",11.96
"390","2014-11-17",12.2
"391","2014-11-18",12.55
"392","2014-11-19",12.27
"393","2014-11-20",12.57
"394","2014-11-21",12.35
"395","2014-11-24",12.3
"396","2014-11-25",12.23
"397","2014-11-26",12.21
"398","2014-11-28",12.4
"399","2014-12-01",12.08
"400","2014-12-02",12.02
"401","2014-12-03",12.31
"402","2014-12-04",12.2
"403","2014-12-05",12.22
"404","2014-12-08",12.14
"405","2014-12-09",12
"406","2014-12-10",11.54
"407","2014-12-11",11.65
"408","2014-12-12",11.42
"409","2014-12-15",11.21
"410","2014-12-16",11.44
"411","2014-12-17",11.32
"412","2014-12-18",11.61
"413","2014-12-19",11.73
"414","2014-12-22",11.72
"415","2014-12-23",11.67
"416","2014-12-24",11.7
"417","2014-12-26",11.56
"418","2014-12-29",11.52
"419","2014-12-30",11.41
"420","2014-12-31",11.54
"421","2015-01-02",11.5
"422","2015-01-05",11.7
"423","2015-01-06",11.96
"424","2015-01-07",11.9
"425","2015-01-08",12.07
"426","2015-01-09",11.95
"427","2015-01-12",11.94
"428","2015-01-13",11.95
"429","2015-01-14",11.81
"430","2015-01-15",12.15
"431","2015-01-16",12.25
"432","2015-01-20",12.23
"433","2015-01-21",12.23
"434","2015-01-22",12.35
"435","2015-01-23",12.1
"436","2015-01-26",12.25
"437","2015-01-27",12.29
"438","2015-01-28",12.36
"439","2015-01-29",12.22
"440","2015-01-30",12.19
"441","2015-02-02",12.24
"442","2015-02-03",12.29
"443","2015-02-04",12.27
"444","2015-02-05",12.27
"445","2015-02-06",12.19
"446","2015-02-09",12.12
"447","2015-02-10",12.25
"448","2015-02-11",12.19
"449","2015-02-12",12.14
"450","2015-02-13",12.17
"451","2015-02-17",12.35
"452","2015-02-18",12.45
"453","2015-02-19",12.44
"454","2015-02-20",12.38
"455","2015-02-23",12.41
"456","2015-02-24",12.54
"457","2015-02-25",12.5
"458","2015-02-26",12.62
"459","2015-02-27",12.55
"460","2015-03-02",12.71
"461","2015-03-03",12.77
"462","2015-03-04",12.61
"463","2015-03-05",12.7
"464","2015-03-06",12.55
"465","2015-03-09",12.56
"466","2015-03-10",12.65
"467","2015-03-11",12.5
"468","2015-03-12",12.6
"469","2015-03-13",12.6
"470","2015-03-16",12.8
"471","2015-03-17",12.8
"472","2015-03-18",12.76
"473","2015-03-19",12.64
"474","2015-03-20",12.8
"475","2015-03-23",12.82
"476","2015-03-24",12.8
"477","2015-03-25",12.82
"478","2015-03-26",13
"479","2015-03-27",12.85
"480","2015-03-30",12.95
"481","2015-03-31",12.98
"482","2015-04-01",12.89
"483","2015-04-02",13.11
"484","2015-04-06",13.38
"485","2015-04-07",13.45
"486","2015-04-08",13.4
"487","2015-04-09",13.56
"488","2015-04-10",13.66
"489","2015-04-13",13.92
"490","2015-04-14",13.97
"491","2015-04-15",14.15
"492","2015-04-16",14.04
"493","2015-04-17",14.03
"494","2015-04-20",14.03
"495","2015-04-21",13.82
"496","2015-04-22",13.59
"497","2015-04-23",13.18
"498","2015-04-24",13.38
"499","2015-04-27",13.39
"500","2015-04-28",13.37
"501","2015-04-29",13.22
"502","2015-04-30",13.46
"503","2015-05-01",13.58
"504","2015-05-04",13.62
"505","2015-05-05",13.41
"506","2015-05-06",13.59
"507","2015-05-07",12.41
"508","2015-05-08",11.93
"509","2015-05-11",12.51
"510","2015-05-12",13.17
"511","2015-05-13",13.28
"512","2015-05-14",13.38
"513","2015-05-15",14
"514","2015-05-18",14.39
"515","2015-05-19",14.18
"516","2015-05-20",14.2
"517","2015-05-21",14.25
"518","2015-05-22",13.96
"519","2015-05-26",13.96
"520","2015-05-27",13.9
"521","2015-05-28",14
"522","2015-05-29",14.12
"523","2015-06-01",13.76
"524","2015-06-02",13.95
"525","2015-06-03",14
"526","2015-06-04",13.95
"527","2015-06-05",14
"528","2015-06-08",14.07
"529","2015-06-09",14.24
"530","2015-06-10",14.16
"531","2015-06-11",14.11
"532","2015-06-12",14.09
"533","2015-06-15",14.37
"534","2015-06-16",14.17
"535","2015-06-17",14.1
"536","2015-06-18",14.03
"537","2015-06-19",14.16
"538","2015-06-22",14.01
"539","2015-06-23",14.16
"540","2015-06-24",14.16
"541","2015-06-25",14.26
"542","2015-06-26",14.25
"543","2015-06-29",14.13
"544","2015-06-30",14.04
"545","2015-07-01",13.59
"546","2015-07-02",13.94
"547","2015-07-06",13.77
"548","2015-07-07",13.8
"549","2015-07-08",13.75
"550","2015-07-09",13.75
"551","2015-07-10",13.82
"552","2015-07-13",14.01
"553","2015-07-14",14.15
"554","2015-07-15",14.1
"555","2015-07-16",14.29
"556","2015-07-17",14.37
"557","2015-07-20",14.23
"558","2015-07-21",14.03
"559","2015-07-22",14.09
"560","2015-07-23",13.98
"561","2015-07-24",13.79
"562","2015-07-27",13.54
"563","2015-07-28",13.55
"564","2015-07-29",13.66
"565","2015-07-30",13.66
"566","2015-07-31",13.52
"567","2015-08-03",13.47
"568","2015-08-04",13.15
"569","2015-08-05",12.44
"570","2015-08-06",12.29
"571","2015-08-07",12.06
"572","2015-08-10",12.04
"573","2015-08-11",12.1
"574","2015-08-12",11.97
"575","2015-08-13",12.18
"576","2015-08-14",12.19
"577","2015-08-17",12.45
"578","2015-08-18",12.23
"579","2015-08-19",12.2
"580","2015-08-20",12.14
"581","2015-08-21",12.17
"582","2015-08-24",12.14
"583","2015-08-25",12.11
"584","2015-08-26",12.07
"585","2015-08-27",12.24
"586","2015-08-28",12.13
"587","2015-08-31",12.02
"588","2015-09-01",11.93
"589","2015-09-02",11.93
"590","2015-09-03",11.85
"591","2015-09-04",11.9
"592","2015-09-08",11.94
"593","2015-09-09",11.98
"594","2015-09-10",12.24
"595","2015-09-11",12.27
"596","2015-09-14",12.4
"597","2015-09-15",12.29
"598","2015-09-16",12.16
"599","2015-09-17",12.28
"600","2015-09-18",12.17
"601","2015-09-21",12.32
"602","2015-09-22",12.29
"603","2015-09-23",12.36
"604","2015-09-24",12.22
"605","2015-09-25",12.24
"606","2015-09-28",12.13
"607","2015-09-29",11.9
"608","2015-09-30",11.91
"609","2015-10-01",11.83
"610","2015-10-02",11.77
"611","2015-10-05",12.02
"612","2015-10-06",12.02
"613","2015-10-07",11.98
"614","2015-10-08",12.25
"615","2015-10-09",12.34
"616","2015-10-12",12.42
"617","2015-10-13",12.15
"618","2015-10-14",12.27
"619","2015-10-15",12.11
"620","2015-10-16",12.16
"621","2015-10-19",12.11
"622","2015-10-20",12.08
"623","2015-10-21",12.09
"624","2015-10-22",12.06
"625","2015-10-23",12.2
"626","2015-10-26",12.16
"627","2015-10-27",12.01
"628","2015-10-28",12
"629","2015-10-29",11.86
"630","2015-10-30",11.77
"631","2015-11-02",11.81
"632","2015-11-03",11.95
"633","2015-11-04",11.86
"634","2015-11-05",11.6
"635","2015-11-06",11.76
"636","2015-11-09",11.74
"637","2015-11-10",11.67
"638","2015-11-11",11.65
"639","2015-11-12",11.94
"640","2015-11-13",11.92
"641","2015-11-16",12.13
"642","2015-11-17",12.11
"643","2015-11-18",11.8
"644","2015-11-19",11.82
"645","2015-11-20",11.65
"646","2015-11-23",11.77
"647","2015-11-24",11.77
"648","2015-11-25",11.88
"649","2015-11-27",11.8
"650","2015-11-30",11.83
"651","2015-12-01",11.97
"652","2015-12-02",11.98
"653","2015-12-03",11.85
"654","2015-12-04",11.91
"655","2015-12-07",11.92
"656","2015-12-08",12.02
"657","2015-12-09",12
"658","2015-12-10",12.19
"659","2015-12-11",12.12
"660","2015-12-14",10.97
"661","2015-12-15",11.5
"662","2015-12-16",11.58
"663","2015-12-17",11.36
"664","2015-12-18",11.03
"665","2015-12-21",11.13
"666","2015-12-22",11.29
"667","2015-12-23",11.46
"668","2015-12-24",11.5
"669","2015-12-28",11.5
"670","2015-12-29",11.59
"671","2015-12-30",11.57
"672","2015-12-31",11.73
"673","2016-01-04",11.63
"674","2016-01-05",11.85
"675","2016-01-06",11.91
"676","2016-01-07",11.74
"677","2016-01-08",11.89
"678","2016-01-11",11.67
"679","2016-01-12",11.28
"680","2016-01-13",11.03
"681","2016-01-14",11.24
"682","2016-01-15",10.78
"683","2016-01-19",10.97
"684","2016-01-20",10.41
"685","2016-01-21",10.42
"686","2016-01-22",11.03
"687","2016-01-25",10.7
"688","2016-01-26",10.55
"689","2016-01-27",10.81
"690","2016-01-28",10.71
"691","2016-01-29",10.49
"692","2016-02-01",10.13
"693","2016-02-02",10.2
"694","2016-02-03",10.3
"695","2016-02-04",10.07
"696","2016-02-05",10.02
"697","2016-02-08",10.11
"698","2016-02-09",10.15
"699","2016-02-10",10.15
"700","2016-02-11",10.13
"701","2016-02-12",10.35
"702","2016-02-16",10.07
"703","2016-02-17",10.14
"704","2016-02-18",10.07
"705","2016-02-19",10.09
"706","2016-02-22",10.11
"707","2016-02-23",10.11
"708","2016-02-24",10.11
"709","2016-02-25",10.2
"710","2016-02-26",10.38
"711","2016-02-29",10.37
"712","2016-03-01",10.31
"713","2016-03-02",10.49
"714","2016-03-03",10.31
"715","2016-03-04",10.4
"716","2016-03-07",10.45
"717","2016-03-08",10.33
"718","2016-03-09",10.37
"719","2016-03-10",10.52
"720","2016-03-11",10.4
"721","2016-03-14",10.59
"722","2016-03-15",10.93
"723","2016-03-16",11.18
"724","2016-03-17",11.34
"725","2016-03-18",11.39
"726","2016-03-21",11.59
"727","2016-03-22",11.89
"728","2016-03-23",11.67
"729","2016-03-24",11.92
"730","2016-03-28",12.01
"731","2016-03-29",11.81
"732","2016-03-30",12
"733","2016-03-31",12.17
"734","2016-04-01",12.3
"735","2016-04-04",12.38
"736","2016-04-05",12.41
"737","2016-04-06",12.49
"738","2016-04-07",12.6
"739","2016-04-08",12.7
"740","2016-04-11",12.69
"741","2016-04-12",12.86
"742","2016-04-13",12.88
"743","2016-04-14",12.99
"744","2016-04-15",13.01
"745","2016-04-18",13.45
"746","2016-04-19",13.33
"747","2016-04-20",13.29
"748","2016-04-21",13.01
"749","2016-04-22",13.27
"750","2016-04-25",13.43
"751","2016-04-26",12.94
"752","2016-04-27",12.83
"753","2016-04-28",13.02
"754","2016-04-29",12.93
"755","2016-05-02",12.87
"756","2016-05-03",12.89
"757","2016-05-04",12.53
"758","2016-05-05",12.22
"759","2016-05-06",12.4
"760","2016-05-09",12.32
"761","2016-05-10",12.42
"762","2016-05-11",12.37
"763","2016-05-12",12.35
"764","2016-05-13",12.91
"765","2016-05-16",13.05
"766","2016-05-17",13.14
"767","2016-05-18",13.1
"768","2016-05-19",12.84
"769","2016-05-20",12.97
"770","2016-05-23",13.21
"771","2016-05-24",13.15
"772","2016-05-25",12.91
"773","2016-05-26",12.95
"774","2016-05-27",13
"775","2016-05-31",13.12
"776","2016-06-01",13.12
"777","2016-06-02",12.99
"778","2016-06-03",12.99
"779","2016-06-06",13.18
"780","2016-06-07",13.08
"781","2016-06-08",13
"782","2016-06-09",13.13
"783","2016-06-10",13.04
"784","2016-06-13",13.22
"785","2016-06-14",13.15
"786","2016-06-15",13.06
"787","2016-06-16",12.95
"788","2016-06-17",13
"789","2016-06-20",13.05
"790","2016-06-21",13.05
"791","2016-06-22",13.05
"792","2016-06-23",13.01
"793","2016-06-24",12.82
"794","2016-06-27",12.4
"795","2016-06-28",12.59
"796","2016-06-29",12.64
"797","2016-06-30",12.78
"798","2016-07-01",12.99
"799","2016-07-05",12.98
"800","2016-07-06",12.95
"801","2016-07-07",12.77
"802","2016-07-08",13.03
"803","2016-07-11",13.09
"804","2016-07-12",12.96
"805","2016-07-13",12.71
"806","2016-07-14",12.7
"807","2016-07-15",12.69
"808","2016-07-18",12.85
"809","2016-07-19",12.76
"810","2016-07-20",12.78
"811","2016-07-21",12.78
"812","2016-07-22",12.83
"813","2016-07-25",12.85
"814","2016-07-26",12.88
"815","2016-07-27",12.76
"816","2016-07-28",12.79
"817","2016-07-29",12.81
"818","2016-08-01",12.85
"819","2016-08-02",12.85
"820","2016-08-03",12.8
"821","2016-08-04",12.88
"822","2016-08-05",12.92
"823","2016-08-08",12.87
"824","2016-08-09",12.76
"825","2016-08-10",12.79
"826","2016-08-11",12.75
"827","2016-08-12",12.85
"828","2016-08-15",12.9
"829","2016-08-16",12.96
"830","2016-08-17",12.83
"831","2016-08-18",12.6
"832","2016-08-19",12.45
"833","2016-08-22",12.51
"834","2016-08-23",12.55
"835","2016-08-24",12.59
"836","2016-08-25",12.51
"837","2016-08-26",12.51
"838","2016-08-29",12.6
"839","2016-08-30",12.6
"840","2016-08-31",12.5
"841","2016-09-01",12.52
"842","2016-09-02",12.59
"843","2016-09-06",12.58
"844","2016-09-07",12.5
"845","2016-09-08",12.46
"846","2016-09-09",12.59
"847","2016-09-12",12.54
"848","2016-09-13",12.45
"849","2016-09-14",12.4
"850","2016-09-15",12.4
"851","2016-09-16",12.35
"852","2016-09-19",12.33
"853","2016-09-20",12.32
"854","2016-09-21",12.39
"855","2016-09-22",12.27
"856","2016-09-23",12.17
"857","2016-09-26",12.23
"858","2016-09-27",12.21
"859","2016-09-28",12.15
"860","2016-09-29",12.13
"861","2016-09-30",12.17
"862","2016-10-03",12.26
"863","2016-10-04",12.25
"864","2016-10-05",12.28
"865","2016-10-06",12.25
"866","2016-10-07",12.23
"867","2016-10-10",12.45
"868","2016-10-11",12.28
"869","2016-10-12",12.1
"870","2016-10-13",12.2
"871","2016-10-14",12.1
"872","2016-10-17",12.06
"873","2016-10-18",12.06
"874","2016-10-19",12.14
"875","2016-10-20",12.1
"876","2016-10-21",12.22
"877","2016-10-24",12.07
"878","2016-10-25",12.12
"879","2016-10-26",12.07
"880","2016-10-27",12.14
"881","2016-10-28",12.05
"882","2016-10-31",12.11
"883","2016-11-01",12.06
"884","2016-11-02",12.05
"885","2016-11-03",12.09
"886","2016-11-04",12.05
"887","2016-11-07",12.05
"888","2016-11-08",12.08
"889","2016-11-09",12.23
"890","2016-11-10",12.43
"891","2016-11-11",12.47
"892","2016-11-14",12.59
"893","2016-11-15",12.74
"894","2016-11-16",12.89
"895","2016-11-17",12.75
"896","2016-11-18",12.73
"897","2016-11-21",12.75
"898","2016-11-22",12.75
"899","2016-11-23",12.75
"900","2016-11-25",12.75
"901","2016-11-28",12.83
"902","2016-11-29",12.77
"903","2016-11-30",12.84
"904","2016-12-01",13.06
"905","2016-12-02",13.04
"906","2016-12-05",13.22
"907","2016-12-06",13.19
"908","2016-12-07",13.19
"909","2016-12-08",13.18
"910","2016-12-09",13.38
"911","2016-12-12",13.56
"912","2016-12-13",13.28
"913","2016-12-14",13.26
"914","2016-12-15",13.62
"915","2016-12-16",13.54
"916","2016-12-19",13.46
"917","2016-12-20",13.4
"918","2016-12-21",13.47
"919","2016-12-22",13.59
"920","2016-12-23",13.5
"921","2016-12-27",13.71
"922","2016-12-28",13.69
"923","2016-12-29",13.75
"924","2016-12-30",13.75
"925","2017-01-03",13.95
"926","2017-01-04",14.09
"927","2017-01-05",14.21
"928","2017-01-06",14.25
"929","2017-01-09",14.43
"930","2017-01-10",14.26
"931","2017-01-11",13.96
"932","2017-01-12",13.73
"933","2017-01-13",13.84
"934","2017-01-17",13.85
"935","2017-01-18",13.87
"936","2017-01-19",14.07
"937","2017-01-20",14.17
"938","2017-01-23",14.05
"939","2017-01-24",14.16
"940","2017-01-25",14.16
"941","2017-01-26",14.06
"942","2017-01-27",14.19
"943","2017-01-30",14.12
"944","2017-01-31",14.14
"945","2017-02-01",14
"946","2017-02-02",14.02
"947","2017-02-03",14.17
"948","2017-02-06",14.18
"949","2017-02-07",14.18
"950","2017-02-08",14.2
"951","2017-02-09",14.21
"952","2017-02-10",14.24
"953","2017-02-13",14.17
"954","2017-02-14",14.14
"955","2017-02-15",14.16
"956","2017-02-16",14.29
"957","2017-02-17",14.03
"958","2017-02-21",14.25
"959","2017-02-22",14.26
"960","2017-02-23",14.05
"961","2017-02-24",14.05
"962","2017-02-27",14.17
"963","2017-02-28",14.16
"964","2017-03-01",14.22
"965","2017-03-02",14.19
"966","2017-03-03",14.33
"967","2017-03-06",14.49
"968","2017-03-07",14.39
"969","2017-03-08",14.45
"970","2017-03-09",14.43
"971","2017-03-10",14.47
"972","2017-03-13",14.52
"973","2017-03-14",14.26
"974","2017-03-15",14.43
"975","2017-03-16",14.36
"976","2017-03-17",14.4
"977","2017-03-20",14.27
"978","2017-03-21",14.14
"979","2017-03-22",14.18
"980","2017-03-23",14.13
"981","2017-03-24",13.5
"982","2017-03-27",13.28
"983","2017-03-28",12.67
"984","2017-03-29",12.73
"985","2017-03-30",13.17
"986","2017-03-31",13.2
"987","2017-04-03",13.27
"988","2017-04-04",13.5
"989","2017-04-05",13.44
"990","2017-04-06",13.67
"991","2017-04-07",13.69
"992","2017-04-10",13.67
"993","2017-04-11",13.74
"994","2017-04-12",13.75
"995","2017-04-13",13.83
"996","2017-04-17",13.97
"997","2017-04-18",13.62
"998","2017-04-19",13.49
"999","2017-04-20",13.71
"1000","2017-04-21",13.61
"1001","2017-04-24",13.72
