"","date","AGLE"
"255","2017-04-10",7.12
"256","2017-04-11",6.9
"257","2017-04-12",7.19
"258","2017-04-13",7.44
"259","2017-04-17",7.54
"260","2017-04-18",7.22
"261","2017-04-19",7.09
"262","2017-04-20",6.9
"263","2017-04-21",7.04
"264","2017-04-24",7
"265","2017-04-25",6.9
"266","2017-04-26",6.95
"267","2017-04-27",6.96
"268","2017-04-28",7.15
"269","2017-05-01",6.86
"270","2017-05-02",6.68
"271","2017-05-03",6.63
"272","2017-05-04",6.59
"273","2017-05-05",6.51
"274","2017-05-08",6.43
"275","2017-05-09",6.24
"276","2017-05-10",6.29
"277","2017-05-11",6.23
"278","2017-05-12",6.3
"279","2017-05-15",6.45
"280","2017-05-16",6.39
"281","2017-05-17",6.25
"282","2017-05-18",6.14
"283","2017-05-19",6.48
"284","2017-05-22",6.2
"285","2017-05-23",5.57
"286","2017-05-24",4.75
"287","2017-05-25",4.43
"288","2017-05-26",4.5
"289","2017-05-30",4.22
"290","2017-05-31",4.22
"291","2017-06-01",4.27
"292","2017-06-02",4.18
"293","2017-06-05",4.26
"294","2017-06-06",3.59
"295","2017-06-07",3.69
"296","2017-06-08",3.64
"297","2017-06-09",3.57
"298","2017-06-12",3.43
"299","2017-06-13",3.51
"300","2017-06-14",3.48
"301","2017-06-15",3.4
"302","2017-06-16",3.5
"303","2017-06-19",3.69
"304","2017-06-20",3.8
"305","2017-06-21",3.95
"306","2017-06-22",3.95
"307","2017-06-23",3.58
"308","2017-06-26",3.88
"309","2017-06-27",3.87
"310","2017-06-28",3.85
"311","2017-06-29",3.86
"312","2017-06-30",3.85
"313","2017-07-03",3.76
"314","2017-07-05",3.54
"315","2017-07-06",3.46
"316","2017-07-07",3.39
"317","2017-07-10",3.66
"318","2017-07-11",3.49
"319","2017-07-12",3.44
"320","2017-07-13",3.57
"321","2017-07-14",3.79
"322","2017-07-17",3.76
"323","2017-07-18",3.6
"324","2017-07-19",3.55
"325","2017-07-20",3.62
"326","2017-07-21",3.7
"327","2017-07-24",3.77
"328","2017-07-25",3.62
"329","2017-07-26",3.59
"330","2017-07-27",3.49
"331","2017-07-28",3.33
"332","2017-07-31",3.41
"333","2017-08-01",3.35
"334","2017-08-02",3.25
"335","2017-08-03",3.16
"336","2017-08-04",3.25
"337","2017-08-07",3.31
"338","2017-08-08",3.19
"339","2017-08-09",2.98
"340","2017-08-10",2.99
"341","2017-08-11",2.91
"342","2017-08-14",2.96
"343","2017-08-15",2.96
"344","2017-08-16",2.96
"345","2017-08-17",2.91
"346","2017-08-18",2.97
"347","2017-08-21",3.01
"348","2017-08-22",3.1
"349","2017-08-23",3.06
"350","2017-08-24",3.11
"351","2017-08-25",3.28
"352","2017-08-28",3.3
"353","2017-08-29",3.72
"354","2017-08-30",3.89
"355","2017-08-31",4.11
"356","2017-09-01",4.09
"357","2017-09-05",4.125
"358","2017-09-06",4.34
"359","2017-09-07",4.84
"360","2017-09-08",4.3
"361","2017-09-11",4.26
"362","2017-09-12",4.28
"363","2017-09-13",4.54
"364","2017-09-14",4.59
"365","2017-09-15",4.8
"366","2017-09-18",4.64
"367","2017-09-19",4.54
"368","2017-09-20",4.63
"369","2017-09-21",4.73
"370","2017-09-22",4.86
"371","2017-09-25",4.69
"372","2017-09-26",4.53
"373","2017-09-27",4.58
"374","2017-09-28",4.63
"375","2017-09-29",4.93
"376","2017-10-02",5.01
"377","2017-10-03",5.02
"378","2017-10-04",5.16
"379","2017-10-05",5.21
"380","2017-10-06",5.335
"381","2017-10-09",5.71
"382","2017-10-10",5.975
"383","2017-10-11",5.98
"384","2017-10-12",5.43
"385","2017-10-13",5.13
"386","2017-10-16",5.12
"387","2017-10-17",5.12
"388","2017-10-18",4.97
"389","2017-10-19",5.09
"390","2017-10-20",5.05
"391","2017-10-23",4.63
"392","2017-10-24",4.74
"393","2017-10-25",4.55
"394","2017-10-26",4.64
"395","2017-10-27",4.38
"396","2017-10-30",4.52
"397","2017-10-31",4.38
"398","2017-11-01",4.23
"399","2017-11-02",4.35
"400","2017-11-03",4.93
"401","2017-11-06",4.91
"402","2017-11-07",4.85
"403","2017-11-08",4.67
"404","2017-11-09",5.01
"405","2017-11-10",5.13
"406","2017-11-13",4.82
"407","2017-11-14",4.54
"408","2017-11-15",4.65
"409","2017-11-16",4.74
"410","2017-11-17",4.54
"411","2017-11-20",4.49
"412","2017-11-21",4.3
"413","2017-11-22",4.35
"414","2017-11-24",4.27
"415","2017-11-27",4.21
"416","2017-11-28",4.1
"417","2017-11-29",4.005
"418","2017-11-30",4
"419","2017-12-01",4.73
"420","2017-12-04",5.08
"421","2017-12-05",4.74
"422","2017-12-06",4.88
"423","2017-12-07",4.91
"424","2017-12-08",5.14
"425","2017-12-11",5.27
"426","2017-12-12",5.2
"427","2017-12-13",4.97
"428","2017-12-14",5.22
"429","2017-12-15",4.87
"430","2017-12-18",5.01
"431","2017-12-19",4.99
"432","2017-12-20",4.99
"433","2017-12-21",5.03
"434","2017-12-22",5.18
"435","2017-12-26",5.52
"436","2017-12-27",5.51
"437","2017-12-28",5.37
"438","2017-12-29",5.41
"439","2018-01-02",5.38
"440","2018-01-03",5.45
"441","2018-01-04",5.69
"442","2018-01-05",5.52
"443","2018-01-08",5.07
"444","2018-01-09",5.25
"445","2018-01-10",5.71
"446","2018-01-11",6
"447","2018-01-12",6.26
"448","2018-01-16",6.12
"449","2018-01-17",6.49
"450","2018-01-18",6.6
"451","2018-01-19",6.75
"452","2018-01-22",7.4
"453","2018-01-23",6.58
"454","2018-01-24",6.56
"455","2018-01-25",6.65
"456","2018-01-26",6.73
"457","2018-01-29",6.79
"458","2018-01-30",6.87
"459","2018-01-31",6.48
"460","2018-02-01",7
"461","2018-02-02",6.59
"462","2018-02-05",6.27
"463","2018-02-06",6.27
"464","2018-02-07",6.03
"465","2018-02-08",6.19
"466","2018-02-09",5.45
"467","2018-02-12",5.89
"468","2018-02-13",5.97
"469","2018-02-14",6.13
"470","2018-02-15",6.02
"471","2018-02-16",6.08
"472","2018-02-20",6.31
"473","2018-02-21",6.35
"474","2018-02-22",6.36
"475","2018-02-23",6.29
"476","2018-02-26",6.38
"477","2018-02-27",6.44
"478","2018-02-28",7.25
"479","2018-03-01",6.86
"480","2018-03-02",7.24
"481","2018-03-05",7.69
"482","2018-03-06",7.5
"483","2018-03-07",7.6
"484","2018-03-08",8.85
"485","2018-03-09",8.83
"486","2018-03-12",8.6
"487","2018-03-13",8.62
"488","2018-03-14",8.48
"489","2018-03-15",9.05
"490","2018-03-16",10.64
"491","2018-03-19",10.9
"492","2018-03-20",10.57
"493","2018-03-21",10.85
"494","2018-03-22",10.5
"495","2018-03-23",10.37
"496","2018-03-26",10.1
"497","2018-03-27",9.21
"498","2018-03-28",8.8
"499","2018-03-29",9.92
"500","2018-04-02",9.62
"501","2018-04-03",9.58
"502","2018-04-04",10.19
"503","2018-04-05",9.79
"504","2018-04-06",8.92
"505","2018-04-09",8.12
"506","2018-04-10",8.9
"507","2018-04-11",9.68
"508","2018-04-12",10.36
"509","2018-04-13",9.62
"510","2018-04-16",9.01
"511","2018-04-17",9.42
"512","2018-04-18",8.49
"513","2018-04-19",7.88
"514","2018-04-20",7.87
"515","2018-04-23",7.9
"516","2018-04-24",8.28
"517","2018-04-25",7.94
"518","2018-04-26",8
"519","2018-04-27",8.84
"520","2018-04-30",9.34
"521","2018-05-01",9.32
"522","2018-05-02",9.76
"523","2018-05-03",9.76
"524","2018-05-04",9.75
"525","2018-05-07",9.88
"526","2018-05-08",9.98
"527","2018-05-09",10.23
"528","2018-05-10",10.08
"529","2018-05-11",9.94
"530","2018-05-14",10.27
"531","2018-05-15",10.64
"532","2018-05-16",10.77
"533","2018-05-17",10.68
"534","2018-05-18",10.57
"535","2018-05-21",10.27
"536","2018-05-22",9.99
"537","2018-05-23",9.89
"538","2018-05-24",9.72
"539","2018-05-25",10.62
"540","2018-05-29",10.39
"541","2018-05-30",10.22
"542","2018-05-31",10.68
"543","2018-06-01",9.99
"544","2018-06-04",10.08
"545","2018-06-05",9.93
"546","2018-06-06",10.3
"547","2018-06-07",10.28
"548","2018-06-08",10.51
"549","2018-06-11",9.99
"550","2018-06-12",10.13
"551","2018-06-13",10.09
"552","2018-06-14",10.4
"553","2018-06-15",10.59
"554","2018-06-18",10.89
"555","2018-06-19",10.82
"556","2018-06-20",10.78
"557","2018-06-21",10.48
"558","2018-06-22",10.72
"559","2018-06-25",10.62
"560","2018-06-26",10.53
"561","2018-06-27",10.61
"562","2018-06-28",10.47
"563","2018-06-29",10.58
"564","2018-07-02",11
"565","2018-07-03",10.39
"566","2018-07-05",10.22
"567","2018-07-06",10.17
"568","2018-07-09",10.24
"569","2018-07-10",10.22
"570","2018-07-11",9.54
"571","2018-07-12",9
"572","2018-07-13",8.78
"573","2018-07-16",9.14
"574","2018-07-17",9.04
"575","2018-07-18",9.36
"576","2018-07-19",9.31
"577","2018-07-20",9.2
"578","2018-07-23",9.38
"579","2018-07-24",9.17
"580","2018-07-25",9.52
"581","2018-07-26",9.31
"582","2018-07-27",8.55
"583","2018-07-30",8.245
"584","2018-07-31",8.41
"585","2018-08-01",9.19
"586","2018-08-02",9.22
"587","2018-08-03",8.93
"588","2018-08-06",8.79
"589","2018-08-07",8.98
"590","2018-08-08",9.05
"591","2018-08-09",9.58
"592","2018-08-10",9.48
"593","2018-08-13",9.6
"594","2018-08-14",9.16
"595","2018-08-15",9.13
"596","2018-08-16",9.22
"597","2018-08-17",9.2
"598","2018-08-20",9.16
"599","2018-08-21",9.47
"600","2018-08-22",9.75
"601","2018-08-23",10.22
"602","2018-08-24",10.28
"603","2018-08-27",10.54
"604","2018-08-28",10.83
"605","2018-08-29",10.79
"606","2018-08-30",10.9
"607","2018-08-31",10.93
"608","2018-09-04",9.24
"609","2018-09-05",8.82
"610","2018-09-06",8.59
"611","2018-09-07",8.74
"612","2018-09-10",8.73
"613","2018-09-11",8.62
"614","2018-09-12",8.39
"615","2018-09-13",8.46
"616","2018-09-14",8.51
"617","2018-09-17",8.43
"618","2018-09-18",8.49
"619","2018-09-19",8.49
"620","2018-09-20",8.73
"621","2018-09-21",9.16
"622","2018-09-24",8.92
"623","2018-09-25",9.27
"624","2018-09-26",9.27
"625","2018-09-27",9.57
"626","2018-09-28",9.57
"627","2018-10-01",9.45
"628","2018-10-02",9.21
"629","2018-10-03",10.19
"630","2018-10-04",9.74
"631","2018-10-05",9.79
"632","2018-10-08",9.64
"633","2018-10-09",9.51
"634","2018-10-10",8.84
"635","2018-10-11",9.07
"636","2018-10-12",9.08
"637","2018-10-15",9.41
"638","2018-10-16",10.02
"639","2018-10-17",9.57
"640","2018-10-18",9.9
"641","2018-10-19",9.3
"642","2018-10-22",8.99
"643","2018-10-23",8.86
"644","2018-10-24",8.65
"645","2018-10-25",8.77
"646","2018-10-26",8.6
"647","2018-10-29",8.32
"648","2018-10-30",8.5
"649","2018-10-31",8.63
"650","2018-11-01",8.95
"651","2018-11-02",9.27
"652","2018-11-05",9.24
"653","2018-11-06",9.07
"654","2018-11-07",9.08
"655","2018-11-08",9.52
"656","2018-11-09",9.1
"657","2018-11-12",8.75
"658","2018-11-13",7.9
"659","2018-11-14",7.84
"660","2018-11-15",8.07
"661","2018-11-16",8.31
"662","2018-11-19",7.89
"663","2018-11-20",7.53
"664","2018-11-21",7.62
"665","2018-11-23",7.99
"666","2018-11-26",8.21
"667","2018-11-27",8.08
"668","2018-11-28",8.6
"669","2018-11-29",8.55
"670","2018-11-30",8.42
"671","2018-12-03",8.47
"672","2018-12-04",8.11
"673","2018-12-06",7.68
"674","2018-12-07",7.87
"675","2018-12-10",7.84
"676","2018-12-11",8.12
"677","2018-12-12",7.73
"678","2018-12-13",7.69
"679","2018-12-14",7.5
"680","2018-12-17",7.86
"681","2018-12-18",7.32
"682","2018-12-19",6.96
"683","2018-12-20",7.07
"684","2018-12-21",6.51
"685","2018-12-24",7.3
"686","2018-12-26",7.39
"687","2018-12-27",8.01
"688","2018-12-28",7.67
"689","2018-12-31",7.49
"690","2019-01-02",8.04
"691","2019-01-03",7.93
"692","2019-01-04",8.42
"693","2019-01-07",8.37
"694","2019-01-08",8.43
"695","2019-01-09",8.64
"696","2019-01-10",8.56
"697","2019-01-11",8.51
"698","2019-01-14",8.3
"699","2019-01-15",8.69
"700","2019-01-16",9.09
"701","2019-01-17",8.96
"702","2019-01-18",8.92
"703","2019-01-22",8.74
"704","2019-01-23",8.49
"705","2019-01-24",8.35
"706","2019-01-25",8.56
"707","2019-01-28",8.51
"708","2019-01-29",8.7
"709","2019-01-30",9
"710","2019-01-31",9.14
"711","2019-02-01",9.18
"712","2019-02-04",9.16
"713","2019-02-05",9.4
"714","2019-02-06",7.6
"715","2019-02-07",7.83
"716","2019-02-08",7.83
"717","2019-02-11",7.8
"718","2019-02-12",7.66
"719","2019-02-13",7.9
"720","2019-02-14",8.16
"721","2019-02-15",8.35
"722","2019-02-19",8.17
"723","2019-02-20",8.19
"724","2019-02-21",8.06
"725","2019-02-22",8.25
"726","2019-02-25",8.53
"727","2019-02-26",8.34
"728","2019-02-27",8.35
"729","2019-02-28",8.36
"730","2019-03-01",8.59
"731","2019-03-04",8.5
"732","2019-03-05",8.45
"733","2019-03-06",8.06
"734","2019-03-07",8.2
"735","2019-03-08",8
"736","2019-03-11",8.23
"737","2019-03-12",8.31
"738","2019-03-13",8.37
"739","2019-03-14",8.31
"740","2019-03-15",8
"741","2019-03-18",8.2
"742","2019-03-19",8.25
"743","2019-03-20",8.09
"744","2019-03-21",8.18
"745","2019-03-22",7.75
"746","2019-03-25",7.9
"747","2019-03-26",7.87
"748","2019-03-27",7.88
"749","2019-03-28",7.95
"750","2019-03-29",8.05
"751","2019-04-01",8
"752","2019-04-02",8.2
"753","2019-04-03",8.51
"754","2019-04-04",8.78
"755","2019-04-05",8.77
"756","2019-04-08",8.09
"757","2019-04-09",7.83
"758","2019-04-10",7.4
"759","2019-04-11",7.3
"760","2019-04-12",7.25
"761","2019-04-15",7.25
"762","2019-04-16",7.47
"763","2019-04-17",7.34
"764","2019-04-18",7.37
"765","2019-04-22",7.31
"766","2019-04-23",7.43
"767","2019-04-24",7.4
"768","2019-04-25",7.33
"769","2019-04-26",7.21
"770","2019-04-29",7.01
"771","2019-04-30",6.85
"772","2019-05-01",6.66
"773","2019-05-02",6.72
"774","2019-05-03",6.96
"775","2019-05-06",7
"776","2019-05-07",6.78
"777","2019-05-08",6.87
"778","2019-05-09",6.8
"779","2019-05-10",6.85
"780","2019-05-13",6.56
"781","2019-05-14",6.81
"782","2019-05-15",6.83
"783","2019-05-16",6.87
"784","2019-05-17",6.48
"785","2019-05-20",6.5
"786","2019-05-21",6.92
"787","2019-05-22",6.85
"788","2019-05-23",6.77
"789","2019-05-24",6.82
"790","2019-05-28",6.83
"791","2019-05-29",6.39
"792","2019-05-30",6.52
"793","2019-05-31",6.24
"794","2019-06-03",6.26
"795","2019-06-04",6.48
"796","2019-06-05",6.56
"797","2019-06-06",6.39
"798","2019-06-07",6.33
"799","2019-06-10",6.23
"800","2019-06-11",6.12
"801","2019-06-12",6.1
"802","2019-06-13",6.15
"803","2019-06-14",6.18
"804","2019-06-17",6.35
"805","2019-06-18",6.48
"806","2019-06-19",6.56
"807","2019-06-20",6.6
"808","2019-06-21",6.51
"809","2019-06-24",6.36
"810","2019-06-25",6.3
"811","2019-06-26",6.27
"812","2019-06-27",6.41
"813","2019-06-28",6.85
"814","2019-07-01",6.84
"815","2019-07-02",6.71
"816","2019-07-03",6.6
"817","2019-07-05",6.58
"818","2019-07-08",6.48
"819","2019-07-09",6.57
"820","2019-07-10",6.53
"821","2019-07-11",6.42
"822","2019-07-12",6.69
"823","2019-07-15",6.78
"824","2019-07-16",6.88
"825","2019-07-17",7.15
"826","2019-07-18",7.01
"827","2019-07-19",7
"828","2019-07-22",6.99
"829","2019-07-23",6.91
"830","2019-07-24",7.15
"831","2019-07-25",8.55
"832","2019-07-26",8.36
"833","2019-07-29",8.46
"834","2019-07-30",8.98
"835","2019-07-31",8.96
"836","2019-08-01",9
"837","2019-08-02",8.94
"838","2019-08-05",8.14
"839","2019-08-06",7.91
"840","2019-08-07",7.81
"841","2019-08-08",7.94
"842","2019-08-09",7.83
"843","2019-08-12",7.78
"844","2019-08-13",7.98
"845","2019-08-14",7.9
"846","2019-08-15",7.79
"847","2019-08-16",7.9
"848","2019-08-19",8.09
"849","2019-08-20",8.05
"850","2019-08-21",8.16
"851","2019-08-22",7.95
"852","2019-08-23",7.41
"853","2019-08-26",7.73
"854","2019-08-27",7.5
"855","2019-08-28",7.55
"856","2019-08-29",7.69
"857","2019-08-30",7.805
"858","2019-09-03",7.71
"859","2019-09-04",7.82
"860","2019-09-05",8.1
"861","2019-09-06",8.01
"862","2019-09-09",8.14
"863","2019-09-10",8.47
"864","2019-09-11",8.8
"865","2019-09-12",8.87
"866","2019-09-13",8.5
"867","2019-09-16",8.72
"868","2019-09-17",8.78
"869","2019-09-18",8.67
"870","2019-09-19",8.54
"871","2019-09-20",8.66
"872","2019-09-23",8.2
"873","2019-09-24",8.02
"874","2019-09-25",8.12
"875","2019-09-26",7.695
"876","2019-09-27",7.64
"877","2019-09-30",7.69
"878","2019-10-01",7.65
"879","2019-10-02",7.51
"880","2019-10-03",7.26
"881","2019-10-04",7.23
"882","2019-10-07",7.29
"883","2019-10-08",7.26
"884","2019-10-09",7.32
"885","2019-10-10",7.6
"886","2019-10-11",7.79
"887","2019-10-14",7.5
"888","2019-10-15",7.6
"889","2019-10-16",7.77
"890","2019-10-17",7.9
"891","2019-10-18",7.82
"892","2019-10-21",7.79
"893","2019-10-22",7.67
"894","2019-10-23",7.61
"895","2019-10-24",7.3
"896","2019-10-25",7.45
"897","2019-10-28",7.73
"898","2019-10-29",8.04
"899","2019-10-30",7.97
"900","2019-10-31",7.61
"901","2019-11-01",8.24
"902","2019-11-04",8.31
"903","2019-11-05",8.22
"904","2019-11-06",8.05
"905","2019-11-07",7.87
"906","2019-11-08",7.93
"907","2019-11-11",8.04
"908","2019-11-12",7.96
"909","2019-11-13",7.9
"910","2019-11-14",7.85
"911","2019-11-15",7.83
"912","2019-11-18",7.41
"913","2019-11-19",8
"914","2019-11-20",8.3
"915","2019-11-21",8.41
"916","2019-11-22",8.43
"917","2019-11-25",8.51
"918","2019-11-26",8.48
"919","2019-11-27",8.5
"920","2019-11-29",8.55
"921","2019-12-02",8.4
"922","2019-12-03",8.04
"923","2019-12-04",8.06
"924","2019-12-05",7.74
"925","2019-12-06",7.88
"926","2019-12-09",7.86
"927","2019-12-10",8
"928","2019-12-11",7.9
"929","2019-12-12",7.97
"930","2019-12-13",7.82
"931","2019-12-16",8
"932","2019-12-17",7.88
"933","2019-12-18",7.74
"934","2019-12-19",7.6
"935","2019-12-20",7.35
"936","2019-12-23",7.79
"937","2019-12-24",7.92
"938","2019-12-26",7.86
"939","2019-12-27",7.9
"940","2019-12-30",7.66
"941","2019-12-31",7.64
"942","2020-01-02",7.75
"943","2020-01-03",7.69
"944","2020-01-06",7.61
"945","2020-01-07",7.87
"946","2020-01-08",7.91
"947","2020-01-09",7.76
"948","2020-01-10",7.64
"949","2020-01-13",7.77
"950","2020-01-14",7.56
"951","2020-01-15",7.57
"952","2020-01-16",7.68
"953","2020-01-17",7.94
"954","2020-01-21",7.84
"955","2020-01-22",7.96
"956","2020-01-23",7.64
"957","2020-01-24",7.39
"958","2020-01-27",7.165
"959","2020-01-28",7.26
"960","2020-01-29",7.47
"961","2020-01-30",7.08
"962","2020-01-31",7.26
"963","2020-02-03",7.48
"964","2020-02-04",7.95
"965","2020-02-05",8.31
"966","2020-02-06",8.19
"967","2020-02-07",7.83
"968","2020-02-10",8.27
"969","2020-02-11",8.35
"970","2020-02-12",8.48
"971","2020-02-13",8.36
"972","2020-02-14",8.15
"973","2020-02-18",8.19
"974","2020-02-19",8.22
"975","2020-02-20",8.07
"976","2020-02-21",7.87
"977","2020-02-24",7.42
"978","2020-02-25",7.22
"979","2020-02-26",7.37
"980","2020-02-27",6.86
"981","2020-02-28",6.83
"982","2020-03-02",6.88
"983","2020-03-03",6.43
"984","2020-03-04",6.98
"985","2020-03-05",6.56
"986","2020-03-06",6.31
"987","2020-03-09",6.13
"988","2020-03-10",5.98
"989","2020-03-11",5.38
"990","2020-03-12",4.46
"991","2020-03-13",4.8
"992","2020-03-16",3.51
"993","2020-03-17",4.53
"994","2020-03-18",3.81
"995","2020-03-19",4.32
"996","2020-03-20",3.99
"997","2020-03-23",4.17
"998","2020-03-24",4.33
"999","2020-03-25",4.71
"1000","2020-03-26",5.2
"1001","2020-03-27",4.72
