"","date","CINF"
"1","2007-01-03",45.82
"2","2007-01-04",45.599998
"3","2007-01-05",45.279999
"4","2007-01-08",45.360001
"5","2007-01-09",45.060001
"6","2007-01-10",45.02
"7","2007-01-11",45.119999
"8","2007-01-12",45.360001
"9","2007-01-16",45.450001
"10","2007-01-17",45.07
"11","2007-01-18",45.240002
"12","2007-01-19",45.43
"13","2007-01-22",45.139999
"14","2007-01-23",45.389999
"15","2007-01-24",45.919998
"16","2007-01-25",45.32
"17","2007-01-26",44.950001
"18","2007-01-29",45.049999
"19","2007-01-30",44.990002
"20","2007-01-31",44.740002
"21","2007-02-01",45.349998
"22","2007-02-02",45.869999
"23","2007-02-05",45.73
"24","2007-02-06",45.740002
"25","2007-02-07",45.009998
"26","2007-02-08",43.959999
"27","2007-02-09",43.849998
"28","2007-02-12",43.59
"29","2007-02-13",43.82
"30","2007-02-14",43.990002
"31","2007-02-15",44.290001
"32","2007-02-16",44.189999
"33","2007-02-20",44.23
"34","2007-02-21",44.049999
"35","2007-02-22",44.220001
"36","2007-02-23",44.009998
"37","2007-02-26",43.950001
"38","2007-02-27",43.009998
"39","2007-02-28",43.220001
"40","2007-03-01",43.360001
"41","2007-03-02",42.860001
"42","2007-03-05",42.490002
"43","2007-03-06",42.66
"44","2007-03-07",42.560001
"45","2007-03-08",42.990002
"46","2007-03-09",43.099998
"47","2007-03-12",43.040001
"48","2007-03-13",42.299999
"49","2007-03-14",42.240002
"50","2007-03-15",42.529999
"51","2007-03-16",42.66
"52","2007-03-19",42.93
"53","2007-03-20",42.759998
"54","2007-03-21",43.389999
"55","2007-03-22",42.889999
"56","2007-03-23",43.119999
"57","2007-03-26",43
"58","2007-03-27",42.740002
"59","2007-03-28",42.25
"60","2007-03-29",42.369999
"61","2007-03-30",42.400002
"62","2007-04-02",42.57
"63","2007-04-03",42.98
"64","2007-04-04",42.790001
"65","2007-04-05",42.970001
"66","2007-04-09",42.630001
"67","2007-04-10",42.68
"68","2007-04-11",42.759998
"69","2007-04-12",42.689999
"70","2007-04-13",44
"71","2007-04-16",45.509998
"72","2007-04-17",45.549999
"73","2007-04-18",45.73
"74","2007-04-19",45.73
"75","2007-04-20",46
"76","2007-04-23",45.900002
"77","2007-04-24",45.669998
"78","2007-04-25",46.349998
"79","2007-04-26",45.84
"80","2007-04-27",45.93
"81","2007-04-30",45.240002
"82","2007-05-01",45.419998
"83","2007-05-02",45.68
"84","2007-05-03",45.950001
"85","2007-05-04",45.950001
"86","2007-05-07",46.810001
"87","2007-05-08",47.619999
"88","2007-05-09",47.299999
"89","2007-05-10",46.709999
"90","2007-05-11",46.950001
"91","2007-05-14",46.549999
"92","2007-05-15",46.189999
"93","2007-05-16",46.77
"94","2007-05-17",46.759998
"95","2007-05-18",46.779999
"96","2007-05-21",46.529999
"97","2007-05-22",46.400002
"98","2007-05-23",46.459999
"99","2007-05-24",45.830002
"100","2007-05-25",45.84
"101","2007-05-29",45.849998
"102","2007-05-30",45.990002
"103","2007-05-31",45.419998
"104","2007-06-01",45.790001
"105","2007-06-04",45.889999
"106","2007-06-05",45.5
"107","2007-06-06",45.330002
"108","2007-06-07",44.310001
"109","2007-06-08",44.849998
"110","2007-06-11",45.02
"111","2007-06-12",44.93
"112","2007-06-13",45.279999
"113","2007-06-14",45.200001
"114","2007-06-15",45.189999
"115","2007-06-18",45.119999
"116","2007-06-19",45.290001
"117","2007-06-20",44.57
"118","2007-06-21",44.27
"119","2007-06-22",43.560001
"120","2007-06-25",43.330002
"121","2007-06-26",43.610001
"122","2007-06-27",43.970001
"123","2007-06-28",43.82
"124","2007-06-29",43.400002
"125","2007-07-02",44.040001
"126","2007-07-03",43.919998
"127","2007-07-05",43.880001
"128","2007-07-06",44.200001
"129","2007-07-09",44.310001
"130","2007-07-10",42.919998
"131","2007-07-11",43.189999
"132","2007-07-12",43.75
"133","2007-07-13",43.700001
"134","2007-07-16",43.91
"135","2007-07-17",43.700001
"136","2007-07-18",43.119999
"137","2007-07-19",42.970001
"138","2007-07-20",41.98
"139","2007-07-23",42.029999
"140","2007-07-24",40.630001
"141","2007-07-25",42.009998
"142","2007-07-26",41.119999
"143","2007-07-27",40.110001
"144","2007-07-30",40.119999
"145","2007-07-31",39.200001
"146","2007-08-01",40.040001
"147","2007-08-02",40.169998
"148","2007-08-03",38.279999
"149","2007-08-06",39.860001
"150","2007-08-07",39.810001
