"","date","SHIP"
"1070","2012-04-26",3900
"1071","2012-04-27",4200
"1072","2012-04-30",3948
"1073","2012-05-01",4080
"1074","2012-05-02",3828
"1075","2012-05-03",3816
"1076","2012-05-04",3768
"1077","2012-05-07",3720
"1078","2012-05-08",3840
"1079","2012-05-09",3624
"1080","2012-05-10",3624
"1081","2012-05-11",3816
"1082","2012-05-14",3624
"1083","2012-05-15",3780
"1084","2012-05-16",3408
"1085","2012-05-17",3180
"1086","2012-05-18",3300
"1087","2012-05-21",3144
"1088","2012-05-22",3312
"1089","2012-05-23",3180
"1090","2012-05-24",3060
"1091","2012-05-25",3240
"1092","2012-05-29",2772
"1093","2012-05-30",2748
"1094","2012-05-31",2724
"1095","2012-06-01",2604
"1096","2012-06-04",2640
"1097","2012-06-05",2640
"1098","2012-06-06",2868
"1099","2012-06-07",2676
"1100","2012-06-08",2676
"1101","2012-06-11",2664
"1102","2012-06-12",2688
"1103","2012-06-13",2640
"1104","2012-06-14",2640
"1105","2012-06-15",2616
"1106","2012-06-18",2472
"1107","2012-06-19",2760
"1108","2012-06-20",2760
"1109","2012-06-21",2820
"1110","2012-06-22",2988
"1111","2012-06-25",2604
"1112","2012-06-26",2688
"1113","2012-06-27",2688
"1114","2012-06-28",2364
"1115","2012-06-29",2484
"1116","2012-07-02",2496
"1117","2012-07-03",2460
"1118","2012-07-05",2760
"1119","2012-07-06",2580
"1120","2012-07-09",2532
"1121","2012-07-10",2532
"1122","2012-07-11",2532
"1123","2012-07-12",2532
"1124","2012-07-13",2640
"1125","2012-07-16",2520
"1126","2012-07-17",2556
"1127","2012-07-18",2532
"1128","2012-07-19",2628
"1129","2012-07-20",2520
"1130","2012-07-23",2556
"1131","2012-07-24",2520
"1132","2012-07-25",2520
"1133","2012-07-26",2520
"1134","2012-07-27",2532
"1135","2012-07-30",2520
"1136","2012-07-31",2412
"1137","2012-08-01",2412
"1138","2012-08-02",2412
"1139","2012-08-03",2448
"1140","2012-08-06",2580
"1141","2012-08-07",2580
"1142","2012-08-08",2412
"1143","2012-08-09",2124
"1144","2012-08-10",2124
"1145","2012-08-13",2268
"1146","2012-08-14",2568
"1147","2012-08-15",2568
"1148","2012-08-16",2568
"1149","2012-08-17",2472
"1150","2012-08-20",2340
"1151","2012-08-21",2280
"1152","2012-08-22",2256
"1153","2012-08-23",2280
"1154","2012-08-24",2280
"1155","2012-08-27",2256
"1156","2012-08-28",2172
"1157","2012-08-29",2100
"1158","2012-08-30",2100
"1159","2012-08-31",2400
"1160","2012-09-04",2100
"1161","2012-09-05",2100
"1162","2012-09-06",1992
"1163","2012-09-07",2328
"1164","2012-09-10",2268
"1165","2012-09-11",2280
"1166","2012-09-12",2088
"1167","2012-09-13",2280
"1168","2012-09-14",2472
"1169","2012-09-17",2316
"1170","2012-09-18",2568
"1171","2012-09-19",2580
"1172","2012-09-20",2628
"1173","2012-09-21",2616
"1174","2012-09-24",2604
"1175","2012-09-25",2388
"1176","2012-09-26",2292
"1177","2012-09-27",2496
"1178","2012-09-28",2496
"1179","2012-10-01",2280
"1180","2012-10-02",2172
"1181","2012-10-03",2172
"1182","2012-10-04",2184
"1183","2012-10-05",2172
"1184","2012-10-08",2040
"1185","2012-10-09",2004
"1186","2012-10-10",2004
"1187","2012-10-11",1932
"1188","2012-10-12",1980
"1189","2012-10-15",1992
"1190","2012-10-16",1956
"1191","2012-10-17",1836
"1192","2012-10-18",1920
"1193","2012-10-19",1968
"1194","2012-10-22",1860
"1195","2012-10-23",2160
"1196","2012-10-24",2004
"1197","2012-10-25",1884
"1198","2012-10-26",2028
"1199","2012-10-31",2028
"1200","2012-11-01",2028
"1201","2012-11-02",1968
"1202","2012-11-05",1872
"1203","2012-11-06",1860
"1204","2012-11-07",1920
"1205","2012-11-08",1896
"1206","2012-11-09",1812
"1207","2012-11-12",1716
"1208","2012-11-13",1776
"1209","2012-11-14",1812
"1210","2012-11-15",1896
"1211","2012-11-16",1860
"1212","2012-11-19",1776
"1213","2012-11-20",1824
"1214","2012-11-21",1572
"1215","2012-11-23",1776
"1216","2012-11-26",1452
"1217","2012-11-27",1668
"1218","2012-11-28",1668
"1219","2012-11-29",1632
"1220","2012-11-30",1584
"1221","2012-12-03",1620
"1222","2012-12-04",1608
"1223","2012-12-05",1656
"1224","2012-12-06",1668
"1225","2012-12-07",1548
"1226","2012-12-10",1500
"1227","2012-12-11",1620
"1228","2012-12-12",1452
"1229","2012-12-13",1464
"1230","2012-12-14",1536
"1231","2012-12-17",1452
"1232","2012-12-18",1488
"1233","2012-12-19",1404
"1234","2012-12-20",1320
"1235","2012-12-21",1356
"1236","2012-12-24",1320
"1237","2012-12-26",1320
"1238","2012-12-27",1332
"1239","2012-12-28",1332
"1240","2012-12-31",1248
"1241","2013-01-02",1380
"1242","2013-01-03",1356
"1243","2013-01-04",1956
"1244","2013-01-07",1992
"1245","2013-01-08",1824
"1246","2013-01-09",1800
"1247","2013-01-10",1620
"1248","2013-01-11",1788
"1249","2013-01-14",1728
"1250","2013-01-15",1680
"1251","2013-01-16",1620
"1252","2013-01-17",1788
"1253","2013-01-18",1728
"1254","2013-01-22",1740
"1255","2013-01-23",1752
"1256","2013-01-24",1800
"1257","2013-01-25",2088
"1258","2013-01-28",2952
"1259","2013-01-29",2676
"1260","2013-01-30",2424
"1261","2013-01-31",2340
"1262","2013-02-01",2340
"1263","2013-02-04",2376
"1264","2013-02-05",2616
"1265","2013-02-06",2604
"1266","2013-02-07",2580
"1267","2013-02-08",2556
"1268","2013-02-11",2556
"1269","2013-02-12",2520
"1270","2013-02-13",2544
"1271","2013-02-14",2520
"1272","2013-02-15",2520
"1273","2013-02-19",2640
"1274","2013-02-20",2484
"1275","2013-02-21",2556
"1276","2013-02-22",2496
"1277","2013-02-25",2412
"1278","2013-02-26",2412
"1279","2013-02-27",2496
"1280","2013-02-28",2412
"1281","2013-03-01",2028
"1282","2013-03-04",2124
"1283","2013-03-05",1800
"1284","2013-03-06",1920
"1285","2013-03-07",1896
"1286","2013-03-08",1860
"1287","2013-03-11",1860
"1288","2013-03-12",1788
"1289","2013-03-13",1800
"1290","2013-03-14",1932
"1291","2013-03-15",2244
"1292","2013-03-18",2172
"1293","2013-03-19",2340
"1294","2013-03-20",2208
"1295","2013-03-21",2232
"1296","2013-03-22",2520
"1297","2013-03-25",2376
"1298","2013-03-26",2244
"1299","2013-03-27",2436
"1300","2013-03-28",2388
"1301","2013-04-01",2292
"1302","2013-04-02",2424
"1303","2013-04-03",2388
"1304","2013-04-04",2448
"1305","2013-04-05",2388
"1306","2013-04-08",2400
"1307","2013-04-09",2436
"1308","2013-04-10",2400
"1309","2013-04-11",2340
"1310","2013-04-12",2280
"1311","2013-04-15",2124
"1312","2013-04-16",2076
"1313","2013-04-17",1956
"1314","2013-04-18",1692
"1315","2013-04-19",1692
"1316","2013-04-22",1656
"1317","2013-04-23",1812
"1318","2013-04-24",1704
"1319","2013-04-25",1764
"1320","2013-04-26",1800
"1321","2013-04-29",1680
"1322","2013-04-30",1632
"1323","2013-05-01",1740
"1324","2013-05-02",1740
"1325","2013-05-03",1728
"1326","2013-05-06",1644
"1327","2013-05-07",1680
"1328","2013-05-08",1692
"1329","2013-05-09",1872
"1330","2013-05-10",1812
"1331","2013-05-13",1704
"1332","2013-05-14",1716
"1333","2013-05-15",1704
"1334","2013-05-16",1812
"1335","2013-05-17",1980
"1336","2013-05-20",1980
"1337","2013-05-21",2292
"1338","2013-05-22",2244
"1339","2013-05-23",1956
"1340","2013-05-24",1980
"1341","2013-05-28",2004
"1342","2013-05-29",1860
"1343","2013-05-30",1908
"1344","2013-05-31",1872
"1345","2013-06-03",1872
"1346","2013-06-04",1860
"1347","2013-06-05",1800
"1348","2013-06-06",1800
"1349","2013-06-07",1692
"1350","2013-06-10",1680
"1351","2013-06-11",1656
"1352","2013-06-12",1620
"1353","2013-06-13",1620
"1354","2013-06-14",1584
"1355","2013-06-17",1596
"1356","2013-06-18",1704
"1357","2013-06-19",1728
"1358","2013-06-20",1728
"1359","2013-06-21",1692
"1360","2013-06-24",1656
"1361","2013-06-25",1812
"1362","2013-06-26",1704
"1363","2013-06-27",1824
"1364","2013-06-28",1824
"1365","2013-07-01",1740
"1366","2013-07-02",1740
"1367","2013-07-03",1764
"1368","2013-07-05",1764
"1369","2013-07-08",1656
"1370","2013-07-09",1584
"1371","2013-07-10",1584
"1372","2013-07-11",1620
"1373","2013-07-12",1680
"1374","2013-07-15",1620
"1375","2013-07-16",1620
"1376","2013-07-17",1620
"1377","2013-07-18",1656
"1378","2013-07-19",1596
"1379","2013-07-22",1560
"1380","2013-07-23",1560
"1381","2013-07-24",1704
"1382","2013-07-25",1776
"1383","2013-07-26",1848
"1384","2013-07-29",1872
"1385","2013-07-30",1728
"1386","2013-07-31",1872
"1387","2013-08-01",1872
"1388","2013-08-02",1788
"1389","2013-08-05",1872
"1390","2013-08-06",1836
"1391","2013-08-07",1788
"1392","2013-08-08",1692
"1393","2013-08-09",1776
"1394","2013-08-12",1788
"1395","2013-08-13",1692
"1396","2013-08-14",1752
"1397","2013-08-15",1740
"1398","2013-08-16",1764
"1399","2013-08-19",1656
"1400","2013-08-20",1644
"1401","2013-08-21",1572
"1402","2013-08-22",1644
"1403","2013-08-23",1620
"1404","2013-08-26",1740
"1405","2013-08-27",1848
"1406","2013-08-28",1968
"1407","2013-08-29",1800
"1408","2013-08-30",1728
"1409","2013-09-03",1620
"1410","2013-09-04",1800
"1411","2013-09-05",1860
"1412","2013-09-06",2016
"1413","2013-09-09",2292
"1414","2013-09-10",2172
"1415","2013-09-11",2124
"1416","2013-09-12",2148
"1417","2013-09-13",2064
"1418","2013-09-16",2160
"1419","2013-09-17",2040
"1420","2013-09-18",2160
"1421","2013-09-19",2208
"1422","2013-09-20",2700
"1423","2013-09-23",2544
"1424","2013-09-24",2544
"1425","2013-09-25",2220
"1426","2013-09-26",2076
"1427","2013-09-27",2136
"1428","2013-09-30",1980
"1429","2013-10-01",2064
"1430","2013-10-02",1920
"1431","2013-10-03",2064
"1432","2013-10-04",2016
"1433","2013-10-07",1944
"1434","2013-10-08",1848
"1435","2013-10-09",1824
"1436","2013-10-10",1812
"1437","2013-10-11",1824
"1438","2013-10-14",1788
"1439","2013-10-15",1824
"1440","2013-10-16",1800
"1441","2013-10-17",1680
"1442","2013-10-18",1608
"1443","2013-10-21",1596
"1444","2013-10-22",1596
"1445","2013-10-23",1584
"1446","2013-10-24",1536
"1447","2013-10-25",1536
"1448","2013-10-28",1500
"1449","2013-10-29",1572
"1450","2013-10-30",1500
"1451","2013-10-31",1488
"1452","2013-11-01",1500
"1453","2013-11-04",1476
"1454","2013-11-05",1380
"1455","2013-11-06",1380
"1456","2013-11-07",1440
"1457","2013-11-08",1440
"1458","2013-11-11",1416
"1459","2013-11-12",1416
"1460","2013-11-13",1392
"1461","2013-11-14",1428
"1462","2013-11-15",1380
"1463","2013-11-18",1404
"1464","2013-11-19",1404
"1465","2013-11-20",1404
"1466","2013-11-21",1224
"1467","2013-11-22",1104
"1468","2013-11-25",960
"1469","2013-11-26",1068
"1470","2013-11-27",1404
"1471","2013-11-29",1716
"1472","2013-12-02",1716
"1473","2013-12-03",1608
"1474","2013-12-04",1572
"1475","2013-12-05",1644
"1476","2013-12-06",1740
"1477","2013-12-09",1680
"1478","2013-12-10",1584
"1479","2013-12-11",1512
"1480","2013-12-12",1512
"1481","2013-12-13",1728
"1482","2013-12-16",1728
"1483","2013-12-17",1668
"1484","2013-12-18",1692
"1485","2013-12-19",1704
"1486","2013-12-20",1656
"1487","2013-12-23",1608
"1488","2013-12-24",1692
"1489","2013-12-26",2268
"1490","2013-12-27",2520
"1491","2013-12-30",2436
"1492","2013-12-31",2412
"1493","2014-01-02",2388
"1494","2014-01-03",2268
"1495","2014-01-06",2268
"1496","2014-01-07",2304
"1497","2014-01-08",2136
"1498","2014-01-09",2100
"1499","2014-01-10",2004
"1500","2014-01-13",1848
"1501","2014-01-14",1944
"1502","2014-01-15",2148
"1503","2014-01-16",2112
"1504","2014-01-17",2004
"1505","2014-01-21",1980
"1506","2014-01-22",1992
"1507","2014-01-23",1956
"1508","2014-01-24",1848
"1509","2014-01-27",1908
"1510","2014-01-28",1848
"1511","2014-01-29",1884
"1512","2014-01-30",1728
"1513","2014-01-31",1776
"1514","2014-02-03",1704
"1515","2014-02-04",1824
"1516","2014-02-05",1716
"1517","2014-02-06",1680
"1518","2014-02-07",1584
"1519","2014-02-10",1572
"1520","2014-02-11",1656
"1521","2014-02-12",1584
"1522","2014-02-13",1596
"1523","2014-02-14",1620
"1524","2014-02-18",1644
"1525","2014-02-19",1896
"1526","2014-02-20",2268
"1527","2014-02-21",2016
"1528","2014-02-24",2040
"1529","2014-02-25",2052
"1530","2014-02-26",1968
"1531","2014-02-27",2028
"1532","2014-02-28",1992
"1533","2014-03-03",2004
"1534","2014-03-04",2088
"1535","2014-03-05",2112
"1536","2014-03-06",2160
"1537","2014-03-07",2184
"1538","2014-03-10",2124
"1539","2014-03-11",2040
"1540","2014-03-12",2016
"1541","2014-03-13",1908
"1542","2014-03-14",2028
"1543","2014-03-17",2064
"1544","2014-03-18",1980
"1545","2014-03-19",2148
"1546","2014-03-20",2160
"1547","2014-03-21",2172
"1548","2014-03-24",2100
"1549","2014-03-25",2040
"1550","2014-03-26",2028
"1551","2014-03-27",2376
"1552","2014-03-28",2280
"1553","2014-03-31",2124
"1554","2014-04-01",2136
"1555","2014-04-02",2064
"1556","2014-04-03",2088
"1557","2014-04-04",2076
"1558","2014-04-07",2052
"1559","2014-04-08",2052
"1560","2014-04-09",2052
"1561","2014-04-10",1956
"1562","2014-04-11",1920
"1563","2014-04-14",1776
"1564","2014-04-15",1740
"1565","2014-04-16",1884
"1566","2014-04-17",1932
"1567","2014-04-21",1800
"1568","2014-04-22",1740
"1569","2014-04-23",1788
"1570","2014-04-24",1740
"1571","2014-04-25",1752
"1572","2014-04-28",1884
"1573","2014-04-29",2076
"1574","2014-04-30",2016
"1575","2014-05-01",2088
"1576","2014-05-02",1896
"1577","2014-05-05",1836
"1578","2014-05-06",1800
"1579","2014-05-07",1776
"1580","2014-05-08",1740
"1581","2014-05-09",1740
"1582","2014-05-12",1836
"1583","2014-05-13",1836
"1584","2014-05-14",1800
"1585","2014-05-15",1740
"1586","2014-05-16",1620
"1587","2014-05-19",1644
"1588","2014-05-20",1728
"1589","2014-05-21",1656
"1590","2014-05-22",1656
"1591","2014-05-23",1620
"1592","2014-05-27",1620
"1593","2014-05-28",1536
"1594","2014-05-29",1548
"1595","2014-05-30",1560
"1596","2014-06-02",1644
"1597","2014-06-03",1680
"1598","2014-06-04",1656
"1599","2014-06-05",1668
"1600","2014-06-06",1680
"1601","2014-06-09",1632
"1602","2014-06-10",1716
"1603","2014-06-11",1776
"1604","2014-06-12",1644
"1605","2014-06-13",1704
"1606","2014-06-16",1656
"1607","2014-06-17",1776
"1608","2014-06-18",1680
"1609","2014-06-19",1644
"1610","2014-06-20",1596
"1611","2014-06-23",1656
"1612","2014-06-24",1644
"1613","2014-06-25",1596
"1614","2014-06-26",1608
"1615","2014-06-27",1584
"1616","2014-06-30",1644
"1617","2014-07-01",1620
"1618","2014-07-02",1824
"1619","2014-07-03",1992
"1620","2014-07-07",2004
"1621","2014-07-08",1884
"1622","2014-07-09",1812
"1623","2014-07-10",1800
"1624","2014-07-11",1848
"1625","2014-07-14",1860
"1626","2014-07-15",1860
"1627","2014-07-16",1800
"1628","2014-07-17",1812
"1629","2014-07-18",1860
"1630","2014-07-21",1824
"1631","2014-07-22",1800
"1632","2014-07-23",1776
"1633","2014-07-24",1788
"1634","2014-07-25",1800
"1635","2014-07-28",1764
"1636","2014-07-29",1776
"1637","2014-07-30",1764
"1638","2014-07-31",1680
"1639","2014-08-01",1704
"1640","2014-08-04",1764
"1641","2014-08-05",1764
"1642","2014-08-06",1716
"1643","2014-08-07",1776
"1644","2014-08-08",1752
"1645","2014-08-11",1704
"1646","2014-08-12",1752
"1647","2014-08-13",1680
"1648","2014-08-14",1656
"1649","2014-08-15",1716
"1650","2014-08-18",1800
"1651","2014-08-19",1728
"1652","2014-08-20",1800
"1653","2014-08-21",1692
"1654","2014-08-22",1704
"1655","2014-08-25",1704
"1656","2014-08-26",1692
"1657","2014-08-27",1680
"1658","2014-08-28",1716
"1659","2014-08-29",1764
"1660","2014-09-02",1788
"1661","2014-09-03",2016
"1662","2014-09-04",1956
"1663","2014-09-05",1836
"1664","2014-09-08",1824
"1665","2014-09-09",1872
"1666","2014-09-10",1824
"1667","2014-09-11",1764
"1668","2014-09-12",1764
"1669","2014-09-15",1740
"1670","2014-09-16",1920
"1671","2014-09-17",1980
"1672","2014-09-18",1944
"1673","2014-09-19",1920
"1674","2014-09-22",1908
"1675","2014-09-23",2016
"1676","2014-09-24",2196
"1677","2014-09-25",2052
"1678","2014-09-26",2148
"1679","2014-09-29",2124
"1680","2014-09-30",2088
"1681","2014-10-01",2016
"1682","2014-10-02",2112
"1683","2014-10-03",2052
"1684","2014-10-06",2016
"1685","2014-10-07",1896
"1686","2014-10-08",1956
"1687","2014-10-09",1812
"1688","2014-10-10",1716
"1689","2014-10-13",1716
"1690","2014-10-14",1668
"1691","2014-10-15",1704
"1692","2014-10-16",1752
"1693","2014-10-17",1764
"1694","2014-10-20",1776
"1695","2014-10-21",1836
"1696","2014-10-22",1740
"1697","2014-10-23",1632
"1698","2014-10-24",1632
"1699","2014-10-27",1656
"1700","2014-10-28",1752
"1701","2014-10-29",1764
"1702","2014-10-30",1608
"1703","2014-10-31",1704
"1704","2014-11-03",1668
"1705","2014-11-04",1620
"1706","2014-11-05",1644
"1707","2014-11-06",1704
"1708","2014-11-07",1680
"1709","2014-11-10",1680
"1710","2014-11-11",1680
"1711","2014-11-12",1572
"1712","2014-11-13",1596
"1713","2014-11-14",1632
"1714","2014-11-17",1716
"1715","2014-11-18",1680
"1716","2014-11-19",1680
"1717","2014-11-20",1572
"1718","2014-11-21",1560
"1719","2014-11-24",1584
"1720","2014-11-25",1620
"1721","2014-11-26",1560
"1722","2014-11-28",1380
"1723","2014-12-01",1464
"1724","2014-12-02",1488
"1725","2014-12-03",1488
"1726","2014-12-04",1488
"1727","2014-12-05",1464
"1728","2014-12-08",1404
"1729","2014-12-09",996
"1730","2014-12-10",1200
"1731","2014-12-11",1236
"1732","2014-12-12",1188
"1733","2014-12-15",1164
"1734","2014-12-16",1176
"1735","2014-12-17",1152
"1736","2014-12-18",1116
"1737","2014-12-19",1164
"1738","2014-12-22",1164
"1739","2014-12-23",1200
"1740","2014-12-24",1068
"1741","2014-12-26",1080
"1742","2014-12-29",1020
"1743","2014-12-30",1008
"1744","2014-12-31",996
"1745","2015-01-02",1080
"1746","2015-01-05",984
"1747","2015-01-06",852
"1748","2015-01-07",852
"1749","2015-01-08",924
"1750","2015-01-09",960
"1751","2015-01-12",912
"1752","2015-01-13",948
"1753","2015-01-14",900
"1754","2015-01-15",924
"1755","2015-01-16",984
"1756","2015-01-20",972
"1757","2015-01-21",1032
"1758","2015-01-22",1020
"1759","2015-01-23",936
"1760","2015-01-26",936
"1761","2015-01-27",936
"1762","2015-01-28",780
"1763","2015-01-29",792
"1764","2015-01-30",900
"1765","2015-02-02",996
"1766","2015-02-03",936
"1767","2015-02-04",948
"1768","2015-02-05",984
"1769","2015-02-06",876
"1770","2015-02-09",936
"1771","2015-02-10",912
"1772","2015-02-11",936
"1773","2015-02-12",924
"1774","2015-02-13",900
"1775","2015-02-17",924
"1776","2015-02-18",924
"1777","2015-02-19",936
"1778","2015-02-20",948
"1779","2015-02-23",936
"1780","2015-02-24",900
"1781","2015-02-25",876
"1782","2015-02-26",924
"1783","2015-02-27",972
"1784","2015-03-02",936
"1785","2015-03-03",972
"1786","2015-03-04",1032
"1787","2015-03-05",948
"1788","2015-03-06",1020
"1789","2015-03-09",960
"1790","2015-03-10",948
"1791","2015-03-11",948
"1792","2015-03-12",948
"1793","2015-03-13",1080
"1794","2015-03-16",984
"1795","2015-03-17",1068
"1796","2015-03-18",864
"1797","2015-03-19",852
"1798","2015-03-20",852
"1799","2015-03-23",924
"1800","2015-03-24",936
"1801","2015-03-25",948
"1802","2015-03-26",960
"1803","2015-03-27",912
"1804","2015-03-30",936
"1805","2015-03-31",960
"1806","2015-04-01",876
"1807","2015-04-02",888
"1808","2015-04-06",960
"1809","2015-04-07",984
"1810","2015-04-08",936
"1811","2015-04-09",936
"1812","2015-04-10",948
"1813","2015-04-13",900
"1814","2015-04-14",888
"1815","2015-04-15",912
"1816","2015-04-16",876
"1817","2015-04-17",864
"1818","2015-04-20",864
"1819","2015-04-21",912
"1820","2015-04-22",924
"1821","2015-04-23",924
"1822","2015-04-24",924
"1823","2015-04-27",888
"1824","2015-04-28",852
"1825","2015-04-29",840
"1826","2015-04-30",900
"1827","2015-05-01",840
"1828","2015-05-04",840
"1829","2015-05-05",840
"1830","2015-05-06",840
"1831","2015-05-07",864
"1832","2015-05-08",852
"1833","2015-05-11",840
"1834","2015-05-12",900
"1835","2015-05-13",888
"1836","2015-05-14",864
"1837","2015-05-15",852
"1838","2015-05-18",888
"1839","2015-05-19",840
"1840","2015-05-20",864
"1841","2015-05-21",840
"1842","2015-05-22",864
"1843","2015-05-26",840
"1844","2015-05-27",840
"1845","2015-05-28",840
"1846","2015-05-29",804
"1847","2015-06-01",804
"1848","2015-06-02",792
"1849","2015-06-03",780
"1850","2015-06-04",792
"1851","2015-06-05",780
"1852","2015-06-08",684
"1853","2015-06-09",696
"1854","2015-06-10",684
"1855","2015-06-11",696
"1856","2015-06-12",720
"1857","2015-06-15",696
"1858","2015-06-16",672
"1859","2015-06-17",672
"1860","2015-06-18",720
"1861","2015-06-19",732
"1862","2015-06-22",792
"1863","2015-06-23",732
"1864","2015-06-24",720
"1865","2015-06-25",708
"1866","2015-06-26",720
"1867","2015-06-29",660
"1868","2015-06-30",672
"1869","2015-07-01",816
"1870","2015-07-02",792
"1871","2015-07-06",720
"1872","2015-07-07",732
"1873","2015-07-08",732
"1874","2015-07-09",780
"1875","2015-07-10",756
"1876","2015-07-13",804
"1877","2015-07-14",960
"1878","2015-07-15",1284
"1879","2015-07-16",1560
"1880","2015-07-17",1620
"1881","2015-07-20",1476
"1882","2015-07-21",1128
"1883","2015-07-22",1272
"1884","2015-07-23",1248
"1885","2015-07-24",1200
"1886","2015-07-27",1140
"1887","2015-07-28",1116
"1888","2015-07-29",1032
"1889","2015-07-30",1068
"1890","2015-07-31",972
"1891","2015-08-03",948
"1892","2015-08-04",972
"1893","2015-08-05",948
"1894","2015-08-06",888
"1895","2015-08-07",912
"1896","2015-08-10",960
"1897","2015-08-11",960
"1898","2015-08-12",972
"1899","2015-08-13",972
"1900","2015-08-14",996
"1901","2015-08-17",900
"1902","2015-08-18",912
"1903","2015-08-19",912
"1904","2015-08-20",900
"1905","2015-08-21",864
"1906","2015-08-24",828
"1907","2015-08-25",900
"1908","2015-08-26",1020
"1909","2015-08-27",972
"1910","2015-08-28",996
"1911","2015-08-31",1008
"1912","2015-09-01",1008
"1913","2015-09-02",960
"1914","2015-09-03",960
"1915","2015-09-04",912
"1916","2015-09-08",936
"1917","2015-09-09",912
"1918","2015-09-10",924
"1919","2015-09-11",888
"1920","2015-09-14",936
"1921","2015-09-15",936
"1922","2015-09-16",924
"1923","2015-09-17",936
"1924","2015-09-18",936
"1925","2015-09-21",948
"1926","2015-09-22",876
"1927","2015-09-23",924
"1928","2015-09-24",912
"1929","2015-09-25",924
"1930","2015-09-28",888
"1931","2015-09-29",828
"1932","2015-09-30",900
"1933","2015-10-01",888
"1934","2015-10-02",876
"1935","2015-10-05",900
"1936","2015-10-06",852
"1937","2015-10-07",840
"1938","2015-10-08",840
"1939","2015-10-09",816
"1940","2015-10-12",840
"1941","2015-10-13",816
"1942","2015-10-14",840
"1943","2015-10-15",804
"1944","2015-10-16",816
"1945","2015-10-19",852
"1946","2015-10-20",864
"1947","2015-10-21",864
"1948","2015-10-22",852
"1949","2015-10-23",1044
"1950","2015-10-26",936
"1951","2015-10-27",996
"1952","2015-10-28",912
"1953","2015-10-29",900
"1954","2015-10-30",876
"1955","2015-11-02",876
"1956","2015-11-03",864
"1957","2015-11-04",840
"1958","2015-11-05",804
"1959","2015-11-06",816
"1960","2015-11-09",828
"1961","2015-11-10",804
"1962","2015-11-11",804
"1963","2015-11-12",792
"1964","2015-11-13",780
"1965","2015-11-16",756
"1966","2015-11-17",792
"1967","2015-11-18",780
"1968","2015-11-19",804
"1969","2015-11-20",804
"1970","2015-11-23",804
"1971","2015-11-24",804
"1972","2015-11-25",804
"1973","2015-11-27",804
"1974","2015-11-30",840
"1975","2015-12-01",828
"1976","2015-12-02",828
"1977","2015-12-03",804
"1978","2015-12-04",804
"1979","2015-12-07",804
"1980","2015-12-08",804
"1981","2015-12-09",804
"1982","2015-12-10",792
"1983","2015-12-11",792
"1984","2015-12-14",780
"1985","2015-12-15",804
"1986","2015-12-16",804
"1987","2015-12-17",792
"1988","2015-12-18",768
"1989","2015-12-21",768
"1990","2015-12-22",720
"1991","2015-12-23",816
"1992","2015-12-24",816
"1993","2015-12-28",780
"1994","2015-12-29",780
"1995","2015-12-30",804
"1996","2015-12-31",816
"1997","2016-01-04",780
"1998","2016-01-05",804
"1999","2016-01-06",804
"2000","2016-01-07",720
"2001","2016-01-08",693.599976
"2002","2016-01-11",624
"2003","2016-01-12",540
"2004","2016-01-13",552
"2005","2016-01-14",453.600006
"2006","2016-01-15",393.600006
"2007","2016-01-19",379.200012
"2008","2016-01-20",472.799988
"2009","2016-01-21",506.399994
"2010","2016-01-22",602.400024
"2011","2016-01-25",619.200012
"2012","2016-01-26",648
"2013","2016-01-27",1188
"2014","2016-01-28",1329.599976
"2015","2016-01-29",936
"2016","2016-02-01",1128
"2017","2016-02-02",1132.800049
"2018","2016-02-03",1036.800049
"2019","2016-02-04",828
"2020","2016-02-05",820.799988
"2021","2016-02-08",729.599976
"2022","2016-02-09",578.400024
"2023","2016-02-10",600
"2024","2016-02-11",597.599976
"2025","2016-02-12",669.599976
"2026","2016-02-16",669.599976
"2027","2016-02-17",645.599976
"2028","2016-02-18",655.200012
"2029","2016-02-19",655.200012
"2030","2016-02-22",684
"2031","2016-02-23",681.599976
"2032","2016-02-24",628.799988
"2033","2016-02-25",676.799988
"2034","2016-02-26",684
"2035","2016-02-29",684
"2036","2016-03-01",616.799988
"2037","2016-03-02",636
"2038","2016-03-03",609.599976
"2039","2016-03-04",652.799988
"2040","2016-03-07",741.599976
"2041","2016-03-08",628.799988
"2042","2016-03-09",664.799988
"2043","2016-03-10",928.799988
"2044","2016-03-11",837.599976
"2045","2016-03-14",837.599976
"2046","2016-03-15",840
"2047","2016-03-16",840
"2048","2016-03-17",840
"2049","2016-03-18",727.200012
"2050","2016-03-21",672
"2051","2016-03-22",604.799988
"2052","2016-03-23",604.799988
"2053","2016-03-24",636
"2054","2016-03-28",645.599976
"2055","2016-03-29",628.799988
"2056","2016-03-30",628.799988
"2057","2016-03-31",664.799988
"2058","2016-04-01",664.799988
"2059","2016-04-04",722.400024
"2060","2016-04-05",720
"2061","2016-04-06",720
"2062","2016-04-07",720
"2063","2016-04-08",657.599976
"2064","2016-04-11",657.599976
"2065","2016-04-12",624
"2066","2016-04-13",621.599976
"2067","2016-04-14",576
"2068","2016-04-15",576
"2069","2016-04-18",566.400024
"2070","2016-04-19",566.400024
"2071","2016-04-20",571.200012
"2072","2016-04-21",559.200012
"2073","2016-04-22",523.200012
"2074","2016-04-25",564
"2075","2016-04-26",597.599976
"2076","2016-04-27",552
"2077","2016-04-28",626.400024
"2078","2016-04-29",705.599976
"2079","2016-05-02",645.599976
