"","date","CCEP"
"1","2007-01-03",20.5
"2","2007-01-04",20.4
"3","2007-01-05",20.4
"4","2007-01-08",20.5
"5","2007-01-09",20.57
"6","2007-01-10",20.799999
"7","2007-01-11",21.129999
"8","2007-01-12",21.02
"9","2007-01-16",20.99
"10","2007-01-17",21.040001
"11","2007-01-18",20.799999
"12","2007-01-19",20.780001
"13","2007-01-22",20.879999
"14","2007-01-23",20.799999
"15","2007-01-24",20.85
"16","2007-01-25",20.93
"17","2007-01-26",20.709999
"18","2007-01-29",20.68
"19","2007-01-30",20.639999
"20","2007-01-31",20.52
"21","2007-02-01",20.559999
"22","2007-02-02",20.610001
"23","2007-02-05",20.52
"24","2007-02-06",20.469999
"25","2007-02-07",20.43
"26","2007-02-08",20.43
"27","2007-02-09",20.299999
"28","2007-02-12",20.530001
"29","2007-02-13",20.950001
"30","2007-02-14",21.030001
"31","2007-02-15",20.860001
"32","2007-02-16",20.709999
"33","2007-02-20",20.540001
"34","2007-02-21",20.629999
"35","2007-02-22",20.48
"36","2007-02-23",20.43
"37","2007-02-26",20.629999
"38","2007-02-27",20.24
"39","2007-02-28",20.08
"40","2007-03-01",20.02
"41","2007-03-02",20.059999
"42","2007-03-05",20.01
"43","2007-03-06",20.110001
"44","2007-03-07",20.07
"45","2007-03-08",20.190001
"46","2007-03-09",20.25
"47","2007-03-12",20.4
"48","2007-03-13",20.219999
"49","2007-03-14",20.15
"50","2007-03-15",20.370001
"51","2007-03-16",20.23
"52","2007-03-19",20.200001
"53","2007-03-20",20.299999
"54","2007-03-21",20.379999
"55","2007-03-22",20.43
"56","2007-03-23",20.43
"57","2007-03-26",20.360001
"58","2007-03-27",20.09
"59","2007-03-28",20.1
"60","2007-03-29",20.02
"61","2007-03-30",20.25
"62","2007-04-02",20.290001
"63","2007-04-03",20.469999
"64","2007-04-04",20.65
"65","2007-04-05",20.540001
"66","2007-04-09",20.459999
"67","2007-04-10",20.52
"68","2007-04-11",20.629999
"69","2007-04-12",20.68
"70","2007-04-13",20.77
"71","2007-04-16",21.110001
"72","2007-04-17",21.219999
"73","2007-04-18",21.15
"74","2007-04-19",21.280001
"75","2007-04-20",21.51
"76","2007-04-23",21.41
"77","2007-04-24",22.15
"78","2007-04-25",22.27
"79","2007-04-26",22.4
"80","2007-04-27",21.98
"81","2007-04-30",21.940001
"82","2007-05-01",22.040001
"83","2007-05-02",22.129999
"84","2007-05-03",22.389999
"85","2007-05-04",22.360001
"86","2007-05-07",22.469999
"87","2007-05-08",22.35
"88","2007-05-09",22.370001
"89","2007-05-10",22
"90","2007-05-11",21.92
"91","2007-05-14",22.129999
"92","2007-05-15",22.219999
"93","2007-05-16",22.5
"94","2007-05-17",22.860001
"95","2007-05-18",22.92
"96","2007-05-21",22.98
"97","2007-05-22",22.940001
"98","2007-05-23",22.83
"99","2007-05-24",22.9
"100","2007-05-25",22.969999
"101","2007-05-29",22.82
"102","2007-05-30",22.959999
"103","2007-05-31",23.35
"104","2007-06-01",23.25
"105","2007-06-04",23.049999
"106","2007-06-05",22.889999
"107","2007-06-06",22.799999
"108","2007-06-07",22.459999
"109","2007-06-08",22.719999
"110","2007-06-11",22.68
"111","2007-06-12",22.4
"112","2007-06-13",22.51
"113","2007-06-14",22.51
"114","2007-06-15",23.049999
"115","2007-06-18",23.049999
"116","2007-06-19",23.35
"117","2007-06-20",23.24
"118","2007-06-21",23.450001
"119","2007-06-22",23.129999
"120","2007-06-25",22.98
"121","2007-06-26",23.889999
"122","2007-06-27",23.77
"123","2007-06-28",24.09
"124","2007-06-29",24
"125","2007-07-02",24.190001
"126","2007-07-03",24.190001
"127","2007-07-05",24.07
"128","2007-07-06",24.01
"129","2007-07-09",23.950001
"130","2007-07-10",24.030001
"131","2007-07-11",24.030001
"132","2007-07-12",24.42
"133","2007-07-13",24.35
"134","2007-07-16",24.209999
"135","2007-07-17",23.73
"136","2007-07-18",23.73
"137","2007-07-19",23.889999
"138","2007-07-20",23.549999
"139","2007-07-23",23.73
"140","2007-07-24",23.639999
"141","2007-07-25",23.58
"142","2007-07-26",23.440001
"143","2007-07-27",22.75
"144","2007-07-30",22.790001
"145","2007-07-31",22.66
"146","2007-08-01",22.58
"147","2007-08-02",22.67
"148","2007-08-03",22.65
"149","2007-08-06",22.93
"150","2007-08-07",23.17
"151","2007-08-08",23.440001
"152","2007-08-09",23.43
"153","2007-08-10",23.68
"154","2007-08-13",23.98
"155","2007-08-14",23.65
"156","2007-08-15",23.41
"157","2007-08-16",23.33
"158","2007-08-17",24.01
"159","2007-08-20",24
"160","2007-08-21",23.969999
"161","2007-08-22",23.93
"162","2007-08-23",23.860001
"163","2007-08-24",24.25
"164","2007-08-27",24.23
"165","2007-08-28",23.75
"166","2007-08-29",23.860001
"167","2007-08-30",23.73
"168","2007-08-31",23.82
"169","2007-09-04",24.23
"170","2007-09-05",23.85
"171","2007-09-06",24
"172","2007-09-07",24.030001
"173","2007-09-10",23.83
"174","2007-09-11",23.969999
"175","2007-09-12",24.24
"176","2007-09-13",24.190001
"177","2007-09-14",24.200001
"178","2007-09-17",23.959999
"179","2007-09-18",24.59
"180","2007-09-19",24.5
"181","2007-09-20",24.280001
"182","2007-09-21",24.25
"183","2007-09-24",24.049999
"184","2007-09-25",24.09
"185","2007-09-26",24.280001
"186","2007-09-27",24.290001
"187","2007-09-28",24.219999
"188","2007-10-01",24.59
"189","2007-10-02",24.620001
"190","2007-10-03",23.969999
"191","2007-10-04",24.040001
"192","2007-10-05",24.23
"193","2007-10-08",24.629999
"194","2007-10-09",24.389999
"195","2007-10-10",24.4
"196","2007-10-11",24.15
"197","2007-10-12",24.290001
"198","2007-10-15",24.08
"199","2007-10-16",24.219999
"200","2007-10-17",24.25
"201","2007-10-18",24.290001
"202","2007-10-19",23.969999
"203","2007-10-22",24.02
"204","2007-10-23",24.52
"205","2007-10-24",25
"206","2007-10-25",25.27
"207","2007-10-26",25.299999
"208","2007-10-29",25.59
"209","2007-10-30",25.42
"210","2007-10-31",25.809999
"211","2007-11-01",25.280001
"212","2007-11-02",25.780001
"213","2007-11-05",25.879999
"214","2007-11-06",25.98
"215","2007-11-07",25.18
"216","2007-11-08",25.35
"217","2007-11-09",25.139999
"218","2007-11-12",24.950001
"219","2007-11-13",25.48
"220","2007-11-14",25.5
"221","2007-11-15",25.27
"222","2007-11-16",25.41
"223","2007-11-19",24.74
"224","2007-11-20",25.08
"225","2007-11-21",24.709999
"226","2007-11-23",24.809999
"227","2007-11-26",24.889999
"228","2007-11-27",25.73
"229","2007-11-28",26.02
"230","2007-11-29",25.959999
"231","2007-11-30",25.969999
"232","2007-12-03",25.719999
"233","2007-12-04",25.99
"234","2007-12-05",26.15
"235","2007-12-06",25.77
"236","2007-12-07",25.43
"237","2007-12-10",25.299999
"238","2007-12-11",24.58
"239","2007-12-12",25.959999
"240","2007-12-13",26.799999
"241","2007-12-14",26.5
"242","2007-12-17",26.889999
"243","2007-12-18",26.34
"244","2007-12-19",26.370001
"245","2007-12-20",26.35
"246","2007-12-21",26.389999
"247","2007-12-24",26.5
"248","2007-12-26",26.43
"249","2007-12-27",26.129999
"250","2007-12-28",26.32
"251","2007-12-31",26.030001
"252","2008-01-02",25.690001
"253","2008-01-03",25.959999
"254","2008-01-04",25.709999
"255","2008-01-07",26.08
"256","2008-01-08",26.030001
"257","2008-01-09",26.74
"258","2008-01-10",26.83
"259","2008-01-11",26.65
"260","2008-01-14",26.18
"261","2008-01-15",25.620001
"262","2008-01-16",25.34
"263","2008-01-17",24.92
"264","2008-01-18",24.41
"265","2008-01-22",23.610001
"266","2008-01-23",23.549999
"267","2008-01-24",23.65
"268","2008-01-25",23.6
"269","2008-01-28",24.389999
"270","2008-01-29",23.780001
"271","2008-01-30",23.16
"272","2008-01-31",23.049999
"273","2008-02-01",23.75
"274","2008-02-04",23.65
"275","2008-02-05",23.129999
"276","2008-02-06",23.18
"277","2008-02-07",23.450001
"278","2008-02-08",23.280001
"279","2008-02-11",23.49
"280","2008-02-12",24.280001
"281","2008-02-13",24.440001
"282","2008-02-14",24.24
"283","2008-02-15",24.469999
"284","2008-02-19",24.139999
"285","2008-02-20",23.780001
"286","2008-02-21",24.01
"287","2008-02-22",24.209999
"288","2008-02-25",24.620001
"289","2008-02-26",25.08
"290","2008-02-27",25.139999
"291","2008-02-28",24.91
"292","2008-02-29",24.43
"293","2008-03-03",24.540001
"294","2008-03-04",24.85
"295","2008-03-05",24.950001
"296","2008-03-06",24.35
"297","2008-03-07",24.17
"298","2008-03-10",24.43
"299","2008-03-11",24.67
"300","2008-03-12",24.629999
"301","2008-03-13",24.17
"302","2008-03-14",23.870001
"303","2008-03-17",23.9
"304","2008-03-18",24.27
"305","2008-03-19",24.389999
"306","2008-03-20",24.6
"307","2008-03-24",25.040001
"308","2008-03-25",24.9
"309","2008-03-26",24.719999
"310","2008-03-27",24.35
"311","2008-03-28",24.15
"312","2008-03-31",24.200001
"313","2008-04-01",24.709999
"314","2008-04-02",24.209999
"315","2008-04-03",24
"316","2008-04-04",24.34
"317","2008-04-07",24.49
"318","2008-04-08",24.139999
"319","2008-04-09",23.34
"320","2008-04-10",23.67
"321","2008-04-11",23.309999
"322","2008-04-14",23.709999
"323","2008-04-15",24.110001
"324","2008-04-16",24.07
"325","2008-04-17",23.99
"326","2008-04-18",23.92
"327","2008-04-21",24.030001
"328","2008-04-22",23.6
"329","2008-04-23",24.02
"330","2008-04-24",22.940001
"331","2008-04-25",22.790001
"332","2008-04-28",22.5
"333","2008-04-29",22.6
"334","2008-04-30",22.5
"335","2008-05-01",22.65
"336","2008-05-02",22.65
"337","2008-05-05",22.08
"338","2008-05-06",22.09
"339","2008-05-07",21.9
"340","2008-05-08",21.610001
"341","2008-05-09",21.49
"342","2008-05-12",21.32
"343","2008-05-13",21.34
"344","2008-05-14",21.57
"345","2008-05-15",21.459999
"346","2008-05-16",21.59
"347","2008-05-19",21.629999
"348","2008-05-20",21.49
"349","2008-05-21",21.24
"350","2008-05-22",21.450001
"351","2008-05-23",21.15
"352","2008-05-27",21.309999
"353","2008-05-28",20.200001
"354","2008-05-29",20
"355","2008-05-30",20.139999
"356","2008-06-02",19.799999
"357","2008-06-03",19.48
"358","2008-06-04",19.58
"359","2008-06-05",19.620001
"360","2008-06-06",19.49
"361","2008-06-09",19.209999
"362","2008-06-10",19.57
"363","2008-06-11",19.23
"364","2008-06-12",19.299999
"365","2008-06-13",19.33
"366","2008-06-16",18.559999
"367","2008-06-17",18.209999
"368","2008-06-18",18.24
"369","2008-06-19",18.280001
"370","2008-06-20",18.35
"371","2008-06-23",18.110001
"372","2008-06-24",17.559999
"373","2008-06-25",17.77
"374","2008-06-26",17.459999
"375","2008-06-27",17.120001
"376","2008-06-30",17.299999
"377","2008-07-01",17.01
"378","2008-07-02",17.120001
"379","2008-07-03",17.02
"380","2008-07-07",17.120001
"381","2008-07-08",17.040001
"382","2008-07-09",16.610001
"383","2008-07-10",16.620001
"384","2008-07-11",16.360001
"385","2008-07-14",16.42
"386","2008-07-15",16.549999
"387","2008-07-16",16.84
"388","2008-07-17",16.83
"389","2008-07-18",16.67
"390","2008-07-21",16.459999
"391","2008-07-22",17.08
"392","2008-07-23",17.360001
"393","2008-07-24",17.040001
"394","2008-07-25",16.9
"395","2008-07-28",16.74
"396","2008-07-29",16.870001
"397","2008-07-30",16.780001
"398","2008-07-31",16.93
"399","2008-08-01",16.99
"400","2008-08-04",17.15
"401","2008-08-05",17.41
"402","2008-08-06",17.459999
"403","2008-08-07",16.84
"404","2008-08-08",17.610001
"405","2008-08-11",17.92
"406","2008-08-12",17.809999
"407","2008-08-13",17.68
"408","2008-08-14",17.82
"409","2008-08-15",17.790001
"410","2008-08-18",17.639999
"411","2008-08-19",17.440001
"412","2008-08-20",17.26
"413","2008-08-21",16.940001
"414","2008-08-22",17.25
"415","2008-08-25",17.209999
"416","2008-08-26",16.82
"417","2008-08-27",17.01
"418","2008-08-28",17.25
"419","2008-08-29",17.07
"420","2008-09-02",17.68
"421","2008-09-03",17.280001
"422","2008-09-04",16.790001
"423","2008-09-05",16.950001
"424","2008-09-08",17.43
"425","2008-09-09",17.27
"426","2008-09-10",17.07
"427","2008-09-11",17.709999
"428","2008-09-12",18.08
"429","2008-09-15",18.5
"430","2008-09-16",17.77
"431","2008-09-17",17.299999
"432","2008-09-18",17.5
"433","2008-09-19",17.709999
"434","2008-09-22",17.17
"435","2008-09-23",17.110001
"436","2008-09-24",16.790001
"437","2008-09-25",17.209999
"438","2008-09-26",17.34
"439","2008-09-29",16.17
