"","date","ERF"
"1","2007-01-03",42.029999
"2","2007-01-04",40.389999
"3","2007-01-05",40.77
"4","2007-01-08",40.669998
"5","2007-01-09",39.900002
"6","2007-01-10",40.07
"7","2007-01-11",39.939999
"8","2007-01-12",41.07
"9","2007-01-16",40.77
"10","2007-01-17",41.73
"11","2007-01-18",41.330002
"12","2007-01-19",40.970001
"13","2007-01-22",41.439999
"14","2007-01-23",41.77
"15","2007-01-24",41.650002
"16","2007-01-25",41.380001
"17","2007-01-26",42.029999
"18","2007-01-29",42.169998
"19","2007-01-30",43.110001
"20","2007-01-31",43.869999
"21","2007-02-01",43.98
"22","2007-02-02",44.220001
"23","2007-02-05",44.330002
"24","2007-02-06",44.189999
"25","2007-02-07",43.34
"26","2007-02-08",43.900002
"27","2007-02-09",43.52
"28","2007-02-12",42.959999
"29","2007-02-13",43.049999
"30","2007-02-14",43.27
"31","2007-02-15",43.470001
"32","2007-02-16",43.75
"33","2007-02-20",43.169998
"34","2007-02-21",43.439999
"35","2007-02-22",43.459999
"36","2007-02-23",43.959999
"37","2007-02-26",44.130001
"38","2007-02-27",43.220001
"39","2007-02-28",43.310001
"40","2007-03-01",42.98
"41","2007-03-02",42.59
"42","2007-03-05",41.48
"43","2007-03-06",42
"44","2007-03-07",41.700001
"45","2007-03-08",41.549999
"46","2007-03-09",41.689999
"47","2007-03-12",41.419998
"48","2007-03-13",40.990002
"49","2007-03-14",40.759998
"50","2007-03-15",40.25
"51","2007-03-16",40.150002
"52","2007-03-19",41.349998
"53","2007-03-20",41.889999
"54","2007-03-21",42.669998
"55","2007-03-22",43.709999
"56","2007-03-23",42.720001
"57","2007-03-26",42.689999
"58","2007-03-27",42.790001
"59","2007-03-28",42.669998
"60","2007-03-29",42.599998
"61","2007-03-30",42.220001
"62","2007-04-02",42.43
"63","2007-04-03",42.380001
"64","2007-04-04",42.450001
"65","2007-04-05",42.349998
"66","2007-04-09",41.779999
"67","2007-04-10",41.830002
"68","2007-04-11",42.169998
"69","2007-04-12",42.560001
"70","2007-04-13",42.900002
"71","2007-04-16",43.029999
"72","2007-04-17",42.75
"73","2007-04-18",42.959999
"74","2007-04-19",42.959999
"75","2007-04-20",43.48
"76","2007-04-23",43.32
"77","2007-04-24",43.240002
"78","2007-04-25",43.369999
"79","2007-04-26",42.98
"80","2007-04-27",43.57
"81","2007-04-30",43.5
"82","2007-05-01",43.990002
"83","2007-05-02",44.439999
"84","2007-05-03",44.82
"85","2007-05-04",44.919998
"86","2007-05-07",45.369999
"87","2007-05-08",45.540001
"88","2007-05-09",46.18
"89","2007-05-10",45.16
"90","2007-05-11",45.150002
"91","2007-05-14",45.150002
"92","2007-05-15",45.779999
"93","2007-05-16",46.189999
"94","2007-05-17",47.009998
"95","2007-05-18",47.200001
"96","2007-05-21",47.939999
"97","2007-05-22",48.080002
"98","2007-05-23",48.77
"99","2007-05-24",47.959999
"100","2007-05-25",47.759998
"101","2007-05-29",47.849998
"102","2007-05-30",48.450001
"103","2007-05-31",48.84
"104","2007-06-01",49.91
"105","2007-06-04",50.400002
"106","2007-06-05",50.23
"107","2007-06-06",49.07
"108","2007-06-07",48.150002
"109","2007-06-08",48.080002
"110","2007-06-11",48.490002
"111","2007-06-12",47.360001
"112","2007-06-13",47.16
"113","2007-06-14",47.060001
"114","2007-06-15",47.32
"115","2007-06-18",47.279999
"116","2007-06-19",47.5
"117","2007-06-20",47
"118","2007-06-21",47.419998
"119","2007-06-22",47.209999
"120","2007-06-25",46.540001
"121","2007-06-26",45.689999
"122","2007-06-27",46.369999
"123","2007-06-28",46.77
"124","2007-06-29",47.080002
"125","2007-07-02",47.66
"126","2007-07-03",47.84
"127","2007-07-05",48.549999
"128","2007-07-06",47.52
"129","2007-07-09",47.799999
"130","2007-07-10",47.360001
"131","2007-07-11",47.049999
"132","2007-07-12",47.080002
"133","2007-07-13",46.869999
"134","2007-07-16",46.490002
"135","2007-07-17",46.73
"136","2007-07-18",48.25
"137","2007-07-19",47.419998
"138","2007-07-20",47.290001
"139","2007-07-23",46.540001
"140","2007-07-24",44.560001
"141","2007-07-25",45.939999
"142","2007-07-26",45.169998
"143","2007-07-27",44.84
"144","2007-07-30",43.41
"145","2007-07-31",43.830002
"146","2007-08-01",44.369999
"147","2007-08-02",43.950001
"148","2007-08-03",43.43
"149","2007-08-06",42.689999
"150","2007-08-07",42.259998
"151","2007-08-08",43.049999
"152","2007-08-09",42.360001
"153","2007-08-10",43.310001
"154","2007-08-13",43.049999
"155","2007-08-14",41.709999
"156","2007-08-15",41.389999
"157","2007-08-16",40.439999
