"","date","KRNT"
"118","2015-09-18",12.84
"119","2015-09-21",13.12
"120","2015-09-22",12.535
"121","2015-09-23",12.81
"122","2015-09-24",12.6
"123","2015-09-25",12.5
"124","2015-09-28",12.97
"125","2015-09-29",12.75
"126","2015-09-30",12.51
"127","2015-10-01",12.78
"128","2015-10-02",12.46
"129","2015-10-05",12.88
"130","2015-10-06",12.88
"131","2015-10-07",12.9
"132","2015-10-08",12.79
"133","2015-10-09",12.9
"134","2015-10-12",12.96
"135","2015-10-13",12.53
"136","2015-10-14",12.53
"137","2015-10-15",12.6
"138","2015-10-16",13
"139","2015-10-19",13
"140","2015-10-20",13.3
"141","2015-10-21",12.875
"142","2015-10-22",13.1
"143","2015-10-23",12.96
"144","2015-10-26",12.43
"145","2015-10-27",11.87
"146","2015-10-28",11.855
"147","2015-10-29",11.76
"148","2015-10-30",11.89
"149","2015-11-02",12.005
"150","2015-11-03",12.24
"151","2015-11-04",12.3
"152","2015-11-05",12.2
"153","2015-11-06",11.66
"154","2015-11-09",11.96
"155","2015-11-10",12
"156","2015-11-11",12.45
"157","2015-11-12",12.21
"158","2015-11-13",12.39
"159","2015-11-16",12.4
"160","2015-11-17",12.12
"161","2015-11-18",12.23
"162","2015-11-19",12.1
"163","2015-11-20",11.79
"164","2015-11-23",11.45
"165","2015-11-24",11.05
"166","2015-11-25",11.31
"167","2015-11-27",11.3
"168","2015-11-30",11.85
"169","2015-12-01",11.94
"170","2015-12-02",11.76
"171","2015-12-03",11.44
"172","2015-12-04",11.25
"173","2015-12-07",11.46
"174","2015-12-08",11.27
"175","2015-12-09",11.25
"176","2015-12-10",11.41
"177","2015-12-11",11.48
"178","2015-12-14",11.25
"179","2015-12-15",11.07
"180","2015-12-16",11.38
"181","2015-12-17",11.42
"182","2015-12-18",11.14
"183","2015-12-21",10.91
"184","2015-12-22",10.55
"185","2015-12-23",10.38
"186","2015-12-24",10.4
"187","2015-12-28",10.53
"188","2015-12-29",11.35
"189","2015-12-30",11.26
"190","2015-12-31",10.8
"191","2016-01-04",10.41
"192","2016-01-05",10.34
"193","2016-01-06",10.16
"194","2016-01-07",9.9
"195","2016-01-08",9.93
"196","2016-01-11",10.46
"197","2016-01-12",11.5
"198","2016-01-13",11.21
"199","2016-01-14",11.76
"200","2016-01-15",11.6
"201","2016-01-19",10.49
"202","2016-01-20",10.51
"203","2016-01-21",10.45
"204","2016-01-22",11.27
"205","2016-01-25",11.37
"206","2016-01-26",10.92
"207","2016-01-27",11.19
"208","2016-01-28",10.8
"209","2016-01-29",11.46
"210","2016-02-01",11.6
"211","2016-02-02",11.01
"212","2016-02-03",11.21
"213","2016-02-04",11.95
"214","2016-02-05",11.9
"215","2016-02-08",11.12
"216","2016-02-09",11.18
"217","2016-02-10",11.06
"218","2016-02-11",11.27
"219","2016-02-12",10.94
"220","2016-02-16",10.91
"221","2016-02-17",11.03
"222","2016-02-18",11.06
"223","2016-02-19",11.08
"224","2016-02-22",11.45
"225","2016-02-23",11.69
"226","2016-02-24",11.41
"227","2016-02-25",11.6
"228","2016-02-26",11.6
"229","2016-02-29",11.6
"230","2016-03-01",11.49
"231","2016-03-02",11.15
"232","2016-03-03",11.45
"233","2016-03-04",11.46
"234","2016-03-07",10.98
"235","2016-03-08",10.15
"236","2016-03-09",10.4
"237","2016-03-10",10.3
"238","2016-03-11",10.46
"239","2016-03-14",10.3
"240","2016-03-15",10.45
"241","2016-03-16",10.24
"242","2016-03-17",10.38
"243","2016-03-18",10.5
"244","2016-03-21",10.79
"245","2016-03-22",10.56
"246","2016-03-23",10.3
"247","2016-03-24",10.07
"248","2016-03-28",10.1
"249","2016-03-29",10.2
"250","2016-03-30",9.88
"251","2016-03-31",9.95
"252","2016-04-01",9.69
"253","2016-04-04",10.18
"254","2016-04-05",9.99
"255","2016-04-06",10.1
"256","2016-04-07",9.65
"257","2016-04-08",9.98
"258","2016-04-11",9.53
"259","2016-04-12",9.93
"260","2016-04-13",10.31
"261","2016-04-14",10
"262","2016-04-15",10.17
"263","2016-04-18",10.36
"264","2016-04-19",10.35
"265","2016-04-20",10.69
"266","2016-04-21",10.8
"267","2016-04-22",10.85
"268","2016-04-25",10.85
"269","2016-04-26",10.59
"270","2016-04-27",10.71
"271","2016-04-28",10.79
"272","2016-04-29",10.13
"273","2016-05-02",9.95
"274","2016-05-03",9.38
"275","2016-05-04",9.6
"276","2016-05-05",9.84
"277","2016-05-06",9.56
"278","2016-05-09",9.09
"279","2016-05-10",9
"280","2016-05-11",9
"281","2016-05-12",8.99
"282","2016-05-13",9.04
"283","2016-05-16",9.56
"284","2016-05-17",9.1
"285","2016-05-18",9.1
"286","2016-05-19",9.04
"287","2016-05-20",9.02
"288","2016-05-23",9.01
"289","2016-05-24",9.55
"290","2016-05-25",9.97
"291","2016-05-26",9.99
"292","2016-05-27",10.15
"293","2016-05-31",9.84
"294","2016-06-01",9.88
"295","2016-06-02",10.13
"296","2016-06-03",9.85
"297","2016-06-06",9.91
"298","2016-06-07",10.1
"299","2016-06-08",10.19
"300","2016-06-09",10.08
"301","2016-06-10",10.03
"302","2016-06-13",9.51
"303","2016-06-14",9.54
"304","2016-06-15",9.48
"305","2016-06-16",9.92
"306","2016-06-17",9.9
"307","2016-06-20",9.77
"308","2016-06-21",9.78
"309","2016-06-22",9.86
"310","2016-06-23",9.97
"311","2016-06-24",9.46
"312","2016-06-27",8.83
"313","2016-06-28",9.23
"314","2016-06-29",9.36
"315","2016-06-30",9.76
"316","2016-07-01",10.05
"317","2016-07-05",10.08
"318","2016-07-06",10.03
"319","2016-07-07",10.06
"320","2016-07-08",10.17
"321","2016-07-11",10.11
"322","2016-07-12",10.13
"323","2016-07-13",10.12
"324","2016-07-14",10.115
"325","2016-07-15",10.07
"326","2016-07-18",10.01
"327","2016-07-19",9.99
"328","2016-07-20",10.07
"329","2016-07-21",10.03
"330","2016-07-22",10.02
"331","2016-07-25",10.11
"332","2016-07-26",10.1
"333","2016-07-27",10.12
"334","2016-07-28",10.13
"335","2016-07-29",10.1
"336","2016-08-01",10.02
"337","2016-08-02",10.09
"338","2016-08-03",10.13
"339","2016-08-04",10.05
"340","2016-08-05",10.07
"341","2016-08-08",10.01
"342","2016-08-09",10
"343","2016-08-10",9.75
"344","2016-08-11",9.915
"345","2016-08-12",9.92
"346","2016-08-15",10.11
"347","2016-08-16",10.45
"348","2016-08-17",10.56
"349","2016-08-18",11.345
"350","2016-08-19",11.31
"351","2016-08-22",10.8
"352","2016-08-23",10.73
"353","2016-08-24",10.71
"354","2016-08-25",10.7
"355","2016-08-26",11.01
"356","2016-08-29",11.04
"357","2016-08-30",11.39
"358","2016-08-31",11.28
"359","2016-09-01",11.25
"360","2016-09-02",10.9
"361","2016-09-06",10.58
"362","2016-09-07",10.65
"363","2016-09-08",10.42
"364","2016-09-09",9.89
"365","2016-09-12",9.39
"366","2016-09-13",9.51
"367","2016-09-14",9.5
"368","2016-09-15",9.1
"369","2016-09-16",9.25
"370","2016-09-19",9.45
"371","2016-09-20",8.96
"372","2016-09-21",9.28
"373","2016-09-22",9
"374","2016-09-23",9.11
"375","2016-09-26",9.54
"376","2016-09-27",9.74
"377","2016-09-28",9.49
"378","2016-09-29",9.36
"379","2016-09-30",9.38
"380","2016-10-03",9.42
"381","2016-10-04",9.57
"382","2016-10-05",9.56
"383","2016-10-06",9.57
"384","2016-10-07",9.96
"385","2016-10-10",10.08
"386","2016-10-11",10.02
"387","2016-10-12",10.14
"388","2016-10-13",10.09
"389","2016-10-14",10.4
"390","2016-10-17",10.15
"391","2016-10-18",10.3
"392","2016-10-19",10.2
"393","2016-10-20",10.2
"394","2016-10-21",10.2
"395","2016-10-24",10.1
"396","2016-10-25",10.25
"397","2016-10-26",10.35
"398","2016-10-27",10.45
"399","2016-10-28",10.55
"400","2016-10-31",10.3
"401","2016-11-01",10.1
"402","2016-11-02",10
"403","2016-11-03",10
"404","2016-11-04",10.05
"405","2016-11-07",10.05
"406","2016-11-08",10
"407","2016-11-09",9.95
"408","2016-11-10",11.4
"409","2016-11-11",11.9
"410","2016-11-14",11.2
"411","2016-11-15",11.4
"412","2016-11-16",11.5
"413","2016-11-17",11.4
"414","2016-11-18",11.15
"415","2016-11-21",11.2
"416","2016-11-22",11.5
"417","2016-11-23",11.7
"418","2016-11-25",11.55
"419","2016-11-28",11.45
"420","2016-11-29",11.25
"421","2016-11-30",11.4
"422","2016-12-01",11.35
"423","2016-12-02",11.75
"424","2016-12-05",12
"425","2016-12-06",13.4
"426","2016-12-07",13.3
"427","2016-12-08",13.85
"428","2016-12-09",14.15
"429","2016-12-12",14.15
"430","2016-12-13",14.1
"431","2016-12-14",13.95
"432","2016-12-15",14.15
"433","2016-12-16",14.05
"434","2016-12-19",13.85
"435","2016-12-20",14.25
"436","2016-12-21",14.35
"437","2016-12-22",14.15
"438","2016-12-23",13.65
"439","2016-12-27",13.4
"440","2016-12-28",13.05
"441","2016-12-29",12.9
"442","2016-12-30",12.65
"443","2017-01-03",13.25
"444","2017-01-04",12.9
"445","2017-01-05",12.5
"446","2017-01-06",12.65
"447","2017-01-09",13.35
"448","2017-01-10",13.95
"449","2017-01-11",16.799999
"450","2017-01-12",16.950001
"451","2017-01-13",17.700001
"452","2017-01-17",16.799999
"453","2017-01-18",16.4
"454","2017-01-19",17
"455","2017-01-20",17.75
"456","2017-01-23",16.5
"457","2017-01-24",16.450001
"458","2017-01-25",17.35
"459","2017-01-26",16.950001
"460","2017-01-27",16.549999
"461","2017-01-30",16.65
"462","2017-01-31",16.6
"463","2017-02-01",17.049999
"464","2017-02-02",16.700001
"465","2017-02-03",17.200001
"466","2017-02-06",18
"467","2017-02-07",16.950001
"468","2017-02-08",16.85
"469","2017-02-09",16.65
"470","2017-02-10",16.549999
"471","2017-02-13",16.450001
"472","2017-02-14",17.5
"473","2017-02-15",17.15
"474","2017-02-16",17.049999
"475","2017-02-17",17.950001
"476","2017-02-21",17.35
"477","2017-02-22",17.6
"478","2017-02-23",17.1
"479","2017-02-24",16.75
"480","2017-02-27",16.75
"481","2017-02-28",16.200001
"482","2017-03-01",16.1
"483","2017-03-02",15.3
"484","2017-03-03",15.7
"485","2017-03-06",15.55
"486","2017-03-07",15.15
"487","2017-03-08",14.7
"488","2017-03-09",14.7
"489","2017-03-10",14.8
"490","2017-03-13",15.25
"491","2017-03-14",15.15
"492","2017-03-15",16.450001
"493","2017-03-16",16.5
"494","2017-03-17",16.9
"495","2017-03-20",16.700001
"496","2017-03-21",16.9
"497","2017-03-22",17
"498","2017-03-23",17.950001
"499","2017-03-24",18
"500","2017-03-27",17.799999
"501","2017-03-28",18
"502","2017-03-29",18.75
"503","2017-03-30",19.049999
"504","2017-03-31",19.1
"505","2017-04-03",18.299999
"506","2017-04-04",18.35
"507","2017-04-05",18.6
"508","2017-04-06",19
"509","2017-04-07",19.25
"510","2017-04-10",19
"511","2017-04-11",18.700001
"512","2017-04-12",18.549999
"513","2017-04-13",18.65
"514","2017-04-17",19.799999
"515","2017-04-18",19.75
"516","2017-04-19",19.799999
"517","2017-04-20",19.950001
"518","2017-04-21",20.1
"519","2017-04-24",19.950001
"520","2017-04-25",20.299999
"521","2017-04-26",20.450001
"522","2017-04-27",21.25
"523","2017-04-28",20.1
"524","2017-05-01",19.5
"525","2017-05-02",20.1
"526","2017-05-03",21
"527","2017-05-04",21.15
"528","2017-05-05",21
"529","2017-05-08",22.4
"530","2017-05-09",21.4
"531","2017-05-10",20.450001
"532","2017-05-11",21.15
"533","2017-05-12",22
"534","2017-05-15",22.15
"535","2017-05-16",20.35
"536","2017-05-17",17.85
"537","2017-05-18",18.1
"538","2017-05-19",18.549999
"539","2017-05-22",18.85
"540","2017-05-23",18.799999
"541","2017-05-24",17.9
"542","2017-05-25",17.75
"543","2017-05-26",17.549999
"544","2017-05-30",17.049999
"545","2017-05-31",16.75
"546","2017-06-01",16.65
"547","2017-06-02",17.75
"548","2017-06-05",17.6
"549","2017-06-06",18.4
"550","2017-06-07",19.65
"551","2017-06-08",19.65
"552","2017-06-09",19.1
"553","2017-06-12",19.049999
"554","2017-06-13",18.75
"555","2017-06-14",18.200001
"556","2017-06-15",18.799999
"557","2017-06-16",19.15
"558","2017-06-19",19.65
"559","2017-06-20",19.65
"560","2017-06-21",19.35
"561","2017-06-22",19.299999
"562","2017-06-23",19.549999
"563","2017-06-26",19.5
"564","2017-06-27",19.450001
"565","2017-06-28",19.85
"566","2017-06-29",19.549999
"567","2017-06-30",19.35
"568","2017-07-03",19.1
"569","2017-07-05",19.549999
"570","2017-07-06",19.25
"571","2017-07-07",19.75
"572","2017-07-10",20.049999
"573","2017-07-11",19.700001
"574","2017-07-12",20.75
"575","2017-07-13",20.950001
"576","2017-07-14",21.25
"577","2017-07-17",21.549999
"578","2017-07-18",21.6
"579","2017-07-19",21.65
"580","2017-07-20",21.450001
"581","2017-07-21",21.200001
"582","2017-07-24",21.5
"583","2017-07-25",21.35
"584","2017-07-26",20.75
"585","2017-07-27",20.6
"586","2017-07-28",20.75
"587","2017-07-31",20.700001
"588","2017-08-01",20.65
"589","2017-08-02",20.5
"590","2017-08-03",20
"591","2017-08-04",19.700001
"592","2017-08-07",18.799999
"593","2017-08-08",18.65
"594","2017-08-09",18.049999
"595","2017-08-10",16.9
"596","2017-08-11",16.85
"597","2017-08-14",17.4
"598","2017-08-15",16.85
"599","2017-08-16",15.7
"600","2017-08-17",15.4
"601","2017-08-18",14.9
"602","2017-08-21",15
"603","2017-08-22",15.85
"604","2017-08-23",16.15
"605","2017-08-24",15.35
"606","2017-08-25",15.75
"607","2017-08-28",16.35
"608","2017-08-29",16.75
"609","2017-08-30",16.6
"610","2017-08-31",17
"611","2017-09-01",16.6
"612","2017-09-05",16.5
"613","2017-09-06",16.65
"614","2017-09-07",16.75
"615","2017-09-08",16.5
"616","2017-09-11",16.799999
"617","2017-09-12",17.15
"618","2017-09-13",17.15
"619","2017-09-14",17.950001
"620","2017-09-15",18.15
"621","2017-09-18",18.25
"622","2017-09-19",18.950001
"623","2017-09-20",18.5
"624","2017-09-21",18
"625","2017-09-22",17.450001
"626","2017-09-25",17.299999
"627","2017-09-26",17.15
"628","2017-09-27",14.65
"629","2017-09-28",15.05
"630","2017-09-29",15.3
"631","2017-10-02",15.7
"632","2017-10-03",15.4
"633","2017-10-04",15.8
"634","2017-10-05",15.45
"635","2017-10-06",14.9
"636","2017-10-09",15
"637","2017-10-10",15
"638","2017-10-11",15.1
"639","2017-10-12",15.25
"640","2017-10-13",15.1
"641","2017-10-16",15.15
"642","2017-10-17",15.1
"643","2017-10-18",15.35
"644","2017-10-19",15.45
"645","2017-10-20",15.35
"646","2017-10-23",15.225
"647","2017-10-24",15.2
"648","2017-10-25",15.25
"649","2017-10-26",15.35
"650","2017-10-27",15.1
"651","2017-10-30",15.25
"652","2017-10-31",15.55
"653","2017-11-01",15.55
"654","2017-11-02",15.55
"655","2017-11-03",15.65
"656","2017-11-06",15.4
"657","2017-11-07",15.15
"658","2017-11-08",16.25
"659","2017-11-09",15.8
"660","2017-11-10",15.7
"661","2017-11-13",15
"662","2017-11-14",15.6
"663","2017-11-15",15.55
"664","2017-11-16",16.85
"665","2017-11-17",16.799999
"666","2017-11-20",16.4
"667","2017-11-21",15.85
"668","2017-11-22",16
"669","2017-11-24",15.8
"670","2017-11-27",15.5
"671","2017-11-28",16.049999
"672","2017-11-29",16.549999
"673","2017-11-30",17.799999
"674","2017-12-01",17.299999
"675","2017-12-04",16.75
"676","2017-12-05",16.4
"677","2017-12-06",16.15
"678","2017-12-07",16
"679","2017-12-08",15.95
"680","2017-12-11",15.75
"681","2017-12-12",15.7
"682","2017-12-13",15.75
"683","2017-12-14",16.049999
"684","2017-12-15",15.75
"685","2017-12-18",15.45
"686","2017-12-19",15.45
"687","2017-12-20",16.25
"688","2017-12-21",16.1
"689","2017-12-22",16.5
"690","2017-12-26",16.1
"691","2017-12-27",16.4
"692","2017-12-28",16.15
"693","2017-12-29",16.15
"694","2018-01-02",16.200001
"695","2018-01-03",15.85
"696","2018-01-04",15.7
"697","2018-01-05",15.55
"698","2018-01-08",15.2
"699","2018-01-09",15.15
"700","2018-01-10",15.1
"701","2018-01-11",15.075
"702","2018-01-12",15.7
"703","2018-01-16",15.85
"704","2018-01-17",15.05
"705","2018-01-18",15.05
"706","2018-01-19",15.05
"707","2018-01-22",15.1
"708","2018-01-23",15.8
"709","2018-01-24",15.75
"710","2018-01-25",16.1
"711","2018-01-26",16.1
"712","2018-01-29",15.4
"713","2018-01-30",15.1
"714","2018-01-31",14.95
"715","2018-02-01",14.6
"716","2018-02-02",13.8
"717","2018-02-05",13.5
"718","2018-02-06",13.8
"719","2018-02-07",13.75
"720","2018-02-08",13.35
"721","2018-02-09",13.5
"722","2018-02-12",13.95
"723","2018-02-13",13.8
"724","2018-02-14",13.625
"725","2018-02-15",13.4
"726","2018-02-16",13.15
"727","2018-02-20",13
"728","2018-02-21",13.45
"729","2018-02-22",13.5
"730","2018-02-23",13.6
"731","2018-02-26",13.55
"732","2018-02-27",13
"733","2018-02-28",12.8
"734","2018-03-01",12.8
"735","2018-03-02",13.2
"736","2018-03-05",13.2
"737","2018-03-06",13.55
"738","2018-03-07",14.2
"739","2018-03-08",13.8
"740","2018-03-09",14.15
"741","2018-03-12",13.8
"742","2018-03-13",13.8
"743","2018-03-14",13.8
"744","2018-03-15",13.7
"745","2018-03-16",13.65
"746","2018-03-19",13.6
"747","2018-03-20",13.75
"748","2018-03-21",13.6
"749","2018-03-22",13
"750","2018-03-23",12.65
"751","2018-03-26",13.45
"752","2018-03-27",12.55
"753","2018-03-28",12.85
"754","2018-03-29",12.9
"755","2018-04-02",12.95
"756","2018-04-03",13.45
"757","2018-04-04",13.55
"758","2018-04-05",13.5
"759","2018-04-06",13.1
"760","2018-04-09",13.1
"761","2018-04-10",13.3
"762","2018-04-11",13.4
"763","2018-04-12",13.65
"764","2018-04-13",13.7
"765","2018-04-16",14.45
"766","2018-04-17",14.8
"767","2018-04-18",14.6
"768","2018-04-19",14.9
"769","2018-04-20",14.95
"770","2018-04-23",14.85
"771","2018-04-24",14.4
"772","2018-04-25",14.45
"773","2018-04-26",14.6
"774","2018-04-27",14.65
"775","2018-04-30",14.55
"776","2018-05-01",14.85
"777","2018-05-02",15.2
"778","2018-05-03",14.85
"779","2018-05-04",15.05
"780","2018-05-07",13.8
"781","2018-05-08",14
"782","2018-05-09",15.5
"783","2018-05-10",16.15
"784","2018-05-11",15.5
"785","2018-05-14",16.1
"786","2018-05-15",16.549999
"787","2018-05-16",16.6
"788","2018-05-17",16.65
"789","2018-05-18",16.549999
"790","2018-05-21",16.15
"791","2018-05-22",16.049999
"792","2018-05-23",15.7
"793","2018-05-24",16.450001
"794","2018-05-25",16.700001
"795","2018-05-29",17.299999
"796","2018-05-30",17.5
"797","2018-05-31",17.15
"798","2018-06-01",17.450001
"799","2018-06-04",17
"800","2018-06-05",17.25
"801","2018-06-06",16.700001
"802","2018-06-07",16.799999
"803","2018-06-08",17.25
"804","2018-06-11",17.6
"805","2018-06-12",18
"806","2018-06-13",17.6
"807","2018-06-14",18
"808","2018-06-15",17.65
"809","2018-06-18",17.4
"810","2018-06-19",17.15
"811","2018-06-20",18.1
"812","2018-06-21",18.4
"813","2018-06-22",18.049999
"814","2018-06-25",17.9
"815","2018-06-26",17.75
"816","2018-06-27",17.35
"817","2018-06-28",17.75
"818","2018-06-29",17.799999
"819","2018-07-02",17.799999
"820","2018-07-03",17.25
"821","2018-07-05",17.6
"822","2018-07-06",18
"823","2018-07-09",18
"824","2018-07-10",17.950001
"825","2018-07-11",18.65
"826","2018-07-12",19.4
"827","2018-07-13",19.6
"828","2018-07-16",19.6
"829","2018-07-17",19.65
"830","2018-07-18",19.1
"831","2018-07-19",19.5
"832","2018-07-20",19.049999
"833","2018-07-23",19.049999
"834","2018-07-24",18.85
"835","2018-07-25",18.799999
"836","2018-07-26",18.950001
"837","2018-07-27",18.549999
"838","2018-07-30",18.1
"839","2018-07-31",18.200001
"840","2018-08-01",18.15
"841","2018-08-02",18.549999
"842","2018-08-03",18.799999
"843","2018-08-06",19.200001
"844","2018-08-07",18.85
"845","2018-08-08",18.799999
"846","2018-08-09",19
"847","2018-08-10",18.9
"848","2018-08-13",18.700001
"849","2018-08-14",18.700001
"850","2018-08-15",18.450001
"851","2018-08-16",18.549999
"852","2018-08-17",18.6
"853","2018-08-20",18.549999
"854","2018-08-21",18.75
"855","2018-08-22",18.65
"856","2018-08-23",18.549999
"857","2018-08-24",18.6
"858","2018-08-27",18.700001
"859","2018-08-28",20.25
"860","2018-08-29",20.9
"861","2018-08-30",20.6
"862","2018-08-31",20.950001
"863","2018-09-04",21.049999
"864","2018-09-05",21.4
"865","2018-09-06",21.799999
"866","2018-09-07",22
"867","2018-09-10",21.85
"868","2018-09-11",22.1
"869","2018-09-12",22.15
"870","2018-09-13",20.299999
"871","2018-09-14",20.35
"872","2018-09-17",20.5
"873","2018-09-18",20.299999
"874","2018-09-19",20.049999
"875","2018-09-20",20.049999
"876","2018-09-21",21.450001
"877","2018-09-24",22
"878","2018-09-25",21.5
"879","2018-09-26",21.5
"880","2018-09-27",21.700001
"881","2018-09-28",21.9
"882","2018-10-01",21.219999
"883","2018-10-02",21.059999
"884","2018-10-03",20.629999
"885","2018-10-04",20.799999
"886","2018-10-05",20.49
"887","2018-10-08",19.66
"888","2018-10-09",19.280001
"889","2018-10-10",18.870001
"890","2018-10-11",18.51
"891","2018-10-12",19.32
"892","2018-10-15",19.299999
"893","2018-10-16",19.950001
"894","2018-10-17",19.92
"895","2018-10-18",19.18
"896","2018-10-19",18.629999
"897","2018-10-22",18.290001
"898","2018-10-23",18.1
"899","2018-10-24",17.709999
"900","2018-10-25",18.110001
"901","2018-10-26",17.889999
"902","2018-10-29",17.639999
"903","2018-10-30",18.110001
"904","2018-10-31",18.459999
"905","2018-11-01",18.790001
"906","2018-11-02",18.91
"907","2018-11-05",19.57
"908","2018-11-06",20.25
"909","2018-11-07",21.42
"910","2018-11-08",20.43
"911","2018-11-09",20.059999
"912","2018-11-12",19.120001
"913","2018-11-13",21.4
"914","2018-11-14",22.4
"915","2018-11-15",23.25
"916","2018-11-16",22.370001
"917","2018-11-19",21.76
"918","2018-11-20",20.58
"919","2018-11-21",22.24
"920","2018-11-23",21.35
"921","2018-11-26",20.790001
"922","2018-11-27",21.299999
"923","2018-11-28",21.98
"924","2018-11-29",21.85
"925","2018-11-30",23.02
"926","2018-12-03",22.32
"927","2018-12-04",20.120001
"928","2018-12-06",20.135
"929","2018-12-07",18.66
"930","2018-12-10",18.1
"931","2018-12-11",18.1
"932","2018-12-12",18.200001
"933","2018-12-13",18.98
"934","2018-12-14",17.82
"935","2018-12-17",17.530001
"936","2018-12-18",18.08
"937","2018-12-19",17.969999
"938","2018-12-20",16.65
"939","2018-12-21",17.09
"940","2018-12-24",16.940001
"941","2018-12-26",17.42
"942","2018-12-27",17.639999
"943","2018-12-28",18.809999
"944","2018-12-31",18.719999
"945","2019-01-02",18.610001
"946","2019-01-03",17.91
"947","2019-01-04",17.940001
"948","2019-01-07",18.43
"949","2019-01-08",18.950001
"950","2019-01-09",19.1
"951","2019-01-10",19.6
"952","2019-01-11",19.83
"953","2019-01-14",19.23
"954","2019-01-15",19.85
"955","2019-01-16",20.209999
"956","2019-01-17",19.68
"957","2019-01-18",20.09
"958","2019-01-22",18.379999
"959","2019-01-23",18.25
"960","2019-01-24",19.049999
"961","2019-01-25",19.76
"962","2019-01-28",19.450001
"963","2019-01-29",19.799999
"964","2019-01-30",20.01
"965","2019-01-31",19.16
"966","2019-02-01",19.370001
"967","2019-02-04",19.6
"968","2019-02-05",20.27
"969","2019-02-06",20.200001
"970","2019-02-07",20.799999
"971","2019-02-08",21.32
"972","2019-02-11",21.84
"973","2019-02-12",20.959999
"974","2019-02-13",22.24
"975","2019-02-14",22.43
"976","2019-02-15",22.74
"977","2019-02-19",22.790001
"978","2019-02-20",23.23
"979","2019-02-21",23
"980","2019-02-22",23.280001
"981","2019-02-25",23.17
"982","2019-02-26",22.34
"983","2019-02-27",22.57
"984","2019-02-28",22.4
"985","2019-03-01",22.309999
"986","2019-03-04",22.1
"987","2019-03-05",21.459999
"988","2019-03-06",21.389999
"989","2019-03-07",21.190001
"990","2019-03-08",20.98
"991","2019-03-11",21.469999
"992","2019-03-12",22.030001
"993","2019-03-13",22.799999
"994","2019-03-14",22.74
