"","date","EGY"
"368","2008-06-18",8.86
"369","2008-06-19",8.31
"370","2008-06-20",8.42
"371","2008-06-23",8.72
"372","2008-06-24",8.43
"373","2008-06-25",8.33
"374","2008-06-26",8.49
"375","2008-06-27",8.49
"376","2008-06-30",8.47
"377","2008-07-01",8.56
"378","2008-07-02",8.25
"379","2008-07-03",7.64
"380","2008-07-07",7.41
"381","2008-07-08",7.26
"382","2008-07-09",7.08
"383","2008-07-10",7.72
"384","2008-07-11",7.9
"385","2008-07-14",7.88
"386","2008-07-15",7.52
"387","2008-07-16",7.29
"388","2008-07-17",6.77
"389","2008-07-18",6.74
"390","2008-07-21",6.99
"391","2008-07-22",6.49
"392","2008-07-23",6.27
"393","2008-07-24",6.26
"394","2008-07-25",6.37
"395","2008-07-28",6.27
"396","2008-07-29",6.31
"397","2008-07-30",6.78
"398","2008-07-31",6.55
"399","2008-08-01",6.58
"400","2008-08-04",5.82
"401","2008-08-05",5.84
"402","2008-08-06",6.07
"403","2008-08-07",6.09
"404","2008-08-08",5.87
"405","2008-08-11",5.69
"406","2008-08-12",5.76
"407","2008-08-13",6.53
"408","2008-08-14",6.78
"409","2008-08-15",6.63
"410","2008-08-18",6.57
"411","2008-08-19",6.75
"412","2008-08-20",7.22
"413","2008-08-21",7.43
"414","2008-08-22",7.43
"415","2008-08-25",7.48
"416","2008-08-26",7.8
"417","2008-08-27",8.14
"418","2008-08-28",8.02
"419","2008-08-29",7.83
"420","2008-09-02",7.39
"421","2008-09-03",7.29
"422","2008-09-04",7.2
"423","2008-09-05",7.27
"424","2008-09-08",7.19
"425","2008-09-09",6.53
"426","2008-09-10",7.11
"427","2008-09-11",6.95
"428","2008-09-12",7.06
"429","2008-09-15",6.27
"430","2008-09-16",6.56
"431","2008-09-17",6.19
"432","2008-09-18",6.28
"433","2008-09-19",7.2
"434","2008-09-22",7.35
"435","2008-09-23",7.11
"436","2008-09-24",7.07
"437","2008-09-25",7.24
"438","2008-09-26",7.16
"439","2008-09-29",6.25
"440","2008-09-30",6.84
"441","2008-10-01",6.62
"442","2008-10-02",5.97
"443","2008-10-03",5.98
"444","2008-10-06",5.59
"445","2008-10-07",4.87
"446","2008-10-08",4.7
"447","2008-10-09",4.17
"448","2008-10-10",4.24
"449","2008-10-13",4.83
"450","2008-10-14",4.77
"451","2008-10-15",4.07
"452","2008-10-16",4.78
"453","2008-10-17",4.56
"454","2008-10-20",5.24
"455","2008-10-21",5.21
"456","2008-10-22",4.75
"457","2008-10-23",4.76
"458","2008-10-24",4.59
"459","2008-10-27",4.05
"460","2008-10-28",4.32
"461","2008-10-29",4.32
"462","2008-10-30",4.92
"463","2008-10-31",5.3
"464","2008-11-03",5.22
"465","2008-11-04",5.12
"466","2008-11-05",4.84
"467","2008-11-06",4.38
"468","2008-11-07",4.71
"469","2008-11-10",4.92
"470","2008-11-11",4.73
"471","2008-11-12",4.2
"472","2008-11-13",4.98
"473","2008-11-14",4.39
"474","2008-11-17",4.4
"475","2008-11-18",4.27
"476","2008-11-19",4.21
"477","2008-11-20",3.92
"478","2008-11-21",4.3
"479","2008-11-24",5.05
"480","2008-11-25",5.25
"481","2008-11-26",6.54
"482","2008-11-28",6.3
"483","2008-12-01",6.84
"484","2008-12-02",7.05
"485","2008-12-03",7.29
"486","2008-12-04",6.5
"487","2008-12-05",5.98
"488","2008-12-08",6.36
"489","2008-12-09",6.06
"490","2008-12-10",6.73
"491","2008-12-11",6.51
"492","2008-12-12",6.82
"493","2008-12-15",6.52
"494","2008-12-16",6.73
"495","2008-12-17",6.26
"496","2008-12-18",5.9
"497","2008-12-19",6.03
"498","2008-12-22",5.73
"499","2008-12-23",5.67
"500","2008-12-24",5.78
"501","2008-12-26",5.94
"502","2008-12-29",6.25
"503","2008-12-30",6.7
"504","2008-12-31",7.44
"505","2009-01-02",7.53
"506","2009-01-05",8.18
"507","2009-01-06",7.93
"508","2009-01-07",7.28
"509","2009-01-08",7.57
"510","2009-01-09",7.26
"511","2009-01-12",7.27
"512","2009-01-13",7.01
"513","2009-01-14",6.5
"514","2009-01-15",7.13
"515","2009-01-16",7.22
"516","2009-01-20",6.54
"517","2009-01-21",7.65
"518","2009-01-22",6.96
"519","2009-01-23",7.2
"520","2009-01-26",7.51
"521","2009-01-27",7.67
"522","2009-01-28",7.8
"523","2009-01-29",7.78
"524","2009-01-30",7.51
"525","2009-02-02",7.87
"526","2009-02-03",7.7
"527","2009-02-04",7.8
"528","2009-02-05",7.98
"529","2009-02-06",8.15
"530","2009-02-09",8.32
"531","2009-02-10",8.02
"532","2009-02-11",8.16
"533","2009-02-12",7.88
"534","2009-02-13",8.11
"535","2009-02-17",7.19
"536","2009-02-18",6.64
"537","2009-02-19",6.79
"538","2009-02-20",6.44
"539","2009-02-23",5.64
"540","2009-02-24",6
"541","2009-02-25",6.02
"542","2009-02-26",5.94
"543","2009-02-27",5.7
"544","2009-03-02",5.37
"545","2009-03-03",5.14
"546","2009-03-04",5.8
"547","2009-03-05",5.29
"548","2009-03-06",5.22
"549","2009-03-09",4.92
"550","2009-03-10",5.3
"551","2009-03-11",5.46
"552","2009-03-12",5.95
"553","2009-03-13",5.21
"554","2009-03-16",5.14
"555","2009-03-17",5.35
"556","2009-03-18",5.17
"557","2009-03-19",5.28
"558","2009-03-20",5.11
"559","2009-03-23",5.88
"560","2009-03-24",5.43
"561","2009-03-25",5.44
"562","2009-03-26",5.67
"563","2009-03-27",5.39
"564","2009-03-30",5.21
"565","2009-03-31",5.29
"566","2009-04-01",5.21
"567","2009-04-02",5.27
"568","2009-04-03",5.55
"569","2009-04-06",5.38
"570","2009-04-07",4.96
"571","2009-04-08",5.19
"572","2009-04-09",5.46
"573","2009-04-13",5.22
"574","2009-04-14",5.01
"575","2009-04-15",4.99
"576","2009-04-16",5.08
"577","2009-04-17",5.13
"578","2009-04-20",4.7
"579","2009-04-21",5.09
"580","2009-04-22",5.06
"581","2009-04-23",4.83
"582","2009-04-24",4.8
"583","2009-04-27",4.72
"584","2009-04-28",4.54
"585","2009-04-29",4.8
"586","2009-04-30",4.77
"587","2009-05-01",4.69
"588","2009-05-04",5
"589","2009-05-05",4.96
"590","2009-05-06",5.3
"591","2009-05-07",5.26
"592","2009-05-08",5.64
"593","2009-05-11",5.11
"594","2009-05-12",5.12
"595","2009-05-13",4.61
"596","2009-05-14",4.71
"597","2009-05-15",4.29
"598","2009-05-18",4.12
"599","2009-05-19",4.2
"600","2009-05-20",4
"601","2009-05-21",4.01
"602","2009-05-22",3.98
"603","2009-05-26",4.29
"604","2009-05-27",4.3
"605","2009-05-28",4.6
"606","2009-05-29",4.56
"607","2009-06-01",4.76
"608","2009-06-02",4.71
"609","2009-06-03",4.42
"610","2009-06-04",4.45
"611","2009-06-05",4.45
"612","2009-06-08",4.3
"613","2009-06-09",4.44
"614","2009-06-10",4.25
"615","2009-06-11",4.37
"616","2009-06-12",4.35
"617","2009-06-15",4.18
"618","2009-06-16",4.01
"619","2009-06-17",4.05
"620","2009-06-18",3.91
"621","2009-06-19",3.9
"622","2009-06-22",3.55
"623","2009-06-23",3.57
"624","2009-06-24",3.72
"625","2009-06-25",3.91
"626","2009-06-26",4.08
"627","2009-06-29",4.06
"628","2009-06-30",4.23
"629","2009-07-01",4.26
"630","2009-07-02",3.92
"631","2009-07-06",4.04
"632","2009-07-07",3.84
"633","2009-07-08",3.87
"634","2009-07-09",3.95
"635","2009-07-10",4.03
"636","2009-07-13",4.39
"637","2009-07-14",4.66
"638","2009-07-15",4.84
"639","2009-07-16",4.78
"640","2009-07-17",4.75
"641","2009-07-20",4.99
"642","2009-07-21",4.81
"643","2009-07-22",4.75
"644","2009-07-23",4.61
"645","2009-07-24",4.67
"646","2009-07-27",4.65
"647","2009-07-28",4.48
"648","2009-07-29",4.2
"649","2009-07-30",4.38
"650","2009-07-31",4.43
"651","2009-08-03",4.71
"652","2009-08-04",4.78
"653","2009-08-05",4.63
"654","2009-08-06",4.47
"655","2009-08-07",4.55
"656","2009-08-10",5
"657","2009-08-11",4.84
"658","2009-08-12",4.89
"659","2009-08-13",4.88
"660","2009-08-14",4.78
"661","2009-08-17",4.5
"662","2009-08-18",4.83
"663","2009-08-19",5.23
"664","2009-08-20",5.2
"665","2009-08-21",5.24
"666","2009-08-24",5.18
"667","2009-08-25",4.89
"668","2009-08-26",4.9
"669","2009-08-27",4.87
"670","2009-08-28",4.71
"671","2009-08-31",4.72
"672","2009-09-01",4.39
"673","2009-09-02",4.44
"674","2009-09-03",4.42
"675","2009-09-04",4.48
"676","2009-09-08",4.64
"677","2009-09-09",4.71
"678","2009-09-10",4.79
"679","2009-09-11",4.8
"680","2009-09-14",4.86
"681","2009-09-15",4.68
"682","2009-09-16",4.87
"683","2009-09-17",4.79
"684","2009-09-18",4.87
"685","2009-09-21",4.78
"686","2009-09-22",4.83
"687","2009-09-23",4.72
"688","2009-09-24",4.55
"689","2009-09-25",4.66
"690","2009-09-28",4.73
"691","2009-09-29",4.58
"692","2009-09-30",4.6
"693","2009-10-01",4.39
"694","2009-10-02",4.35
"695","2009-10-05",4.53
"696","2009-10-06",4.57
"697","2009-10-07",4.53
"698","2009-10-08",4.77
"699","2009-10-09",4.84
"700","2009-10-12",4.89
"701","2009-10-13",4.82
"702","2009-10-14",4.83
"703","2009-10-15",4.8
"704","2009-10-16",4.81
"705","2009-10-19",4.77
"706","2009-10-20",4.64
"707","2009-10-21",4.65
"708","2009-10-22",4.8
"709","2009-10-23",4.74
"710","2009-10-26",4.6
"711","2009-10-27",4.54
"712","2009-10-28",4.38
"713","2009-10-29",4.51
"714","2009-10-30",4.26
"715","2009-11-02",4.24
"716","2009-11-03",4.48
"717","2009-11-04",4.58
"718","2009-11-05",4.7
"719","2009-11-06",4.56
"720","2009-11-09",4.69
"721","2009-11-10",4.55
"722","2009-11-11",4.63
"723","2009-11-12",4.56
"724","2009-11-13",4.42
"725","2009-11-16",4.49
"726","2009-11-17",4.47
"727","2009-11-18",4.47
"728","2009-11-19",4.34
"729","2009-11-20",4.19
"730","2009-11-23",4.24
"731","2009-11-24",4.29
"732","2009-11-25",4.29
"733","2009-11-27",4.11
"734","2009-11-30",4.19
"735","2009-12-01",4.3
"736","2009-12-02",4.28
"737","2009-12-03",4.14
"738","2009-12-04",4.2
"739","2009-12-07",4.19
"740","2009-12-08",4.24
"741","2009-12-09",4.28
"742","2009-12-10",4.58
"743","2009-12-11",4.56
"744","2009-12-14",4.67
"745","2009-12-15",4.62
"746","2009-12-16",4.76
"747","2009-12-17",4.77
"748","2009-12-18",4.91
"749","2009-12-21",4.88
"750","2009-12-22",4.72
"751","2009-12-23",4.81
"752","2009-12-24",4.79
"753","2009-12-28",4.81
"754","2009-12-29",4.79
"755","2009-12-30",4.7
"756","2009-12-31",4.55
"757","2010-01-04",4.69
"758","2010-01-05",4.56
"759","2010-01-06",4.4
"760","2010-01-07",4.52
"761","2010-01-08",4.6
"762","2010-01-11",4.6
"763","2010-01-12",4.5
"764","2010-01-13",4.49
"765","2010-01-14",4.49
"766","2010-01-15",4.42
"767","2010-01-19",4.51
"768","2010-01-20",4.37
"769","2010-01-21",4.4
"770","2010-01-22",4.36
"771","2010-01-25",4.42
"772","2010-01-26",4.4
"773","2010-01-27",4.43
"774","2010-01-28",4.36
"775","2010-01-29",4.23
"776","2010-02-01",4.33
"777","2010-02-02",4.32
"778","2010-02-03",4.29
"779","2010-02-04",4.11
"780","2010-02-05",4.07
"781","2010-02-08",4.09
"782","2010-02-09",4.02
"783","2010-02-10",3.95
"784","2010-02-11",4.19
"785","2010-02-12",4.28
"786","2010-02-16",4.29
"787","2010-02-17",4.19
"788","2010-02-18",4.26
"789","2010-02-19",4.32
"790","2010-02-22",4.29
"791","2010-02-23",4.18
"792","2010-02-24",4.26
"793","2010-02-25",4.29
"794","2010-02-26",4.27
"795","2010-03-01",4.26
"796","2010-03-02",4.34
"797","2010-03-03",4.28
"798","2010-03-04",4.33
"799","2010-03-05",4.38
"800","2010-03-08",4.36
"801","2010-03-09",4.37
"802","2010-03-10",4.4
"803","2010-03-11",4.39
"804","2010-03-12",4.39
"805","2010-03-15",4.23
"806","2010-03-16",4.32
"807","2010-03-17",4.38
"808","2010-03-18",4.25
"809","2010-03-19",4.19
"810","2010-03-22",4.14
"811","2010-03-23",4.27
"812","2010-03-24",4.28
"813","2010-03-25",4.36
"814","2010-03-26",4.65
"815","2010-03-29",4.78
"816","2010-03-30",4.84
"817","2010-03-31",4.94
"818","2010-04-01",4.87
"819","2010-04-05",5
"820","2010-04-06",5.1
"821","2010-04-07",5.24
"822","2010-04-08",5.27
"823","2010-04-09",5.32
"824","2010-04-12",5.29
"825","2010-04-13",5.43
"826","2010-04-14",5.53
"827","2010-04-15",5.96
"828","2010-04-16",6.11
"829","2010-04-19",5.63
"830","2010-04-20",5.57
"831","2010-04-21",5.32
"832","2010-04-22",5.44
"833","2010-04-23",5.72
"834","2010-04-26",5.61
"835","2010-04-27",5.52
"836","2010-04-28",5.6
"837","2010-04-29",5.64
"838","2010-04-30",5.61
"839","2010-05-03",5.51
"840","2010-05-04",5.31
"841","2010-05-05",5.21
"842","2010-05-06",4.83
"843","2010-05-07",4.57
"844","2010-05-10",4.68
"845","2010-05-11",4.85
"846","2010-05-12",4.95
"847","2010-05-13",4.92
"848","2010-05-14",4.68
"849","2010-05-17",5.07
"850","2010-05-18",4.98
"851","2010-05-19",5.01
"852","2010-05-20",4.85
"853","2010-05-21",5.03
"854","2010-05-24",4.99
"855","2010-05-25",5.02
"856","2010-05-26",5.16
"857","2010-05-27",5.45
"858","2010-05-28",5.34
"859","2010-06-01",5.13
"860","2010-06-02",5.5
"861","2010-06-03",5.76
"862","2010-06-04",5.65
"863","2010-06-07",5.57
"864","2010-06-08",5.55
"865","2010-06-09",5.79
"866","2010-06-10",5.96
"867","2010-06-11",6.1
"868","2010-06-14",6.02
"869","2010-06-15",6.17
"870","2010-06-16",5.97
"871","2010-06-17",6.05
"872","2010-06-18",5.95
"873","2010-06-21",5.87
"874","2010-06-22",5.71
"875","2010-06-23",5.65
"876","2010-06-24",5.7
"877","2010-06-25",5.93
"878","2010-06-28",5.82
"879","2010-06-29",5.62
"880","2010-06-30",5.6
"881","2010-07-01",5.46
"882","2010-07-02",5.43
"883","2010-07-06",5.41
"884","2010-07-07",5.7
"885","2010-07-08",5.76
"886","2010-07-09",5.87
"887","2010-07-12",5.79
"888","2010-07-13",5.94
"889","2010-07-14",5.89
"890","2010-07-15",5.93
"891","2010-07-16",5.65
"892","2010-07-19",5.85
"893","2010-07-20",5.95
"894","2010-07-21",5.66
"895","2010-07-22",5.89
"896","2010-07-23",5.94
"897","2010-07-26",6.09
"898","2010-07-27",6.04
"899","2010-07-28",6.01
"900","2010-07-29",5.99
"901","2010-07-30",5.97
"902","2010-08-02",6.12
"903","2010-08-03",6.16
"904","2010-08-04",6.07
"905","2010-08-05",6.02
"906","2010-08-06",6.06
"907","2010-08-09",6.24
"908","2010-08-10",6.13
"909","2010-08-11",5.75
"910","2010-08-12",5.44
"911","2010-08-13",5.45
"912","2010-08-16",5.65
"913","2010-08-17",5.97
"914","2010-08-18",5.72
"915","2010-08-19",5.54
"916","2010-08-20",5.45
"917","2010-08-23",5.41
"918","2010-08-24",5.33
"919","2010-08-25",5.22
"920","2010-08-26",5.21
"921","2010-08-27",5.43
"922","2010-08-30",5.55
"923","2010-08-31",5.69
"924","2010-09-01",5.79
"925","2010-09-02",5.65
"926","2010-09-03",5.72
"927","2010-09-07",5.53
"928","2010-09-08",5.63
"929","2010-09-09",5.53
"930","2010-09-10",5.49
"931","2010-09-13",5.69
"932","2010-09-14",5.59
"933","2010-09-15",5.51
"934","2010-09-16",5.29
"935","2010-09-17",5.21
"936","2010-09-20",5.42
"937","2010-09-21",5.27
"938","2010-09-22",5.45
"939","2010-09-23",5.51
"940","2010-09-24",5.71
"941","2010-09-27",5.55
"942","2010-09-28",5.68
"943","2010-09-29",5.76
"944","2010-09-30",5.74
"945","2010-10-01",5.7
"946","2010-10-04",5.56
"947","2010-10-05",5.69
"948","2010-10-06",5.67
"949","2010-10-07",5.63
"950","2010-10-08",5.72
"951","2010-10-11",5.74
"952","2010-10-12",5.71
"953","2010-10-13",5.58
"954","2010-10-14",6.03
"955","2010-10-15",6.02
"956","2010-10-18",6.14
"957","2010-10-19",5.73
"958","2010-10-20",5.89
"959","2010-10-21",5.71
"960","2010-10-22",5.73
"961","2010-10-25",6.04
"962","2010-10-26",5.8
"963","2010-10-27",5.69
"964","2010-10-28",5.89
"965","2010-10-29",5.88
"966","2010-11-01",5.89
"967","2010-11-02",6.18
"968","2010-11-03",6.2
"969","2010-11-04",6.45
"970","2010-11-05",6.71
"971","2010-11-08",6.77
"972","2010-11-09",7.08
"973","2010-11-10",7.11
"974","2010-11-11",7.2
"975","2010-11-12",7.18
"976","2010-11-15",7.71
"977","2010-11-16",7.34
"978","2010-11-17",7.25
"979","2010-11-18",7.28
"980","2010-11-19",7.35
"981","2010-11-22",7.6
"982","2010-11-23",7.47
"983","2010-11-24",7.47
"984","2010-11-26",7.51
"985","2010-11-29",7.51
"986","2010-11-30",7.39
"987","2010-12-01",7.62
"988","2010-12-02",7.97
"989","2010-12-03",7.95
"990","2010-12-06",7.34
"991","2010-12-07",7.5
"992","2010-12-08",7.64
"993","2010-12-09",7.27
"994","2010-12-10",7.32
"995","2010-12-13",7.25
"996","2010-12-14",7.15
"997","2010-12-15",6.95
"998","2010-12-16",7.11
"999","2010-12-17",6.98
