"","date","BASI"
"251","2007-12-31",8.67
"252","2008-01-02",8.74
"253","2008-01-03",8.5
"254","2008-01-04",8.38
"255","2008-01-07",8.62
"256","2008-01-08",8.49
"257","2008-01-09",8.35
"258","2008-01-10",8.31
"259","2008-01-11",8.45
"260","2008-01-14",7.58
"261","2008-01-15",7.6
"262","2008-01-16",7.89
"263","2008-01-17",7.92
"264","2008-01-18",8.15
"265","2008-01-22",7.87
"266","2008-01-23",7.6
"267","2008-01-24",7.5
"268","2008-01-25",7.49
"269","2008-01-28",7.49
"270","2008-01-29",7.35
"271","2008-01-30",7.11
"272","2008-01-31",7.44
"273","2008-02-01",7.44
"274","2008-02-04",7.3
"275","2008-02-05",7.3
"276","2008-02-06",7.35
"277","2008-02-07",7.37
"278","2008-02-08",7.4
"279","2008-02-11",7.15
"280","2008-02-12",6.27
"281","2008-02-13",5.9
"282","2008-02-14",5.91
"283","2008-02-15",6.04
"284","2008-02-19",6.04
"285","2008-02-20",6.01
"286","2008-02-21",5.96
"287","2008-02-22",5.98
"288","2008-02-25",5.95
"289","2008-02-26",5.92
"290","2008-02-27",5.93
"291","2008-02-28",6
"292","2008-02-29",6.19
"293","2008-03-03",6
"294","2008-03-04",6.05
"295","2008-03-05",6
"296","2008-03-06",5.95
"297","2008-03-07",6
"298","2008-03-10",6
"299","2008-03-11",6.06
"300","2008-03-12",6
"301","2008-03-13",6
"302","2008-03-14",6
"303","2008-03-17",5.51
"304","2008-03-18",5.73
"305","2008-03-19",5.78
"306","2008-03-20",5.72
"307","2008-03-24",5.75
"308","2008-03-25",5.8
"309","2008-03-26",5.85
"310","2008-03-27",5.98
"311","2008-03-28",5.8
"312","2008-03-31",5.82
"313","2008-04-01",5.94
"314","2008-04-02",5.82
"315","2008-04-03",5.37
"316","2008-04-04",5.35
"317","2008-04-07",5.4
"318","2008-04-08",5.4
"319","2008-04-09",5.5
"320","2008-04-10",5.5
"321","2008-04-11",5.5
"322","2008-04-14",5.4
"323","2008-04-15",5.4
"324","2008-04-16",5.4
"325","2008-04-17",5.95
"326","2008-04-18",5.98
"327","2008-04-21",5.98
"328","2008-04-22",5.98
"329","2008-04-23",5.39
"330","2008-04-24",5.52
"331","2008-04-25",5.59
"332","2008-04-28",5.4
"333","2008-04-29",5.4
"334","2008-04-30",5.4
"335","2008-05-01",5.4
"336","2008-05-02",5.4
"337","2008-05-05",5.37
"338","2008-05-06",5.6
"339","2008-05-07",5.4
"340","2008-05-08",5.4
"341","2008-05-09",5.4
"342","2008-05-12",5.4
"343","2008-05-13",5.2
"344","2008-05-14",5.25
"345","2008-05-15",5.11
"346","2008-05-16",5.2
"347","2008-05-19",5.26
"348","2008-05-20",5.25
"349","2008-05-21",4.9
"350","2008-05-22",4.7
"351","2008-05-23",4.7
"352","2008-05-27",4.7
"353","2008-05-28",4.3
"354","2008-05-29",4.3
"355","2008-05-30",4.5
"356","2008-06-02",4.6
"357","2008-06-03",4.6
"358","2008-06-04",4.6
"359","2008-06-05",4.6
"360","2008-06-06",4.6
"361","2008-06-09",4.6
"362","2008-06-10",5.83
"363","2008-06-11",5.8
"364","2008-06-12",5.8
"365","2008-06-13",5.38
"366","2008-06-16",5.38
"367","2008-06-17",5.38
"368","2008-06-18",5.38
"369","2008-06-19",5.3
"370","2008-06-20",5.3
"371","2008-06-23",5.3
"372","2008-06-24",5.12
"373","2008-06-25",5.1
"374","2008-06-26",5.05
"375","2008-06-27",5.69
"376","2008-06-30",5.1
"377","2008-07-01",5.1
"378","2008-07-02",5.1
"379","2008-07-03",5.1
"380","2008-07-07",5.25
"381","2008-07-08",5.25
"382","2008-07-09",5.25
"383","2008-07-10",5.3
"384","2008-07-11",5.3
"385","2008-07-14",5.4
"386","2008-07-15",5.6
"387","2008-07-16",5.6
"388","2008-07-17",5.6
"389","2008-07-18",5.5
"390","2008-07-21",5.5
"391","2008-07-22",5.3
"392","2008-07-23",5.29
"393","2008-07-24",5.29
"394","2008-07-25",5.28
"395","2008-07-28",5.28
"396","2008-07-29",5.28
"397","2008-07-30",5.28
"398","2008-07-31",5.27
"399","2008-08-01",5.27
"400","2008-08-04",5.26
"401","2008-08-05",5.26
"402","2008-08-06",5.25
"403","2008-08-07",5.09
"404","2008-08-08",4.56
"405","2008-08-11",4.89
"406","2008-08-12",4.64
"407","2008-08-13",4.65
"408","2008-08-14",4.6
"409","2008-08-15",4.93
"410","2008-08-18",4.91
"411","2008-08-19",4.85
"412","2008-08-20",4.84
"413","2008-08-21",4.85
"414","2008-08-22",4.86
"415","2008-08-25",4.86
"416","2008-08-26",4.87
"417","2008-08-27",4.88
"418","2008-08-28",4.9
"419","2008-08-29",4.86
"420","2008-09-02",4.92
"421","2008-09-03",4.9
"422","2008-09-04",5.09
"423","2008-09-05",5.09
"424","2008-09-08",5.09
"425","2008-09-09",4.54
"426","2008-09-10",4.6
"427","2008-09-11",4.6
"428","2008-09-12",4.6
"429","2008-09-15",4.6
"430","2008-09-16",4.6
"431","2008-09-17",4.6
"432","2008-09-18",4.6
"433","2008-09-19",4.6
"434","2008-09-22",4.6
"435","2008-09-23",5.09
"436","2008-09-24",4.9
"437","2008-09-25",4.9
"438","2008-09-26",4.35
"439","2008-09-29",4.6
"440","2008-09-30",4.6
"441","2008-10-01",4.6
"442","2008-10-02",4.79
"443","2008-10-03",4.79
"444","2008-10-06",4.6
"445","2008-10-07",4.34
"446","2008-10-08",4.34
"447","2008-10-09",4.25
"448","2008-10-10",4
"449","2008-10-13",4.02
"450","2008-10-14",3.94
"451","2008-10-15",3.89
"452","2008-10-16",3.89
"453","2008-10-17",4.12
"454","2008-10-20",4.23
"455","2008-10-21",4.2
"456","2008-10-22",3.9
"457","2008-10-23",3.9
"458","2008-10-24",4.02
"459","2008-10-27",3.75
"460","2008-10-28",3.75
"461","2008-10-29",3.5
"462","2008-10-30",3.85
"463","2008-10-31",3.9
"464","2008-11-03",3.8
"465","2008-11-04",3.8
"466","2008-11-05",3.8
"467","2008-11-06",3.75
"468","2008-11-07",3.53
"469","2008-11-10",3.6
"470","2008-11-11",3.3
"471","2008-11-12",3.3
"472","2008-11-13",3.5
"473","2008-11-14",3.6
"474","2008-11-17",2.84
"475","2008-11-18",3
"476","2008-11-19",2.47
"477","2008-11-20",3.4
"478","2008-11-21",2.5
"479","2008-11-24",2.35
"480","2008-11-25",3.5
"481","2008-11-26",3.53
"482","2008-11-28",3.53
"483","2008-12-01",3.53
"484","2008-12-02",3.41
"485","2008-12-03",2.87
"486","2008-12-04",2.83
"487","2008-12-05",2.83
"488","2008-12-08",2.91
"489","2008-12-09",2.81
"490","2008-12-10",2.81
"491","2008-12-11",2.71
"492","2008-12-12",2.52
"493","2008-12-15",2.21
"494","2008-12-16",2.78
"495","2008-12-17",2.69
"496","2008-12-18",2.3
"497","2008-12-19",2.01
"498","2008-12-22",2.05
"499","2008-12-23",2.05
"500","2008-12-24",2.04
"501","2008-12-26",2.1
"502","2008-12-29",1.75
"503","2008-12-30",1.35
"504","2008-12-31",1.37
"505","2009-01-02",1.37
"506","2009-01-05",1.34
"507","2009-01-06",1.35
"508","2009-01-07",1.32
"509","2009-01-08",1.25
"510","2009-01-09",1.3
"511","2009-01-12",1.4
"512","2009-01-13",1.4
"513","2009-01-14",1.55
"514","2009-01-15",1.55
"515","2009-01-16",1.5
"516","2009-01-20",1.59
"517","2009-01-21",1.59
"518","2009-01-22",1.4
"519","2009-01-23",1.4
"520","2009-01-26",1.4
"521","2009-01-27",1.4
"522","2009-01-28",1.4
"523","2009-01-29",1.4
"524","2009-01-30",1.4
"525","2009-02-02",1.2
"526","2009-02-03",1.2
"527","2009-02-04",1.2
"528","2009-02-05",1.2
"529","2009-02-06",1.5
"530","2009-02-09",1.3
"531","2009-02-10",1.3
"532","2009-02-11",1.2
"533","2009-02-12",1.2
"534","2009-02-13",1.2
"535","2009-02-17",1.2
"536","2009-02-18",1.4
"537","2009-02-19",1.4
"538","2009-02-20",1.4
"539","2009-02-23",1.23
"540","2009-02-24",1.2
"541","2009-02-25",1.2
"542","2009-02-26",1.2
"543","2009-02-27",1.22
"544","2009-03-02",1.2
"545","2009-03-03",1.2
"546","2009-03-04",1.2
"547","2009-03-05",1
"548","2009-03-06",0.75
"549","2009-03-09",0.84
"550","2009-03-10",0.8
"551","2009-03-11",1
"552","2009-03-12",1
"553","2009-03-13",1.71
"554","2009-03-16",1.27
"555","2009-03-17",1.27
"556","2009-03-18",1.48
"557","2009-03-19",1.15
"558","2009-03-20",1.13
"559","2009-03-23",1.1
"560","2009-03-24",1.1
"561","2009-03-25",1.34
"562","2009-03-26",1.34
"563","2009-03-27",1.2
"564","2009-03-30",1.2
"565","2009-03-31",1.31
"566","2009-04-01",1.25
"567","2009-04-02",1.25
"568","2009-04-03",1.25
"569","2009-04-06",1.25
"570","2009-04-07",1.25
"571","2009-04-08",1.25
"572","2009-04-09",1.25
"573","2009-04-13",1.25
"574","2009-04-14",1.25
"575","2009-04-15",1.29
"576","2009-04-16",1.28
"577","2009-04-17",1.28
"578","2009-04-20",1.3
"579","2009-04-21",1.3
"580","2009-04-22",1.3
"581","2009-04-23",1.5
"582","2009-04-24",1.4
"583","2009-04-27",1.4
"584","2009-04-28",1.4
"585","2009-04-29",1.59
"586","2009-04-30",1.59
"587","2009-05-01",1.59
"588","2009-05-04",1.31
"589","2009-05-05",1.59
"590","2009-05-06",1.59
"591","2009-05-07",1.68
"592","2009-05-08",1.55
"593","2009-05-11",1.55
"594","2009-05-12",1.55
"595","2009-05-13",1.56
"596","2009-05-14",1.56
"597","2009-05-15",1.5
"598","2009-05-18",1.5
"599","2009-05-19",1.7
"600","2009-05-20",1.35
"601","2009-05-21",1.31
"602","2009-05-22",1.3
"603","2009-05-26",1.27
"604","2009-05-27",1.27
"605","2009-05-28",1.27
"606","2009-05-29",1.27
"607","2009-06-01",1.28
"608","2009-06-02",1.27
"609","2009-06-03",1.27
"610","2009-06-04",1.27
"611","2009-06-05",1.08
"612","2009-06-08",1
"613","2009-06-09",1.13
"614","2009-06-10",1.09
"615","2009-06-11",1
"616","2009-06-12",1
"617","2009-06-15",1
"618","2009-06-16",0.99
"619","2009-06-17",0.97
"620","2009-06-18",0.95
"621","2009-06-19",0.99
"622","2009-06-22",0.82
"623","2009-06-23",0.82
"624","2009-06-24",0.88
"625","2009-06-25",0.93
"626","2009-06-26",0.87
"627","2009-06-29",0.85
"628","2009-06-30",0.86
"629","2009-07-01",0.85
"630","2009-07-02",0.85
"631","2009-07-06",0.83
"632","2009-07-07",0.83
"633","2009-07-08",0.87
"634","2009-07-09",0.75
"635","2009-07-10",1.05
"636","2009-07-13",0.9
"637","2009-07-14",0.77
"638","2009-07-15",0.78
"639","2009-07-16",0.75
"640","2009-07-17",0.75
"641","2009-07-20",0.75
"642","2009-07-21",0.65
"643","2009-07-22",0.85
"644","2009-07-23",0.8
"645","2009-07-24",0.81
"646","2009-07-27",0.81
"647","2009-07-28",0.76
"648","2009-07-29",0.66
"649","2009-07-30",0.6
"650","2009-07-31",0.68
"651","2009-08-03",0.81
"652","2009-08-04",0.81
"653","2009-08-05",0.79
"654","2009-08-06",0.8
"655","2009-08-07",0.83
"656","2009-08-10",0.79
"657","2009-08-11",0.93
"658","2009-08-12",0.9
"659","2009-08-13",0.9
"660","2009-08-14",0.78
"661","2009-08-17",0.79
"662","2009-08-18",0.93
"663","2009-08-19",0.92
"664","2009-08-20",0.75
"665","2009-08-21",0.82
"666","2009-08-24",0.8
"667","2009-08-25",0.89
"668","2009-08-26",0.92
"669","2009-08-27",0.92
"670","2009-08-28",0.9
"671","2009-08-31",0.9
"672","2009-09-01",0.9
"673","2009-09-02",0.9
"674","2009-09-03",0.86
"675","2009-09-04",0.88
"676","2009-09-08",0.88
"677","2009-09-09",0.9
"678","2009-09-10",0.81
"679","2009-09-11",0.81
"680","2009-09-14",0.92
"681","2009-09-15",0.92
"682","2009-09-16",0.98
"683","2009-09-17",0.92
"684","2009-09-18",0.9
"685","2009-09-21",0.93
"686","2009-09-22",0.86
"687","2009-09-23",1
"688","2009-09-24",0.99
"689","2009-09-25",1.08
"690","2009-09-28",0.91
"691","2009-09-29",0.93
"692","2009-09-30",1.03
"693","2009-10-01",0.95
"694","2009-10-02",0.93
"695","2009-10-05",0.86
"696","2009-10-06",0.88
"697","2009-10-07",0.89
"698","2009-10-08",0.9
"699","2009-10-09",0.82
"700","2009-10-12",0.89
"701","2009-10-13",0.87
"702","2009-10-14",0.86
"703","2009-10-15",1.02
"704","2009-10-16",1.75
"705","2009-10-19",1.78
"706","2009-10-20",1.53
"707","2009-10-21",1.7
"708","2009-10-22",1.62
"709","2009-10-23",1.68
"710","2009-10-26",1.4
"711","2009-10-27",1.25
"712","2009-10-28",1.21
"713","2009-10-29",1.1
"714","2009-10-30",1.13
"715","2009-11-02",1.01
"716","2009-11-03",1.01
"717","2009-11-04",1.04
"718","2009-11-05",1.29
"719","2009-11-06",1.53
"720","2009-11-09",1.2
"721","2009-11-10",1.29
"722","2009-11-11",1.35
"723","2009-11-12",1.26
"724","2009-11-13",1.28
"725","2009-11-16",1.14
"726","2009-11-17",1.17
"727","2009-11-18",1.15
"728","2009-11-19",1.15
"729","2009-11-20",1.05
"730","2009-11-23",1.08
"731","2009-11-24",1.01
"732","2009-11-25",1.15
"733","2009-11-27",1.15
"734","2009-11-30",1.15
"735","2009-12-01",1.12
"736","2009-12-02",1.05
"737","2009-12-03",1.06
"738","2009-12-04",1.02
"739","2009-12-07",1.04
"740","2009-12-08",1.07
"741","2009-12-09",1.12
"742","2009-12-10",1.02
"743","2009-12-11",1.02
"744","2009-12-14",1.03
"745","2009-12-15",1.28
"746","2009-12-16",1.1
"747","2009-12-17",1.05
"748","2009-12-18",1.09
"749","2009-12-21",1.1
"750","2009-12-22",1.15
"751","2009-12-23",1.2
"752","2009-12-24",1.04
"753","2009-12-28",1.17
"754","2009-12-29",1.13
"755","2009-12-30",1.04
"756","2009-12-31",1.04
"757","2010-01-04",1.05
"758","2010-01-05",1.08
"759","2010-01-06",1.1
"760","2010-01-07",1.05
"761","2010-01-08",1.14
"762","2010-01-11",1.07
"763","2010-01-12",1.06
"764","2010-01-13",1.1
"765","2010-01-14",1.05
"766","2010-01-15",1.05
"767","2010-01-19",0.98
"768","2010-01-20",0.98
"769","2010-01-21",0.98
"770","2010-01-22",0.91
"771","2010-01-25",0.87
"772","2010-01-26",0.85
"773","2010-01-27",0.8
"774","2010-01-28",0.79
"775","2010-01-29",0.79
"776","2010-02-01",0.78
"777","2010-02-02",0.75
"778","2010-02-03",0.75
"779","2010-02-04",0.76
"780","2010-02-05",0.8
"781","2010-02-08",0.76
"782","2010-02-09",0.75
"783","2010-02-10",0.78
"784","2010-02-11",0.77
"785","2010-02-12",0.78
"786","2010-02-16",0.78
"787","2010-02-17",0.78
"788","2010-02-18",0.8
"789","2010-02-19",0.75
"790","2010-02-22",0.8
"791","2010-02-23",0.77
"792","2010-02-24",0.7
"793","2010-02-25",0.7
"794","2010-02-26",0.74
"795","2010-03-01",0.79
"796","2010-03-02",0.8
"797","2010-03-03",0.75
"798","2010-03-04",0.71
"799","2010-03-05",0.71
"800","2010-03-08",0.68
"801","2010-03-09",0.74
"802","2010-03-10",0.75
"803","2010-03-11",0.8
"804","2010-03-12",0.78
"805","2010-03-15",0.68
"806","2010-03-16",0.8
"807","2010-03-17",0.79
"808","2010-03-18",0.79
"809","2010-03-19",0.78
"810","2010-03-22",0.71
"811","2010-03-23",0.69
"812","2010-03-24",0.74
"813","2010-03-25",0.71
"814","2010-03-26",0.72
"815","2010-03-29",0.74
"816","2010-03-30",0.95
"817","2010-03-31",1.29
"818","2010-04-01",1.34
"819","2010-04-05",1.22
"820","2010-04-06",1.31
"821","2010-04-07",1.32
"822","2010-04-08",1.39
"823","2010-04-09",1.32
"824","2010-04-12",1.44
"825","2010-04-13",1.36
"826","2010-04-14",1.27
"827","2010-04-15",1.36
"828","2010-04-16",1.25
"829","2010-04-19",1.24
"830","2010-04-20",1.2
"831","2010-04-21",1.18
"832","2010-04-22",1.14
"833","2010-04-23",1.24
"834","2010-04-26",1.12
"835","2010-04-27",1.2
"836","2010-04-28",1.12
"837","2010-04-29",1.08
"838","2010-04-30",1.1
"839","2010-05-03",1.1
"840","2010-05-04",1.12
"841","2010-05-05",1.12
"842","2010-05-06",1.13
"843","2010-05-07",1.01
"844","2010-05-10",1
"845","2010-05-11",0.99
"846","2010-05-12",1.08
"847","2010-05-13",1.1
"848","2010-05-14",0.98
"849","2010-05-17",0.98
"850","2010-05-18",0.94
"851","2010-05-19",0.94
"852","2010-05-20",0.91
"853","2010-05-21",0.91
"854","2010-05-24",0.91
"855","2010-05-25",1.12
"856","2010-05-26",1.06
"857","2010-05-27",1.06
"858","2010-05-28",0.95
"859","2010-06-01",0.99
"860","2010-06-02",0.93
"861","2010-06-03",0.95
"862","2010-06-04",0.95
"863","2010-06-07",0.95
"864","2010-06-08",1.03
"865","2010-06-09",0.93
"866","2010-06-10",0.93
"867","2010-06-11",0.93
"868","2010-06-14",0.93
"869","2010-06-15",1.12
"870","2010-06-16",0.94
"871","2010-06-17",0.95
"872","2010-06-18",0.95
"873","2010-06-21",0.95
"874","2010-06-22",0.95
"875","2010-06-23",0.95
"876","2010-06-24",0.95
"877","2010-06-25",0.95
"878","2010-06-28",0.93
"879","2010-06-29",0.93
"880","2010-06-30",0.93
"881","2010-07-01",0.93
"882","2010-07-02",0.93
"883","2010-07-06",0.93
"884","2010-07-07",0.93
"885","2010-07-08",0.93
"886","2010-07-09",0.93
"887","2010-07-12",0.93
"888","2010-07-13",0.93
"889","2010-07-14",0.93
"890","2010-07-15",0.93
"891","2010-07-16",0.93
"892","2010-07-19",0.92
"893","2010-07-20",0.92
"894","2010-07-21",0.92
"895","2010-07-22",1.04
"896","2010-07-23",0.92
"897","2010-07-26",0.93
"898","2010-07-27",0.93
"899","2010-07-28",1.03
"900","2010-07-29",0.95
"901","2010-07-30",0.98
"902","2010-08-02",0.95
"903","2010-08-03",0.93
"904","2010-08-04",0.93
"905","2010-08-05",0.93
"906","2010-08-06",0.93
"907","2010-08-09",0.93
"908","2010-08-10",0.93
"909","2010-08-11",0.92
"910","2010-08-12",0.92
"911","2010-08-13",0.92
"912","2010-08-16",1.01
"913","2010-08-17",1
"914","2010-08-18",1
"915","2010-08-19",0.9
"916","2010-08-20",1
"917","2010-08-23",0.99
"918","2010-08-24",0.99
"919","2010-08-25",0.99
"920","2010-08-26",0.88
"921","2010-08-27",0.84
"922","2010-08-30",0.84
"923","2010-08-31",0.87
"924","2010-09-01",0.87
"925","2010-09-02",0.9
"926","2010-09-03",0.9
"927","2010-09-07",0.9
"928","2010-09-08",0.9
"929","2010-09-09",0.9
"930","2010-09-10",0.9
"931","2010-09-13",0.89
"932","2010-09-14",0.89
"933","2010-09-15",0.9
"934","2010-09-16",0.9
"935","2010-09-17",0.95
"936","2010-09-20",0.88
"937","2010-09-21",0.85
"938","2010-09-22",0.85
"939","2010-09-23",0.89
"940","2010-09-24",0.87
"941","2010-09-27",0.87
"942","2010-09-28",1
"943","2010-09-29",1
"944","2010-09-30",1
"945","2010-10-01",1
"946","2010-10-04",0.9
"947","2010-10-05",0.9
"948","2010-10-06",0.84
"949","2010-10-07",0.9
"950","2010-10-08",0.9
"951","2010-10-11",1
"952","2010-10-12",0.9
"953","2010-10-13",0.9
"954","2010-10-14",0.91
"955","2010-10-15",0.9
"956","2010-10-18",0.9
"957","2010-10-19",0.9
"958","2010-10-20",0.9
"959","2010-10-21",0.9
"960","2010-10-22",0.87
"961","2010-10-25",0.89
"962","2010-10-26",0.89
"963","2010-10-27",0.9
"964","2010-10-28",1.08
"965","2010-10-29",1.09
"966","2010-11-01",1.09
"967","2010-11-02",1
"968","2010-11-03",1
"969","2010-11-04",0.91
"970","2010-11-05",0.91
"971","2010-11-08",0.91
"972","2010-11-09",0.91
"973","2010-11-10",0.91
"974","2010-11-11",0.91
"975","2010-11-12",0.91
"976","2010-11-15",0.91
"977","2010-11-16",0.92
"978","2010-11-17",0.92
"979","2010-11-18",0.92
"980","2010-11-19",0.89
"981","2010-11-22",0.89
"982","2010-11-23",0.85
"983","2010-11-24",0.89
"984","2010-11-26",0.89
"985","2010-11-29",0.89
"986","2010-11-30",1
"987","2010-12-01",0.9
"988","2010-12-02",0.9
"989","2010-12-03",1.03
"990","2010-12-06",1.15
"991","2010-12-07",1.3
"992","2010-12-08",1.25
"993","2010-12-09",1.33
"994","2010-12-10",1.3
"995","2010-12-13",1.28
"996","2010-12-14",1.4
"997","2010-12-15",1.51
"998","2010-12-16",1.8
"999","2010-12-17",2.67
"1000","2010-12-20",3.55
"1001","2010-12-21",2.58
"1002","2010-12-22",2.05
"1003","2010-12-23",1.7
