"","date","FTFT"
"1","2008-06-11",39.439999
"2","2008-06-12",39.439999
"3","2008-06-13",39.439999
"4","2008-06-16",39.439999
"5","2008-06-17",39.439999
"6","2008-06-18",39.439999
"7","2008-06-19",39.439999
"8","2008-06-20",39.439999
"9","2008-06-23",39.439999
"10","2008-06-24",39.439999
"11","2008-06-25",39.439999
"12","2008-06-26",47.200001
"13","2008-06-27",47.200001
"14","2008-06-30",47.200001
"15","2008-07-01",47.200001
"16","2008-07-02",21.200001
"17","2008-07-03",21.200001
"18","2008-07-07",21.200001
"19","2008-07-08",21.200001
"20","2008-07-09",25.040001
"21","2008-07-10",25.040001
"22","2008-07-11",25.040001
"23","2008-07-14",25.040001
"24","2008-07-15",24
"25","2008-07-16",24
"26","2008-07-17",24
"27","2008-07-18",24
"28","2008-07-21",24
"29","2008-07-22",24
"30","2008-07-23",24
"31","2008-07-24",24
"32","2008-07-25",24
"33","2008-07-28",24
"34","2008-07-29",24
"35","2008-07-30",24
"36","2008-07-31",24
"37","2008-08-01",24
"38","2008-08-04",24
"39","2008-08-05",23.200001
"40","2008-08-06",23.200001
"41","2008-08-07",23.200001
"42","2008-08-08",23.200001
"43","2008-08-11",23.200001
"44","2008-08-12",23.200001
"45","2008-08-13",23.200001
"46","2008-08-14",23.200001
"47","2008-08-15",23.200001
"48","2008-08-18",23.200001
"49","2008-08-19",23.200001
"50","2008-08-20",23.200001
"51","2008-08-21",23.200001
"52","2008-08-22",23.200001
"53","2008-08-25",23.200001
"54","2008-08-26",23.200001
"55","2008-08-27",23.200001
"56","2008-08-28",23.200001
"57","2008-08-29",23.200001
"58","2008-09-02",23.200001
"59","2008-09-03",23.200001
"60","2008-09-04",23.200001
"61","2008-09-05",34
"62","2008-09-08",34
"63","2008-09-09",34
"64","2008-09-10",34
"65","2008-09-11",34
"66","2008-09-12",34
"67","2008-09-15",34
"68","2008-09-16",34
"69","2008-09-17",34
"70","2008-09-18",34
"71","2008-09-19",34
"72","2008-09-22",34
"73","2008-09-23",34
"74","2008-09-24",34
"75","2008-09-25",21.200001
"76","2008-09-26",21.200001
"77","2008-09-29",21.200001
"78","2008-09-30",21.200001
"79","2008-10-01",31.200001
"80","2008-10-02",31.200001
"81","2008-10-03",31.200001
"82","2008-10-06",31.200001
"83","2008-10-07",20
"84","2008-10-08",20
"85","2008-10-09",20
"86","2008-10-10",21.6
"87","2008-10-13",21.6
"88","2008-10-14",21.6
"89","2008-10-15",21.6
"90","2008-10-16",16
"91","2008-10-17",9.6
"92","2008-10-20",14
"93","2008-10-21",16
"94","2008-10-22",16
"95","2008-10-23",16
"96","2008-10-24",17.6
"97","2008-10-27",17.6
"98","2008-10-28",18.4
"99","2008-10-29",16.799999
"100","2008-10-30",22
"101","2008-10-31",22
"102","2008-11-03",22
"103","2008-11-04",22
"104","2008-11-05",22
"105","2008-11-06",22
"106","2008-11-07",22
"107","2008-11-10",22
"108","2008-11-11",22
"109","2008-11-12",22
"110","2008-11-13",22
"111","2008-11-14",24
"112","2008-11-17",24
"113","2008-11-18",24
"114","2008-11-19",24
"115","2008-11-20",24
"116","2008-11-21",24
"117","2008-11-24",24
"118","2008-11-25",18
"119","2008-11-26",18
"120","2008-11-28",18
"121","2008-12-01",18
"122","2008-12-02",18
"123","2008-12-03",18
"124","2008-12-04",18
"125","2008-12-05",18
"126","2008-12-08",26
"127","2008-12-09",26
"128","2008-12-10",26
"129","2008-12-11",20
"130","2008-12-12",20
"131","2008-12-15",18
"132","2008-12-16",18
"133","2008-12-17",18
"134","2008-12-18",18
"135","2008-12-19",18
"136","2008-12-22",18
"137","2008-12-23",18
"138","2008-12-24",18
"139","2008-12-26",20
"140","2008-12-29",20
"141","2008-12-30",20
"142","2008-12-31",20
"143","2009-01-02",20
"144","2009-01-05",20
"145","2009-01-06",20
"146","2009-01-07",20
"147","2009-01-08",20
"148","2009-01-09",20
"149","2009-01-12",20
"150","2009-01-13",20
"151","2009-01-14",20
"152","2009-01-15",20
"153","2009-01-16",20
"154","2009-01-20",20
"155","2009-01-21",20
"156","2009-01-22",20
"157","2009-01-23",20
"158","2009-01-26",20
"159","2009-01-27",20
"160","2009-01-28",20
"161","2009-01-29",24
"162","2009-01-30",24
"163","2009-02-02",24
"164","2009-02-03",24
"165","2009-02-04",24
"166","2009-02-05",24
"167","2009-02-06",24
"168","2009-02-09",24
"169","2009-02-10",24
"170","2009-02-11",24
"171","2009-02-12",24
"172","2009-02-13",24
"173","2009-02-17",24
"174","2009-02-18",24
"175","2009-02-19",24
"176","2009-02-20",24
"177","2009-02-23",24
"178","2009-02-24",24
"179","2009-02-25",24
"180","2009-02-26",24
"181","2009-02-27",24
"182","2009-03-02",24
"183","2009-03-03",24
"184","2009-03-04",24
"185","2009-03-05",20
