"","date","FCX"
"1","2007-01-03",25.245001
"2","2007-01-04",25.48
"3","2007-01-05",25.74
"4","2007-01-08",26.125
"5","2007-01-09",25.950001
"6","2007-01-10",26.594999
"7","2007-01-11",26.895
"8","2007-01-12",27.504999
"9","2007-01-16",26.700001
"10","2007-01-17",26.745001
"11","2007-01-18",26.290001
"12","2007-01-19",26.975
"13","2007-01-22",26.375
"14","2007-01-23",27.485001
"15","2007-01-24",28.17
"16","2007-01-25",29.190001
"17","2007-01-26",29.245001
"18","2007-01-29",27.545
"19","2007-01-30",28.25
"20","2007-01-31",28.754999
"21","2007-02-01",28.385
"22","2007-02-02",27.620001
"23","2007-02-05",27.280001
"24","2007-02-06",27.205
"25","2007-02-07",26.98
"26","2007-02-08",26.715
"27","2007-02-09",26.825001
"28","2007-02-12",26.625
"29","2007-02-13",28.094999
"30","2007-02-14",28.315001
"31","2007-02-15",28.92
"32","2007-02-16",28.780001
"33","2007-02-20",28.245001
"34","2007-02-21",29.24
"35","2007-02-22",29.780001
"36","2007-02-23",29.955
"37","2007-02-26",30.959999
"38","2007-02-27",27.875
"39","2007-02-28",28.705
"40","2007-03-01",28.110001
"41","2007-03-02",27.315001
"42","2007-03-05",26.545
"43","2007-03-06",27.719999
"44","2007-03-07",28.094999
"45","2007-03-08",28.825001
"46","2007-03-09",28.370001
"47","2007-03-12",28.969999
"48","2007-03-13",28.01
"49","2007-03-14",28.190001
"50","2007-03-15",30.08
"51","2007-03-16",30.355
"52","2007-03-19",31.219999
"53","2007-03-20",31.18
"54","2007-03-21",31.285
"55","2007-03-22",30.955
"56","2007-03-23",31.15
"57","2007-03-26",32.349998
"58","2007-03-27",32.360001
"59","2007-03-28",32.105
"60","2007-03-29",32.674999
"61","2007-03-30",33.095001
"62","2007-04-02",33.365002
"63","2007-04-03",33.700001
"64","2007-04-04",33.799999
"65","2007-04-05",33.785
"66","2007-04-09",34.490002
"67","2007-04-10",35.23
"68","2007-04-11",34.965
"69","2007-04-12",34.924999
"70","2007-04-13",35.584999
"71","2007-04-16",35.555
"72","2007-04-17",35.669998
"73","2007-04-18",35.075001
"74","2007-04-19",34.57
"75","2007-04-20",35.005001
"76","2007-04-23",35.18
"77","2007-04-24",34.68
"78","2007-04-25",35
"79","2007-04-26",34.23
"80","2007-04-27",34.005001
"81","2007-04-30",33.580002
"82","2007-05-01",33.68
"83","2007-05-02",34.334999
"84","2007-05-03",35.349998
"85","2007-05-04",35.814999
"86","2007-05-07",36.075001
"87","2007-05-08",35.764999
"88","2007-05-09",36.5
"89","2007-05-10",35.514999
"90","2007-05-11",36.459999
"91","2007-05-14",35.834999
"92","2007-05-15",35.985001
"93","2007-05-16",35.645
"94","2007-05-17",35.470001
"95","2007-05-18",35.575001
"96","2007-05-21",36.189999
"97","2007-05-22",35.674999
"98","2007-05-23",36.875
"99","2007-05-24",36.145
"100","2007-05-25",37.305
"101","2007-05-29",37.919998
"102","2007-05-30",38.884998
"103","2007-05-31",39.349998
"104","2007-06-01",39.75
"105","2007-06-04",39.650002
"106","2007-06-05",39.09
"107","2007-06-06",38.064999
"108","2007-06-07",37.27
"109","2007-06-08",38.09
"110","2007-06-11",38.720001
"111","2007-06-12",39.485001
"112","2007-06-13",40.875
"113","2007-06-14",41.825001
"114","2007-06-15",42.209999
"115","2007-06-18",41.759998
"116","2007-06-19",41.43
"117","2007-06-20",40.654999
"118","2007-06-21",41.650002
"119","2007-06-22",41.424999
"120","2007-06-25",40.625
"121","2007-06-26",39.169998
"122","2007-06-27",41.035
"123","2007-06-28",41.16
"124","2007-06-29",41.41
"125","2007-07-02",42.34
"126","2007-07-03",42.549999
"127","2007-07-05",42.830002
"128","2007-07-06",44.205002
"129","2007-07-09",44.445
"130","2007-07-10",44.305
"131","2007-07-11",45.5
"132","2007-07-12",47.279999
"133","2007-07-13",47.119999
"134","2007-07-16",46.470001
"135","2007-07-17",45.950001
"136","2007-07-18",46.549999
"137","2007-07-19",48.830002
"138","2007-07-20",49.514999
"139","2007-07-23",49.494999
"140","2007-07-24",47.5
"141","2007-07-25",47.049999
"142","2007-07-26",44.869999
"143","2007-07-27",44.974998
"144","2007-07-30",46.884998
"145","2007-07-31",46.990002
"146","2007-08-01",44.880001
"147","2007-08-02",45.279999
"148","2007-08-03",43.07
"149","2007-08-06",42.735001
"150","2007-08-07",43.889999
"151","2007-08-08",45.355
"152","2007-08-09",42.93
"153","2007-08-10",43.23
"154","2007-08-13",43.900002
"155","2007-08-14",41.674999
"156","2007-08-15",38.935001
"157","2007-08-16",36.535
"158","2007-08-17",38.450001
"159","2007-08-20",39.98
"160","2007-08-21",40.645
"161","2007-08-22",42.794998
"162","2007-08-23",42.115002
"163","2007-08-24",43.564999
"164","2007-08-27",42.860001
"165","2007-08-28",41.02
"166","2007-08-29",42.549999
"167","2007-08-30",42.494999
"168","2007-08-31",43.709999
"169","2007-09-04",45.525002
"170","2007-09-05",44.724998
"171","2007-09-06",45.849998
"172","2007-09-07",45.09
"173","2007-09-10",44.535
"174","2007-09-11",45.985001
"175","2007-09-12",45.75
"176","2007-09-13",48.049999
"177","2007-09-14",48.849998
"178","2007-09-17",48.535
"179","2007-09-18",51.650002
"180","2007-09-19",52.75
"181","2007-09-20",53.785
"182","2007-09-21",54.334999
"183","2007-09-24",53.855
"184","2007-09-25",52.605
"185","2007-09-26",51.955002
"186","2007-09-27",53.400002
"187","2007-09-28",52.445
"188","2007-10-01",55.59
"189","2007-10-02",54.575001
"190","2007-10-03",53.75
"191","2007-10-04",54.130001
"192","2007-10-05",55.330002
"193","2007-10-08",54.064999
"194","2007-10-09",56.529999
"195","2007-10-10",58.700001
"196","2007-10-11",56.73
"197","2007-10-12",58.209999
"198","2007-10-15",56.950001
"199","2007-10-16",55.470001
"200","2007-10-17",55.314999
"201","2007-10-18",56.875
"202","2007-10-19",54.869999
"203","2007-10-22",53.365002
"204","2007-10-23",55.575001
"205","2007-10-24",55.919998
"206","2007-10-25",56.415001
"207","2007-10-26",58.424999
"208","2007-10-29",58.93
"209","2007-10-30",57.005001
"210","2007-10-31",58.84
"211","2007-11-01",56.025002
"212","2007-11-02",56.400002
"213","2007-11-05",55.084999
"214","2007-11-06",56.75
"215","2007-11-07",54.049999
"216","2007-11-08",55.799999
"217","2007-11-09",54.805
"218","2007-11-12",49.625
"219","2007-11-13",50.689999
"220","2007-11-14",52
"221","2007-11-15",49.884998
"222","2007-11-16",50.02
"223","2007-11-19",46.25
"224","2007-11-20",45.924999
"225","2007-11-21",45.029999
"226","2007-11-23",46.580002
"227","2007-11-26",44.650002
"228","2007-11-27",44.639999
"229","2007-11-28",46.955002
"230","2007-11-29",48.325001
"231","2007-11-30",49.465
"232","2007-12-03",48.424999
"233","2007-12-04",48.685001
"234","2007-12-05",50.799999
"235","2007-12-06",52.445
"236","2007-12-07",54.049999
"237","2007-12-10",54.09
"238","2007-12-11",51.355
"239","2007-12-12",52.935001
"240","2007-12-13",51.525002
"241","2007-12-14",51.055
"242","2007-12-17",47.455002
"243","2007-12-18",48.435001
"244","2007-12-19",49.18
"245","2007-12-20",50.459999
"246","2007-12-21",51.455002
"247","2007-12-24",51.875
"248","2007-12-26",53.330002
"249","2007-12-27",51.955002
"250","2007-12-28",52.275002
"251","2007-12-31",51.220001
"252","2008-01-02",51.645
"253","2008-01-03",52.055
"254","2008-01-04",49.855
"255","2008-01-07",47.73
"256","2008-01-08",47.900002
"257","2008-01-09",48.43
"258","2008-01-10",48.384998
"259","2008-01-11",47.060001
"260","2008-01-14",49.055
"261","2008-01-15",47.419998
"262","2008-01-16",44.314999
"263","2008-01-17",40.744999
"264","2008-01-18",42.064999
"265","2008-01-22",40.759998
"266","2008-01-23",38.650002
"267","2008-01-24",41.715
"268","2008-01-25",42.110001
"269","2008-01-28",42.650002
"270","2008-01-29",43.125
"271","2008-01-30",43.395
"272","2008-01-31",44.41
"273","2008-02-01",46.049999
"274","2008-02-04",45.59
"275","2008-02-05",42.955002
"276","2008-02-06",42.485001
"277","2008-02-07",43.529999
"278","2008-02-08",45.435001
"279","2008-02-11",46.740002
"280","2008-02-12",46.365002
"281","2008-02-13",47.080002
"282","2008-02-14",46.150002
"283","2008-02-15",46.59
"284","2008-02-19",48.970001
"285","2008-02-20",49.665001
"286","2008-02-21",49.935001
"287","2008-02-22",49.68
"288","2008-02-25",50.279999
"289","2008-02-26",50.16
"290","2008-02-27",51.810001
"291","2008-02-28",53.285
"292","2008-02-29",50.43
"293","2008-03-03",51.724998
"294","2008-03-04",49.465
"295","2008-03-05",52.040001
"296","2008-03-06",52.169998
"297","2008-03-07",49.939999
"298","2008-03-10",46.985001
"299","2008-03-11",50.735001
"300","2008-03-12",50.939999
"301","2008-03-13",51.695
"302","2008-03-14",50.805
"303","2008-03-17",47.305
"304","2008-03-18",49.345001
"305","2008-03-19",43.799999
"306","2008-03-20",43.540001
"307","2008-03-24",44.380001
"308","2008-03-25",46.205002
"309","2008-03-26",48.720001
"310","2008-03-27",48.855
"311","2008-03-28",48.299999
"312","2008-03-31",48.110001
"313","2008-04-01",48.814999
"314","2008-04-02",49.865002
"315","2008-04-03",51.845001
"316","2008-04-04",53.845001
"317","2008-04-07",53.509998
"318","2008-04-08",53.875
"319","2008-04-09",54.904999
"320","2008-04-10",54.825001
"321","2008-04-11",53.105
"322","2008-04-14",52.695
"323","2008-04-15",52.75
"324","2008-04-16",56.610001
"325","2008-04-17",56.330002
"326","2008-04-18",56.945
"327","2008-04-21",57.57
"328","2008-04-22",59.325001
"329","2008-04-23",58.040001
"330","2008-04-24",56.305
"331","2008-04-25",58.490002
"332","2008-04-28",57.900002
"333","2008-04-29",55.360001
"334","2008-04-30",56.875
"335","2008-05-01",53.98
"336","2008-05-02",55.115002
"337","2008-05-05",57.994999
"338","2008-05-06",58.66
"339","2008-05-07",57.18
"340","2008-05-08",59.035
"341","2008-05-09",57.110001
"342","2008-05-12",57.330002
"343","2008-05-13",58.68
"344","2008-05-14",57.605
"345","2008-05-15",59.715
"346","2008-05-16",62.09
"347","2008-05-19",62.415001
"348","2008-05-20",62.93
"349","2008-05-21",60.290001
"350","2008-05-22",59.544998
"351","2008-05-23",58.595001
"352","2008-05-27",58.82
"353","2008-05-28",59.845001
"354","2008-05-29",56.59
"355","2008-05-30",57.855
"356","2008-06-02",57.790001
"357","2008-06-03",57.099998
"358","2008-06-04",55.775002
"359","2008-06-05",58.529999
"360","2008-06-06",57.884998
"361","2008-06-09",59.130001
"362","2008-06-10",59.705002
"363","2008-06-11",60.044998
"364","2008-06-12",58.735001
"365","2008-06-13",61.650002
"366","2008-06-16",62.330002
"367","2008-06-17",61.145
"368","2008-06-18",61.09
"369","2008-06-19",60.279999
"370","2008-06-20",58.514999
"371","2008-06-23",59.275002
"372","2008-06-24",57.860001
"373","2008-06-25",58.73
"374","2008-06-26",57.830002
"375","2008-06-27",58.154999
"376","2008-06-30",58.595001
"377","2008-07-01",57.775002
"378","2008-07-02",53.785
"379","2008-07-03",54.32
"380","2008-07-07",54.794998
"381","2008-07-08",52.605
"382","2008-07-09",51.880001
"383","2008-07-10",53.095001
"384","2008-07-11",53.869999
"385","2008-07-14",54.855
"386","2008-07-15",52.485001
"387","2008-07-16",50.715
"388","2008-07-17",49.724998
"389","2008-07-18",51.619999
"390","2008-07-21",53.505001
"391","2008-07-22",50.264999
"392","2008-07-23",49.369999
"393","2008-07-24",47.290001
