"","date","SPWR"
"1","2007-01-03",24.138834
"2","2007-01-04",23.850687
"3","2007-01-05",23.56254
"4","2007-01-08",24.734774
"5","2007-01-09",25.330713
"6","2007-01-10",27.013752
"7","2007-01-11",28.683693
"8","2007-01-12",27.550753
"9","2007-01-16",27.668631
"10","2007-01-17",27.963327
"11","2007-01-18",27.439425
"12","2007-01-19",27.819254
"13","2007-01-22",27.406679
"14","2007-01-23",27.694826
"15","2007-01-24",27.072691
"16","2007-01-25",26.673216
"17","2007-01-26",28.356255
"18","2007-01-29",29.011133
"19","2007-01-30",29.456451
"20","2007-01-31",29.011133
"21","2007-02-01",29.148657
"22","2007-02-02",28.388998
"23","2007-02-05",29.986902
"24","2007-02-06",30.353634
"25","2007-02-07",29.960707
"26","2007-02-08",29.142109
"27","2007-02-09",28.565815
"28","2007-02-12",28.467583
"29","2007-02-13",28.611656
"30","2007-02-14",29.554682
"31","2007-02-15",29.253439
"32","2007-02-16",29.548134
"33","2007-02-20",29.469547
"34","2007-02-21",30.497707
"35","2007-02-22",30.48461
"36","2007-02-23",30.445318
"37","2007-02-26",30.543549
"38","2007-02-27",28.493778
"39","2007-02-28",28.356255
"40","2007-03-01",27.406679
"41","2007-03-02",26.43091
"42","2007-03-05",25.703995
"43","2007-03-06",26.306484
"44","2007-03-07",27.256058
"45","2007-03-08",28.16634
"46","2007-03-09",28.16634
"47","2007-03-12",29.227243
"48","2007-03-13",28.729534
"49","2007-03-14",28.572365
"50","2007-03-15",28.3759
"51","2007-03-16",27.439425
"52","2007-03-19",27.24296
"53","2007-03-20",27.013752
"54","2007-03-21",27.098886
"55","2007-03-22",27.891291
"56","2007-03-23",27.35429
"57","2007-03-26",28.041912
"58","2007-03-27",29.548134
"59","2007-03-28",30.654879
"60","2007-03-29",30.425671
"61","2007-03-30",29.796988
"62","2007-04-02",30.654879
"63","2007-04-03",30.864441
"64","2007-04-04",32.141453
"65","2007-04-05",31.925344
"66","2007-04-09",31.827112
"67","2007-04-10",32.691551
"68","2007-04-11",33.045185
"69","2007-04-12",33.45776
"70","2007-04-13",34.747871
"71","2007-04-16",35.808777
"72","2007-04-17",35.540276
"73","2007-04-18",36.823837
"74","2007-04-19",35.442043
"75","2007-04-20",36.31958
"76","2007-04-23",37.197117
"77","2007-04-24",37.007202
"78","2007-04-25",37.982975
"79","2007-04-26",38.690243
"80","2007-04-27",38.998035
"81","2007-04-30",39.738049
"82","2007-05-01",37.393581
"83","2007-05-02",37.321545
"84","2007-05-03",37.216766
"85","2007-05-04",38.205631
"86","2007-05-07",36.804192
"87","2007-05-08",37.714474
"88","2007-05-09",38.212181
"89","2007-05-10",37.079239
"90","2007-05-11",37.524559
"91","2007-05-14",37.085789
"92","2007-05-15",36.064178
"93","2007-05-16",36.601177
"94","2007-05-17",35.776031
"95","2007-05-18",34.728226
"96","2007-05-21",34.636543
"97","2007-05-22",36.430912
"98","2007-05-23",35.402752
"99","2007-05-24",34.165028
"100","2007-05-25",34.610348
"101","2007-05-29",34.623444
"102","2007-05-30",35.579567
"103","2007-05-31",34.977077
"104","2007-06-01",35.350361
"105","2007-06-04",34.466274
"106","2007-06-05",36.620827
"107","2007-06-06",35.789127
