"","date","GLG"
"1","2013-08-13",31.950001
"2","2013-08-14",62.25
"3","2013-08-15",71.199997
"4","2013-08-16",51.349998
"5","2013-08-19",45
"6","2013-08-20",43.75
"7","2013-08-21",49
"8","2013-08-22",53.25
"9","2013-08-23",51.75
"10","2013-08-26",49
"11","2013-08-27",55.25
"12","2013-08-28",54.400002
"13","2013-08-29",51.450001
"14","2013-08-30",50.450001
"15","2013-09-03",50.599998
"16","2013-09-04",50.150002
"17","2013-09-05",49.049999
"18","2013-09-06",49.099998
"19","2013-09-09",47.5
"20","2013-09-10",48.650002
"21","2013-09-11",47.900002
"22","2013-09-12",46.349998
"23","2013-09-13",47.200001
"24","2013-09-16",46
"25","2013-09-17",47.549999
"26","2013-09-18",46.25
"27","2013-09-19",53.900002
"28","2013-09-20",51.450001
"29","2013-09-23",49.849998
"30","2013-09-24",48.5
"31","2013-09-25",50
"32","2013-09-26",47.75
"33","2013-09-27",47.299999
"34","2013-09-30",46.950001
"35","2013-10-01",47.5
"36","2013-10-02",48.349998
"37","2013-10-03",47.349998
"38","2013-10-04",47.099998
"39","2013-10-07",49.400002
"40","2013-10-08",46.849998
"41","2013-10-09",46.650002
"42","2013-10-10",47.400002
"43","2013-10-11",46.700001
"44","2013-10-14",46.599998
"45","2013-10-15",49.75
"46","2013-10-16",60.900002
"47","2013-10-17",54.599998
"48","2013-10-18",54
"49","2013-10-21",50.450001
"50","2013-10-22",48.799999
"51","2013-10-23",52.200001
"52","2013-10-24",50.049999
"53","2013-10-25",50.049999
"54","2013-10-28",47.799999
"55","2013-10-29",47.799999
"56","2013-10-30",47.599998
"57","2013-10-31",48.75
"58","2013-11-01",47.650002
"59","2013-11-04",48.299999
"60","2013-11-05",50.549999
"61","2013-11-06",48.5
"62","2013-11-07",48.799999
"63","2013-11-08",47.799999
"64","2013-11-11",48.849998
"65","2013-11-12",48.900002
"66","2013-11-13",48.349998
"67","2013-11-14",47.900002
"68","2013-11-15",49.75
"69","2013-11-18",48
"70","2013-11-19",47.099998
"71","2013-11-20",46.299999
"72","2013-11-21",44.849998
"73","2013-11-22",44.549999
"74","2013-11-25",44
"75","2013-11-26",44.150002
"76","2013-11-27",44.099998
"77","2013-11-29",44
"78","2013-12-02",43.599998
"79","2013-12-03",41.549999
"80","2013-12-04",40.75
"81","2013-12-05",40.299999
"82","2013-12-06",41.650002
"83","2013-12-09",43.450001
"84","2013-12-10",43.400002
"85","2013-12-11",43.349998
"86","2013-12-12",42.650002
"87","2013-12-13",42.400002
"88","2013-12-16",41
"89","2013-12-17",41
"90","2013-12-18",41.650002
"91","2013-12-19",40.450001
"92","2013-12-20",40.75
"93","2013-12-23",42
"94","2013-12-24",42.400002
"95","2013-12-26",41
"96","2013-12-27",40.799999
"97","2013-12-30",39
"98","2013-12-31",37.25
"99","2014-01-02",36.849998
"100","2014-01-03",39.200001
"101","2014-01-06",40.650002
"102","2014-01-07",41.599998
"103","2014-01-08",39.75
"104","2014-01-09",38.650002
"105","2014-01-10",37.25
"106","2014-01-13",36.25
"107","2014-01-14",35.599998
"108","2014-01-15",36
"109","2014-01-16",37.400002
"110","2014-01-17",36
"111","2014-01-21",38.450001
"112","2014-01-22",38.700001
"113","2014-01-23",38.950001
"114","2014-01-24",37.700001
"115","2014-01-27",37.549999
"116","2014-01-28",36.849998
"117","2014-01-29",36
"118","2014-01-30",34.650002
"119","2014-01-31",34.900002
"120","2014-02-03",33.650002
"121","2014-02-04",33.299999
"122","2014-02-05",31.25
"123","2014-02-06",30.35
"124","2014-02-07",30.5
"125","2014-02-10",32.450001
"126","2014-02-11",32.650002
"127","2014-02-12",32
"128","2014-02-13",32.349998
"129","2014-02-14",33.299999
"130","2014-02-18",33.25
"131","2014-02-19",32.5
"132","2014-02-20",32
"133","2014-02-21",33.400002
"134","2014-02-24",32.099998
"135","2014-02-25",30.5
"136","2014-02-26",31.1
"137","2014-02-27",31.75
"138","2014-02-28",42
"139","2014-03-03",38.049999
"140","2014-03-04",36.25
"141","2014-03-05",36.049999
"142","2014-03-06",34.900002
"143","2014-03-07",35.25
"144","2014-03-10",33.950001
"145","2014-03-11",32.700001
"146","2014-03-12",31.799999
"147","2014-03-13",32.200001
"148","2014-03-14",32.099998
"149","2014-03-17",31.700001
"150","2014-03-18",32.25
"151","2014-03-19",31.5
"152","2014-03-20",31
"153","2014-03-21",30.9
"154","2014-03-24",30.65
"155","2014-03-25",30.5
"156","2014-03-26",30.4
"157","2014-03-27",29.549999
"158","2014-03-28",27.950001
"159","2014-03-31",28.799999
"160","2014-04-01",29.4
"161","2014-04-02",30.75
"162","2014-04-03",29.950001
"163","2014-04-04",28.65
"164","2014-04-07",27.299999
"165","2014-04-08",28.200001
"166","2014-04-09",28
"167","2014-04-10",28.85
"168","2014-04-11",28.799999
"169","2014-04-14",28.200001
"170","2014-04-15",27.5
"171","2014-04-16",27.5
"172","2014-04-17",27
"173","2014-04-21",27.049999
"174","2014-04-22",26.799999
"175","2014-04-23",26.799999
"176","2014-04-24",26.799999
"177","2014-04-25",26.799999
"178","2014-04-28",27.6
"179","2014-04-29",26.549999
"180","2014-04-30",27.049999
"181","2014-05-01",27.200001
"182","2014-05-02",25.25
"183","2014-05-05",22.5
"184","2014-05-06",21
"185","2014-05-07",21.950001
"186","2014-05-08",18.5
"187","2014-05-09",19.25
"188","2014-05-12",19.700001
"189","2014-05-13",19.5
"190","2014-05-14",19.4
"191","2014-05-15",19
"192","2014-05-16",18.450001
"193","2014-05-19",18.85
"194","2014-05-20",18.6
"195","2014-05-21",19
"196","2014-05-22",18.299999
"197","2014-05-23",18.85
"198","2014-05-27",18.5
"199","2014-05-28",18.200001
"200","2014-05-29",18.549999
"201","2014-05-30",18.35
"202","2014-06-02",18.299999
"203","2014-06-03",18.1
"204","2014-06-04",19.1
"205","2014-06-05",19.1
"206","2014-06-06",19
"207","2014-06-09",18.549999
"208","2014-06-10",18.799999
"209","2014-06-11",18.5
"210","2014-06-12",18.200001
"211","2014-06-13",18.5
"212","2014-06-16",18.25
"213","2014-06-17",16.6
"214","2014-06-18",16.299999
"215","2014-06-19",15.6
"216","2014-06-20",15.6
"217","2014-06-23",15.75
"218","2014-06-24",15.3
"219","2014-06-25",18.799999
"220","2014-06-26",17.950001
"221","2014-06-27",17.799999
"222","2014-06-30",18.6
"223","2014-07-01",20.9
"224","2014-07-02",21.25
"225","2014-07-03",20.6
"226","2014-07-07",20.35
"227","2014-07-08",20.35
"228","2014-07-09",19.25
"229","2014-07-10",18.5
"230","2014-07-11",19
"231","2014-07-14",18.35
"232","2014-07-15",18.15
"233","2014-07-16",17.799999
"234","2014-07-17",17.6
"235","2014-07-18",17.299999
"236","2014-07-21",17.65
"237","2014-07-22",17.75
"238","2014-07-23",18.35
"239","2014-07-24",18.75
"240","2014-07-25",12.75
"241","2014-07-28",15.55
"242","2014-07-29",16.65
"243","2014-07-30",17.299999
"244","2014-07-31",16.6
"245","2014-08-01",16.299999
"246","2014-08-04",15.05
"247","2014-08-05",14.8
"248","2014-08-06",14.35
"249","2014-08-07",15.25
"250","2014-08-08",14.95
"251","2014-08-11",15.8
"252","2014-08-12",16
"253","2014-08-13",16.35
"254","2014-08-14",16.35
"255","2014-08-15",16.4
"256","2014-08-18",16.1
"257","2014-08-19",15.65
"258","2014-08-20",15.6
"259","2014-08-21",17.65
"260","2014-08-22",16.700001
"261","2014-08-25",16.5
"262","2014-08-26",15.9
"263","2014-08-27",15.9
"264","2014-08-28",15.85
"265","2014-08-29",15.1
"266","2014-09-02",15.05
"267","2014-09-03",15.15
"268","2014-09-04",15.3
"269","2014-09-05",15.1
"270","2014-09-08",15.25
"271","2014-09-09",15.15
"272","2014-09-10",15
"273","2014-09-11",14.9
"274","2014-09-12",14.9
"275","2014-09-15",14.9
"276","2014-09-16",14.9
"277","2014-09-17",14.9
"278","2014-09-18",14.9
"279","2014-09-19",14.9
"280","2014-09-22",14.9
"281","2014-09-23",14.9
"282","2014-09-24",14.9
"283","2014-09-25",14.9
"284","2014-09-26",14.9
"285","2014-09-29",14.9
"286","2014-09-30",14.9
"287","2014-10-01",14.9
"288","2014-10-02",14.9
"289","2014-10-03",14.9
"290","2014-10-06",14.9
"291","2014-10-07",14.9
"292","2014-10-08",14.9
"293","2014-10-09",14.9
"294","2014-10-10",14.9
"295","2014-10-13",14.9
"296","2014-10-14",14.9
"297","2014-10-15",14.9
"298","2014-10-16",14.9
"299","2014-10-17",14.9
"300","2014-10-20",14.9
"301","2014-10-21",14.9
"302","2014-10-22",14.9
"303","2014-10-23",14.9
"304","2014-10-24",14.9
"305","2014-10-27",14.9
"306","2014-10-28",14.9
"307","2014-10-29",14.9
"308","2014-10-30",14.9
"309","2014-10-31",14.9
"310","2014-11-03",14.9
"311","2014-11-04",14.9
"312","2014-11-05",14.9
"313","2014-11-06",14.9
"314","2014-11-07",14.9
"315","2014-11-10",14.9
"316","2014-11-11",14.9
"317","2014-11-12",14.9
"318","2014-11-13",14.9
"319","2014-11-14",14.9
"320","2014-11-17",14.9
"321","2014-11-18",14.9
"322","2014-11-19",14.9
"323","2014-11-20",14.9
"324","2014-11-21",14.9
"325","2014-11-24",14.9
"326","2014-11-25",14.9
"327","2014-11-26",14.9
"328","2014-11-28",14.9
"329","2014-12-01",14.9
"330","2014-12-02",14.9
"331","2014-12-03",14.9
"332","2014-12-04",14.9
"333","2014-12-05",14.9
"334","2014-12-08",14.9
"335","2014-12-09",14.9
"336","2014-12-10",14.9
"337","2014-12-11",14.9
"338","2014-12-12",14.9
"339","2014-12-15",14.9
"340","2014-12-16",14.9
"341","2014-12-17",14.9
"342","2014-12-18",14.9
"343","2014-12-19",14.9
"344","2014-12-22",14.9
"345","2014-12-23",14.9
"346","2014-12-24",14.9
"347","2014-12-26",14.9
"348","2014-12-29",14.9
"349","2014-12-30",14.9
"350","2014-12-31",14.9
"351","2015-01-02",14.9
"352","2015-01-05",14.9
"353","2015-01-06",14.9
"354","2015-01-07",14.9
"355","2015-01-08",14.9
"356","2015-01-09",14.9
"357","2015-01-12",14.9
"358","2015-01-13",14.9
"359","2015-01-14",14.9
"360","2015-01-15",14.9
"361","2015-01-16",14.9
"362","2015-01-20",14.9
"363","2015-01-21",14.9
"364","2015-01-22",14.9
"365","2015-01-23",14.9
"366","2015-01-26",14.9
"367","2015-01-27",14.9
"368","2015-01-28",14.9
"369","2015-01-29",14.9
"370","2015-01-30",14.9
"371","2015-02-02",14.9
"372","2015-02-03",14.9
"373","2015-02-04",14.9
"374","2015-02-05",14.9
"375","2015-02-06",14.9
"376","2015-02-09",14.9
"377","2015-02-10",14.9
"378","2015-02-11",14.9
"379","2015-02-12",14.9
"380","2015-02-13",14.9
"381","2015-02-17",14.9
"382","2015-02-18",14.9
"383","2015-02-19",14.9
"384","2015-02-20",14.9
"385","2015-02-23",14.9
"386","2015-02-24",14.9
"387","2015-02-25",14.9
"388","2015-02-26",14.9
"389","2015-02-27",14.9
"390","2015-03-02",14.9
"391","2015-03-03",14.9
"392","2015-03-04",14.9
"393","2015-03-05",14.9
"394","2015-03-06",14.9
"395","2015-03-09",14.9
"396","2015-03-10",14.9
"397","2015-03-11",14.9
"398","2015-03-12",14.9
"399","2015-03-13",14.9
"400","2015-03-16",14.9
"401","2015-03-17",14.9
"402","2015-03-18",14.9
"403","2015-03-19",14.9
"404","2015-03-20",14.9
"405","2015-03-23",14.9
"406","2015-03-24",14.9
"407","2015-03-25",14.9
"408","2015-03-26",14.9
"409","2015-03-27",14.9
"410","2015-03-30",14.9
"411","2015-03-31",14.9
"412","2015-04-01",14.9
"413","2015-04-02",14.9
"414","2015-04-06",14.9
"415","2015-04-07",14.9
"416","2015-04-08",14.9
"417","2015-04-09",14.9
"418","2015-04-10",14.9
"419","2015-04-13",14.9
"420","2015-04-14",14.9
"421","2015-04-15",14.9
"422","2015-04-16",14.9
"423","2015-04-17",14.9
"424","2015-04-20",14.9
"425","2015-04-21",14.9
"426","2015-04-22",9.5
"427","2015-04-23",9.5
"428","2015-04-24",9.45
"429","2015-04-27",9.65
"430","2015-04-28",9.55
"431","2015-04-29",9.25
"432","2015-04-30",9.5
"433","2015-05-01",8.05
"434","2015-05-04",8.4
"435","2015-05-05",8.5
"436","2015-05-06",8.5
"437","2015-05-07",8.5
"438","2015-05-08",8
"439","2015-05-11",8.05
"440","2015-05-12",7.55
"441","2015-05-13",7.05
"442","2015-05-14",7.2
"443","2015-05-15",7
"444","2015-05-18",6.5
"445","2015-05-19",5.9
"446","2015-05-20",6.7
"447","2015-05-21",8.2
"448","2015-05-22",8.25
"449","2015-05-26",8.25
"450","2015-05-27",8.05
"451","2015-05-28",7.55
"452","2015-05-29",7
"453","2015-06-01",7.85
"454","2015-06-02",7.25
"455","2015-06-03",7.55
"456","2015-06-04",7.85
"457","2015-06-05",8.1
"458","2015-06-08",8.2
"459","2015-06-09",8.1
"460","2015-06-10",7.95
"461","2015-06-11",8.25
"462","2015-06-12",8.05
"463","2015-06-15",8.25
"464","2015-06-16",8.1
"465","2015-06-17",7.6
"466","2015-06-18",7.5
"467","2015-06-19",7.1
"468","2015-06-22",7.7
"469","2015-06-23",7.35
"470","2015-06-24",7.7
"471","2015-06-25",7.2
"472","2015-06-26",6.55
"473","2015-06-29",5.9
"474","2015-06-30",6.2
"475","2015-07-01",6.45
"476","2015-07-02",6.2
"477","2015-07-06",6
"478","2015-07-07",5
"479","2015-07-08",5.4
"480","2015-07-09",5.4
"481","2015-07-10",5.6
"482","2015-07-13",5.55
"483","2015-07-14",5.25
"484","2015-07-15",4.75
"485","2015-07-16",4.4
"486","2015-07-17",4.45
"487","2015-07-20",4.5
"488","2015-07-21",4.5
"489","2015-07-22",4.4
"490","2015-07-23",4.4
"491","2015-07-24",4.2
"492","2015-07-27",4
"493","2015-07-28",3.55
"494","2015-07-29",4.1
"495","2015-07-30",3.65
"496","2015-07-31",3.6
"497","2015-08-03",3.6
"498","2015-08-04",3.75
"499","2015-08-05",3.8
"500","2015-08-06",3.25
"501","2015-08-07",4.1
"502","2015-08-10",3.65
"503","2015-08-11",3.55
"504","2015-08-12",3.5
"505","2015-08-13",3.5
"506","2015-08-14",3.5
"507","2015-08-17",3.3
"508","2015-08-18",3.3
"509","2015-08-19",4.05
"510","2015-08-20",4
"511","2015-08-21",4.3
"512","2015-08-24",4
"513","2015-08-25",4.1
"514","2015-08-26",3.85
"515","2015-08-27",3.55
"516","2015-08-28",4
"517","2015-08-31",3.7
"518","2015-09-01",3.45
"519","2015-09-02",3.7
"520","2015-09-03",3.3
"521","2015-09-04",3.3
"522","2015-09-08",3.4
"523","2015-09-09",3.25
"524","2015-09-10",3.3
"525","2015-09-11",3.2
"526","2015-09-14",3.25
"527","2015-09-15",3.25
"528","2015-09-16",3.35
"529","2015-09-17",3.35
"530","2015-09-18",3.35
"531","2015-09-21",3.35
"532","2015-09-22",3.2
"533","2015-09-23",3
"534","2015-09-24",3
"535","2015-09-25",3.15
"536","2015-09-28",3
"537","2015-09-29",3.05
"538","2015-09-30",3.05
"539","2015-10-01",3.05
"540","2015-10-02",2.75
"541","2015-10-05",2.6
"542","2015-10-06",2.5
"543","2015-10-07",2.5
"544","2015-10-08",2.4
"545","2015-10-09",2.5
"546","2015-10-12",2.35
"547","2015-10-13",2.5
"548","2015-10-14",2.45
"549","2015-10-15",2.45
"550","2015-10-16",2.5
"551","2015-10-19",2.5
"552","2015-10-20",2.65
"553","2015-10-21",2.65
"554","2015-10-22",3
"555","2015-10-23",3.3
"556","2015-10-26",3.25
"557","2015-10-27",2.65
"558","2015-10-28",2.5
"559","2015-10-29",2.55
"560","2015-10-30",2.4
"561","2015-11-02",2.25
"562","2015-11-03",2.4
"563","2015-11-04",2.45
"564","2015-11-05",2.45
"565","2015-11-06",2.15
"566","2015-11-09",2.15
"567","2015-11-10",2.3
"568","2015-11-11",2.5
"569","2015-11-12",2.35
"570","2015-11-13",2.4
"571","2015-11-16",2.4
"572","2015-11-17",2.4
"573","2015-11-18",2.25
"574","2015-11-19",2.15
"575","2015-11-20",2.2
"576","2015-11-23",2.15
"577","2015-11-24",2.45
"578","2015-11-25",2.45
"579","2015-11-27",2.25
"580","2015-11-30",2.3
"581","2015-12-01",2.8
"582","2015-12-02",2.8
"583","2015-12-03",2.7
"584","2015-12-04",2.65
"585","2015-12-07",2.65
"586","2015-12-08",2.5
"587","2015-12-09",2.75
"588","2015-12-10",2.15
"589","2015-12-11",2.5
"590","2015-12-14",2.25
"591","2015-12-15",2.15
"592","2015-12-16",2.3
"593","2015-12-17",1.9
"594","2015-12-18",1.75
"595","2015-12-21",1.8
"596","2015-12-22",1.95
"597","2015-12-23",1.8
"598","2015-12-24",1.9
"599","2015-12-28",1.95
"600","2015-12-29",1.85
"601","2015-12-30",1.75
"602","2015-12-31",1.65
"603","2016-01-04",1.7
"604","2016-01-05",1.65
"605","2016-01-06",1.8
"606","2016-01-07",1.45
"607","2016-01-08",1.65
"608","2016-01-11",1.65
"609","2016-01-12",1.6
"610","2016-01-13",1.6
"611","2016-01-14",1.5
"612","2016-01-15",1.4
"613","2016-01-19",1.35
"614","2016-01-20",1.25
"615","2016-01-21",1.4
"616","2016-01-22",1.35
"617","2016-01-25",1.5
"618","2016-01-26",1.25
"619","2016-01-27",1.45
"620","2016-01-28",1.5
"621","2016-01-29",1.4
"622","2016-02-01",1.5
"623","2016-02-02",1.25
"624","2016-02-03",1.4
"625","2016-02-04",1.55
"626","2016-02-05",1.55
"627","2016-02-08",1.55
"628","2016-02-09",1.6
"629","2016-02-10",1.5
"630","2016-02-11",1.3
"631","2016-02-12",1.5
"632","2016-02-16",1.35
"633","2016-02-17",1.55
"634","2016-02-18",1.5
"635","2016-02-19",1.45
"636","2016-02-22",1.3
"637","2016-02-23",1.4
"638","2016-02-24",1.45
"639","2016-02-25",1.45
"640","2016-02-26",1.5
"641","2016-02-29",1.5
"642","2016-03-01",1.35
"643","2016-03-02",1.4
"644","2016-03-03",1.65
"645","2016-03-04",1.5
"646","2016-03-07",1.4
"647","2016-03-08",1.5
"648","2016-03-09",1.6
"649","2016-03-10",1.65
"650","2016-03-11",1.75
"651","2016-03-14",1.7
"652","2016-03-15",1.8
"653","2016-03-16",1.8
"654","2016-03-17",1.9
"655","2016-03-18",2
"656","2016-03-21",2
"657","2016-03-22",2
"658","2016-03-23",1.9
"659","2016-03-24",1.6
"660","2016-03-28",2
"661","2016-03-29",2
"662","2016-03-30",1.8
"663","2016-03-31",1.95
"664","2016-04-01",1.95
"665","2016-04-04",1.85
"666","2016-04-05",2.6
"667","2016-04-06",2.5
"668","2016-04-07",2.3
"669","2016-04-08",2.05
"670","2016-04-11",2.35
"671","2016-04-12",2.7
"672","2016-04-13",2.8
"673","2016-04-14",2.7
"674","2016-04-15",2.9
"675","2016-04-18",3.2
"676","2016-04-19",3.3
"677","2016-04-20",3.25
"678","2016-04-21",3.25
"679","2016-04-22",3.1
"680","2016-04-25",3.05
"681","2016-04-26",2.8
"682","2016-04-27",2.9
