"","date","AQMS"
"75","2015-11-13",5.145
"76","2015-11-16",5.16
"77","2015-11-17",5.18
"78","2015-11-18",5
"79","2015-11-19",5.04
"80","2015-11-20",4.99
"81","2015-11-23",5.06
"82","2015-11-24",5.13
"83","2015-11-25",5.08
"84","2015-11-27",5.17
"85","2015-11-30",5.05
"86","2015-12-01",5.16
"87","2015-12-02",5.17
"88","2015-12-03",5.17
"89","2015-12-04",5.15
"90","2015-12-07",5.11
"91","2015-12-08",5.07
"92","2015-12-09",5.03
"93","2015-12-10",5.09
"94","2015-12-11",5.12
"95","2015-12-14",5.12
"96","2015-12-15",5.19
"97","2015-12-16",5.06
"98","2015-12-17",5.07
"99","2015-12-18",5.05
"100","2015-12-21",5.1
"101","2015-12-22",5.08
"102","2015-12-23",5.12
"103","2015-12-24",5.07
"104","2015-12-28",5.12
"105","2015-12-29",5.27
"106","2015-12-30",5.38
"107","2015-12-31",5.33
"108","2016-01-04",5.17
"109","2016-01-05",5.39
"110","2016-01-06",5.25
"111","2016-01-07",5.16
"112","2016-01-08",5.2
"113","2016-01-11",5.09
"114","2016-01-12",5.04
"115","2016-01-13",5
"116","2016-01-14",5.07
"117","2016-01-15",5
"118","2016-01-19",4.93
"119","2016-01-20",4.8
"120","2016-01-21",4.51
"121","2016-01-22",4.55
"122","2016-01-25",4.65
"123","2016-01-26",4.74
"124","2016-01-27",4.676
"125","2016-01-28",4.655
"126","2016-01-29",4.63
"127","2016-02-01",4.85
"128","2016-02-02",4.81
"129","2016-02-03",4.89
"130","2016-02-04",4.93
"131","2016-02-05",4.89
"132","2016-02-08",4.94
"133","2016-02-09",4.71
"134","2016-02-10",4.671
"135","2016-02-11",4.7
"136","2016-02-12",4.801
"137","2016-02-16",4.9
"138","2016-02-17",4.94
"139","2016-02-18",5.021
"140","2016-02-19",5.021
"141","2016-02-22",5.08
"142","2016-02-23",5.06
"143","2016-02-24",5.03
"144","2016-02-25",4.83
"145","2016-02-26",5.42
"146","2016-02-29",5.8
"147","2016-03-01",5.77
"148","2016-03-02",5.9
"149","2016-03-03",6.15
"150","2016-03-04",5.99
"151","2016-03-07",6.2
"152","2016-03-08",6.55
"153","2016-03-09",6.42
"154","2016-03-10",5.94
"155","2016-03-11",6.16
"156","2016-03-14",6.14
"157","2016-03-15",5.98
"158","2016-03-16",6.1
"159","2016-03-17",6.08
"160","2016-03-18",6.09
"161","2016-03-21",6.01
"162","2016-03-22",6.14
"163","2016-03-23",6.23
"164","2016-03-24",6.18
"165","2016-03-28",6.25
"166","2016-03-29",6.45
"167","2016-03-30",6.59
"168","2016-03-31",6.65
"169","2016-04-01",7.15
"170","2016-04-04",7.93
"171","2016-04-05",8.25
"172","2016-04-06",8.16
"173","2016-04-07",8.1
"174","2016-04-08",7.98
"175","2016-04-11",8.45
"176","2016-04-12",8.69
"177","2016-04-13",9.01
"178","2016-04-14",8.69
"179","2016-04-15",8.28
"180","2016-04-18",7.82
"181","2016-04-19",8.08
"182","2016-04-20",8.32
"183","2016-04-21",8.11
"184","2016-04-22",8
"185","2016-04-25",8.14
"186","2016-04-26",8.04
"187","2016-04-27",8.22
"188","2016-04-28",8.23
"189","2016-04-29",8.37
"190","2016-05-02",8.15
"191","2016-05-03",8.05
"192","2016-05-04",8
"193","2016-05-05",7.54
"194","2016-05-06",7.83
"195","2016-05-09",8.25
"196","2016-05-10",8.32
"197","2016-05-11",8.08
"198","2016-05-12",7.96
"199","2016-05-13",8.06
"200","2016-05-16",7.91
"201","2016-05-17",7.83
"202","2016-05-18",7.8
"203","2016-05-19",10.06
"204","2016-05-20",10.5
"205","2016-05-23",11.64
"206","2016-05-24",11.39
"207","2016-05-25",11.44
"208","2016-05-26",11.18
"209","2016-05-27",11.6
"210","2016-05-31",11.5
"211","2016-06-01",12.92
"212","2016-06-02",12.55
"213","2016-06-03",12.27
"214","2016-06-06",11.58
"215","2016-06-07",11.51
"216","2016-06-08",11.22
"217","2016-06-09",10.96
"218","2016-06-10",10.55
"219","2016-06-13",10.63
"220","2016-06-14",10.81
"221","2016-06-15",11.38
"222","2016-06-16",10.46
"223","2016-06-17",10.94
"224","2016-06-20",11.03
"225","2016-06-21",11.17
"226","2016-06-22",11.26
"227","2016-06-23",10.825
"228","2016-06-24",10.98
"229","2016-06-27",10.28
"230","2016-06-28",10.6
"231","2016-06-29",11.36
"232","2016-06-30",11.765
"233","2016-07-01",12.31
"234","2016-07-05",12.05
"235","2016-07-06",11.84
"236","2016-07-07",11.91
"237","2016-07-08",12.2
"238","2016-07-11",11.93
"239","2016-07-12",12.73
"240","2016-07-13",11.27
"241","2016-07-14",10.11
"242","2016-07-15",9.75
"243","2016-07-18",9.99
"244","2016-07-19",9.44
"245","2016-07-20",9.47
"246","2016-07-21",9.71
"247","2016-07-22",9.67
"248","2016-07-25",9.43
"249","2016-07-26",9.42
"250","2016-07-27",9.41
"251","2016-07-28",9.19
"252","2016-07-29",9.31
"253","2016-08-01",8.81
"254","2016-08-02",8.63
"255","2016-08-03",8.18
"256","2016-08-04",8.5
"257","2016-08-05",9.1
"258","2016-08-08",9.57
"259","2016-08-09",9.07
"260","2016-08-10",9
"261","2016-08-11",8.94
"262","2016-08-12",8.96
"263","2016-08-15",9.66
"264","2016-08-16",9.22
"265","2016-08-17",8.7
"266","2016-08-18",8.78
"267","2016-08-19",8.6
"268","2016-08-22",8.63
"269","2016-08-23",8.65
"270","2016-08-24",8.56
"271","2016-08-25",8.68
"272","2016-08-26",8.75
"273","2016-08-29",9.13
"274","2016-08-30",9.21
"275","2016-08-31",9.24
"276","2016-09-01",9.04
"277","2016-09-02",9.12
"278","2016-09-06",9.12
"279","2016-09-07",9.19
"280","2016-09-08",9.31
"281","2016-09-09",8.76
"282","2016-09-12",8.8
"283","2016-09-13",8.45
"284","2016-09-14",8.43
"285","2016-09-15",8.77
"286","2016-09-16",8.78
"287","2016-09-19",8.93
"288","2016-09-20",8.97
"289","2016-09-21",9.14
"290","2016-09-22",9.04
"291","2016-09-23",8.99
"292","2016-09-26",8.7
"293","2016-09-27",8.6
"294","2016-09-28",9.15
"295","2016-09-29",8.94
"296","2016-09-30",8.86
"297","2016-10-03",9.35
"298","2016-10-04",9.34
"299","2016-10-05",9.21
"300","2016-10-06",9.11
"301","2016-10-07",8.78
"302","2016-10-10",9.02
"303","2016-10-11",8.88
"304","2016-10-12",8.9
"305","2016-10-13",9
"306","2016-10-14",9.24
"307","2016-10-17",9.38
"308","2016-10-18",9.41
"309","2016-10-19",9.29
"310","2016-10-20",9.14
"311","2016-10-21",9.24
"312","2016-10-24",9.25
"313","2016-10-25",9.02
"314","2016-10-26",8.93
"315","2016-10-27",9.14
"316","2016-10-28",9.15
"317","2016-10-31",8.95
"318","2016-11-01",9.22
"319","2016-11-02",8.62
"320","2016-11-03",8.62
"321","2016-11-04",9.27
"322","2016-11-07",9.9
"323","2016-11-08",10.08
"324","2016-11-09",10.85
"325","2016-11-10",11.54
"326","2016-11-11",11.8
"327","2016-11-14",11.31
"328","2016-11-15",11.37
"329","2016-11-16",11.22
"330","2016-11-17",11.33
"331","2016-11-18",12.71
"332","2016-11-21",12.66
"333","2016-11-22",12.19
"334","2016-11-23",13.27
"335","2016-11-25",13.18
"336","2016-11-28",12.7
"337","2016-11-29",12.13
"338","2016-11-30",12.3
"339","2016-12-01",12.1
"340","2016-12-02",12.47
"341","2016-12-05",12.5
"342","2016-12-06",12.24
"343","2016-12-07",12.09
"344","2016-12-08",11.91
"345","2016-12-09",11.82
"346","2016-12-12",11.45
"347","2016-12-13",11.68
"348","2016-12-14",11.51
"349","2016-12-15",12.3
"350","2016-12-16",12.17
"351","2016-12-19",12.72
"352","2016-12-20",13.1
"353","2016-12-21",12.7
"354","2016-12-22",12.53
"355","2016-12-23",12.82
"356","2016-12-27",13.66
"357","2016-12-28",13.44
"358","2016-12-29",12.9
"359","2016-12-30",13.11
"360","2017-01-03",12.93
"361","2017-01-04",13.65
"362","2017-01-05",13.52
"363","2017-01-06",12.75
"364","2017-01-09",12.27
"365","2017-01-10",12.48
"366","2017-01-11",12.24
"367","2017-01-12",12.26
"368","2017-01-13",12.32
"369","2017-01-17",12.41
"370","2017-01-18",12.74
"371","2017-01-19",12.52
"372","2017-01-20",12.69
"373","2017-01-23",12.49
"374","2017-01-24",11.84
"375","2017-01-25",11.32
"376","2017-01-26",11.45
"377","2017-01-27",11.29
"378","2017-01-30",10.71
"379","2017-01-31",11.16
"380","2017-02-01",10.79
"381","2017-02-02",10.99
"382","2017-02-03",11.18
"383","2017-02-06",10.68
"384","2017-02-07",10.82
"385","2017-02-08",11.41
"386","2017-02-09",16.16
"387","2017-02-10",16.24
"388","2017-02-13",17.450001
"389","2017-02-14",17.049999
"390","2017-02-15",16.940001
"391","2017-02-16",18.110001
"392","2017-02-17",17.700001
"393","2017-02-21",17.809999
"394","2017-02-22",17.48
"395","2017-02-23",17.23
"396","2017-02-24",16.709999
"397","2017-02-27",16.379999
"398","2017-02-28",17.040001
"399","2017-03-01",17.610001
"400","2017-03-02",17.25
"401","2017-03-03",17.629999
"402","2017-03-06",17.110001
"403","2017-03-07",17.17
"404","2017-03-08",17.360001
"405","2017-03-09",19
"406","2017-03-10",19.709999
"407","2017-03-13",21.889999
"408","2017-03-14",19.57
"409","2017-03-15",20.209999
"410","2017-03-16",19.93
"411","2017-03-17",19.92
"412","2017-03-20",19.200001
"413","2017-03-21",17.98
"414","2017-03-22",18.280001
"415","2017-03-23",17.65
"416","2017-03-24",18.15
"417","2017-03-27",17.76
"418","2017-03-28",19.01
"419","2017-03-29",19.99
"420","2017-03-30",19.440001
"421","2017-03-31",19.540001
"422","2017-04-03",18.530001
"423","2017-04-04",18.299999
"424","2017-04-05",18.559999
"425","2017-04-06",17.959999
"426","2017-04-07",17.629999
"427","2017-04-10",17.15
"428","2017-04-11",16.530001
"429","2017-04-12",16.450001
"430","2017-04-13",17.360001
"431","2017-04-17",17.49
"432","2017-04-18",17.459999
"433","2017-04-19",17.32
"434","2017-04-20",16.129999
"435","2017-04-21",15.67
"436","2017-04-24",16.309999
"437","2017-04-25",16.77
"438","2017-04-26",16.629999
"439","2017-04-27",17
"440","2017-04-28",16.5
"441","2017-05-01",16.540001
"442","2017-05-02",16.959999
"443","2017-05-03",17.01
"444","2017-05-04",17.08
"445","2017-05-05",17.700001
"446","2017-05-08",16.84
"447","2017-05-09",16.65
"448","2017-05-10",12.31
"449","2017-05-11",13.11
"450","2017-05-12",12.33
"451","2017-05-15",11.53
"452","2017-05-16",11.61
"453","2017-05-17",10.95
"454","2017-05-18",11.61
"455","2017-05-19",11.19
"456","2017-05-22",10.71
"457","2017-05-23",10.44
"458","2017-05-24",10.65
"459","2017-05-25",11.06
"460","2017-05-26",11.32
"461","2017-05-30",11.38
"462","2017-05-31",11.87
"463","2017-06-01",11.82
"464","2017-06-02",12.02
"465","2017-06-05",12.13
"466","2017-06-06",12.74
"467","2017-06-07",12.92
"468","2017-06-08",13.12
"469","2017-06-09",13.2
"470","2017-06-12",13.26
"471","2017-06-13",13.69
"472","2017-06-14",12.61
"473","2017-06-15",12.5
"474","2017-06-16",12.5
"475","2017-06-19",12.37
"476","2017-06-20",12.31
"477","2017-06-21",11.95
"478","2017-06-22",11.94
"479","2017-06-23",12
"480","2017-06-26",11.93
"481","2017-06-27",12.08
"482","2017-06-28",12.55
"483","2017-06-29",12.47
"484","2017-06-30",12.55
"485","2017-07-03",12.55
"486","2017-07-05",12.49
"487","2017-07-06",11.91
"488","2017-07-07",12.12
"489","2017-07-10",11.99
"490","2017-07-11",12.43
"491","2017-07-12",12.33
"492","2017-07-13",12.31
"493","2017-07-14",11.94
"494","2017-07-17",12.14
"495","2017-07-18",11.97
"496","2017-07-19",12.15
"497","2017-07-20",12.15
"498","2017-07-21",12.17
"499","2017-07-24",11.96
"500","2017-07-25",11.72
"501","2017-07-26",12
"502","2017-07-27",11.76
"503","2017-07-28",11.6
"504","2017-07-31",11.68
"505","2017-08-01",11.14
"506","2017-08-02",10.95
"507","2017-08-03",11.23
"508","2017-08-04",11.01
"509","2017-08-07",10.9
"510","2017-08-08",10.89
"511","2017-08-09",10.87
"512","2017-08-10",8.31
"513","2017-08-11",8.15
"514","2017-08-14",8.29
"515","2017-08-15",8.07
"516","2017-08-16",6.94
"517","2017-08-17",7.49
"518","2017-08-18",7.4
"519","2017-08-21",7.78
"520","2017-08-22",7.86
"521","2017-08-23",7.81
"522","2017-08-24",7.55
"523","2017-08-25",7.59
"524","2017-08-28",7.61
"525","2017-08-29",7.45
"526","2017-08-30",7.5
"527","2017-08-31",7.41
"528","2017-09-01",7.16
"529","2017-09-05",6.5
"530","2017-09-06",6.36
"531","2017-09-07",5.67
"532","2017-09-08",5.72
"533","2017-09-11",6.38
"534","2017-09-12",6.6
"535","2017-09-13",6.56
"536","2017-09-14",6.51
"537","2017-09-15",6.88
"538","2017-09-18",6.54
"539","2017-09-19",6.38
"540","2017-09-20",5.97
"541","2017-09-21",5.6
"542","2017-09-22",5.49
"543","2017-09-25",5.6
"544","2017-09-26",5.82
"545","2017-09-27",6.05
"546","2017-09-28",7.15
"547","2017-09-29",6.85
"548","2017-10-02",6.45
"549","2017-10-03",6.46
"550","2017-10-04",6.79
"551","2017-10-05",6.82
"552","2017-10-06",6.91
"553","2017-10-09",6.83
"554","2017-10-10",6.42
"555","2017-10-11",6.27
"556","2017-10-12",6.41
"557","2017-10-13",5.78
"558","2017-10-16",5.31
"559","2017-10-17",5.28
"560","2017-10-18",5.13
"561","2017-10-19",5.1
"562","2017-10-20",5.37
"563","2017-10-23",4.41
"564","2017-10-24",4.01
"565","2017-10-25",3.99
"566","2017-10-26",3.97
"567","2017-10-27",3.77
"568","2017-10-30",3.65
"569","2017-10-31",3.98
"570","2017-11-01",3.83
"571","2017-11-02",3.82
"572","2017-11-03",3.74
"573","2017-11-06",3.84
"574","2017-11-07",3.84
"575","2017-11-08",3.96
"576","2017-11-09",3.79
"577","2017-11-10",3.71
"578","2017-11-13",3.58
"579","2017-11-14",3
"580","2017-11-15",2.92
"581","2017-11-16",3.04
"582","2017-11-17",3.25
"583","2017-11-20",3.36
"584","2017-11-21",3.31
"585","2017-11-22",3.22
"586","2017-11-24",3.06
"587","2017-11-27",4.02
"588","2017-11-28",3.8
"589","2017-11-29",3.42
"590","2017-11-30",3.25
"591","2017-12-01",2.95
"592","2017-12-04",3.06
"593","2017-12-05",2.99
"594","2017-12-06",2.8
"595","2017-12-07",2.63
"596","2017-12-08",1.98
"597","2017-12-11",1.88
"598","2017-12-12",2
"599","2017-12-13",2.04
"600","2017-12-14",1.95
"601","2017-12-15",1.99
"602","2017-12-18",2.18
"603","2017-12-19",2.05
"604","2017-12-20",2.03
"605","2017-12-21",2.12
"606","2017-12-22",2.1
"607","2017-12-26",2.03
"608","2017-12-27",2.16
"609","2017-12-28",2.1
"610","2017-12-29",2.13
"611","2018-01-02",2.38
"612","2018-01-03",2.25
"613","2018-01-04",2.21
"614","2018-01-05",2.18
"615","2018-01-08",2.12
"616","2018-01-09",1.83
"617","2018-01-10",1.89
"618","2018-01-11",1.96
"619","2018-01-12",1.94
"620","2018-01-16",1.96
"621","2018-01-17",2.03
"622","2018-01-18",2.02
"623","2018-01-19",2.07
"624","2018-01-22",1.92
"625","2018-01-23",1.98
"626","2018-01-24",1.92
"627","2018-01-25",1.93
"628","2018-01-26",1.96
"629","2018-01-29",1.85
"630","2018-01-30",1.87
"631","2018-01-31",1.82
"632","2018-02-01",1.79
"633","2018-02-02",1.81
"634","2018-02-05",1.78
"635","2018-02-06",1.77
"636","2018-02-07",1.69
"637","2018-02-08",1.59
"638","2018-02-09",1.62
"639","2018-02-12",2.2
"640","2018-02-13",3
"641","2018-02-14",2.79
"642","2018-02-15",2.68
"643","2018-02-16",3
"644","2018-02-20",2.77
"645","2018-02-21",2.87
"646","2018-02-22",2.62
"647","2018-02-23",2.6
"648","2018-02-26",2.64
"649","2018-02-27",2.385
"650","2018-02-28",2.31
"651","2018-03-01",2.22
"652","2018-03-02",2.3
"653","2018-03-05",2.4
"654","2018-03-06",2.35
"655","2018-03-07",2.43
"656","2018-03-08",2.65
"657","2018-03-09",2.63
"658","2018-03-12",2.82
"659","2018-03-13",2.91
"660","2018-03-14",2.69
"661","2018-03-15",2.6
"662","2018-03-16",2.875
"663","2018-03-19",2.72
"664","2018-03-20",2.62
"665","2018-03-21",2.74
"666","2018-03-22",2.61
"667","2018-03-23",2.41
"668","2018-03-26",2.53
"669","2018-03-27",2.37
"670","2018-03-28",2.49
"671","2018-03-29",2.59
"672","2018-04-02",2.47
"673","2018-04-03",2.27
"674","2018-04-04",2.3
"675","2018-04-05",2.56
"676","2018-04-06",2.56
"677","2018-04-09",2.37
"678","2018-04-10",2.3
"679","2018-04-11",2.36
"680","2018-04-12",2.33
"681","2018-04-13",2.28
"682","2018-04-16",2.26
"683","2018-04-17",2.28
"684","2018-04-18",2.6
"685","2018-04-19",2.5
"686","2018-04-20",2.62
"687","2018-04-23",2.46
"688","2018-04-24",2.52
"689","2018-04-25",2.6
"690","2018-04-26",2.83
"691","2018-04-27",3.37
"692","2018-04-30",3.13
"693","2018-05-01",3.16
"694","2018-05-02",3.87
"695","2018-05-03",4.14
"696","2018-05-04",3.93
"697","2018-05-07",3.72
"698","2018-05-08",3.82
"699","2018-05-09",3.53
"700","2018-05-10",3.12
"701","2018-05-11",3.22
"702","2018-05-14",3.19
"703","2018-05-15",3.18
"704","2018-05-16",3.16
"705","2018-05-17",3.22
"706","2018-05-18",3.55
"707","2018-05-21",3.97
"708","2018-05-22",3.66
"709","2018-05-23",3.62
"710","2018-05-24",3.32
"711","2018-05-25",3.16
"712","2018-05-29",3.22
"713","2018-05-30",3.45
"714","2018-05-31",3.47
"715","2018-06-01",3.36
"716","2018-06-04",3.32
"717","2018-06-05",3.28
"718","2018-06-06",3.23
"719","2018-06-07",3.02
"720","2018-06-08",2.94
"721","2018-06-11",3.03
"722","2018-06-12",3.27
"723","2018-06-13",3.14
"724","2018-06-14",3.3
"725","2018-06-15",3.35
"726","2018-06-18",3.45
"727","2018-06-19",3.49
"728","2018-06-20",3.31
"729","2018-06-21",3.46
"730","2018-06-22",3.26
"731","2018-06-25",3.14
"732","2018-06-26",3.06
"733","2018-06-27",2.99
"734","2018-06-28",2.84
"735","2018-06-29",2.88
"736","2018-07-02",2.82
"737","2018-07-03",2.87
"738","2018-07-05",2.98
"739","2018-07-06",2.85
"740","2018-07-09",2.85
"741","2018-07-10",3.11
"742","2018-07-11",2.91
"743","2018-07-12",2.99
"744","2018-07-13",3.02
"745","2018-07-16",3.04
"746","2018-07-17",3.01
"747","2018-07-18",3.03
"748","2018-07-19",2.87
"749","2018-07-20",3.08
"750","2018-07-23",3.06
"751","2018-07-24",3
"752","2018-07-25",3.02
"753","2018-07-26",2.95
"754","2018-07-27",2.99
"755","2018-07-30",2.96
"756","2018-07-31",2.99
"757","2018-08-01",3.06
"758","2018-08-02",3.1
"759","2018-08-03",3.07
"760","2018-08-06",3.01
"761","2018-08-07",2.95
"762","2018-08-08",2.91
"763","2018-08-09",2.28
"764","2018-08-10",2.36
"765","2018-08-13",2.52
"766","2018-08-14",2.35
"767","2018-08-15",2.38
"768","2018-08-16",2.41
"769","2018-08-17",2.46
"770","2018-08-20",2.38
"771","2018-08-21",2.36
"772","2018-08-22",2.32
"773","2018-08-23",2.24
"774","2018-08-24",2.35
"775","2018-08-27",2.33
"776","2018-08-28",2.28
"777","2018-08-29",2.42
"778","2018-08-30",2.4
"779","2018-08-31",2.43
"780","2018-09-04",2.37
"781","2018-09-05",2.44
"782","2018-09-06",2.5
"783","2018-09-07",2.67
"784","2018-09-10",2.79
"785","2018-09-11",2.75
"786","2018-09-12",2.76
"787","2018-09-13",2.7
"788","2018-09-14",2.68
"789","2018-09-17",2.53
"790","2018-09-18",2.65
"791","2018-09-19",2.52
"792","2018-09-20",2.59
"793","2018-09-21",2.69
"794","2018-09-24",2.6
"795","2018-09-25",2.67
"796","2018-09-26",2.76
"797","2018-09-27",2.67
"798","2018-09-28",2.58
"799","2018-10-01",2.57
"800","2018-10-02",2.52
"801","2018-10-03",2.65
"802","2018-10-04",2.59
"803","2018-10-05",2.6
"804","2018-10-08",2.69
"805","2018-10-09",2.7
"806","2018-10-10",2.45
"807","2018-10-11",2.32
"808","2018-10-12",2.92
"809","2018-10-15",2.75
"810","2018-10-16",2.71
"811","2018-10-17",2.78
"812","2018-10-18",2.66
"813","2018-10-19",2.62
"814","2018-10-22",2.5
"815","2018-10-23",2.39
"816","2018-10-24",2.35
"817","2018-10-25",2.24
"818","2018-10-26",2.21
"819","2018-10-29",2.18
"820","2018-10-30",2.24
"821","2018-10-31",2.3
"822","2018-11-01",2.26
"823","2018-11-02",2.29
"824","2018-11-05",2.3
"825","2018-11-06",2.29
"826","2018-11-07",2.41
"827","2018-11-08",2.25
"828","2018-11-09",2.6
"829","2018-11-12",2.45
"830","2018-11-13",2.51
"831","2018-11-14",2.44
"832","2018-11-15",2.52
"833","2018-11-16",2.47
"834","2018-11-19",2.34
"835","2018-11-20",2.4
"836","2018-11-21",2.55
"837","2018-11-23",2.56
"838","2018-11-26",2.37
"839","2018-11-27",2.34
"840","2018-11-28",2.32
"841","2018-11-29",2.27
"842","2018-11-30",2.28
"843","2018-12-03",2.2
"844","2018-12-04",2.15
"845","2018-12-06",2.04
"846","2018-12-07",2.07
"847","2018-12-10",1.96
"848","2018-12-11",2.01
"849","2018-12-12",1.98
"850","2018-12-13",1.84
"851","2018-12-14",1.81
"852","2018-12-17",1.73
"853","2018-12-18",1.71
"854","2018-12-19",1.6
"855","2018-12-20",1.74
"856","2018-12-21",1.63
"857","2018-12-24",1.6
"858","2018-12-26",1.62
"859","2018-12-27",1.55
"860","2018-12-28",1.8
"861","2018-12-31",1.82
"862","2019-01-02",1.85
"863","2019-01-03",1.81
"864","2019-01-04",1.88
"865","2019-01-07",1.9
"866","2019-01-08",1.82
"867","2019-01-09",1.8
"868","2019-01-10",2.07
"869","2019-01-11",2.33
"870","2019-01-14",2.17
"871","2019-01-15",2.28
"872","2019-01-16",1.98
"873","2019-01-17",2.16
"874","2019-01-18",2.09
"875","2019-01-22",2.16
"876","2019-01-23",2.16
"877","2019-01-24",2.27
"878","2019-01-25",2.22
"879","2019-01-28",2.24
"880","2019-01-29",2.19
"881","2019-01-30",2.25
"882","2019-01-31",2.27
"883","2019-02-01",2.49
"884","2019-02-04",2.54
"885","2019-02-05",2.49
"886","2019-02-06",2.53
"887","2019-02-07",2.34
"888","2019-02-08",2.39
"889","2019-02-11",2.37
"890","2019-02-12",2.48
"891","2019-02-13",2.46
"892","2019-02-14",2.54
"893","2019-02-15",2.59
"894","2019-02-19",2.47
"895","2019-02-20",2.56
"896","2019-02-21",2.52
"897","2019-02-22",2.93
"898","2019-02-25",3.08
"899","2019-02-26",3.02
"900","2019-02-27",2.97
"901","2019-02-28",2.83
"902","2019-03-01",3.43
"903","2019-03-04",3.34
"904","2019-03-05",4
"905","2019-03-06",4.07
"906","2019-03-07",3.97
"907","2019-03-08",3.55
"908","2019-03-11",3.72
"909","2019-03-12",3.79
"910","2019-03-13",3.81
"911","2019-03-14",3.85
"912","2019-03-15",4.18
"913","2019-03-18",3.98
"914","2019-03-19",3.91
"915","2019-03-20",3.74
"916","2019-03-21",3.66
"917","2019-03-22",3.46
"918","2019-03-25",2.95
"919","2019-03-26",3.02
"920","2019-03-27",2.91
"921","2019-03-28",3.18
"922","2019-03-29",3.07
"923","2019-04-01",3.1
"924","2019-04-02",3.02
"925","2019-04-03",3.01
"926","2019-04-04",3.1
"927","2019-04-05",3.01
"928","2019-04-08",2.98
"929","2019-04-09",3
"930","2019-04-10",2.97
"931","2019-04-11",2.94
"932","2019-04-12",3.03
"933","2019-04-15",2.93
"934","2019-04-16",2.79
"935","2019-04-17",2.65
"936","2019-04-18",2.54
"937","2019-04-22",2.7
"938","2019-04-23",2.76
"939","2019-04-24",2.6
"940","2019-04-25",2.5
"941","2019-04-26",2.44
"942","2019-04-29",2.66
"943","2019-04-30",2.51
"944","2019-05-01",2.41
"945","2019-05-02",2.35
"946","2019-05-03",2.48
"947","2019-05-06",2.54
"948","2019-05-07",2.51
"949","2019-05-08",2.59
"950","2019-05-09",2.57
"951","2019-05-10",2.07
"952","2019-05-13",2.05
"953","2019-05-14",2.07
"954","2019-05-15",2.04
"955","2019-05-16",2.04
"956","2019-05-17",1.96
"957","2019-05-20",1.96
"958","2019-05-21",1.95
"959","2019-05-22",1.86
"960","2019-05-23",1.81
"961","2019-05-24",1.89
"962","2019-05-28",1.87
"963","2019-05-29",1.85
"964","2019-05-30",1.94
"965","2019-05-31",1.8
"966","2019-06-03",1.86
"967","2019-06-04",1.85
"968","2019-06-05",1.73
"969","2019-06-06",1.6
"970","2019-06-07",1.83
"971","2019-06-10",1.67
"972","2019-06-11",1.62
"973","2019-06-12",1.63
"974","2019-06-13",1.56
"975","2019-06-14",1.57
"976","2019-06-17",1.58
"977","2019-06-18",1.67
"978","2019-06-19",1.61
"979","2019-06-20",1.62
"980","2019-06-21",1.62
"981","2019-06-24",1.61
"982","2019-06-25",1.51
"983","2019-06-26",1.61
"984","2019-06-27",1.51
"985","2019-06-28",1.67
"986","2019-07-01",1.61
"987","2019-07-02",1.84
"988","2019-07-03",1.83
"989","2019-07-05",1.86
"990","2019-07-08",1.87
"991","2019-07-09",1.89
"992","2019-07-10",1.97
"993","2019-07-11",1.92
"994","2019-07-12",1.86
"995","2019-07-15",1.84
"996","2019-07-16",1.89
"997","2019-07-17",1.88
"998","2019-07-18",1.83
"999","2019-07-19",1.92
