"","date","GPK"
"184","2007-09-25",4.35
"185","2007-09-26",4.58
"186","2007-09-27",4.59
"187","2007-09-28",4.52
"188","2007-10-01",4.82
"189","2007-10-02",4.72
"190","2007-10-03",4.53
"191","2007-10-04",4.64
"192","2007-10-05",4.67
"193","2007-10-08",4.6
"194","2007-10-09",4.63
"195","2007-10-10",4.48
"196","2007-10-11",4.31
"197","2007-10-12",4.44
"198","2007-10-15",4.37
"199","2007-10-16",4.36
"200","2007-10-17",4.72
"201","2007-10-18",4.74
"202","2007-10-19",4.31
"203","2007-10-22",4.51
"204","2007-10-23",4.7
"205","2007-10-24",4.68
"206","2007-10-25",4.59
"207","2007-10-26",4.89
"208","2007-10-29",4.81
"209","2007-10-30",4.81
"210","2007-10-31",4.92
"211","2007-11-01",4.4
"212","2007-11-02",4.6
"213","2007-11-05",4.46
"214","2007-11-06",4.47
"215","2007-11-07",4.47
"216","2007-11-08",4.44
"217","2007-11-09",4.37
"218","2007-11-12",4.35
"219","2007-11-13",4.72
"220","2007-11-14",4.64
"221","2007-11-15",4.36
"222","2007-11-16",4.21
"223","2007-11-19",4.09
"224","2007-11-20",4.07
"225","2007-11-21",3.87
"226","2007-11-23",4.24
"227","2007-11-26",3.95
"228","2007-11-27",3.98
"229","2007-11-28",4.23
"230","2007-11-29",4.08
"231","2007-11-30",4.1
"232","2007-12-03",4.04
"233","2007-12-04",3.9
"234","2007-12-05",4.07
"235","2007-12-06",4.25
"236","2007-12-07",4.34
"237","2007-12-10",4.33
"238","2007-12-11",4.11
"239","2007-12-12",4.44
"240","2007-12-13",4.2
"241","2007-12-14",3.97
"242","2007-12-17",3.74
"243","2007-12-18",4.03
"244","2007-12-19",3.93
"245","2007-12-20",4.02
"246","2007-12-21",4.06
"247","2007-12-24",4.02
"248","2007-12-26",4
"249","2007-12-27",3.89
"250","2007-12-28",3.75
"251","2007-12-31",3.69
"252","2008-01-02",3.51
"253","2008-01-03",3.61
"254","2008-01-04",3.47
"255","2008-01-07",3.46
"256","2008-01-08",3.25
"257","2008-01-09",3.53
"258","2008-01-10",3.61
"259","2008-01-11",3.51
"260","2008-01-14",3.57
"261","2008-01-15",3.49
"262","2008-01-16",3.53
"263","2008-01-17",3.32
"264","2008-01-18",3.03
"265","2008-01-22",3.13
"266","2008-01-23",3.09
"267","2008-01-24",3.03
"268","2008-01-25",2.95
"269","2008-01-28",3
"270","2008-01-29",2.93
"271","2008-01-30",2.93
"272","2008-01-31",2.98
"273","2008-02-01",3.08
"274","2008-02-04",2.96
"275","2008-02-05",2.83
"276","2008-02-06",2.81
"277","2008-02-07",2.8
"278","2008-02-08",2.73
"279","2008-02-11",2.81
"280","2008-02-12",3
"281","2008-02-13",3.08
"282","2008-02-14",2.94
"283","2008-02-15",2.83
"284","2008-02-19",2.83
"285","2008-02-20",2.96
"286","2008-02-21",3.02
"287","2008-02-22",3.03
"288","2008-02-25",3.19
"289","2008-02-26",3.42
"290","2008-02-27",3.39
"291","2008-02-28",3.23
"292","2008-02-29",3.08
"293","2008-03-03",2.98
"294","2008-03-04",2.94
"295","2008-03-05",3.14
"296","2008-03-06",3.02
"297","2008-03-07",2.97
"298","2008-03-10",2.98
"299","2008-03-11",3.2
"300","2008-03-12",2.96
"301","2008-03-13",2.99
"302","2008-03-14",2.97
"303","2008-03-17",2.96
"304","2008-03-18",3.08
"305","2008-03-19",2.95
"306","2008-03-20",3.01
"307","2008-03-24",3.21
"308","2008-03-25",3.15
"309","2008-03-26",3.11
"310","2008-03-27",3.05
"311","2008-03-28",2.95
"312","2008-03-31",2.92
"313","2008-04-01",3.1
"314","2008-04-02",3.02
"315","2008-04-03",2.99
"316","2008-04-04",3
"317","2008-04-07",2.97
"318","2008-04-08",2.93
"319","2008-04-09",2.69
"320","2008-04-10",3.03
"321","2008-04-11",2.93
"322","2008-04-14",2.84
"323","2008-04-15",2.98
"324","2008-04-16",3
"325","2008-04-17",2.96
"326","2008-04-18",3.03
"327","2008-04-21",3
"328","2008-04-22",2.9
"329","2008-04-23",2.9
"330","2008-04-24",2.99
"331","2008-04-25",2.98
"332","2008-04-28",2.94
"333","2008-04-29",2.9
"334","2008-04-30",2.8
"335","2008-05-01",2.89
"336","2008-05-02",2.9
"337","2008-05-05",2.79
"338","2008-05-06",2.73
"339","2008-05-07",2.61
"340","2008-05-08",2.63
"341","2008-05-09",2.92
"342","2008-05-12",2.98
"343","2008-05-13",2.98
"344","2008-05-14",2.82
"345","2008-05-15",2.77
"346","2008-05-16",2.85
"347","2008-05-19",2.76
"348","2008-05-20",2.72
"349","2008-05-21",2.55
"350","2008-05-22",2.67
"351","2008-05-23",2.51
"352","2008-05-27",2.66
"353","2008-05-28",2.63
"354","2008-05-29",2.89
"355","2008-05-30",2.99
"356","2008-06-02",2.65
"357","2008-06-03",2.74
"358","2008-06-04",2.74
"359","2008-06-05",2.89
"360","2008-06-06",2.63
"361","2008-06-09",2.56
"362","2008-06-10",2.62
"363","2008-06-11",2.44
"364","2008-06-12",2.7
"365","2008-06-13",2.81
"366","2008-06-16",2.81
"367","2008-06-17",2.74
"368","2008-06-18",2.6
"369","2008-06-19",2.6
"370","2008-06-20",2.33
"371","2008-06-23",2.4
"372","2008-06-24",2.36
"373","2008-06-25",2.32
"374","2008-06-26",2.09
"375","2008-06-27",2.08
"376","2008-06-30",2.02
"377","2008-07-01",2.09
"378","2008-07-02",1.96
"379","2008-07-03",1.98
"380","2008-07-07",1.97
"381","2008-07-08",2.08
"382","2008-07-09",2.04
"383","2008-07-10",2.09
"384","2008-07-11",2.28
"385","2008-07-14",2.08
"386","2008-07-15",1.97
"387","2008-07-16",2.01
"388","2008-07-17",2.05
"389","2008-07-18",2.05
"390","2008-07-21",2.12
"391","2008-07-22",2.25
"392","2008-07-23",2.2
"393","2008-07-24",2.13
"394","2008-07-25",2.2
"395","2008-07-28",2.24
"396","2008-07-29",2.37
"397","2008-07-30",2.45
"398","2008-07-31",2.25
"399","2008-08-01",2.33
"400","2008-08-04",2.33
"401","2008-08-05",2.41
"402","2008-08-06",2.25
"403","2008-08-07",2.25
"404","2008-08-08",2.56
"405","2008-08-11",2.61
"406","2008-08-12",2.68
"407","2008-08-13",2.66
"408","2008-08-14",2.7
"409","2008-08-15",2.83
"410","2008-08-18",2.71
"411","2008-08-19",2.78
"412","2008-08-20",2.84
"413","2008-08-21",2.72
"414","2008-08-22",2.79
"415","2008-08-25",2.65
"416","2008-08-26",2.77
"417","2008-08-27",2.82
"418","2008-08-28",2.88
"419","2008-08-29",2.85
"420","2008-09-02",2.82
"421","2008-09-03",2.89
"422","2008-09-04",2.79
"423","2008-09-05",2.83
"424","2008-09-08",2.9
"425","2008-09-09",2.81
"426","2008-09-10",2.93
"427","2008-09-11",2.93
"428","2008-09-12",2.89
"429","2008-09-15",2.66
"430","2008-09-16",2.95
"431","2008-09-17",2.74
"432","2008-09-18",2.8
"433","2008-09-19",3.02
"434","2008-09-22",3.11
"435","2008-09-23",2.97
"436","2008-09-24",2.82
"437","2008-09-25",2.58
"438","2008-09-26",2.54
"439","2008-09-29",2.21
"440","2008-09-30",2.5
"441","2008-10-01",1.99
"442","2008-10-02",1.97
"443","2008-10-03",1.82
"444","2008-10-06",1.69
"445","2008-10-07",1.57
"446","2008-10-08",1.58
"447","2008-10-09",1.25
"448","2008-10-10",2.06
"449","2008-10-13",1.91
"450","2008-10-14",1.69
"451","2008-10-15",1.6
"452","2008-10-16",1.98
"453","2008-10-17",1.66
"454","2008-10-20",1.74
"455","2008-10-21",1.6
"456","2008-10-22",1.57
"457","2008-10-23",1.64
"458","2008-10-24",1.4
"459","2008-10-27",1.28
"460","2008-10-28",1.6
"461","2008-10-29",1.42
"462","2008-10-30",1.54
"463","2008-10-31",1.85
"464","2008-11-03",1.65
"465","2008-11-04",1.84
"466","2008-11-05",1.62
"467","2008-11-06",1.57
"468","2008-11-07",1.63
"469","2008-11-10",1.55
"470","2008-11-11",1.37
"471","2008-11-12",1.34
"472","2008-11-13",1.59
"473","2008-11-14",1.29
"474","2008-11-17",1.26
"475","2008-11-18",1.19
"476","2008-11-19",1.1
"477","2008-11-20",0.94
"478","2008-11-21",1.03
"479","2008-11-24",1.45
"480","2008-11-25",1.41
"481","2008-11-26",1.7
"482","2008-11-28",1.65
"483","2008-12-01",1.07
"484","2008-12-02",1.26
"485","2008-12-03",1.26
"486","2008-12-04",1.11
"487","2008-12-05",1.25
"488","2008-12-08",1.41
"489","2008-12-09",1.29
"490","2008-12-10",1.35
"491","2008-12-11",1.1
"492","2008-12-12",1.2
"493","2008-12-15",1.15
"494","2008-12-16",1.2
"495","2008-12-17",1.14
"496","2008-12-18",1.14
"497","2008-12-19",1.12
"498","2008-12-22",1.1
"499","2008-12-23",1.1
"500","2008-12-24",1.09
"501","2008-12-26",1.06
"502","2008-12-29",1.03
"503","2008-12-30",1.03
"504","2008-12-31",1.14
"505","2009-01-02",1.25
"506","2009-01-05",1.18
"507","2009-01-06",1.17
"508","2009-01-07",1.08
"509","2009-01-08",1.08
"510","2009-01-09",1.01
"511","2009-01-12",1.1
"512","2009-01-13",0.98
"513","2009-01-14",0.84
"514","2009-01-15",0.8
"515","2009-01-16",0.88
"516","2009-01-20",0.81
"517","2009-01-21",0.94
"518","2009-01-22",0.91
"519","2009-01-23",0.98
"520","2009-01-26",1.04
"521","2009-01-27",0.98
"522","2009-01-28",1
"523","2009-01-29",0.93
"524","2009-01-30",0.87
"525","2009-02-02",0.89
"526","2009-02-03",0.88
"527","2009-02-04",0.84
"528","2009-02-05",0.82
"529","2009-02-06",0.88
"530","2009-02-09",0.85
"531","2009-02-10",0.73
"532","2009-02-11",0.77
"533","2009-02-12",0.75
"534","2009-02-13",0.71
"535","2009-02-17",0.64
"536","2009-02-18",0.58
"537","2009-02-19",0.62
"538","2009-02-20",0.61
"539","2009-02-23",0.6
"540","2009-02-24",0.75
"541","2009-02-25",0.75
"542","2009-02-26",0.76
"543","2009-02-27",0.8
"544","2009-03-02",0.89
"545","2009-03-03",0.84
"546","2009-03-04",0.89
"547","2009-03-05",0.85
"548","2009-03-06",0.85
"549","2009-03-09",0.69
"550","2009-03-10",0.83
"551","2009-03-11",0.79
"552","2009-03-12",0.89
"553","2009-03-13",0.79
"554","2009-03-16",0.85
"555","2009-03-17",1
"556","2009-03-18",0.97
"557","2009-03-19",0.86
"558","2009-03-20",0.83
"559","2009-03-23",0.9
"560","2009-03-24",0.85
"561","2009-03-25",0.92
"562","2009-03-26",0.97
"563","2009-03-27",0.9
"564","2009-03-30",0.88
"565","2009-03-31",0.87
"566","2009-04-01",0.9
"567","2009-04-02",0.92
"568","2009-04-03",0.97
"569","2009-04-06",0.89
"570","2009-04-07",0.82
"571","2009-04-08",0.87
"572","2009-04-09",0.94
"573","2009-04-13",0.99
"574","2009-04-14",0.92
"575","2009-04-15",0.97
"576","2009-04-16",1
"577","2009-04-17",1.02
"578","2009-04-20",1
"579","2009-04-21",1.2
"580","2009-04-22",1.19
"581","2009-04-23",1.18
"582","2009-04-24",1.28
"583","2009-04-27",1.3
"584","2009-04-28",1.36
"585","2009-04-29",1.92
"586","2009-04-30",1.72
"587","2009-05-01",1.67
"588","2009-05-04",1.79
"589","2009-05-05",1.76
"590","2009-05-06",1.73
"591","2009-05-07",1.74
"592","2009-05-08",1.86
"593","2009-05-11",1.75
"594","2009-05-12",1.6
"595","2009-05-13",1.52
"596","2009-05-14",1.63
"597","2009-05-15",1.59
"598","2009-05-18",1.78
"599","2009-05-19",1.69
"600","2009-05-20",1.73
"601","2009-05-21",1.8
"602","2009-05-22",1.77
"603","2009-05-26",1.9
"604","2009-05-27",1.92
"605","2009-05-28",1.82
"606","2009-05-29",1.88
"607","2009-06-01",2.1
"608","2009-06-02",2.21
"609","2009-06-03",2.21
"610","2009-06-04",2.39
"611","2009-06-05",2.46
"612","2009-06-08",2.36
"613","2009-06-09",2.16
"614","2009-06-10",2.14
"615","2009-06-11",2.17
"616","2009-06-12",2.2
"617","2009-06-15",1.95
"618","2009-06-16",1.85
"619","2009-06-17",1.84
"620","2009-06-18",1.95
"621","2009-06-19",1.93
"622","2009-06-22",1.59
"623","2009-06-23",1.7
"624","2009-06-24",1.69
"625","2009-06-25",1.81
"626","2009-06-26",1.68
"627","2009-06-29",1.78
"628","2009-06-30",1.83
"629","2009-07-01",1.83
"630","2009-07-02",1.65
"631","2009-07-06",1.68
"632","2009-07-07",1.68
"633","2009-07-08",1.62
"634","2009-07-09",1.56
"635","2009-07-10",1.55
"636","2009-07-13",1.66
"637","2009-07-14",1.63
"638","2009-07-15",1.71
"639","2009-07-16",1.67
"640","2009-07-17",1.67
"641","2009-07-20",1.65
"642","2009-07-21",1.8
"643","2009-07-22",1.79
"644","2009-07-23",1.87
"645","2009-07-24",1.87
"646","2009-07-27",1.93
"647","2009-07-28",1.93
"648","2009-07-29",1.9
"649","2009-07-30",1.96
"650","2009-07-31",2.13
"651","2009-08-03",2.04
"652","2009-08-04",2.06
"653","2009-08-05",2.18
"654","2009-08-06",2.13
"655","2009-08-07",2.25
"656","2009-08-10",2.29
"657","2009-08-11",2.25
"658","2009-08-12",2.26
"659","2009-08-13",2.3
"660","2009-08-14",2.28
"661","2009-08-17",2.2
"662","2009-08-18",2.14
"663","2009-08-19",2.19
"664","2009-08-20",2.14
"665","2009-08-21",2.2
"666","2009-08-24",2.15
"667","2009-08-25",2.2
"668","2009-08-26",2.19
"669","2009-08-27",2.29
"670","2009-08-28",2.23
"671","2009-08-31",2.13
"672","2009-09-01",2.1
"673","2009-09-02",2.08
"674","2009-09-03",2.13
"675","2009-09-04",2.15
"676","2009-09-08",2.18
"677","2009-09-09",2.2
"678","2009-09-10",2.2
"679","2009-09-11",2.19
"680","2009-09-14",2.25
"681","2009-09-15",2.21
"682","2009-09-16",2.31
"683","2009-09-17",2.28
"684","2009-09-18",2.29
"685","2009-09-21",2.3
"686","2009-09-22",2.3
"687","2009-09-23",2.26
"688","2009-09-24",2.25
"689","2009-09-25",2.29
"690","2009-09-28",2.3
"691","2009-09-29",2.28
"692","2009-09-30",2.31
"693","2009-10-01",2.26
"694","2009-10-02",2.25
"695","2009-10-05",2.3
"696","2009-10-06",2.53
"697","2009-10-07",2.63
"698","2009-10-08",2.74
"699","2009-10-09",2.73
"700","2009-10-12",2.74
"701","2009-10-13",2.78
"702","2009-10-14",2.78
"703","2009-10-15",2.72
"704","2009-10-16",2.79
"705","2009-10-19",2.83
"706","2009-10-20",2.74
"707","2009-10-21",2.59
"708","2009-10-22",2.72
"709","2009-10-23",2.6
"710","2009-10-26",2.47
"711","2009-10-27",2.46
"712","2009-10-28",2.33
"713","2009-10-29",2.44
"714","2009-10-30",2.29
"715","2009-11-02",2.24
"716","2009-11-03",2.44
"717","2009-11-04",2.63
"718","2009-11-05",2.73
"719","2009-11-06",2.7
"720","2009-11-09",2.75
"721","2009-11-10",2.7
"722","2009-11-11",2.67
"723","2009-11-12",2.55
"724","2009-11-13",2.58
"725","2009-11-16",2.73
"726","2009-11-17",2.79
"727","2009-11-18",2.81
"728","2009-11-19",2.65
"729","2009-11-20",2.69
"730","2009-11-23",2.82
"731","2009-11-24",2.81
"732","2009-11-25",2.74
"733","2009-11-27",2.66
"734","2009-11-30",2.7
"735","2009-12-01",2.6
"736","2009-12-02",2.64
"737","2009-12-03",2.61
"738","2009-12-04",2.7
"739","2009-12-07",2.8
"740","2009-12-08",2.81
"741","2009-12-09",3.01
"742","2009-12-10",3.08
"743","2009-12-11",2.98
"744","2009-12-14",3.06
"745","2009-12-15",3.21
"746","2009-12-16",3.2
"747","2009-12-17",3.23
"748","2009-12-18",3.24
"749","2009-12-21",3.3
"750","2009-12-22",3.29
"751","2009-12-23",3.31
"752","2009-12-24",3.67
"753","2009-12-28",3.53
"754","2009-12-29",3.64
"755","2009-12-30",3.6
"756","2009-12-31",3.47
"757","2010-01-04",3.67
"758","2010-01-05",3.63
"759","2010-01-06",3.5
"760","2010-01-07",3.71
"761","2010-01-08",3.59
"762","2010-01-11",3.58
"763","2010-01-12",3.53
"764","2010-01-13",3.46
"765","2010-01-14",3.5
"766","2010-01-15",3.46
"767","2010-01-19",3.55
"768","2010-01-20",3.64
"769","2010-01-21",3.5
"770","2010-01-22",3.5
"771","2010-01-25",3.45
"772","2010-01-26",3.37
"773","2010-01-27",3.45
"774","2010-01-28",3.35
"775","2010-01-29",3.38
"776","2010-02-01",3.43
"777","2010-02-02",3.43
"778","2010-02-03",3.35
"779","2010-02-04",3.24
"780","2010-02-05",3.25
"781","2010-02-08",3.2
"782","2010-02-09",3.3
"783","2010-02-10",3.14
"784","2010-02-11",3.07
"785","2010-02-12",3.08
"786","2010-02-16",3.3
"787","2010-02-17",3.42
"788","2010-02-18",3.6
"789","2010-02-19",3.59
"790","2010-02-22",3.58
"791","2010-02-23",3.45
"792","2010-02-24",3.43
"793","2010-02-25",3.57
"794","2010-02-26",3.48
"795","2010-03-01",3.6
"796","2010-03-02",3.77
"797","2010-03-03",3.79
"798","2010-03-04",3.85
"799","2010-03-05",3.9
"800","2010-03-08",3.9
"801","2010-03-09",3.98
"802","2010-03-10",3.99
"803","2010-03-11",3.96
"804","2010-03-12",3.9
"805","2010-03-15",3.93
"806","2010-03-16",3.98
"807","2010-03-17",3.99
"808","2010-03-18",3.98
"809","2010-03-19",3.89
"810","2010-03-22",4
"811","2010-03-23",4.01
"812","2010-03-24",3.94
"813","2010-03-25",3.85
"814","2010-03-26",3.85
"815","2010-03-29",3.78
"816","2010-03-30",3.83
"817","2010-03-31",3.61
"818","2010-04-01",3.62
"819","2010-04-05",3.76
"820","2010-04-06",3.7
"821","2010-04-07",3.7
"822","2010-04-08",3.66
"823","2010-04-09",3.68
"824","2010-04-12",3.67
"825","2010-04-13",3.74
"826","2010-04-14",3.93
"827","2010-04-15",3.88
"828","2010-04-16",3.88
"829","2010-04-19",3.81
"830","2010-04-20",3.89
"831","2010-04-21",3.86
"832","2010-04-22",3.92
"833","2010-04-23",3.9
"834","2010-04-26",3.89
"835","2010-04-27",3.75
"836","2010-04-28",3.76
"837","2010-04-29",3.88
"838","2010-04-30",3.69
"839","2010-05-03",3.82
"840","2010-05-04",3.6
"841","2010-05-05",3.56
"842","2010-05-06",3.4
"843","2010-05-07",3.25
"844","2010-05-10",3.47
"845","2010-05-11",3.45
"846","2010-05-12",3.61
"847","2010-05-13",3.54
"848","2010-05-14",3.48
"849","2010-05-17",3.49
"850","2010-05-18",3.36
"851","2010-05-19",3.3
"852","2010-05-20",3.18
"853","2010-05-21",3.19
"854","2010-05-24",3.09
"855","2010-05-25",3.03
"856","2010-05-26",3.03
"857","2010-05-27",3.29
"858","2010-05-28",3.16
"859","2010-06-01",3.13
"860","2010-06-02",3.31
"861","2010-06-03",3.33
"862","2010-06-04",3.11
"863","2010-06-07",3.04
"864","2010-06-08",2.91
"865","2010-06-09",2.96
"866","2010-06-10",3.1
"867","2010-06-11",3.15
"868","2010-06-14",3.24
"869","2010-06-15",3.39
"870","2010-06-16",3.35
"871","2010-06-17",3.31
"872","2010-06-18",3.33
"873","2010-06-21",3.3
"874","2010-06-22",3.3
"875","2010-06-23",3.25
"876","2010-06-24",3.13
"877","2010-06-25",3.3
"878","2010-06-28",3.28
"879","2010-06-29",3.16
"880","2010-06-30",3.15
"881","2010-07-01",3.15
"882","2010-07-02",3.16
"883","2010-07-06",3.19
"884","2010-07-07",3.33
"885","2010-07-08",3.53
"886","2010-07-09",3.6
"887","2010-07-12",3.55
"888","2010-07-13",3.7
"889","2010-07-14",3.73
"890","2010-07-15",3.67
"891","2010-07-16",3.4
"892","2010-07-19",3.36
"893","2010-07-20",3.5
"894","2010-07-21",3.35
"895","2010-07-22",3.55
"896","2010-07-23",3.7
"897","2010-07-26",3.62
"898","2010-07-27",3.7
"899","2010-07-28",3.53
"900","2010-07-29",3.54
"901","2010-07-30",3.5
"902","2010-08-02",3.57
"903","2010-08-03",3.5
"904","2010-08-04",3.54
"905","2010-08-05",3.62
"906","2010-08-06",3.52
"907","2010-08-09",3.65
"908","2010-08-10",3.47
"909","2010-08-11",3.36
"910","2010-08-12",3.29
"911","2010-08-13",3.29
"912","2010-08-16",3.34
"913","2010-08-17",3.46
"914","2010-08-18",3.56
"915","2010-08-19",3.29
"916","2010-08-20",3.29
"917","2010-08-23",3.18
"918","2010-08-24",3.13
"919","2010-08-25",3.2
"920","2010-08-26",3.18
"921","2010-08-27",3.22
"922","2010-08-30",3.06
"923","2010-08-31",3.05
"924","2010-09-01",3.24
"925","2010-09-02",3.26
"926","2010-09-03",3.23
"927","2010-09-07",3.11
"928","2010-09-08",3.13
"929","2010-09-09",3.18
"930","2010-09-10",3.31
"931","2010-09-13",3.41
"932","2010-09-14",3.38
"933","2010-09-15",3.37
"934","2010-09-16",3.19
"935","2010-09-17",3.22
"936","2010-09-20",3.22
"937","2010-09-21",3.21
"938","2010-09-22",3.19
"939","2010-09-23",3.14
"940","2010-09-24",3.3
"941","2010-09-27",3.24
"942","2010-09-28",3.39
"943","2010-09-29",3.32
"944","2010-09-30",3.34
"945","2010-10-01",3.4
"946","2010-10-04",3.3
"947","2010-10-05",3.37
"948","2010-10-06",3.31
"949","2010-10-07",3.35
"950","2010-10-08",3.42
"951","2010-10-11",3.42
"952","2010-10-12",3.37
"953","2010-10-13",3.47
"954","2010-10-14",3.45
"955","2010-10-15",3.49
"956","2010-10-18",3.52
"957","2010-10-19",3.43
"958","2010-10-20",3.52
"959","2010-10-21",3.42
"960","2010-10-22",3.49
"961","2010-10-25",3.49
"962","2010-10-26",3.44
"963","2010-10-27",3.52
"964","2010-10-28",3.59
"965","2010-10-29",3.66
"966","2010-11-01",3.66
"967","2010-11-02",3.8
"968","2010-11-03",3.84
"969","2010-11-04",3.8
"970","2010-11-05",3.82
"971","2010-11-08",3.77
"972","2010-11-09",3.62
"973","2010-11-10",3.76
"974","2010-11-11",3.63
"975","2010-11-12",3.63
"976","2010-11-15",3.61
"977","2010-11-16",3.51
"978","2010-11-17",3.52
"979","2010-11-18",3.56
"980","2010-11-19",3.63
"981","2010-11-22",3.57
"982","2010-11-23",3.51
"983","2010-11-24",3.65
"984","2010-11-26",3.66
"985","2010-11-29",3.87
"986","2010-11-30",3.72
"987","2010-12-01",3.9
"988","2010-12-02",4.01
"989","2010-12-03",3.99
"990","2010-12-06",4
"991","2010-12-07",4.02
"992","2010-12-08",3.98
"993","2010-12-09",4
"994","2010-12-10",4.03
"995","2010-12-13",3.99
"996","2010-12-14",4.02
"997","2010-12-15",3.98
"998","2010-12-16",3.97
"999","2010-12-17",3.86
"1000","2010-12-20",3.88
"1001","2010-12-21",3.93
