"","date","IDT"
"1","2007-01-03",34.006763
"2","2007-01-04",33.930683
"3","2007-01-05",32.967033
"4","2007-01-08",32.865597
"5","2007-01-09",32.662724
"6","2007-01-10",32.814877
"7","2007-01-11",33.854607
"8","2007-01-12",34.361794
"9","2007-01-16",34.006763
"10","2007-01-17",34.234997
"11","2007-01-18",34.260357
"12","2007-01-19",34.894337
"13","2007-01-22",33.80389
"14","2007-01-23",33.169907
"15","2007-01-24",33.220627
"16","2007-01-25",32.586643
"17","2007-01-26",32.7388
"18","2007-01-29",32.662724
"19","2007-01-30",33.11919
"20","2007-01-31",34.1082
"21","2007-02-01",34.311073
"22","2007-02-02",34.564667
"23","2007-02-05",33.879967
"24","2007-02-06",34.691463
"25","2007-02-07",34.564667
"26","2007-02-08",34.361794
"27","2007-02-09",34.184277
"28","2007-02-12",34.13356
"29","2007-02-13",34.184277
"30","2007-02-14",34.158916
"31","2007-02-15",34.08284
"32","2007-02-16",34.311073
"33","2007-02-20",34.158916
"34","2007-02-21",34.48859
"35","2007-02-22",34.640743
"36","2007-02-23",34.76754
"37","2007-02-26",35.09721
"38","2007-02-27",33.09383
"39","2007-02-28",33.06847
"40","2007-03-01",33.169907
"41","2007-03-02",32.612003
"42","2007-03-05",32.662724
"43","2007-03-06",33.322063
"44","2007-03-07",32.916313
"45","2007-03-08",33.09383
"46","2007-03-09",29.746407
"47","2007-03-12",29.239222
"48","2007-03-13",28.453085
"49","2007-03-14",28.808115
"50","2007-03-15",28.96027
"51","2007-03-16",29.416737
"52","2007-03-19",29.3153
"53","2007-03-20",29.442097
"54","2007-03-21",30.101437
"55","2007-03-22",29.949282
"56","2007-03-23",29.137785
"57","2007-03-26",28.98563
"58","2007-03-27",28.808115
"59","2007-03-28",28.706678
"60","2007-03-29",28.909552
"61","2007-03-30",28.782755
"62","2007-04-02",28.605242
"63","2007-04-03",28.732037
"64","2007-04-04",28.453085
"65","2007-04-05",28.529163
"66","2007-04-09",28.402367
"67","2007-04-10",28.402367
"68","2007-04-11",28.27557
"69","2007-04-12",28.351648
"70","2007-04-13",28.681318
"71","2007-04-16",28.934912
"72","2007-04-17",28.732037
"73","2007-04-18",28.681318
"74","2007-04-19",28.351648
"75","2007-04-20",28.732037
"76","2007-04-23",28.579882
"77","2007-04-24",28.681318
"78","2007-04-25",28.529163
"79","2007-04-26",28.123415
"80","2007-04-27",28.072697
"81","2007-04-30",28.021978
"82","2007-05-01",27.895182
"83","2007-05-02",28.427727
"84","2007-05-03",28.427727
"85","2007-05-04",28.884193
"86","2007-05-07",28.706678
"87","2007-05-08",28.681318
"88","2007-05-09",28.782755
"89","2007-05-10",28.199493
"90","2007-05-11",28.909552
"91","2007-05-14",29.036348
"92","2007-05-15",29.28994
"93","2007-05-16",29.366018
"94","2007-05-17",29.213863
"95","2007-05-18",29.518173
"96","2007-05-21",29.771767
"97","2007-05-22",29.97464
"98","2007-05-23",29.923922
"99","2007-05-24",29.34066
"100","2007-05-25",29.746407
"101","2007-05-29",30.6847
"102","2007-05-30",31.318682
"103","2007-05-31",31.546915
"104","2007-06-01",32.33305
"105","2007-06-04",32.68808
"106","2007-06-05",32.282333
"107","2007-06-06",31.597633
"108","2007-06-07",29.543533
"109","2007-06-08",30.32967
"110","2007-06-11",30.050718
"111","2007-06-12",29.568893
"112","2007-06-13",29.568893
"113","2007-06-14",29.3153
"114","2007-06-15",29.923922
"115","2007-06-18",29.923922
"116","2007-06-19",29.239222
"117","2007-06-20",28.199493
"118","2007-06-21",28.021978
"119","2007-06-22",27.666948
"120","2007-06-25",27.28656
"121","2007-06-26",26.27219
"122","2007-06-27",26.398985
"123","2007-06-28",26.120033
"124","2007-06-29",26.170752
"125","2007-07-02",25.91716
"126","2007-07-03",25.612848
