"","date","HOV"
"179","2007-09-18",363.75
"180","2007-09-19",324
"181","2007-09-20",307.25
"182","2007-09-21",307.5
"183","2007-09-24",275
"184","2007-09-25",270.25
"185","2007-09-26",271.5
"186","2007-09-27",271.75
"187","2007-09-28",277.25
"188","2007-10-01",290.25
"189","2007-10-02",312.5
"190","2007-10-03",321.5
"191","2007-10-04",301.5
"192","2007-10-05",311.5
"193","2007-10-08",296.25
"194","2007-10-09",301.5
"195","2007-10-10",315.75
"196","2007-10-11",310.25
"197","2007-10-12",301.75
"198","2007-10-15",291
"199","2007-10-16",276.25
"200","2007-10-17",264
"201","2007-10-18",257
"202","2007-10-19",263.75
"203","2007-10-22",286
"204","2007-10-23",281
"205","2007-10-24",291
"206","2007-10-25",290.75
"207","2007-10-26",296.5
"208","2007-10-29",284.75
"209","2007-10-30",306.75
"210","2007-10-31",284.25
"211","2007-11-01",261.25
"212","2007-11-02",258.5
"213","2007-11-05",252.75
"214","2007-11-06",251
"215","2007-11-07",237
"216","2007-11-08",229.75
"217","2007-11-09",226.5
"218","2007-11-12",231.75
"219","2007-11-13",246.75
"220","2007-11-14",244.75
"221","2007-11-15",234.75
"222","2007-11-16",228
"223","2007-11-19",212.5
"224","2007-11-20",194.5
"225","2007-11-21",178
"226","2007-11-23",181.25
"227","2007-11-26",173.25
"228","2007-11-27",175.25
"229","2007-11-28",190.5
"230","2007-11-29",181.75
"231","2007-11-30",189
"232","2007-12-03",185.75
"233","2007-12-04",181
"234","2007-12-05",191.5
"235","2007-12-06",225.25
"236","2007-12-07",234.75
"237","2007-12-10",239.75
"238","2007-12-11",212
"239","2007-12-12",209.5
"240","2007-12-13",214.25
"241","2007-12-14",205.75
"242","2007-12-17",198.75
"243","2007-12-18",210
"244","2007-12-19",186
"245","2007-12-20",173
"246","2007-12-21",176.25
"247","2007-12-24",177.75
"248","2007-12-26",175.5
"249","2007-12-27",173.5
"250","2007-12-28",170.25
"251","2007-12-31",179.25
"252","2008-01-02",171.5
"253","2008-01-03",161.25
"254","2008-01-04",146.5
"255","2008-01-07",141
"256","2008-01-08",127.25
"257","2008-01-09",120
"258","2008-01-10",142.5
"259","2008-01-11",147.5
"260","2008-01-14",149.75
"261","2008-01-15",148.25
"262","2008-01-16",165.75
"263","2008-01-17",163.75
"264","2008-01-18",151
"265","2008-01-22",163.5
"266","2008-01-23",202.5
"267","2008-01-24",182.75
"268","2008-01-25",182.25
"269","2008-01-28",219.5
"270","2008-01-29",229.75
"271","2008-01-30",218.75
"272","2008-01-31",249.75
"273","2008-02-01",302.25
"274","2008-02-04",259.75
"275","2008-02-05",261.25
"276","2008-02-06",246.5
"277","2008-02-07",225
"278","2008-02-08",222.5
"279","2008-02-11",230.25
"280","2008-02-12",225.75
"281","2008-02-13",233.25
"282","2008-02-14",224.25
"283","2008-02-15",208.5
"284","2008-02-19",214.25
"285","2008-02-20",216.25
"286","2008-02-21",217.75
"287","2008-02-22",235.25
"288","2008-02-25",247.5
"289","2008-02-26",270.5
"290","2008-02-27",270.75
"291","2008-02-28",248.5
"292","2008-02-29",227.75
"293","2008-03-03",210.75
"294","2008-03-04",227.75
"295","2008-03-05",227
"296","2008-03-06",202.25
"297","2008-03-07",212.5
"298","2008-03-10",214.75
"299","2008-03-11",250
"300","2008-03-12",226
"301","2008-03-13",251.75
"302","2008-03-14",229.25
"303","2008-03-17",214.75
"304","2008-03-18",254.25
"305","2008-03-19",244.75
"306","2008-03-20",286
"307","2008-03-24",305.75
"308","2008-03-25",304.75
"309","2008-03-26",276.25
"310","2008-03-27",282.5
"311","2008-03-28",249.75
"312","2008-03-31",265
"313","2008-04-01",301
"314","2008-04-02",294.25
"315","2008-04-03",310.25
"316","2008-04-04",308.25
"317","2008-04-07",305.5
"318","2008-04-08",299
"319","2008-04-09",274
"320","2008-04-10",283.5
"321","2008-04-11",277.25
"322","2008-04-14",263
"323","2008-04-15",275.25
"324","2008-04-16",296.5
"325","2008-04-17",296.25
"326","2008-04-18",295.25
"327","2008-04-21",290.5
"328","2008-04-22",289.25
"329","2008-04-23",281
"330","2008-04-24",289
"331","2008-04-25",296.25
"332","2008-04-28",301
"333","2008-04-29",304.75
"334","2008-04-30",295.5
"335","2008-05-01",296.25
"336","2008-05-02",291.75
"337","2008-05-05",296.25
"338","2008-05-06",296.75
"339","2008-05-07",278.25
"340","2008-05-08",240
"341","2008-05-09",225
"342","2008-05-12",225
"343","2008-05-13",218.75
"344","2008-05-14",219.75
"345","2008-05-15",234.25
"346","2008-05-16",236.25
"347","2008-05-19",228
"348","2008-05-20",222
"349","2008-05-21",207.25
"350","2008-05-22",199.75
"351","2008-05-23",192.25
"352","2008-05-27",199.75
"353","2008-05-28",199.25
"354","2008-05-29",202.5
"355","2008-05-30",196.5
"356","2008-06-02",196.75
"357","2008-06-03",208.5
"358","2008-06-04",187.5
"359","2008-06-05",182.75
"360","2008-06-06",177.25
"361","2008-06-09",168.25
"362","2008-06-10",175.5
"363","2008-06-11",159
"364","2008-06-12",160.25
"365","2008-06-13",161.5
"366","2008-06-16",166.75
"367","2008-06-17",164
"368","2008-06-18",161.75
"369","2008-06-19",167.5
"370","2008-06-20",158.25
"371","2008-06-23",151
"372","2008-06-24",152
"373","2008-06-25",156.75
"374","2008-06-26",148.5
"375","2008-06-27",149.5
"376","2008-06-30",137
"377","2008-07-01",140.75
"378","2008-07-02",131.75
"379","2008-07-03",124.5
"380","2008-07-07",116
"381","2008-07-08",141
"382","2008-07-09",125
"383","2008-07-10",123.25
"384","2008-07-11",120.25
"385","2008-07-14",123.75
"386","2008-07-15",123.75
"387","2008-07-16",141.75
"388","2008-07-17",171
"389","2008-07-18",164.5
"390","2008-07-21",163.25
"391","2008-07-22",177.25
"392","2008-07-23",195.25
"393","2008-07-24",178.25
"394","2008-07-25",171.25
"395","2008-07-28",157
"396","2008-07-29",179.75
"397","2008-07-30",177
"398","2008-07-31",175.75
"399","2008-08-01",170.5
"400","2008-08-04",165.25
"401","2008-08-05",173.25
"402","2008-08-06",177
"403","2008-08-07",180.25
"404","2008-08-08",191.5
"405","2008-08-11",188
"406","2008-08-12",177.5
"407","2008-08-13",173.5
"408","2008-08-14",179.25
"409","2008-08-15",184
"410","2008-08-18",166.5
"411","2008-08-19",159.5
"412","2008-08-20",161
"413","2008-08-21",168.5
"414","2008-08-22",172.5
"415","2008-08-25",163.25
"416","2008-08-26",160
"417","2008-08-27",172.75
"418","2008-08-28",181.25
"419","2008-08-29",178.5
"420","2008-09-02",184.75
"421","2008-09-03",193.75
"422","2008-09-04",160
"423","2008-09-05",164.75
"424","2008-09-08",181.5
"425","2008-09-09",160.75
"426","2008-09-10",176.25
"427","2008-09-11",184
"428","2008-09-12",189.25
"429","2008-09-15",179.5
"430","2008-09-16",190
"431","2008-09-17",178.5
"432","2008-09-18",213.25
"433","2008-09-19",226.25
"434","2008-09-22",211.5
"435","2008-09-23",203
"436","2008-09-24",203.25
"437","2008-09-25",216.75
"438","2008-09-26",214.75
"439","2008-09-29",190.5
"440","2008-09-30",199.75
"441","2008-10-01",201.5
"442","2008-10-02",181.25
"443","2008-10-03",187.5
"444","2008-10-06",154.75
"445","2008-10-07",136.75
"446","2008-10-08",138
"447","2008-10-09",117.75
"448","2008-10-10",130
"449","2008-10-13",139.75
"450","2008-10-14",129.75
"451","2008-10-15",118.75
"452","2008-10-16",119.25
"453","2008-10-17",121
"454","2008-10-20",127
"455","2008-10-21",122
"456","2008-10-22",111
"457","2008-10-23",94
"458","2008-10-24",97.5
"459","2008-10-27",84.5
"460","2008-10-28",90.25
"461","2008-10-29",86.75
"462","2008-10-30",98.25
"463","2008-10-31",107.25
"464","2008-11-03",108.5
"465","2008-11-04",124.75
"466","2008-11-05",107
"467","2008-11-06",99.75
"468","2008-11-07",100.25
"469","2008-11-10",84
"470","2008-11-11",81.5
"471","2008-11-12",69.5
"472","2008-11-13",77.75
"473","2008-11-14",74.5
"474","2008-11-17",70.5
"475","2008-11-18",68.75
"476","2008-11-19",55.5
"477","2008-11-20",51.25
"478","2008-11-21",53.75
"479","2008-11-24",50.75
"480","2008-11-25",58.25
"481","2008-11-26",62
"482","2008-11-28",54.75
"483","2008-12-01",44.5
"484","2008-12-02",46
"485","2008-12-03",54
"486","2008-12-04",57.25
"487","2008-12-05",58.5
"488","2008-12-08",64
"489","2008-12-09",58.75
"490","2008-12-10",64.25
"491","2008-12-11",56
"492","2008-12-12",54
"493","2008-12-15",51.25
"494","2008-12-16",66.25
"495","2008-12-17",56.75
"496","2008-12-18",53.75
"497","2008-12-19",44
"498","2008-12-22",46.75
"499","2008-12-23",45
"500","2008-12-24",43.75
"501","2008-12-26",44.25
"502","2008-12-29",42.5
"503","2008-12-30",41
"504","2008-12-31",43
"505","2009-01-02",40.75
"506","2009-01-05",47
"507","2009-01-06",54.75
"508","2009-01-07",52.5
"509","2009-01-08",60.25
"510","2009-01-09",58.5
"511","2009-01-12",52.75
"512","2009-01-13",54
"513","2009-01-14",47.25
"514","2009-01-15",43.5
"515","2009-01-16",47.5
"516","2009-01-20",40.25
"517","2009-01-21",41.75
"518","2009-01-22",41.25
"519","2009-01-23",41
"520","2009-01-26",46
"521","2009-01-27",42.75
"522","2009-01-28",47.75
"523","2009-01-29",42.75
"524","2009-01-30",42.25
"525","2009-02-02",41
"526","2009-02-03",42.25
"527","2009-02-04",41.5
"528","2009-02-05",42
"529","2009-02-06",46.5
"530","2009-02-09",46.75
"531","2009-02-10",42.75
"532","2009-02-11",41.75
"533","2009-02-12",37.75
"534","2009-02-13",37.75
"535","2009-02-17",32.5
"536","2009-02-18",30.5
"537","2009-02-19",27.25
"538","2009-02-20",22
"539","2009-02-23",20.25
"540","2009-02-24",24
"541","2009-02-25",22.25
"542","2009-02-26",23
"543","2009-02-27",21.25
"544","2009-03-02",21.75
"545","2009-03-03",18
"546","2009-03-04",18.75
"547","2009-03-05",15.25
"548","2009-03-06",14.5
"549","2009-03-09",15
"550","2009-03-10",15.5
"551","2009-03-11",16.75
"552","2009-03-12",20
"553","2009-03-13",27.5
"554","2009-03-16",22.75
"555","2009-03-17",24
"556","2009-03-18",36
"557","2009-03-19",34.75
"558","2009-03-20",29.5
"559","2009-03-23",37
"560","2009-03-24",38
"561","2009-03-25",42.5
"562","2009-03-26",48.5
"563","2009-03-27",46.75
"564","2009-03-30",38.25
"565","2009-03-31",39
"566","2009-04-01",40
"567","2009-04-02",43.5
"568","2009-04-03",43.25
"569","2009-04-06",40.5
"570","2009-04-07",38.5
"571","2009-04-08",40.5
"572","2009-04-09",44.75
"573","2009-04-13",44.25
"574","2009-04-14",46.75
"575","2009-04-15",56.75
"576","2009-04-16",54.25
"577","2009-04-17",54.5
"578","2009-04-20",46.25
"579","2009-04-21",50.5
"580","2009-04-22",51.25
"581","2009-04-23",53.5
"582","2009-04-24",59.25
"583","2009-04-27",67.25
"584","2009-04-28",73.25
"585","2009-04-29",73.25
"586","2009-04-30",69.25
"587","2009-05-01",67.25
"588","2009-05-04",75
"589","2009-05-05",81.25
"590","2009-05-06",77.5
"591","2009-05-07",69.75
"592","2009-05-08",77.75
"593","2009-05-11",74.25
"594","2009-05-12",72
"595","2009-05-13",63.25
"596","2009-05-14",65.5
"597","2009-05-15",65.25
"598","2009-05-18",71
"599","2009-05-19",69
"600","2009-05-20",72.5
"601","2009-05-21",66.75
"602","2009-05-22",63.75
"603","2009-05-26",69.5
"604","2009-05-27",71.75
"605","2009-05-28",67.25
"606","2009-05-29",67
"607","2009-06-01",69.5
"608","2009-06-02",75.5
"609","2009-06-03",70.5
"610","2009-06-04",67.25
"611","2009-06-05",67.5
"612","2009-06-08",64.5
"613","2009-06-09",67.25
"614","2009-06-10",65.5
"615","2009-06-11",64.25
"616","2009-06-12",63.75
"617","2009-06-15",60
"618","2009-06-16",59.5
"619","2009-06-17",56
"620","2009-06-18",54.75
"621","2009-06-19",58.25
"622","2009-06-22",55.25
"623","2009-06-23",55
"624","2009-06-24",54.75
"625","2009-06-25",58.5
"626","2009-06-26",60
"627","2009-06-29",61.25
"628","2009-06-30",59
"629","2009-07-01",60.25
"630","2009-07-02",57.5
"631","2009-07-06",54.25
"632","2009-07-07",50.75
"633","2009-07-08",45.25
"634","2009-07-09",47
"635","2009-07-10",47.75
"636","2009-07-13",51.75
"637","2009-07-14",55
"638","2009-07-15",59.75
"639","2009-07-16",61.25
"640","2009-07-17",63.25
"641","2009-07-20",67
"642","2009-07-21",65
"643","2009-07-22",67.25
"644","2009-07-23",71.75
"645","2009-07-24",71.25
"646","2009-07-27",77.75
"647","2009-07-28",78.75
"648","2009-07-29",76.75
"649","2009-07-30",80.75
"650","2009-07-31",80
"651","2009-08-03",85.5
"652","2009-08-04",95.25
"653","2009-08-05",105.5
"654","2009-08-06",100.75
"655","2009-08-07",110.5
"656","2009-08-10",100.75
"657","2009-08-11",98
"658","2009-08-12",101.25
"659","2009-08-13",103.5
"660","2009-08-14",101.5
"661","2009-08-17",92.5
"662","2009-08-18",98.5
"663","2009-08-19",98.75
"664","2009-08-20",101
"665","2009-08-21",104.75
"666","2009-08-24",107.25
"667","2009-08-25",114.25
"668","2009-08-26",125
"669","2009-08-27",128
"670","2009-08-28",140.25
"671","2009-08-31",134.25
"672","2009-09-01",125.5
"673","2009-09-02",116.25
"674","2009-09-03",101.25
"675","2009-09-04",98.5
"676","2009-09-08",100.75
"677","2009-09-09",103
"678","2009-09-10",102.75
"679","2009-09-11",99.75
"680","2009-09-14",99
"681","2009-09-15",100
"682","2009-09-16",110.25
"683","2009-09-17",116.25
"684","2009-09-18",115.25
"685","2009-09-21",112.75
"686","2009-09-22",116
"687","2009-09-23",111.75
"688","2009-09-24",104.25
"689","2009-09-25",100.5
"690","2009-09-28",100.5
"691","2009-09-29",100.25
"692","2009-09-30",96
"693","2009-10-01",85.5
"694","2009-10-02",87.5
"695","2009-10-05",93.75
"696","2009-10-06",102.75
"697","2009-10-07",99.25
"698","2009-10-08",107.5
"699","2009-10-09",105.75
"700","2009-10-12",104
"701","2009-10-13",105
"702","2009-10-14",108.25
"703","2009-10-15",105.75
"704","2009-10-16",103.5
"705","2009-10-19",98.5
"706","2009-10-20",94
"707","2009-10-21",93.5
"708","2009-10-22",103.5
"709","2009-10-23",107.5
"710","2009-10-26",101.75
"711","2009-10-27",107.5
"712","2009-10-28",97.25
"713","2009-10-29",102.25
"714","2009-10-30",97.75
"715","2009-11-02",97.5
"716","2009-11-03",105.5
"717","2009-11-04",105.25
"718","2009-11-05",105
"719","2009-11-06",104
"720","2009-11-09",104.75
"721","2009-11-10",101
"722","2009-11-11",110
"723","2009-11-12",106.25
"724","2009-11-13",106.75
"725","2009-11-16",109
"726","2009-11-17",106.25
"727","2009-11-18",106.75
"728","2009-11-19",102
"729","2009-11-20",101.5
"730","2009-11-23",101.5
"731","2009-11-24",101.75
"732","2009-11-25",103
"733","2009-11-27",99.75
"734","2009-11-30",98.25
"735","2009-12-01",100.5
"736","2009-12-02",100.75
"737","2009-12-03",97.5
"738","2009-12-04",98.75
"739","2009-12-07",98
"740","2009-12-08",93.75
"741","2009-12-09",91.75
"742","2009-12-10",91.25
"743","2009-12-11",90
"744","2009-12-14",92.5
"745","2009-12-15",95
"746","2009-12-16",105.75
"747","2009-12-17",99
"748","2009-12-18",101.5
"749","2009-12-21",102.5
"750","2009-12-22",103.25
"751","2009-12-23",103.25
"752","2009-12-24",102.25
"753","2009-12-28",101.5
"754","2009-12-29",99.25
"755","2009-12-30",96.75
"756","2009-12-31",96
"757","2010-01-04",99.5
"758","2010-01-05",100
"759","2010-01-06",99.5
"760","2010-01-07",107.75
"761","2010-01-08",106
"762","2010-01-11",104.75
"763","2010-01-12",100
"764","2010-01-13",105.5
"765","2010-01-14",103.25
"766","2010-01-15",100.25
"767","2010-01-19",100
"768","2010-01-20",97
"769","2010-01-21",94.25
"770","2010-01-22",92.5
"771","2010-01-25",88.5
"772","2010-01-26",89.5
"773","2010-01-27",89.75
"774","2010-01-28",92.25
"775","2010-01-29",91
"776","2010-02-01",93.75
"777","2010-02-02",99.5
"778","2010-02-03",95.75
"779","2010-02-04",90.5
"780","2010-02-05",88.75
"781","2010-02-08",91
"782","2010-02-09",92.5
"783","2010-02-10",92
"784","2010-02-11",95.5
"785","2010-02-12",97
"786","2010-02-16",99
"787","2010-02-17",104.5
"788","2010-02-18",103.75
"789","2010-02-19",103.25
"790","2010-02-22",102
"791","2010-02-23",97.75
"792","2010-02-24",98
"793","2010-02-25",99.25
"794","2010-02-26",97.25
"795","2010-03-01",99
"796","2010-03-02",99.25
"797","2010-03-03",103.5
"798","2010-03-04",102.25
"799","2010-03-05",105
"800","2010-03-08",104.75
"801","2010-03-09",107.25
"802","2010-03-10",111.75
"803","2010-03-11",110.25
"804","2010-03-12",109.5
"805","2010-03-15",108
"806","2010-03-16",113.75
"807","2010-03-17",114.25
"808","2010-03-18",117
"809","2010-03-19",111.75
"810","2010-03-22",114.25
"811","2010-03-23",116.75
"812","2010-03-24",122
"813","2010-03-25",118.75
"814","2010-03-26",120
"815","2010-03-29",117.75
"816","2010-03-30",113
"817","2010-03-31",108.75
"818","2010-04-01",111.75
"819","2010-04-05",116
"820","2010-04-06",116
"821","2010-04-07",114.25
"822","2010-04-08",112
"823","2010-04-09",120.25
"824","2010-04-12",118.75
"825","2010-04-13",115.75
"826","2010-04-14",132
"827","2010-04-15",136
"828","2010-04-16",134.75
"829","2010-04-19",134.5
"830","2010-04-20",141.25
"831","2010-04-21",158
"832","2010-04-22",164.25
"833","2010-04-23",178.5
"834","2010-04-26",180.75
"835","2010-04-27",165
"836","2010-04-28",163.5
"837","2010-04-29",179
"838","2010-04-30",177.75
"839","2010-05-03",199.75
"840","2010-05-04",174.5
"841","2010-05-05",175.5
"842","2010-05-06",160.25
"843","2010-05-07",148.75
"844","2010-05-10",174.75
"845","2010-05-11",181.75
"846","2010-05-12",186.5
"847","2010-05-13",174.5
"848","2010-05-14",172.5
"849","2010-05-17",161.5
"850","2010-05-18",161.25
"851","2010-05-19",154.25
"852","2010-05-20",151.25
"853","2010-05-21",151.75
"854","2010-05-24",148.5
"855","2010-05-25",148.75
"856","2010-05-26",151
"857","2010-05-27",158.75
"858","2010-05-28",154.75
"859","2010-06-01",149.25
"860","2010-06-02",153.75
"861","2010-06-03",131.75
"862","2010-06-04",122.5
"863","2010-06-07",114.5
"864","2010-06-08",118.5
"865","2010-06-09",116
"866","2010-06-10",122.25
"867","2010-06-11",118.25
"868","2010-06-14",118
"869","2010-06-15",121.75
"870","2010-06-16",118.75
"871","2010-06-17",112.25
"872","2010-06-18",105
"873","2010-06-21",101
"874","2010-06-22",97.5
"875","2010-06-23",102.25
"876","2010-06-24",104.75
"877","2010-06-25",109
"878","2010-06-28",100.5
"879","2010-06-29",94.5
"880","2010-06-30",92
"881","2010-07-01",92.75
"882","2010-07-02",89.75
"883","2010-07-06",86.75
"884","2010-07-07",92.5
"885","2010-07-08",93.25
"886","2010-07-09",97.25
"887","2010-07-12",95.75
"888","2010-07-13",106.5
"889","2010-07-14",104.5
"890","2010-07-15",107
"891","2010-07-16",100.75
"892","2010-07-19",96
"893","2010-07-20",101
"894","2010-07-21",98
"895","2010-07-22",101.75
"896","2010-07-23",107.25
"897","2010-07-26",114.25
"898","2010-07-27",113
"899","2010-07-28",105.75
"900","2010-07-29",107.75
"901","2010-07-30",109.25
"902","2010-08-02",116.25
"903","2010-08-03",110.75
"904","2010-08-04",113.75
"905","2010-08-05",111
"906","2010-08-06",110.5
"907","2010-08-09",112.5
"908","2010-08-10",108.25
"909","2010-08-11",102.75
"910","2010-08-12",99
"911","2010-08-13",98
"912","2010-08-16",96.5
"913","2010-08-17",99.75
"914","2010-08-18",102.25
"915","2010-08-19",97.25
"916","2010-08-20",97
"917","2010-08-23",95.25
"918","2010-08-24",93.5
"919","2010-08-25",95.75
"920","2010-08-26",90.5
"921","2010-08-27",91.5
"922","2010-08-30",87.5
"923","2010-08-31",85.5
"924","2010-09-01",92
"925","2010-09-02",97
"926","2010-09-03",100.75
"927","2010-09-07",96.5
"928","2010-09-08",95.25
"929","2010-09-09",95.5
"930","2010-09-10",96
"931","2010-09-13",100.25
"932","2010-09-14",98.5
"933","2010-09-15",96.5
"934","2010-09-16",94.75
"935","2010-09-17",95.5
"936","2010-09-20",104.25
"937","2010-09-21",101.75
"938","2010-09-22",101.25
"939","2010-09-23",95
"940","2010-09-24",96.25
"941","2010-09-27",95.5
"942","2010-09-28",97.5
"943","2010-09-29",97.5
"944","2010-09-30",98.25
"945","2010-10-01",97.25
"946","2010-10-04",98
"947","2010-10-05",97.5
"948","2010-10-06",97
"949","2010-10-07",95.25
"950","2010-10-08",97.5
"951","2010-10-11",95.5
"952","2010-10-12",96
"953","2010-10-13",96.25
"954","2010-10-14",95
"955","2010-10-15",93
"956","2010-10-18",92.75
"957","2010-10-19",92.5
"958","2010-10-20",92.25
"959","2010-10-21",91.25
"960","2010-10-22",92.25
"961","2010-10-25",91
"962","2010-10-26",91.25
"963","2010-10-27",89.25
"964","2010-10-28",89.25
"965","2010-10-29",89
"966","2010-11-01",88.5
"967","2010-11-02",92.5
"968","2010-11-03",91.5
"969","2010-11-04",98
"970","2010-11-05",101
"971","2010-11-08",105
"972","2010-11-09",100.75
"973","2010-11-10",103.25
"974","2010-11-11",102
"975","2010-11-12",99
"976","2010-11-15",96.75
"977","2010-11-16",95
"978","2010-11-17",92.75
"979","2010-11-18",94.25
"980","2010-11-19",93.25
"981","2010-11-22",92.5
"982","2010-11-23",95
"983","2010-11-24",94.75
"984","2010-11-26",92.25
"985","2010-11-29",94.25
"986","2010-11-30",92.75
"987","2010-12-01",95
"988","2010-12-02",100.5
"989","2010-12-03",101.5
"990","2010-12-06",104
"991","2010-12-07",105
"992","2010-12-08",107.5
"993","2010-12-09",109
"994","2010-12-10",109.5
"995","2010-12-13",108.5
"996","2010-12-14",103
"997","2010-12-15",101.5
"998","2010-12-16",102
"999","2010-12-17",105.25
"1000","2010-12-20",110.25
"1001","2010-12-21",109
"1002","2010-12-22",106.25
"1003","2010-12-23",100.75
"1004","2010-12-27",100.25
"1005","2010-12-28",98
"1006","2010-12-29",96.75
"1007","2010-12-30",98.25
"1008","2010-12-31",102.25
"1009","2011-01-03",106
"1010","2011-01-04",104
"1011","2011-01-05",106.25
"1012","2011-01-06",111.75
"1013","2011-01-07",111.25
"1014","2011-01-10",109.5
"1015","2011-01-11",113
"1016","2011-01-12",114.25
"1017","2011-01-13",114.5
"1018","2011-01-14",124
"1019","2011-01-18",123
"1020","2011-01-19",116.5
"1021","2011-01-20",112.75
"1022","2011-01-21",111
"1023","2011-01-24",115
"1024","2011-01-25",111.5
"1025","2011-01-26",120
"1026","2011-01-27",118.25
"1027","2011-01-28",114
"1028","2011-01-31",110.5
"1029","2011-02-01",116.75
"1030","2011-02-02",113
"1031","2011-02-03",112.25
"1032","2011-02-04",106.5
"1033","2011-02-07",108
"1034","2011-02-08",111.25
