"","date","COLB"
"1","2007-01-03",34.689999
"2","2007-01-04",34.900002
"3","2007-01-05",34.32
"4","2007-01-08",34.549999
"5","2007-01-09",34.740002
"6","2007-01-10",34.669998
"7","2007-01-11",34.900002
"8","2007-01-12",34.959999
"9","2007-01-16",34.43
"10","2007-01-17",34.09
"11","2007-01-18",34.02
"12","2007-01-19",34.450001
"13","2007-01-22",34.23
"14","2007-01-23",34.27
"15","2007-01-24",34.580002
"16","2007-01-25",33.779999
"17","2007-01-26",34
"18","2007-01-29",34.200001
"19","2007-01-30",34.200001
"20","2007-01-31",34.110001
"21","2007-02-01",34.470001
"22","2007-02-02",34.669998
"23","2007-02-05",34.25
"24","2007-02-06",34.740002
"25","2007-02-07",35.220001
"26","2007-02-08",34.799999
"27","2007-02-09",34.68
"28","2007-02-12",35.299999
"29","2007-02-13",35.669998
"30","2007-02-14",35.23
"31","2007-02-15",34.650002
"32","2007-02-16",34.91
"33","2007-02-20",35.759998
"34","2007-02-21",35.48
"35","2007-02-22",35.5
"36","2007-02-23",34.950001
"37","2007-02-26",34.459999
"38","2007-02-27",33.27
"39","2007-02-28",33.720001
"40","2007-03-01",33.779999
"41","2007-03-02",33.84
"42","2007-03-05",32.580002
"43","2007-03-06",33.32
"44","2007-03-07",33.139999
"45","2007-03-08",33.18
"46","2007-03-09",33.400002
"47","2007-03-12",33.779999
"48","2007-03-13",32.470001
"49","2007-03-14",33.360001
"50","2007-03-15",33.459999
"51","2007-03-16",33.209999
"52","2007-03-19",33.66
"53","2007-03-20",33.830002
"54","2007-03-21",34.810001
"55","2007-03-22",34.919998
"56","2007-03-23",34.669998
"57","2007-03-26",34.619999
"58","2007-03-27",33.689999
"59","2007-03-28",33.529999
"60","2007-03-29",33.779999
"61","2007-03-30",33.73
"62","2007-04-02",33.41
"63","2007-04-03",33.650002
"64","2007-04-04",33.330002
"65","2007-04-05",33.200001
"66","2007-04-09",32.880001
"67","2007-04-10",33.169998
"68","2007-04-11",32.790001
"69","2007-04-12",33.150002
"70","2007-04-13",33.400002
"71","2007-04-16",34
"72","2007-04-17",33.900002
"73","2007-04-18",33.52
"74","2007-04-19",33.040001
"75","2007-04-20",33.110001
"76","2007-04-23",32.91
"77","2007-04-24",33.02
"78","2007-04-25",33.279999
"79","2007-04-26",31.700001
"80","2007-04-27",30.440001
"81","2007-04-30",30.35
"82","2007-05-01",30.43
"83","2007-05-02",30.57
"84","2007-05-03",30.549999
"85","2007-05-04",30.74
"86","2007-05-07",30.51
"87","2007-05-08",30.68
"88","2007-05-09",30.629999
"89","2007-05-10",30.42
"90","2007-05-11",30.639999
"91","2007-05-14",30.48
"92","2007-05-15",30.4
"93","2007-05-16",30.700001
"94","2007-05-17",30.450001
"95","2007-05-18",30.219999
"96","2007-05-21",30.25
"97","2007-05-22",30.5
"98","2007-05-23",30.43
"99","2007-05-24",30.309999
"100","2007-05-25",30.34
"101","2007-05-29",30.540001
"102","2007-05-30",30.309999
"103","2007-05-31",30.34
"104","2007-06-01",30.530001
"105","2007-06-04",30.540001
"106","2007-06-05",29.91
"107","2007-06-06",29.709999
"108","2007-06-07",29.370001
"109","2007-06-08",29.35
"110","2007-06-11",29.469999
"111","2007-06-12",29.07
"112","2007-06-13",29.57
"113","2007-06-14",29.309999
"114","2007-06-15",30.280001
"115","2007-06-18",29.74
"116","2007-06-19",29.959999
"117","2007-06-20",29.16
"118","2007-06-21",28.629999
"119","2007-06-22",28.610001
"120","2007-06-25",28.690001
"121","2007-06-26",29.08
"122","2007-06-27",29.440001
"123","2007-06-28",29.67
"124","2007-06-29",29.25
"125","2007-07-02",29.33
"126","2007-07-03",29.450001
"127","2007-07-05",29.309999
"128","2007-07-06",29.309999
"129","2007-07-09",28.99
"130","2007-07-10",28.49
"131","2007-07-11",28.4
"132","2007-07-12",28.950001
"133","2007-07-13",28.83
"134","2007-07-16",28.370001
"135","2007-07-17",28.5
"136","2007-07-18",28.129999
"137","2007-07-19",28.139999
"138","2007-07-20",27.08
"139","2007-07-23",27.1
"140","2007-07-24",26.23
"141","2007-07-25",25.75
"142","2007-07-26",26.030001
"143","2007-07-27",26.059999
"144","2007-07-30",25.9
"145","2007-07-31",25.4
"146","2007-08-01",25.719999
"147","2007-08-02",26.51
"148","2007-08-03",25.639999
"149","2007-08-06",26.52
"150","2007-08-07",26.280001
"151","2007-08-08",26.4
"152","2007-08-09",26.35
"153","2007-08-10",27.290001
"154","2007-08-13",26.559999
"155","2007-08-14",26.030001
"156","2007-08-15",25.290001
"157","2007-08-16",29.040001
"158","2007-08-17",32.740002
"159","2007-08-20",31.9
"160","2007-08-21",32.099998
"161","2007-08-22",32.439999
"162","2007-08-23",31.4
"163","2007-08-24",32.220001
"164","2007-08-27",31.639999
"165","2007-08-28",31.469999
"166","2007-08-29",32.02
"167","2007-08-30",31.18
"168","2007-08-31",30.51
"169","2007-09-04",30.879999
"170","2007-09-05",30.51
"171","2007-09-06",30.99
"172","2007-09-07",29.870001
"173","2007-09-10",30.09
"174","2007-09-11",30.879999
"175","2007-09-12",30.299999
"176","2007-09-13",30.360001
"177","2007-09-14",30.190001
"178","2007-09-17",30.35
"179","2007-09-18",32.529999
"180","2007-09-19",33.16
"181","2007-09-20",32.209999
"182","2007-09-21",32.279999
"183","2007-09-24",31.889999
"184","2007-09-25",31.08
"185","2007-09-26",31.530001
"186","2007-09-27",31.889999
"187","2007-09-28",31.82
"188","2007-10-01",32.290001
"189","2007-10-02",33.049999
"190","2007-10-03",32.34
"191","2007-10-04",32.810001
"192","2007-10-05",33.790001
"193","2007-10-08",32.650002
"194","2007-10-09",33.43
"195","2007-10-10",33.389999
"196","2007-10-11",32.75
"197","2007-10-12",33.09
"198","2007-10-15",32.110001
"199","2007-10-16",31.48
"200","2007-10-17",31.35
"201","2007-10-18",30.219999
"202","2007-10-19",29.32
"203","2007-10-22",30.290001
"204","2007-10-23",30.120001
"205","2007-10-24",29.559999
"206","2007-10-25",30.18
"207","2007-10-26",30.65
"208","2007-10-29",30.41
"209","2007-10-30",30.219999
"210","2007-10-31",31.07
"211","2007-11-01",28.41
"212","2007-11-02",28.459999
