"","date","PFBI"
"1","2007-01-03",10.93291
"2","2007-01-04",11.139341
"3","2007-01-05",11.036125
"4","2007-01-08",11.036125
"5","2007-01-09",11.115522
"6","2007-01-10",11.115522
"7","2007-01-11",11.107582
"8","2007-01-12",11.194919
"9","2007-01-16",11.036125
"10","2007-01-17",11.290195
"11","2007-01-18",11.274315
"12","2007-01-19",11.194919
"13","2007-01-22",11.059944
"14","2007-01-23",11.15522
"15","2007-01-24",11.202858
"16","2007-01-25",11.131401
"17","2007-01-26",11.226677
"18","2007-01-29",11.202858
"19","2007-01-30",11.194919
"20","2007-01-31",11.504565
"21","2007-02-01",11.512505
"22","2007-02-02",11.631599
"23","2007-02-05",11.734816
"24","2007-02-06",12.076221
"25","2007-02-07",12.31441
"26","2007-02-08",12.203256
"27","2007-02-09",11.909488
"28","2007-02-12",12.012704
"29","2007-02-13",11.988885
"30","2007-02-14",11.909488
"31","2007-02-15",11.909488
"32","2007-02-16",11.933307
"33","2007-02-20",11.941247
"34","2007-02-21",11.710997
"35","2007-02-22",11.909488
"36","2007-02-23",11.909488
"37","2007-02-26",12.592299
"38","2007-02-27",12.528781
"39","2007-02-28",12.822549
"40","2007-03-01",12.703454
"41","2007-03-02",12.822549
"42","2007-03-05",12.679635
"43","2007-03-06",13.076617
"44","2007-03-07",12.981341
"45","2007-03-08",12.774911
"46","2007-03-09",12.711393
"47","2007-03-12",12.774911
"48","2007-03-13",12.600238
"49","2007-03-14",12.584359
"50","2007-03-15",12.592299
"51","2007-03-16",12.504962
"52","2007-03-19",12.536721
"53","2007-03-20",12.608178
"54","2007-03-21",12.306471
"55","2007-03-22",12.584359
"56","2007-03-23",12.584359
"57","2007-03-26",12.584359
"58","2007-03-27",12.774911
"59","2007-03-28",12.79079
"60","2007-03-29",12.941644
"61","2007-03-30",12.917825
"62","2007-04-02",12.655816
"63","2007-04-03",12.584359
"64","2007-04-04",12.663755
"65","2007-04-05",12.56054
"66","2007-04-09",12.131799
"67","2007-04-10",12.290591
"68","2007-04-11",12.306471
"69","2007-04-12",12.306471
"70","2007-04-13",12.306471
"71","2007-04-16",12.576419
"72","2007-04-17",12.544661
"73","2007-04-18",12.306471
"74","2007-04-19",12.33029
"75","2007-04-20",12.227075
"76","2007-04-23",12.385867
"77","2007-04-24",12.385867
"78","2007-04-25",12.449385
"79","2007-04-26",12.822549
"80","2007-04-27",13.02104
"81","2007-04-30",12.822549
"82","2007-05-01",13.052798
"83","2007-05-02",12.79873
"84","2007-05-03",12.306471
"85","2007-05-04",12.592299
"86","2007-05-07",12.5526
"87","2007-05-08",12.417626
"88","2007-05-09",12.624057
"89","2007-05-10",12.695514
"90","2007-05-11",12.695514
"91","2007-05-14",12.735212
"92","2007-05-15",12.56054
"93","2007-05-16",12.56054
"94","2007-05-17",12.306471
"95","2007-05-18",12.354109
"96","2007-05-21",12.227075
"97","2007-05-22",12.290591
"98","2007-05-23",12.290591
"99","2007-05-24",12.10798
"100","2007-05-25",12.274713
"101","2007-05-29",12.084161
"102","2007-05-30",12.10798
"103","2007-05-31",12.298532
"104","2007-06-01",12.473204
"105","2007-06-04",12.31441
"106","2007-06-05",12.306471
"107","2007-06-06",12.31441
"108","2007-06-07",12.584359
"109","2007-06-08",12.584359
"110","2007-06-11",13.00516
"111","2007-06-12",12.671695
"112","2007-06-13",12.78285
"113","2007-06-14",12.774911
"114","2007-06-15",12.774911
"115","2007-06-18",12.703454
"116","2007-06-19",12.806669
"117","2007-06-20",12.957522
"118","2007-06-21",12.679635
"119","2007-06-22",12.362048
"120","2007-06-25",12.377928
"121","2007-06-26",12.377928
"122","2007-06-27",12.377928
"123","2007-06-28",12.774911
"124","2007-06-29",12.901945
"125","2007-07-02",12.981341
"126","2007-07-03",12.901945
"127","2007-07-05",12.989282
"128","2007-07-06",12.941644
"129","2007-07-09",12.862247
"130","2007-07-10",12.719333
"131","2007-07-11",12.806669
"132","2007-07-12",12.78285
"133","2007-07-13",12.481143
"134","2007-07-16",12.481143
"135","2007-07-17",12.481143
"136","2007-07-18",12.544661
"137","2007-07-19",12.441445
"138","2007-07-20",12.369988
"139","2007-07-23",12.306471
"140","2007-07-24",12.322351
"141","2007-07-25",11.965066
"142","2007-07-26",11.798332
"143","2007-07-27",11.766574
"144","2007-07-30",11.512505
"145","2007-07-31",11.488686
"146","2007-08-01",11.583961
"147","2007-08-02",11.504565
"148","2007-08-03",11.504565
"149","2007-08-06",11.512505
"150","2007-08-07",11.671298
"151","2007-08-08",11.314013
"152","2007-08-09",11.345772
"153","2007-08-10",11.274315
"154","2007-08-13",11.345772
"155","2007-08-14",11.353712
"156","2007-08-15",11.131401
"157","2007-08-16",11.258436
"158","2007-08-17",11.274315
"159","2007-08-20",11.15522
"160","2007-08-21",11.314013
"161","2007-08-22",11.314013
"162","2007-08-23",11.314013
"163","2007-08-24",11.15522
"164","2007-08-27",11.16316
"165","2007-08-28",11.234617
"166","2007-08-29",11.321953
"167","2007-08-30",11.321953
"168","2007-08-31",11.123462
"169","2007-09-04",11.123462
"170","2007-09-05",11.012306
"171","2007-09-06",10.924971
"172","2007-09-07",10.972609
"173","2007-09-10",11.004367
"174","2007-09-11",10.655022
"175","2007-09-12",10.734419
"176","2007-09-13",10.543866
"177","2007-09-14",10.631203
"178","2007-09-17",10.615323
"179","2007-09-18",10.718539
"180","2007-09-19",11.234617
"181","2007-09-20",11.703056
"182","2007-09-21",11.790393
"183","2007-09-24",11.750694
"184","2007-09-25",11.202858
"185","2007-09-26",11.655418
"186","2007-09-27",11.655418
"187","2007-09-28",11.750694
"188","2007-10-01",11.321953
"189","2007-10-02",11.012306
"190","2007-10-03",11.1711
"191","2007-10-04",11.282255
"192","2007-10-05",11.202858
"193","2007-10-08",11.202858
"194","2007-10-09",10.821754
"195","2007-10-10",11.115522
"196","2007-10-11",11.448988
"197","2007-10-12",11.448988
"198","2007-10-15",11.39341
"199","2007-10-16",11.39341
"200","2007-10-17",11.663359
"201","2007-10-18",11.663359
"202","2007-10-19",11.663359
"203","2007-10-22",11.361651
"204","2007-10-23",11.472807
"205","2007-10-24",11.377531
"206","2007-10-25",11.615721
"207","2007-10-26",11.409289
"208","2007-10-29",11.16316
"209","2007-10-30",11.131401
"210","2007-10-31",10.567685
"211","2007-11-01",10.837634
"212","2007-11-02",10.520047
"213","2007-11-05",10.321556
"214","2007-11-06",10.321556
"215","2007-11-07",10.281857
"216","2007-11-08",9.797539
"217","2007-11-09",10.46447
"218","2007-11-12",10.46447
"219","2007-11-13",10.520047
"220","2007-11-14",10.797935
"221","2007-11-15",10.797935
"222","2007-11-16",11.099643
"223","2007-11-19",11.099643
"224","2007-11-20",10.527987
"225","2007-11-21",10.416832
"226","2007-11-23",10.416832
"227","2007-11-26",10.750298
"228","2007-11-27",10.46447
"229","2007-11-28",10.24216
"230","2007-11-29",10.313617
"231","2007-11-30",10.44859
"232","2007-12-03",10.440651
"233","2007-12-04",10.456531
"234","2007-12-05",10.456531
"235","2007-12-06",10.46447
"236","2007-12-07",10.178642
"237","2007-12-10",10.186582
"238","2007-12-11",10.186582
"239","2007-12-12",10.24216
"240","2007-12-13",10.369194
"241","2007-12-14",10.115125
"242","2007-12-17",10.289798
"243","2007-12-18",10.488289
"244","2007-12-19",10.488289
"245","2007-12-20",10.488289
"246","2007-12-21",10.662962
"247","2007-12-24",10.662962
"248","2007-12-26",10.559746
"249","2007-12-27",10.559746
"250","2007-12-28",10.797935
"251","2007-12-31",10.146884
"252","2008-01-02",9.845177
"253","2008-01-03",9.940453
"254","2008-01-04",10.361255
"255","2008-01-07",10.44859
"256","2008-01-08",10.44859
"257","2008-01-09",10.24216
"258","2008-01-10",10.321556
"259","2008-01-11",10.321556
"260","2008-01-14",10.281857
"261","2008-01-15",10.202461
"262","2008-01-16",10.210401
"263","2008-01-17",10.305676
"264","2008-01-18",10.504169
"265","2008-01-22",10.321556
"266","2008-01-23",10.321556
"267","2008-01-24",10.400952
"268","2008-01-25",10.70266
"269","2008-01-28",10.639143
"270","2008-01-29",10.321556
"271","2008-01-30",9.924573
"272","2008-01-31",10.011909
"273","2008-02-01",10.520047
"274","2008-02-04",10.313617
"275","2008-02-05",10.202461
"276","2008-02-06",10.00397
"277","2008-02-07",9.924573
"278","2008-02-08",10.202461
"279","2008-02-11",10.369194
"280","2008-02-12",10.281857
"281","2008-02-13",10.313617
"282","2008-02-14",10.131004
"283","2008-02-15",10.289798
"284","2008-02-19",9.924573
"285","2008-02-20",10.258039
"286","2008-02-21",10.067487
"287","2008-02-22",10.011909
"288","2008-02-25",10.131004
"289","2008-02-26",10.170703
"290","2008-02-27",10.194522
"291","2008-02-28",9.51965
"292","2008-02-29",10.091306
