"","date","MAR"
"1","2007-01-03",44.131077
"2","2007-01-04",43.040382
"3","2007-01-05",42.042912
"4","2007-01-08",42.536987
"5","2007-01-09",43.096317
"6","2007-01-10",43.301403
"7","2007-01-11",43.683613
"8","2007-01-12",43.981922
"9","2007-01-16",44.187008
"10","2007-01-17",44.047176
"11","2007-01-18",43.748867
"12","2007-01-19",43.888699
"13","2007-01-22",43.664967
"14","2007-01-23",44.000565
"15","2007-01-24",44.438705
"16","2007-01-25",43.767513
"17","2007-01-26",43.870056
"18","2007-01-29",43.637001
"19","2007-01-30",43.562424
"20","2007-01-31",44.876846
"21","2007-02-01",45.697197
"22","2007-02-02",45.482788
"23","2007-02-05",46.014149
"24","2007-02-06",46.228561
"25","2007-02-07",46.731956
"26","2007-02-08",47.73875
"27","2007-02-09",45.762451
"28","2007-02-12",45.585331
"29","2007-02-13",45.715843
"30","2007-02-14",45.762451
"31","2007-02-15",46.032795
"32","2007-02-16",45.995506
"33","2007-02-20",46.284492
"34","2007-02-21",46.35907
"35","2007-02-22",46.107372
"36","2007-02-23",46.135338
"37","2007-02-26",45.743809
"38","2007-02-27",44.280231
"39","2007-02-28",44.662437
"40","2007-03-01",44.448029
"41","2007-03-02",44.326839
"42","2007-03-05",43.310726
"43","2007-03-06",44.093788
"44","2007-03-07",44.326839
"45","2007-03-08",45.165836
"46","2007-03-09",45.249733
"47","2007-03-12",45.14719
"48","2007-03-13",44.615826
"49","2007-03-14",44.503963
"50","2007-03-15",44.578537
"51","2007-03-16",44.214973
"52","2007-03-19",45.016682
"53","2007-03-20",45.874317
"54","2007-03-21",46.517548
"55","2007-03-22",46.498901
"56","2007-03-23",46.247204
"57","2007-03-26",46.396358
"58","2007-03-27",46.032795
"59","2007-03-28",45.464142
"60","2007-03-29",45.426853
"61","2007-03-30",45.641266
"62","2007-04-02",46.275169
"63","2007-04-03",46.564159
"64","2007-04-04",46.965012
"65","2007-04-05",46.629414
"66","2007-04-09",46.470936
"67","2007-04-10",46.470936
"68","2007-04-11",46.116695
"69","2007-04-12",46.470936
"70","2007-04-13",46.74128
"71","2007-04-16",47.636204
"72","2007-04-17",48.158245
"73","2007-04-18",48.354012
"74","2007-04-19",44.737015
"75","2007-04-20",44.876846
"76","2007-04-23",44.746338
"77","2007-04-24",44.252262
"78","2007-04-25",43.702255
"79","2007-04-26",43.059029
"80","2007-04-27",43.273438
"81","2007-04-30",42.145458
"82","2007-05-01",42.266644
"83","2007-05-02",42.453087
"84","2007-05-03",42.425121
"85","2007-05-04",42.471733
"86","2007-05-07",42.583599
"87","2007-05-08",42.350544
"88","2007-05-09",41.912403
"89","2007-05-10",41.07341
"90","2007-05-11",41.064087
"91","2007-05-14",42.331902
"92","2007-05-15",42.136135
"93","2007-05-16",42.313255
"94","2007-05-17",41.968334
"95","2007-05-18",42.201389
"96","2007-05-21",41.707317
"97","2007-05-22",42.126812
"98","2007-05-23",42.042912
"99","2007-05-24",41.231884
"100","2007-05-25",41.101376
"101","2007-05-29",41.716637
"102","2007-05-30",42.238678
"103","2007-05-31",42.928516
"104","2007-06-01",43.450558
"105","2007-06-04",44.634472
"106","2007-06-05",44.02853
"107","2007-06-06",42.928516
"108","2007-06-07",42.089523
"109","2007-06-08",42.490376
"110","2007-06-11",42.331902
"111","2007-06-12",42.070881
"112","2007-06-13",42.984451
"113","2007-06-14",42.676819
"114","2007-06-15",43.441235
"115","2007-06-18",43.11496
"116","2007-06-19",43.10564
"117","2007-06-20",42.527664
"118","2007-06-21",42.350544
"119","2007-06-22",41.847149
"120","2007-06-25",41.660706
"121","2007-06-26",40.942898
"122","2007-06-27",40.747135
"123","2007-06-28",40.793743
"124","2007-06-29",40.308994
"125","2007-07-02",40.803066
"126","2007-07-03",41.446297
"127","2007-07-05",44.345486
"128","2007-07-06",43.916664
"129","2007-07-09",43.814121
"130","2007-07-10",42.611565
"131","2007-07-11",43.208183
"132","2007-07-12",41.98698
"133","2007-07-13",41.092052
"134","2007-07-16",41.399685
"135","2007-07-17",42.089523
"136","2007-07-18",42.061558
"137","2007-07-19",42.052235
"138","2007-07-20",41.269173
"139","2007-07-23",41.828503
"140","2007-07-24",40.961544
"141","2007-07-25",40.234417
"142","2007-07-26",38.407272
"143","2007-07-27",37.195393
"144","2007-07-30",38.369984
"145","2007-07-31",38.733547
"146","2007-08-01",39.246265
"147","2007-08-02",40.374249
"148","2007-08-03",38.733547
"149","2007-08-06",39.469997
"150","2007-08-07",39.693729
"151","2007-08-08",40.961544
"152","2007-08-09",40.570011
"153","2007-08-10",39.619152
"154","2007-08-13",39.637798
"155","2007-08-14",38.873383
"156","2007-08-15",38.472527
"157","2007-08-16",38.509815
"158","2007-08-17",39.460678
"159","2007-08-20",39.721695
"160","2007-08-21",39.908138
"161","2007-08-22",40.383568
"162","2007-08-23",40.775101
"163","2007-08-24",41.110699
"164","2007-08-27",40.6912
"165","2007-08-28",39.581863
"166","2007-08-29",40.047974
"167","2007-08-30",40.793743
"168","2007-08-31",41.409008
"169","2007-09-04",41.34375
"170","2007-09-05",40.681877
"171","2007-09-06",40.663235
"172","2007-09-07",39.535255
"173","2007-09-10",39.106434
"174","2007-09-11",39.852207
"175","2007-09-12",39.348812
"176","2007-09-13",39.889496
"177","2007-09-14",40.113228
"178","2007-09-17",39.973396
"179","2007-09-18",41.185276
"180","2007-09-19",41.623417
"181","2007-09-20",41.082729
"182","2007-09-21",41.623417
"183","2007-09-24",41.679348
"184","2007-09-25",40.318314
"185","2007-09-26",40.057293
"186","2007-09-27",40.392891
"187","2007-09-28",40.523403
"188","2007-10-01",41.054764
"189","2007-10-02",41.893757
"190","2007-10-03",41.315784
"191","2007-10-04",39.414066
"192","2007-10-05",40.085262
"193","2007-10-08",39.712376
"194","2007-10-09",39.12508
"195","2007-10-10",38.640327
"196","2007-10-11",38.547104
"197","2007-10-12",39.022533
"198","2007-10-15",37.92252
"199","2007-10-16",39.283554
"200","2007-10-17",38.780159
"201","2007-10-18",38.547104
"202","2007-10-19",37.214039
"203","2007-10-22",37.838623
"204","2007-10-23",37.903877
"205","2007-10-24",37.335224
"206","2007-10-25",36.869118
"207","2007-10-26",37.008949
"208","2007-10-29",36.878441
"209","2007-10-30",36.990307
"210","2007-10-31",38.323372
"211","2007-11-01",37.102173
"212","2007-11-02",37.055561
"213","2007-11-05",36.169956
"214","2007-11-06",35.79707
"215","2007-11-07",34.426712
"216","2007-11-08",34.100437
"217","2007-11-09",33.597042
"218","2007-11-12",33.718231
"219","2007-11-13",34.519936
"220","2007-11-14",33.802128
"221","2007-11-15",33.084324
"222","2007-11-16",33.224155
"223","2007-11-19",31.98431
"224","2007-11-20",31.42498
"225","2007-11-21",32.208042
"226","2007-11-23",32.73008
"227","2007-11-26",32.329227
"228","2007-11-27",32.888557
"229","2007-11-28",34.20298
"230","2007-11-29",34.473324
"231","2007-11-30",34.958076
"232","2007-12-03",34.519936
"233","2007-12-04",34.081795
"234","2007-12-05",34.072472
"235","2007-12-06",34.631802
"236","2007-12-07",34.501289
"237","2007-12-10",34.920788
"238","2007-12-11",33.746197
"239","2007-12-12",33.270767
"240","2007-12-13",31.527523
"241","2007-12-14",29.355461
"242","2007-12-17",30.343611
"243","2007-12-18",30.306322
"244","2007-12-19",31.098705
"245","2007-12-20",30.874973
"246","2007-12-21",31.583456
"247","2007-12-24",32.058887
"248","2007-12-26",31.751255
"249","2007-12-27",31.443624
"250","2007-12-28",31.807188
"251","2007-12-31",31.863121
"252","2008-01-02",30.791073
"253","2008-01-03",30.800396
"254","2008-01-04",29.513939
"255","2008-01-07",29.95208
"256","2008-01-08",29.644449
"257","2008-01-09",31.145315
"258","2008-01-10",31.872444
"259","2008-01-11",30.632597
"260","2008-01-14",31.005484
"261","2008-01-15",29.709703
"262","2008-01-16",30.632597
"263","2008-01-17",30.157167
"264","2008-01-18",30.464798
"265","2008-01-22",30.763107
"266","2008-01-23",32.683472
"267","2008-01-24",32.953812
"268","2008-01-25",31.648712
"269","2008-01-28",32.45974
"270","2008-01-29",32.469063
"271","2008-01-30",32.189396
"272","2008-01-31",33.522465
"273","2008-02-01",34.790276
"274","2008-02-04",33.168224
"275","2008-02-05",33.37331
"276","2008-02-06",32.524994
"277","2008-02-07",32.711437
"278","2008-02-08",32.273296
"279","2008-02-11",32.879234
"280","2008-02-12",33.298733
"281","2008-02-13",32.534317
"282","2008-02-14",32.739403
"283","2008-02-15",33.121613
"284","2008-02-19",32.897881
"285","2008-02-20",33.298733
"286","2008-02-21",33.093647
"287","2008-02-22",32.841946
"288","2008-02-25",33.121613
"289","2008-02-26",33.988571
"290","2008-02-27",33.84874
"291","2008-02-28",32.580929
"292","2008-02-29",31.788544
"293","2008-03-03",31.891088
"294","2008-03-04",33.037712
"295","2008-03-05",32.54364
"296","2008-03-06",31.257181
"297","2008-03-07",31.191927
"298","2008-03-10",30.399544
"299","2008-03-11",31.8538
"300","2008-03-12",31.070738
"301","2008-03-13",30.940228
"302","2008-03-14",30.669886
"303","2008-03-17",29.625805
"304","2008-03-18",30.679207
"305","2008-03-19",30.977516
"306","2008-03-20",31.993631
"307","2008-03-24",33.643654
"308","2008-03-25",33.475853
"309","2008-03-26",33.382633
"310","2008-03-27",32.655506
"311","2008-03-28",32.124142
"312","2008-03-31",32.030918
"313","2008-04-01",34.091114
"314","2008-04-02",34.156372
"315","2008-04-03",33.55043
"316","2008-04-04",33.597042
"317","2008-04-07",33.075001
"318","2008-04-08",32.786015
"319","2008-04-09",31.779222
"320","2008-04-10",31.835155
"321","2008-04-11",31.11735
"322","2008-04-14",30.697851
"323","2008-04-15",29.672415
"324","2008-04-16",30.287678
"325","2008-04-17",31.191927
"326","2008-04-18",31.191927
"327","2008-04-21",30.352932
"328","2008-04-22",30.175812
"329","2008-04-23",30.632597
"330","2008-04-24",31.863121
"331","2008-04-25",32.552959
"332","2008-04-28",32.478382
"333","2008-04-29",32.506351
"334","2008-04-30",31.974987
"335","2008-05-01",33.46653
"336","2008-05-02",34.28688
"337","2008-05-05",33.727551
"338","2008-05-06",33.997894
"339","2008-05-07",32.925846
"340","2008-05-08",33.149578
"341","2008-05-09",33.438564
"342","2008-05-12",34.305527
"343","2008-05-13",33.75552
"344","2008-05-14",33.559753
"345","2008-05-15",33.475853
"346","2008-05-16",33.391956
"347","2008-05-19",33.354668
"348","2008-05-20",32.879234
"349","2008-05-21",31.807188
"350","2008-05-22",31.508879
"351","2008-05-23",31.322435
"352","2008-05-27",31.369047
"353","2008-05-28",31.825832
"354","2008-05-29",31.173283
"355","2008-05-30",30.679207
"356","2008-06-02",30.008013
