"","date","BMA"
"1","2007-01-03",32.07
"2","2007-01-04",31.83
"3","2007-01-05",31.700001
"4","2007-01-08",31.719999
"5","2007-01-09",29.559999
"6","2007-01-10",29.450001
"7","2007-01-11",29.85
"8","2007-01-12",31.02
"9","2007-01-16",31.75
"10","2007-01-17",31.83
"11","2007-01-18",31.780001
"12","2007-01-19",31.74
"13","2007-01-22",31.91
"14","2007-01-23",31.59
"15","2007-01-24",33.099998
"16","2007-01-25",33.09
"17","2007-01-26",33.189999
"18","2007-01-29",32.950001
"19","2007-01-30",33.040001
"20","2007-01-31",33
"21","2007-02-01",33.900002
"22","2007-02-02",34.139999
"23","2007-02-05",34.509998
"24","2007-02-06",36.080002
"25","2007-02-07",36.360001
"26","2007-02-08",35.470001
"27","2007-02-09",35.5
"28","2007-02-12",36.900002
"29","2007-02-13",38.810001
"30","2007-02-14",38.450001
"31","2007-02-15",38.360001
"32","2007-02-16",38.509998
"33","2007-02-20",38.720001
"34","2007-02-21",38.32
"35","2007-02-22",38.119999
"36","2007-02-23",37.59
"37","2007-02-26",37.299999
"38","2007-02-27",33.68
"39","2007-02-28",33.560001
"40","2007-03-01",33.02
"41","2007-03-02",31.6
"42","2007-03-05",31
"43","2007-03-06",32.5
"44","2007-03-07",32.099998
"45","2007-03-08",33.349998
"46","2007-03-09",34.029999
"47","2007-03-12",35.48
"48","2007-03-13",34.18
"49","2007-03-14",34.099998
"50","2007-03-15",34.669998
"51","2007-03-16",34
"52","2007-03-19",35.150002
"53","2007-03-20",36.32
"54","2007-03-21",36.869999
"55","2007-03-22",36.75
"56","2007-03-23",35.84
"57","2007-03-26",35.509998
"58","2007-03-27",33.98
"59","2007-03-28",33.830002
"60","2007-03-29",34.23
"61","2007-03-30",33.939999
"62","2007-04-02",34.470001
"63","2007-04-03",34.66
"64","2007-04-04",34.900002
"65","2007-04-05",35.049999
"66","2007-04-09",35.5
"67","2007-04-10",35.98
"68","2007-04-11",36.18
"69","2007-04-12",36.09
"70","2007-04-13",36.98
"71","2007-04-16",37.380001
"72","2007-04-17",36.77
"73","2007-04-18",37.099998
"74","2007-04-19",36.830002
"75","2007-04-20",37.52
"76","2007-04-23",37.150002
"77","2007-04-24",37
"78","2007-04-25",37.200001
"79","2007-04-26",36.799999
"80","2007-04-27",36.900002
"81","2007-04-30",36.200001
"82","2007-05-01",36.610001
"83","2007-05-02",36.610001
"84","2007-05-03",37.450001
"85","2007-05-04",37.049999
"86","2007-05-07",36.849998
"87","2007-05-08",36.509998
"88","2007-05-09",36.549999
"89","2007-05-10",35.099998
"90","2007-05-11",36.080002
"91","2007-05-14",35.349998
"92","2007-05-15",35.299999
"93","2007-05-16",36.209999
"94","2007-05-17",36.310001
"95","2007-05-18",36.880001
"96","2007-05-21",37.900002
"97","2007-05-22",37.099998
"98","2007-05-23",36.700001
"99","2007-05-24",35.669998
"100","2007-05-25",34.990002
"101","2007-05-29",35.599998
"102","2007-05-30",35.75
"103","2007-05-31",35.720001
"104","2007-06-01",35.889999
"105","2007-06-04",34.82
"106","2007-06-05",34.709999
"107","2007-06-06",34
"108","2007-06-07",32.950001
"109","2007-06-08",33.09
"110","2007-06-11",33
"111","2007-06-12",32.549999
"112","2007-06-13",33.279999
"113","2007-06-14",34.23
"114","2007-06-15",35.009998
"115","2007-06-18",34.810001
"116","2007-06-19",35
"117","2007-06-20",34.439999
"118","2007-06-21",33.810001
"119","2007-06-22",33.25
"120","2007-06-25",33.16
"121","2007-06-26",32.77
"122","2007-06-27",33.529999
"123","2007-06-28",33.349998
"124","2007-06-29",32.869999
"125","2007-07-02",33.700001
"126","2007-07-03",33.950001
"127","2007-07-05",33.610001
"128","2007-07-06",32.889999
"129","2007-07-09",33.650002
"130","2007-07-10",33.860001
"131","2007-07-11",34.32
"132","2007-07-12",34
"133","2007-07-13",33.450001
"134","2007-07-16",32.490002
"135","2007-07-17",32.529999
"136","2007-07-18",32
"137","2007-07-19",32
"138","2007-07-20",31.84
"139","2007-07-23",32.130001
"140","2007-07-24",31.42
"141","2007-07-25",30.860001
"142","2007-07-26",28.65
"143","2007-07-27",27.870001
"144","2007-07-30",28.299999
"145","2007-07-31",28.35
"146","2007-08-01",28.49
"147","2007-08-02",29.02
"148","2007-08-03",28.6
"149","2007-08-06",28.33
"150","2007-08-07",27.9
"151","2007-08-08",28.9
"152","2007-08-09",28.860001
"153","2007-08-10",28.4
"154","2007-08-13",27.549999
"155","2007-08-14",27.190001
"156","2007-08-15",25
"157","2007-08-16",23.76
"158","2007-08-17",25.6
"159","2007-08-20",26.85
"160","2007-08-21",26.74
"161","2007-08-22",27.200001
"162","2007-08-23",27.59
"163","2007-08-24",28.4
"164","2007-08-27",28.43
"165","2007-08-28",26.549999
"166","2007-08-29",26.700001
"167","2007-08-30",26.200001
"168","2007-08-31",27.290001
"169","2007-09-04",26.620001
"170","2007-09-05",26.92
"171","2007-09-06",26.83
"172","2007-09-07",26.67
"173","2007-09-10",26.68
"174","2007-09-11",26.4
"175","2007-09-12",26.57
"176","2007-09-13",27.459999
"177","2007-09-14",28.200001
"178","2007-09-17",28.360001
"179","2007-09-18",28.93
"180","2007-09-19",29.24
"181","2007-09-20",28.49
"182","2007-09-21",28.799999
"183","2007-09-24",28.75
"184","2007-09-25",28.58
"185","2007-09-26",28.530001
"186","2007-09-27",29.09
"187","2007-09-28",29.41
"188","2007-10-01",30.190001
"189","2007-10-02",30.85
"190","2007-10-03",30.85
"191","2007-10-04",30.620001
"192","2007-10-05",31.129999
"193","2007-10-08",31.15
"194","2007-10-09",31.610001
"195","2007-10-10",31.23
"196","2007-10-11",30.35
"197","2007-10-12",30.91
"198","2007-10-15",31.43
"199","2007-10-16",31.049999
"200","2007-10-17",31.5
"201","2007-10-18",31.16
"202","2007-10-19",29.790001
"203","2007-10-22",28.799999
"204","2007-10-23",28.129999
"205","2007-10-24",27.68
"206","2007-10-25",28.219999
"207","2007-10-26",28.58
"208","2007-10-29",28.51
"209","2007-10-30",27.809999
"210","2007-10-31",27.65
"211","2007-11-01",26.809999
"212","2007-11-02",27.309999
"213","2007-11-05",27.1
"214","2007-11-06",28.49
"215","2007-11-07",28.209999
"216","2007-11-08",27.9
"217","2007-11-09",28.73
"218","2007-11-12",28.120001
"219","2007-11-13",28.98
"220","2007-11-14",28.92
"221","2007-11-15",28.41
"222","2007-11-16",27.370001
"223","2007-11-19",26.84
"224","2007-11-20",26.370001
"225","2007-11-21",25.99
"226","2007-11-23",26.01
"227","2007-11-26",24.52
"228","2007-11-27",25.49
"229","2007-11-28",25.790001
"230","2007-11-29",25.07
"231","2007-11-30",25.09
"232","2007-12-03",24.950001
"233","2007-12-04",24.6
"234","2007-12-05",24.620001
"235","2007-12-06",24.889999
"236","2007-12-07",25.6
"237","2007-12-10",26.049999
"238","2007-12-11",25.209999
"239","2007-12-12",25
"240","2007-12-13",24.73
"241","2007-12-14",24.299999
"242","2007-12-17",23
"243","2007-12-18",23.110001
"244","2007-12-19",23.299999
"245","2007-12-20",23.549999
"246","2007-12-21",23.940001
"247","2007-12-24",23.9
"248","2007-12-26",24.01
"249","2007-12-27",23.610001
"250","2007-12-28",24.02
"251","2007-12-31",24.74
"252","2008-01-02",24
"253","2008-01-03",23.4
"254","2008-01-04",23.57
"255","2008-01-07",23.290001
"256","2008-01-08",23.110001
"257","2008-01-09",24.370001
"258","2008-01-10",23.51
"259","2008-01-11",23.860001
"260","2008-01-14",24.43
"261","2008-01-15",23
"262","2008-01-16",23.02
"263","2008-01-17",23
"264","2008-01-18",22.24
"265","2008-01-22",21.950001
"266","2008-01-23",23.1
"267","2008-01-24",21.719999
"268","2008-01-25",23.51
"269","2008-01-28",23.68
"270","2008-01-29",23.860001
"271","2008-01-30",24.02
"272","2008-01-31",23.709999
"273","2008-02-01",24
"274","2008-02-04",24
"275","2008-02-05",23.9
"276","2008-02-06",23.129999
"277","2008-02-07",23.15
"278","2008-02-08",22.459999
"279","2008-02-11",22.15
"280","2008-02-12",22.379999
"281","2008-02-13",22.450001
"282","2008-02-14",21.9
"283","2008-02-15",23.24
"284","2008-02-19",23.5
"285","2008-02-20",23.42
"286","2008-02-21",23.23
"287","2008-02-22",23.07
"288","2008-02-25",22.99
"289","2008-02-26",23.700001
"290","2008-02-27",24.01
"291","2008-02-28",24.9
"292","2008-02-29",22.91
"293","2008-03-03",22.67
"294","2008-03-04",22.67
"295","2008-03-05",22.91
"296","2008-03-06",22.43
"297","2008-03-07",22.620001
"298","2008-03-10",22.950001
"299","2008-03-11",23.700001
"300","2008-03-12",23.82
"301","2008-03-13",24.01
"302","2008-03-14",23.700001
"303","2008-03-17",23.280001
"304","2008-03-18",24.42
"305","2008-03-19",23.99
"306","2008-03-20",24.450001
"307","2008-03-24",25.059999
"308","2008-03-25",24.870001
"309","2008-03-26",25.120001
"310","2008-03-27",24.77
"311","2008-03-28",24.98
"312","2008-03-31",25.35
"313","2008-04-01",25.809999
"314","2008-04-02",26.17
"315","2008-04-03",26.25
"316","2008-04-04",26.33
"317","2008-04-07",26.1
"318","2008-04-08",25.57
"319","2008-04-09",24.91
"320","2008-04-10",24.99
"321","2008-04-11",24.799999
"322","2008-04-14",24.6
"323","2008-04-15",24.5
"324","2008-04-16",24.85
"325","2008-04-17",24.49
"326","2008-04-18",24.950001
"327","2008-04-21",24.6
"328","2008-04-22",24
"329","2008-04-23",23.59
"330","2008-04-24",23.860001
"331","2008-04-25",23.4
"332","2008-04-28",23.35
"333","2008-04-29",22.99
"334","2008-04-30",22.6
"335","2008-05-01",22.52
"336","2008-05-02",22.5
"337","2008-05-05",22.200001
"338","2008-05-06",22.07
"339","2008-05-07",21.98
"340","2008-05-08",21.870001
"341","2008-05-09",21.5
"342","2008-05-12",20.83
"343","2008-05-13",20.07
"344","2008-05-14",18.49
"345","2008-05-15",19.059999
"346","2008-05-16",19.059999
"347","2008-05-19",20.65
"348","2008-05-20",21.299999
"349","2008-05-21",21.77
"350","2008-05-22",21.91
"351","2008-05-23",21.200001
"352","2008-05-27",21.68
"353","2008-05-28",22.129999
"354","2008-05-29",22.42
"355","2008-05-30",22.450001
"356","2008-06-02",22.030001
"357","2008-06-03",22.5
"358","2008-06-04",22.25
"359","2008-06-05",21.790001
"360","2008-06-06",21.219999
"361","2008-06-09",21.1
"362","2008-06-10",20.23
"363","2008-06-11",19.66
"364","2008-06-12",19.559999
"365","2008-06-13",19.690001
"366","2008-06-16",18.459999
"367","2008-06-17",18.709999
"368","2008-06-18",19
"369","2008-06-19",18.98
"370","2008-06-20",18.9
"371","2008-06-23",18.83
"372","2008-06-24",18.33
"373","2008-06-25",18.469999
"374","2008-06-26",17.41
"375","2008-06-27",17.370001
"376","2008-06-30",16.620001
"377","2008-07-01",17.33
"378","2008-07-02",16.950001
"379","2008-07-03",16.940001
"380","2008-07-07",16.35
"381","2008-07-08",17.4
"382","2008-07-09",16.08
"383","2008-07-10",16.610001
"384","2008-07-11",16.32
"385","2008-07-14",16.23
"386","2008-07-15",15.51
"387","2008-07-16",16.209999
