"","date","VRS"
"217","2017-05-26",3.54
"218","2017-05-30",3.37
"219","2017-05-31",3.42
"220","2017-06-01",3.4
"221","2017-06-02",3.78
"222","2017-06-05",3.57
"223","2017-06-06",3.61
"224","2017-06-07",3.53
"225","2017-06-08",3.62
"226","2017-06-09",3.75
"227","2017-06-12",3.67
"228","2017-06-13",3.96
"229","2017-06-14",3.71
"230","2017-06-15",3.68
"231","2017-06-16",3.79
"232","2017-06-19",3.8
"233","2017-06-20",4.01
"234","2017-06-21",4.04
"235","2017-06-22",3.97
"236","2017-06-23",4.04
"237","2017-06-26",4.24
"238","2017-06-27",4.31
"239","2017-06-28",4.35
"240","2017-06-29",4.59
"241","2017-06-30",4.69
"242","2017-07-03",4.82
"243","2017-07-05",4.51
"244","2017-07-06",4.55
"245","2017-07-07",4.62
"246","2017-07-10",4.78
"247","2017-07-11",4.66
"248","2017-07-12",4.61
"249","2017-07-13",4.92
"250","2017-07-14",4.81
"251","2017-07-17",4.72
"252","2017-07-18",4.9
"253","2017-07-19",5.01
"254","2017-07-20",5.11
"255","2017-07-21",5.01
"256","2017-07-24",4.99
"257","2017-07-25",4.99
"258","2017-07-26",4.85
"259","2017-07-27",4.87
"260","2017-07-28",4.77
"261","2017-07-31",4.78
"262","2017-08-01",4.74
"263","2017-08-02",4.81
"264","2017-08-03",4.75
"265","2017-08-04",4.8
"266","2017-08-07",4.69
"267","2017-08-08",4.67
"268","2017-08-09",4.29
"269","2017-08-10",4.01
"270","2017-08-11",3.93
"271","2017-08-14",3.99
"272","2017-08-15",3.97
"273","2017-08-16",4
"274","2017-08-17",3.93
"275","2017-08-18",3.86
"276","2017-08-21",3.96
"277","2017-08-22",3.99
"278","2017-08-23",4.07
"279","2017-08-24",4.44
"280","2017-08-25",4.82
"281","2017-08-28",5.3
"282","2017-08-29",5.06
"283","2017-08-30",5.23
"284","2017-08-31",5.32
"285","2017-09-01",5.38
"286","2017-09-05",5.29
"287","2017-09-06",5.3
"288","2017-09-07",5.25
"289","2017-09-08",5.13
"290","2017-09-11",5.23
"291","2017-09-12",5.21
"292","2017-09-13",5.15
"293","2017-09-14",5.06
"294","2017-09-15",5
"295","2017-09-18",5.05
"296","2017-09-19",5.03
"297","2017-09-20",5.01
"298","2017-09-21",5.05
"299","2017-09-22",4.96
"300","2017-09-25",4.92
"301","2017-09-26",4.96
"302","2017-09-27",5.1
"303","2017-09-28",5.04
"304","2017-09-29",5.09
"305","2017-10-02",5.15
"306","2017-10-03",5.37
"307","2017-10-04",5.39
"308","2017-10-05",5.44
"309","2017-10-06",5.53
"310","2017-10-09",5.83
"311","2017-10-10",5.82
"312","2017-10-11",5.89
"313","2017-10-12",5.9
"314","2017-10-13",5.83
"315","2017-10-16",5.84
"316","2017-10-17",5.8
"317","2017-10-18",6
"318","2017-10-19",6.76
"319","2017-10-20",6.91
"320","2017-10-23",7.15
"321","2017-10-24",7.24
"322","2017-10-25",7.15
"323","2017-10-26",7.14
"324","2017-10-27",7.14
"325","2017-10-30",7.02
"326","2017-10-31",7.01
"327","2017-11-01",7.15
"328","2017-11-02",7.14
"329","2017-11-03",7.29
"330","2017-11-06",7.3
"331","2017-11-07",7.36
"332","2017-11-08",7.36
"333","2017-11-09",7.3
"334","2017-11-10",7.2
"335","2017-11-13",7.32
"336","2017-11-14",7.86
"337","2017-11-15",8.99
"338","2017-11-16",9.04
"339","2017-11-17",9.4
"340","2017-11-20",9.58
"341","2017-11-21",10.02
"342","2017-11-22",10.67
"343","2017-11-24",11.15
"344","2017-11-27",10.87
"345","2017-11-28",10.93
"346","2017-11-29",10.91
"347","2017-11-30",11.43
"348","2017-12-01",11.69
"349","2017-12-04",11.97
"350","2017-12-05",12.03
"351","2017-12-06",12.48
"352","2017-12-07",11.55
"353","2017-12-08",12.25
"354","2017-12-11",12.34
"355","2017-12-12",12.47
"356","2017-12-13",12.5
"357","2017-12-14",12.54
"358","2017-12-15",13.61
"359","2017-12-18",14.12
"360","2017-12-19",14.64
"361","2017-12-20",15.23
"362","2017-12-21",15.96
"363","2017-12-22",15.93
"364","2017-12-26",16.49
"365","2017-12-27",16.700001
"366","2017-12-28",16.790001
"367","2017-12-29",17.57
"368","2018-01-02",17.110001
"369","2018-01-03",16.879999
"370","2018-01-04",16.940001
"371","2018-01-05",16.629999
"372","2018-01-08",17.43
"373","2018-01-09",17.24
"374","2018-01-10",16.700001
"375","2018-01-11",16.440001
"376","2018-01-12",16.940001
"377","2018-01-16",17
"378","2018-01-17",17.860001
"379","2018-01-18",16.940001
"380","2018-01-19",17.040001
"381","2018-01-22",16.969999
"382","2018-01-23",16.860001
"383","2018-01-24",16.52
"384","2018-01-25",16.16
"385","2018-01-26",16.33
"386","2018-01-29",16.41
"387","2018-01-30",16.83
"388","2018-01-31",16.059999
"389","2018-02-01",15.93
"390","2018-02-02",15.12
"391","2018-02-05",14.46
"392","2018-02-06",14.71
"393","2018-02-07",14.72
"394","2018-02-08",14.54
"395","2018-02-09",15.11
"396","2018-02-12",15.62
"397","2018-02-13",15.46
"398","2018-02-14",16.389999
"399","2018-02-15",16.77
"400","2018-02-16",17.08
"401","2018-02-20",16.889999
"402","2018-02-21",17.530001
"403","2018-02-22",16.870001
"404","2018-02-23",17.190001
"405","2018-02-26",16.92
"406","2018-02-27",17.4
"407","2018-02-28",17.540001
"408","2018-03-01",17.41
"409","2018-03-02",17.77
"410","2018-03-05",17.68
"411","2018-03-06",17.52
"412","2018-03-07",17.940001
"413","2018-03-08",17.440001
"414","2018-03-09",17.57
"415","2018-03-12",17.25
"416","2018-03-13",17.17
"417","2018-03-14",17.08
"418","2018-03-15",17.35
"419","2018-03-16",17.219999
"420","2018-03-19",17.01
"421","2018-03-20",17.309999
"422","2018-03-21",17.77
"423","2018-03-22",17.83
"424","2018-03-23",15.95
"425","2018-03-26",15.71
"426","2018-03-27",16.360001
"427","2018-03-28",16.620001
"428","2018-03-29",16.84
"429","2018-04-02",15.92
"430","2018-04-03",15.99
"431","2018-04-04",15.94
"432","2018-04-05",16.110001
"433","2018-04-06",16.35
"434","2018-04-09",16.299999
"435","2018-04-10",16.719999
"436","2018-04-11",16.99
"437","2018-04-12",17.18
"438","2018-04-13",16.860001
"439","2018-04-16",16.92
"440","2018-04-17",17.790001
"441","2018-04-18",17.860001
"442","2018-04-19",18.549999
"443","2018-04-20",18.549999
"444","2018-04-23",18.77
"445","2018-04-24",18.620001
"446","2018-04-25",18.75
"447","2018-04-26",18.299999
"448","2018-04-27",18.33
"449","2018-04-30",18.059999
"450","2018-05-01",18.08
"451","2018-05-02",18.799999
"452","2018-05-03",18.73
"453","2018-05-04",18.610001
"454","2018-05-07",18.74
"455","2018-05-08",18.23
"456","2018-05-09",18.139999
"457","2018-05-10",18.379999
"458","2018-05-11",18.98
"459","2018-05-14",18.799999
"460","2018-05-15",18.959999
"461","2018-05-16",20.4
"462","2018-05-17",20.65
"463","2018-05-18",20.690001
"464","2018-05-21",20.370001
"465","2018-05-22",20.030001
"466","2018-05-23",19.950001
"467","2018-05-24",20.1
"468","2018-05-25",20.01
"469","2018-05-29",19.870001
"470","2018-05-30",20.129999
"471","2018-05-31",20.23
"472","2018-06-01",20.49
"473","2018-06-04",21.120001
"474","2018-06-05",21.120001
"475","2018-06-06",21.17
"476","2018-06-07",20.33
"477","2018-06-08",20.209999
"478","2018-06-11",20.110001
"479","2018-06-12",19.68
"480","2018-06-13",19.780001
"481","2018-06-14",19.700001
"482","2018-06-15",19.700001
"483","2018-06-18",19.690001
"484","2018-06-19",19.6
"485","2018-06-20",19.389999
"486","2018-06-21",19.809999
"487","2018-06-22",20.049999
"488","2018-06-25",20.66
"489","2018-06-26",21.35
"490","2018-06-27",21.42
"491","2018-06-28",21.77
"492","2018-06-29",21.76
"493","2018-07-02",21.74
"494","2018-07-03",21.9
"495","2018-07-05",22.18
"496","2018-07-06",22.389999
"497","2018-07-09",22.469999
"498","2018-07-10",21.290001
"499","2018-07-11",20.879999
"500","2018-07-12",20.92
"501","2018-07-13",20.889999
"502","2018-07-16",20.65
"503","2018-07-17",21.209999
"504","2018-07-18",21.209999
"505","2018-07-19",21.85
"506","2018-07-20",21.15
"507","2018-07-23",21.34
"508","2018-07-24",21.17
"509","2018-07-25",21.040001
"510","2018-07-26",21.5
"511","2018-07-27",21.18
"512","2018-07-30",20.360001
"513","2018-07-31",20.870001
"514","2018-08-01",21.530001
"515","2018-08-02",22.459999
"516","2018-08-03",22.01
"517","2018-08-06",22.879999
"518","2018-08-07",23.139999
"519","2018-08-08",24.209999
"520","2018-08-09",25.67
"521","2018-08-10",26.209999
"522","2018-08-13",26.59
"523","2018-08-14",27.440001
"524","2018-08-15",27.440001
"525","2018-08-16",27.6
"526","2018-08-17",28.040001
"527","2018-08-20",28.75
"528","2018-08-21",29.34
"529","2018-08-22",28.889999
"530","2018-08-23",28.799999
"531","2018-08-24",29.190001
"532","2018-08-27",29.5
"533","2018-08-28",30.110001
"534","2018-08-29",30.549999
"535","2018-08-30",30.68
"536","2018-08-31",31.389999
"537","2018-09-04",31.09
"538","2018-09-05",30.379999
"539","2018-09-06",29.969999
"540","2018-09-07",29.809999
"541","2018-09-10",29.59
"542","2018-09-11",29.690001
"543","2018-09-12",30.6
"544","2018-09-13",31.68
"545","2018-09-14",31.02
"546","2018-09-17",28.639999
"547","2018-09-18",29.450001
"548","2018-09-19",29.01
"549","2018-09-20",28.790001
"550","2018-09-21",28.73
"551","2018-09-24",29.67
"552","2018-09-25",30.85
"553","2018-09-26",31.92
"554","2018-09-27",32.279999
"555","2018-09-28",33.669998
"556","2018-10-01",33.41
"557","2018-10-02",33.009998
"558","2018-10-03",33.299999
"559","2018-10-04",33.169998
"560","2018-10-05",33.57
"561","2018-10-08",32.91
"562","2018-10-09",33.049999
"563","2018-10-10",30.709999
"564","2018-10-11",29.389999
"565","2018-10-12",29.559999
"566","2018-10-15",29.16
"567","2018-10-16",30.65
"568","2018-10-17",30.27
"569","2018-10-18",29.41
"570","2018-10-19",29.639999
"571","2018-10-22",30.66
"572","2018-10-23",30.120001
"573","2018-10-24",28.559999
"574","2018-10-25",29.57
"575","2018-10-26",30.280001
"576","2018-10-29",28.059999
"577","2018-10-30",28.299999
"578","2018-10-31",28.110001
"579","2018-11-01",29.209999
"580","2018-11-02",29.32
"581","2018-11-05",28.690001
"582","2018-11-06",28.190001
"583","2018-11-07",31.16
"584","2018-11-08",28.4
"585","2018-11-09",27.35
"586","2018-11-12",26.389999
"587","2018-11-13",26.280001
"588","2018-11-14",25.98
"589","2018-11-15",26.1
"590","2018-11-16",25.98
"591","2018-11-19",25.139999
"592","2018-11-20",24.33
"593","2018-11-21",24.379999
"594","2018-11-23",24.75
"595","2018-11-26",24.49
"596","2018-11-27",23.950001
"597","2018-11-28",25.82
"598","2018-11-29",25.92
"599","2018-11-30",25.219999
"600","2018-12-03",25.93
"601","2018-12-04",25.07
"602","2018-12-06",24.719999
"603","2018-12-07",23.41
"604","2018-12-10",23.16
"605","2018-12-11",23.07
"606","2018-12-12",23.860001
"607","2018-12-13",23.83
"608","2018-12-14",24.030001
"609","2018-12-17",23.280001
"610","2018-12-18",23.25
"611","2018-12-19",22.83
"612","2018-12-20",22.02
"613","2018-12-21",21.57
"614","2018-12-24",21.02
"615","2018-12-26",22.16
"616","2018-12-27",22.25
"617","2018-12-28",22.129999
"618","2018-12-31",22.4
"619","2019-01-02",22.99
"620","2019-01-03",22.24
"621","2019-01-04",23.42
"622","2019-01-07",23.85
"623","2019-01-08",24.49
"624","2019-01-09",24.84
"625","2019-01-10",25.32
"626","2019-01-11",25.540001
"627","2019-01-14",25.02
"628","2019-01-15",24.82
"629","2019-01-16",25.15
"630","2019-01-17",25.23
"631","2019-01-18",25.200001
"632","2019-01-22",25.280001
"633","2019-01-23",25.049999
"634","2019-01-24",25.030001
"635","2019-01-25",25.290001
"636","2019-01-28",25.32
"637","2019-01-29",24.459999
"638","2019-01-30",24.709999
"639","2019-01-31",24.67
"640","2019-02-01",24.860001
"641","2019-02-04",24.950001
"642","2019-02-05",25.540001
"643","2019-02-06",24.959999
"644","2019-02-07",24.129999
"645","2019-02-08",23.959999
"646","2019-02-11",24.299999
"647","2019-02-12",25.34
"648","2019-02-13",25.639999
"649","2019-02-14",25.139999
"650","2019-02-15",25.52
"651","2019-02-19",25.370001
"652","2019-02-20",25.51
"653","2019-02-21",24.870001
"654","2019-02-22",25.799999
"655","2019-02-25",25
"656","2019-02-26",24.76
"657","2019-02-27",24.17
"658","2019-02-28",19.65
"659","2019-03-01",19.84
"660","2019-03-04",19.58
"661","2019-03-05",19
"662","2019-03-06",18.469999
"663","2019-03-07",19.01
"664","2019-03-08",19.4
"665","2019-03-11",19.440001
"666","2019-03-12",19.709999
"667","2019-03-13",19.559999
"668","2019-03-14",19.5
"669","2019-03-15",19.6
"670","2019-03-18",20.559999
"671","2019-03-19",20.559999
"672","2019-03-20",20.5
"673","2019-03-21",20.9
"674","2019-03-22",20.040001
"675","2019-03-25",20.389999
"676","2019-03-26",20.629999
"677","2019-03-27",20.91
"678","2019-03-28",21.049999
"679","2019-03-29",21.42
"680","2019-04-01",22.07
"681","2019-04-02",21.75
"682","2019-04-03",21.719999
"683","2019-04-04",21.6
"684","2019-04-05",22.15
"685","2019-04-08",22.24
"686","2019-04-09",22.049999
"687","2019-04-10",22.459999
"688","2019-04-11",22.629999
"689","2019-04-12",21.360001
"690","2019-04-15",21.84
"691","2019-04-16",22.35
"692","2019-04-17",21.889999
"693","2019-04-18",21.709999
"694","2019-04-22",21.559999
"695","2019-04-23",21.77
"696","2019-04-24",21.959999
"697","2019-04-25",22.309999
"698","2019-04-26",22.780001
"699","2019-04-29",22.809999
"700","2019-04-30",22.32
"701","2019-05-01",22.299999
"702","2019-05-02",22.26
"703","2019-05-03",23.219999
"704","2019-05-06",23.209999
"705","2019-05-07",22.57
"706","2019-05-08",22.450001
"707","2019-05-09",21.540001
"708","2019-05-10",21.219999
"709","2019-05-13",21.48
"710","2019-05-14",21.459999
"711","2019-05-15",21.559999
"712","2019-05-16",21.799999
"713","2019-05-17",21.17
"714","2019-05-20",19.860001
"715","2019-05-21",19.26
"716","2019-05-22",18.48
"717","2019-05-23",17.809999
"718","2019-05-24",18.16
"719","2019-05-28",18.09
"720","2019-05-29",18.190001
"721","2019-05-30",17.940001
"722","2019-05-31",17.219999
"723","2019-06-03",17.030001
"724","2019-06-04",17.209999
"725","2019-06-05",17.309999
"726","2019-06-06",16.67
"727","2019-06-07",17.26
"728","2019-06-10",17.030001
"729","2019-06-11",17.049999
"730","2019-06-12",17.290001
"731","2019-06-13",17.49
"732","2019-06-14",18.15
"733","2019-06-17",17.93
"734","2019-06-18",18.4
"735","2019-06-19",18.52
"736","2019-06-20",19.040001
"737","2019-06-21",18.91
"738","2019-06-24",18.559999
"739","2019-06-25",18.4
"740","2019-06-26",18.790001
"741","2019-06-27",18.870001
"742","2019-06-28",19.049999
"743","2019-07-01",18.809999
"744","2019-07-02",18.68
"745","2019-07-03",19.120001
"746","2019-07-05",19.23
"747","2019-07-08",18.940001
"748","2019-07-09",18.190001
"749","2019-07-10",18.110001
"750","2019-07-11",17.76
"751","2019-07-12",17.83
"752","2019-07-15",17.91
"753","2019-07-16",17.91
"754","2019-07-17",17.43
"755","2019-07-18",17.26
"756","2019-07-19",17.059999
"757","2019-07-22",16.870001
"758","2019-07-23",16.84
"759","2019-07-24",17.5
"760","2019-07-25",16.85
"761","2019-07-26",17.030001
"762","2019-07-29",16.57
"763","2019-07-30",16.959999
"764","2019-07-31",16.18
"765","2019-08-01",15.41
"766","2019-08-02",14.41
"767","2019-08-05",14.14
"768","2019-08-06",13.82
"769","2019-08-07",13.55
"770","2019-08-08",13
"771","2019-08-09",12.21
"772","2019-08-12",11.63
"773","2019-08-13",11.64
"774","2019-08-14",11.35
"775","2019-08-15",10.95
"776","2019-08-16",11.23
"777","2019-08-19",10.99
"778","2019-08-20",10.48
"779","2019-08-21",10.27
"780","2019-08-22",10.23
"781","2019-08-23",9.92
"782","2019-08-26",10.02
"783","2019-08-27",9.94
"784","2019-08-28",10.25
"785","2019-08-29",10.44
"786","2019-08-30",10.21
"787","2019-09-03",9.9
"788","2019-09-04",10.05
"789","2019-09-05",10.42
"790","2019-09-06",10.24
"791","2019-09-09",10.43
"792","2019-09-10",11.23
"793","2019-09-11",11.53
"794","2019-09-12",11.23
"795","2019-09-13",11.64
"796","2019-09-16",11.58
"797","2019-09-17",11.44
"798","2019-09-18",11.57
"799","2019-09-19",11.63
"800","2019-09-20",11.97
"801","2019-09-23",12.56
"802","2019-09-24",12.52
"803","2019-09-25",12.59
"804","2019-09-26",12.46
"805","2019-09-27",12.48
"806","2019-09-30",12.38
"807","2019-10-01",12.3
"808","2019-10-02",12.63
"809","2019-10-03",12.93
"810","2019-10-04",12.5
"811","2019-10-07",12.49
"812","2019-10-08",12.33
"813","2019-10-09",12.26
"814","2019-10-10",12.15
"815","2019-10-11",12.5
"816","2019-10-14",12.55
"817","2019-10-15",12.84
"818","2019-10-16",13.13
"819","2019-10-17",13.25
"820","2019-10-18",13.36
"821","2019-10-21",13.51
"822","2019-10-22",13.85
"823","2019-10-23",14.06
"824","2019-10-24",13.88
"825","2019-10-25",14.18
"826","2019-10-28",14.34
"827","2019-10-29",14.3
"828","2019-10-30",15.03
"829","2019-10-31",14.64
"830","2019-11-01",14.85
"831","2019-11-04",14.86
"832","2019-11-05",15.38
"833","2019-11-06",14.78
"834","2019-11-07",14.8
"835","2019-11-08",14.85
"836","2019-11-11",14.82
"837","2019-11-12",17.870001
"838","2019-11-13",18.709999
"839","2019-11-14",18.25
"840","2019-11-15",18.879999
"841","2019-11-18",18.93
"842","2019-11-19",17.92
"843","2019-11-20",17.75
"844","2019-11-21",17.469999
"845","2019-11-22",17.690001
"846","2019-11-25",18.280001
"847","2019-11-26",18.030001
"848","2019-11-27",18.709999
"849","2019-11-29",18.459999
"850","2019-12-02",18.01
"851","2019-12-03",18.24
"852","2019-12-04",18.190001
"853","2019-12-05",18.27
"854","2019-12-06",18.68
"855","2019-12-09",18.82
"856","2019-12-10",18.5
"857","2019-12-11",18.35
"858","2019-12-12",18.629999
"859","2019-12-13",17.98
"860","2019-12-16",18.1
"861","2019-12-17",18.110001
"862","2019-12-18",18.129999
"863","2019-12-19",18.190001
"864","2019-12-20",17.719999
"865","2019-12-23",17.459999
"866","2019-12-24",17.84
"867","2019-12-26",18.1
"868","2019-12-27",17.52
"869","2019-12-30",17.9
"870","2019-12-31",18.030001
"871","2020-01-02",17.82
"872","2020-01-03",17.200001
"873","2020-01-06",16.709999
"874","2020-01-07",16.4
"875","2020-01-08",16.129999
"876","2020-01-09",16.030001
"877","2020-01-10",16.120001
"878","2020-01-13",16.309999
"879","2020-01-14",16.559999
"880","2020-01-15",16.379999
"881","2020-01-16",16.85
"882","2020-01-17",16.809999
"883","2020-01-21",16.75
"884","2020-01-22",16.77
"885","2020-01-23",16.559999
"886","2020-01-24",16.299999
"887","2020-01-27",16.18
"888","2020-01-28",16.07
"889","2020-01-29",16.1
"890","2020-01-30",15.85
"891","2020-01-31",16.85
"892","2020-02-03",16.809999
"893","2020-02-04",16.77
"894","2020-02-05",18.389999
"895","2020-02-06",18.110001
"896","2020-02-07",17.82
"897","2020-02-10",18.209999
"898","2020-02-11",18.68
"899","2020-02-12",19.129999
"900","2020-02-13",18.950001
"901","2020-02-14",18.870001
"902","2020-02-18",18.58
"903","2020-02-19",18.629999
"904","2020-02-20",18.75
"905","2020-02-21",18.1
"906","2020-02-24",17.65
"907","2020-02-25",16.700001
"908","2020-02-26",15.95
"909","2020-02-27",16.790001
"910","2020-02-28",16.309999
"911","2020-03-02",15.94
"912","2020-03-03",15.11
"913","2020-03-04",16.030001
"914","2020-03-05",15.86
"915","2020-03-06",15.76
"916","2020-03-09",14.3
"917","2020-03-10",14.41
"918","2020-03-11",13.24
"919","2020-03-12",11.4
"920","2020-03-13",13.12
"921","2020-03-16",10.93
"922","2020-03-17",11.51
"923","2020-03-18",10.71
"924","2020-03-19",11.43
"925","2020-03-20",11.27
"926","2020-03-23",11.04
"927","2020-03-24",11.74
"928","2020-03-25",11.16
"929","2020-03-26",11.83
"930","2020-03-27",11.23
"931","2020-03-30",11.35
"932","2020-03-31",11.28
"933","2020-04-01",10.25
"934","2020-04-02",10.61
"935","2020-04-03",10.3
"936","2020-04-06",11.88
"937","2020-04-07",12.45
"938","2020-04-08",13.3
"939","2020-04-09",12.88
"940","2020-04-13",12.25
"941","2020-04-14",12.01
"942","2020-04-15",11.56
"943","2020-04-16",11.41
"944","2020-04-17",11.81
"945","2020-04-20",11.16
"946","2020-04-21",11.14
"947","2020-04-22",11.97
"948","2020-04-23",12.42
"949","2020-04-24",13.05
"950","2020-04-27",13.86
"951","2020-04-28",13.94
"952","2020-04-29",14.71
"953","2020-04-30",13.89
"954","2020-05-01",13.97
"955","2020-05-04",13.44
"956","2020-05-05",13.28
"957","2020-05-06",12.79
"958","2020-05-07",13.12
"959","2020-05-08",14.13
"960","2020-05-11",13.38
"961","2020-05-12",13.52
"962","2020-05-13",13.56
"963","2020-05-14",13.65
"964","2020-05-15",13.75
"965","2020-05-18",14.09
"966","2020-05-19",13.33
"967","2020-05-20",13.89
"968","2020-05-21",13.78
"969","2020-05-22",13.98
"970","2020-05-26",14.28
"971","2020-05-27",14.55
"972","2020-05-28",14.66
"973","2020-05-29",14.38
"974","2020-06-01",14.59
"975","2020-06-02",15.23
"976","2020-06-03",15.55
"977","2020-06-04",16.040001
"978","2020-06-05",16.6
"979","2020-06-08",17.01
"980","2020-06-09",16.16
"981","2020-06-10",13.78
"982","2020-06-11",12.3
"983","2020-06-12",12.42
