"","date","AFYA"
"1","2019-07-19",23.844999
"2","2019-07-22",23.559999
"3","2019-07-23",24.52
"4","2019-07-24",27.450001
"5","2019-07-25",27.66
"6","2019-07-26",28.15
"7","2019-07-29",28.620001
"8","2019-07-30",28.620001
"9","2019-07-31",28.92
"10","2019-08-01",26.93
"11","2019-08-02",26.84
"12","2019-08-05",25.690001
"13","2019-08-06",26.27
"14","2019-08-07",25.27
"15","2019-08-08",25.48
"16","2019-08-09",24.91
"17","2019-08-12",25.09
"18","2019-08-13",25.059999
"19","2019-08-14",24.450001
"20","2019-08-15",24.99
"21","2019-08-16",25.59
"22","2019-08-19",27.030001
"23","2019-08-20",28.290001
"24","2019-08-21",28.34
"25","2019-08-22",30.52
"26","2019-08-23",30.34
"27","2019-08-26",31.459999
"28","2019-08-27",32.32
"29","2019-08-28",31.66
"30","2019-08-29",31.389999
"31","2019-08-30",21.9
"32","2019-09-03",24.85
"33","2019-09-04",24.389999
"34","2019-09-05",25.07
"35","2019-09-06",24.559999
"36","2019-09-09",23.059999
"37","2019-09-10",22.68
"38","2019-09-11",22.719999
"39","2019-09-12",23.67
"40","2019-09-13",24.01
"41","2019-09-16",23.35
"42","2019-09-17",23.129999
"43","2019-09-18",22.969999
"44","2019-09-19",24.02
"45","2019-09-20",23.66
"46","2019-09-23",23.07
"47","2019-09-24",22.629999
"48","2019-09-25",22.870001
"49","2019-09-26",23.51
"50","2019-09-27",25.219999
"51","2019-09-30",25.639999
"52","2019-10-01",25
"53","2019-10-02",25.26
"54","2019-10-03",25.940001
"55","2019-10-04",25.879999
"56","2019-10-07",25.959999
"57","2019-10-08",25.5
"58","2019-10-09",25.18
"59","2019-10-10",25.1
"60","2019-10-11",25.48
"61","2019-10-14",25.290001
"62","2019-10-15",25.969999
"63","2019-10-16",25.93
"64","2019-10-17",25.799999
"65","2019-10-18",25.5
"66","2019-10-21",25.299999
"67","2019-10-22",25.120001
"68","2019-10-23",25.459999
"69","2019-10-24",25.200001
"70","2019-10-25",25.76
"71","2019-10-28",26.870001
"72","2019-10-29",27.469999
"73","2019-10-30",26.66
"74","2019-10-31",27
"75","2019-11-01",26.48
"76","2019-11-04",26.84
"77","2019-11-05",27.15
"78","2019-11-06",27.18
"79","2019-11-07",27.290001
"80","2019-11-08",27
"81","2019-11-11",27.59
"82","2019-11-12",27
"83","2019-11-13",26.530001
"84","2019-11-14",27.129999
"85","2019-11-15",27.65
"86","2019-11-18",27.83
"87","2019-11-19",27.639999
"88","2019-11-20",28.105
"89","2019-11-21",28.120001
"90","2019-11-22",27.65
"91","2019-11-25",27.23
"92","2019-11-26",26.93
"93","2019-11-27",26.93
"94","2019-11-29",27.540001
"95","2019-12-02",29.41
"96","2019-12-03",28.51
"97","2019-12-04",29.389999
"98","2019-12-05",29.709999
"99","2019-12-06",29.33
"100","2019-12-09",28.030001
"101","2019-12-10",27.799999
"102","2019-12-11",27.969999
"103","2019-12-12",27.1
"104","2019-12-13",26.540001
"105","2019-12-16",26.34
"106","2019-12-17",27.99
"107","2019-12-18",28.139999
"108","2019-12-19",28.549999
"109","2019-12-20",28.299999
"110","2019-12-23",27.559999
"111","2019-12-24",27.469999
"112","2019-12-26",27.16
"113","2019-12-27",27.120001
"114","2019-12-30",26.85
"115","2019-12-31",27.120001
"116","2020-01-02",27.58
"117","2020-01-03",27.35
"118","2020-01-06",26.92
"119","2020-01-07",27.469999
"120","2020-01-08",28.059999
"121","2020-01-09",28.26
"122","2020-01-10",28.33
"123","2020-01-13",27.49
"124","2020-01-14",27.299999
"125","2020-01-15",28.27
"126","2020-01-16",28.389999
"127","2020-01-17",28.75
"128","2020-01-21",29.129999
"129","2020-01-22",29.030001
"130","2020-01-23",28.93
"131","2020-01-24",28.85
"132","2020-01-27",28.82
"133","2020-01-28",28.93
"134","2020-01-29",29.1
"135","2020-01-30",29.98
"136","2020-01-31",29.860001
"137","2020-02-03",30.200001
"138","2020-02-04",30.139999
"139","2020-02-05",27.450001
"140","2020-02-06",28.01
"141","2020-02-07",27.42
"142","2020-02-10",27.18
"143","2020-02-11",27.33
"144","2020-02-12",27.459999
"145","2020-02-13",27.58
"146","2020-02-14",27.049999
"147","2020-02-18",26.530001
"148","2020-02-19",26.450001
"149","2020-02-20",26.450001
"150","2020-02-21",26.799999
"151","2020-02-24",26.049999
"152","2020-02-25",25.309999
"153","2020-02-26",24.65
"154","2020-02-27",24.639999
"155","2020-02-28",23.780001
"156","2020-03-02",24.700001
"157","2020-03-03",25.129999
"158","2020-03-04",25.709999
"159","2020-03-05",24.379999
"160","2020-03-06",23.15
"161","2020-03-09",21.379999
"162","2020-03-10",21.389999
"163","2020-03-11",18.940001
"164","2020-03-12",16.98
"165","2020-03-13",19.030001
"166","2020-03-16",17.219999
"167","2020-03-17",20.01
"168","2020-03-18",15.31
"169","2020-03-19",16.67
"170","2020-03-20",15.07
"171","2020-03-23",13.99
"172","2020-03-24",16.559999
"173","2020-03-25",17.99
"174","2020-03-26",18.67
"175","2020-03-27",19.15
"176","2020-03-30",19.700001
"177","2020-03-31",19.059999
"178","2020-04-01",17.950001
"179","2020-04-02",18.93
"180","2020-04-03",18.1
"181","2020-04-06",19.17
"182","2020-04-07",21.42
"183","2020-04-08",21.18
"184","2020-04-09",20.690001
"185","2020-04-13",19.59
"186","2020-04-14",19.379999
"187","2020-04-15",18.48
"188","2020-04-16",19.59
"189","2020-04-17",18.620001
"190","2020-04-20",18.66
"191","2020-04-21",18.66
"192","2020-04-22",19.040001
"193","2020-04-23",18.530001
"194","2020-04-24",17.25
"195","2020-04-27",18.450001
"196","2020-04-28",20.969999
"197","2020-04-29",21.870001
"198","2020-04-30",21.74
"199","2020-05-01",20.25
"200","2020-05-04",20.84
"201","2020-05-05",20.67
"202","2020-05-06",21.469999
"203","2020-05-07",20.690001
"204","2020-05-08",21.4
"205","2020-05-11",21.610001
"206","2020-05-12",20.99
"207","2020-05-13",19.4
"208","2020-05-14",19.790001
"209","2020-05-15",19.91
"210","2020-05-18",20.059999
"211","2020-05-19",19.5
"212","2020-05-20",17.66
"213","2020-05-21",17.9
"214","2020-05-22",16.99
"215","2020-05-26",17.25
"216","2020-05-27",18.049999
"217","2020-05-28",18.85
"218","2020-05-29",19.65
"219","2020-06-01",19.5
"220","2020-06-02",19.84
"221","2020-06-03",21.09
"222","2020-06-04",21
"223","2020-06-05",20.68
"224","2020-06-08",21.01
"225","2020-06-09",21.940001
"226","2020-06-10",22.360001
"227","2020-06-11",21.92
"228","2020-06-12",23.08
"229","2020-06-15",22.540001
"230","2020-06-16",22.92
"231","2020-06-17",23.76
"232","2020-06-18",23.51
"233","2020-06-19",24.209999
"234","2020-06-22",23.809999
"235","2020-06-23",24.17
"236","2020-06-24",23.309999
"237","2020-06-25",23.360001
"238","2020-06-26",22.799999
"239","2020-06-29",22.66
"240","2020-06-30",23.440001
"241","2020-07-01",22.98
"242","2020-07-02",23.4
"243","2020-07-06",24.49
"244","2020-07-07",24.15
"245","2020-07-08",24.32
"246","2020-07-09",24.35
"247","2020-07-10",23.1
"248","2020-07-13",22.780001
"249","2020-07-14",22.92
"250","2020-07-15",22.76
"251","2020-07-16",22.48
"252","2020-07-17",22.99
"253","2020-07-20",23.700001
"254","2020-07-21",26.879999
"255","2020-07-22",26.23
"256","2020-07-23",26.26
"257","2020-07-24",25.299999
"258","2020-07-27",25.07
"259","2020-07-28",24.6
"260","2020-07-29",25.860001
"261","2020-07-30",26.209999
"262","2020-07-31",26.15
"263","2020-08-03",25.82
"264","2020-08-04",25.620001
"265","2020-08-05",26.540001
"266","2020-08-06",26.879999
"267","2020-08-07",26.74
"268","2020-08-10",26.41
"269","2020-08-11",25.83
"270","2020-08-12",25.530001
"271","2020-08-13",25.93
"272","2020-08-14",25.92
"273","2020-08-17",24.75
"274","2020-08-18",24.959999
"275","2020-08-19",25.030001
"276","2020-08-20",24.67
"277","2020-08-21",24.440001
"278","2020-08-24",24.1
"279","2020-08-25",24.219999
"280","2020-08-26",23.6
"281","2020-08-27",23.25
"282","2020-08-28",25.4
"283","2020-08-31",25.57
"284","2020-09-01",25.48
"285","2020-09-02",25.030001
"286","2020-09-03",25.26
"287","2020-09-04",24.85
"288","2020-09-08",25.48
"289","2020-09-09",25.940001
"290","2020-09-10",26
"291","2020-09-11",25.219999
"292","2020-09-14",26.16
"293","2020-09-15",26.610001
"294","2020-09-16",25.43
"295","2020-09-17",24.459999
"296","2020-09-18",23.860001
"297","2020-09-21",24.370001
"298","2020-09-22",25.469999
"299","2020-09-23",24.959999
"300","2020-09-24",25.629999
"301","2020-09-25",25.950001
"302","2020-09-28",27
"303","2020-09-29",26.889999
"304","2020-09-30",27.24
"305","2020-10-01",26.93
"306","2020-10-02",26.709999
"307","2020-10-05",27.450001
"308","2020-10-06",26.620001
"309","2020-10-07",26.6
"310","2020-10-08",26.43
"311","2020-10-09",25.91
"312","2020-10-12",25.860001
"313","2020-10-13",25.92
"314","2020-10-14",27.59
"315","2020-10-15",28.049999
"316","2020-10-16",26.860001
"317","2020-10-19",24.879999
"318","2020-10-20",25.200001
"319","2020-10-21",25.5
"320","2020-10-22",25.25
"321","2020-10-23",26.370001
"322","2020-10-26",25.92
"323","2020-10-27",25.02
"324","2020-10-28",23.870001
"325","2020-10-29",23.99
"326","2020-10-30",24
"327","2020-11-02",24.26
"328","2020-11-03",24.879999
"329","2020-11-04",25.290001
"330","2020-11-05",26.6
"331","2020-11-06",26.09
"332","2020-11-09",26.639999
"333","2020-11-10",26.65
"334","2020-11-11",27.9
"335","2020-11-12",27.1
"336","2020-11-13",27.17
"337","2020-11-16",27.245001
"338","2020-11-17",27.4
"339","2020-11-18",27.799999
"340","2020-11-19",27.41
"341","2020-11-20",27.700001
"342","2020-11-23",27.73
"343","2020-11-24",28.32
"344","2020-11-25",27.299999
"345","2020-11-27",27.790001
