"","date","CTG"
"139","2007-07-23",4.4
"140","2007-07-24",4.45
"141","2007-07-25",4.38
"142","2007-07-26",4.3
"143","2007-07-27",4.18
"144","2007-07-30",4.17
"145","2007-07-31",4.18
"146","2007-08-01",4.19
"147","2007-08-02",4.21
"148","2007-08-03",4.21
"149","2007-08-06",4.2
"150","2007-08-07",4.37
"151","2007-08-08",4.37
"152","2007-08-09",4.46
"153","2007-08-10",4.14
"154","2007-08-13",4.41
"155","2007-08-14",4.41
"156","2007-08-15",4.29
"157","2007-08-16",4.23
"158","2007-08-17",4.2
"159","2007-08-20",4.35
"160","2007-08-21",4.47
"161","2007-08-22",4.48
"162","2007-08-23",4.5
"163","2007-08-24",4.46
"164","2007-08-27",4.49
"165","2007-08-28",4.46
"166","2007-08-29",4.45
"167","2007-08-30",4.47
"168","2007-08-31",4.5
"169","2007-09-04",4.66
"170","2007-09-05",4.77
"171","2007-09-06",4.75
"172","2007-09-07",4.66
"173","2007-09-10",4.58
"174","2007-09-11",4.56
"175","2007-09-12",4.57
"176","2007-09-13",4.44
"177","2007-09-14",4.4
"178","2007-09-17",4.44
"179","2007-09-18",4.49
"180","2007-09-19",4.4
"181","2007-09-20",4.47
"182","2007-09-21",4.41
"183","2007-09-24",4.46
"184","2007-09-25",4.32
"185","2007-09-26",4.38
"186","2007-09-27",4.32
"187","2007-09-28",4.38
"188","2007-10-01",4.34
"189","2007-10-02",4.4
"190","2007-10-03",4.41
"191","2007-10-04",4.4
"192","2007-10-05",4.37
"193","2007-10-08",4.38
"194","2007-10-09",4.36
"195","2007-10-10",4.37
"196","2007-10-11",4.37
"197","2007-10-12",4.34
"198","2007-10-15",4.38
"199","2007-10-16",4.2
"200","2007-10-17",4.19
"201","2007-10-18",4.18
"202","2007-10-19",4.15
"203","2007-10-22",4.33
"204","2007-10-23",4.33
"205","2007-10-24",4.35
"206","2007-10-25",4.58
"207","2007-10-26",4.83
"208","2007-10-29",4.63
"209","2007-10-30",4.76
"210","2007-10-31",4.92
"211","2007-11-01",5.01
"212","2007-11-02",5.3
"213","2007-11-05",5.35
"214","2007-11-06",5.29
"215","2007-11-07",5.24
"216","2007-11-08",4.98
"217","2007-11-09",4.66
"218","2007-11-12",4.61
"219","2007-11-13",4.94
"220","2007-11-14",5.1
"221","2007-11-15",4.99
"222","2007-11-16",4.85
"223","2007-11-19",4.97
"224","2007-11-20",4.87
"225","2007-11-21",4.8
"226","2007-11-23",4.84
"227","2007-11-26",4.93
"228","2007-11-27",5.02
"229","2007-11-28",5.12
"230","2007-11-29",5.02
"231","2007-11-30",5.2
"232","2007-12-03",5.2
"233","2007-12-04",5.25
"234","2007-12-05",5.28
"235","2007-12-06",5.24
"236","2007-12-07",5.02
"237","2007-12-10",5.04
"238","2007-12-11",5.17
"239","2007-12-12",5.4
"240","2007-12-13",5.38
"241","2007-12-14",5.36
"242","2007-12-17",5.31
"243","2007-12-18",5.47
"244","2007-12-19",5.5
"245","2007-12-20",5.65
"246","2007-12-21",5.73
"247","2007-12-24",5.7
"248","2007-12-26",5.9
"249","2007-12-27",5.75
"250","2007-12-28",5.61
"251","2007-12-31",5.53
"252","2008-01-02",5.46
"253","2008-01-03",5.33
"254","2008-01-04",5.28
"255","2008-01-07",5.15
"256","2008-01-08",5.11
"257","2008-01-09",5.19
"258","2008-01-10",5.16
"259","2008-01-11",4.95
"260","2008-01-14",4.84
"261","2008-01-15",4.64
"262","2008-01-16",4.58
"263","2008-01-17",4.14
"264","2008-01-18",4.14
"265","2008-01-22",4.08
"266","2008-01-23",4.25
"267","2008-01-24",4.4
"268","2008-01-25",4.39
"269","2008-01-28",4.32
"270","2008-01-29",4.29
"271","2008-01-30",4.19
"272","2008-01-31",4.17
"273","2008-02-01",4.23
"274","2008-02-04",4.12
"275","2008-02-05",4.06
"276","2008-02-06",4.1
"277","2008-02-07",4.03
"278","2008-02-08",4.07
"279","2008-02-11",4.15
"280","2008-02-12",4.05
"281","2008-02-13",4.14
"282","2008-02-14",4.1
"283","2008-02-15",4.08
"284","2008-02-19",4.15
"285","2008-02-20",4.16
"286","2008-02-21",4.45
"287","2008-02-22",4.19
"288","2008-02-25",4.11
"289","2008-02-26",4.23
"290","2008-02-27",4.34
"291","2008-02-28",4.31
"292","2008-02-29",4.21
"293","2008-03-03",4.18
"294","2008-03-04",4.15
"295","2008-03-05",4.07
"296","2008-03-06",4.21
"297","2008-03-07",4.11
"298","2008-03-10",4.4
"299","2008-03-11",4.34
"300","2008-03-12",4.24
"301","2008-03-13",4.28
"302","2008-03-14",4.07
"303","2008-03-17",4.11
"304","2008-03-18",4.01
"305","2008-03-19",4.05
"306","2008-03-20",3.94
"307","2008-03-24",4.01
"308","2008-03-25",4.02
"309","2008-03-26",4.1
"310","2008-03-27",4.21
"311","2008-03-28",4.23
"312","2008-03-31",4.12
"313","2008-04-01",4.24
"314","2008-04-02",4.4
"315","2008-04-03",4.37
"316","2008-04-04",4.53
"317","2008-04-07",4.56
"318","2008-04-08",4.55
"319","2008-04-09",4.51
"320","2008-04-10",4.56
"321","2008-04-11",4.55
"322","2008-04-14",4.59
"323","2008-04-15",4.61
"324","2008-04-16",4.75
"325","2008-04-17",4.93
"326","2008-04-18",4.91
"327","2008-04-21",4.9
"328","2008-04-22",4.7
"329","2008-04-23",4.61
"330","2008-04-24",4.89
"331","2008-04-25",4.87
"332","2008-04-28",5.06
"333","2008-04-29",4.99
"334","2008-04-30",5.09
"335","2008-05-01",5.1
"336","2008-05-02",5.01
"337","2008-05-05",5.04
"338","2008-05-06",5.12
"339","2008-05-07",5.08
"340","2008-05-08",4.79
"341","2008-05-09",4.54
"342","2008-05-12",4.56
"343","2008-05-13",4.79
"344","2008-05-14",5.25
"345","2008-05-15",5.22
"346","2008-05-16",5.12
"347","2008-05-19",5.03
"348","2008-05-20",4.96
"349","2008-05-21",4.87
"350","2008-05-22",4.82
"351","2008-05-23",4.75
"352","2008-05-27",4.91
"353","2008-05-28",4.8
"354","2008-05-29",5.1
"355","2008-05-30",5.02
"356","2008-06-02",5.11
"357","2008-06-03",5.13
"358","2008-06-04",5.25
"359","2008-06-05",5.4
"360","2008-06-06",5.02
"361","2008-06-09",5.15
"362","2008-06-10",5.03
"363","2008-06-11",5.04
"364","2008-06-12",5.03
"365","2008-06-13",5.02
"366","2008-06-16",5.02
"367","2008-06-17",5
"368","2008-06-18",5.02
"369","2008-06-19",5.18
"370","2008-06-20",5.15
"371","2008-06-23",5.11
"372","2008-06-24",5.06
"373","2008-06-25",5.02
"374","2008-06-26",5.17
"375","2008-06-27",5.14
"376","2008-06-30",5.12
"377","2008-07-01",4.88
"378","2008-07-02",5.01
"379","2008-07-03",5
"380","2008-07-07",5.09
"381","2008-07-08",4.95
"382","2008-07-09",4.98
"383","2008-07-10",5.14
"384","2008-07-11",5.05
"385","2008-07-14",4.92
"386","2008-07-15",4.36
"387","2008-07-16",4.46
"388","2008-07-17",4.46
"389","2008-07-18",4.4
"390","2008-07-21",4.38
"391","2008-07-22",4.25
"392","2008-07-23",5.01
"393","2008-07-24",5.42
"394","2008-07-25",5.28
"395","2008-07-28",5.7
"396","2008-07-29",5.7
"397","2008-07-30",6.26
"398","2008-07-31",6.7
"399","2008-08-01",6.56
"400","2008-08-04",6.45
"401","2008-08-05",6.48
"402","2008-08-06",7.21
"403","2008-08-07",7.02
"404","2008-08-08",6.34
"405","2008-08-11",6.5
"406","2008-08-12",6.4
"407","2008-08-13",6.86
"408","2008-08-14",6.64
"409","2008-08-15",6.38
"410","2008-08-18",6.51
"411","2008-08-19",6.54
"412","2008-08-20",6.21
"413","2008-08-21",6.62
"414","2008-08-22",6.49
"415","2008-08-25",6.65
"416","2008-08-26",6.84
"417","2008-08-27",6.7
"418","2008-08-28",6.96
"419","2008-08-29",6.94
"420","2008-09-02",6.65
"421","2008-09-03",6.6
"422","2008-09-04",6.55
"423","2008-09-05",6.26
"424","2008-09-08",6.51
"425","2008-09-09",6.17
"426","2008-09-10",6.03
"427","2008-09-11",5.92
"428","2008-09-12",6.02
"429","2008-09-15",5.98
"430","2008-09-16",5.99
"431","2008-09-17",5.15
"432","2008-09-18",5.18
"433","2008-09-19",5.97
"434","2008-09-22",6.04
"435","2008-09-23",6.42
"436","2008-09-24",6.42
"437","2008-09-25",6.64
"438","2008-09-26",6.49
"439","2008-09-29",5.5
"440","2008-09-30",6.5
"441","2008-10-01",6.59
"442","2008-10-02",6.75
"443","2008-10-03",6.6
"444","2008-10-06",6.36
"445","2008-10-07",6.06
"446","2008-10-08",5.6
"447","2008-10-09",5.68
"448","2008-10-10",5.85
"449","2008-10-13",6.13
"450","2008-10-14",6.4
"451","2008-10-15",6.25
"452","2008-10-16",6.28
"453","2008-10-17",6.69
"454","2008-10-20",7
"455","2008-10-21",6.72
"456","2008-10-22",6.31
"457","2008-10-23",6.56
"458","2008-10-24",6.15
"459","2008-10-27",5.11
"460","2008-10-28",4.77
"461","2008-10-29",4.98
"462","2008-10-30",4.99
"463","2008-10-31",4.99
"464","2008-11-03",4.75
"465","2008-11-04",4.65
"466","2008-11-05",4.47
"467","2008-11-06",4.28
"468","2008-11-07",4.42
"469","2008-11-10",4.36
"470","2008-11-11",3.92
"471","2008-11-12",3.19
"472","2008-11-13",3.47
"473","2008-11-14",3.58
"474","2008-11-17",3.35
"475","2008-11-18",3.6
"476","2008-11-19",3.59
"477","2008-11-20",3.66
"478","2008-11-21",3.5
"479","2008-11-24",3.57
"480","2008-11-25",3.53
"481","2008-11-26",3.85
"482","2008-11-28",4.22
"483","2008-12-01",3.77
"484","2008-12-02",3.75
"485","2008-12-03",3.68
"486","2008-12-04",3.65
"487","2008-12-05",3.69
"488","2008-12-08",3.63
"489","2008-12-09",3.35
"490","2008-12-10",3.29
"491","2008-12-11",3.41
"492","2008-12-12",3.51
"493","2008-12-15",3.15
"494","2008-12-16",3.5
"495","2008-12-17",3.29
"496","2008-12-18",3.1
"497","2008-12-19",3.19
"498","2008-12-22",3.25
"499","2008-12-23",3.42
"500","2008-12-24",3.25
"501","2008-12-26",3.2
"502","2008-12-29",3
"503","2008-12-30",3.15
"504","2008-12-31",3.22
"505","2009-01-02",3.18
"506","2009-01-05",3.4
"507","2009-01-06",3.88
"508","2009-01-07",3.72
"509","2009-01-08",3.52
"510","2009-01-09",3.54
"511","2009-01-12",3.34
"512","2009-01-13",3.4
"513","2009-01-14",3.5
"514","2009-01-15",3.45
"515","2009-01-16",3.39
"516","2009-01-20",3.38
"517","2009-01-21",3.4
"518","2009-01-22",3.25
"519","2009-01-23",3.15
"520","2009-01-26",3.05
"521","2009-01-27",3.05
"522","2009-01-28",3.07
"523","2009-01-29",3.05
"524","2009-01-30",3.08
"525","2009-02-02",2.74
"526","2009-02-03",3.09
"527","2009-02-04",3.05
"528","2009-02-05",3.04
"529","2009-02-06",3.1
"530","2009-02-09",3.19
"531","2009-02-10",3.33
"532","2009-02-11",3.75
"533","2009-02-12",3.4
"534","2009-02-13",3.17
"535","2009-02-17",3.04
"536","2009-02-18",2.9
"537","2009-02-19",3.01
"538","2009-02-20",2.94
"539","2009-02-23",2.88
"540","2009-02-24",2.85
"541","2009-02-25",2.97
"542","2009-02-26",2.96
"543","2009-02-27",3.1
"544","2009-03-02",3.04
"545","2009-03-03",2.75
"546","2009-03-04",2.88
"547","2009-03-05",2.87
"548","2009-03-06",2.98
"549","2009-03-09",2.81
"550","2009-03-10",2.85
"551","2009-03-11",2.99
"552","2009-03-12",3
"553","2009-03-13",3.47
"554","2009-03-16",3.35
"555","2009-03-17",3.39
"556","2009-03-18",3.45
"557","2009-03-19",3.29
"558","2009-03-20",3.29
"559","2009-03-23",3.43
"560","2009-03-24",3.42
"561","2009-03-25",3.44
"562","2009-03-26",3.42
"563","2009-03-27",3.25
"564","2009-03-30",3.55
"565","2009-03-31",3.45
"566","2009-04-01",3.47
"567","2009-04-02",3.51
"568","2009-04-03",3.67
"569","2009-04-06",3.8
"570","2009-04-07",3.7
"571","2009-04-08",3.8
"572","2009-04-09",3.75
"573","2009-04-13",3.95
"574","2009-04-14",3.83
"575","2009-04-15",3.86
"576","2009-04-16",3.95
"577","2009-04-17",3.94
"578","2009-04-20",3.64
"579","2009-04-21",3.93
"580","2009-04-22",4.02
"581","2009-04-23",4.14
"582","2009-04-24",4.34
"583","2009-04-27",4.22
"584","2009-04-28",4.37
"585","2009-04-29",4.09
"586","2009-04-30",3.92
"587","2009-05-01",3.92
"588","2009-05-04",4.03
"589","2009-05-05",3.94
"590","2009-05-06",4.2
"591","2009-05-07",4.31
"592","2009-05-08",4.4
"593","2009-05-11",4.73
"594","2009-05-12",4.9
"595","2009-05-13",4.78
"596","2009-05-14",4.75
"597","2009-05-15",4.79
"598","2009-05-18",4.86
"599","2009-05-19",4.55
"600","2009-05-20",4.77
"601","2009-05-21",4.03
"602","2009-05-22",4.55
"603","2009-05-26",4.05
"604","2009-05-27",4.78
"605","2009-05-28",4.9
"606","2009-05-29",4.57
"607","2009-06-01",4.71
"608","2009-06-02",4.64
"609","2009-06-03",4.7
"610","2009-06-04",4.92
"611","2009-06-05",4.95
"612","2009-06-08",4.8
"613","2009-06-09",5.45
"614","2009-06-10",6.26
"615","2009-06-11",6.04
"616","2009-06-12",5.76
"617","2009-06-15",5.59
"618","2009-06-16",5.41
"619","2009-06-17",5.72
"620","2009-06-18",5.83
"621","2009-06-19",5.53
"622","2009-06-22",6.06
"623","2009-06-23",5.28
"624","2009-06-24",5.5
"625","2009-06-25",5.7
"626","2009-06-26",6.87
"627","2009-06-29",6.38
"628","2009-06-30",6.11
"629","2009-07-01",6.47
"630","2009-07-02",6.43
"631","2009-07-06",6.72
"632","2009-07-07",6.92
"633","2009-07-08",6.38
"634","2009-07-09",6.37
"635","2009-07-10",6.5
"636","2009-07-13",6.64
"637","2009-07-14",6.49
"638","2009-07-15",6.58
"639","2009-07-16",6.74
"640","2009-07-17",6.62
"641","2009-07-20",6.55
"642","2009-07-21",6.44
"643","2009-07-22",6.6
"644","2009-07-23",6.71
"645","2009-07-24",6.82
"646","2009-07-27",6.72
"647","2009-07-28",6.67
"648","2009-07-29",6.89
"649","2009-07-30",6.86
"650","2009-07-31",6.5
"651","2009-08-03",6.16
"652","2009-08-04",6.21
"653","2009-08-05",6.17
"654","2009-08-06",6.12
"655","2009-08-07",6.48
"656","2009-08-10",6.57
"657","2009-08-11",6.46
"658","2009-08-12",6.32
"659","2009-08-13",5.87
"660","2009-08-14",5.99
"661","2009-08-17",6.18
"662","2009-08-18",6.22
"663","2009-08-19",6.46
"664","2009-08-20",6.46
"665","2009-08-21",6.65
"666","2009-08-24",6.48
"667","2009-08-25",6.56
"668","2009-08-26",7.01
"669","2009-08-27",6.85
"670","2009-08-28",6.62
"671","2009-08-31",6.18
"672","2009-09-01",6.02
"673","2009-09-02",6.68
"674","2009-09-03",6.74
"675","2009-09-04",6.82
"676","2009-09-08",7.24
"677","2009-09-09",7.47
"678","2009-09-10",7.58
"679","2009-09-11",7.45
"680","2009-09-14",7.76
"681","2009-09-15",7.95
"682","2009-09-16",8.08
"683","2009-09-17",8.1
"684","2009-09-18",8.13
"685","2009-09-21",8.07
"686","2009-09-22",8.18
"687","2009-09-23",8.27
"688","2009-09-24",8.13
"689","2009-09-25",8.23
"690","2009-09-28",8.13
"691","2009-09-29",8.17
"692","2009-09-30",8.11
"693","2009-10-01",7.48
"694","2009-10-02",7.21
"695","2009-10-05",7.35
"696","2009-10-06",7.85
"697","2009-10-07",8.09
"698","2009-10-08",8.07
"699","2009-10-09",7.68
"700","2009-10-12",7.69
"701","2009-10-13",7.64
"702","2009-10-14",7.9
"703","2009-10-15",7.86
"704","2009-10-16",7.96
"705","2009-10-19",8.17
"706","2009-10-20",8.37
"707","2009-10-21",8.04
"708","2009-10-22",7.89
"709","2009-10-23",7.67
"710","2009-10-26",7.39
"711","2009-10-27",7.56
"712","2009-10-28",7.75
"713","2009-10-29",7.52
"714","2009-10-30",6.97
"715","2009-11-02",7.13
"716","2009-11-03",6.77
"717","2009-11-04",6.47
"718","2009-11-05",6.99
"719","2009-11-06",6.73
"720","2009-11-09",6.91
"721","2009-11-10",6.72
"722","2009-11-11",6.75
"723","2009-11-12",6.5
"724","2009-11-13",6.88
"725","2009-11-16",7.14
"726","2009-11-17",7.01
"727","2009-11-18",7.13
"728","2009-11-19",6.99
"729","2009-11-20",6.79
"730","2009-11-23",6.92
"731","2009-11-24",6.81
"732","2009-11-25",6.69
"733","2009-11-27",6.28
"734","2009-11-30",6.17
"735","2009-12-01",6.78
"736","2009-12-02",6.8
"737","2009-12-03",6.53
"738","2009-12-04",6.94
"739","2009-12-07",7.13
"740","2009-12-08",6.91
"741","2009-12-09",6.84
"742","2009-12-10",6.38
"743","2009-12-11",6.43
"744","2009-12-14",6.52
"745","2009-12-15",6.54
"746","2009-12-16",6.75
"747","2009-12-17",6.86
"748","2009-12-18",7.22
"749","2009-12-21",7.62
"750","2009-12-22",7.43
"751","2009-12-23",7.33
"752","2009-12-24",7.56
"753","2009-12-28",7.71
"754","2009-12-29",7.82
"755","2009-12-30",7.92
"756","2009-12-31",8.01
"757","2010-01-04",8.2
"758","2010-01-05",8.2
"759","2010-01-06",7.05
"760","2010-01-07",7.14
"761","2010-01-08",7.29
"762","2010-01-11",7.22
"763","2010-01-12",7.1
"764","2010-01-13",7.12
"765","2010-01-14",7.26
"766","2010-01-15",7.25
"767","2010-01-19",7.35
"768","2010-01-20",7.19
"769","2010-01-21",7.08
"770","2010-01-22",7.06
"771","2010-01-25",7.09
"772","2010-01-26",7
"773","2010-01-27",7.1
"774","2010-01-28",6.92
"775","2010-01-29",7.05
"776","2010-02-01",7.01
"777","2010-02-02",7.09
"778","2010-02-03",7.09
"779","2010-02-04",7
"780","2010-02-05",7.09
"781","2010-02-08",7.09
"782","2010-02-09",7.18
"783","2010-02-10",7.16
"784","2010-02-11",7.23
"785","2010-02-12",7.18
"786","2010-02-16",7.18
"787","2010-02-17",7.19
"788","2010-02-18",7.38
"789","2010-02-19",7.46
"790","2010-02-22",7.81
"791","2010-02-23",7.88
"792","2010-02-24",7.94
"793","2010-02-25",7.87
"794","2010-02-26",7.57
"795","2010-03-01",7.66
"796","2010-03-02",7.9
"797","2010-03-03",7.3
"798","2010-03-04",7.51
"799","2010-03-05",7.89
"800","2010-03-08",7.9
"801","2010-03-09",7.96
"802","2010-03-10",7.97
"803","2010-03-11",7.67
"804","2010-03-12",7.72
"805","2010-03-15",7.83
"806","2010-03-16",7.9
"807","2010-03-17",8.1
"808","2010-03-18",7.99
"809","2010-03-19",7.84
"810","2010-03-22",8.01
"811","2010-03-23",7.8
"812","2010-03-24",7.81
"813","2010-03-25",7.81
"814","2010-03-26",7.8
"815","2010-03-29",7.67
"816","2010-03-30",7.59
"817","2010-03-31",7.25
"818","2010-04-01",7.32
"819","2010-04-05",7.45
"820","2010-04-06",7.33
"821","2010-04-07",7.22
"822","2010-04-08",7.4
"823","2010-04-09",7.41
"824","2010-04-12",7.49
"825","2010-04-13",7.81
"826","2010-04-14",8.04
"827","2010-04-15",8.04
"828","2010-04-16",8.03
"829","2010-04-19",8.02
"830","2010-04-20",8.13
"831","2010-04-21",8.07
"832","2010-04-22",8.13
"833","2010-04-23",8.22
"834","2010-04-26",8.16
"835","2010-04-27",8.11
"836","2010-04-28",8.48
"837","2010-04-29",9.21
"838","2010-04-30",9.39
"839","2010-05-03",9.5
"840","2010-05-04",8.9
"841","2010-05-05",8.95
"842","2010-05-06",8.65
"843","2010-05-07",8.2
"844","2010-05-10",8.8
"845","2010-05-11",8.8
"846","2010-05-12",8.99
"847","2010-05-13",8.98
"848","2010-05-14",8.51
"849","2010-05-17",8.59
"850","2010-05-18",8.45
"851","2010-05-19",8.27
"852","2010-05-20",8.09
"853","2010-05-21",7.78
"854","2010-05-24",7.6
"855","2010-05-25",7.62
"856","2010-05-26",7.58
"857","2010-05-27",7.99
"858","2010-05-28",7.73
"859","2010-06-01",7.41
"860","2010-06-02",8.41
"861","2010-06-03",8.1
"862","2010-06-04",8.13
"863","2010-06-07",7.7
"864","2010-06-08",7.74
"865","2010-06-09",7.46
"866","2010-06-10",7.74
"867","2010-06-11",8.02
"868","2010-06-14",7.76
"869","2010-06-15",8.2
"870","2010-06-16",8.02
"871","2010-06-17",8.19
"872","2010-06-18",8.05
"873","2010-06-21",7.69
"874","2010-06-22",7.39
"875","2010-06-23",7.51
"876","2010-06-24",7.43
"877","2010-06-25",7.19
"878","2010-06-28",7.07
"879","2010-06-29",6.56
"880","2010-06-30",6.46
"881","2010-07-01",6.45
"882","2010-07-02",6.26
"883","2010-07-06",6.27
"884","2010-07-07",6.55
"885","2010-07-08",6.73
"886","2010-07-09",7.25
"887","2010-07-12",7.26
"888","2010-07-13",7.85
"889","2010-07-14",7.86
"890","2010-07-15",7.94
"891","2010-07-16",7.75
"892","2010-07-19",7.84
"893","2010-07-20",7.88
"894","2010-07-21",7.69
"895","2010-07-22",8.26
"896","2010-07-23",8.36
"897","2010-07-26",8.44
"898","2010-07-27",8.29
"899","2010-07-28",7.86
"900","2010-07-29",7.85
"901","2010-07-30",8
"902","2010-08-02",8.2
"903","2010-08-03",8.36
"904","2010-08-04",7.78
"905","2010-08-05",7.66
"906","2010-08-06",7.5
"907","2010-08-09",7.76
"908","2010-08-10",7.54
"909","2010-08-11",7.05
"910","2010-08-12",7.01
"911","2010-08-13",7.09
"912","2010-08-16",7.04
"913","2010-08-17",7.11
"914","2010-08-18",7.13
"915","2010-08-19",7.06
"916","2010-08-20",7.18
"917","2010-08-23",6.7
"918","2010-08-24",6.75
"919","2010-08-25",6.93
"920","2010-08-26",6.68
"921","2010-08-27",7.18
"922","2010-08-30",6.55
"923","2010-08-31",6.28
"924","2010-09-01",6.58
"925","2010-09-02",6.75
"926","2010-09-03",7.06
"927","2010-09-07",6.88
"928","2010-09-08",6.98
"929","2010-09-09",7.16
"930","2010-09-10",7.14
"931","2010-09-13",7.38
"932","2010-09-14",7.38
"933","2010-09-15",7.44
"934","2010-09-16",7.38
"935","2010-09-17",7.39
"936","2010-09-20",7.49
"937","2010-09-21",7.43
"938","2010-09-22",7.41
"939","2010-09-23",7.2
"940","2010-09-24",7.45
"941","2010-09-27",7.71
"942","2010-09-28",7.64
"943","2010-09-29",7.55
"944","2010-09-30",7.64
"945","2010-10-01",7.79
"946","2010-10-04",7.79
"947","2010-10-05",8.06
"948","2010-10-06",8.05
"949","2010-10-07",8.02
"950","2010-10-08",8.16
"951","2010-10-11",7.88
"952","2010-10-12",7.83
"953","2010-10-13",8.05
"954","2010-10-14",8.1
"955","2010-10-15",7.9
"956","2010-10-18",8.25
"957","2010-10-19",8.46
"958","2010-10-20",8.48
"959","2010-10-21",7.99
"960","2010-10-22",8.3
"961","2010-10-25",8.23
"962","2010-10-26",8.27
"963","2010-10-27",7.96
"964","2010-10-28",7.9
"965","2010-10-29",7.98
"966","2010-11-01",7.85
"967","2010-11-02",7.98
"968","2010-11-03",7.98
"969","2010-11-04",8.79
"970","2010-11-05",8.96
"971","2010-11-08",8.79
"972","2010-11-09",8.64
"973","2010-11-10",8.93
"974","2010-11-11",8.96
"975","2010-11-12",8.65
"976","2010-11-15",8.8
"977","2010-11-16",8.68
"978","2010-11-17",8.73
"979","2010-11-18",9.04
"980","2010-11-19",9.14
"981","2010-11-22",9.56
"982","2010-11-23",9.93
"983","2010-11-24",10.26
"984","2010-11-26",10.14
"985","2010-11-29",9.87
"986","2010-11-30",9.85
"987","2010-12-01",9.94
"988","2010-12-02",9.83
"989","2010-12-03",9.94
"990","2010-12-06",10.3
"991","2010-12-07",10.99
"992","2010-12-08",10.98
"993","2010-12-09",11.09
"994","2010-12-10",10.94
"995","2010-12-13",10.94
"996","2010-12-14",11
"997","2010-12-15",11.37
"998","2010-12-16",11.77
"999","2010-12-17",11.24
