"","date","CXDO"
"163","2018-11-14",1.825
"164","2018-11-15",1.8
"165","2018-11-16",1.89
"166","2018-11-19",1.85
"167","2018-11-20",1.85
"168","2018-11-21",1.95
"169","2018-11-23",2.12
"170","2018-11-26",2.12
"171","2018-11-27",2.12
"172","2018-11-28",2.12
"173","2018-11-29",2.12
"174","2018-11-30",2.12
"175","2018-12-03",2.12
"176","2018-12-04",2.12
"177","2018-12-06",2.1
"178","2018-12-07",2.09
"179","2018-12-10",2.1
"180","2018-12-11",2.12
"181","2018-12-12",2.17
"182","2018-12-13",2.55
"183","2018-12-14",2.55
"184","2018-12-17",2.55
"185","2018-12-18",2.55
"186","2018-12-19",2.9
"187","2018-12-20",3
"188","2018-12-21",3
"189","2018-12-24",2.59
"190","2018-12-26",2.59
"191","2018-12-27",2.59
"192","2018-12-28",2.59
"193","2018-12-31",2
"194","2019-01-02",1.76
"195","2019-01-03",1.76
"196","2019-01-04",2.5
"197","2019-01-07",2.5
"198","2019-01-08",2.5
"199","2019-01-09",2.5
"200","2019-01-10",2.5
"201","2019-01-11",2.5
"202","2019-01-14",2.5
"203","2019-01-15",2.3
"204","2019-01-16",2.3
"205","2019-01-17",2.25
"206","2019-01-18",2.25
"207","2019-01-22",2.25
"208","2019-01-23",2.25
"209","2019-01-24",2.25
"210","2019-01-25",2.25
"211","2019-01-28",2.25
"212","2019-01-29",2.25
"213","2019-01-30",2.25
"214","2019-01-31",2.25
"215","2019-02-01",2.25
"216","2019-02-04",2.25
"217","2019-02-05",2.25
"218","2019-02-06",2.25
"219","2019-02-07",2.25
"220","2019-02-08",2.25
"221","2019-02-11",2.25
"222","2019-02-12",2.25
"223","2019-02-13",2.25
"224","2019-02-14",2.34
"225","2019-02-15",2.34
"226","2019-02-19",2.36
"227","2019-02-20",2.34
"228","2019-02-21",2.34
"229","2019-02-22",2.34
"230","2019-02-25",2.34
"231","2019-02-26",2.43
"232","2019-02-27",2.457
"233","2019-02-28",2.457
"234","2019-03-01",2.457
"235","2019-03-04",2.5
"236","2019-03-05",2.7
"237","2019-03-06",2.55
"238","2019-03-07",2.75
"239","2019-03-08",2.95
"240","2019-03-11",2.95
"241","2019-03-12",2.9
"242","2019-03-13",2.8
"243","2019-03-14",2.86
"244","2019-03-15",2.85
"245","2019-03-18",2.95
"246","2019-03-19",2.95
"247","2019-03-20",2.95
"248","2019-03-21",2.96
"249","2019-03-22",2.96
"250","2019-03-25",2.96
"251","2019-03-26",2.75
"252","2019-03-27",3
"253","2019-03-28",3
"254","2019-03-29",3
"255","2019-04-01",3
"256","2019-04-02",3
"257","2019-04-03",2.95
"258","2019-04-04",3
"259","2019-04-05",3
"260","2019-04-08",3
"261","2019-04-09",3
"262","2019-04-10",2.99
"263","2019-04-11",2.99
"264","2019-04-12",2.99
"265","2019-04-15",2.99
"266","2019-04-16",3
"267","2019-04-17",3
"268","2019-04-18",2.95
"269","2019-04-22",2.94
"270","2019-04-23",2.95
"271","2019-04-24",2.95
"272","2019-04-25",2.95
"273","2019-04-26",2.95
"274","2019-04-29",3.05
"275","2019-04-30",3.06
"276","2019-05-01",3.5
"277","2019-05-02",3.4
"278","2019-05-03",3.53
"279","2019-05-06",3.48
"280","2019-05-07",3.45
"281","2019-05-08",3.38
"282","2019-05-09",3.38
"283","2019-05-10",3.38
"284","2019-05-13",3.35
"285","2019-05-14",3.36
"286","2019-05-15",3.36
"287","2019-05-16",3.36
"288","2019-05-17",3.36
"289","2019-05-20",3.36
"290","2019-05-21",3.5
"291","2019-05-22",3.59
"292","2019-05-23",3.51
"293","2019-05-24",3.48
"294","2019-05-28",3.3
"295","2019-05-29",3.3
"296","2019-05-30",3.4
"297","2019-05-31",3.25
"298","2019-06-03",3.3
"299","2019-06-04",3.3
"300","2019-06-05",3.3
"301","2019-06-06",3.3
"302","2019-06-07",3.3
"303","2019-06-10",3.2
"304","2019-06-11",3.24
"305","2019-06-12",3.27
"306","2019-06-13",3.25
"307","2019-06-14",3.25
"308","2019-06-17",3.3
"309","2019-06-18",3.29
"310","2019-06-19",3.29
"311","2019-06-20",3.29
"312","2019-06-21",3.29
"313","2019-06-24",3.29
"314","2019-06-25",3.29
"315","2019-06-26",3.29
"316","2019-06-27",3.29
"317","2019-06-28",3.29
"318","2019-07-01",3.29
"319","2019-07-02",3.3
"320","2019-07-03",3.3
"321","2019-07-05",3.3
"322","2019-07-08",3.3
"323","2019-07-09",3.25
"324","2019-07-10",3.25
"325","2019-07-11",3.15
"326","2019-07-12",3.3
"327","2019-07-15",3.3
"328","2019-07-16",3.3
"329","2019-07-17",3.3
"330","2019-07-18",3.2
"331","2019-07-19",3.2
"332","2019-07-22",3.15
"333","2019-07-23",3.15
"334","2019-07-24",3.15
"335","2019-07-25",3.15
"336","2019-07-26",3.15
"337","2019-07-29",3.15
"338","2019-07-30",3.15
"339","2019-07-31",3.15
"340","2019-08-01",3.15
"341","2019-08-02",3.3
"342","2019-08-05",3.3
"343","2019-08-06",3.35
"344","2019-08-07",3.45
"345","2019-08-08",3.5
"346","2019-08-09",3.5
"347","2019-08-12",3.5
"348","2019-08-13",3.46
"349","2019-08-14",3.49
"350","2019-08-15",3.49
"351","2019-08-16",3.42
"352","2019-08-19",3.228
"353","2019-08-20",3.15
"354","2019-08-21",3.15
"355","2019-08-22",3.14
"356","2019-08-23",3.14
"357","2019-08-26",3.05
"358","2019-08-27",3.15
"359","2019-08-28",3.14
"360","2019-08-29",3.14
"361","2019-08-30",3.15
"362","2019-09-03",3.15
"363","2019-09-04",3.15
"364","2019-09-05",3.15
"365","2019-09-06",3
"366","2019-09-09",3.4
"367","2019-09-10",3.25
"368","2019-09-11",3.44
"369","2019-09-12",3.44
"370","2019-09-13",3.45
"371","2019-09-16",3.5
"372","2019-09-17",3.5
"373","2019-09-18",3.5
"374","2019-09-19",3.5
"375","2019-09-20",3.5
"376","2019-09-23",3.5
"377","2019-09-24",3.5
"378","2019-09-25",3.5
"379","2019-09-26",3.35
"380","2019-09-27",3.05
"381","2019-09-30",3.05
"382","2019-10-01",3.05
"383","2019-10-02",3.15
"384","2019-10-03",3.15
"385","2019-10-04",3.15
"386","2019-10-07",3.12
"387","2019-10-08",3.15
"388","2019-10-09",3.25
"389","2019-10-10",3.25
"390","2019-10-11",3.25
"391","2019-10-14",3.25
"392","2019-10-15",3.45
"393","2019-10-16",3.26
"394","2019-10-17",3.26
"395","2019-10-18",3.5
"396","2019-10-21",3.39
"397","2019-10-22",3.39
"398","2019-10-23",3.39
"399","2019-10-24",3.35
"400","2019-10-25",3.5
"401","2019-10-28",3.5
"402","2019-10-29",3.5
"403","2019-10-30",3.51
"404","2019-10-31",3.5
"405","2019-11-01",3.5
"406","2019-11-04",3.5
"407","2019-11-05",3.87
"408","2019-11-06",4.29
"409","2019-11-07",4.325
"410","2019-11-08",4.34
"411","2019-11-11",4.28
"412","2019-11-12",4
"413","2019-11-13",4
"414","2019-11-14",4
"415","2019-11-15",4.01
"416","2019-11-18",4.07
"417","2019-11-19",4.05
"418","2019-11-20",4.05
"419","2019-11-21",4.05
"420","2019-11-22",4.2
"421","2019-11-25",4
"422","2019-11-26",4.05
"423","2019-11-27",4.1
"424","2019-11-29",4.25
"425","2019-12-02",4.2
"426","2019-12-03",4.24
"427","2019-12-04",4.29
"428","2019-12-05",4.09
"429","2019-12-06",4.2
"430","2019-12-09",4.2
"431","2019-12-10",4.3
"432","2019-12-11",4.3
"433","2019-12-12",4.2
"434","2019-12-13",3.99
"435","2019-12-16",4.12
"436","2019-12-17",4.12
"437","2019-12-18",4.235
"438","2019-12-19",4.28
"439","2019-12-20",4.48
"440","2019-12-23",4.6
"441","2019-12-24",4.65
"442","2019-12-26",4.59
"443","2019-12-27",4.55
"444","2019-12-30",4.5
"445","2019-12-31",4.25
"446","2020-01-02",4.55
"447","2020-01-03",4.58
"448","2020-01-06",4.6
"449","2020-01-07",4.6
"450","2020-01-08",4.61
"451","2020-01-09",4.64
"452","2020-01-10",4.64
"453","2020-01-13",4.68
"454","2020-01-14",4.68
"455","2020-01-15",4.68
"456","2020-01-16",4.68
"457","2020-01-17",4.7
"458","2020-01-21",4.7
"459","2020-01-22",4.7
"460","2020-01-23",4.6
"461","2020-01-24",4.6
"462","2020-01-27",4.6
"463","2020-01-28",4.65
"464","2020-01-29",4.65
"465","2020-01-30",4.7
"466","2020-01-31",4.43
"467","2020-02-03",4.6
"468","2020-02-04",4.43
"469","2020-02-05",4.69
"470","2020-02-06",4.7
"471","2020-02-07",4.7
"472","2020-02-10",4.698
"473","2020-02-11",4.7
"474","2020-02-12",4.6
"475","2020-02-13",4.7
"476","2020-02-14",4.7
"477","2020-02-18",4.7
"478","2020-02-19",4.7
"479","2020-02-20",4.7
"480","2020-02-21",4.7
"481","2020-02-24",4.65
"482","2020-02-25",4.65
"483","2020-02-26",4.7
"484","2020-02-27",4.69
"485","2020-02-28",4.46
"486","2020-03-02",4.7
"487","2020-03-03",4.7
"488","2020-03-04",4.7
"489","2020-03-05",4.75
"490","2020-03-06",4.7
"491","2020-03-09",4.7
"492","2020-03-10",4.7
"493","2020-03-11",4.7
"494","2020-03-12",4.25
"495","2020-03-13",4.6
"496","2020-03-16",3.71
"497","2020-03-17",3.75
"498","2020-03-18",3
"499","2020-03-19",3.3
"500","2020-03-20",3.49
"501","2020-03-23",3.5
"502","2020-03-24",3.75
"503","2020-03-25",4
"504","2020-03-26",4.35
"505","2020-03-27",4.05
"506","2020-03-30",4.32
"507","2020-03-31",4.3
"508","2020-04-01",4.1
"509","2020-04-02",4.1
"510","2020-04-03",4.1
"511","2020-04-06",4.39
"512","2020-04-07",4.4
"513","2020-04-08",4.5
"514","2020-04-09",4.6
"515","2020-04-13",4.53
"516","2020-04-14",4.55
"517","2020-04-15",4.6
"518","2020-04-16",4.6
"519","2020-04-17",5.15
"520","2020-04-20",5.2
"521","2020-04-21",6
"522","2020-04-22",5.8
"523","2020-04-23",5.85
"524","2020-04-24",5.95
"525","2020-04-27",5.94
"526","2020-04-28",6
"527","2020-04-29",6.2
"528","2020-04-30",6.175
"529","2020-05-01",5.95
"530","2020-05-04",6.05
"531","2020-05-05",6.25
"532","2020-05-06",6.25
"533","2020-05-07",6.18
"534","2020-05-08",6.2
"535","2020-05-11",6.2
"536","2020-05-12",6.15
"537","2020-05-13",6.15
"538","2020-05-14",6.02
"539","2020-05-15",5.9
"540","2020-05-18",5.8
"541","2020-05-19",5.79
"542","2020-05-20",5.75
"543","2020-05-21",5.8
"544","2020-05-22",5.93
"545","2020-05-26",5.93
"546","2020-05-27",6
"547","2020-05-28",6
"548","2020-05-29",5.95
"549","2020-06-01",5.6
"550","2020-06-02",5.7
"551","2020-06-03",5.6
"552","2020-06-04",5.59
"553","2020-06-05",6
"554","2020-06-08",5.9
"555","2020-06-09",5.925
"556","2020-06-10",5.95
"557","2020-06-11",5.95
"558","2020-06-12",5.75
"559","2020-06-15",5.7
"560","2020-06-16",5.6
"561","2020-06-17",5.75
"562","2020-06-18",5.8
"563","2020-06-19",5.8
"564","2020-06-22",5.62
"565","2020-06-23",5.6
"566","2020-06-24",5.6
"567","2020-06-25",5.5
"568","2020-06-26",5.5
"569","2020-06-29",5.89
"570","2020-06-30",5.7
"571","2020-07-01",5.65
"572","2020-07-02",5.6
"573","2020-07-06",6.15
"574","2020-07-07",6.15
"575","2020-07-08",6.02
"576","2020-07-09",6.121
"577","2020-07-10",6.14
"578","2020-07-13",6.15
"579","2020-07-14",6.09
"580","2020-07-15",6.04
"581","2020-07-16",6
"582","2020-07-17",5.8
"583","2020-07-20",5.99
"584","2020-07-21",6.05
"585","2020-07-22",6.65
"586","2020-07-23",6.49
"587","2020-07-24",7
"588","2020-07-27",7.5
"589","2020-07-28",7.51
"590","2020-07-29",7.93
"591","2020-07-30",8
"592","2020-07-31",8.84
"593","2020-08-03",9.2
"594","2020-08-04",9.785
"595","2020-08-05",9.47
"596","2020-08-06",11.06
"597","2020-08-07",11.29
"598","2020-08-10",9.3
"599","2020-08-11",10.455
"600","2020-08-12",9.73
"601","2020-08-13",9.72
"602","2020-08-14",9.08
"603","2020-08-17",8.486
"604","2020-08-18",8.74
"605","2020-08-19",9.3
"606","2020-08-20",9.65
"607","2020-08-21",9.68
"608","2020-08-24",9.52
"609","2020-08-25",9.9
"610","2020-08-26",9.5
"611","2020-08-27",9.4
"612","2020-08-28",9.75
"613","2020-08-31",9.45
"614","2020-09-01",9.69
"615","2020-09-02",9.55
"616","2020-09-03",8.85
"617","2020-09-04",8.795
"618","2020-09-08",8.84
"619","2020-09-09",9.1
"620","2020-09-10",8.88
"621","2020-09-11",8.84
"622","2020-09-14",8.4
"623","2020-09-15",8.32
"624","2020-09-16",8.1
"625","2020-09-17",7.9
"626","2020-09-18",7.51
"627","2020-09-21",7.39
"628","2020-09-22",6.6
"629","2020-09-23",6.19
"630","2020-09-24",5.5
"631","2020-09-25",5.59
"632","2020-09-28",5.84
"633","2020-09-29",5.51
"634","2020-09-30",5.59
"635","2020-10-01",5.53
"636","2020-10-02",5.6
"637","2020-10-05",5.58
"638","2020-10-06",5.47
"639","2020-10-07",5.52
"640","2020-10-08",5.58
"641","2020-10-09",5.51
"642","2020-10-12",5.5
"643","2020-10-13",5.55
"644","2020-10-14",5.41
"645","2020-10-15",5.48
"646","2020-10-16",5.5
"647","2020-10-19",5.58
"648","2020-10-20",6.42
"649","2020-10-21",6.26
"650","2020-10-22",6.45
"651","2020-10-23",6.86
"652","2020-10-26",6.68
"653","2020-10-27",6.63
"654","2020-10-28",6.36
"655","2020-10-29",6.67
"656","2020-10-30",6.32
"657","2020-11-02",6.27
"658","2020-11-03",6.28
"659","2020-11-04",6.57
"660","2020-11-05",6.84
"661","2020-11-06",6.93
"662","2020-11-09",6.83
"663","2020-11-10",6.91
"664","2020-11-11",6.6
"665","2020-11-12",6.35
"666","2020-11-13",6.49
"667","2020-11-16",6.32
"668","2020-11-17",6.41
"669","2020-11-18",6.49
"670","2020-11-19",6.45
"671","2020-11-20",6.4
"672","2020-11-23",6.49
"673","2020-11-24",6.47
"674","2020-11-25",6.4
"675","2020-11-27",6.21
