"","date","GEC"
"1","2007-01-03",111.360001
"2","2007-01-04",113.639999
"3","2007-01-05",107.160004
"4","2007-01-08",104.639999
"5","2007-01-09",105.239998
"6","2007-01-10",104.639999
"7","2007-01-11",104.400002
"8","2007-01-12",106.68
"9","2007-01-16",107.279999
"10","2007-01-17",106.080002
"11","2007-01-18",103.68
"12","2007-01-19",106.199997
"13","2007-01-22",108.239998
"14","2007-01-23",107.040001
"15","2007-01-24",106.199997
"16","2007-01-25",105
"17","2007-01-26",106.199997
"18","2007-01-29",107.760002
"19","2007-01-30",107.040001
"20","2007-01-31",105.839996
"21","2007-02-01",107.040001
"22","2007-02-02",113.160004
"23","2007-02-05",109.919998
"24","2007-02-06",109.440002
"25","2007-02-07",111.480003
"26","2007-02-08",110.519997
"27","2007-02-09",109.32
"28","2007-02-12",107.519997
"29","2007-02-13",104.760002
"30","2007-02-14",108.839996
"31","2007-02-15",109.68
"32","2007-02-16",110.040001
"33","2007-02-20",110.519997
"34","2007-02-21",104.040001
"35","2007-02-22",102.839996
"36","2007-02-23",102.120003
"37","2007-02-26",101.760002
"38","2007-02-27",100.440002
"39","2007-02-28",97.919998
"40","2007-03-01",97.32
"41","2007-03-02",96.120003
"42","2007-03-05",95.519997
"43","2007-03-06",99.120003
"44","2007-03-07",99.839996
"45","2007-03-08",102.360001
"46","2007-03-09",102
"47","2007-03-12",106.080002
"48","2007-03-13",103.800003
"49","2007-03-14",103.800003
"50","2007-03-15",106.199997
"51","2007-03-16",106.440002
"52","2007-03-19",105.480003
"53","2007-03-20",105.839996
"54","2007-03-21",106.919998
"55","2007-03-22",106.800003
"56","2007-03-23",104.519997
"57","2007-03-26",101.639999
"58","2007-03-27",100.199997
"59","2007-03-28",98.760002
"60","2007-03-29",97.559998
"61","2007-03-30",97.800003
"62","2007-04-02",97.559998
"63","2007-04-03",97.800003
"64","2007-04-04",98.040001
"65","2007-04-05",99.720001
"66","2007-04-09",99.360001
"67","2007-04-10",99.239998
"68","2007-04-11",98.519997
"69","2007-04-12",98.639999
"70","2007-04-13",98.639999
"71","2007-04-16",101.639999
"72","2007-04-17",101.519997
"73","2007-04-18",104.040001
"74","2007-04-19",100.559998
"75","2007-04-20",100.559998
"76","2007-04-23",100.800003
"77","2007-04-24",98.040001
"78","2007-04-25",96.720001
"79","2007-04-26",96.959999
"80","2007-04-27",87.839996
"81","2007-04-30",88.199997
"82","2007-05-01",89.160004
"83","2007-05-02",91.080002
"84","2007-05-03",91.32
"85","2007-05-04",92.760002
"86","2007-05-07",91.080002
"87","2007-05-08",93
"88","2007-05-09",95.879997
"89","2007-05-10",99.959999
"90","2007-05-11",104.279999
"91","2007-05-14",99
"92","2007-05-15",101.040001
"93","2007-05-16",101.279999
"94","2007-05-17",100.32
"95","2007-05-18",101.879997
"96","2007-05-21",103.800003
"97","2007-05-22",111.360001
"98","2007-05-23",108
"99","2007-05-24",107.040001
"100","2007-05-25",110.519997
"101","2007-05-29",115.199997
"102","2007-05-30",119.879997
"103","2007-05-31",123.599998
"104","2007-06-01",122.279999
"105","2007-06-04",124.440002
"106","2007-06-05",104.639999
"107","2007-06-06",101.040001
"108","2007-06-07",100.080002
"109","2007-06-08",94.800003
"110","2007-06-11",94.080002
"111","2007-06-12",88.199997
"112","2007-06-13",79.919998
"113","2007-06-14",80.639999
"114","2007-06-15",82.559998
"115","2007-06-18",81.120003
"116","2007-06-19",81.839996
"117","2007-06-20",83.040001
"118","2007-06-21",84.120003
"119","2007-06-22",79.919998
"120","2007-06-25",76.32
"121","2007-06-26",74.040001
"122","2007-06-27",74.879997
"123","2007-06-28",74.879997
"124","2007-06-29",75.120003
"125","2007-07-02",74.639999
"126","2007-07-03",74.160004
"127","2007-07-05",74.160004
"128","2007-07-06",72.959999
"129","2007-07-09",74.160004
"130","2007-07-10",74.160004
"131","2007-07-11",76.080002
"132","2007-07-12",77.160004
"133","2007-07-13",76.68
"134","2007-07-16",77.400002
"135","2007-07-17",77.519997
"136","2007-07-18",77.400002
"137","2007-07-19",78.360001
"138","2007-07-20",74.760002
"139","2007-07-23",72.120003
"140","2007-07-24",69.360001
"141","2007-07-25",68.279999
"142","2007-07-26",64.919998
"143","2007-07-27",64.68
"144","2007-07-30",65.639999
"145","2007-07-31",63.119999
"146","2007-08-01",62.639999
"147","2007-08-02",64.199997
"148","2007-08-03",65.160004
"149","2007-08-06",64.32
"150","2007-08-07",66.360001
"151","2007-08-08",68.879997
"152","2007-08-09",60.360001
"153","2007-08-10",59.759998
"154","2007-08-13",58.080002
"155","2007-08-14",55.919998
"156","2007-08-15",54.959999
"157","2007-08-16",53.040001
"158","2007-08-17",52.32
"159","2007-08-20",54.360001
"160","2007-08-21",53.639999
"161","2007-08-22",57.84
"162","2007-08-23",57.48
"163","2007-08-24",58.439999
"164","2007-08-27",57
"165","2007-08-28",54.119999
"166","2007-08-29",55.68
"167","2007-08-30",53.880001
"168","2007-08-31",54.240002
"169","2007-09-04",56.040001
"170","2007-09-05",55.080002
"171","2007-09-06",54.84
"172","2007-09-07",54
"173","2007-09-10",53.279999
"174","2007-09-11",54.119999
"175","2007-09-12",53.52
"176","2007-09-13",52.68
"177","2007-09-14",52.200001
"178","2007-09-17",51.240002
"179","2007-09-18",51.48
"180","2007-09-19",53.52
