"","date","PCOM"
"139","2011-08-29",8.11
"140","2011-08-30",8.35
"141","2011-08-31",8.38
"142","2011-09-01",8.4
"143","2011-09-02",8.25
"144","2011-09-06",7.82
"145","2011-09-07",8.54
"146","2011-09-08",8.62
"147","2011-09-09",8.28
"148","2011-09-12",8.27
"149","2011-09-13",8.75
"150","2011-09-14",8.62
"151","2011-09-15",8.77
"152","2011-09-16",9.15
"153","2011-09-19",10.07
"154","2011-09-20",10.07
"155","2011-09-21",9.9
"156","2011-09-22",9.73
"157","2011-09-23",9.59
"158","2011-09-26",10.05
"159","2011-09-27",10.11
"160","2011-09-28",10.18
"161","2011-09-29",10
"162","2011-09-30",9.81
"163","2011-10-03",9.28
"164","2011-10-04",9.1
"165","2011-10-05",9.28
"166","2011-10-06",9.58
"167","2011-10-07",9.5
"168","2011-10-10",9.48
"169","2011-10-11",9.42
"170","2011-10-12",9.36
"171","2011-10-13",9.55
"172","2011-10-14",9.65
"173","2011-10-17",9.37
"174","2011-10-18",9.47
"175","2011-10-19",9.08
"176","2011-10-20",9.12
"177","2011-10-21",9.28
"178","2011-10-24",9.18
"179","2011-10-25",9.41
"180","2011-10-26",9.22
"181","2011-10-27",9.15
"182","2011-10-28",9.26
"183","2011-10-31",9.14
"184","2011-11-01",8.96
"185","2011-11-02",9.46
"186","2011-11-03",9.3
"187","2011-11-04",9.26
"188","2011-11-07",9.04
"189","2011-11-08",9.01
"190","2011-11-09",8.72
"191","2011-11-10",8.73
"192","2011-11-11",8.99
"193","2011-11-14",8.59
"194","2011-11-15",8.89
"195","2011-11-16",8.91
"196","2011-11-17",8.7
"197","2011-11-18",8.71
"198","2011-11-21",8.47
"199","2011-11-22",8.97
"200","2011-11-23",8.56
"201","2011-11-25",8.8
"202","2011-11-28",8.61
"203","2011-11-29",8.6
"204","2011-11-30",9.07
"205","2011-12-01",9.09
"206","2011-12-02",9
"207","2011-12-05",8.6
"208","2011-12-06",8.74
"209","2011-12-07",8.43
"210","2011-12-08",8.33
"211","2011-12-09",8.35
"212","2011-12-12",7.95
"213","2011-12-13",7.81
"214","2011-12-14",7.84
"215","2011-12-15",7.76
"216","2011-12-16",7.74
"217","2011-12-19",7.84
"218","2011-12-20",7.89
"219","2011-12-21",7.82
"220","2011-12-22",7.87
"221","2011-12-23",7.99
"222","2011-12-27",7.95
"223","2011-12-28",7.65
"224","2011-12-29",7.57
"225","2011-12-30",7.95
"226","2012-01-03",7.93
"227","2012-01-04",8.4
"228","2012-01-05",8.25
"229","2012-01-06",8.3
"230","2012-01-09",7.91
"231","2012-01-10",8.04
"232","2012-01-11",7.94
"233","2012-01-12",8.27
"234","2012-01-13",8.09
"235","2012-01-17",8.11
"236","2012-01-18",8.38
"237","2012-01-19",8.32
"238","2012-01-20",8.27
"239","2012-01-23",7.96
"240","2012-01-24",8
"241","2012-01-25",8.27
"242","2012-01-26",7.83
"243","2012-01-27",7.95
"244","2012-01-30",7.99
"245","2012-01-31",8.15
"246","2012-02-01",8.35
"247","2012-02-02",8.69
"248","2012-02-03",8.7
"249","2012-02-06",8.72
"250","2012-02-07",8.92
"251","2012-02-08",9.26
"252","2012-02-09",9.16
"253","2012-02-10",9.06
"254","2012-02-13",9
"255","2012-02-14",8.95
"256","2012-02-15",9.05
"257","2012-02-16",9.04
"258","2012-02-17",9.01
"259","2012-02-21",9.24
"260","2012-02-22",9.22
"261","2012-02-23",9.06
"262","2012-02-24",8.88
"263","2012-02-27",8.96
"264","2012-02-28",9.01
"265","2012-02-29",9
"266","2012-03-01",9.3
"267","2012-03-02",9.31
"268","2012-03-05",9.42
"269","2012-03-06",9.11
"270","2012-03-07",9.31
"271","2012-03-08",9.36
"272","2012-03-09",9.56
"273","2012-03-12",9.5
"274","2012-03-13",9.84
"275","2012-03-14",9.98
"276","2012-03-15",10.17
"277","2012-03-16",10.16
"278","2012-03-19",10.07
"279","2012-03-20",10.1
"280","2012-03-21",10.57
"281","2012-03-22",10.43
"282","2012-03-23",10.48
"283","2012-03-26",10.54
"284","2012-03-27",10.51
"285","2012-03-28",10.47
"286","2012-03-29",10.42
"287","2012-03-30",10.54
"288","2012-04-02",10.63
"289","2012-04-03",10.61
"290","2012-04-04",10.46
"291","2012-04-05",10.5
"292","2012-04-09",10.48
"293","2012-04-10",10.52
"294","2012-04-11",10.65
"295","2012-04-12",11.1
"296","2012-04-13",11.65
"297","2012-04-16",11.64
"298","2012-04-17",11.67
"299","2012-04-18",11.39
"300","2012-04-19",11.32
"301","2012-04-20",11.44
"302","2012-04-23",11.65
"303","2012-04-24",11.66
"304","2012-04-25",12.03
"305","2012-04-26",12.64
"306","2012-04-27",12.7
"307","2012-04-30",12.95
"308","2012-05-01",12.97
"309","2012-05-02",12.46
"310","2012-05-03",12.43
"311","2012-05-04",12.55
"312","2012-05-07",12.5
"313","2012-05-08",12.6
"314","2012-05-09",12.46
"315","2012-05-10",12.53
"316","2012-05-11",12.31
"317","2012-05-14",12.41
"318","2012-05-15",12.32
"319","2012-05-16",12.37
"320","2012-05-17",12.21
"321","2012-05-18",11.7
"322","2012-05-21",11.51
"323","2012-05-22",11.11
"324","2012-05-23",11.39
"325","2012-05-24",11.72
"326","2012-05-25",11.09
"327","2012-05-29",11.25
"328","2012-05-30",11.22
"329","2012-05-31",11.27
"330","2012-06-01",11.14
"331","2012-06-04",10.97
"332","2012-06-05",11.07
"333","2012-06-06",11.31
"334","2012-06-07",11.33
"335","2012-06-08",11.35
"336","2012-06-11",11.21
"337","2012-06-12",10.77
"338","2012-06-13",10.88
"339","2012-06-14",11.33
"340","2012-06-15",11.36
"341","2012-06-18",11.45
"342","2012-06-19",11.7
"343","2012-06-20",11.8
"344","2012-06-21",11.27
"345","2012-06-22",11.63
"346","2012-06-25",11.24
"347","2012-06-26",11.35
"348","2012-06-27",11.57
"349","2012-06-28",11.6
"350","2012-06-29",11.97
"351","2012-07-02",12.19
"352","2012-07-03",12.19
"353","2012-07-05",12.55
"354","2012-07-06",12.46
"355","2012-07-09",12.46
"356","2012-07-10",12.4
"357","2012-07-11",12.54
"358","2012-07-12",12.53
"359","2012-07-13",12.71
"360","2012-07-16",12.71
"361","2012-07-17",12.59
"362","2012-07-18",12.7
"363","2012-07-19",12.83
"364","2012-07-20",12.51
"365","2012-07-23",12.62
"366","2012-07-24",12.51
"367","2012-07-25",12.36
"368","2012-07-26",12.46
"369","2012-07-27",12.79
"370","2012-07-30",12.68
"371","2012-07-31",12.51
"372","2012-08-01",12.32
"373","2012-08-02",12.46
"374","2012-08-03",13.08
"375","2012-08-06",13.08
"376","2012-08-07",13.18
"377","2012-08-08",12.98
"378","2012-08-09",12.83
"379","2012-08-10",13.03
"380","2012-08-13",12.75
"381","2012-08-14",12.51
"382","2012-08-15",12.26
"383","2012-08-16",12.02
"384","2012-08-17",11.96
"385","2012-08-20",12.3
"386","2012-08-21",12.62
"387","2012-08-22",12.59
"388","2012-08-23",12.6
"389","2012-08-24",12.6
"390","2012-08-27",12.4
"391","2012-08-28",12.15
"392","2012-08-29",12.08
"393","2012-08-30",12.06
"394","2012-08-31",12.5
"395","2012-09-04",12.46
"396","2012-09-05",12.5
"397","2012-09-06",12.49
"398","2012-09-07",12.48
"399","2012-09-10",12.34
"400","2012-09-11",12.06
"401","2012-09-12",12.2
"402","2012-09-13",12.37
"403","2012-09-14",12.48
"404","2012-09-17",12
"405","2012-09-18",11.68
"406","2012-09-19",11.85
"407","2012-09-20",11.7
"408","2012-09-21",11.62
"409","2012-09-24",11.46
"410","2012-09-25",11.25
"411","2012-09-26",11.17
"412","2012-09-27",11.09
"413","2012-09-28",11.49
"414","2012-10-01",11.16
"415","2012-10-02",11.22
"416","2012-10-03",11.25
"417","2012-10-04",11.17
"418","2012-10-05",11.19
"419","2012-10-08",11.15
"420","2012-10-09",10.96
"421","2012-10-10",10.49
"422","2012-10-11",10.31
"423","2012-10-12",10.25
"424","2012-10-15",9.91
"425","2012-10-16",9.98
"426","2012-10-17",9.81
"427","2012-10-18",9.55
"428","2012-10-19",9.28
"429","2012-10-22",9.4
"430","2012-10-23",9.2
"431","2012-10-24",9.02
"432","2012-10-25",9.55
"433","2012-10-26",9.27
"434","2012-10-31",9.51
"435","2012-11-01",9.49
"436","2012-11-02",9.49
"437","2012-11-05",9.54
"438","2012-11-06",9.4
"439","2012-11-07",9.4
"440","2012-11-08",9.66
"441","2012-11-09",9.65
"442","2012-11-12",9.88
"443","2012-11-13",9.83
"444","2012-11-14",9.73
"445","2012-11-15",9.51
"446","2012-11-16",9.23
"447","2012-11-19",9.07
"448","2012-11-20",9.18
"449","2012-11-21",9.32
"450","2012-11-23",9.45
"451","2012-11-26",9.35
"452","2012-11-27",9.4
"453","2012-11-28",10
"454","2012-11-29",10.48
"455","2012-11-30",11.02
"456","2012-12-03",10.69
"457","2012-12-04",10.94
"458","2012-12-05",11.03
"459","2012-12-06",11.32
"460","2012-12-07",11.31
"461","2012-12-10",11.36
"462","2012-12-11",11.65
"463","2012-12-12",11.51
"464","2012-12-13",11.4
"465","2012-12-14",11.44
"466","2012-12-17",11.34
"467","2012-12-18",11.57
"468","2012-12-19",11.33
"469","2012-12-20",11.4
"470","2012-12-21",11.22
"471","2012-12-24",11.25
"472","2012-12-26",11.24
"473","2012-12-27",11.19
"474","2012-12-28",10.99
"475","2012-12-31",11.14
"476","2013-01-02",11.25
"477","2013-01-03",10.93
"478","2013-01-04",11.12
"479","2013-01-07",11.06
"480","2013-01-08",11.2
"481","2013-01-09",11.47
"482","2013-01-10",11.49
"483","2013-01-11",11.89
"484","2013-01-14",11.72
"485","2013-01-15",11.86
"486","2013-01-16",12.11
"487","2013-01-17",12.11
"488","2013-01-18",12.02
"489","2013-01-22",11.99
"490","2013-01-23",11.67
"491","2013-01-24",11.52
"492","2013-01-25",11.7
"493","2013-01-28",11.68
"494","2013-01-29",11.92
"495","2013-01-30",11.79
"496","2013-01-31",11.85
"497","2013-02-01",11.87
"498","2013-02-04",11.78
"499","2013-02-05",11.88
"500","2013-02-06",11.96
"501","2013-02-07",11.89
"502","2013-02-08",11.97
"503","2013-02-11",11.86
"504","2013-02-12",11.75
"505","2013-02-13",11.85
"506","2013-02-14",11.8
"507","2013-02-15",11.86
"508","2013-02-19",11.86
"509","2013-02-20",11.9
"510","2013-02-21",12
"511","2013-02-22",12.57
"512","2013-02-25",12.67
"513","2013-02-26",12.66
"514","2013-02-27",12.65
"515","2013-02-28",12.64
"516","2013-03-01",12.55
"517","2013-03-04",12.79
"518","2013-03-05",12.55
"519","2013-03-06",12.64
"520","2013-03-07",14.89
"521","2013-03-08",15.03
"522","2013-03-11",16.02
"523","2013-03-12",15.98
"524","2013-03-13",15.66
"525","2013-03-14",15.75
"526","2013-03-15",15.76
"527","2013-03-18",15.69
"528","2013-03-19",15.73
"529","2013-03-20",15.63
"530","2013-03-21",15.64
"531","2013-03-22",15.35
"532","2013-03-25",15.32
"533","2013-03-26",15.4
"534","2013-03-27",15.79
"535","2013-03-28",15.93
"536","2013-04-01",15.65
"537","2013-04-02",15.74
"538","2013-04-03",15.57
"539","2013-04-04",15.82
"540","2013-04-05",15.84
"541","2013-04-08",15.84
"542","2013-04-09",15.64
"543","2013-04-10",15.8
"544","2013-04-11",16.82
"545","2013-04-12",16.870001
"546","2013-04-15",15.95
"547","2013-04-16",16.15
"548","2013-04-17",15.9
"549","2013-04-18",15.94
"550","2013-04-19",16.15
"551","2013-04-22",15.95
"552","2013-04-23",16.76
"553","2013-04-24",17.299999
"554","2013-04-25",17.51
"555","2013-04-26",17.559999
"556","2013-04-29",17.18
"557","2013-04-30",17.459999
"558","2013-05-01",17.459999
"559","2013-05-02",17.65
"560","2013-05-03",18.66
"561","2013-05-06",18.35
"562","2013-05-07",19.24
"563","2013-05-08",19.1
"564","2013-05-09",18.74
"565","2013-05-10",17.870001
"566","2013-05-13",17.49
"567","2013-05-14",17.969999
"568","2013-05-15",17.27
"569","2013-05-16",16.92
"570","2013-05-17",17.67
"571","2013-05-20",18.24
"572","2013-05-21",18.74
"573","2013-05-22",17.129999
"574","2013-05-23",16.620001
"575","2013-05-24",16.790001
"576","2013-05-28",16.52
"577","2013-05-29",16.16
"578","2013-05-30",16.370001
"579","2013-05-31",16.92
"580","2013-06-03",17.290001
"581","2013-06-04",18.25
"582","2013-06-05",18.74
"583","2013-06-06",19.360001
"584","2013-06-07",19.51
"585","2013-06-10",19.74
"586","2013-06-11",19.77
"587","2013-06-12",19.799999
"588","2013-06-13",19.68
"589","2013-06-14",19.709999
"590","2013-06-17",20.23
"591","2013-06-18",20.889999
"592","2013-06-19",21.09
"593","2013-06-20",20.35
"594","2013-06-21",20.66
"595","2013-06-24",20.66
"596","2013-06-25",21.07
"597","2013-06-26",21.75
"598","2013-06-27",21.93
"599","2013-06-28",21.530001
"600","2013-07-01",21.889999
"601","2013-07-02",21.719999
"602","2013-07-03",21.620001
"603","2013-07-05",21.77
"604","2013-07-08",22.209999
"605","2013-07-09",22.17
"606","2013-07-10",22.58
"607","2013-07-11",22.389999
"608","2013-07-12",22.629999
"609","2013-07-15",22.33
"610","2013-07-16",22.440001
"611","2013-07-17",22.690001
"612","2013-07-18",22.84
"613","2013-07-19",23.030001
"614","2013-07-22",23.49
"615","2013-07-23",23.09
"616","2013-07-24",23.040001
"617","2013-07-25",22.959999
"618","2013-07-26",22.92
"619","2013-07-29",22.700001
"620","2013-07-30",21.51
"621","2013-07-31",21.700001
"622","2013-08-01",21.540001
"623","2013-08-02",22.110001
"624","2013-08-05",22.25
"625","2013-08-06",22.68
"626","2013-08-07",21.57
"627","2013-08-08",21.299999
"628","2013-08-09",21.360001
"629","2013-08-12",20.969999
"630","2013-08-13",20.85
"631","2013-08-14",20.84
"632","2013-08-15",20.34
"633","2013-08-16",20.35
"634","2013-08-19",20.780001
"635","2013-08-20",20.9
"636","2013-08-21",21.33
"637","2013-08-22",21.309999
"638","2013-08-23",21.809999
"639","2013-08-26",22.200001
"640","2013-08-27",22.040001
"641","2013-08-28",22.030001
"642","2013-08-29",22.120001
"643","2013-08-30",21.690001
"644","2013-09-03",22.1
"645","2013-09-04",22.200001
"646","2013-09-05",22.530001
"647","2013-09-06",22.709999
"648","2013-09-09",23.530001
"649","2013-09-10",23.5
"650","2013-09-11",23.629999
"651","2013-09-12",23.49
"652","2013-09-13",24.26
"653","2013-09-16",24.27
"654","2013-09-17",24.610001
"655","2013-09-18",24.73
"656","2013-09-19",23.959999
"657","2013-09-20",23.76
"658","2013-09-23",23.67
"659","2013-09-24",23.67
"660","2013-09-25",23.6
"661","2013-09-26",23.93
"662","2013-09-27",23.309999
"663","2013-09-30",23.110001
"664","2013-10-01",22.959999
"665","2013-10-02",22.700001
"666","2013-10-03",22.49
"667","2013-10-04",22.43
"668","2013-10-07",22.219999
"669","2013-10-08",21.709999
"670","2013-10-09",21.540001
"671","2013-10-10",22.58
"672","2013-10-11",23.08
"673","2013-10-14",22.59
"674","2013-10-15",22.639999
"675","2013-10-16",22.110001
"676","2013-10-17",22.459999
"677","2013-10-18",22.469999
"678","2013-10-21",22.440001
"679","2013-10-22",21.9
"680","2013-10-23",21.52
"681","2013-10-24",21.65
"682","2013-10-25",21.4
"683","2013-10-28",22.02
"684","2013-10-29",21.76
"685","2013-10-30",21.42
"686","2013-10-31",21.26
"687","2013-11-01",20.860001
"688","2013-11-04",21.08
"689","2013-11-05",21.440001
"690","2013-11-06",20.959999
"691","2013-11-07",20.59
"692","2013-11-08",22.049999
"693","2013-11-11",23.26
"694","2013-11-12",22.93
"695","2013-11-13",23.309999
"696","2013-11-14",23.889999
"697","2013-11-15",24.030001
"698","2013-11-18",25.5
"699","2013-11-19",25.030001
"700","2013-11-20",26.360001
"701","2013-11-21",26.84
"702","2013-11-22",26.26
"703","2013-11-25",26.110001
"704","2013-11-26",25.93
"705","2013-11-27",26.49
"706","2013-11-29",26.110001
"707","2013-12-02",25.870001
"708","2013-12-03",25.6
"709","2013-12-04",24.940001
"710","2013-12-05",24.48
"711","2013-12-06",23.700001
"712","2013-12-09",23.75
"713","2013-12-10",23.530001
"714","2013-12-11",23.700001
"715","2013-12-12",24.24
"716","2013-12-13",24.25
"717","2013-12-16",24.059999
"718","2013-12-17",24.09
"719","2013-12-18",24.360001
"720","2013-12-19",24.41
"721","2013-12-20",24.610001
"722","2013-12-23",25.9
"723","2013-12-24",25.74
"724","2013-12-26",26.030001
"725","2013-12-27",25.620001
"726","2013-12-30",25.65
"727","2013-12-31",25.41
"728","2014-01-02",25.41
"729","2014-01-03",25.85
"730","2014-01-06",26.700001
"731","2014-01-07",26.82
"732","2014-01-08",27.52
"733","2014-01-09",27.59
"734","2014-01-10",27.77
"735","2014-01-13",26.540001
"736","2014-01-14",27.08
"737","2014-01-15",27.190001
"738","2014-01-16",27.440001
"739","2014-01-17",27.67
"740","2014-01-21",26.780001
"741","2014-01-22",26.780001
"742","2014-01-23",27.030001
"743","2014-01-24",25.76
"744","2014-01-27",24.469999
"745","2014-01-28",24.549999
"746","2014-01-29",23.719999
"747","2014-01-30",24.25
"748","2014-01-31",24.24
"749","2014-02-03",24.200001
"750","2014-02-04",24.26
"751","2014-02-05",24.58
"752","2014-02-06",25.08
"753","2014-02-07",25.9
"754","2014-02-10",26.02
"755","2014-02-11",25.84
"756","2014-02-12",25.139999
"757","2014-02-13",25.41
"758","2014-02-14",25.549999
"759","2014-02-18",30.040001
"760","2014-02-19",30.639999
"761","2014-02-20",31.790001
"762","2014-02-21",30.870001
"763","2014-02-24",30.040001
"764","2014-02-25",29.49
"765","2014-02-26",29.620001
"766","2014-02-27",29.52
"767","2014-02-28",29.629999
"768","2014-03-03",29.549999
"769","2014-03-04",29.52
"770","2014-03-05",29.5
"771","2014-03-06",29.24
"772","2014-03-07",28.08
"773","2014-03-10",28.190001
"774","2014-03-11",27.139999
"775","2014-03-12",27.25
"776","2014-03-13",27.15
"777","2014-03-14",28.110001
"778","2014-03-17",27.879999
"779","2014-03-18",28.16
"780","2014-03-19",27.51
"781","2014-03-20",27.25
"782","2014-03-21",26.26
"783","2014-03-24",25.74
"784","2014-03-25",25.84
"785","2014-03-26",25.25
"786","2014-03-27",26.02
"787","2014-03-28",26.35
"788","2014-03-31",25.59
"789","2014-04-01",26.280001
"790","2014-04-02",26.780001
"791","2014-04-03",26.879999
"792","2014-04-04",26.120001
"793","2014-04-07",24.83
"794","2014-04-08",24.860001
"795","2014-04-09",25.200001
"796","2014-04-10",24.690001
"797","2014-04-11",23.51
"798","2014-04-14",23.129999
"799","2014-04-15",23.540001
"800","2014-04-16",23.75
"801","2014-04-17",23.6
"802","2014-04-21",23.09
"803","2014-04-22",24.15
"804","2014-04-23",23.889999
"805","2014-04-24",23.559999
"806","2014-04-25",22.940001
"807","2014-04-28",22.77
"808","2014-04-29",22.41
"809","2014-04-30",22.58
"810","2014-05-01",23.35
"811","2014-05-02",23.51
"812","2014-05-05",22.66
"813","2014-05-06",22.860001
"814","2014-05-07",21.889999
"815","2014-05-08",21.83
"816","2014-05-09",22.549999
"817","2014-05-12",21.950001
"818","2014-05-13",22.059999
"819","2014-05-14",21.35
"820","2014-05-15",21.950001
"821","2014-05-16",21.57
"822","2014-05-19",22.48
"823","2014-05-20",22.719999
"824","2014-05-21",24.690001
"825","2014-05-22",24.6
"826","2014-05-23",24.870001
"827","2014-05-27",24.969999
"828","2014-05-28",25.360001
"829","2014-05-29",25.15
"830","2014-05-30",24.549999
"831","2014-06-02",23.74
"832","2014-06-03",23.65
"833","2014-06-04",23.200001
"834","2014-06-05",23.84
"835","2014-06-06",24.4
"836","2014-06-09",24.290001
"837","2014-06-10",24.379999
"838","2014-06-11",24.4
"839","2014-06-12",24.51
"840","2014-06-13",24.690001
"841","2014-06-16",24.370001
"842","2014-06-17",25.219999
"843","2014-06-18",24.950001
"844","2014-06-19",24.950001
"845","2014-06-20",24.66
"846","2014-06-23",24.98
"847","2014-06-24",23.85
"848","2014-06-25",23.83
"849","2014-06-26",23.32
"850","2014-06-27",23.530001
"851","2014-06-30",22.68
"852","2014-07-01",23.17
"853","2014-07-02",23.549999
"854","2014-07-03",24
"855","2014-07-07",23.690001
"856","2014-07-08",23.65
"857","2014-07-09",23.85
"858","2014-07-10",24.23
"859","2014-07-11",24.41
"860","2014-07-14",23.940001
"861","2014-07-15",23
"862","2014-07-16",23.059999
"863","2014-07-17",22.780001
"864","2014-07-18",22.17
"865","2014-07-21",21.51
"866","2014-07-22",22.01
"867","2014-07-23",22.07
"868","2014-07-24",21.5
"869","2014-07-25",21.540001
"870","2014-07-28",18.280001
"871","2014-07-29",18.83
"872","2014-07-30",19.68
"873","2014-07-31",18.92
"874","2014-08-01",19.1
"875","2014-08-04",18.91
"876","2014-08-05",18.459999
"877","2014-08-06",18.73
"878","2014-08-07",19.690001
"879","2014-08-08",19.5
"880","2014-08-11",19.450001
"881","2014-08-12",19.4
"882","2014-08-13",18.77
"883","2014-08-14",18.65
"884","2014-08-15",18.139999
"885","2014-08-18",18.76
"886","2014-08-19",18.4
"887","2014-08-20",18.1
"888","2014-08-21",17.700001
"889","2014-08-22",16.940001
"890","2014-08-25",16.99
"891","2014-08-26",17.049999
"892","2014-08-27",17.33
"893","2014-08-28",17.540001
"894","2014-08-29",17.700001
"895","2014-09-02",17.73
"896","2014-09-03",17.51
"897","2014-09-04",17.43
"898","2014-09-05",17.51
"899","2014-09-08",17.26
"900","2014-09-09",17.41
"901","2014-09-10",17.309999
"902","2014-09-11",17.15
"903","2014-09-12",17.25
"904","2014-09-15",17.1
"905","2014-09-16",17.219999
"906","2014-09-17",17.32
"907","2014-09-18",17.709999
"908","2014-09-19",17.73
"909","2014-09-22",17.809999
"910","2014-09-23",18.1
"911","2014-09-24",18.059999
"912","2014-09-25",17.950001
"913","2014-09-26",18.16
"914","2014-09-29",18.23
"915","2014-09-30",17.42
"916","2014-10-01",16.92
"917","2014-10-02",16.67
"918","2014-10-03",16.76
"919","2014-10-06",16.23
"920","2014-10-07",15.38
"921","2014-10-08",15.48
"922","2014-10-09",14.68
"923","2014-10-10",14.37
"924","2014-10-13",14.05
"925","2014-10-14",13.8
"926","2014-10-15",13.96
"927","2014-10-16",14.24
"928","2014-10-17",13.86
"929","2014-10-20",13.92
"930","2014-10-21",14.22
"931","2014-10-22",14
"932","2014-10-23",14.5
"933","2014-10-24",14.53
"934","2014-10-27",15.05
"935","2014-10-28",15.3
"936","2014-10-29",15.01
"937","2014-10-30",15.24
"938","2014-10-31",14.99
"939","2014-11-03",14.88
"940","2014-11-04",14.81
"941","2014-11-05",13.77
"942","2014-11-06",12.99
"943","2014-11-07",13.96
"944","2014-11-10",14.14
"945","2014-11-11",14.18
"946","2014-11-12",14.31
"947","2014-11-13",14.14
"948","2014-11-14",14.19
"949","2014-11-17",14
"950","2014-11-18",14.01
"951","2014-11-19",14.03
"952","2014-11-20",13.71
"953","2014-11-21",13.73
"954","2014-11-24",13.32
"955","2014-11-25",13.3
"956","2014-11-26",13.44
"957","2014-11-28",13.22
"958","2014-12-01",13.27
"959","2014-12-02",12.92
"960","2014-12-03",13.73
"961","2014-12-04",13.74
"962","2014-12-05",13.96
"963","2014-12-08",13.7
"964","2014-12-09",13.61
"965","2014-12-10",12.6
"966","2014-12-11",12.92
"967","2014-12-12",12.56
"968","2014-12-15",12.31
"969","2014-12-16",12.44
"970","2014-12-17",12.88
"971","2014-12-18",12.92
"972","2014-12-19",12.86
"973","2014-12-22",12.95
"974","2014-12-23",13.79
"975","2014-12-24",13.88
"976","2014-12-26",14.07
"977","2014-12-29",12.69
"978","2014-12-30",13.31
"979","2014-12-31",12.79
"980","2015-01-02",13.5
"981","2015-01-05",13.11
"982","2015-01-06",12.86
"983","2015-01-07",12.54
"984","2015-01-08",11.96
"985","2015-01-09",10.95
"986","2015-01-12",11.15
"987","2015-01-13",10.78
"988","2015-01-14",10.93
"989","2015-01-15",10.64
