"","date","TCBIP"
"1","2013-03-25",24.82
"2","2013-03-26",24.75
"3","2013-03-27",24.75
"4","2013-03-28",24.780001
"5","2013-04-01",24.780001
"6","2013-04-02",24.74
"7","2013-04-03",24.799999
"8","2013-04-04",25.299999
"9","2013-04-05",24.84
"10","2013-04-08",24.75
"11","2013-04-09",24.950001
"12","2013-04-10",24.9
"13","2013-04-11",24.799999
"14","2013-04-12",24.860001
"15","2013-04-15",24.889999
"16","2013-04-16",24.940001
"17","2013-04-17",24.92
"18","2013-04-18",24.950001
"19","2013-04-19",24.99
"20","2013-04-22",24.98
"21","2013-04-23",24.99
"22","2013-04-24",25.01
"23","2013-04-25",24.969999
"24","2013-04-26",25.01
"25","2013-04-29",25.049999
"26","2013-04-30",25.15
"27","2013-05-01",25.18
"28","2013-05-02",25.200001
"29","2013-05-03",25.200001
"30","2013-05-06",25.280001
"31","2013-05-07",25.280001
"32","2013-05-08",25.440001
"33","2013-05-09",25.35
"34","2013-05-10",25.4
"35","2013-05-13",25.32
"36","2013-05-14",25.209999
"37","2013-05-15",25.25
"38","2013-05-16",25.280001
"39","2013-05-17",25.360001
"40","2013-05-20",25.379999
"41","2013-05-21",25.379999
"42","2013-05-22",25.41
"43","2013-05-23",25.4
"44","2013-05-24",25.4
"45","2013-05-28",25.4
"46","2013-05-29",25.24
"47","2013-05-30",25.049999
"48","2013-05-31",24.9
"49","2013-06-03",24.870001
"50","2013-06-04",24.9
"51","2013-06-05",24.700001
"52","2013-06-06",24.809999
"53","2013-06-07",24.950001
"54","2013-06-10",24.799999
"55","2013-06-11",24.4
"56","2013-06-12",24.35
"57","2013-06-13",24.25
"58","2013-06-14",24.639999
"59","2013-06-17",24.700001
"60","2013-06-18",24.700001
"61","2013-06-19",24.68
"62","2013-06-20",24.5
"63","2013-06-21",24.4
"64","2013-06-24",24
"65","2013-06-25",24
"66","2013-06-26",24.049999
"67","2013-06-27",24.299999
"68","2013-06-28",24.379999
"69","2013-07-01",24.5
"70","2013-07-02",24.58
"71","2013-07-03",24.6
"72","2013-07-05",24.549999
"73","2013-07-08",24.65
"74","2013-07-09",24.690001
"75","2013-07-10",24.59
"76","2013-07-11",24.59
"77","2013-07-12",24.309999
"78","2013-07-15",24.469999
"79","2013-07-16",24.530001
"80","2013-07-17",24.65
"81","2013-07-18",24.629999
"82","2013-07-19",25
"83","2013-07-22",24.799999
"84","2013-07-23",24.709999
"85","2013-07-24",24.99
"86","2013-07-25",24.690001
"87","2013-07-26",24.85
"88","2013-07-29",24.77
"89","2013-07-30",24.73
"90","2013-07-31",24.59
"91","2013-08-01",24.450001
"92","2013-08-02",24.219999
"93","2013-08-05",24.360001
"94","2013-08-06",23.9
"95","2013-08-07",23.74
"96","2013-08-08",23.9
"97","2013-08-09",23.959999
"98","2013-08-12",23.870001
"99","2013-08-13",23.68
"100","2013-08-14",23.559999
"101","2013-08-15",23.35
"102","2013-08-16",23.030001
"103","2013-08-19",22.299999
"104","2013-08-20",22.450001
"105","2013-08-21",22.280001
"106","2013-08-22",22.780001
"107","2013-08-23",23.1
"108","2013-08-26",23.049999
"109","2013-08-27",23.41
"110","2013-08-28",23.51
"111","2013-08-29",23.360001
"112","2013-08-30",22.91
"113","2013-09-03",23.200001
"114","2013-09-04",22.5
"115","2013-09-05",22.4
"116","2013-09-06",22.5
"117","2013-09-09",22.459999
"118","2013-09-10",22.5
"119","2013-09-11",22.950001
"120","2013-09-12",22.5
"121","2013-09-13",22.549999
"122","2013-09-16",22.309999
"123","2013-09-17",22.200001
"124","2013-09-18",22.43
"125","2013-09-19",22.1
"126","2013-09-20",22.02
"127","2013-09-23",22.219999
"128","2013-09-24",22.059999
"129","2013-09-25",22.139999
"130","2013-09-26",22.23
"131","2013-09-27",22.24
"132","2013-09-30",22.290001
"133","2013-10-01",22.450001
"134","2013-10-02",22.379999
"135","2013-10-03",22.620001
"136","2013-10-04",22.75
"137","2013-10-07",22.82
"138","2013-10-08",22.700001
"139","2013-10-09",22.59
"140","2013-10-10",22.35
"141","2013-10-11",22.5
"142","2013-10-14",22.290001
"143","2013-10-15",22.4
"144","2013-10-16",22
"145","2013-10-17",21.969999
"146","2013-10-18",22.32
"147","2013-10-21",21.969999
"148","2013-10-22",22.299999
"149","2013-10-23",22.379999
"150","2013-10-24",22.35
"151","2013-10-25",22.32
"152","2013-10-28",22.190001
"153","2013-10-29",22.24
"154","2013-10-30",22.16
"155","2013-10-31",22.26
"156","2013-11-01",22.35
"157","2013-11-04",22.360001
"158","2013-11-05",22.4
"159","2013-11-06",22.209999
"160","2013-11-07",22.16
"161","2013-11-08",22
"162","2013-11-11",22.190001
"163","2013-11-12",22.01
"164","2013-11-13",22.190001
"165","2013-11-14",22.129999
"166","2013-11-15",22.110001
"167","2013-11-18",22.27
"168","2013-11-19",22.190001
"169","2013-11-20",22.110001
"170","2013-11-21",22.049999
"171","2013-11-22",22.27
"172","2013-11-25",22.280001
"173","2013-11-26",22.4
"174","2013-11-27",22.110001
"175","2013-11-29",22.15
"176","2013-12-02",22.110001
"177","2013-12-03",21.959999
"178","2013-12-04",21.82
"179","2013-12-05",21.799999
"180","2013-12-06",21.950001
"181","2013-12-09",22.24
"182","2013-12-10",22.200001
"183","2013-12-11",22
"184","2013-12-12",22.049999
"185","2013-12-13",22
"186","2013-12-16",22
"187","2013-12-17",21.9
"188","2013-12-18",21.9
"189","2013-12-19",21.74
"190","2013-12-20",21.68
"191","2013-12-23",21.610001
"192","2013-12-24",21.700001
"193","2013-12-26",21.6
"194","2013-12-27",21.370001
"195","2013-12-30",21.27
"196","2013-12-31",21.41
"197","2014-01-02",21.690001
"198","2014-01-03",22
"199","2014-01-06",22.299999
"200","2014-01-07",22.24
"201","2014-01-08",22
"202","2014-01-09",22.440001
"203","2014-01-10",22.5
"204","2014-01-13",22.67
"205","2014-01-14",22.74
"206","2014-01-15",22.690001
"207","2014-01-16",22.719999
"208","2014-01-17",22.91
"209","2014-01-21",22.83
"210","2014-01-22",22.99
"211","2014-01-23",22.950001
"212","2014-01-24",23
"213","2014-01-27",22.91
"214","2014-01-28",22.98
"215","2014-01-29",22.889999
"216","2014-01-30",23.139999
"217","2014-01-31",23.73
"218","2014-02-03",22.809999
"219","2014-02-04",23.280001
"220","2014-02-05",23.23
"221","2014-02-06",23.17
"222","2014-02-07",23.299999
"223","2014-02-10",23.360001
"224","2014-02-11",23.379999
"225","2014-02-12",23.469999
"226","2014-02-13",23.459999
"227","2014-02-14",23.469999
"228","2014-02-18",23.43
"229","2014-02-19",23.780001
"230","2014-02-20",23.49
"231","2014-02-21",23.52
"232","2014-02-24",23.549999
"233","2014-02-25",23.93
"234","2014-02-26",23.719999
"235","2014-02-27",23.5
"236","2014-02-28",23.200001
"237","2014-03-03",23.139999
"238","2014-03-04",23.389999
"239","2014-03-05",23.209999
"240","2014-03-06",23.200001
"241","2014-03-07",23.190001
"242","2014-03-10",23.200001
"243","2014-03-11",23.41
"244","2014-03-12",23.559999
"245","2014-03-13",23.690001
"246","2014-03-14",23.65
"247","2014-03-17",23.49
"248","2014-03-18",23.9
"249","2014-03-19",23.74
"250","2014-03-20",23.629999
"251","2014-03-21",23.65
"252","2014-03-24",23.610001
"253","2014-03-25",23.690001
"254","2014-03-26",23.889999
"255","2014-03-27",23.93
"256","2014-03-28",23.950001
"257","2014-03-31",23.92
"258","2014-04-01",23.9
"259","2014-04-02",23.870001
"260","2014-04-03",23.73
"261","2014-04-04",23.6
"262","2014-04-07",23.610001
"263","2014-04-08",23.530001
"264","2014-04-09",23.719999
"265","2014-04-10",23.52
"266","2014-04-11",23.709999
"267","2014-04-14",23.690001
"268","2014-04-15",23.82
"269","2014-04-16",24.129999
"270","2014-04-17",24.18
"271","2014-04-21",24.09
"272","2014-04-22",23.91
"273","2014-04-23",24.01
"274","2014-04-24",23.91
"275","2014-04-25",23.959999
"276","2014-04-28",24.02
"277","2014-04-29",24.09
"278","2014-04-30",24.200001
"279","2014-05-01",24.24
