"","date","PSXP"
"1","2013-07-23",29.700001
"2","2013-07-24",29.93
"3","2013-07-25",31.24
"4","2013-07-26",34.34
"5","2013-07-29",32.700001
"6","2013-07-30",31.76
"7","2013-07-31",32.369999
"8","2013-08-01",32.5
"9","2013-08-02",32.5
"10","2013-08-05",33.09
"11","2013-08-06",32.860001
"12","2013-08-07",32.09
"13","2013-08-08",32.380001
"14","2013-08-09",32.139999
"15","2013-08-12",32.82
"16","2013-08-13",32.810001
"17","2013-08-14",32.740002
"18","2013-08-15",32.5
"19","2013-08-16",32.32
"20","2013-08-19",30.9
"21","2013-08-20",31.200001
"22","2013-08-21",31.469999
"23","2013-08-22",31.52
"24","2013-08-23",31.76
"25","2013-08-26",31.4
"26","2013-08-27",31.1
"27","2013-08-28",30.84
"28","2013-08-29",30.870001
"29","2013-08-30",30.77
"30","2013-09-03",30.5
"31","2013-09-04",30.43
"32","2013-09-05",30.389999
"33","2013-09-06",30.790001
"34","2013-09-09",30.799999
"35","2013-09-10",31
"36","2013-09-11",30.719999
"37","2013-09-12",30.32
"38","2013-09-13",30.950001
"39","2013-09-16",31.190001
"40","2013-09-17",30.99
"41","2013-09-18",30.959999
"42","2013-09-19",31.5
"43","2013-09-20",31.200001
"44","2013-09-23",30.690001
"45","2013-09-24",30.700001
"46","2013-09-25",30.65
"47","2013-09-26",30.709999
"48","2013-09-27",30.92
"49","2013-09-30",30.76
"50","2013-10-01",30.690001
"51","2013-10-02",29.34
"52","2013-10-03",29.620001
"53","2013-10-04",29.67
"54","2013-10-07",29.68
"55","2013-10-08",29.49
"56","2013-10-09",29.35
"57","2013-10-10",29.809999
"58","2013-10-11",30.24
"59","2013-10-14",30.030001
"60","2013-10-15",30.940001
"61","2013-10-16",31.23
"62","2013-10-17",31.43
"63","2013-10-18",31.620001
"64","2013-10-21",33.880001
"65","2013-10-22",33.279999
"66","2013-10-23",32.610001
"67","2013-10-24",32.919998
"68","2013-10-25",33.130001
"69","2013-10-28",33.630001
"70","2013-10-29",34.349998
"71","2013-10-30",34.639999
"72","2013-10-31",33.599998
"73","2013-11-01",33.43
"74","2013-11-04",33.34
"75","2013-11-05",33.950001
"76","2013-11-06",34.419998
"77","2013-11-07",33.07
"78","2013-11-08",33.169998
"79","2013-11-11",33.240002
"80","2013-11-12",33.18
"81","2013-11-13",33.220001
"82","2013-11-14",32.75
"83","2013-11-15",32.400002
"84","2013-11-18",32.099998
"85","2013-11-19",32.099998
"86","2013-11-20",32.099998
"87","2013-11-21",32.009998
"88","2013-11-22",31.59
"89","2013-11-25",31.440001
"90","2013-11-26",32.360001
"91","2013-11-27",31.92
"92","2013-11-29",32.939999
"93","2013-12-02",33.299999
"94","2013-12-03",33.41
"95","2013-12-04",32.880001
"96","2013-12-05",32.529999
"97","2013-12-06",32.619999
"98","2013-12-09",32.779999
"99","2013-12-10",33.529999
"100","2013-12-11",33.400002
"101","2013-12-12",33.790001
"102","2013-12-13",33.32
"103","2013-12-16",33.41
"104","2013-12-17",33.650002
"105","2013-12-18",34.860001
"106","2013-12-19",34.880001
"107","2013-12-20",36.060001
"108","2013-12-23",36.77
"109","2013-12-24",37.639999
"110","2013-12-26",37.830002
"111","2013-12-27",37.759998
"112","2013-12-30",38.09
"113","2013-12-31",37.93
"114","2014-01-02",37.049999
"115","2014-01-03",36.66
"116","2014-01-06",36.580002
"117","2014-01-07",36.529999
"118","2014-01-08",36.810001
"119","2014-01-09",37
"120","2014-01-10",37.16
"121","2014-01-13",36.25
"122","2014-01-14",36.080002
"123","2014-01-15",36.25
"124","2014-01-16",36.830002
"125","2014-01-17",37.52
"126","2014-01-21",37.419998
"127","2014-01-22",37.98
"128","2014-01-23",38.619999
"129","2014-01-24",37.290001
"130","2014-01-27",37.099998
"131","2014-01-28",37.889999
"132","2014-01-29",38.43
"133","2014-01-30",37.709999
"134","2014-01-31",37.43
"135","2014-02-03",37.27
"136","2014-02-04",37.48
"137","2014-02-05",36.919998
"138","2014-02-06",38.110001
"139","2014-02-07",38.939999
"140","2014-02-10",39.529999
"141","2014-02-11",40.919998
"142","2014-02-12",40.82
"143","2014-02-13",42.049999
"144","2014-02-14",43.52
"145","2014-02-18",44.580002
"146","2014-02-19",46.73
"147","2014-02-20",46.93
"148","2014-02-21",48
"149","2014-02-24",47.470001
"150","2014-02-25",46.279999
"151","2014-02-26",45.259998
"152","2014-02-27",45.73
"153","2014-02-28",45.82
"154","2014-03-03",45.860001
"155","2014-03-04",47.200001
"156","2014-03-05",47.240002
"157","2014-03-06",47.060001
"158","2014-03-07",47.110001
"159","2014-03-10",47.639999
"160","2014-03-11",47.68
"161","2014-03-12",48.09
"162","2014-03-13",48.360001
"163","2014-03-14",49
"164","2014-03-17",49.700001
"165","2014-03-18",49.68
"166","2014-03-19",49.150002
"167","2014-03-20",47.560001
"168","2014-03-21",46.419998
"169","2014-03-24",47.48
"170","2014-03-25",47.360001
"171","2014-03-26",46.970001
"172","2014-03-27",47.450001
"173","2014-03-28",47.349998
"174","2014-03-31",48.57
"175","2014-04-01",48.880001
"176","2014-04-02",48.98
"177","2014-04-03",48.98
"178","2014-04-04",48.849998
"179","2014-04-07",48.099998
"180","2014-04-08",49.119999
"181","2014-04-09",49.919998
"182","2014-04-10",51.380001
"183","2014-04-11",53.869999
"184","2014-04-14",56.709999
"185","2014-04-15",56.150002
"186","2014-04-16",56.98
"187","2014-04-17",57.66
"188","2014-04-21",56.66
"189","2014-04-22",57.25
"190","2014-04-23",57.049999
"191","2014-04-24",56.5
"192","2014-04-25",56.07
"193","2014-04-28",54.84
"194","2014-04-29",53.549999
"195","2014-04-30",53.619999
"196","2014-05-01",53.490002
"197","2014-05-02",54.650002
"198","2014-05-05",55.66
"199","2014-05-06",55.619999
"200","2014-05-07",55.889999
"201","2014-05-08",54.52
"202","2014-05-09",54.32
"203","2014-05-12",55.91
"204","2014-05-13",56.080002
"205","2014-05-14",57.84
"206","2014-05-15",58.040001
"207","2014-05-16",58.849998
"208","2014-05-19",58.860001
"209","2014-05-20",58.849998
"210","2014-05-21",57.889999
"211","2014-05-22",59.700001
"212","2014-05-23",59.830002
"213","2014-05-27",59.82
"214","2014-05-28",60.150002
"215","2014-05-29",60.279999
"216","2014-05-30",60.549999
"217","2014-06-02",62.200001
"218","2014-06-03",63.200001
"219","2014-06-04",65.059998
"220","2014-06-05",67
"221","2014-06-06",67.370003
"222","2014-06-09",66.099998
"223","2014-06-10",64.57
"224","2014-06-11",62.43
"225","2014-06-12",62.830002
"226","2014-06-13",65.839996
"227","2014-06-16",65.82
"228","2014-06-17",64.529999
"229","2014-06-18",66.589996
"230","2014-06-19",72.940002
"231","2014-06-20",76.870003
"232","2014-06-23",76.290001
"233","2014-06-24",76.690002
"234","2014-06-25",78.050003
"235","2014-06-26",76.260002
"236","2014-06-27",78
"237","2014-06-30",75.559998
"238","2014-07-01",77.620003
"239","2014-07-02",78.449997
"240","2014-07-03",78.610001
"241","2014-07-07",79.470001
"242","2014-07-08",78.779999
"243","2014-07-09",74.860001
"244","2014-07-10",75.5
"245","2014-07-11",75.57
"246","2014-07-14",75.639999
"247","2014-07-15",72.050003
"248","2014-07-16",70.120003
"249","2014-07-17",68.690002
"250","2014-07-18",69.150002
"251","2014-07-21",68.550003
"252","2014-07-22",68.910004
"253","2014-07-23",68.589996
"254","2014-07-24",68.220001
"255","2014-07-25",66.230003
"256","2014-07-28",66.099998
"257","2014-07-29",64.470001
"258","2014-07-30",64.949997
"259","2014-07-31",63.950001
"260","2014-08-01",63.57
"261","2014-08-04",63.099998
"262","2014-08-05",62.669998
"263","2014-08-06",62.110001
