"","date","CBZ"
"93","2007-05-16",7.33
"94","2007-05-17",7.34
"95","2007-05-18",7.38
"96","2007-05-21",7.39
"97","2007-05-22",7.47
"98","2007-05-23",7.32
"99","2007-05-24",7.18
"100","2007-05-25",7.31
"101","2007-05-29",7.39
"102","2007-05-30",7.39
"103","2007-05-31",7.48
"104","2007-06-01",7.44
"105","2007-06-04",7.51
"106","2007-06-05",7.5
"107","2007-06-06",7.5
"108","2007-06-07",7.36
"109","2007-06-08",7.4
"110","2007-06-11",7.42
"111","2007-06-12",7.34
"112","2007-06-13",7.44
"113","2007-06-14",7.51
"114","2007-06-15",7.61
"115","2007-06-18",7.55
"116","2007-06-19",7.55
"117","2007-06-20",7.26
"118","2007-06-21",7.33
"119","2007-06-22",7.3
"120","2007-06-25",7.38
"121","2007-06-26",7.39
"122","2007-06-27",7.43
"123","2007-06-28",7.42
"124","2007-06-29",7.35
"125","2007-07-02",7.26
"126","2007-07-03",7.3
"127","2007-07-05",7.31
"128","2007-07-06",7.35
"129","2007-07-09",7.27
"130","2007-07-10",7.13
"131","2007-07-11",7.1
"132","2007-07-12",7.31
"133","2007-07-13",7.15
"134","2007-07-16",7.03
"135","2007-07-17",7.08
"136","2007-07-18",7.1
"137","2007-07-19",7.03
"138","2007-07-20",7.05
"139","2007-07-23",7.05
"140","2007-07-24",7
"141","2007-07-25",7.02
"142","2007-07-26",6.84
"143","2007-07-27",6.8
"144","2007-07-30",6.76
"145","2007-07-31",6.81
"146","2007-08-01",6.91
"147","2007-08-02",7.03
"148","2007-08-03",6.98
"149","2007-08-06",7.03
"150","2007-08-07",7.01
"151","2007-08-08",7.03
"152","2007-08-09",6.95
"153","2007-08-10",7.22
"154","2007-08-13",7.08
"155","2007-08-14",7.04
"156","2007-08-15",7.1
"157","2007-08-16",7.38
"158","2007-08-17",7.35
"159","2007-08-20",7.35
"160","2007-08-21",7.42
"161","2007-08-22",7.41
"162","2007-08-23",7.4
"163","2007-08-24",7.37
"164","2007-08-27",7.42
"165","2007-08-28",7.31
"166","2007-08-29",7.42
"167","2007-08-30",7.43
"168","2007-08-31",7.5
"169","2007-09-04",7.59
"170","2007-09-05",7.51
"171","2007-09-06",7.59
"172","2007-09-07",7.43
"173","2007-09-10",7.42
"174","2007-09-11",7.49
"175","2007-09-12",7.43
"176","2007-09-13",7.47
"177","2007-09-14",7.51
"178","2007-09-17",7.52
"179","2007-09-18",7.57
"180","2007-09-19",7.71
"181","2007-09-20",7.67
"182","2007-09-21",7.73
"183","2007-09-24",7.65
"184","2007-09-25",7.69
"185","2007-09-26",7.74
"186","2007-09-27",8
"187","2007-09-28",7.95
"188","2007-10-01",8.13
"189","2007-10-02",8.16
"190","2007-10-03",8.16
"191","2007-10-04",8.09
"192","2007-10-05",8.27
"193","2007-10-08",8.22
"194","2007-10-09",8.21
"195","2007-10-10",8.28
"196","2007-10-11",8.13
"197","2007-10-12",8.24
"198","2007-10-15",8.24
"199","2007-10-16",8.25
"200","2007-10-17",8.5
"201","2007-10-18",8.53
"202","2007-10-19",8.51
"203","2007-10-22",8.67
"204","2007-10-23",8.8
"205","2007-10-24",8.58
"206","2007-10-25",8.82
"207","2007-10-26",9.06
"208","2007-10-29",9
"209","2007-10-30",9
"210","2007-10-31",9
"211","2007-11-01",8.85
"212","2007-11-02",8.9
"213","2007-11-05",8.93
"214","2007-11-06",8.97
"215","2007-11-07",8.96
"216","2007-11-08",9.03
"217","2007-11-09",8.89
"218","2007-11-12",8.91
"219","2007-11-13",9.01
"220","2007-11-14",9.09
"221","2007-11-15",9.1
"222","2007-11-16",9.19
"223","2007-11-19",9.19
"224","2007-11-20",9.1
"225","2007-11-21",9.15
"226","2007-11-23",9.23
"227","2007-11-26",9.05
"228","2007-11-27",8.97
"229","2007-11-28",9.25
"230","2007-11-29",9.21
"231","2007-11-30",9.24
"232","2007-12-03",9.15
"233","2007-12-04",9.2
"234","2007-12-05",9.17
"235","2007-12-06",9.42
"236","2007-12-07",9.45
"237","2007-12-10",9.49
"238","2007-12-11",9.3
"239","2007-12-12",9.47
"240","2007-12-13",9.39
"241","2007-12-14",9.17
"242","2007-12-17",9.15
"243","2007-12-18",9.34
"244","2007-12-19",9.41
"245","2007-12-20",9.59
"246","2007-12-21",9.48
"247","2007-12-24",9.49
"248","2007-12-26",9.74
"249","2007-12-27",9.44
"250","2007-12-28",9.72
"251","2007-12-31",9.81
"252","2008-01-02",9.56
"253","2008-01-03",9.5
"254","2008-01-04",9.33
"255","2008-01-07",9.59
"256","2008-01-08",9.26
"257","2008-01-09",9.24
"258","2008-01-10",9.18
"259","2008-01-11",9.05
"260","2008-01-14",9.21
"261","2008-01-15",9.31
"262","2008-01-16",9.36
"263","2008-01-17",9.39
"264","2008-01-18",9.25
"265","2008-01-22",9.33
"266","2008-01-23",9.58
"267","2008-01-24",9.6
"268","2008-01-25",9.56
"269","2008-01-28",9.55
"270","2008-01-29",9.39
"271","2008-01-30",9.35
"272","2008-01-31",9.41
"273","2008-02-01",9.39
"274","2008-02-04",9.35
"275","2008-02-05",9.22
"276","2008-02-06",8.94
"277","2008-02-07",8.96
"278","2008-02-08",8.7
"279","2008-02-11",8.68
"280","2008-02-12",9.03
"281","2008-02-13",9.25
"282","2008-02-14",9.08
"283","2008-02-15",8.97
"284","2008-02-19",9.02
"285","2008-02-20",9.03
"286","2008-02-21",8.96
"287","2008-02-22",9.02
"288","2008-02-25",9.05
"289","2008-02-26",9.06
"290","2008-02-27",9.03
"291","2008-02-28",9.04
"292","2008-02-29",8.9
"293","2008-03-03",8.85
"294","2008-03-04",8.88
"295","2008-03-05",8.74
"296","2008-03-06",8.63
"297","2008-03-07",8.43
"298","2008-03-10",8.2
"299","2008-03-11",8.35
"300","2008-03-12",8.22
"301","2008-03-13",8.23
"302","2008-03-14",8.03
"303","2008-03-17",7.93
"304","2008-03-18",8.16
"305","2008-03-19",7.81
"306","2008-03-20",7.78
"307","2008-03-24",8
"308","2008-03-25",8.01
"309","2008-03-26",8.05
"310","2008-03-27",8.08
"311","2008-03-28",8.05
"312","2008-03-31",8.12
"313","2008-04-01",8.21
"314","2008-04-02",8.1
"315","2008-04-03",8.09
"316","2008-04-04",8.2
"317","2008-04-07",8.25
"318","2008-04-08",8.23
"319","2008-04-09",8.12
"320","2008-04-10",8.22
"321","2008-04-11",8.01
"322","2008-04-14",8.01
"323","2008-04-15",8.04
"324","2008-04-16",8.29
"325","2008-04-17",8.29
"326","2008-04-18",8.39
"327","2008-04-21",8.4
"328","2008-04-22",8.32
"329","2008-04-23",8.36
"330","2008-04-24",8.54
"331","2008-04-25",8.49
"332","2008-04-28",8.52
"333","2008-04-29",8.68
"334","2008-04-30",8.87
"335","2008-05-01",8.67
"336","2008-05-02",8.75
"337","2008-05-05",8.57
"338","2008-05-06",8.52
"339","2008-05-07",8.44
"340","2008-05-08",8.42
"341","2008-05-09",8.48
"342","2008-05-12",8.5
"343","2008-05-13",8.57
"344","2008-05-14",8.49
"345","2008-05-15",8.4
"346","2008-05-16",8.27
"347","2008-05-19",8.26
"348","2008-05-20",8.45
"349","2008-05-21",8.44
"350","2008-05-22",8.45
"351","2008-05-23",8.25
"352","2008-05-27",8.16
"353","2008-05-28",8.31
"354","2008-05-29",8.5
"355","2008-05-30",8.52
"356","2008-06-02",8.24
"357","2008-06-03",8.37
"358","2008-06-04",8.41
"359","2008-06-05",8.56
"360","2008-06-06",8.2
"361","2008-06-09",8.07
"362","2008-06-10",8.11
"363","2008-06-11",8
"364","2008-06-12",8.01
"365","2008-06-13",8.13
"366","2008-06-16",8.08
"367","2008-06-17",8.02
"368","2008-06-18",7.99
"369","2008-06-19",8.15
"370","2008-06-20",8.1
"371","2008-06-23",8.1
"372","2008-06-24",7.99
"373","2008-06-25",8
"374","2008-06-26",8.05
"375","2008-06-27",8.09
"376","2008-06-30",7.95
"377","2008-07-01",8.01
"378","2008-07-02",7.85
"379","2008-07-03",7.83
"380","2008-07-07",7.79
"381","2008-07-08",8.05
"382","2008-07-09",7.9
"383","2008-07-10",7.99
"384","2008-07-11",7.98
"385","2008-07-14",7.89
"386","2008-07-15",7.84
"387","2008-07-16",7.99
"388","2008-07-17",8.01
"389","2008-07-18",7.92
"390","2008-07-21",7.96
"391","2008-07-22",8.01
"392","2008-07-23",8.08
"393","2008-07-24",8.05
"394","2008-07-25",8.03
"395","2008-07-28",8.04
"396","2008-07-29",8.41
"397","2008-07-30",8.21
"398","2008-07-31",8.19
"399","2008-08-01",8.14
"400","2008-08-04",8.07
"401","2008-08-05",8.13
"402","2008-08-06",8.17
"403","2008-08-07",8.15
"404","2008-08-08",8.24
"405","2008-08-11",8.49
"406","2008-08-12",8.31
"407","2008-08-13",8.46
"408","2008-08-14",8.41
"409","2008-08-15",8.28
"410","2008-08-18",8.31
"411","2008-08-19",8.29
"412","2008-08-20",8.26
"413","2008-08-21",8.24
"414","2008-08-22",8.36
"415","2008-08-25",8.09
"416","2008-08-26",8.15
"417","2008-08-27",8.18
"418","2008-08-28",8.54
"419","2008-08-29",8.5
"420","2008-09-02",8.41
"421","2008-09-03",8.35
"422","2008-09-04",8.15
"423","2008-09-05",8.14
"424","2008-09-08",8.33
"425","2008-09-09",8.2
"426","2008-09-10",8.4
"427","2008-09-11",8.45
"428","2008-09-12",8.43
"429","2008-09-15",8.47
"430","2008-09-16",8.65
"431","2008-09-17",8.53
"432","2008-09-18",8.52
"433","2008-09-19",9
"434","2008-09-22",8.8
"435","2008-09-23",8.83
"436","2008-09-24",8.45
"437","2008-09-25",8.59
"438","2008-09-26",8.56
"439","2008-09-29",8.36
"440","2008-09-30",8.45
"441","2008-10-01",8.21
"442","2008-10-02",8.11
"443","2008-10-03",8.05
"444","2008-10-06",8.04
"445","2008-10-07",7.88
"446","2008-10-08",7.66
"447","2008-10-09",7.08
"448","2008-10-10",7.9
"449","2008-10-13",7.92
"450","2008-10-14",7.48
"451","2008-10-15",7
"452","2008-10-16",7.65
"453","2008-10-17",7.36
"454","2008-10-20",7.69
"455","2008-10-21",7.53
"456","2008-10-22",7.36
"457","2008-10-23",7.36
"458","2008-10-24",7.11
"459","2008-10-27",6.83
"460","2008-10-28",7.49
"461","2008-10-29",7.18
"462","2008-10-30",7.8
"463","2008-10-31",8.1
"464","2008-11-03",8.46
"465","2008-11-04",8.17
"466","2008-11-05",8.04
"467","2008-11-06",7.96
"468","2008-11-07",8.12
"469","2008-11-10",8.03
"470","2008-11-11",7.95
"471","2008-11-12",7.75
"472","2008-11-13",8.17
"473","2008-11-14",7.5
"474","2008-11-17",7.6
"475","2008-11-18",7.68
"476","2008-11-19",7.2
"477","2008-11-20",6.86
"478","2008-11-21",7.21
"479","2008-11-24",7.46
"480","2008-11-25",7.66
"481","2008-11-26",7.9
"482","2008-11-28",8.03
"483","2008-12-01",7.52
"484","2008-12-02",7.83
"485","2008-12-03",7.85
"486","2008-12-04",7.82
"487","2008-12-05",8.04
"488","2008-12-08",8.16
"489","2008-12-09",8.03
"490","2008-12-10",8.28
"491","2008-12-11",8.01
"492","2008-12-12",8.24
"493","2008-12-15",8.18
"494","2008-12-16",8.44
"495","2008-12-17",8.67
"496","2008-12-18",8.51
"497","2008-12-19",8.52
"498","2008-12-22",8.69
"499","2008-12-23",8.55
"500","2008-12-24",8.61
"501","2008-12-26",8.67
"502","2008-12-29",8.36
"503","2008-12-30",8.39
"504","2008-12-31",8.65
"505","2009-01-02",8.83
"506","2009-01-05",8.8
"507","2009-01-06",8.63
"508","2009-01-07",8.49
"509","2009-01-08",8.52
"510","2009-01-09",8.25
"511","2009-01-12",8.2
"512","2009-01-13",8.31
"513","2009-01-14",8.06
"514","2009-01-15",8.08
"515","2009-01-16",8.02
"516","2009-01-20",8.02
"517","2009-01-21",8.48
"518","2009-01-22",8.19
"519","2009-01-23",7.99
"520","2009-01-26",8.35
"521","2009-01-27",8.43
"522","2009-01-28",8.5
"523","2009-01-29",8.16
"524","2009-01-30",8.13
"525","2009-02-02",8.45
"526","2009-02-03",8.51
"527","2009-02-04",8.34
"528","2009-02-05",8.36
"529","2009-02-06",8.68
"530","2009-02-09",8.59
"531","2009-02-10",8.32
"532","2009-02-11",8.05
"533","2009-02-12",8.06
"534","2009-02-13",7.83
"535","2009-02-17",7.4
"536","2009-02-18",7.27
"537","2009-02-19",7.04
"538","2009-02-20",7.06
"539","2009-02-23",6.9
"540","2009-02-24",7.11
"541","2009-02-25",6.87
"542","2009-02-26",6.8
"543","2009-02-27",6.86
"544","2009-03-02",6.89
"545","2009-03-03",6.71
"546","2009-03-04",6.77
"547","2009-03-05",6.71
"548","2009-03-06",6.61
"549","2009-03-09",6.24
"550","2009-03-10",6.4
"551","2009-03-11",6.33
"552","2009-03-12",6.62
"553","2009-03-13",6.7
"554","2009-03-16",6.56
"555","2009-03-17",6.65
"556","2009-03-18",6.88
"557","2009-03-19",6.81
"558","2009-03-20",6.85
"559","2009-03-23",7.19
"560","2009-03-24",7
"561","2009-03-25",7.01
"562","2009-03-26",7.19
"563","2009-03-27",7.05
"564","2009-03-30",6.97
"565","2009-03-31",6.97
"566","2009-04-01",7.07
"567","2009-04-02",7.28
"568","2009-04-03",7.33
"569","2009-04-06",7.18
"570","2009-04-07",7.11
"571","2009-04-08",7.17
"572","2009-04-09",7.37
"573","2009-04-13",7.16
"574","2009-04-14",7
"575","2009-04-15",7.31
"576","2009-04-16",7.48
"577","2009-04-17",7.35
"578","2009-04-20",7.18
"579","2009-04-21",7.33
"580","2009-04-22",7.26
"581","2009-04-23",7.23
"582","2009-04-24",7.37
"583","2009-04-27",7.5
"584","2009-04-28",7.49
"585","2009-04-29",7.59
"586","2009-04-30",7.86
"587","2009-05-01",7.9
"588","2009-05-04",7.7
"589","2009-05-05",7.51
"590","2009-05-06",7.65
"591","2009-05-07",7.36
"592","2009-05-08",7.55
"593","2009-05-11",7.47
"594","2009-05-12",7.47
"595","2009-05-13",7.18
"596","2009-05-14",7.32
"597","2009-05-15",7.2
"598","2009-05-18",7.4
"599","2009-05-19",7.35
"600","2009-05-20",7.25
"601","2009-05-21",7
"602","2009-05-22",7
"603","2009-05-26",7.22
"604","2009-05-27",7.21
"605","2009-05-28",7.09
"606","2009-05-29",7.23
"607","2009-06-01",7.22
"608","2009-06-02",7.15
"609","2009-06-03",7.18
"610","2009-06-04",7.34
"611","2009-06-05",7.21
"612","2009-06-08",7.26
"613","2009-06-09",7.09
"614","2009-06-10",7.17
"615","2009-06-11",7.26
"616","2009-06-12",7.17
"617","2009-06-15",7.14
"618","2009-06-16",7.05
"619","2009-06-17",7.13
"620","2009-06-18",7.19
"621","2009-06-19",7.29
"622","2009-06-22",7.09
"623","2009-06-23",7.1
"624","2009-06-24",7.07
"625","2009-06-25",7.17
"626","2009-06-26",7.18
"627","2009-06-29",7.2
"628","2009-06-30",7.12
"629","2009-07-01",7.13
"630","2009-07-02",6.93
"631","2009-07-06",6.78
"632","2009-07-07",6.76
"633","2009-07-08",6.82
"634","2009-07-09",6.7
"635","2009-07-10",6.81
"636","2009-07-13",6.98
"637","2009-07-14",6.92
"638","2009-07-15",7.15
"639","2009-07-16",7.11
"640","2009-07-17",7.13
"641","2009-07-20",7.1
"642","2009-07-21",7.25
"643","2009-07-22",7.23
"644","2009-07-23",7.35
"645","2009-07-24",7.39
"646","2009-07-27",7.31
"647","2009-07-28",7.38
"648","2009-07-29",6.99
"649","2009-07-30",6.74
"650","2009-07-31",6.54
"651","2009-08-03",6.5
"652","2009-08-04",6.39
"653","2009-08-05",6.47
"654","2009-08-06",6.4
"655","2009-08-07",6.57
"656","2009-08-10",6.56
"657","2009-08-11",6.49
"658","2009-08-12",6.76
"659","2009-08-13",6.85
"660","2009-08-14",6.83
"661","2009-08-17",6.94
"662","2009-08-18",6.95
"663","2009-08-19",7.06
"664","2009-08-20",7.04
"665","2009-08-21",7.28
"666","2009-08-24",7.29
"667","2009-08-25",7.26
"668","2009-08-26",7.28
"669","2009-08-27",7.27
"670","2009-08-28",7.21
"671","2009-08-31",7.16
"672","2009-09-01",7.1
"673","2009-09-02",7.03
"674","2009-09-03",7.05
"675","2009-09-04",7.13
"676","2009-09-08",7.03
"677","2009-09-09",7.01
"678","2009-09-10",7.14
"679","2009-09-11",7.15
"680","2009-09-14",7.23
"681","2009-09-15",7.13
"682","2009-09-16",7.15
"683","2009-09-17",7.14
"684","2009-09-18",7.09
"685","2009-09-21",7.21
"686","2009-09-22",7.3
"687","2009-09-23",7.22
"688","2009-09-24",7.19
"689","2009-09-25",7.2
"690","2009-09-28",7.32
"691","2009-09-29",7.29
"692","2009-09-30",7.46
"693","2009-10-01",7.28
"694","2009-10-02",7.27
"695","2009-10-05",7.24
"696","2009-10-06",7.58
"697","2009-10-07",7.59
"698","2009-10-08",7.63
"699","2009-10-09",7.66
"700","2009-10-12",7.58
"701","2009-10-13",7.58
"702","2009-10-14",7.66
"703","2009-10-15",7.57
"704","2009-10-16",7.51
"705","2009-10-19",7.57
"706","2009-10-20",7.46
"707","2009-10-21",7.5
"708","2009-10-22",7.7
"709","2009-10-23",7.49
"710","2009-10-26",7.38
"711","2009-10-27",7.31
"712","2009-10-28",7.14
"713","2009-10-29",7.21
"714","2009-10-30",7.04
"715","2009-11-02",7.08
"716","2009-11-03",7.05
"717","2009-11-04",7.02
"718","2009-11-05",7.18
"719","2009-11-06",7.14
"720","2009-11-09",7.14
"721","2009-11-10",7.12
"722","2009-11-11",7.18
"723","2009-11-12",7.1
"724","2009-11-13",7.24
"725","2009-11-16",7.16
"726","2009-11-17",7.25
"727","2009-11-18",7.22
"728","2009-11-19",7.06
"729","2009-11-20",7.04
"730","2009-11-23",7.14
"731","2009-11-24",7.06
"732","2009-11-25",7.05
"733","2009-11-27",6.87
"734","2009-11-30",6.88
"735","2009-12-01",6.96
"736","2009-12-02",6.93
"737","2009-12-03",6.71
"738","2009-12-04",7.21
"739","2009-12-07",7.29
"740","2009-12-08",7.19
"741","2009-12-09",7.14
"742","2009-12-10",6.98
"743","2009-12-11",6.89
"744","2009-12-14",6.89
"745","2009-12-15",6.91
"746","2009-12-16",6.89
"747","2009-12-17",6.86
"748","2009-12-18",7.01
"749","2009-12-21",7.15
"750","2009-12-22",7.29
"751","2009-12-23",7.43
"752","2009-12-24",7.5
"753","2009-12-28",7.51
"754","2009-12-29",7.55
"755","2009-12-30",7.64
"756","2009-12-31",7.7
"757","2010-01-04",7.62
"758","2010-01-05",7.55
"759","2010-01-06",7.4
"760","2010-01-07",7.5
"761","2010-01-08",7.52
"762","2010-01-11",7.52
"763","2010-01-12",7.5
"764","2010-01-13",7.52
"765","2010-01-14",7.52
"766","2010-01-15",7.52
"767","2010-01-19",7.55
"768","2010-01-20",7.49
"769","2010-01-21",7.49
"770","2010-01-22",7.5
"771","2010-01-25",7.49
"772","2010-01-26",7.31
"773","2010-01-27",7.38
"774","2010-01-28",7.29
"775","2010-01-29",7.25
"776","2010-02-01",7.22
"777","2010-02-02",7.18
"778","2010-02-03",7.11
"779","2010-02-04",7.03
"780","2010-02-05",7.03
"781","2010-02-08",6.94
"782","2010-02-09",6.97
"783","2010-02-10",6.84
"784","2010-02-11",6.95
"785","2010-02-12",6.89
"786","2010-02-16",6.19
"787","2010-02-17",6.27
"788","2010-02-18",6.39
"789","2010-02-19",6.52
"790","2010-02-22",6.43
"791","2010-02-23",6.23
"792","2010-02-24",6.22
"793","2010-02-25",6.28
"794","2010-02-26",6.23
"795","2010-03-01",6.38
"796","2010-03-02",6.35
"797","2010-03-03",6.26
"798","2010-03-04",6.27
"799","2010-03-05",6.39
"800","2010-03-08",6.4
"801","2010-03-09",6.39
"802","2010-03-10",6.42
"803","2010-03-11",6.51
"804","2010-03-12",6.59
"805","2010-03-15",6.64
"806","2010-03-16",6.55
"807","2010-03-17",6.53
"808","2010-03-18",6.51
"809","2010-03-19",6.59
"810","2010-03-22",6.65
"811","2010-03-23",6.55
"812","2010-03-24",6.48
"813","2010-03-25",6.51
"814","2010-03-26",6.57
"815","2010-03-29",6.59
"816","2010-03-30",6.63
"817","2010-03-31",6.57
"818","2010-04-01",6.59
"819","2010-04-05",6.71
"820","2010-04-06",6.63
"821","2010-04-07",6.66
"822","2010-04-08",6.61
"823","2010-04-09",6.61
"824","2010-04-12",6.6
"825","2010-04-13",6.59
"826","2010-04-14",6.67
"827","2010-04-15",6.75
"828","2010-04-16",6.83
"829","2010-04-19",6.8
"830","2010-04-20",6.85
"831","2010-04-21",6.94
"832","2010-04-22",7.03
"833","2010-04-23",7.03
"834","2010-04-26",7.09
"835","2010-04-27",7.11
"836","2010-04-28",7.12
"837","2010-04-29",7.15
"838","2010-04-30",7.01
"839","2010-05-03",7.26
"840","2010-05-04",7.14
"841","2010-05-05",6.65
"842","2010-05-06",6.55
"843","2010-05-07",6.41
"844","2010-05-10",6.56
"845","2010-05-11",6.6
"846","2010-05-12",6.72
"847","2010-05-13",6.75
"848","2010-05-14",6.72
"849","2010-05-17",6.84
"850","2010-05-18",6.67
"851","2010-05-19",6.67
"852","2010-05-20",6.46
"853","2010-05-21",6.45
"854","2010-05-24",6.44
"855","2010-05-25",6.44
"856","2010-05-26",6.56
"857","2010-05-27",6.66
"858","2010-05-28",6.6
"859","2010-06-01",6.51
"860","2010-06-02",6.58
"861","2010-06-03",6.86
"862","2010-06-04",6.53
"863","2010-06-07",6.47
"864","2010-06-08",6.57
"865","2010-06-09",6.54
"866","2010-06-10",6.72
"867","2010-06-11",6.78
"868","2010-06-14",6.57
"869","2010-06-15",6.82
"870","2010-06-16",6.73
"871","2010-06-17",6.72
"872","2010-06-18",6.72
"873","2010-06-21",6.66
"874","2010-06-22",6.53
"875","2010-06-23",6.55
"876","2010-06-24",6.55
"877","2010-06-25",6.79
"878","2010-06-28",6.6
"879","2010-06-29",6.43
"880","2010-06-30",6.36
"881","2010-07-01",6.23
"882","2010-07-02",6.18
"883","2010-07-06",6.2
"884","2010-07-07",6.35
"885","2010-07-08",6.49
"886","2010-07-09",6.52
"887","2010-07-12",6.49
"888","2010-07-13",6.68
"889","2010-07-14",6.49
"890","2010-07-15",6.41
"891","2010-07-16",6.17
"892","2010-07-19",6.27
"893","2010-07-20",6.35
"894","2010-07-21",6.21
"895","2010-07-22",6.44
"896","2010-07-23",6.52
"897","2010-07-26",6.35
"898","2010-07-27",6.63
"899","2010-07-28",6.72
"900","2010-07-29",6.52
"901","2010-07-30",6.59
"902","2010-08-02",6.49
"903","2010-08-03",6.49
"904","2010-08-04",6.4
"905","2010-08-05",6.36
"906","2010-08-06",6.18
"907","2010-08-09",6.23
"908","2010-08-10",6.04
"909","2010-08-11",5.78
"910","2010-08-12",5.69
"911","2010-08-13",5.69
"912","2010-08-16",5.81
"913","2010-08-17",5.96
"914","2010-08-18",5.87
"915","2010-08-19",5.72
"916","2010-08-20",5.73
"917","2010-08-23",5.7
"918","2010-08-24",5.42
"919","2010-08-25",5.8
"920","2010-08-26",6.01
"921","2010-08-27",6.1
"922","2010-08-30",6.01
"923","2010-08-31",5.93
"924","2010-09-01",6.04
"925","2010-09-02",5.9
"926","2010-09-03",6.04
"927","2010-09-07",5.87
"928","2010-09-08",5.99
"929","2010-09-09",5.93
"930","2010-09-10",5.89
"931","2010-09-13",6.08
"932","2010-09-14",6.05
"933","2010-09-15",6.35
"934","2010-09-16",6.14
"935","2010-09-17",6.16
"936","2010-09-20",6.09
"937","2010-09-21",5.49
"938","2010-09-22",5.41
"939","2010-09-23",5.58
"940","2010-09-24",5.8
"941","2010-09-27",5.79
"942","2010-09-28",5.89
"943","2010-09-29",5.92
"944","2010-09-30",5.93
"945","2010-10-01",6
"946","2010-10-04",5.84
"947","2010-10-05",5.96
"948","2010-10-06",6.11
"949","2010-10-07",6.09
"950","2010-10-08",6.1
"951","2010-10-11",6.1
"952","2010-10-12",5.98
"953","2010-10-13",6.01
"954","2010-10-14",5.94
"955","2010-10-15",5.95
"956","2010-10-18",6
"957","2010-10-19",5.88
"958","2010-10-20",5.92
"959","2010-10-21",5.77
"960","2010-10-22",5.65
"961","2010-10-25",5.37
"962","2010-10-26",5.36
"963","2010-10-27",5.27
"964","2010-10-28",5.78
"965","2010-10-29",5.92
"966","2010-11-01",6.11
"967","2010-11-02",6.25
"968","2010-11-03",6.08
"969","2010-11-04",6.25
"970","2010-11-05",6.34
"971","2010-11-08",6.35
"972","2010-11-09",6.3
"973","2010-11-10",6.4
"974","2010-11-11",6.36
"975","2010-11-12",6.25
"976","2010-11-15",6.47
"977","2010-11-16",6.4
"978","2010-11-17",6.32
"979","2010-11-18",6.4
"980","2010-11-19",6.33
"981","2010-11-22",6.27
"982","2010-11-23",6.21
"983","2010-11-24",6.26
"984","2010-11-26",6.21
"985","2010-11-29",6.17
"986","2010-11-30",6.02
"987","2010-12-01",6.1
"988","2010-12-02",6.25
"989","2010-12-03",6.27
"990","2010-12-06",6.28
"991","2010-12-07",6.33
"992","2010-12-08",6.39
"993","2010-12-09",6.41
"994","2010-12-10",6.46
"995","2010-12-13",6.42
"996","2010-12-14",6.4
"997","2010-12-15",6.39
"998","2010-12-16",6.12
"999","2010-12-17",6.13
"1000","2010-12-20",6.21
"1001","2010-12-21",6.29
