"","date","ONB"
"1","2007-01-03",19.08
"2","2007-01-04",19.129999
"3","2007-01-05",18.559999
"4","2007-01-08",18.73
"5","2007-01-09",18.639999
"6","2007-01-10",18.57
"7","2007-01-11",18.84
"8","2007-01-12",18.879999
"9","2007-01-16",18.799999
"10","2007-01-17",18.610001
"11","2007-01-18",18.440001
"12","2007-01-19",18.66
"13","2007-01-22",18.49
"14","2007-01-23",18.67
"15","2007-01-24",18.82
"16","2007-01-25",18.43
"17","2007-01-26",18.75
"18","2007-01-29",18.73
"19","2007-01-30",18.75
"20","2007-01-31",18.74
"21","2007-02-01",18.629999
"22","2007-02-02",18.82
"23","2007-02-05",18.99
"24","2007-02-06",18.809999
"25","2007-02-07",18.98
"26","2007-02-08",18.879999
"27","2007-02-09",18.719999
"28","2007-02-12",18.91
"29","2007-02-13",19.059999
"30","2007-02-14",18.99
"31","2007-02-15",18.959999
"32","2007-02-16",18.950001
"33","2007-02-20",19.27
"34","2007-02-21",19.42
"35","2007-02-22",19.379999
"36","2007-02-23",19.200001
"37","2007-02-26",19.09
"38","2007-02-27",18.4
"39","2007-02-28",18.24
"40","2007-03-01",18.379999
"41","2007-03-02",18.15
"42","2007-03-05",17.780001
"43","2007-03-06",18.129999
"44","2007-03-07",17.950001
"45","2007-03-08",17.98
"46","2007-03-09",18
"47","2007-03-12",18.059999
"48","2007-03-13",17.389999
"49","2007-03-14",17.6
"50","2007-03-15",17.870001
"51","2007-03-16",17.85
"52","2007-03-19",18.049999
"53","2007-03-20",18.139999
"54","2007-03-21",18.530001
"55","2007-03-22",18.309999
"56","2007-03-23",18.33
"57","2007-03-26",18.290001
"58","2007-03-27",18.23
"59","2007-03-28",18.01
"60","2007-03-29",18.17
"61","2007-03-30",18.18
"62","2007-04-02",18
"63","2007-04-03",18.26
"64","2007-04-04",18.08
"65","2007-04-05",18.040001
"66","2007-04-09",18.01
"67","2007-04-10",18.07
"68","2007-04-11",17.959999
"69","2007-04-12",18.09
"70","2007-04-13",18.209999
"71","2007-04-16",18.68
"72","2007-04-17",18.540001
"73","2007-04-18",18.41
"74","2007-04-19",18.27
"75","2007-04-20",18.450001
"76","2007-04-23",18.35
"77","2007-04-24",18.309999
"78","2007-04-25",18.48
"79","2007-04-26",18.360001
"80","2007-04-27",18.26
"81","2007-04-30",17.879999
"82","2007-05-01",17.92
"83","2007-05-02",18.18
"84","2007-05-03",18.25
"85","2007-05-04",18.4
"86","2007-05-07",18.24
"87","2007-05-08",18.18
"88","2007-05-09",18.17
"89","2007-05-10",17.83
"90","2007-05-11",18.02
"91","2007-05-14",17.799999
"92","2007-05-15",17.639999
"93","2007-05-16",17.780001
"94","2007-05-17",17.52
"95","2007-05-18",17.6
"96","2007-05-21",17.75
"97","2007-05-22",17.799999
"98","2007-05-23",17.879999
"99","2007-05-24",17.74
"100","2007-05-25",17.82
"101","2007-05-29",17.940001
"102","2007-05-30",17.950001
"103","2007-05-31",17.85
"104","2007-06-01",17.99
"105","2007-06-04",17.91
"106","2007-06-05",17.610001
"107","2007-06-06",17.530001
"108","2007-06-07",17.26
"109","2007-06-08",17.42
"110","2007-06-11",17.360001
"111","2007-06-12",17.07
"112","2007-06-13",17.309999
"113","2007-06-14",17.299999
"114","2007-06-15",17.57
"115","2007-06-18",17.620001
"116","2007-06-19",17.68
"117","2007-06-20",17.32
"118","2007-06-21",17.27
"119","2007-06-22",17.110001
"120","2007-06-25",16.83
"121","2007-06-26",16.67
"122","2007-06-27",16.98
"123","2007-06-28",16.969999
"124","2007-06-29",16.610001
"125","2007-07-02",16.690001
"126","2007-07-03",16.709999
"127","2007-07-05",16.65
"128","2007-07-06",16.559999
"129","2007-07-09",16.469999
"130","2007-07-10",15.99
"131","2007-07-11",16.02
"132","2007-07-12",16.299999
"133","2007-07-13",16.15
"134","2007-07-16",15.99
"135","2007-07-17",15.97
"136","2007-07-18",15.63
"137","2007-07-19",15.61
"138","2007-07-20",15.21
"139","2007-07-23",15.16
"140","2007-07-24",14.64
"141","2007-07-25",14.76
"142","2007-07-26",14.34
"143","2007-07-27",14.09
"144","2007-07-30",14.73
"145","2007-07-31",14.4
"146","2007-08-01",14.47
"147","2007-08-02",14.7
"148","2007-08-03",14.03
"149","2007-08-06",14.72
"150","2007-08-07",14.96
"151","2007-08-08",15.38
"152","2007-08-09",15.05
"153","2007-08-10",15.1
"154","2007-08-13",14.92
"155","2007-08-14",14.49
"156","2007-08-15",15.31
"157","2007-08-16",16.5
"158","2007-08-17",17.059999
"159","2007-08-20",16.790001
"160","2007-08-21",16.66
"161","2007-08-22",16.610001
"162","2007-08-23",15.89
"163","2007-08-24",16.059999
"164","2007-08-27",15.99
"165","2007-08-28",15.55
"166","2007-08-29",15.97
"167","2007-08-30",15.56
"168","2007-08-31",15.88
"169","2007-09-04",15.94
"170","2007-09-05",15.7
"171","2007-09-06",15.91
"172","2007-09-07",15.59
"173","2007-09-10",15.36
"174","2007-09-11",15.54
"175","2007-09-12",15.48
"176","2007-09-13",15.6
"177","2007-09-14",15.76
"178","2007-09-17",15.57
"179","2007-09-18",16.549999
"180","2007-09-19",17.059999
"181","2007-09-20",16.700001
"182","2007-09-21",16.99
"183","2007-09-24",16.780001
"184","2007-09-25",16.35
"185","2007-09-26",16.67
"186","2007-09-27",16.92
"187","2007-09-28",16.57
"188","2007-10-01",16.99
"189","2007-10-02",17
"190","2007-10-03",16.719999
"191","2007-10-04",16.780001
"192","2007-10-05",16.93
"193","2007-10-08",16.809999
"194","2007-10-09",16.9
"195","2007-10-10",16.74
"196","2007-10-11",16.9
"197","2007-10-12",16.610001
"198","2007-10-15",16.42
"199","2007-10-16",16.07
"200","2007-10-17",16.280001
"201","2007-10-18",16.24
"202","2007-10-19",16.02
"203","2007-10-22",16.43
"204","2007-10-23",16.389999
"205","2007-10-24",16.26
"206","2007-10-25",16.26
"207","2007-10-26",16.469999
"208","2007-10-29",16.5
"209","2007-10-30",16.65
"210","2007-10-31",16.709999
"211","2007-11-01",15.54
"212","2007-11-02",15.03
"213","2007-11-05",14.83
"214","2007-11-06",15.18
"215","2007-11-07",14.46
"216","2007-11-08",15.13
"217","2007-11-09",15.42
"218","2007-11-12",15.73
"219","2007-11-13",16.299999
"220","2007-11-14",15.88
"221","2007-11-15",15.4
"222","2007-11-16",15.42
"223","2007-11-19",14.9
"224","2007-11-20",14.95
"225","2007-11-21",15.24
"226","2007-11-23",15.82
"227","2007-11-26",15.81
"228","2007-11-27",15.56
"229","2007-11-28",16.27
"230","2007-11-29",15.69
"231","2007-11-30",15.98
"232","2007-12-03",15.82
"233","2007-12-04",15.66
"234","2007-12-05",15.95
"235","2007-12-06",15.68
"236","2007-12-07",15.32
"237","2007-12-10",15.7
"238","2007-12-11",14.41
"239","2007-12-12",14.5
"240","2007-12-13",14.42
"241","2007-12-14",14.09
"242","2007-12-17",14.19
"243","2007-12-18",14.85
"244","2007-12-19",15
"245","2007-12-20",15.08
"246","2007-12-21",15.61
"247","2007-12-24",15.72
"248","2007-12-26",15.63
"249","2007-12-27",14.93
"250","2007-12-28",14.83
"251","2007-12-31",14.96
"252","2008-01-02",14.35
"253","2008-01-03",13.92
"254","2008-01-04",13.45
"255","2008-01-07",13.98
"256","2008-01-08",13.26
"257","2008-01-09",13.53
"258","2008-01-10",14.02
"259","2008-01-11",13.78
"260","2008-01-14",13.73
"261","2008-01-15",13.85
"262","2008-01-16",14.28
"263","2008-01-17",13.8
"264","2008-01-18",13.55
"265","2008-01-22",14.2
"266","2008-01-23",15.32
"267","2008-01-24",15.29
"268","2008-01-25",15.16
"269","2008-01-28",16.440001
"270","2008-01-29",16.76
"271","2008-01-30",16.459999
"272","2008-01-31",16.799999
"273","2008-02-01",17.01
"274","2008-02-04",16.48
"275","2008-02-05",15.9
"276","2008-02-06",15.8
"277","2008-02-07",16.27
"278","2008-02-08",16.18
"279","2008-02-11",16.15
"280","2008-02-12",16.27
"281","2008-02-13",16.41
"282","2008-02-14",15.83
"283","2008-02-15",15.75
"284","2008-02-19",15.57
"285","2008-02-20",16.15
"286","2008-02-21",16.889999
"287","2008-02-22",17.030001
"288","2008-02-25",16.860001
"289","2008-02-26",16.959999
"290","2008-02-27",16.82
"291","2008-02-28",16.120001
"292","2008-02-29",15.52
"293","2008-03-03",15.38
"294","2008-03-04",15.31
"295","2008-03-05",15.11
"296","2008-03-06",14.87
"297","2008-03-07",15.04
"298","2008-03-10",15.49
"299","2008-03-11",17.26
"300","2008-03-12",16.65
"301","2008-03-13",17.530001
"302","2008-03-14",17.299999
"303","2008-03-17",17.58
