"","date","PANL"
"109","2014-05-28",10.01
"110","2014-05-29",10
"111","2014-05-30",10.02
"112","2014-06-02",10.02
"113","2014-06-03",10.01
"114","2014-06-04",10.01
"115","2014-06-05",10.02
"116","2014-06-06",10.01
"117","2014-06-09",10.06
"118","2014-06-10",10.03
"119","2014-06-11",10.07
"120","2014-06-12",10
"121","2014-06-13",10.04
"122","2014-06-16",10
"123","2014-06-17",10
"124","2014-06-18",10.01
"125","2014-06-19",10.05
"126","2014-06-20",10.05
"127","2014-06-23",10.02
"128","2014-06-24",10.03
"129","2014-06-25",10.1
"130","2014-06-26",10.06
"131","2014-06-27",10.05
"132","2014-06-30",10.04
"133","2014-07-01",10.07
"134","2014-07-02",10.06
"135","2014-07-03",10.06
"136","2014-07-07",10.06
"137","2014-07-08",10.04
"138","2014-07-09",10.09
"139","2014-07-10",10.08
"140","2014-07-11",10.08
"141","2014-07-14",10.08
"142","2014-07-15",10.07
"143","2014-07-16",10.01
"144","2014-07-17",10
"145","2014-07-18",10.01
"146","2014-07-21",10.01
"147","2014-07-22",10.01
"148","2014-07-23",10.01
"149","2014-07-24",10.01
"150","2014-07-25",10.01
"151","2014-07-28",10.04
"152","2014-07-29",10
"153","2014-07-30",10.01
"154","2014-07-31",9.97
"155","2014-08-01",9.98
"156","2014-08-04",9.97
"157","2014-08-05",9.97
"158","2014-08-06",9.97
"159","2014-08-07",10
"160","2014-08-08",10
"161","2014-08-11",10
"162","2014-08-12",10
"163","2014-08-13",10.01
"164","2014-08-14",10.09
"165","2014-08-15",10.04
"166","2014-08-18",10.046
"167","2014-08-19",10.02
"168","2014-08-20",10.02
"169","2014-08-21",10.02
"170","2014-08-22",10.018
"171","2014-08-25",9.95
"172","2014-08-26",9.919
"173","2014-08-27",9.84
"174","2014-08-28",9.84
"175","2014-08-29",10.05
"176","2014-09-02",10.01
"177","2014-09-03",10.03
"178","2014-09-04",10.04
"179","2014-09-05",10.05
"180","2014-09-08",10.05
"181","2014-09-09",10.09
"182","2014-09-10",10.09
"183","2014-09-11",10.09
"184","2014-09-12",10.05
"185","2014-09-15",10.05
"186","2014-09-16",10.03
"187","2014-09-17",9.98
"188","2014-09-18",9.94
"189","2014-09-19",10.03
"190","2014-09-22",9.927
"191","2014-09-23",9.93
"192","2014-09-24",9.93
"193","2014-09-25",9.88
"194","2014-09-26",9.959
"195","2014-09-29",9.9
"196","2014-09-30",9.58
"197","2014-10-01",9.4
"198","2014-10-02",9.17
"199","2014-10-03",9.15
"200","2014-10-06",7.78
"201","2014-10-07",7.37
"202","2014-10-08",7.06
"203","2014-10-09",6.5
"204","2014-10-10",6.26
"205","2014-10-13",6.25
"206","2014-10-14",6.52
"207","2014-10-15",6.69
"208","2014-10-16",6.73
"209","2014-10-17",6.72
"210","2014-10-20",6.64
"211","2014-10-21",6.8
"212","2014-10-22",6.75
"213","2014-10-23",6.75
"214","2014-10-24",6.65
"215","2014-10-27",6.55
"216","2014-10-28",6.7
"217","2014-10-29",6.6
"218","2014-10-30",6.5
"219","2014-10-31",6.4
"220","2014-11-03",6.16
"221","2014-11-04",6.15
"222","2014-11-05",5.9
"223","2014-11-06",5.68
"224","2014-11-07",5.3
"225","2014-11-10",5.12
"226","2014-11-11",5.01
"227","2014-11-12",5.71
"228","2014-11-13",5.58
"229","2014-11-14",5.75
"230","2014-11-17",4.64
"231","2014-11-18",4.65
"232","2014-11-19",4.65
"233","2014-11-20",4.87
"234","2014-11-21",4.92
"235","2014-11-24",5.09
"236","2014-11-25",5.09
"237","2014-11-26",5.25
"238","2014-11-28",5.237
"239","2014-12-01",5.23
"240","2014-12-02",5.27
"241","2014-12-03",5.03
"242","2014-12-04",5.1
"243","2014-12-05",5.44
"244","2014-12-08",5.195
"245","2014-12-09",5.48
"246","2014-12-10",5.29
"247","2014-12-11",5.16
"248","2014-12-12",5
"249","2014-12-15",5.02
"250","2014-12-16",4.99
"251","2014-12-17",5.03
"252","2014-12-18",5.15
"253","2014-12-19",4.61
"254","2014-12-22",4.74
"255","2014-12-23",4.74
"256","2014-12-24",4.66
"257","2014-12-26",4.62
"258","2014-12-29",4.7
"259","2014-12-30",4.89
"260","2014-12-31",4.75
"261","2015-01-02",4.7
"262","2015-01-05",4.58
"263","2015-01-06",4.62
"264","2015-01-07",4.56
"265","2015-01-08",4.45
"266","2015-01-09",4.211
"267","2015-01-12",4.11
"268","2015-01-13",4.01
"269","2015-01-14",4.01
"270","2015-01-15",3.89
"271","2015-01-16",3.83
"272","2015-01-20",3.71
"273","2015-01-21",3.73
"274","2015-01-22",3.68
"275","2015-01-23",3.73
"276","2015-01-26",3.99
"277","2015-01-27",3.8
"278","2015-01-28",3.72
"279","2015-01-29",3.64
"280","2015-01-30",3.99
"281","2015-02-02",3.67
"282","2015-02-03",3.47
"283","2015-02-04",3.23
"284","2015-02-05",3.37
"285","2015-02-06",3.26
"286","2015-02-09",3.24
"287","2015-02-10",3.26
"288","2015-02-11",3.15
"289","2015-02-12",3.04
"290","2015-02-13",2.63
"291","2015-02-17",2.62
"292","2015-02-18",2.51
"293","2015-02-19",2.49
"294","2015-02-20",2.629
"295","2015-02-23",2.67
"296","2015-02-24",2.8
"297","2015-02-25",2.75
"298","2015-02-26",2.768
"299","2015-02-27",2.84
"300","2015-03-02",2.99
"301","2015-03-03",2.85
"302","2015-03-04",3.08
"303","2015-03-05",3
"304","2015-03-06",3.03
"305","2015-03-09",2.89
"306","2015-03-10",2.75
"307","2015-03-11",2.76
"308","2015-03-12",2.87
"309","2015-03-13",2.81
"310","2015-03-16",2.848
"311","2015-03-17",2.849
"312","2015-03-18",2.75
"313","2015-03-19",2.75
"314","2015-03-20",2.787
"315","2015-03-23",2.84
"316","2015-03-24",2.82
"317","2015-03-25",2.7
"318","2015-03-26",2.7
"319","2015-03-27",2.79
"320","2015-03-30",2.75
"321","2015-03-31",2.736
"322","2015-04-01",2.67
"323","2015-04-02",2.68
"324","2015-04-06",2.61
"325","2015-04-07",2.58
"326","2015-04-08",2.42
"327","2015-04-09",2.5
"328","2015-04-10",2.52
"329","2015-04-13",2.52
"330","2015-04-14",2.59
"331","2015-04-15",2.57
"332","2015-04-16",2.55
"333","2015-04-17",2.5
"334","2015-04-20",2.44
"335","2015-04-21",2.44
"336","2015-04-22",2.37
"337","2015-04-23",2.35
"338","2015-04-24",2.38
"339","2015-04-27",2.35
"340","2015-04-28",2.396
"341","2015-04-29",2.4
"342","2015-04-30",2.35
"343","2015-05-01",2.22
"344","2015-05-04",2.35
"345","2015-05-05",2.26
"346","2015-05-06",2.26
"347","2015-05-07",2.23
"348","2015-05-08",2.25
"349","2015-05-11",2.37
"350","2015-05-12",2.41
"351","2015-05-13",2.58
"352","2015-05-14",2.63
"353","2015-05-15",3.7
"354","2015-05-18",3.602
"355","2015-05-19",3.54
"356","2015-05-20",3.77
"357","2015-05-21",3.63
"358","2015-05-22",3.66
"359","2015-05-26",3.47
"360","2015-05-27",3.465
"361","2015-05-28",3.479
"362","2015-05-29",3.4
"363","2015-06-01",3.63
"364","2015-06-02",3.4
"365","2015-06-03",3.45
"366","2015-06-04",3.41
"367","2015-06-05",3.5
"368","2015-06-08",3.4
"369","2015-06-09",3.37
"370","2015-06-10",3.662
"371","2015-06-11",3.51
"372","2015-06-12",3.48
"373","2015-06-15",3.48
"374","2015-06-16",3.5
"375","2015-06-17",3.65
"376","2015-06-18",3.62
"377","2015-06-19",3.61
"378","2015-06-22",3.5
"379","2015-06-23",3.54
"380","2015-06-24",3.31
"381","2015-06-25",3.31
"382","2015-06-26",3.34
"383","2015-06-29",3.38
"384","2015-06-30",3.23
"385","2015-07-01",3.25
"386","2015-07-02",3.15
"387","2015-07-06",2.98
"388","2015-07-07",3.021
"389","2015-07-08",3.11
"390","2015-07-09",3.11
"391","2015-07-10",3.11
"392","2015-07-13",3.11
"393","2015-07-14",3.3
"394","2015-07-15",3.13
"395","2015-07-16",3.27
"396","2015-07-17",3.2
"397","2015-07-20",3.19
"398","2015-07-21",3.25
"399","2015-07-22",3.25
"400","2015-07-23",3.19
"401","2015-07-24",3.17
"402","2015-07-27",3.29
"403","2015-07-28",3.29
"404","2015-07-29",3.35
"405","2015-07-30",3.35
"406","2015-07-31",3.35
"407","2015-08-03",3.34
"408","2015-08-04",3.31
"409","2015-08-05",3.31
"410","2015-08-06",3.3
"411","2015-08-07",3.25
"412","2015-08-10",3.25
"413","2015-08-11",3.04
"414","2015-08-12",3.295
"415","2015-08-13",3.37
"416","2015-08-14",3.22
"417","2015-08-17",3.261
"418","2015-08-18",3.284
"419","2015-08-19",3.31
"420","2015-08-20",3.36
"421","2015-08-21",3.21
"422","2015-08-24",3.1
"423","2015-08-25",3
"424","2015-08-26",2.95
"425","2015-08-27",3.17
"426","2015-08-28",3.21
"427","2015-08-31",3.2
"428","2015-09-01",3.16
"429","2015-09-02",3.23
"430","2015-09-03",3.4
"431","2015-09-04",3.14
"432","2015-09-08",3.3
"433","2015-09-09",3.3
"434","2015-09-10",3.29
"435","2015-09-11",3.56
"436","2015-09-14",3.53
"437","2015-09-15",3.6
"438","2015-09-16",3.54
"439","2015-09-17",3.55
"440","2015-09-18",3.23
"441","2015-09-21",3.39
"442","2015-09-22",3.45
"443","2015-09-23",3.44
"444","2015-09-24",3.31
"445","2015-09-25",3.25
"446","2015-09-28",3.25
"447","2015-09-29",3.28
"448","2015-09-30",3.1
"449","2015-10-01",3.046
"450","2015-10-02",3.02
"451","2015-10-05",3.12
"452","2015-10-06",3.31
"453","2015-10-07",3.59
"454","2015-10-08",3.52
"455","2015-10-09",3.4
"456","2015-10-12",3.27
"457","2015-10-13",3.31
"458","2015-10-14",3.23
"459","2015-10-15",3.3
"460","2015-10-16",3.3
"461","2015-10-19",3.22
"462","2015-10-20",3.3
"463","2015-10-21",3.21
"464","2015-10-22",3.15
"465","2015-10-23",3.15
"466","2015-10-26",3.08
"467","2015-10-27",3.13
"468","2015-10-28",3.08
"469","2015-10-29",2.97
"470","2015-10-30",3.03
"471","2015-11-02",3.11
"472","2015-11-03",3.1
"473","2015-11-04",3.07
"474","2015-11-05",3.04
"475","2015-11-06",3
"476","2015-11-09",3.01
"477","2015-11-10",3.01
"478","2015-11-11",2.98
"479","2015-11-12",3.1
"480","2015-11-13",3
"481","2015-11-16",3
"482","2015-11-17",3.06
"483","2015-11-18",2.89
"484","2015-11-19",2.89
"485","2015-11-20",2.85
"486","2015-11-23",2.913
"487","2015-11-24",2.81
"488","2015-11-25",3.01
"489","2015-11-27",3.01
"490","2015-11-30",2.94
"491","2015-12-01",2.85
"492","2015-12-02",2.82
"493","2015-12-03",2.85
"494","2015-12-04",2.81
"495","2015-12-07",2.78
"496","2015-12-08",2.74
"497","2015-12-09",2.74
"498","2015-12-10",2.87
"499","2015-12-11",2.82
"500","2015-12-14",2.73
"501","2015-12-15",2.83
"502","2015-12-16",2.86
"503","2015-12-17",2.75
"504","2015-12-18",2.74
"505","2015-12-21",2.83
"506","2015-12-22",2.77
"507","2015-12-23",2.77
"508","2015-12-24",2.77
"509","2015-12-28",2.59
"510","2015-12-29",2.57
"511","2015-12-30",2.61
"512","2015-12-31",2.64
"513","2016-01-04",2.69
"514","2016-01-05",2.65
"515","2016-01-06",2.65
"516","2016-01-07",2.65
"517","2016-01-08",2.65
"518","2016-01-11",2.6
"519","2016-01-12",2.6
"520","2016-01-13",2.5
"521","2016-01-14",2.5
"522","2016-01-15",2.53
"523","2016-01-19",2.5
"524","2016-01-20",2.5
"525","2016-01-21",2.41
"526","2016-01-22",2.41
"527","2016-01-25",2.33
"528","2016-01-26",2.33
"529","2016-01-27",2.21
"530","2016-01-28",2.31
"531","2016-01-29",2.34
"532","2016-02-01",2.35
"533","2016-02-02",2.35
"534","2016-02-03",2.4
"535","2016-02-04",2.5
"536","2016-02-05",2.41
"537","2016-02-08",2.41
"538","2016-02-09",2.39
"539","2016-02-10",2.39
"540","2016-02-11",2.3
"541","2016-02-12",2.33
"542","2016-02-16",2.26
"543","2016-02-17",2.28
"544","2016-02-18",2.28
"545","2016-02-19",2.26
"546","2016-02-22",2.23
"547","2016-02-23",2.16
"548","2016-02-24",2.16
"549","2016-02-25",2.16
"550","2016-02-26",2.16
"551","2016-02-29",2.21
"552","2016-03-01",2.16
"553","2016-03-02",2.16
"554","2016-03-03",2.12
"555","2016-03-04",2.14
"556","2016-03-07",2.15
"557","2016-03-08",2.3
"558","2016-03-09",2.31
"559","2016-03-10",2.25
"560","2016-03-11",2.22
"561","2016-03-14",2.33
"562","2016-03-15",2.27
"563","2016-03-16",2.27
"564","2016-03-17",2.33
"565","2016-03-18",2.32
"566","2016-03-21",2.22
"567","2016-03-22",2.31
"568","2016-03-23",2.32
"569","2016-03-24",2.27
"570","2016-03-28",2.26
"571","2016-03-29",2.3
"572","2016-03-30",2.3
"573","2016-03-31",2.3
"574","2016-04-01",2.29
"575","2016-04-04",2.29
"576","2016-04-05",2.35
"577","2016-04-06",2.395
"578","2016-04-07",2.37
"579","2016-04-08",2.58
"580","2016-04-11",2.61
"581","2016-04-12",2.68
"582","2016-04-13",2.7
"583","2016-04-14",2.52
"584","2016-04-15",2.45
"585","2016-04-18",2.52
"586","2016-04-19",2.47
"587","2016-04-20",2.55
"588","2016-04-21",2.42
"589","2016-04-22",2.42
"590","2016-04-25",2.45
"591","2016-04-26",2.46
"592","2016-04-27",2.63
"593","2016-04-28",2.8
"594","2016-04-29",2.8
"595","2016-05-02",2.91
"596","2016-05-03",2.92
"597","2016-05-04",2.86
"598","2016-05-05",2.85
"599","2016-05-06",2.87
"600","2016-05-09",2.87
"601","2016-05-10",2.71
"602","2016-05-11",2.7
"603","2016-05-12",2.7
"604","2016-05-13",2.71
"605","2016-05-16",2.72
"606","2016-05-17",2.7
"607","2016-05-18",2.56
"608","2016-05-19",2.36
"609","2016-05-20",2.4
"610","2016-05-23",2.4
"611","2016-05-24",2.45
"612","2016-05-25",2.45
"613","2016-05-26",2.25
"614","2016-05-27",2.25
"615","2016-05-31",2.29
"616","2016-06-01",2.25
"617","2016-06-02",2.25
"618","2016-06-03",2.42
"619","2016-06-06",2.3
"620","2016-06-07",2.454
"621","2016-06-08",2.454
"622","2016-06-09",2.408
"623","2016-06-10",2.77
"624","2016-06-13",2.67
"625","2016-06-14",2.42
"626","2016-06-15",2.41
"627","2016-06-16",2.5
"628","2016-06-17",2.51
"629","2016-06-20",2.4
"630","2016-06-21",2.41
"631","2016-06-22",2.41
"632","2016-06-23",2.62
"633","2016-06-24",2.41
"634","2016-06-27",2.352
"635","2016-06-28",2.33
"636","2016-06-29",2.35
"637","2016-06-30",2.38
"638","2016-07-01",2.4
"639","2016-07-05",2.4
"640","2016-07-06",2.35
"641","2016-07-07",2.36
"642","2016-07-08",2.36
"643","2016-07-11",2.34
"644","2016-07-12",2.33
"645","2016-07-13",2.35
"646","2016-07-14",2.35
"647","2016-07-15",2.35
"648","2016-07-18",2.35
"649","2016-07-19",2.35
"650","2016-07-20",2.35
"651","2016-07-21",2.35
"652","2016-07-22",2.35
"653","2016-07-25",2.38
"654","2016-07-26",2.34
"655","2016-07-27",2.4
"656","2016-07-28",2.4
"657","2016-07-29",2.4
"658","2016-08-01",2.49
"659","2016-08-02",2.4
"660","2016-08-03",2.37
"661","2016-08-04",2.39
"662","2016-08-05",2.42
"663","2016-08-08",2.38
"664","2016-08-09",2.551
"665","2016-08-10",2.551
"666","2016-08-11",2.328
"667","2016-08-12",2.29
"668","2016-08-15",2.31
"669","2016-08-16",2.33
"670","2016-08-17",2.35
"671","2016-08-18",2.32
"672","2016-08-19",2.32
"673","2016-08-22",2.43
"674","2016-08-23",2.43
"675","2016-08-24",2.46
"676","2016-08-25",2.7
"677","2016-08-26",2.538
"678","2016-08-29",2.56
"679","2016-08-30",2.74
"680","2016-08-31",2.6
"681","2016-09-01",2.54
"682","2016-09-02",2.52
"683","2016-09-06",2.39
"684","2016-09-07",2.35
"685","2016-09-08",2.35
"686","2016-09-09",2.3
"687","2016-09-12",2.31
"688","2016-09-13",2.3
"689","2016-09-14",2.32
"690","2016-09-15",2.47
"691","2016-09-16",2.56
"692","2016-09-19",2.48
"693","2016-09-20",2.53
"694","2016-09-21",2.55
"695","2016-09-22",2.64
"696","2016-09-23",2.56
"697","2016-09-26",2.65
"698","2016-09-27",2.54
"699","2016-09-28",2.55
"700","2016-09-29",2.625
"701","2016-09-30",2.5
"702","2016-10-03",2.55
"703","2016-10-04",2.56
"704","2016-10-05",2.55
"705","2016-10-06",2.54
"706","2016-10-07",2.61
"707","2016-10-10",2.61
"708","2016-10-11",2.61
"709","2016-10-12",2.62
"710","2016-10-13",2.54
"711","2016-10-14",2.55
"712","2016-10-17",2.52
"713","2016-10-18",2.54
"714","2016-10-19",2.54
"715","2016-10-20",2.52
"716","2016-10-21",2.6
"717","2016-10-24",2.65
"718","2016-10-25",2.55
"719","2016-10-26",2.57
"720","2016-10-27",2.55
"721","2016-10-28",2.57
"722","2016-10-31",2.56
"723","2016-11-01",2.56
"724","2016-11-02",2.58
"725","2016-11-03",2.53
"726","2016-11-04",2.5
"727","2016-11-07",2.48
"728","2016-11-08",2.48
"729","2016-11-09",2.55
"730","2016-11-10",2.49
"731","2016-11-11",2.55
"732","2016-11-14",2.48
"733","2016-11-15",3
"734","2016-11-16",3.24
"735","2016-11-17",3.4
"736","2016-11-18",3.16
"737","2016-11-21",3.3
"738","2016-11-22",3.37
"739","2016-11-23",3.4
"740","2016-11-25",3.48
"741","2016-11-28",3.38
"742","2016-11-29",3.25
"743","2016-11-30",3.23
"744","2016-12-01",3.07
"745","2016-12-02",3.49
"746","2016-12-05",3.53
"747","2016-12-06",3.31
"748","2016-12-07",3.19
"749","2016-12-08",3.19
"750","2016-12-09",3.16
"751","2016-12-12",3.13
"752","2016-12-13",3.01
"753","2016-12-14",2.8
"754","2016-12-15",2.6
"755","2016-12-16",2.64
"756","2016-12-19",2.46
"757","2016-12-20",2.65
"758","2016-12-21",2.6
"759","2016-12-22",2.62
"760","2016-12-23",2.67
"761","2016-12-27",3.35
"762","2016-12-28",3.4
"763","2016-12-29",3.37
"764","2016-12-30",3.4
"765","2017-01-03",3.17
"766","2017-01-04",3.34
"767","2017-01-05",3.34
"768","2017-01-06",3.33
"769","2017-01-09",3.35
"770","2017-01-10",3.28
"771","2017-01-11",3.39
"772","2017-01-12",3.22
"773","2017-01-13",3.33
"774","2017-01-17",3.28
"775","2017-01-18",3.38
"776","2017-01-19",3.389
"777","2017-01-20",3.26
"778","2017-01-23",3.16
"779","2017-01-24",3.29
"780","2017-01-25",3.32
"781","2017-01-26",3.35
"782","2017-01-27",3.282
"783","2017-01-30",3.34
"784","2017-01-31",3.152
"785","2017-02-01",3.08
"786","2017-02-02",2.95
"787","2017-02-03",2.92
"788","2017-02-06",2.87
"789","2017-02-07",2.93
"790","2017-02-08",2.93
"791","2017-02-09",2.87
"792","2017-02-10",3.03
"793","2017-02-13",3.11
"794","2017-02-14",3.12
"795","2017-02-15",3.08
"796","2017-02-16",3.06
"797","2017-02-17",3.1
"798","2017-02-21",3.27
"799","2017-02-22",3.22
"800","2017-02-23",3.13
"801","2017-02-24",3.28
"802","2017-02-27",3.35
"803","2017-02-28",3.1
"804","2017-03-01",3.22
"805","2017-03-02",3.25
"806","2017-03-03",3.22
"807","2017-03-06",3.2
"808","2017-03-07",3.2
"809","2017-03-08",3.3
"810","2017-03-09",3.38
"811","2017-03-10",3.25
"812","2017-03-13",3.34
"813","2017-03-14",3.39
"814","2017-03-15",3.34
"815","2017-03-16",3.43
"816","2017-03-17",3.36
"817","2017-03-20",3.41
"818","2017-03-21",3.41
"819","2017-03-22",3.4
"820","2017-03-23",3.34
"821","2017-03-24",3.43
"822","2017-03-27",3.35
"823","2017-03-28",3.34
"824","2017-03-29",3.37
"825","2017-03-30",3.35
"826","2017-03-31",3.41
"827","2017-04-03",3.34
"828","2017-04-04",3.36
"829","2017-04-05",3.41
"830","2017-04-06",3.4
"831","2017-04-07",3.4
"832","2017-04-10",3.38
"833","2017-04-11",3.4
"834","2017-04-12",3.37
"835","2017-04-13",3.43
"836","2017-04-17",3.39
"837","2017-04-18",3.27
"838","2017-04-19",3.3
"839","2017-04-20",3.34
"840","2017-04-21",3.31
"841","2017-04-24",3.37
"842","2017-04-25",3.39
"843","2017-04-26",3.39
"844","2017-04-27",3.29
"845","2017-04-28",3.28
"846","2017-05-01",3.35
"847","2017-05-02",3.44
"848","2017-05-03",3.52
"849","2017-05-04",3.33
"850","2017-05-05",3.33
"851","2017-05-08",3.34
"852","2017-05-09",3.25
"853","2017-05-10",3.34
"854","2017-05-11",3.383
"855","2017-05-12",3.375
"856","2017-05-15",3.37
"857","2017-05-16",3.37
"858","2017-05-17",3.3
"859","2017-05-18",3.29
"860","2017-05-19",3.302
"861","2017-05-22",3.19
"862","2017-05-23",3.17
"863","2017-05-24",3.17
"864","2017-05-25",3.07
"865","2017-05-26",3.12
"866","2017-05-30",3.02
"867","2017-05-31",3.14
"868","2017-06-01",3.18
"869","2017-06-02",3.19
"870","2017-06-05",3.12
"871","2017-06-06",3.06
"872","2017-06-07",3.06
"873","2017-06-08",3.07
"874","2017-06-09",3.1
"875","2017-06-12",3.09
"876","2017-06-13",3.13
"877","2017-06-14",3.11
"878","2017-06-15",2.75
"879","2017-06-16",2.66
"880","2017-06-19",2.64
"881","2017-06-20",2.63
"882","2017-06-21",2.6
"883","2017-06-22",2.54
"884","2017-06-23",2.79
"885","2017-06-26",2.69
"886","2017-06-27",2.71
"887","2017-06-28",2.74
"888","2017-06-29",2.76
"889","2017-06-30",2.78
"890","2017-07-03",2.78
"891","2017-07-05",2.65
"892","2017-07-06",2.63
"893","2017-07-07",2.66
"894","2017-07-10",2.61
"895","2017-07-11",2.66
"896","2017-07-12",2.86
"897","2017-07-13",2.7
"898","2017-07-14",2.8
"899","2017-07-17",2.78
"900","2017-07-18",2.75
"901","2017-07-19",2.7
"902","2017-07-20",2.801
"903","2017-07-21",2.76
"904","2017-07-24",2.86
"905","2017-07-25",2.7
"906","2017-07-26",2.7
"907","2017-07-27",2.7
"908","2017-07-28",2.8
"909","2017-07-31",2.69
"910","2017-08-01",2.856
"911","2017-08-02",2.71
"912","2017-08-03",2.73
"913","2017-08-04",2.85
"914","2017-08-07",2.76
"915","2017-08-08",2.7
"916","2017-08-09",2.6
"917","2017-08-10",2.6
"918","2017-08-11",2.58
"919","2017-08-14",2.61
"920","2017-08-15",2.6
"921","2017-08-16",2.55
"922","2017-08-17",2.53
"923","2017-08-18",2.49
"924","2017-08-21",2.5
"925","2017-08-22",2.49
"926","2017-08-23",2.49
"927","2017-08-24",2.45
"928","2017-08-25",2.47
"929","2017-08-28",2.47
"930","2017-08-29",2.45
"931","2017-08-30",2.445
"932","2017-08-31",2.47
"933","2017-09-01",2.47
"934","2017-09-05",2.5
"935","2017-09-06",2.57
"936","2017-09-07",2.58
"937","2017-09-08",2.55
"938","2017-09-11",2.55
"939","2017-09-12",2.65
"940","2017-09-13",2.65
"941","2017-09-14",2.55
"942","2017-09-15",2.25
"943","2017-09-18",2.46
"944","2017-09-19",2.46
"945","2017-09-20",2.33
"946","2017-09-21",2.335
"947","2017-09-22",2.4
"948","2017-09-25",2.44
"949","2017-09-26",2.42
"950","2017-09-27",2.5
"951","2017-09-28",2.47
"952","2017-09-29",2.46
"953","2017-10-02",2.346
"954","2017-10-03",2.35
"955","2017-10-04",2.25
"956","2017-10-05",2.3
"957","2017-10-06",2.32
"958","2017-10-09",2.39
"959","2017-10-10",2.36
"960","2017-10-11",2.3
"961","2017-10-12",2.32
"962","2017-10-13",2.37
"963","2017-10-16",2.35
"964","2017-10-17",2.39
"965","2017-10-18",2.4
"966","2017-10-19",2.35
"967","2017-10-20",2.35
"968","2017-10-23",2.36
"969","2017-10-24",2.407
"970","2017-10-25",2.36
"971","2017-10-26",2.367
"972","2017-10-27",2.4
"973","2017-10-30",2.359
"974","2017-10-31",2.4
"975","2017-11-01",2.39
"976","2017-11-02",2.32
"977","2017-11-03",2.37
"978","2017-11-06",3.21
"979","2017-11-07",3.35
"980","2017-11-08",3.99
"981","2017-11-09",4.68
"982","2017-11-10",4.88
"983","2017-11-13",4.5
"984","2017-11-14",4.66
"985","2017-11-15",4.06
"986","2017-11-16",3.95
"987","2017-11-17",4.38
"988","2017-11-20",4.48
"989","2017-11-21",4.42
"990","2017-11-22",4.4
"991","2017-11-24",4.44
"992","2017-11-27",4.5
"993","2017-11-28",4.51
"994","2017-11-29",4.46
"995","2017-11-30",4.41
"996","2017-12-01",4.31
"997","2017-12-04",3.96
"998","2017-12-05",3.99
"999","2017-12-06",3.72
"1000","2017-12-07",3.94
"1001","2017-12-08",3.8
