"","date","PPD"
"1","2020-02-06",30
"2","2020-02-07",30.92
"3","2020-02-10",31.889999
"4","2020-02-11",32.869999
"5","2020-02-12",32.25
"6","2020-02-13",31.860001
"7","2020-02-14",31.549999
"8","2020-02-18",31.040001
"9","2020-02-19",31.639999
"10","2020-02-20",31.01
"11","2020-02-21",30.879999
"12","2020-02-24",29.98
"13","2020-02-25",28.440001
"14","2020-02-26",28.809999
"15","2020-02-27",28.559999
"16","2020-02-28",27.879999
"17","2020-03-02",26.950001
"18","2020-03-03",27.5
"19","2020-03-04",28.6
"20","2020-03-05",29.01
"21","2020-03-06",28.6
"22","2020-03-09",26.809999
"23","2020-03-10",27.25
"24","2020-03-11",25.76
"25","2020-03-12",21.65
"26","2020-03-13",23
"27","2020-03-16",18.51
"28","2020-03-17",17.870001
"29","2020-03-18",14
"30","2020-03-19",14.34
"31","2020-03-20",14.52
"32","2020-03-23",14.02
"33","2020-03-24",15.94
"34","2020-03-25",17.5
"35","2020-03-26",19.91
"36","2020-03-27",17
"37","2020-03-30",17.959999
"38","2020-03-31",17.809999
"39","2020-04-01",16.58
"40","2020-04-02",16.77
"41","2020-04-03",16.790001
"42","2020-04-06",18.92
"43","2020-04-07",19.85
"44","2020-04-08",20.809999
"45","2020-04-09",23.200001
"46","2020-04-13",23.139999
"47","2020-04-14",23.1
"48","2020-04-15",22.58
"49","2020-04-16",22
"50","2020-04-17",22.25
"51","2020-04-20",22.870001
"52","2020-04-21",22.02
"53","2020-04-22",22.530001
"54","2020-04-23",23.08
"55","2020-04-24",22.51
"56","2020-04-27",22.1
"57","2020-04-28",23.5
"58","2020-04-29",23.950001
"59","2020-04-30",23.9
"60","2020-05-01",22.719999
"61","2020-05-04",23.870001
"62","2020-05-05",23.92
"63","2020-05-06",24.43
"64","2020-05-07",26.49
"65","2020-05-08",27.440001
"66","2020-05-11",27.49
"67","2020-05-12",26.93
"68","2020-05-13",26.82
"69","2020-05-14",26.18
"70","2020-05-15",27.51
"71","2020-05-18",27.6
"72","2020-05-19",26.389999
"73","2020-05-20",27.799999
"74","2020-05-21",27.66
"75","2020-05-22",27.27
"76","2020-05-26",26.969999
"77","2020-05-27",27.34
"78","2020-05-28",27.02
"79","2020-05-29",27.24
"80","2020-06-01",28.07
"81","2020-06-02",28.51
"82","2020-06-03",28.59
"83","2020-06-04",27.959999
"84","2020-06-05",27.25
"85","2020-06-08",26.82
"86","2020-06-09",26.23
"87","2020-06-10",26.41
"88","2020-06-11",25.219999
"89","2020-06-12",25.65
"90","2020-06-15",27.379999
"91","2020-06-16",26.84
"92","2020-06-17",27.15
"93","2020-06-18",27.299999
"94","2020-06-19",26.9
"95","2020-06-22",26.790001
"96","2020-06-23",26.940001
"97","2020-06-24",26.440001
"98","2020-06-25",26.73
"99","2020-06-26",26.299999
"100","2020-06-29",26.299999
"101","2020-06-30",26.799999
"102","2020-07-01",26.620001
"103","2020-07-02",26.879999
"104","2020-07-06",27.43
"105","2020-07-07",28.049999
"106","2020-07-08",28.1
"107","2020-07-09",29.24
"108","2020-07-10",29.09
"109","2020-07-13",28.120001
"110","2020-07-14",28.370001
"111","2020-07-15",28.76
"112","2020-07-16",28.610001
"113","2020-07-17",30.120001
"114","2020-07-20",30.209999
"115","2020-07-21",30.84
"116","2020-07-22",31.940001
"117","2020-07-23",31.049999
"118","2020-07-24",29.75
"119","2020-07-27",29.67
"120","2020-07-28",28.99
"121","2020-07-29",29
"122","2020-07-30",29.209999
"123","2020-07-31",29.370001
"124","2020-08-03",31.25
"125","2020-08-04",30.860001
"126","2020-08-05",32
"127","2020-08-06",31.76
"128","2020-08-07",31.98
"129","2020-08-10",31.790001
"130","2020-08-11",31.440001
"131","2020-08-12",32.060001
"132","2020-08-13",31.459999
"133","2020-08-14",30.98
"134","2020-08-17",31.32
"135","2020-08-18",31.950001
"136","2020-08-19",32.080002
"137","2020-08-20",32.099998
"138","2020-08-21",31.85
"139","2020-08-24",33
"140","2020-08-25",33.360001
"141","2020-08-26",33.689999
"142","2020-08-27",33.610001
"143","2020-08-28",33.990002
"144","2020-08-31",34.34
"145","2020-09-01",34.349998
"146","2020-09-02",34.5
"147","2020-09-03",32.860001
"148","2020-09-04",32.27
"149","2020-09-08",33.549999
"150","2020-09-09",33.700001
"151","2020-09-10",33.799999
"152","2020-09-11",33.650002
"153","2020-09-14",33.810001
"154","2020-09-15",33.23
"155","2020-09-16",32.25
"156","2020-09-17",33
"157","2020-09-18",33.849998
"158","2020-09-21",34.16
"159","2020-09-22",35.330002
"160","2020-09-23",33.740002
"161","2020-09-24",32.950001
"162","2020-09-25",33.740002
"163","2020-09-28",34.400002
"164","2020-09-29",35.150002
"165","2020-09-30",36.990002
"166","2020-10-01",36.040001
"167","2020-10-02",35.639999
"168","2020-10-05",35.580002
"169","2020-10-06",35.959999
"170","2020-10-07",36.669998
"171","2020-10-08",36.689999
"172","2020-10-09",36.93
"173","2020-10-12",36.720001
"174","2020-10-13",36.880001
"175","2020-10-14",36.810001
"176","2020-10-15",36.790001
"177","2020-10-16",36.5
"178","2020-10-19",36.73
"179","2020-10-20",36.599998
"180","2020-10-21",36.150002
"181","2020-10-22",36.049999
"182","2020-10-23",35.48
"183","2020-10-26",34.18
"184","2020-10-27",34.009998
"185","2020-10-28",33.16
"186","2020-10-29",33.150002
"187","2020-10-30",32.880001
"188","2020-11-02",32.700001
"189","2020-11-03",33.630001
"190","2020-11-04",35.02
"191","2020-11-05",36.169998
"192","2020-11-06",35.84
"193","2020-11-09",34.029999
"194","2020-11-10",33.360001
"195","2020-11-11",34.27
"196","2020-11-12",33.360001
"197","2020-11-13",34.610001
"198","2020-11-16",35.259998
"199","2020-11-17",34.73
"200","2020-11-18",33.84
"201","2020-11-19",33.689999
"202","2020-11-20",33.75
"203","2020-11-23",33.880001
"204","2020-11-24",33.790001
"205","2020-11-25",33.700001
"206","2020-11-27",35.07
