"","date","NESR"
"267","2018-06-25",10.58
"268","2018-06-26",10.48
"269","2018-06-27",10.36
"270","2018-06-28",10.5
"271","2018-06-29",10.35
"272","2018-07-02",10.47
"273","2018-07-03",10.425
"274","2018-07-05",10.59
"275","2018-07-06",10.59
"276","2018-07-09",10.52
"277","2018-07-10",10.6
"278","2018-07-11",10.6
"279","2018-07-12",10.61
"280","2018-07-13",10.97
"281","2018-07-16",10.63
"282","2018-07-17",10.87
"283","2018-07-18",10.79
"284","2018-07-19",10.8
"285","2018-07-20",10.9
"286","2018-07-23",10.85
"287","2018-07-24",10.87
"288","2018-07-25",11.15
"289","2018-07-26",11.2
"290","2018-07-27",11.158
"291","2018-07-30",11.2
"292","2018-07-31",10.97
"293","2018-08-01",11.41
"294","2018-08-02",11.41
"295","2018-08-03",11.25
"296","2018-08-06",11.2
"297","2018-08-07",11.4
"298","2018-08-08",11.3
"299","2018-08-09",11.1
"300","2018-08-10",11.21
"301","2018-08-13",10.95
"302","2018-08-14",11
"303","2018-08-15",10.9
"304","2018-08-16",11.19
"305","2018-08-17",11.19
"306","2018-08-20",11.15
"307","2018-08-21",11.04
"308","2018-08-22",11.2
"309","2018-08-23",11
"310","2018-08-24",10.999
"311","2018-08-27",11.217
"312","2018-08-28",11.12
"313","2018-08-29",10.966
"314","2018-08-30",10.96
"315","2018-08-31",10.96
"316","2018-09-04",10.85
"317","2018-09-05",10.85
"318","2018-09-06",10.85
"319","2018-09-07",10.85
"320","2018-09-10",12.02
"321","2018-09-11",13
"322","2018-09-12",12.78
"323","2018-09-13",13.6
"324","2018-09-14",13.6
"325","2018-09-17",13.5
"326","2018-09-18",13.57
"327","2018-09-19",13.03
"328","2018-09-20",12.74
"329","2018-09-21",12.16
"330","2018-09-24",12
"331","2018-09-25",11.69
"332","2018-09-26",11.75
"333","2018-09-27",11.7
"334","2018-09-28",11.62
"335","2018-10-01",11.5
"336","2018-10-02",11.5
"337","2018-10-03",11.33
"338","2018-10-04",11.13
"339","2018-10-05",10.9
"340","2018-10-08",10.71
"341","2018-10-09",10.35
"342","2018-10-10",10.27
"343","2018-10-11",10
"344","2018-10-12",10.31
"345","2018-10-15",10.2
"346","2018-10-16",10.15
"347","2018-10-17",10.48
"348","2018-10-18",10.33
"349","2018-10-19",10.49
"350","2018-10-22",10.5
"351","2018-10-23",10.56
"352","2018-10-24",10.3
"353","2018-10-25",10.39
"354","2018-10-26",10.2
"355","2018-10-29",10.1
"356","2018-10-30",9.91
"357","2018-10-31",10.3
"358","2018-11-01",10.47
"359","2018-11-02",10.46
"360","2018-11-05",10.43
"361","2018-11-06",10.2
"362","2018-11-07",10.2
"363","2018-11-08",10.3
"364","2018-11-09",10.53
"365","2018-11-12",9.95
"366","2018-11-13",10.3
"367","2018-11-14",9.94
"368","2018-11-15",9.95
"369","2018-11-16",9.78
"370","2018-11-19",9.5
"371","2018-11-20",8.77
"372","2018-11-21",8.55
"373","2018-11-23",8.5
"374","2018-11-26",8.56
"375","2018-11-27",8.7
"376","2018-11-28",8.76
"377","2018-11-29",8.92
"378","2018-11-30",9.4
"379","2018-12-03",8.53
"380","2018-12-04",8.73
"381","2018-12-06",8.6
"382","2018-12-07",8.75
"383","2018-12-10",8.51
"384","2018-12-11",8.3
"385","2018-12-12",8.8
"386","2018-12-13",8.58
"387","2018-12-14",8.68
"388","2018-12-17",8.57
"389","2018-12-18",8.45
"390","2018-12-19",8.46
"391","2018-12-20",8.42
"392","2018-12-21",8.5
"393","2018-12-24",8.32
"394","2018-12-26",8.5
"395","2018-12-27",8.63
"396","2018-12-28",8.76
"397","2018-12-31",8.66
"398","2019-01-02",8.7
"399","2019-01-03",8.68
"400","2019-01-04",8.7
"401","2019-01-07",8.7
"402","2019-01-08",8.67
"403","2019-01-09",8.69
"404","2019-01-10",8.61
"405","2019-01-11",8.4
"406","2019-01-14",8.54
"407","2019-01-15",8.65
"408","2019-01-16",8.4
"409","2019-01-17",8.66
"410","2019-01-18",8.27
"411","2019-01-22",7.9
"412","2019-01-23",7.95
"413","2019-01-24",8
"414","2019-01-25",8.01
"415","2019-01-28",7.85
"416","2019-01-29",8.23
"417","2019-01-30",7.81
"418","2019-01-31",7.99
"419","2019-02-01",8
"420","2019-02-04",8.03
"421","2019-02-05",8.01
"422","2019-02-06",8.17
"423","2019-02-07",8.13
"424","2019-02-08",8.06
"425","2019-02-11",8.1
"426","2019-02-12",8.14
"427","2019-02-13",8.28
"428","2019-02-14",8.45
"429","2019-02-15",8.34
"430","2019-02-19",8.45
"431","2019-02-20",8.54
"432","2019-02-21",8.65
"433","2019-02-22",8.76
"434","2019-02-25",8.59
"435","2019-02-26",8.4
"436","2019-02-27",8.63
"437","2019-02-28",8.6
"438","2019-03-01",8.75
"439","2019-03-04",8.8
"440","2019-03-05",8.8
"441","2019-03-06",8.8
"442","2019-03-07",8.76
"443","2019-03-08",8.76
"444","2019-03-11",8.9
"445","2019-03-12",9.31
"446","2019-03-13",9.57
"447","2019-03-14",9.73
"448","2019-03-15",10.05
"449","2019-03-18",10.36
"450","2019-03-19",10.48
"451","2019-03-20",10.56
"452","2019-03-21",10.73
"453","2019-03-22",10.59
"454","2019-03-25",10.6
"455","2019-03-26",10.46
"456","2019-03-27",10.33
"457","2019-03-28",10.41
"458","2019-03-29",10.45
"459","2019-04-01",10.27
"460","2019-04-02",10.23
"461","2019-04-03",10.01
"462","2019-04-04",10.04
"463","2019-04-05",10.25
"464","2019-04-08",10.23
"465","2019-04-09",10.25
"466","2019-04-10",10.17
"467","2019-04-11",10.05
"468","2019-04-12",10.33
"469","2019-04-15",10.5
"470","2019-04-16",10.48
"471","2019-04-17",10.55
"472","2019-04-18",10.41
"473","2019-04-22",10.53
"474","2019-04-23",10.5
"475","2019-04-24",10.68
"476","2019-04-25",10.6
"477","2019-04-26",10.59
"478","2019-04-29",10.58
"479","2019-04-30",10.57
"480","2019-05-01",10.56
"481","2019-05-02",10.59
"482","2019-05-03",10.62
"483","2019-05-06",10.55
"484","2019-05-07",10.45
"485","2019-05-08",10.01
"486","2019-05-09",9.77
"487","2019-05-10",9.55
"488","2019-05-13",9.43
"489","2019-05-14",9.44
"490","2019-05-15",9.44
"491","2019-05-16",9.54
"492","2019-05-17",9.69
"493","2019-05-20",10.06
"494","2019-05-21",10.22
"495","2019-05-22",9.92
"496","2019-05-23",9.33
"497","2019-05-24",8.91
"498","2019-05-28",8.73
"499","2019-05-29",9.01
"500","2019-05-30",9.04
"501","2019-05-31",9.03
"502","2019-06-03",9.02
"503","2019-06-04",8.91
"504","2019-06-05",8.7
"505","2019-06-06",8.77
"506","2019-06-07",9.02
"507","2019-06-10",8.52
"508","2019-06-11",8.2
"509","2019-06-12",7.96
"510","2019-06-13",7.9
"511","2019-06-14",7.64
"512","2019-06-17",7.73
"513","2019-06-18",7.74
"514","2019-06-19",8.32
"515","2019-06-20",8.7
"516","2019-06-21",8.52
"517","2019-06-24",8.77
"518","2019-06-25",8.72
"519","2019-06-26",8.52
"520","2019-06-27",8.57
"521","2019-06-28",8.7
"522","2019-07-01",8.5
"523","2019-07-02",8.42
"524","2019-07-03",8.5
"525","2019-07-05",8.29
"526","2019-07-08",8.28
"527","2019-07-09",8.29
"528","2019-07-10",8.44
"529","2019-07-11",8.49
"530","2019-07-12",8.38
"531","2019-07-15",8.08
"532","2019-07-16",8.12
"533","2019-07-17",8.08
"534","2019-07-18",8.09
"535","2019-07-19",8.15
"536","2019-07-22",8.09
"537","2019-07-23",8.26
"538","2019-07-24",8.28
"539","2019-07-25",8.1
"540","2019-07-26",8.15
"541","2019-07-29",7.85
"542","2019-07-30",8.03
"543","2019-07-31",8
"544","2019-08-01",8.15
"545","2019-08-02",8.38
"546","2019-08-05",8.06
"547","2019-08-06",8.02
"548","2019-08-07",7.97
"549","2019-08-08",8.03
"550","2019-08-09",8.09
"551","2019-08-12",7.9
"552","2019-08-13",7.91
"553","2019-08-14",7.6
"554","2019-08-15",7.51
"555","2019-08-16",7.67
"556","2019-08-19",7.87
"557","2019-08-20",7.82
"558","2019-08-21",7.78
"559","2019-08-22",7.54
"560","2019-08-23",7.3
"561","2019-08-26",7.58
"562","2019-08-27",7.52
"563","2019-08-28",7.62
"564","2019-08-29",7.76
"565","2019-08-30",7.66
"566","2019-09-03",7.72
"567","2019-09-04",7.79
"568","2019-09-05",7.69
"569","2019-09-06",7.63
"570","2019-09-09",7.6
"571","2019-09-10",7.66
"572","2019-09-11",7.7
"573","2019-09-12",7.7
"574","2019-09-13",7.7
"575","2019-09-16",7.73
"576","2019-09-17",7.43
"577","2019-09-18",7.11
"578","2019-09-19",6.95
"579","2019-09-20",6.75
"580","2019-09-23",6.69
"581","2019-09-24",6.49
"582","2019-09-25",6.6
"583","2019-09-26",6.68
"584","2019-09-27",6.66
"585","2019-09-30",6.68
"586","2019-10-01",6.51
"587","2019-10-02",6.4
"588","2019-10-03",6.44
"589","2019-10-04",6.47
"590","2019-10-07",6.33
"591","2019-10-08",6.14
"592","2019-10-09",6.1
"593","2019-10-10",6.12
"594","2019-10-11",6.43
"595","2019-10-14",6.27
"596","2019-10-15",6.24
"597","2019-10-16",5.98
"598","2019-10-17",6.04
"599","2019-10-18",6.34
"600","2019-10-21",6.41
"601","2019-10-22",6.6
"602","2019-10-23",6.63
"603","2019-10-24",6.83
"604","2019-10-25",6.97
"605","2019-10-28",6.65
"606","2019-10-29",6.64
"607","2019-10-30",6.85
"608","2019-10-31",6.91
"609","2019-11-01",6.99
"610","2019-11-04",7.23
"611","2019-11-05",7.31
"612","2019-11-06",7.295
"613","2019-11-07",7.43
"614","2019-11-08",7.38
"615","2019-11-11",7.38
"616","2019-11-12",7.595
"617","2019-11-13",7.7
"618","2019-11-14",7.6
"619","2019-11-15",7.61
"620","2019-11-18",7.75
"621","2019-11-19",7.75
"622","2019-11-20",7.95
"623","2019-11-21",7.905
"624","2019-11-22",8
"625","2019-11-25",8.355
"626","2019-11-26",8.61
"627","2019-11-27",8.9
"628","2019-11-29",9.15
"629","2019-12-02",9.17
"630","2019-12-03",9.2
"631","2019-12-04",9.385
"632","2019-12-05",9.38
"633","2019-12-06",9.44
"634","2019-12-09",9.23
"635","2019-12-10",8.88
"636","2019-12-11",8.655
"637","2019-12-12",8.93
"638","2019-12-13",9.07
"639","2019-12-16",8.92
"640","2019-12-17",8.97
"641","2019-12-18",8.83
"642","2019-12-19",8.8
"643","2019-12-20",8.89
"644","2019-12-23",8.94
"645","2019-12-24",9.11
"646","2019-12-26",9.25
"647","2019-12-27",9.13
"648","2019-12-30",9.15
"649","2019-12-31",9.12
"650","2020-01-02",8.92
"651","2020-01-03",8.82
"652","2020-01-06",8.955
"653","2020-01-07",8.86
"654","2020-01-08",8.82
"655","2020-01-09",8.97
"656","2020-01-10",8.86
"657","2020-01-13",9.19
"658","2020-01-14",9.17
"659","2020-01-15",8.94
"660","2020-01-16",8.89
"661","2020-01-17",8.67
"662","2020-01-21",8.27
"663","2020-01-22",7.995
"664","2020-01-23",7.7
"665","2020-01-24",7.46
"666","2020-01-27",7.2
"667","2020-01-28",7.11
"668","2020-01-29",6.91
"669","2020-01-30",6.88
"670","2020-01-31",6.59
"671","2020-02-03",6.56
"672","2020-02-04",6.615
"673","2020-02-05",7.02
"674","2020-02-06",7
"675","2020-02-07",7.1
"676","2020-02-10",7.11
"677","2020-02-11",7.09
"678","2020-02-12",7.42
"679","2020-02-13",7.98
"680","2020-02-14",7.97
"681","2020-02-18",7.885
"682","2020-02-19",8.01
"683","2020-02-20",8.13
"684","2020-02-21",8.26
"685","2020-02-24",7.96
"686","2020-02-25",7.88
"687","2020-02-26",8.08
"688","2020-02-27",7.96
"689","2020-02-28",8.31
"690","2020-03-02",8.155
"691","2020-03-03",8.06
"692","2020-03-04",7.94
"693","2020-03-05",7.96
"694","2020-03-06",7.55
"695","2020-03-09",6.74
"696","2020-03-10",6.94
"697","2020-03-11",6.51
"698","2020-03-12",5.56
"699","2020-03-13",5.48
"700","2020-03-16",4.76
"701","2020-03-17",5.9
"702","2020-03-18",5.74
"703","2020-03-19",5.73
"704","2020-03-20",5.91
"705","2020-03-23",5.16
"706","2020-03-24",5.38
"707","2020-03-25",4.95
"708","2020-03-26",4.84
"709","2020-03-27",4.3
"710","2020-03-30",4.49
"711","2020-03-31",5.08
"712","2020-04-01",4.78
"713","2020-04-02",4.73
"714","2020-04-03",4.71
"715","2020-04-06",5.04
"716","2020-04-07",4.9
"717","2020-04-08",5.08
"718","2020-04-09",5.11
"719","2020-04-13",4.98
"720","2020-04-14",4.66
"721","2020-04-15",4.44
"722","2020-04-16",4.28
"723","2020-04-17",4.71
"724","2020-04-20",4.4
"725","2020-04-21",4.11
"726","2020-04-22",4.32
"727","2020-04-23",5.8
"728","2020-04-24",5.17
"729","2020-04-27",4.98
"730","2020-04-28",4.88
"731","2020-04-29",5.11
"732","2020-04-30",5.11
"733","2020-05-01",4.99
"734","2020-05-04",5.01
"735","2020-05-05",4.89
"736","2020-05-06",4.84
"737","2020-05-07",4.9
"738","2020-05-08",5.1
"739","2020-05-11",4.89
"740","2020-05-12",4.69
"741","2020-05-13",4.65
"742","2020-05-14",4.41
"743","2020-05-15",4.29
"744","2020-05-18",4.72
"745","2020-05-19",4.6
"746","2020-05-20",5.29
"747","2020-05-21",5.49
"748","2020-05-22",5.38
"749","2020-05-26",5.63
"750","2020-05-27",5.78
"751","2020-05-28",5.79
"752","2020-05-29",5.68
"753","2020-06-01",5.37
"754","2020-06-02",5.64
"755","2020-06-03",5.83
"756","2020-06-04",5.89
"757","2020-06-05",6.6
"758","2020-06-08",7.08
"759","2020-06-09",6.93
"760","2020-06-10",6.6
"761","2020-06-11",6.12
"762","2020-06-12",5.93
"763","2020-06-15",5.9
"764","2020-06-16",6.33
"765","2020-06-17",6.02
"766","2020-06-18",6.07
"767","2020-06-19",6.07
"768","2020-06-22",5.86
"769","2020-06-23",5.875
"770","2020-06-24",5.755
"771","2020-06-25",5.515
"772","2020-06-26",6.28
"773","2020-06-29",6.75
"774","2020-06-30",6.88
"775","2020-07-01",6.77
"776","2020-07-02",6.83
"777","2020-07-06",6.8
"778","2020-07-07",6.86
"779","2020-07-08",6.59
"780","2020-07-09",6.24
"781","2020-07-10",6.42
"782","2020-07-13",6.33
"783","2020-07-14",6.38
"784","2020-07-15",6.61
"785","2020-07-16",6.45
"786","2020-07-17",6.26
"787","2020-07-20",6.18
"788","2020-07-21",6.545
"789","2020-07-22",6.73
"790","2020-07-23",6.75
"791","2020-07-24",6.625
"792","2020-07-27",6.59
"793","2020-07-28",6.37
"794","2020-07-29",6.53
"795","2020-07-30",6.45
"796","2020-07-31",6.69
"797","2020-08-03",6.97
"798","2020-08-04",7.25
"799","2020-08-05",7.36
"800","2020-08-06",7.56
"801","2020-08-07",7.5
"802","2020-08-10",7.67
"803","2020-08-11",8.29
"804","2020-08-12",8.38
"805","2020-08-13",8.34
"806","2020-08-14",8.46
"807","2020-08-17",8.45
"808","2020-08-18",8.295
"809","2020-08-19",8.16
"810","2020-08-20",8.12
"811","2020-08-21",7.97
"812","2020-08-24",8.1
"813","2020-08-25",7.97
"814","2020-08-26",7.3
"815","2020-08-27",7.2
"816","2020-08-28",7.26
"817","2020-08-31",7.54
"818","2020-09-01",7.6
"819","2020-09-02",7.71
"820","2020-09-03",7.58
"821","2020-09-04",7.2
"822","2020-09-08",6.8
"823","2020-09-09",7.04
"824","2020-09-10",6.71
"825","2020-09-11",6.76
"826","2020-09-14",6.81
"827","2020-09-15",6.9
"828","2020-09-16",7.12
"829","2020-09-17",7.28
"830","2020-09-18",7.15
"831","2020-09-21",6.85
"832","2020-09-22",6.86
"833","2020-09-23",6.63
"834","2020-09-24",6.54
"835","2020-09-25",6.46
"836","2020-09-28",6.63
"837","2020-09-29",6.42
"838","2020-09-30",6.38
"839","2020-10-01",6.2
"840","2020-10-02",6.37
"841","2020-10-05",6.64
"842","2020-10-06",6.73
"843","2020-10-07",6.94
"844","2020-10-08",7.49
"845","2020-10-09",7.29
"846","2020-10-12",7.23
"847","2020-10-13",7.63
"848","2020-10-14",7.46
"849","2020-10-15",7.57
"850","2020-10-16",7.55
"851","2020-10-19",7.67
"852","2020-10-20",7.89
"853","2020-10-21",7.89
"854","2020-10-22",8.04
"855","2020-10-23",7.88
"856","2020-10-26",7.8
"857","2020-10-27",8.06
"858","2020-10-28",7.97
"859","2020-10-29",7.92
"860","2020-10-30",7.4
"861","2020-11-02",7.37
"862","2020-11-03",7.44
"863","2020-11-04",6.94
"864","2020-11-05",6.79
"865","2020-11-06",6.59
"866","2020-11-09",7.37
"867","2020-11-10",7.34
"868","2020-11-11",7.24
"869","2020-11-12",6.95
"870","2020-11-13",6.96
"871","2020-11-16",7.6
"872","2020-11-17",7.82
"873","2020-11-18",8.69
"874","2020-11-19",8.32
"875","2020-11-20",8.31
"876","2020-11-23",9.07
"877","2020-11-24",8.94
"878","2020-11-25",9.02
"879","2020-11-27",8.86
