"","date","APPN"
"1","2017-05-25",15.01
"2","2017-05-26",17.110001
"3","2017-05-30",17.9
"4","2017-05-31",17.65
"5","2017-06-01",17.945
"6","2017-06-02",17.85
"7","2017-06-05",19.58
"8","2017-06-06",18.66
"9","2017-06-07",19.42
"10","2017-06-08",19.190001
"11","2017-06-09",18.65
"12","2017-06-12",18.370001
"13","2017-06-13",18.9
"14","2017-06-14",18.42
"15","2017-06-15",18.16
"16","2017-06-16",18.219999
"17","2017-06-19",17.969999
"18","2017-06-20",17.610001
"19","2017-06-21",17.190001
"20","2017-06-22",17.02
"21","2017-06-23",18.469999
"22","2017-06-26",18.25
"23","2017-06-27",18.02
"24","2017-06-28",18.110001
"25","2017-06-29",18.35
"26","2017-06-30",18.15
"27","2017-07-03",17.709999
"28","2017-07-05",17.809999
"29","2017-07-06",17.629999
"30","2017-07-07",18.860001
"31","2017-07-10",18.780001
"32","2017-07-11",19.09
"33","2017-07-12",20.15
"34","2017-07-13",19.790001
"35","2017-07-14",20.33
"36","2017-07-17",20.24
"37","2017-07-18",20.950001
"38","2017-07-19",20.969999
"39","2017-07-20",21.219999
"40","2017-07-21",20.530001
"41","2017-07-24",19.98
"42","2017-07-25",20.25
"43","2017-07-26",20.5
"44","2017-07-27",19.790001
"45","2017-07-28",19.51
"46","2017-07-31",19.559999
"47","2017-08-01",20.309999
"48","2017-08-02",19.610001
"49","2017-08-03",20.84
"50","2017-08-04",19.709999
"51","2017-08-07",22.17
"52","2017-08-08",22.299999
"53","2017-08-09",21.450001
"54","2017-08-10",19.889999
"55","2017-08-11",20.459999
"56","2017-08-14",20.77
"57","2017-08-15",20.559999
"58","2017-08-16",20.610001
"59","2017-08-17",20.25
"60","2017-08-18",20.52
"61","2017-08-21",20.42
"62","2017-08-22",20.68
"63","2017-08-23",21.26
"64","2017-08-24",21.42
"65","2017-08-25",21.879999
"66","2017-08-28",22.540001
"67","2017-08-29",22.450001
"68","2017-08-30",22.809999
"69","2017-08-31",22.889999
"70","2017-09-01",22.24
"71","2017-09-05",23.639999
"72","2017-09-06",24.83
"73","2017-09-07",25.82
"74","2017-09-08",26.15
"75","2017-09-11",27.09
"76","2017-09-12",27.030001
"77","2017-09-13",25.950001
"78","2017-09-14",26.43
"79","2017-09-15",25.790001
"80","2017-09-18",25.07
"81","2017-09-19",25.049999
"82","2017-09-20",23.700001
"83","2017-09-21",23.15
"84","2017-09-22",22.879999
"85","2017-09-25",22.33
"86","2017-09-26",22.950001
"87","2017-09-27",23.35
"88","2017-09-28",25.08
"89","2017-09-29",28.459999
"90","2017-10-02",24.01
"91","2017-10-03",24.139999
"92","2017-10-04",22.98
"93","2017-10-05",23.49
"94","2017-10-06",24.16
"95","2017-10-09",24.360001
"96","2017-10-10",23.290001
"97","2017-10-11",23.280001
"98","2017-10-12",23.690001
"99","2017-10-13",23.690001
"100","2017-10-16",23.32
"101","2017-10-17",23.26
"102","2017-10-18",23.02
"103","2017-10-19",23
"104","2017-10-20",23.110001
"105","2017-10-23",22.25
"106","2017-10-24",22.49
"107","2017-10-25",22.27
"108","2017-10-26",23.02
"109","2017-10-27",23.27
"110","2017-10-30",22.950001
"111","2017-10-31",23.1
"112","2017-11-01",22.91
"113","2017-11-02",24.32
"114","2017-11-03",22.66
"115","2017-11-06",22.469999
"116","2017-11-07",22.58
"117","2017-11-08",22.690001
"118","2017-11-09",22.4
"119","2017-11-10",22.6
"120","2017-11-13",23.25
"121","2017-11-14",22.219999
"122","2017-11-15",21.24
"123","2017-11-16",20.049999
"124","2017-11-17",20.02
"125","2017-11-20",19.690001
"126","2017-11-21",20.67
"127","2017-11-22",21.5
"128","2017-11-24",21.16
"129","2017-11-27",21.190001
"130","2017-11-28",21.209999
"131","2017-11-29",21.48
"132","2017-11-30",22.02
"133","2017-12-01",20.719999
"134","2017-12-04",21.200001
"135","2017-12-05",21.139999
"136","2017-12-06",21.200001
"137","2017-12-07",20.76
"138","2017-12-08",20.059999
"139","2017-12-11",20.110001
"140","2017-12-12",20.24
"141","2017-12-13",20.59
"142","2017-12-14",20.459999
"143","2017-12-15",20.860001
"144","2017-12-18",25.459999
"145","2017-12-19",26.15
"146","2017-12-20",27.280001
"147","2017-12-21",26.879999
"148","2017-12-22",27.93
"149","2017-12-26",29.5
"150","2017-12-27",30.32
"151","2017-12-28",33.599998
"152","2017-12-29",31.48
"153","2018-01-02",33.060001
"154","2018-01-03",35.73
"155","2018-01-04",37.759998
"156","2018-01-05",39.68
"157","2018-01-08",36.099998
"158","2018-01-09",31.870001
"159","2018-01-10",34.57
"160","2018-01-11",36.75
"161","2018-01-12",36.759998
"162","2018-01-16",37.689999
"163","2018-01-17",38.43
"164","2018-01-18",36.150002
"165","2018-01-19",35.509998
"166","2018-01-22",33.709999
"167","2018-01-23",32.040001
"168","2018-01-24",32.099998
"169","2018-01-25",32.259998
"170","2018-01-26",31.389999
"171","2018-01-29",30.940001
"172","2018-01-30",30.370001
"173","2018-01-31",31
"174","2018-02-01",29.799999
"175","2018-02-02",28.610001
"176","2018-02-05",27.530001
"177","2018-02-06",28.879999
"178","2018-02-07",27.719999
"179","2018-02-08",27.75
"180","2018-02-09",28
"181","2018-02-12",30
"182","2018-02-13",30.639999
"183","2018-02-14",29.99
"184","2018-02-15",30.459999
"185","2018-02-16",30.440001
"186","2018-02-20",29.52
"187","2018-02-21",30.639999
"188","2018-02-22",30.620001
"189","2018-02-23",28.74
"190","2018-02-26",27.73
"191","2018-02-27",27.74
"192","2018-02-28",27.040001
"193","2018-03-01",28.91
"194","2018-03-02",28.74
"195","2018-03-05",28.799999
"196","2018-03-06",28.52
"197","2018-03-07",29.110001
"198","2018-03-08",28.709999
"199","2018-03-09",28.280001
"200","2018-03-12",29.07
"201","2018-03-13",27.280001
"202","2018-03-14",27.85
"203","2018-03-15",25.959999
"204","2018-03-16",26.360001
"205","2018-03-19",26.43
"206","2018-03-20",26.76
"207","2018-03-21",26.77
"208","2018-03-22",26.370001
"209","2018-03-23",26.26
"210","2018-03-26",26.379999
"211","2018-03-27",26.07
"212","2018-03-28",24.98
"213","2018-03-29",25.18
