"","date","NUAN"
"1","2007-01-03",10.147186
"2","2007-01-04",10.311688
"3","2007-01-05",10.051948
"4","2007-01-08",10.337663
"5","2007-01-09",10.380953
"6","2007-01-10",10.718615
"7","2007-01-11",10.606061
"8","2007-01-12",10.606061
"9","2007-01-16",10.805195
"10","2007-01-17",10.580087
"11","2007-01-18",10.034632
"12","2007-01-19",10.225108
"13","2007-01-22",9.948052
"14","2007-01-23",10.008658
"15","2007-01-24",10.051948
"16","2007-01-25",9.748918
"17","2007-01-26",9.74026
"18","2007-01-29",9.619047
"19","2007-01-30",9.69697
"20","2007-01-31",10
"21","2007-02-01",9.835498
"22","2007-02-02",9.904762
"23","2007-02-05",9.818182
"24","2007-02-06",11.619047
"25","2007-02-07",11.887445
"26","2007-02-08",11.930736
"27","2007-02-09",12.112555
"28","2007-02-12",11.722943
"29","2007-02-13",12.181818
"30","2007-02-14",12.467532
"31","2007-02-15",12.467532
"32","2007-02-16",12.519481
"33","2007-02-20",12.987013
"34","2007-02-21",12.969697
"35","2007-02-22",12.874459
"36","2007-02-23",13.047619
"37","2007-02-26",12.900433
"38","2007-02-27",12.242424
"39","2007-02-28",12.199134
"40","2007-03-01",12.199134
"41","2007-03-02",12.095238
"42","2007-03-05",11.818182
"43","2007-03-06",12.25974
"44","2007-03-07",12.060606
"45","2007-03-08",12.12987
"46","2007-03-09",12.233767
"47","2007-03-12",12.138528
"48","2007-03-13",11.593074
"49","2007-03-14",11.575758
"50","2007-03-15",12.155844
"51","2007-03-16",12.34632
"52","2007-03-19",12.580087
"53","2007-03-20",12.718615
"54","2007-03-21",13.705627
"55","2007-03-22",14.025974
"56","2007-03-23",13.835498
"57","2007-03-26",13.809524
"58","2007-03-27",13.445888
"59","2007-03-28",13.497835
"60","2007-03-29",13.229437
"61","2007-03-30",13.255411
"62","2007-04-02",13.229437
"63","2007-04-03",13.367966
"64","2007-04-04",13.619047
"65","2007-04-05",13.480519
"66","2007-04-09",13.800866
"67","2007-04-10",14
"68","2007-04-11",13.783549
"69","2007-04-12",14.138528
"70","2007-04-13",14.017316
"71","2007-04-16",14.207792
"72","2007-04-17",14.528138
"73","2007-04-18",14.285714
"74","2007-04-19",14.069264
"75","2007-04-20",14.233767
"76","2007-04-23",14.164502
"77","2007-04-24",13.930736
"78","2007-04-25",14.112555
"79","2007-04-26",13.835498
"80","2007-04-27",13.757576
"81","2007-04-30",13.341991
"82","2007-05-01",13.064935
"83","2007-05-02",13.367966
"84","2007-05-03",13.766233
"85","2007-05-04",13.575758
"86","2007-05-07",13.238095
"87","2007-05-08",13.116883
"88","2007-05-09",13.489178
"89","2007-05-10",13.220779
"90","2007-05-11",13.350649
"91","2007-05-14",13.229437
"92","2007-05-15",13.627706
"93","2007-05-16",13.593074
"94","2007-05-17",13.584415
"95","2007-05-18",14.173161
"96","2007-05-21",14.190476
"97","2007-05-22",14.38961
"98","2007-05-23",14.450216
"99","2007-05-24",14.051948
"100","2007-05-25",14.069264
"101","2007-05-29",14.216451
"102","2007-05-30",14.363636
"103","2007-05-31",14.484848
"104","2007-06-01",14.554112
"105","2007-06-04",14.848485
"106","2007-06-05",14.926407
"107","2007-06-06",14.883117
"108","2007-06-07",14.658009
"109","2007-06-08",14.372294
"110","2007-06-11",14.545455
"111","2007-06-12",14.484848
"112","2007-06-13",14.606061
"113","2007-06-14",14.839827
"114","2007-06-15",14.952381
"115","2007-06-18",15.5671
"116","2007-06-19",15.991342
"117","2007-06-20",15.896104
"118","2007-06-21",15.5671
"119","2007-06-22",14.415585
"120","2007-06-25",13.844156
"121","2007-06-26",13.878788
"122","2007-06-27",14.675324
"123","2007-06-28",14.900433
"124","2007-06-29",14.484848
"125","2007-07-02",14.580087
"126","2007-07-03",14.571428
"127","2007-07-05",14.658009
"128","2007-07-06",14.701299
"129","2007-07-09",14.69264
"130","2007-07-10",14.242424
"131","2007-07-11",14.813853
"132","2007-07-12",15.367966
"133","2007-07-13",15.316017
"134","2007-07-16",15.428572
"135","2007-07-17",15.766233
"136","2007-07-18",15.670996
"137","2007-07-19",15.809524
"138","2007-07-20",15.489178
"139","2007-07-23",15.593074
"140","2007-07-24",15.160173
"141","2007-07-25",15.047619
"142","2007-07-26",14.675324
"143","2007-07-27",14.337663
"144","2007-07-30",14.484848
"145","2007-07-31",14.268398
"146","2007-08-01",14.493506
"147","2007-08-02",14.4329
"148","2007-08-03",14.138528
"149","2007-08-06",14.528138
"150","2007-08-07",13.757576
"151","2007-08-08",14.510822
"152","2007-08-09",15.515152
"153","2007-08-10",16.043289
"154","2007-08-13",15.904762
"155","2007-08-14",15.974026
"156","2007-08-15",15.714286
"157","2007-08-16",15.281385
"158","2007-08-17",15.714286
"159","2007-08-20",16.363636
"160","2007-08-21",16.614719
"161","2007-08-22",16.831169
"162","2007-08-23",16.242424
"163","2007-08-24",16.839827
"164","2007-08-27",16.467533
"165","2007-08-28",15.826839
"166","2007-08-29",16.138529
"167","2007-08-30",15.844156
"168","2007-08-31",16.277056
"169","2007-09-04",16.935064
"170","2007-09-05",17.246754
"171","2007-09-06",16.935064
"172","2007-09-07",16.225109
"173","2007-09-10",16.034632
"174","2007-09-11",16.164503
"175","2007-09-12",15.896104
"176","2007-09-13",15.809524
"177","2007-09-14",15.783549
"178","2007-09-17",15.593074
"179","2007-09-18",15.748918
"180","2007-09-19",16.233767
"181","2007-09-20",16.467533
"182","2007-09-21",16.233767
"183","2007-09-24",16.138529
"184","2007-09-25",16.813852
"185","2007-09-26",17.056276
"186","2007-09-27",17.064936
"187","2007-09-28",16.718615
"188","2007-10-01",16.787878
"189","2007-10-02",16.961039
"190","2007-10-03",16.796537
"191","2007-10-04",17.108225
"192","2007-10-05",18.199135
"193","2007-10-08",18.441559
"194","2007-10-09",18.761906
"195","2007-10-10",19.021645
