"","date","ALTM"
"1","2018-11-13",182
"2","2018-11-14",166.199997
"3","2018-11-15",176.399994
"4","2018-11-16",173.600006
"5","2018-11-19",165
"6","2018-11-20",156.800003
"7","2018-11-21",154
"8","2018-11-23",156.800003
"9","2018-11-26",160
"10","2018-11-27",155
"11","2018-11-28",153.800003
"12","2018-11-29",152.800003
"13","2018-11-30",152.800003
"14","2018-12-03",157
"15","2018-12-04",154.399994
"16","2018-12-06",155
"17","2018-12-07",156.800003
"18","2018-12-10",166.399994
"19","2018-12-11",183.199997
"20","2018-12-12",194
"21","2018-12-13",189
"22","2018-12-14",174.600006
"23","2018-12-17",181.199997
"24","2018-12-18",174
"25","2018-12-19",169.399994
"26","2018-12-20",155.800003
"27","2018-12-21",152.600006
"28","2018-12-24",154.800003
"29","2018-12-26",161.399994
"30","2018-12-27",152.600006
"31","2018-12-28",155
"32","2018-12-31",154.600006
"33","2019-01-02",153.199997
"34","2019-01-03",148.399994
"35","2019-01-04",162.199997
"36","2019-01-07",163.600006
"37","2019-01-08",165
"38","2019-01-09",176
"39","2019-01-10",177.199997
"40","2019-01-11",169.399994
"41","2019-01-14",166.600006
"42","2019-01-15",172.399994
"43","2019-01-16",171.399994
"44","2019-01-17",173.800003
"45","2019-01-18",171.399994
"46","2019-01-22",165.600006
"47","2019-01-23",155.399994
"48","2019-01-24",162
"49","2019-01-25",162
"50","2019-01-28",162.399994
"51","2019-01-29",166.600006
"52","2019-01-30",162.399994
"53","2019-01-31",162
"54","2019-02-01",168
"55","2019-02-04",169.800003
"56","2019-02-05",166.800003
"57","2019-02-06",165.199997
"58","2019-02-07",162.800003
"59","2019-02-08",158.800003
"60","2019-02-11",158
"61","2019-02-12",159.800003
"62","2019-02-13",159.800003
"63","2019-02-14",157.399994
"64","2019-02-15",162.800003
"65","2019-02-19",162.600006
"66","2019-02-20",163.600006
"67","2019-02-21",162.199997
"68","2019-02-22",163.199997
"69","2019-02-25",163.399994
"70","2019-02-26",163.399994
"71","2019-02-27",160.600006
"72","2019-02-28",122.400002
"73","2019-03-01",111.400002
"74","2019-03-04",111
"75","2019-03-05",110.400002
"76","2019-03-06",112
"77","2019-03-07",111.800003
"78","2019-03-08",110
"79","2019-03-11",112.800003
"80","2019-03-12",123.800003
"81","2019-03-13",123.400002
"82","2019-03-14",126.400002
"83","2019-03-15",128.800003
"84","2019-03-18",123.599998
"85","2019-03-19",124.800003
"86","2019-03-20",122.599998
"87","2019-03-21",125.800003
"88","2019-03-22",124
"89","2019-03-25",120.599998
"90","2019-03-26",120.800003
"91","2019-03-27",122.400002
"92","2019-03-28",120
"93","2019-03-29",118
"94","2019-04-01",119.800003
"95","2019-04-02",120.199997
"96","2019-04-03",120.199997
"97","2019-04-04",120
"98","2019-04-05",120.400002
"99","2019-04-08",119
"100","2019-04-09",117.599998
"101","2019-04-10",116.199997
"102","2019-04-11",115.800003
"103","2019-04-12",117
"104","2019-04-15",117
"105","2019-04-16",108.400002
"106","2019-04-17",108.400002
"107","2019-04-18",100
"108","2019-04-22",108.199997
"109","2019-04-23",107.400002
"110","2019-04-24",105
"111","2019-04-25",102
"112","2019-04-26",99
"113","2019-04-29",103.400002
"114","2019-04-30",101
"115","2019-05-01",102.800003
"116","2019-05-02",101.199997
"117","2019-05-03",104
"118","2019-05-06",101
"119","2019-05-07",101.400002
"120","2019-05-08",102
"121","2019-05-09",106.800003
"122","2019-05-10",105.800003
"123","2019-05-13",108.199997
"124","2019-05-14",106.199997
"125","2019-05-15",104.800003
"126","2019-05-16",106.400002
"127","2019-05-17",107
"128","2019-05-20",105.599998
"129","2019-05-21",104.199997
"130","2019-05-22",101.199997
"131","2019-05-23",98.800003
"132","2019-05-24",100.599998
"133","2019-05-28",99.400002
"134","2019-05-29",97.199997
"135","2019-05-30",96.199997
"136","2019-05-31",91.599998
"137","2019-06-03",91
"138","2019-06-04",93.599998
"139","2019-06-05",91.599998
"140","2019-06-06",91
"141","2019-06-07",96.800003
"142","2019-06-10",94.599998
"143","2019-06-11",92.800003
"144","2019-06-12",88.599998
"145","2019-06-13",84.800003
"146","2019-06-14",79.800003
"147","2019-06-17",78.199997
"148","2019-06-18",79.599998
"149","2019-06-19",77.400002
"150","2019-06-20",80
"151","2019-06-21",80
"152","2019-06-24",75.800003
"153","2019-06-25",73.400002
"154","2019-06-26",74.599998
"155","2019-06-27",72
"156","2019-06-28",74.400002
"157","2019-07-01",79
"158","2019-07-02",78.400002
"159","2019-07-03",74.400002
"160","2019-07-05",73.199997
"161","2019-07-08",71.599998
"162","2019-07-09",72
"163","2019-07-10",74.800003
"164","2019-07-11",74.800003
"165","2019-07-12",74.599998
"166","2019-07-15",76.199997
"167","2019-07-16",68.199997
"168","2019-07-17",68
"169","2019-07-18",63.200001
"170","2019-07-19",70.800003
"171","2019-07-22",73.199997
"172","2019-07-23",72.800003
"173","2019-07-24",73
"174","2019-07-25",70.599998
"175","2019-07-26",71.199997
"176","2019-07-29",66.800003
"177","2019-07-30",66
"178","2019-07-31",64.199997
"179","2019-08-01",60
"180","2019-08-02",59.200001
"181","2019-08-05",59.599998
"182","2019-08-06",58.200001
"183","2019-08-07",56.200001
"184","2019-08-08",56.599998
"185","2019-08-09",55.599998
"186","2019-08-12",52.400002
"187","2019-08-13",54.400002
"188","2019-08-14",51
"189","2019-08-15",51.400002
"190","2019-08-16",55
"191","2019-08-19",51.599998
"192","2019-08-20",52
"193","2019-08-21",51.400002
"194","2019-08-22",50.200001
"195","2019-08-23",46
"196","2019-08-26",45.599998
"197","2019-08-27",44.599998
"198","2019-08-28",46.200001
"199","2019-08-29",47.599998
"200","2019-08-30",46.200001
"201","2019-09-03",44.400002
"202","2019-09-04",46
"203","2019-09-05",48.400002
"204","2019-09-06",48
"205","2019-09-09",51.799999
"206","2019-09-10",54.200001
"207","2019-09-11",56.400002
"208","2019-09-12",56
"209","2019-09-13",56.799999
"210","2019-09-16",61.400002
"211","2019-09-17",62.599998
"212","2019-09-18",60
"213","2019-09-19",58.799999
"214","2019-09-20",60.599998
"215","2019-09-23",58.799999
"216","2019-09-24",56
"217","2019-09-25",57
"218","2019-09-26",58
"219","2019-09-27",58.799999
"220","2019-09-30",56.599998
"221","2019-10-01",51.599998
"222","2019-10-02",49.400002
"223","2019-10-03",49.200001
"224","2019-10-04",50.599998
"225","2019-10-07",49.799999
"226","2019-10-08",48
"227","2019-10-09",48.599998
"228","2019-10-10",48.200001
"229","2019-10-11",49
"230","2019-10-14",48.599998
"231","2019-10-15",45
"232","2019-10-16",45.799999
"233","2019-10-17",45.200001
"234","2019-10-18",45.599998
"235","2019-10-21",47
"236","2019-10-22",49.200001
"237","2019-10-23",48.200001
"238","2019-10-24",48
"239","2019-10-25",48.799999
"240","2019-10-28",47.599998
"241","2019-10-29",46
"242","2019-10-30",46.599998
"243","2019-10-31",44
"244","2019-11-01",45.599998
"245","2019-11-04",46.200001
"246","2019-11-05",45.400002
"247","2019-11-06",43.799999
"248","2019-11-07",44
"249","2019-11-08",42
"250","2019-11-11",40
"251","2019-11-12",40.200001
"252","2019-11-13",38
"253","2019-11-14",38.200001
"254","2019-11-15",38.799999
"255","2019-11-18",35
"256","2019-11-19",33.799999
"257","2019-11-20",36
"258","2019-11-21",38.799999
"259","2019-11-22",37.799999
"260","2019-11-25",37.400002
"261","2019-11-26",37.200001
"262","2019-11-27",38.799999
"263","2019-11-29",38.599998
"264","2019-12-02",37.599998
"265","2019-12-03",37.200001
"266","2019-12-04",41.200001
