"","date","ALTM"
"267","2019-12-05",40.200001
"268","2019-12-06",40.799999
"269","2019-12-09",44.799999
"270","2019-12-10",49.200001
"271","2019-12-11",51.799999
"272","2019-12-12",51.799999
"273","2019-12-13",53
"274","2019-12-16",57
"275","2019-12-17",54.599998
"276","2019-12-18",52.400002
"277","2019-12-19",50.799999
"278","2019-12-20",50
"279","2019-12-23",54
"280","2019-12-24",54.400002
"281","2019-12-26",58
"282","2019-12-27",59.599998
"283","2019-12-30",56.400002
"284","2019-12-31",57.200001
"285","2020-01-02",54.799999
"286","2020-01-03",54
"287","2020-01-06",54
"288","2020-01-07",55.400002
"289","2020-01-08",55.599998
"290","2020-01-09",56.200001
"291","2020-01-10",57.599998
"292","2020-01-13",54.799999
"293","2020-01-14",54
"294","2020-01-15",56.400002
"295","2020-01-16",57
"296","2020-01-17",53
"297","2020-01-21",46.200001
"298","2020-01-22",45
"299","2020-01-23",42.599998
"300","2020-01-24",41.200001
"301","2020-01-27",42.200001
"302","2020-01-28",44
"303","2020-01-29",41
"304","2020-01-30",42.200001
"305","2020-01-31",41.599998
"306","2020-02-03",40.799999
"307","2020-02-04",41.400002
"308","2020-02-05",44.200001
"309","2020-02-06",41
"310","2020-02-07",39.200001
"311","2020-02-10",39.599998
"312","2020-02-11",41.400002
"313","2020-02-12",42.200001
"314","2020-02-13",41
"315","2020-02-14",39.599998
"316","2020-02-18",38.599998
"317","2020-02-19",40.400002
"318","2020-02-20",40.200001
"319","2020-02-21",37.400002
"320","2020-02-24",34.200001
"321","2020-02-25",33.799999
"322","2020-02-26",32.400002
"323","2020-02-27",28.799999
"324","2020-02-28",29.200001
"325","2020-03-02",28.799999
"326","2020-03-03",29.4
"327","2020-03-04",31
"328","2020-03-05",28
"329","2020-03-06",26
"330","2020-03-09",20.200001
"331","2020-03-10",21.200001
"332","2020-03-11",20.4
"333","2020-03-12",20.6
"334","2020-03-13",23.6
"335","2020-03-16",20.6
"336","2020-03-17",20
"337","2020-03-18",16
"338","2020-03-19",19
"339","2020-03-20",18
"340","2020-03-23",17
"341","2020-03-24",18.799999
"342","2020-03-25",16
"343","2020-03-26",15.6
"344","2020-03-27",11.4
"345","2020-03-30",13.8
"346","2020-03-31",15
"347","2020-04-01",13.4
"348","2020-04-02",13.8
"349","2020-04-03",13.4
"350","2020-04-06",14
"351","2020-04-07",14
"352","2020-04-08",16.200001
"353","2020-04-09",16.6
"354","2020-04-13",15
"355","2020-04-14",13.8
"356","2020-04-15",13
"357","2020-04-16",13.4
"358","2020-04-17",13.8
"359","2020-04-20",11.6
"360","2020-04-21",10.8
"361","2020-04-22",11.4
"362","2020-04-23",12.6
"363","2020-04-24",14
"364","2020-04-27",14
"365","2020-04-28",14.8
"366","2020-04-29",16.200001
"367","2020-04-30",15.2
"368","2020-05-01",13
"369","2020-05-04",12.2
"370","2020-05-05",13.2
"371","2020-05-06",12.4
"372","2020-05-07",13
"373","2020-05-08",13
"374","2020-05-11",12.2
"375","2020-05-12",11.6
"376","2020-05-13",10.8
"377","2020-05-14",10.6
"378","2020-05-15",10.8
"379","2020-05-18",12.2
"380","2020-05-19",12
"381","2020-05-20",12.6
"382","2020-05-21",12.4
"383","2020-05-22",11.8
"384","2020-05-26",12.8
"385","2020-05-27",13
"386","2020-05-28",12.6
"387","2020-05-29",13.8
"388","2020-06-01",12.6
"389","2020-06-02",13
"390","2020-06-03",13.6
"391","2020-06-04",15.8
"392","2020-06-05",19
"393","2020-06-08",21.6
"394","2020-06-09",18.799999
"395","2020-06-10",15
"396","2020-06-11",13.6
"397","2020-06-12",15
"398","2020-06-15",16.6
"399","2020-06-16",15.6
"400","2020-06-17",15.2
"401","2020-06-18",14.2
"402","2020-06-19",14
"403","2020-06-22",14
"404","2020-06-23",13.8
"405","2020-06-24",12.4
"406","2020-06-25",12
"407","2020-06-26",12
"408","2020-06-29",12.2
"409","2020-06-30",12.6
"410","2020-07-01",11.04
"411","2020-07-02",11.25
"412","2020-07-06",11.79
"413","2020-07-07",13.28
"414","2020-07-08",12.61
"415","2020-07-09",11.87
"416","2020-07-10",12.04
"417","2020-07-13",12.06
"418","2020-07-14",12.04
"419","2020-07-15",13.54
"420","2020-07-16",13.25
"421","2020-07-17",12.57
"422","2020-07-20",13.01
"423","2020-07-21",13.6
"424","2020-07-22",13.2
"425","2020-07-23",13.68
"426","2020-07-24",13.1
"427","2020-07-27",12.79
"428","2020-07-28",12.11
"429","2020-07-29",12.7
"430","2020-07-30",14.3
"431","2020-07-31",13.56
"432","2020-08-03",14.44
"433","2020-08-04",15.37
"434","2020-08-05",16.6
"435","2020-08-06",13.91
"436","2020-08-07",13.75
"437","2020-08-10",13.42
"438","2020-08-11",13.83
"439","2020-08-12",13.66
"440","2020-08-13",13.41
"441","2020-08-14",13.66
"442","2020-08-17",13.24
"443","2020-08-18",13.68
"444","2020-08-19",13.35
"445","2020-08-20",13.45
"446","2020-08-21",13.44
"447","2020-08-24",13.36
"448","2020-08-25",13.19
"449","2020-08-26",12.92
"450","2020-08-27",12.71
"451","2020-08-28",12.71
"452","2020-08-31",13.16
"453","2020-09-01",12.85
"454","2020-09-02",13.83
"455","2020-09-03",13.3
"456","2020-09-04",12.9
"457","2020-09-08",12.8
"458","2020-09-09",12.41
"459","2020-09-10",12.15
"460","2020-09-11",11.99
"461","2020-09-14",12.05
"462","2020-09-15",11.67
"463","2020-09-16",12.32
"464","2020-09-17",12.5
"465","2020-09-18",11.98
"466","2020-09-21",11.7
"467","2020-09-22",11.54
"468","2020-09-23",11.25
"469","2020-09-24",11.01
"470","2020-09-25",11.1
"471","2020-09-28",10.93
"472","2020-09-29",11.01
"473","2020-09-30",11.11
"474","2020-10-01",10.7
"475","2020-10-02",10.8
"476","2020-10-05",11.01
"477","2020-10-06",10.7
"478","2020-10-07",10.71
"479","2020-10-08",10.49
"480","2020-10-09",10.44
"481","2020-10-12",10.31
"482","2020-10-13",10.57
"483","2020-10-14",10.49
"484","2020-10-15",10.15
"485","2020-10-16",10.06
"486","2020-10-19",9.55
"487","2020-10-20",9.71
"488","2020-10-21",9.66
"489","2020-10-22",9.94
"490","2020-10-23",10.07
"491","2020-10-26",10.01
"492","2020-10-27",9.76
"493","2020-10-28",9.6
"494","2020-10-29",9.63
"495","2020-10-30",9.65
"496","2020-11-02",9.65
"497","2020-11-03",9.89
"498","2020-11-04",10.03
"499","2020-11-05",30.540001
"500","2020-11-06",29.25
"501","2020-11-09",33.25
"502","2020-11-10",35.82
"503","2020-11-11",33.57
"504","2020-11-12",32.66
"505","2020-11-13",33.380001
"506","2020-11-16",34.990002
"507","2020-11-17",38
"508","2020-11-18",39.84
"509","2020-11-19",37.970001
"510","2020-11-20",37.360001
"511","2020-11-23",38.360001
"512","2020-11-24",39.880001
"513","2020-11-25",40.450001
"514","2020-11-27",40
