"","date","AHH"
"290","2014-07-01",9.69
"291","2014-07-02",9.67
"292","2014-07-03",9.64
"293","2014-07-07",9.54
"294","2014-07-08",9.46
"295","2014-07-09",9.6
"296","2014-07-10",9.47
"297","2014-07-11",9.46
"298","2014-07-14",9.59
"299","2014-07-15",9.56
"300","2014-07-16",9.57
"301","2014-07-17",9.52
"302","2014-07-18",9.67
"303","2014-07-21",9.68
"304","2014-07-22",9.69
"305","2014-07-23",9.67
"306","2014-07-24",9.55
"307","2014-07-25",9.42
"308","2014-07-28",9.4
"309","2014-07-29",9.45
"310","2014-07-30",9.42
"311","2014-07-31",9.4
"312","2014-08-01",9.37
"313","2014-08-04",9.42
"314","2014-08-05",9.69
"315","2014-08-06",9.68
"316","2014-08-07",9.7
"317","2014-08-08",9.69
"318","2014-08-11",9.66
"319","2014-08-12",9.67
"320","2014-08-13",9.68
"321","2014-08-14",9.69
"322","2014-08-15",9.67
"323","2014-08-18",9.71
"324","2014-08-19",9.83
"325","2014-08-20",9.71
"326","2014-08-21",9.72
"327","2014-08-22",9.65
"328","2014-08-25",9.59
"329","2014-08-26",9.66
"330","2014-08-27",9.65
"331","2014-08-28",9.59
"332","2014-08-29",9.61
"333","2014-09-02",9.64
"334","2014-09-03",9.61
"335","2014-09-04",9.54
"336","2014-09-05",9.63
"337","2014-09-08",9.69
"338","2014-09-09",9.65
"339","2014-09-10",9.23
"340","2014-09-11",9.3
"341","2014-09-12",9.21
"342","2014-09-15",9.19
"343","2014-09-16",9.32
"344","2014-09-17",9.36
"345","2014-09-18",9.43
"346","2014-09-19",9.47
"347","2014-09-22",9.29
"348","2014-09-23",9.28
"349","2014-09-24",9.3
"350","2014-09-25",9.17
"351","2014-09-26",9.25
"352","2014-09-29",9.13
"353","2014-09-30",9.08
"354","2014-10-01",9.08
"355","2014-10-02",9
"356","2014-10-03",9.01
"357","2014-10-06",9
"358","2014-10-07",8.98
"359","2014-10-08",9.04
"360","2014-10-09",9.02
"361","2014-10-10",8.98
"362","2014-10-13",8.97
"363","2014-10-14",9.07
"364","2014-10-15",9.03
"365","2014-10-16",9.08
"366","2014-10-17",9.03
"367","2014-10-20",9.05
"368","2014-10-21",9.05
"369","2014-10-22",9.15
"370","2014-10-23",9.17
"371","2014-10-24",9.26
"372","2014-10-27",9.3
"373","2014-10-28",9.45
"374","2014-10-29",9.3
"375","2014-10-30",9.35
"376","2014-10-31",9.38
"377","2014-11-03",9.38
"378","2014-11-04",9.5
"379","2014-11-05",9.4
"380","2014-11-06",9.4
"381","2014-11-07",9.4
"382","2014-11-10",9.35
"383","2014-11-11",9.54
"384","2014-11-12",9.62
"385","2014-11-13",9.55
"386","2014-11-14",9.44
"387","2014-11-17",9.41
"388","2014-11-18",9.41
"389","2014-11-19",9.37
"390","2014-11-20",9.37
"391","2014-11-21",9.36
"392","2014-11-24",9.39
"393","2014-11-25",9.38
"394","2014-11-26",9.5
"395","2014-11-28",9.49
"396","2014-12-01",9.4
"397","2014-12-02",9.45
"398","2014-12-03",9.39
"399","2014-12-04",9.3
"400","2014-12-05",9.35
"401","2014-12-08",9.34
"402","2014-12-09",9.39
"403","2014-12-10",9.45
"404","2014-12-11",9.48
"405","2014-12-12",9.57
"406","2014-12-15",9.46
"407","2014-12-16",9.35
"408","2014-12-17",9.51
"409","2014-12-18",9.54
"410","2014-12-19",9.63
"411","2014-12-22",9.64
"412","2014-12-23",9.6
"413","2014-12-24",9.62
"414","2014-12-26",9.48
"415","2014-12-29",9.47
"416","2014-12-30",9.52
"417","2014-12-31",9.49
"418","2015-01-02",9.5
"419","2015-01-05",9.67
"420","2015-01-06",9.6
"421","2015-01-07",9.72
"422","2015-01-08",9.75
"423","2015-01-09",9.8
"424","2015-01-12",10.1
"425","2015-01-13",10.32
"426","2015-01-14",10.45
"427","2015-01-15",10.43
"428","2015-01-16",10.43
"429","2015-01-20",10.43
"430","2015-01-21",10.58
"431","2015-01-22",10.65
"432","2015-01-23",10.59
"433","2015-01-26",10.79
"434","2015-01-27",10.73
"435","2015-01-28",10.62
"436","2015-01-29",10.8
"437","2015-01-30",10.67
"438","2015-02-02",10.69
"439","2015-02-03",10.76
"440","2015-02-04",10.78
"441","2015-02-05",10.99
"442","2015-02-06",10.63
"443","2015-02-09",10.61
"444","2015-02-10",10.38
"445","2015-02-11",10.52
"446","2015-02-12",10.77
"447","2015-02-13",10.75
"448","2015-02-17",10.74
"449","2015-02-18",10.84
"450","2015-02-19",10.67
"451","2015-02-20",10.68
"452","2015-02-23",10.75
"453","2015-02-24",10.6
"454","2015-02-25",10.78
"455","2015-02-26",10.68
"456","2015-02-27",10.8
"457","2015-03-02",11.02
"458","2015-03-03",10.98
"459","2015-03-04",10.71
"460","2015-03-05",10.6
"461","2015-03-06",10.18
"462","2015-03-09",10.22
"463","2015-03-10",10.36
"464","2015-03-11",10.36
"465","2015-03-12",10.55
"466","2015-03-13",10.48
"467","2015-03-16",10.45
"468","2015-03-17",10.62
"469","2015-03-18",10.79
"470","2015-03-19",10.94
"471","2015-03-20",10.93
"472","2015-03-23",10.87
"473","2015-03-24",10.93
"474","2015-03-25",10.73
"475","2015-03-26",10.6
"476","2015-03-27",10.75
"477","2015-03-30",10.69
"478","2015-03-31",10.66
"479","2015-04-01",10.7
"480","2015-04-02",10.58
"481","2015-04-06",10.6
"482","2015-04-07",10.52
"483","2015-04-08",10.67
"484","2015-04-09",10.45
"485","2015-04-10",10.52
"486","2015-04-13",10.37
"487","2015-04-14",10.62
"488","2015-04-15",10.48
"489","2015-04-16",10.42
"490","2015-04-17",10.34
"491","2015-04-20",10.53
"492","2015-04-21",10.32
"493","2015-04-22",10.46
"494","2015-04-23",10.47
"495","2015-04-24",10.51
"496","2015-04-27",10.42
"497","2015-04-28",10.59
"498","2015-04-29",10.33
"499","2015-04-30",10.27
"500","2015-05-01",10.34
"501","2015-05-04",10.28
"502","2015-05-05",10.14
"503","2015-05-06",10.24
"504","2015-05-07",10.19
"505","2015-05-08",10.3
"506","2015-05-11",10.31
"507","2015-05-12",10.37
"508","2015-05-13",10.37
"509","2015-05-14",10.49
"510","2015-05-15",10.52
"511","2015-05-18",10.63
"512","2015-05-19",10.49
"513","2015-05-20",10.58
"514","2015-05-21",10.47
"515","2015-05-22",10.35
"516","2015-05-26",10.31
"517","2015-05-27",10.53
"518","2015-05-28",10.36
"519","2015-05-29",10.59
"520","2015-06-01",10.57
"521","2015-06-02",10.58
"522","2015-06-03",10.45
"523","2015-06-04",10.48
"524","2015-06-05",10.47
"525","2015-06-08",10.48
"526","2015-06-09",10.43
"527","2015-06-10",10.43
"528","2015-06-11",10.46
"529","2015-06-12",10.41
"530","2015-06-15",10.32
"531","2015-06-16",10.54
"532","2015-06-17",10.59
"533","2015-06-18",10.68
"534","2015-06-19",10.63
"535","2015-06-22",10.6
"536","2015-06-23",10.45
"537","2015-06-24",10.43
"538","2015-06-25",10.37
"539","2015-06-26",10.27
"540","2015-06-29",10.16
"541","2015-06-30",9.99
"542","2015-07-01",10.01
"543","2015-07-02",10.02
"544","2015-07-06",10.17
"545","2015-07-07",10.31
"546","2015-07-08",10.31
"547","2015-07-09",10.28
"548","2015-07-10",10.38
"549","2015-07-13",10.57
"550","2015-07-14",10.47
"551","2015-07-15",10.36
"552","2015-07-16",10.4
"553","2015-07-17",10.45
"554","2015-07-20",10.31
"555","2015-07-21",10.23
"556","2015-07-22",10.28
"557","2015-07-23",10.04
"558","2015-07-24",9.98
"559","2015-07-27",10.19
"560","2015-07-28",10.17
"561","2015-07-29",10.17
"562","2015-07-30",10.29
"563","2015-07-31",10.25
"564","2015-08-03",10.34
"565","2015-08-04",10.24
"566","2015-08-05",10.31
"567","2015-08-06",10.09
"568","2015-08-07",10.07
"569","2015-08-10",10
"570","2015-08-11",10.02
"571","2015-08-12",10.11
"572","2015-08-13",10.13
"573","2015-08-14",10.15
"574","2015-08-17",10.17
"575","2015-08-18",10.19
"576","2015-08-19",10.1
"577","2015-08-20",10.04
"578","2015-08-21",10.03
"579","2015-08-24",9.6
"580","2015-08-25",9.51
"581","2015-08-26",9.64
"582","2015-08-27",9.63
"583","2015-08-28",9.62
"584","2015-08-31",9.98
"585","2015-09-01",9.53
"586","2015-09-02",9.57
"587","2015-09-03",9.59
"588","2015-09-04",9.57
"589","2015-09-08",9.56
"590","2015-09-09",9.57
"591","2015-09-10",9.61
"592","2015-09-11",9.82
"593","2015-09-14",9.92
"594","2015-09-15",9.96
"595","2015-09-16",9.94
"596","2015-09-17",10.1
"597","2015-09-18",10.1
"598","2015-09-21",10.26
"599","2015-09-22",10.2
"600","2015-09-23",10.21
"601","2015-09-24",10.1
"602","2015-09-25",10.01
"603","2015-09-28",9.85
"604","2015-09-29",9.63
"605","2015-09-30",9.77
"606","2015-10-01",9.78
"607","2015-10-02",9.75
"608","2015-10-05",10.1
"609","2015-10-06",10.02
"610","2015-10-07",10.14
"611","2015-10-08",10.11
"612","2015-10-09",10.1
"613","2015-10-12",10.21
"614","2015-10-13",10.06
"615","2015-10-14",10.01
"616","2015-10-15",9.95
"617","2015-10-16",10.22
"618","2015-10-19",10.59
"619","2015-10-20",10.93
"620","2015-10-21",10.6
"621","2015-10-22",10.73
"622","2015-10-23",10.59
"623","2015-10-26",10.7
"624","2015-10-27",10.8
"625","2015-10-28",11.02
"626","2015-10-29",10.99
"627","2015-10-30",10.74
"628","2015-11-02",10.86
"629","2015-11-03",10.69
"630","2015-11-04",10.61
"631","2015-11-05",10.7
"632","2015-11-06",10.63
"633","2015-11-09",10.56
"634","2015-11-10",10.63
"635","2015-11-11",10.58
"636","2015-11-12",10.52
"637","2015-11-13",10.42
"638","2015-11-16",10.56
"639","2015-11-17",10.98
"640","2015-11-18",11.04
"641","2015-11-19",11.05
"642","2015-11-20",11.54
"643","2015-11-23",11.37
"644","2015-11-24",11.18
"645","2015-11-25",11.27
"646","2015-11-27",11.45
"647","2015-11-30",11.29
"648","2015-12-01",11.35
"649","2015-12-02",11.31
"650","2015-12-03",11.13
"651","2015-12-04",10.76
"652","2015-12-07",10.7
"653","2015-12-08",10.73
"654","2015-12-09",10.68
"655","2015-12-10",10.6
"656","2015-12-11",10.44
"657","2015-12-14",10.47
"658","2015-12-15",10.67
"659","2015-12-16",10.74
"660","2015-12-17",10.8
"661","2015-12-18",10.63
"662","2015-12-21",10.6
"663","2015-12-22",10.7
"664","2015-12-23",10.68
"665","2015-12-24",10.67
"666","2015-12-28",10.89
"667","2015-12-29",10.79
"668","2015-12-30",10.65
"669","2015-12-31",10.48
"670","2016-01-04",10.39
"671","2016-01-05",10.67
"672","2016-01-06",10.64
"673","2016-01-07",10.52
"674","2016-01-08",10.47
"675","2016-01-11",10.6
"676","2016-01-12",10.41
"677","2016-01-13",10.36
"678","2016-01-14",10.44
"679","2016-01-15",10.38
"680","2016-01-19",10.32
"681","2016-01-20",10.09
"682","2016-01-21",10.2
"683","2016-01-22",10.52
"684","2016-01-25",10.5
"685","2016-01-26",10.54
"686","2016-01-27",10.42
"687","2016-01-28",10.48
"688","2016-01-29",10.77
"689","2016-02-01",10.81
"690","2016-02-02",10.67
"691","2016-02-03",10.61
"692","2016-02-04",10.62
"693","2016-02-05",10.56
"694","2016-02-08",10.37
"695","2016-02-09",10.11
"696","2016-02-10",9.88
"697","2016-02-11",10.31
"698","2016-02-12",10.55
"699","2016-02-16",10.76
"700","2016-02-17",10.9
"701","2016-02-18",10.88
"702","2016-02-19",10.92
"703","2016-02-22",10.91
"704","2016-02-23",10.81
"705","2016-02-24",10.78
"706","2016-02-25",10.87
"707","2016-02-26",10.69
"708","2016-02-29",10.63
"709","2016-03-01",10.71
"710","2016-03-02",10.8
"711","2016-03-03",10.84
"712","2016-03-04",10.82
"713","2016-03-07",10.78
"714","2016-03-08",10.75
"715","2016-03-09",10.77
"716","2016-03-10",10.7
"717","2016-03-11",10.79
"718","2016-03-14",10.71
"719","2016-03-15",10.67
"720","2016-03-16",10.75
"721","2016-03-17",10.85
"722","2016-03-18",10.79
"723","2016-03-21",10.82
"724","2016-03-22",10.86
"725","2016-03-23",10.86
"726","2016-03-24",11.16
"727","2016-03-28",11.08
"728","2016-03-29",11.49
"729","2016-03-30",11.35
"730","2016-03-31",11.25
"731","2016-04-01",11.24
"732","2016-04-04",11.37
"733","2016-04-05",11.31
"734","2016-04-06",11.36
"735","2016-04-07",11.21
"736","2016-04-08",11.3
"737","2016-04-11",11.42
"738","2016-04-12",11.45
"739","2016-04-13",11.46
"740","2016-04-14",11.37
"741","2016-04-15",11.49
"742","2016-04-18",11.47
"743","2016-04-19",11.43
"744","2016-04-20",11.32
"745","2016-04-21",11.3
"746","2016-04-22",11.5
"747","2016-04-25",11.68
"748","2016-04-26",11.72
"749","2016-04-27",11.76
"750","2016-04-28",11.76
"751","2016-04-29",11.7
"752","2016-05-02",11.88
"753","2016-05-03",11.9
"754","2016-05-04",11.75
"755","2016-05-05",11.9
"756","2016-05-06",11.82
"757","2016-05-09",12.18
"758","2016-05-10",12.3
"759","2016-05-11",12.09
"760","2016-05-12",12.07
"761","2016-05-13",12.07
"762","2016-05-16",12.29
"763","2016-05-17",11.92
"764","2016-05-18",11.88
"765","2016-05-19",11.79
"766","2016-05-20",11.81
"767","2016-05-23",11.79
"768","2016-05-24",12.15
"769","2016-05-25",12.15
"770","2016-05-26",12.2
"771","2016-05-27",12.22
"772","2016-05-31",12.1
"773","2016-06-01",12.15
"774","2016-06-02",12.23
"775","2016-06-03",12.55
"776","2016-06-06",12.43
"777","2016-06-07",12.68
"778","2016-06-08",12.84
"779","2016-06-09",13.09
"780","2016-06-10",13.1
"781","2016-06-13",13.04
"782","2016-06-14",12.96
"783","2016-06-15",12.92
"784","2016-06-16",12.94
"785","2016-06-17",12.96
"786","2016-06-20",12.9
"787","2016-06-21",12.91
"788","2016-06-22",12.97
"789","2016-06-23",13
"790","2016-06-24",13.33
"791","2016-06-27",13.2
"792","2016-06-28",13.39
"793","2016-06-29",13.54
"794","2016-06-30",13.74
"795","2016-07-01",13.71
"796","2016-07-05",13.78
"797","2016-07-06",13.78
"798","2016-07-07",13.67
"799","2016-07-08",13.97
"800","2016-07-11",14.3
"801","2016-07-12",14.14
"802","2016-07-13",14.27
"803","2016-07-14",14.2
"804","2016-07-15",14.36
"805","2016-07-18",14.45
"806","2016-07-19",14.68
"807","2016-07-20",14.81
"808","2016-07-21",14.92
"809","2016-07-22",15.03
"810","2016-07-25",15.15
"811","2016-07-26",14.99
"812","2016-07-27",14.8
"813","2016-07-28",14.9
"814","2016-07-29",14.97
"815","2016-08-01",15
"816","2016-08-02",14.41
"817","2016-08-03",14.03
"818","2016-08-04",14
"819","2016-08-05",13.94
"820","2016-08-08",13.87
"821","2016-08-09",14.15
"822","2016-08-10",14.03
"823","2016-08-11",14.06
"824","2016-08-12",14.01
"825","2016-08-15",14.02
"826","2016-08-16",13.94
"827","2016-08-17",13.89
"828","2016-08-18",13.8
"829","2016-08-19",13.58
"830","2016-08-22",13.73
"831","2016-08-23",13.78
"832","2016-08-24",13.75
"833","2016-08-25",13.92
"834","2016-08-26",13.79
"835","2016-08-29",13.85
"836","2016-08-30",13.82
"837","2016-08-31",13.78
"838","2016-09-01",13.84
"839","2016-09-02",14.21
"840","2016-09-06",14.25
"841","2016-09-07",14.46
"842","2016-09-08",14.31
"843","2016-09-09",13.61
"844","2016-09-12",13.87
"845","2016-09-13",13.13
"846","2016-09-14",13.01
"847","2016-09-15",13
"848","2016-09-16",13.12
"849","2016-09-19",13.13
"850","2016-09-20",12.97
"851","2016-09-21",13.28
"852","2016-09-22",13.74
"853","2016-09-23",13.71
"854","2016-09-26",13.48
"855","2016-09-27",13.42
"856","2016-09-28",13.68
"857","2016-09-29",13.65
"858","2016-09-30",13.4
"859","2016-10-03",13.04
"860","2016-10-04",12.8
"861","2016-10-05",12.67
"862","2016-10-06",12.79
"863","2016-10-07",12.76
"864","2016-10-10",12.84
"865","2016-10-11",12.64
"866","2016-10-12",12.92
"867","2016-10-13",13.1
"868","2016-10-14",13.54
"869","2016-10-17",13.6
"870","2016-10-18",13.7
"871","2016-10-19",13.72
"872","2016-10-20",13.61
"873","2016-10-21",13.84
"874","2016-10-24",13.83
"875","2016-10-25",13.75
"876","2016-10-26",13.53
"877","2016-10-27",13.25
"878","2016-10-28",13.29
"879","2016-10-31",13.43
"880","2016-11-01",13.33
"881","2016-11-02",13.18
"882","2016-11-03",13.1
"883","2016-11-04",13.13
"884","2016-11-07",13.43
"885","2016-11-08",13.48
"886","2016-11-09",13.53
"887","2016-11-10",13.51
"888","2016-11-11",13.85
"889","2016-11-14",14.1
"890","2016-11-15",13.96
"891","2016-11-16",14.21
"892","2016-11-17",14.15
"893","2016-11-18",14.47
"894","2016-11-21",14.33
"895","2016-11-22",14.76
"896","2016-11-23",14.57
"897","2016-11-25",14.91
"898","2016-11-28",14.7
"899","2016-11-29",14.56
"900","2016-11-30",14.05
"901","2016-12-01",14.06
"902","2016-12-02",14.28
"903","2016-12-05",14.41
"904","2016-12-06",14.47
"905","2016-12-07",14.66
"906","2016-12-08",14.67
"907","2016-12-09",14.75
"908","2016-12-12",14.56
"909","2016-12-13",14.47
"910","2016-12-14",14.03
"911","2016-12-15",14.14
"912","2016-12-16",14.26
"913","2016-12-19",14.59
"914","2016-12-20",14.47
"915","2016-12-21",14.34
"916","2016-12-22",14.32
"917","2016-12-23",14.25
"918","2016-12-27",14.27
"919","2016-12-28",14.11
"920","2016-12-29",14.37
"921","2016-12-30",14.57
"922","2017-01-03",14.7
"923","2017-01-04",14.87
"924","2017-01-05",14.74
"925","2017-01-06",14.67
"926","2017-01-09",14.4
"927","2017-01-10",14.3
"928","2017-01-11",14.34
"929","2017-01-12",14.3
"930","2017-01-13",14.35
"931","2017-01-17",14.37
"932","2017-01-18",14.37
"933","2017-01-19",14.36
"934","2017-01-20",14.33
"935","2017-01-23",14.36
"936","2017-01-24",14.41
"937","2017-01-25",14.4
"938","2017-01-26",14.26
"939","2017-01-27",14.05
"940","2017-01-30",13.59
"941","2017-01-31",13.78
"942","2017-02-01",13.53
"943","2017-02-02",13.74
"944","2017-02-03",13.77
"945","2017-02-06",13.76
"946","2017-02-07",13.62
"947","2017-02-08",13.56
"948","2017-02-09",13.44
"949","2017-02-10",13.72
"950","2017-02-13",13.84
"951","2017-02-14",13.8
"952","2017-02-15",13.7
"953","2017-02-16",13.8
"954","2017-02-17",13.8
"955","2017-02-21",13.92
"956","2017-02-22",13.92
"957","2017-02-23",14.05
"958","2017-02-24",14.09
"959","2017-02-27",14.14
"960","2017-02-28",13.95
"961","2017-03-01",14.06
"962","2017-03-02",14
"963","2017-03-03",13.99
"964","2017-03-06",13.99
"965","2017-03-07",13.92
"966","2017-03-08",13.41
"967","2017-03-09",13.14
"968","2017-03-10",13.26
"969","2017-03-13",13.31
"970","2017-03-14",13.32
"971","2017-03-15",13.63
"972","2017-03-16",13.74
"973","2017-03-17",13.96
"974","2017-03-20",13.75
"975","2017-03-21",13.63
"976","2017-03-22",13.64
"977","2017-03-23",13.82
"978","2017-03-24",13.71
"979","2017-03-27",13.45
"980","2017-03-28",13.51
"981","2017-03-29",13.6
"982","2017-03-30",13.69
"983","2017-03-31",13.89
"984","2017-04-03",13.76
"985","2017-04-04",13.77
"986","2017-04-05",13.84
"987","2017-04-06",14
"988","2017-04-07",13.94
"989","2017-04-10",14
"990","2017-04-11",14.37
"991","2017-04-12",14.38
"992","2017-04-13",14.29
"993","2017-04-17",14.34
"994","2017-04-18",14.63
"995","2017-04-19",14.55
"996","2017-04-20",14.64
"997","2017-04-21",14.59
"998","2017-04-24",14.49
"999","2017-04-25",14.53
"1000","2017-04-26",14.56
