"","date","HCHC"
"105","2009-12-08",6.75
"106","2009-12-09",6.6
"107","2009-12-10",6.6
"108","2009-12-11",6.5
"109","2009-12-14",6.3
"110","2009-12-15",6.25
"111","2009-12-16",6.25
"112","2009-12-17",6
"113","2009-12-18",5.99
"114","2009-12-21",5.8
"115","2009-12-22",5.8
"116","2009-12-23",5.75
"117","2009-12-24",5.7
"118","2009-12-28",5.64
"119","2009-12-29",5.75
"120","2009-12-30",5.8
"121","2009-12-31",5.75
"122","2010-01-04",6.25
"123","2010-01-05",6.3
"124","2010-01-06",6.45
"125","2010-01-07",6.5
"126","2010-01-08",6.5
"127","2010-01-11",6.52
"128","2010-01-12",6.54
"129","2010-01-13",6.54
"130","2010-01-14",6.54
"131","2010-01-15",6.4
"132","2010-01-19",6.55
"133","2010-01-20",6.5
"134","2010-01-21",6.3
"135","2010-01-22",6.25
"136","2010-01-25",6.3
"137","2010-01-26",6.3
"138","2010-01-27",6.35
"139","2010-01-28",6.55
"140","2010-01-29",6.5
"141","2010-02-01",6.5
"142","2010-02-02",6.5
"143","2010-02-03",6.5
"144","2010-02-04",6.4
"145","2010-02-05",6.5
"146","2010-02-08",6.5
"147","2010-02-09",6.5
"148","2010-02-10",6.44
"149","2010-02-11",6.39
"150","2010-02-12",6.39
"151","2010-02-16",6.25
"152","2010-02-17",6.35
"153","2010-02-18",6.35
"154","2010-02-19",6.35
"155","2010-02-22",6.2
"156","2010-02-23",6.2
"157","2010-02-24",6.2
"158","2010-02-25",6
"159","2010-02-26",5.95
"160","2010-03-01",5.95
"161","2010-03-02",5.75
"162","2010-03-03",5.8
"163","2010-03-04",6
"164","2010-03-05",6.3
"165","2010-03-08",6.2
"166","2010-03-09",6.43
"167","2010-03-10",6.4
"168","2010-03-11",6.4
"169","2010-03-12",6.4
"170","2010-03-15",6.5
"171","2010-03-16",6.35
"172","2010-03-17",6.55
"173","2010-03-18",6.75
"174","2010-03-19",6.61
"175","2010-03-22",7.05
"176","2010-03-23",7.04
"177","2010-03-24",7.04
"178","2010-03-25",7.1
"179","2010-03-26",7.04
"180","2010-03-29",6.85
"181","2010-03-30",7
"182","2010-03-31",6.85
"183","2010-04-01",6.78
"184","2010-04-05",6.78
"185","2010-04-06",6.95
"186","2010-04-07",6.85
"187","2010-04-08",6.8
"188","2010-04-09",6.7
"189","2010-04-12",6.75
"190","2010-04-13",6.75
"191","2010-04-14",6.7
"192","2010-04-15",6.7
"193","2010-04-16",6.7
"194","2010-04-19",6.3
"195","2010-04-20",6.25
"196","2010-04-21",6.18
"197","2010-04-22",6.16
"198","2010-04-23",6.5
"199","2010-04-26",6.5
"200","2010-04-27",6.4
"201","2010-04-28",6.4
"202","2010-04-29",6.4
"203","2010-04-30",6.35
"204","2010-05-03",6.35
"205","2010-05-04",6.5
"206","2010-05-05",6.35
"207","2010-05-06",6.15
"208","2010-05-07",6.15
"209","2010-05-10",6.35
"210","2010-05-11",6.35
"211","2010-05-12",6.45
"212","2010-05-13",6.55
"213","2010-05-14",6.71
"214","2010-05-17",6.45
"215","2010-05-18",6.65
"216","2010-05-19",6.69
"217","2010-05-20",6.5
"218","2010-05-21",6.6
"219","2010-05-24",6.65
"220","2010-05-25",6.55
"221","2010-05-26",6.5
"222","2010-05-27",6.5
"223","2010-05-28",6.9
"224","2010-06-01",7
"225","2010-06-02",7
"226","2010-06-03",7
"227","2010-06-04",7
"228","2010-06-07",7
"229","2010-06-08",7
"230","2010-06-09",7
"231","2010-06-10",6.75
"232","2010-06-11",6.75
"233","2010-06-14",7
"234","2010-06-15",7
"235","2010-06-16",7.2
"236","2010-06-17",7.3
"237","2010-06-18",7.31
"238","2010-06-21",7.47
"239","2010-06-22",7.47
"240","2010-06-23",7.45
"241","2010-06-24",7.45
"242","2010-06-25",7.5
"243","2010-06-28",7.4
"244","2010-06-29",7.31
"245","2010-06-30",7.05
"246","2010-07-01",7.05
"247","2010-07-02",7.02
"248","2010-07-06",7.15
"249","2010-07-07",7.35
"250","2010-07-08",7.34
"251","2010-07-09",7.35
"252","2010-07-12",7.5
"253","2010-07-13",7.6
"254","2010-07-14",7.45
"255","2010-07-15",7.6
"256","2010-07-16",7.6
"257","2010-07-19",7.65
"258","2010-07-20",7.65
"259","2010-07-21",7.59
"260","2010-07-22",7.5
"261","2010-07-23",7.45
"262","2010-07-26",7.5
"263","2010-07-27",7.5
"264","2010-07-28",7.6
"265","2010-07-29",7.5
"266","2010-07-30",7.6
"267","2010-08-02",7.42
"268","2010-08-03",7.35
"269","2010-08-04",7.3
"270","2010-08-05",7.44
"271","2010-08-06",7.44
"272","2010-08-09",7.44
"273","2010-08-10",7.44
"274","2010-08-11",7.45
"275","2010-08-12",7.3
"276","2010-08-13",7.4
"277","2010-08-16",7.46
"278","2010-08-17",7.3
"279","2010-08-18",7.3
"280","2010-08-19",7.1
"281","2010-08-20",7.25
"282","2010-08-23",7.19
"283","2010-08-24",7
"284","2010-08-25",7
"285","2010-08-26",6.96
"286","2010-08-27",6.81
"287","2010-08-30",6.81
"288","2010-08-31",7.05
"289","2010-09-01",7.1
"290","2010-09-02",6.95
"291","2010-09-03",6.95
"292","2010-09-07",6.8
"293","2010-09-08",6.75
"294","2010-09-09",6.9
"295","2010-09-10",6.75
"296","2010-09-13",6.85
"297","2010-09-14",7
"298","2010-09-15",6.85
"299","2010-09-16",6.85
"300","2010-09-17",6.85
"301","2010-09-20",6.85
"302","2010-09-21",6.95
"303","2010-09-22",6.86
"304","2010-09-23",6.95
"305","2010-09-24",7.25
"306","2010-09-27",7.05
"307","2010-09-28",7
"308","2010-09-29",7.15
"309","2010-09-30",7.15
"310","2010-10-01",7.4
"311","2010-10-04",7.5
"312","2010-10-05",7.5
"313","2010-10-06",7.5
"314","2010-10-07",7.5
"315","2010-10-08",7.5
"316","2010-10-11",7.4
"317","2010-10-12",7.25
"318","2010-10-13",7.6
"319","2010-10-14",7.49
"320","2010-10-15",7.5
"321","2010-10-18",8.05
"322","2010-10-19",8.4
"323","2010-10-20",9
"324","2010-10-21",9.85
"325","2010-10-22",9.86
"326","2010-10-25",9.95
"327","2010-10-26",10
"328","2010-10-27",9.95
"329","2010-10-28",9.85
"330","2010-10-29",9.6
"331","2010-11-01",9.15
"332","2010-11-02",9.5
"333","2010-11-03",9.25
"334","2010-11-04",9.25
"335","2010-11-05",9.35
"336","2010-11-08",9.8
"337","2010-11-09",9.57
"338","2010-11-10",9.57
"339","2010-11-11",10.1
"340","2010-11-12",9.95
"341","2010-11-15",10.15
"342","2010-11-16",11
"343","2010-11-17",11.4
"344","2010-11-18",11
"345","2010-11-19",10.99
"346","2010-11-22",10.99
"347","2010-11-23",10.75
"348","2010-11-24",10.75
"349","2010-11-26",10.75
"350","2010-11-29",10.75
"351","2010-11-30",10.6
"352","2010-12-01",10.7
"353","2010-12-02",10.25
"354","2010-12-03",10.7
"355","2010-12-06",10.75
"356","2010-12-07",10.75
"357","2010-12-08",11.85
"358","2010-12-09",12.75
"359","2010-12-10",12.6
"360","2010-12-13",12.6
"361","2010-12-14",12.65
"362","2010-12-15",13
"363","2010-12-16",13
"364","2010-12-17",13
"365","2010-12-20",12.9
"366","2010-12-21",12.5
"367","2010-12-22",12.7
"368","2010-12-23",12.35
"369","2010-12-27",12.5
"370","2010-12-28",12.5
"371","2010-12-29",12.24
"372","2010-12-30",12.5
"373","2010-12-31",12.5
"374","2011-01-03",12.5
"375","2011-01-04",13.35
"376","2011-01-05",13.32
"377","2011-01-06",13.39
"378","2011-01-07",13.48
"379","2011-01-10",14.4
"380","2011-01-11",15.3
"381","2011-01-12",15.49
"382","2011-01-13",15.45
"383","2011-01-14",15.5
"384","2011-01-18",15.5
"385","2011-01-19",15.29
"386","2011-01-20",15.35
"387","2011-01-21",15.35
"388","2011-01-24",15.46
"389","2011-01-25",15.55
"390","2011-01-26",15.58
"391","2011-01-27",15.41
"392","2011-01-28",15.44
"393","2011-01-31",15.45
"394","2011-02-01",15.75
"395","2011-02-02",15.72
"396","2011-02-03",15.55
"397","2011-02-04",15.75
"398","2011-02-07",15.6
"399","2011-02-08",15.6
"400","2011-02-09",15.62
"401","2011-02-10",15.6
"402","2011-02-11",15.65
"403","2011-02-14",15.65
"404","2011-02-15",15.6
"405","2011-02-16",15.64
"406","2011-02-17",15.6
"407","2011-02-18",15.6
"408","2011-02-22",15.5
"409","2011-02-23",15.22
"410","2011-02-24",15.25
"411","2011-02-25",15.6
"412","2011-02-28",15.6
"413","2011-03-01",15.65
"414","2011-03-02",15.75
"415","2011-03-03",15.7
"416","2011-03-04",15.48
"417","2011-03-07",15.15
"418","2011-03-08",15.25
"419","2011-03-09",15.4
"420","2011-03-10",15
"421","2011-03-11",14.73
"422","2011-03-14",14.4
"423","2011-03-15",14.45
"424","2011-03-16",13.94
"425","2011-03-17",13.1
"426","2011-03-18",13.3
"427","2011-03-21",14
"428","2011-03-22",14.1
"429","2011-03-23",14.15
"430","2011-03-24",14.34
"431","2011-03-25",14.95
"432","2011-03-28",14.7
"433","2011-03-29",14.75
"434","2011-03-30",14.6
"435","2011-03-31",14.59
"436","2011-04-01",14.56
"437","2011-04-04",14.65
"438","2011-04-05",14.51
"439","2011-04-06",14.55
"440","2011-04-07",14.5
"441","2011-04-08",14.55
"442","2011-04-11",14.4
"443","2011-04-12",14.5
"444","2011-04-13",14.55
"445","2011-04-14",14.44
"446","2011-04-15",14.2
"447","2011-04-18",13.85
"448","2011-04-19",13.85
"449","2011-04-20",13.8
"450","2011-04-21",13.75
"451","2011-04-25",13.5
"452","2011-04-26",13.7
"453","2011-04-27",13.76
"454","2011-04-28",13.75
"455","2011-04-29",13.75
"456","2011-05-02",13.7
"457","2011-05-03",13.78
"458","2011-05-04",13.95
"459","2011-05-05",13.69
"460","2011-05-06",13.95
"461","2011-05-09",14.1
"462","2011-05-10",14.25
"463","2011-05-11",14.1
"464","2011-05-12",14
"465","2011-05-13",13.95
"466","2011-05-16",13.65
"467","2011-05-17",14
"468","2011-05-18",13.95
"469","2011-05-19",14
"470","2011-05-20",14.5
"471","2011-05-23",14.25
"472","2011-05-24",14.7
"473","2011-05-25",14.7
"474","2011-05-26",14.7
"475","2011-05-27",14.65
"476","2011-05-31",14.6
"477","2011-06-01",14.52
"478","2011-06-02",14.6
"479","2011-06-03",14.4
"480","2011-06-06",14.4
"481","2011-06-07",14.36
"482","2011-06-08",14.4
"483","2011-06-09",14.4
"484","2011-06-10",14.4
"485","2011-06-13",14.4
"486","2011-06-14",14.4
"487","2011-06-15",14.4
"488","2011-06-16",14.3
"489","2011-06-17",14.3
"490","2011-06-20",14.5
"491","2011-06-21",15.5
"492","2011-06-22",15.65
"493","2011-06-23",15.34
"494","2011-06-24",15.34
"495","2011-06-27",15.19
"496","2011-06-28",15.35
"497","2011-06-29",15.15
"498","2011-06-30",15
"499","2011-07-01",15
"500","2011-07-05",15.17
"501","2011-07-06",15.05
"502","2011-07-07",15.02
"503","2011-07-08",14.89
"504","2011-07-11",15
"505","2011-07-12",14.85
"506","2011-07-13",14.7
"507","2011-07-14",14.9
"508","2011-07-15",14.81
"509","2011-07-18",14.39
"510","2011-07-19",14.24
"511","2011-07-20",14.2
"512","2011-07-21",14.17
"513","2011-07-22",14.3
"514","2011-07-25",14.05
"515","2011-07-26",13.95
"516","2011-07-27",13.85
"517","2011-07-28",13.65
"518","2011-07-29",13.59
"519","2011-08-01",13.78
"520","2011-08-02",13.11
"521","2011-08-03",12.97
"522","2011-08-04",12.59
"523","2011-08-05",12.42
"524","2011-08-08",11.48
"525","2011-08-09",12.02
"526","2011-08-10",11.71
"527","2011-08-11",11.56
"528","2011-08-12",12.06
"529","2011-08-15",13.17
"530","2011-08-16",12.52
"531","2011-08-17",12.22
"532","2011-08-18",11.8
"533","2011-08-19",11.96
"534","2011-08-22",11.95
"535","2011-08-23",11.78
"536","2011-08-24",12.03
"537","2011-08-25",11.5
"538","2011-08-26",11.38
"539","2011-08-29",11.43
"540","2011-08-30",11.7
"541","2011-08-31",12.2
"542","2011-09-01",12.09
"543","2011-09-02",11.95
"544","2011-09-06",12.2
"545","2011-09-07",11.95
"546","2011-09-08",11.9
"547","2011-09-09",12.05
"548","2011-09-12",11.67
"549","2011-09-13",11.99
"550","2011-09-14",12.15
"551","2011-09-15",12.02
"552","2011-09-16",12.09
"553","2011-09-19",12
"554","2011-09-20",11.95
"555","2011-09-21",11.29
"556","2011-09-22",10.55
"557","2011-09-23",10.15
"558","2011-09-26",9.9
"559","2011-09-27",10.08
"560","2011-09-28",9.55
"561","2011-09-29",10
"562","2011-09-30",10.63
"563","2011-10-03",10.1
"564","2011-10-04",10.09
"565","2011-10-05",10.25
"566","2011-10-06",10.35
"567","2011-10-07",10.83
"568","2011-10-10",11.22
"569","2011-10-11",11.14
"570","2011-10-12",10.94
"571","2011-10-13",11.37
"572","2011-10-14",11.26
"573","2011-10-17",10.97
"574","2011-10-18",10.97
"575","2011-10-19",10.94
"576","2011-10-20",11.03
"577","2011-10-21",11.95
"578","2011-10-24",11.97
"579","2011-10-25",11.81
"580","2011-10-26",11.77
"581","2011-10-27",11.9
"582","2011-10-28",11.76
"583","2011-10-31",11.75
"584","2011-11-01",11.67
"585","2011-11-02",11.55
"586","2011-11-03",11.5
"587","2011-11-04",11.53
"588","2011-11-07",11.5
"589","2011-11-08",11.3
"590","2011-11-09",11.18
"591","2011-11-10",11.11
"592","2011-11-11",11.18
"593","2011-11-14",11.08
"594","2011-11-15",11.77
"595","2011-11-16",13.21
"596","2011-11-17",12.64
"597","2011-11-18",13
"598","2011-11-21",12.58
"599","2011-11-22",12.44
"600","2011-11-23",12.29
"601","2011-11-25",12.3
"602","2011-11-28",12.8
"603","2011-11-29",12.8
"604","2011-11-30",12.22
"605","2011-12-01",12.11
"606","2011-12-02",12.35
"607","2011-12-05",12.7
"608","2011-12-06",12.41
"609","2011-12-07",12.29
"610","2011-12-08",12.04
"611","2011-12-09",12.3
"612","2011-12-12",12.04
"613","2011-12-13",11.86
"614","2011-12-14",11.83
"615","2011-12-15",11.8
"616","2011-12-16",12
"617","2011-12-19",11.8
"618","2011-12-20",11.77
"619","2011-12-21",12.05
"620","2011-12-22",12.49
"621","2011-12-23",12.75
"622","2011-12-27",12.87
"623","2011-12-28",12.44
"624","2011-12-29",12.43
"625","2011-12-30",12.66
"626","2012-01-03",12.66
"627","2012-01-04",12.86
"628","2012-01-05",13.01
"629","2012-01-06",12.68
"630","2012-01-09",12.59
"631","2012-01-10",12.79
"632","2012-01-11",12.55
"633","2012-01-12",12.39
"634","2012-01-13",12.39
"635","2012-01-17",12.41
"636","2012-01-18",12.38
"637","2012-01-19",12.44
"638","2012-01-20",12.32
"639","2012-01-23",12.25
"640","2012-01-24",12.3
"641","2012-01-25",12.49
"642","2012-01-26",12.53
"643","2012-01-27",12.78
"644","2012-01-30",12.61
"645","2012-01-31",12.69
"646","2012-02-01",12.75
"647","2012-02-02",12.73
"648","2012-02-03",12.72
"649","2012-02-06",12.81
"650","2012-02-07",12.89
"651","2012-02-08",12.85
"652","2012-02-09",13.3
"653","2012-02-10",13.24
"654","2012-02-13",13.09
"655","2012-02-14",12.9
"656","2012-02-15",12.6
"657","2012-02-16",13.19
"658","2012-02-17",12.94
"659","2012-02-21",12.77
"660","2012-02-22",12.8
"661","2012-02-23",13
"662","2012-02-24",13.25
"663","2012-02-27",13.35
"664","2012-02-28",13.5
"665","2012-02-29",13.75
"666","2012-03-01",14.12
"667","2012-03-02",14.1
"668","2012-03-05",14.2
"669","2012-03-06",13.97
"670","2012-03-07",14.05
"671","2012-03-08",14.15
"672","2012-03-09",14.17
"673","2012-03-12",14.07
"674","2012-03-13",14.34
"675","2012-03-14",14.35
"676","2012-03-15",14.89
"677","2012-03-16",15.05
"678","2012-03-19",14.75
"679","2012-03-20",14.95
"680","2012-03-21",15.24
"681","2012-03-22",15.13
"682","2012-03-23",15.78
"683","2012-03-26",15.97
"684","2012-03-27",15.95
"685","2012-03-28",15.96
"686","2012-03-29",16.129999
"687","2012-03-30",16.08
"688","2012-04-02",16.309999
"689","2012-04-03",16.6
"690","2012-04-04",17.24
"691","2012-04-05",17.01
"692","2012-04-09",16.92
"693","2012-04-10",16.6
"694","2012-04-11",16.67
"695","2012-04-12",16.82
"696","2012-04-13",16.76
"697","2012-04-16",17.07
"698","2012-04-17",17.360001
"699","2012-04-18",17.4
"700","2012-04-19",17.08
"701","2012-04-20",17.26
"702","2012-04-23",16.790001
"703","2012-04-24",16.799999
"704","2012-04-25",16.92
"705","2012-04-26",16.969999
"706","2012-04-27",17.5
"707","2012-04-30",17.4
"708","2012-05-01",17.440001
"709","2012-05-02",17.629999
"710","2012-05-03",17.35
"711","2012-05-04",17.24
"712","2012-05-07",16.93
"713","2012-05-08",16.940001
"714","2012-05-09",16.5
"715","2012-05-10",16.5
"716","2012-05-11",16.32
"717","2012-05-14",16.049999
"718","2012-05-15",15.89
"719","2012-05-16",15.8
"720","2012-05-17",15.54
"721","2012-05-18",15.35
"722","2012-05-21",14.89
"723","2012-05-22",14.3
"724","2012-05-23",14.72
"725","2012-05-24",15.24
"726","2012-05-25",15.26
"727","2012-05-29",15.34
"728","2012-05-30",15.27
"729","2012-05-31",15.83
"730","2012-06-01",15.6
"731","2012-06-04",15.17
"732","2012-06-05",15.44
"733","2012-06-06",15.99
"734","2012-06-07",15.97
"735","2012-06-08",16.559999
"736","2012-06-11",16.74
"737","2012-06-12",17.030001
"738","2012-06-13",17.16
"739","2012-06-14",17.17
"740","2012-06-15",17.200001
"741","2012-06-18",17.290001
"742","2012-06-19",17.41
"743","2012-06-20",17.23
"744","2012-06-21",17.040001
"745","2012-06-22",16.93
"746","2012-06-25",16.549999
"747","2012-06-26",16.4
"748","2012-06-27",16.629999
"749","2012-06-28",15.42
"750","2012-06-29",15.57
"751","2012-07-02",16.76
"752","2012-07-03",17.08
"753","2012-07-05",16.959999
"754","2012-07-06",16.950001
"755","2012-07-09",16.950001
"756","2012-07-10",16.969999
"757","2012-07-11",17.07
"758","2012-07-12",16.91
"759","2012-07-13",17.049999
"760","2012-07-16",16.73
"761","2012-07-17",17.040001
"762","2012-07-18",16.940001
"763","2012-07-19",16.700001
"764","2012-07-20",16.76
"765","2012-07-23",16.459999
"766","2012-07-24",15.93
"767","2012-07-25",15.51
"768","2012-07-26",15.49
"769","2012-07-27",15.68
"770","2012-07-30",15.43
"771","2012-07-31",15.83
"772","2012-08-01",15.77
"773","2012-08-02",15.96
"774","2012-08-03",16.459999
"775","2012-08-06",16.389999
"776","2012-08-07",16.370001
"777","2012-08-08",16.07
"778","2012-08-09",15.39
"779","2012-08-10",15.07
"780","2012-08-13",15.01
"781","2012-08-14",14.9
"782","2012-08-15",15.04
"783","2012-08-16",15.02
"784","2012-08-17",15.19
"785","2012-08-20",15.01
"786","2012-08-21",15.02
"787","2012-08-22",15
"788","2012-08-23",14.83
"789","2012-08-24",14.67
"790","2012-08-27",14.08
"791","2012-08-28",14.58
"792","2012-08-29",14.53
"793","2012-08-30",14.33
"794","2012-08-31",14.34
"795","2012-09-04",14.25
"796","2012-09-05",14.08
"797","2012-09-06",14.64
"798","2012-09-07",14.51
"799","2012-09-10",14.35
"800","2012-09-11",14.38
"801","2012-09-12",14.27
"802","2012-09-13",14.31
"803","2012-09-14",14.28
"804","2012-09-17",14.22
"805","2012-09-18",14.47
"806","2012-09-19",14.7
"807","2012-09-20",14.9
"808","2012-09-21",15.29
"809","2012-09-24",15.28
"810","2012-09-25",15.16
"811","2012-09-26",15.22
"812","2012-09-27",15.35
"813","2012-09-28",15.27
"814","2012-10-01",15.25
"815","2012-10-02",15.29
"816","2012-10-03",15.26
"817","2012-10-04",15.29
"818","2012-10-05",15.07
"819","2012-10-08",14.89
"820","2012-10-09",14.91
"821","2012-10-10",14.96
"822","2012-10-11",15.02
"823","2012-10-12",14.88
"824","2012-10-15",14.94
"825","2012-10-16",14.74
"826","2012-10-17",14.91
"827","2012-10-18",14.7
"828","2012-10-19",14.55
"829","2012-10-22",14.5
"830","2012-10-23",14.6
"831","2012-10-24",14.61
"832","2012-10-25",14.63
"833","2012-10-26",14.53
"834","2012-10-31",14.63
"835","2012-11-01",14.68
"836","2012-11-02",14.34
"837","2012-11-05",14.32
"838","2012-11-06",14.43
"839","2012-11-07",13.97
"840","2012-11-08",14.02
"841","2012-11-09",13.7
"842","2012-11-12",13.38
"843","2012-11-13",13.14
"844","2012-11-14",12.79
"845","2012-11-15",13.5
"846","2012-11-16",13.86
"847","2012-11-19",14.6
"848","2012-11-20",14.13
"849","2012-11-21",14.1
"850","2012-11-23",11.67
"851","2012-11-26",11.78
"852","2012-11-27",11.59
"853","2012-11-28",11.52
"854","2012-11-29",11.42
"855","2012-11-30",11.34
"856","2012-12-03",11.14
"857","2012-12-04",11.2
"858","2012-12-05",11.15
"859","2012-12-06",11.07
"860","2012-12-07",11.08
"861","2012-12-10",11
"862","2012-12-11",10.98
"863","2012-12-12",10.94
"864","2012-12-13",10.84
"865","2012-12-14",10.78
"866","2012-12-17",10.77
"867","2012-12-18",10.8
"868","2012-12-19",10.66
"869","2012-12-20",10.75
"870","2012-12-21",10.64
"871","2012-12-24",10.56
"872","2012-12-26",10.61
"873","2012-12-27",10.52
"874","2012-12-28",10.5
"875","2012-12-31",10.87
"876","2013-01-02",10.94
"877","2013-01-03",10.65
"878","2013-01-04",10.75
"879","2013-01-07",10.1
"880","2013-01-08",10.41
"881","2013-01-09",10.48
"882","2013-01-10",10.5
"883","2013-01-11",10.49
"884","2013-01-14",10.56
"885","2013-01-15",10.34
"886","2013-01-16",10.41
"887","2013-01-17",10.53
"888","2013-01-18",10.73
"889","2013-01-22",10.7
"890","2013-01-23",10.61
"891","2013-01-24",10.5
"892","2013-01-25",10.34
"893","2013-01-28",10.3
"894","2013-01-29",10.5
"895","2013-01-30",10.59
"896","2013-01-31",10.68
"897","2013-02-01",11.27
"898","2013-02-04",11.28
"899","2013-02-05",11.35
"900","2013-02-06",11.55
"901","2013-02-07",11.34
"902","2013-02-08",11.45
"903","2013-02-11",11.5
"904","2013-02-12",11.56
"905","2013-02-13",11.81
"906","2013-02-14",11.9
"907","2013-02-15",11.9
"908","2013-02-19",11.93
"909","2013-02-20",11.64
"910","2013-02-21",11.39
"911","2013-02-22",11.5
"912","2013-02-25",11.27
"913","2013-02-26",11.32
"914","2013-02-27",11.21
"915","2013-02-28",10.99
"916","2013-03-01",11
"917","2013-03-04",11.15
"918","2013-03-05",11.47
"919","2013-03-06",11.68
"920","2013-03-07",11.65
"921","2013-03-08",11.98
"922","2013-03-11",12.24
"923","2013-03-12",11.85
"924","2013-03-13",11.99
"925","2013-03-14",11.52
"926","2013-03-15",11.34
"927","2013-03-18",11.63
"928","2013-03-19",11.73
"929","2013-03-20",11.59
"930","2013-03-21",11.5
"931","2013-03-22",11.3
"932","2013-03-25",11.37
"933","2013-03-26",11.35
"934","2013-03-27",11.15
"935","2013-03-28",11.05
"936","2013-04-01",11.09
"937","2013-04-02",10.82
"938","2013-04-03",10.66
"939","2013-04-04",10.98
"940","2013-04-05",10.75
"941","2013-04-08",10.75
"942","2013-04-09",10.59
"943","2013-04-10",10.7
"944","2013-04-11",10.68
"945","2013-04-12",10.56
"946","2013-04-15",10.23
"947","2013-04-16",10.4
"948","2013-04-17",9.91
"949","2013-04-18",12.35
"950","2013-04-19",12.5
"951","2013-04-22",12.48
"952","2013-04-23",12.48
"953","2013-04-24",12.42
"954","2013-04-25",12.52
"955","2013-04-26",12.35
"956","2013-04-29",12.49
"957","2013-04-30",12.57
"958","2013-05-01",12.36
"959","2013-05-02",12.32
"960","2013-05-03",12.54
"961","2013-05-06",12.53
"962","2013-05-07",12.59
"963","2013-05-08",12.83
"964","2013-05-09",13.53
"965","2013-05-10",13.41
"966","2013-05-13",12.25
"967","2013-05-14",12.01
"968","2013-05-15",12.12
"969","2013-05-16",12.07
"970","2013-05-17",12.08
"971","2013-05-20",12.08
"972","2013-05-21",12.12
"973","2013-05-22",12.08
"974","2013-05-23",12.07
"975","2013-05-24",12.03
"976","2013-05-28",11.95
"977","2013-05-29",11.83
"978","2013-05-30",11.86
"979","2013-05-31",11.85
"980","2013-06-03",11.99
"981","2013-06-04",11.92
"982","2013-06-05",11.89
"983","2013-06-06",11.95
"984","2013-06-07",11.93
"985","2013-06-10",11.96
"986","2013-06-11",11.91
"987","2013-06-12",11.89
"988","2013-06-13",11.92
"989","2013-06-14",11.85
"990","2013-06-17",11.91
"991","2013-06-18",12.07
"992","2013-06-19",12.05
"993","2013-06-20",11.95
"994","2013-06-21",12
"995","2013-06-24",12
"996","2013-06-25",12.07
"997","2013-06-26",12
"998","2013-06-27",12.06
"999","2013-06-28",11.94
"1000","2013-07-01",11.97
"1001","2013-07-02",11.9
"1002","2013-07-03",11.88
"1003","2013-07-05",11.9
