"","date","CRNX"
"135","2019-01-30",24.74
"136","2019-01-31",26.280001
"137","2019-02-01",25.82
"138","2019-02-04",26.629999
"139","2019-02-05",25.65
"140","2019-02-06",25.860001
"141","2019-02-07",25.08
"142","2019-02-08",24.24
"143","2019-02-11",24.040001
"144","2019-02-12",24.860001
"145","2019-02-13",24.549999
"146","2019-02-14",24.48
"147","2019-02-15",24.58
"148","2019-02-19",24.41
"149","2019-02-20",24.43
"150","2019-02-21",22.84
"151","2019-02-22",22.959999
"152","2019-02-25",23.35
"153","2019-02-26",24.030001
"154","2019-02-27",23.299999
"155","2019-02-28",23.9
"156","2019-03-01",23.860001
"157","2019-03-04",23.959999
"158","2019-03-05",24.34
"159","2019-03-06",24.700001
"160","2019-03-07",25.02
"161","2019-03-08",25.190001
"162","2019-03-11",25.67
"163","2019-03-12",23.51
"164","2019-03-13",24.530001
"165","2019-03-14",25.42
"166","2019-03-15",25
"167","2019-03-18",25.41
"168","2019-03-19",25.280001
"169","2019-03-20",25.07
"170","2019-03-21",24.799999
"171","2019-03-22",23.6
"172","2019-03-25",21.9
"173","2019-03-26",22.120001
"174","2019-03-27",22.33
"175","2019-03-28",22.450001
"176","2019-03-29",22.76
"177","2019-04-01",22.6
"178","2019-04-02",23.08
"179","2019-04-03",23.219999
"180","2019-04-04",22.67
"181","2019-04-05",23.84
"182","2019-04-08",23.219999
"183","2019-04-09",22.77
"184","2019-04-10",22.959999
"185","2019-04-11",23.200001
"186","2019-04-12",23.440001
"187","2019-04-15",22.93
"188","2019-04-16",23.6
"189","2019-04-17",23.280001
"190","2019-04-18",23.790001
"191","2019-04-22",24.15
"192","2019-04-23",24.700001
"193","2019-04-24",24.17
"194","2019-04-25",25.1
"195","2019-04-26",26.129999
"196","2019-04-29",26.190001
"197","2019-04-30",25.950001
"198","2019-05-01",25.719999
"199","2019-05-02",26.24
"200","2019-05-03",26.41
"201","2019-05-06",26.469999
"202","2019-05-07",24.969999
"203","2019-05-08",26.15
"204","2019-05-09",25.85
"205","2019-05-10",25.99
"206","2019-05-13",25.07
"207","2019-05-14",25.389999
"208","2019-05-15",25.219999
"209","2019-05-16",25.58
"210","2019-05-17",26.190001
"211","2019-05-20",26.379999
"212","2019-05-21",26.32
"213","2019-05-22",26.5
"214","2019-05-23",25.870001
"215","2019-05-24",25.809999
"216","2019-05-28",26.469999
"217","2019-05-29",26.469999
"218","2019-05-30",26.51
"219","2019-05-31",26.280001
"220","2019-06-03",26.290001
"221","2019-06-04",26.280001
"222","2019-06-05",26.4
"223","2019-06-06",27.709999
"224","2019-06-07",27.42
"225","2019-06-10",26.27
"226","2019-06-11",22.26
"227","2019-06-12",22.66
"228","2019-06-13",21.48
"229","2019-06-14",21.59
"230","2019-06-17",22.77
"231","2019-06-18",23.25
"232","2019-06-19",23.190001
"233","2019-06-20",23.440001
"234","2019-06-21",23.24
"235","2019-06-24",23.74
"236","2019-06-25",24.67
"237","2019-06-26",24.82
"238","2019-06-27",24.719999
"239","2019-06-28",25
"240","2019-07-01",25.01
"241","2019-07-02",24.629999
"242","2019-07-03",24.700001
"243","2019-07-05",24.85
"244","2019-07-08",24.290001
"245","2019-07-09",24.639999
"246","2019-07-10",24.719999
"247","2019-07-11",24.280001
"248","2019-07-12",24.08
"249","2019-07-15",24.15
"250","2019-07-16",24.59
"251","2019-07-17",24.93
"252","2019-07-18",24
"253","2019-07-19",23.76
"254","2019-07-22",23.709999
"255","2019-07-23",23.110001
"256","2019-07-24",24.309999
"257","2019-07-25",22.33
"258","2019-07-26",22.030001
"259","2019-07-29",20.77
"260","2019-07-30",20.860001
"261","2019-07-31",20.280001
"262","2019-08-01",20.08
"263","2019-08-02",18.610001
"264","2019-08-05",17.459999
"265","2019-08-06",18.52
"266","2019-08-07",18.129999
"267","2019-08-08",19.129999
"268","2019-08-09",19
"269","2019-08-12",18.85
"270","2019-08-13",19.4
"271","2019-08-14",18
"272","2019-08-15",18.059999
"273","2019-08-16",18.73
"274","2019-08-19",19
"275","2019-08-20",18.870001
"276","2019-08-21",18.4
"277","2019-08-22",17.74
"278","2019-08-23",16.9
"279","2019-08-26",17.065001
"280","2019-08-27",16.110001
"281","2019-08-28",16.27
"282","2019-08-29",16.129999
"283","2019-08-30",15.86
"284","2019-09-03",15.89
"285","2019-09-04",15.96
"286","2019-09-05",16
"287","2019-09-06",16.540001
"288","2019-09-09",17.08
"289","2019-09-10",16.93
"290","2019-09-11",17.6
"291","2019-09-12",17.33
"292","2019-09-13",17.049999
"293","2019-09-16",17.940001
"294","2019-09-17",17.68
"295","2019-09-18",17.17
"296","2019-09-19",16.719999
"297","2019-09-20",16.27
"298","2019-09-23",15.92
"299","2019-09-24",15.03
"300","2019-09-25",15.98
"301","2019-09-26",14.91
"302","2019-09-27",15.13
"303","2019-09-30",15.04
"304","2019-10-01",15.24
"305","2019-10-02",16
"306","2019-10-03",15.7
"307","2019-10-04",16.59
"308","2019-10-07",16.16
"309","2019-10-08",16.08
"310","2019-10-09",15.9
"311","2019-10-10",16.530001
"312","2019-10-11",16.48
"313","2019-10-14",16.620001
"314","2019-10-15",16.76
"315","2019-10-16",16.76
"316","2019-10-17",16.709999
"317","2019-10-18",16.42
"318","2019-10-21",16.09
"319","2019-10-22",16.370001
"320","2019-10-23",16.940001
"321","2019-10-24",17.24
"322","2019-10-25",17.139999
"323","2019-10-28",17.360001
"324","2019-10-29",17.360001
"325","2019-10-30",18.01
"326","2019-10-31",17.610001
"327","2019-11-01",18.59
"328","2019-11-04",18.690001
"329","2019-11-05",18.780001
"330","2019-11-06",19
"331","2019-11-07",19.139999
"332","2019-11-08",19.23
"333","2019-11-11",19.26
"334","2019-11-12",18.91
"335","2019-11-13",19.18
"336","2019-11-14",18.370001
"337","2019-11-15",18.559999
"338","2019-11-18",18.15
"339","2019-11-19",18.549999
"340","2019-11-20",19.43
"341","2019-11-21",19.33
"342","2019-11-22",18.65
"343","2019-11-25",19.030001
"344","2019-11-26",18.799999
"345","2019-11-27",19.57
"346","2019-11-29",19.559999
"347","2019-12-02",19.35
"348","2019-12-03",19.059999
"349","2019-12-04",19.4
"350","2019-12-05",20.040001
"351","2019-12-06",20.370001
"352","2019-12-09",20.34
"353","2019-12-10",21.389999
"354","2019-12-11",21.860001
"355","2019-12-12",21.82
"356","2019-12-13",21.82
"357","2019-12-16",22.549999
"358","2019-12-17",21.65
"359","2019-12-18",21.83
"360","2019-12-19",21.459999
"361","2019-12-20",21.91
"362","2019-12-23",22.690001
"363","2019-12-24",23.389999
"364","2019-12-26",23.83
"365","2019-12-27",24
"366","2019-12-30",23.709999
"367","2019-12-31",25.09
"368","2020-01-02",25.4
"369","2020-01-03",25.549999
"370","2020-01-06",25.440001
"371","2020-01-07",24.41
"372","2020-01-08",25.780001
"373","2020-01-09",26.459999
"374","2020-01-10",25.84
"375","2020-01-13",24.93
"376","2020-01-14",25.25
"377","2020-01-15",25.379999
"378","2020-01-16",24.91
"379","2020-01-17",23.790001
"380","2020-01-21",23.82
"381","2020-01-22",22.68
"382","2020-01-23",22.809999
"383","2020-01-24",22.57
"384","2020-01-27",22.469999
"385","2020-01-28",22.4
"386","2020-01-29",22.139999
"387","2020-01-30",22.120001
"388","2020-01-31",21.48
"389","2020-02-03",21.860001
"390","2020-02-04",22.26
"391","2020-02-05",22.84
"392","2020-02-06",22.209999
"393","2020-02-07",21.65
"394","2020-02-10",21.440001
"395","2020-02-11",22.26
"396","2020-02-12",22.41
"397","2020-02-13",22.59
"398","2020-02-14",22.4
"399","2020-02-18",22.309999
"400","2020-02-19",22.6
"401","2020-02-20",24.18
"402","2020-02-21",23.58
"403","2020-02-24",22.610001
"404","2020-02-25",21.639999
"405","2020-02-26",21.780001
"406","2020-02-27",21.08
"407","2020-02-28",20.58
"408","2020-03-02",20.629999
"409","2020-03-03",19.559999
"410","2020-03-04",20.51
"411","2020-03-05",19.66
"412","2020-03-06",19.59
"413","2020-03-09",18.959999
"414","2020-03-10",17.049999
"415","2020-03-11",15.5
"416","2020-03-12",13.19
"417","2020-03-13",13.09
"418","2020-03-16",11.52
"419","2020-03-17",13.28
"420","2020-03-18",11.57
"421","2020-03-19",13.84
"422","2020-03-20",13.2
"423","2020-03-23",13.51
"424","2020-03-24",14.66
"425","2020-03-25",13.53
"426","2020-03-26",15.66
"427","2020-03-27",14.5
"428","2020-03-30",15.1
"429","2020-03-31",14.7
"430","2020-04-01",13.48
"431","2020-04-02",14
"432","2020-04-03",13.19
"433","2020-04-06",14.64
"434","2020-04-07",13.04
"435","2020-04-08",13.1
"436","2020-04-09",13.8
"437","2020-04-13",14.07
"438","2020-04-14",14.82
"439","2020-04-15",15.48
"440","2020-04-16",15.48
"441","2020-04-17",15.35
"442","2020-04-20",15.97
"443","2020-04-21",16.85
"444","2020-04-22",18.52
"445","2020-04-23",17.6
"446","2020-04-24",17.73
"447","2020-04-27",17.780001
"448","2020-04-28",17.290001
"449","2020-04-29",17.1
"450","2020-04-30",16.68
"451","2020-05-01",16.32
"452","2020-05-04",17.02
"453","2020-05-05",18.49
"454","2020-05-06",19.16
"455","2020-05-07",16.969999
"456","2020-05-08",17.82
"457","2020-05-11",19.4
"458","2020-05-12",18.74
"459","2020-05-13",19.49
"460","2020-05-14",19.02
"461","2020-05-15",19.700001
"462","2020-05-18",20.120001
"463","2020-05-19",18.49
"464","2020-05-20",18.879999
"465","2020-05-21",18.73
"466","2020-05-22",18.360001
"467","2020-05-26",17.620001
"468","2020-05-27",17.440001
"469","2020-05-28",16.370001
"470","2020-05-29",16.34
"471","2020-06-01",15.79
"472","2020-06-02",15.8
"473","2020-06-03",15.92
"474","2020-06-04",15.47
"475","2020-06-05",15.99
"476","2020-06-08",15.98
"477","2020-06-09",16.280001
"478","2020-06-10",16.76
"479","2020-06-11",15.27
"480","2020-06-12",15.91
"481","2020-06-15",17.059999
"482","2020-06-16",16.870001
"483","2020-06-17",18.58
"484","2020-06-18",19.969999
"485","2020-06-19",23.23
"486","2020-06-22",19.26
"487","2020-06-23",19.209999
"488","2020-06-24",18.209999
"489","2020-06-25",19.18
"490","2020-06-26",17.4
"491","2020-06-29",17.879999
"492","2020-06-30",17.52
"493","2020-07-01",17.66
"494","2020-07-02",16.940001
"495","2020-07-06",17.280001
"496","2020-07-07",17.219999
"497","2020-07-08",16.4
"498","2020-07-09",15.58
"499","2020-07-10",15.29
"500","2020-07-13",14.59
"501","2020-07-14",15.21
"502","2020-07-15",15.43
"503","2020-07-16",14.66
"504","2020-07-17",14.5
"505","2020-07-20",15.03
"506","2020-07-21",15.01
"507","2020-07-22",14.72
"508","2020-07-23",14.39
"509","2020-07-24",14.02
"510","2020-07-27",14.42
"511","2020-07-28",14.6
"512","2020-07-29",14.75
"513","2020-07-30",14.64
"514","2020-07-31",13.88
"515","2020-08-03",14.08
"516","2020-08-04",14.21
"517","2020-08-05",14.66
"518","2020-08-06",14.83
"519","2020-08-07",16.139999
"520","2020-08-10",17.02
"521","2020-08-11",15.69
"522","2020-08-12",15.34
"523","2020-08-13",15.29
"524","2020-08-14",15.27
"525","2020-08-17",15.9
"526","2020-08-18",15.73
"527","2020-08-19",15.44
"528","2020-08-20",15.28
"529","2020-08-21",14.56
"530","2020-08-24",15.22
"531","2020-08-25",15.53
"532","2020-08-26",15.07
"533","2020-08-27",15.23
"534","2020-08-28",15.88
"535","2020-08-31",16.030001
"536","2020-09-01",16.08
"537","2020-09-02",15.77
"538","2020-09-03",14.5
"539","2020-09-04",14.05
"540","2020-09-08",14.88
"541","2020-09-09",16.33
"542","2020-09-10",15.33
"543","2020-09-11",14.96
"544","2020-09-14",16.07
"545","2020-09-15",16.02
"546","2020-09-16",16.190001
"547","2020-09-17",16.1
"548","2020-09-18",15.77
"549","2020-09-21",15.3
"550","2020-09-22",14.49
"551","2020-09-23",13.62
"552","2020-09-24",14.04
"553","2020-09-25",14.73
"554","2020-09-28",14.72
"555","2020-09-29",15.09
"556","2020-09-30",15.67
"557","2020-10-01",15.06
"558","2020-10-02",14.24
"559","2020-10-05",16.41
"560","2020-10-06",16.15
"561","2020-10-07",17.459999
"562","2020-10-08",16.969999
"563","2020-10-09",16.059999
"564","2020-10-12",16.17
"565","2020-10-13",16.77
"566","2020-10-14",16.17
"567","2020-10-15",15.35
"568","2020-10-16",17.049999
"569","2020-10-19",15.9
"570","2020-10-20",15
"571","2020-10-21",14.15
"572","2020-10-22",14.6
"573","2020-10-23",13.94
"574","2020-10-26",12.48
"575","2020-10-27",13.17
"576","2020-10-28",12.34
"577","2020-10-29",12.48
"578","2020-10-30",12.08
"579","2020-11-02",12.35
"580","2020-11-03",13.06
"581","2020-11-04",13.3
"582","2020-11-05",13.47
"583","2020-11-06",12.66
"584","2020-11-09",12.42
"585","2020-11-10",13.23
"586","2020-11-11",13.31
"587","2020-11-12",12.86
"588","2020-11-13",12.88
"589","2020-11-16",13.59
"590","2020-11-17",13.39
"591","2020-11-18",13.02
"592","2020-11-19",13.4
"593","2020-11-20",13.66
"594","2020-11-23",12.97
"595","2020-11-24",13.59
"596","2020-11-25",13.07
"597","2020-11-27",14.36
