"","date","AMOT"
"212","2007-11-02",4.92
"213","2007-11-05",4.73
"214","2007-11-06",4.69
"215","2007-11-07",4.62
"216","2007-11-08",4.52
"217","2007-11-09",4.48
"218","2007-11-12",4.37
"219","2007-11-13",4.5
"220","2007-11-14",4.5
"221","2007-11-15",4.51
"222","2007-11-16",4.5
"223","2007-11-19",4.46
"224","2007-11-20",4.4
"225","2007-11-21",4.4
"226","2007-11-23",4.4
"227","2007-11-26",4.33
"228","2007-11-27",4.3
"229","2007-11-28",4.3
"230","2007-11-29",4.45
"231","2007-11-30",4.59
"232","2007-12-03",4.61
"233","2007-12-04",4.47
"234","2007-12-05",4.49
"235","2007-12-06",4.63
"236","2007-12-07",4.67
"237","2007-12-10",4.66
"238","2007-12-11",4.49
"239","2007-12-12",4.43
"240","2007-12-13",4.45
"241","2007-12-14",4.56
"242","2007-12-17",4.48
"243","2007-12-18",4.45
"244","2007-12-19",4.45
"245","2007-12-20",4.64
"246","2007-12-21",4.69
"247","2007-12-24",4.69
"248","2007-12-26",4.72
"249","2007-12-27",4.63
"250","2007-12-28",4.63
"251","2007-12-31",4.65
"252","2008-01-02",4.65
"253","2008-01-03",4.85
"254","2008-01-04",4.97
"255","2008-01-07",5.04
"256","2008-01-08",4.9
"257","2008-01-09",4.93
"258","2008-01-10",5.1
"259","2008-01-11",5.16
"260","2008-01-14",5.05
"261","2008-01-15",5.05
"262","2008-01-16",5.04
"263","2008-01-17",4.79
"264","2008-01-18",5.14
"265","2008-01-22",4.83
"266","2008-01-23",4.7
"267","2008-01-24",4.92
"268","2008-01-25",4.96
"269","2008-01-28",4.85
"270","2008-01-29",5
"271","2008-01-30",5.03
"272","2008-01-31",5
"273","2008-02-01",5
"274","2008-02-04",4.99
"275","2008-02-05",4.81
"276","2008-02-06",4.8
"277","2008-02-07",4.5
"278","2008-02-08",4.41
"279","2008-02-11",4.59
"280","2008-02-12",4.22
"281","2008-02-13",4.67
"282","2008-02-14",4.58
"283","2008-02-15",4.88
"284","2008-02-19",4.75
"285","2008-02-20",4.98
"286","2008-02-21",4.85
"287","2008-02-22",4.85
"288","2008-02-25",4.82
"289","2008-02-26",4.95
"290","2008-02-27",4.89
"291","2008-02-28",5
"292","2008-02-29",4.97
"293","2008-03-03",4.75
"294","2008-03-04",4.57
"295","2008-03-05",4.57
"296","2008-03-06",4.48
"297","2008-03-07",4.64
"298","2008-03-10",4.65
"299","2008-03-11",4.63
"300","2008-03-12",4.5
"301","2008-03-13",4.5
"302","2008-03-14",4.5
"303","2008-03-17",4.4
"304","2008-03-18",4.4
"305","2008-03-19",4.68
"306","2008-03-20",4.6
"307","2008-03-24",4.46
"308","2008-03-25",4.82
"309","2008-03-26",4.63
"310","2008-03-27",4.79
"311","2008-03-28",4.66
"312","2008-03-31",4.74
"313","2008-04-01",4.96
"314","2008-04-02",4.8
"315","2008-04-03",4.36
"316","2008-04-04",4.42
"317","2008-04-07",4.5
"318","2008-04-08",4.4
"319","2008-04-09",4.44
"320","2008-04-10",4.5
"321","2008-04-11",4.4
"322","2008-04-14",4.4
"323","2008-04-15",4.4
"324","2008-04-16",4.41
"325","2008-04-17",4.62
"326","2008-04-18",4.55
"327","2008-04-21",4.43
"328","2008-04-22",4.43
"329","2008-04-23",4.4
"330","2008-04-24",4.48
"331","2008-04-25",4.56
"332","2008-04-28",4.41
"333","2008-04-29",4.56
"334","2008-04-30",4.68
"335","2008-05-01",5
"336","2008-05-02",5.02
"337","2008-05-05",5.14
"338","2008-05-06",5.22
"339","2008-05-07",5.49
"340","2008-05-08",5.51
"341","2008-05-09",5.65
"342","2008-05-12",5.4
"343","2008-05-13",5.3
"344","2008-05-14",5.26
"345","2008-05-15",5.32
"346","2008-05-16",5.32
"347","2008-05-19",5.25
"348","2008-05-20",5.16
"349","2008-05-21",5.17
"350","2008-05-22",5.31
"351","2008-05-23",5.27
"352","2008-05-27",5.16
"353","2008-05-28",5.16
"354","2008-05-29",4.89
"355","2008-05-30",5.43
"356","2008-06-02",5.13
"357","2008-06-03",5.13
"358","2008-06-04",5.14
"359","2008-06-05",5.14
"360","2008-06-06",5.36
"361","2008-06-09",5.21
"362","2008-06-10",5.42
"363","2008-06-11",5.54
"364","2008-06-12",5.56
"365","2008-06-13",5.59
"366","2008-06-16",5.5
"367","2008-06-17",5.55
"368","2008-06-18",5.55
"369","2008-06-19",5.55
"370","2008-06-20",5.6
"371","2008-06-23",5.59
"372","2008-06-24",5.5
"373","2008-06-25",5.7
"374","2008-06-26",5.5
"375","2008-06-27",5.5
"376","2008-06-30",5.79
"377","2008-07-01",5.51
"378","2008-07-02",5.55
"379","2008-07-03",5.78
"380","2008-07-07",5.55
"381","2008-07-08",5.76
"382","2008-07-09",5.8
"383","2008-07-10",5.8
"384","2008-07-11",5.8
"385","2008-07-14",5.8
"386","2008-07-15",5.56
"387","2008-07-16",5.55
"388","2008-07-17",5.6
"389","2008-07-18",5.6
"390","2008-07-21",5.72
"391","2008-07-22",5.72
"392","2008-07-23",5.56
"393","2008-07-24",5.25
"394","2008-07-25",5.65
"395","2008-07-28",5.45
"396","2008-07-29",5.1
"397","2008-07-30",5.45
"398","2008-07-31",5.11
"399","2008-08-01",5.17
"400","2008-08-04",5.62
"401","2008-08-05",5.75
"402","2008-08-06",5.63
"403","2008-08-07",5.75
"404","2008-08-08",5.69
"405","2008-08-11",5.5
"406","2008-08-12",5.39
"407","2008-08-13",5.4
"408","2008-08-14",5.26
"409","2008-08-15",5.22
"410","2008-08-18",5.21
"411","2008-08-19",5.01
"412","2008-08-20",5.15
"413","2008-08-21",5.3
"414","2008-08-22",5.56
"415","2008-08-25",5.44
"416","2008-08-26",5.1
"417","2008-08-27",5.12
"418","2008-08-28",5.12
"419","2008-08-29",5.2
"420","2008-09-02",5.35
"421","2008-09-03",5.39
"422","2008-09-04",5.39
"423","2008-09-05",5.6
"424","2008-09-08",5.41
"425","2008-09-09",5.68
"426","2008-09-10",5.52
"427","2008-09-11",5.42
"428","2008-09-12",5.3
"429","2008-09-15",5.2
"430","2008-09-16",5
"431","2008-09-17",5.05
"432","2008-09-18",5.05
"433","2008-09-19",5.27
"434","2008-09-22",5.12
"435","2008-09-23",5.12
"436","2008-09-24",5.4
"437","2008-09-25",5.25
"438","2008-09-26",5.31
"439","2008-09-29",5.05
"440","2008-09-30",5.2
"441","2008-10-01",5.15
"442","2008-10-02",5.1
"443","2008-10-03",5.06
"444","2008-10-06",4.8
"445","2008-10-07",4.52
"446","2008-10-08",4.25
"447","2008-10-09",3.85
"448","2008-10-10",4.21
"449","2008-10-13",3.8
"450","2008-10-14",3.51
"451","2008-10-15",2.87
"452","2008-10-16",2.91
"453","2008-10-17",3
"454","2008-10-20",3.18
"455","2008-10-21",3
"456","2008-10-22",2.65
"457","2008-10-23",2.8
"458","2008-10-24",2.86
"459","2008-10-27",2.65
"460","2008-10-28",2.85
"461","2008-10-29",2.67
"462","2008-10-30",2.59
"463","2008-10-31",2.94
"464","2008-11-03",2.6
"465","2008-11-04",2.75
"466","2008-11-05",2.58
"467","2008-11-06",2.6
"468","2008-11-07",2.8
"469","2008-11-10",2.64
"470","2008-11-11",2.49
"471","2008-11-12",2.25
"472","2008-11-13",2.19
"473","2008-11-14",2.06
"474","2008-11-17",2.02
"475","2008-11-18",2.18
"476","2008-11-19",1.9
"477","2008-11-20",1.75
"478","2008-11-21",1.85
"479","2008-11-24",1.8
"480","2008-11-25",2
"481","2008-11-26",1.95
"482","2008-11-28",2
"483","2008-12-01",1.9
"484","2008-12-02",1.8
"485","2008-12-03",1.62
"486","2008-12-04",1.52
"487","2008-12-05",1.48
"488","2008-12-08",1.5
"489","2008-12-09",1.5
"490","2008-12-10",1.48
"491","2008-12-11",1.6
"492","2008-12-12",1.6
"493","2008-12-15",1.55
"494","2008-12-16",1.52
"495","2008-12-17",1.99
"496","2008-12-18",1.79
"497","2008-12-19",1.6
"498","2008-12-22",1.78
"499","2008-12-23",1.74
"500","2008-12-24",1.65
"501","2008-12-26",1.74
"502","2008-12-29",1.7
"503","2008-12-30",2.1
"504","2008-12-31",2
"505","2009-01-02",1.94
"506","2009-01-05",2.15
"507","2009-01-06",2.29
"508","2009-01-07",2.38
"509","2009-01-08",2.98
"510","2009-01-09",4.3
"511","2009-01-12",2.9
"512","2009-01-13",2.35
"513","2009-01-14",2.28
"514","2009-01-15",2.17
"515","2009-01-16",2.07
"516","2009-01-20",1.89
"517","2009-01-21",1.89
"518","2009-01-22",1.93
"519","2009-01-23",1.85
"520","2009-01-26",1.77
"521","2009-01-27",1.84
"522","2009-01-28",1.91
"523","2009-01-29",1.86
"524","2009-01-30",2.01
"525","2009-02-02",1.9
"526","2009-02-03",2.03
"527","2009-02-04",1.96
"528","2009-02-05",1.95
"529","2009-02-06",1.95
"530","2009-02-09",1.95
"531","2009-02-10",1.9
"532","2009-02-11",1.95
"533","2009-02-12",1.81
"534","2009-02-13",1.81
"535","2009-02-17",1.78
"536","2009-02-18",1.77
"537","2009-02-19",1.77
"538","2009-02-20",1.75
"539","2009-02-23",1.75
"540","2009-02-24",1.76
"541","2009-02-25",1.75
"542","2009-02-26",1.75
"543","2009-02-27",1.77
"544","2009-03-02",1.71
"545","2009-03-03",1.35
"546","2009-03-04",1.33
"547","2009-03-05",1.35
"548","2009-03-06",1.29
"549","2009-03-09",1.17
"550","2009-03-10",1.26
"551","2009-03-11",1.47
"552","2009-03-12",1.49
"553","2009-03-13",1.36
"554","2009-03-16",1.3
"555","2009-03-17",1.27
"556","2009-03-18",1.3
"557","2009-03-19",1.43
"558","2009-03-20",1.34
"559","2009-03-23",1.41
"560","2009-03-24",1.32
"561","2009-03-25",1.41
"562","2009-03-26",1.4
"563","2009-03-27",1.44
"564","2009-03-30",1.46
"565","2009-03-31",1.58
"566","2009-04-01",1.66
"567","2009-04-02",1.54
"568","2009-04-03",1.6
"569","2009-04-06",1.61
"570","2009-04-07",1.54
"571","2009-04-08",1.55
"572","2009-04-09",1.6
"573","2009-04-13",1.7
"574","2009-04-14",1.59
"575","2009-04-15",1.59
"576","2009-04-16",1.65
"577","2009-04-17",1.73
"578","2009-04-20",1.68
"579","2009-04-21",1.66
"580","2009-04-22",1.85
"581","2009-04-23",1.9
"582","2009-04-24",2.17
"583","2009-04-27",2.39
"584","2009-04-28",2.36
"585","2009-04-29",2.24
"586","2009-04-30",2.35
"587","2009-05-01",2.5
"588","2009-05-04",2.5
"589","2009-05-05",2.5
"590","2009-05-06",2.51
"591","2009-05-07",2.52
"592","2009-05-08",2.58
"593","2009-05-11",2.53
"594","2009-05-12",2.48
"595","2009-05-13",2.1
"596","2009-05-14",2.28
"597","2009-05-15",2.14
"598","2009-05-18",2
"599","2009-05-19",1.98
"600","2009-05-20",1.93
"601","2009-05-21",1.96
"602","2009-05-22",1.82
"603","2009-05-26",1.78
"604","2009-05-27",1.88
"605","2009-05-28",1.88
"606","2009-05-29",1.82
"607","2009-06-01",1.86
"608","2009-06-02",1.95
"609","2009-06-03",1.83
"610","2009-06-04",1.9
"611","2009-06-05",1.94
"612","2009-06-08",1.94
"613","2009-06-09",1.98
"614","2009-06-10",2.18
"615","2009-06-11",2.14
"616","2009-06-12",2.09
"617","2009-06-15",2.2
"618","2009-06-16",2.2
"619","2009-06-17",2.19
"620","2009-06-18",2.09
"621","2009-06-19",2.08
"622","2009-06-22",2.1
"623","2009-06-23",1.98
"624","2009-06-24",2
"625","2009-06-25",2.23
"626","2009-06-26",2.05
"627","2009-06-29",1.96
"628","2009-06-30",1.99
"629","2009-07-01",1.96
"630","2009-07-02",1.95
"631","2009-07-06",2.09
"632","2009-07-07",2
"633","2009-07-08",2
"634","2009-07-09",2.05
"635","2009-07-10",2.04
"636","2009-07-13",2.04
"637","2009-07-14",1.95
"638","2009-07-15",1.95
"639","2009-07-16",1.87
"640","2009-07-17",1.78
"641","2009-07-20",2
"642","2009-07-21",2
"643","2009-07-22",1.92
"644","2009-07-23",2
"645","2009-07-24",2
"646","2009-07-27",2.05
"647","2009-07-28",1.93
"648","2009-07-29",1.81
"649","2009-07-30",1.96
"650","2009-07-31",2.07
"651","2009-08-03",2.07
"652","2009-08-04",1.8
"653","2009-08-05",2.06
"654","2009-08-06",2.02
"655","2009-08-07",1.9
"656","2009-08-10",2.05
"657","2009-08-11",1.95
"658","2009-08-12",2.04
"659","2009-08-13",2.04
"660","2009-08-14",1.92
"661","2009-08-17",1.92
"662","2009-08-18",1.91
"663","2009-08-19",1.93
"664","2009-08-20",1.91
"665","2009-08-21",1.98
"666","2009-08-24",1.9
"667","2009-08-25",1.9
"668","2009-08-26",2.01
"669","2009-08-27",2.02
"670","2009-08-28",1.91
"671","2009-08-31",2.01
"672","2009-09-01",1.93
"673","2009-09-02",2
"674","2009-09-03",1.9
"675","2009-09-04",1.9
"676","2009-09-08",1.95
"677","2009-09-09",2.03
"678","2009-09-10",2.03
"679","2009-09-11",2.09
"680","2009-09-14",2.28
"681","2009-09-15",2.29
"682","2009-09-16",2.42
"683","2009-09-17",2.5
"684","2009-09-18",2.25
"685","2009-09-21",2.35
"686","2009-09-22",2.45
"687","2009-09-23",2.5
"688","2009-09-24",2.21
"689","2009-09-25",2.33
"690","2009-09-28",2.45
"691","2009-09-29",2.45
"692","2009-09-30",2.48
"693","2009-10-01",2.39
"694","2009-10-02",2.45
"695","2009-10-05",2.4
"696","2009-10-06",2.48
"697","2009-10-07",2.4
"698","2009-10-08",2.49
"699","2009-10-09",2.5
"700","2009-10-12",2.55
"701","2009-10-13",2.5
"702","2009-10-14",2.5
"703","2009-10-15",2.43
"704","2009-10-16",2.36
"705","2009-10-19",2.42
"706","2009-10-20",2.44
"707","2009-10-21",2.39
"708","2009-10-22",2.3
"709","2009-10-23",2.33
"710","2009-10-26",2.35
"711","2009-10-27",2.26
"712","2009-10-28",2.25
"713","2009-10-29",2.3
"714","2009-10-30",2.25
"715","2009-11-02",2.25
"716","2009-11-03",2.18
"717","2009-11-04",2.3
"718","2009-11-05",2.5
"719","2009-11-06",2.39
"720","2009-11-09",2.35
"721","2009-11-10",2.37
"722","2009-11-11",2.3
"723","2009-11-12",2.35
"724","2009-11-13",2.39
"725","2009-11-16",2.35
"726","2009-11-17",2.4
"727","2009-11-18",2.49
"728","2009-11-19",2.48
"729","2009-11-20",2.34
"730","2009-11-23",2.38
"731","2009-11-24",2.35
"732","2009-11-25",2.26
"733","2009-11-27",2.26
"734","2009-11-30",2.25
"735","2009-12-01",2.24
"736","2009-12-02",2.33
"737","2009-12-03",2.31
"738","2009-12-04",2.29
"739","2009-12-07",2.35
"740","2009-12-08",2.26
"741","2009-12-09",2.26
"742","2009-12-10",2.54
"743","2009-12-11",2.52
"744","2009-12-14",2.68
"745","2009-12-15",2.5
"746","2009-12-16",2.47
"747","2009-12-17",2.54
"748","2009-12-18",2.84
"749","2009-12-21",2.84
"750","2009-12-22",2.77
"751","2009-12-23",2.65
"752","2009-12-24",2.65
"753","2009-12-28",2.43
"754","2009-12-29",2.45
"755","2009-12-30",2.49
"756","2009-12-31",2.5
"757","2010-01-04",2.52
"758","2010-01-05",2.6
"759","2010-01-06",2.76
"760","2010-01-07",2.75
"761","2010-01-08",2.74
"762","2010-01-11",2.7
"763","2010-01-12",2.75
"764","2010-01-13",2.72
"765","2010-01-14",2.73
"766","2010-01-15",2.73
"767","2010-01-19",2.61
"768","2010-01-20",2.63
"769","2010-01-21",2.61
"770","2010-01-22",2.67
"771","2010-01-25",2.65
"772","2010-01-26",2.65
"773","2010-01-27",2.66
"774","2010-01-28",2.73
"775","2010-01-29",2.7
"776","2010-02-01",2.65
"777","2010-02-02",2.6
"778","2010-02-03",2.85
"779","2010-02-04",2.81
"780","2010-02-05",2.78
"781","2010-02-08",2.78
"782","2010-02-09",2.77
"783","2010-02-10",2.64
"784","2010-02-11",2.64
"785","2010-02-12",2.64
"786","2010-02-16",2.65
"787","2010-02-17",2.85
"788","2010-02-18",2.85
"789","2010-02-19",2.85
"790","2010-02-22",2.76
"791","2010-02-23",2.8
"792","2010-02-24",2.92
"793","2010-02-25",3.13
"794","2010-02-26",3.44
"795","2010-03-01",3.24
"796","2010-03-02",3.5
"797","2010-03-03",3.5
"798","2010-03-04",3.26
"799","2010-03-05",3.26
"800","2010-03-08",3.2
"801","2010-03-09",3.46
"802","2010-03-10",3.47
"803","2010-03-11",3.3
"804","2010-03-12",3.41
"805","2010-03-15",3.43
"806","2010-03-16",3.54
"807","2010-03-17",3.33
"808","2010-03-18",3.4
"809","2010-03-19",3.41
"810","2010-03-22",3.31
"811","2010-03-23",3.63
"812","2010-03-24",3.35
"813","2010-03-25",3.5
"814","2010-03-26",3.43
"815","2010-03-29",3.37
"816","2010-03-30",3.35
"817","2010-03-31",3.6
"818","2010-04-01",4.19
"819","2010-04-05",3.6
"820","2010-04-06",4.03
"821","2010-04-07",4.02
"822","2010-04-08",4.02
"823","2010-04-09",4.14
"824","2010-04-12",4.07
"825","2010-04-13",4.09
"826","2010-04-14",4.1
"827","2010-04-15",4.15
"828","2010-04-16",4.1
"829","2010-04-19",3.98
"830","2010-04-20",4.12
"831","2010-04-21",4.21
"832","2010-04-22",4.98
"833","2010-04-23",4.44
"834","2010-04-26",4.68
"835","2010-04-27",4.2
"836","2010-04-28",4.49
"837","2010-04-29",4.46
"838","2010-04-30",4.03
"839","2010-05-03",4.2
"840","2010-05-04",3.81
"841","2010-05-05",4.27
"842","2010-05-06",4.1
"843","2010-05-07",4.2
"844","2010-05-10",4.12
"845","2010-05-11",4.13
"846","2010-05-12",4.05
"847","2010-05-13",4.05
"848","2010-05-14",4.55
"849","2010-05-17",4.6
"850","2010-05-18",4.44
"851","2010-05-19",4.5
"852","2010-05-20",4.51
"853","2010-05-21",4.23
"854","2010-05-24",4.31
"855","2010-05-25",4.3
"856","2010-05-26",4.22
"857","2010-05-27",4.8
"858","2010-05-28",4.71
"859","2010-06-01",4.76
"860","2010-06-02",4.72
"861","2010-06-03",4.41
"862","2010-06-04",4.79
"863","2010-06-07",4.61
"864","2010-06-08",4.4
"865","2010-06-09",4.27
"866","2010-06-10",4.09
"867","2010-06-11",4.33
"868","2010-06-14",4.3
"869","2010-06-15",4.37
"870","2010-06-16",4.36
"871","2010-06-17",4.4
"872","2010-06-18",4.19
"873","2010-06-21",4.23
"874","2010-06-22",4.36
"875","2010-06-23",4.32
"876","2010-06-24",4.5
"877","2010-06-25",4.66
"878","2010-06-28",4.64
"879","2010-06-29",4.24
"880","2010-06-30",4.5
"881","2010-07-01",4.21
"882","2010-07-02",4.14
"883","2010-07-06",3.92
"884","2010-07-07",4
"885","2010-07-08",4
"886","2010-07-09",4.14
"887","2010-07-12",4.01
"888","2010-07-13",4.03
"889","2010-07-14",4.11
"890","2010-07-15",4.07
"891","2010-07-16",4.14
"892","2010-07-19",4.15
"893","2010-07-20",4.15
"894","2010-07-21",4.15
"895","2010-07-22",4.15
"896","2010-07-23",4.5
"897","2010-07-26",4.38
"898","2010-07-27",4.3
"899","2010-07-28",4.3
"900","2010-07-29",4.3
"901","2010-07-30",4.31
"902","2010-08-02",4.16
"903","2010-08-03",3.98
"904","2010-08-04",4.31
"905","2010-08-05",4.28
"906","2010-08-06",4.3
"907","2010-08-09",4.25
"908","2010-08-10",4.29
"909","2010-08-11",4.25
"910","2010-08-12",4.5
"911","2010-08-13",4.5
"912","2010-08-16",4.14
"913","2010-08-17",4.25
"914","2010-08-18",4.21
"915","2010-08-19",4.21
"916","2010-08-20",4.33
"917","2010-08-23",4.25
"918","2010-08-24",4.22
"919","2010-08-25",4.26
"920","2010-08-26",4.21
"921","2010-08-27",4.14
"922","2010-08-30",4.14
"923","2010-08-31",4.14
"924","2010-09-01",4.14
"925","2010-09-02",4.12
"926","2010-09-03",4.35
"927","2010-09-07",4.2
"928","2010-09-08",4.14
"929","2010-09-09",4.36
"930","2010-09-10",4.14
"931","2010-09-13",4.28
"932","2010-09-14",4.27
"933","2010-09-15",4.09
"934","2010-09-16",4.15
"935","2010-09-17",4.42
"936","2010-09-20",4.2
"937","2010-09-21",4.35
"938","2010-09-22",4.39
"939","2010-09-23",4.38
"940","2010-09-24",4.25
"941","2010-09-27",4.26
"942","2010-09-28",4.42
"943","2010-09-29",4.45
"944","2010-09-30",4.22
"945","2010-10-01",4.25
"946","2010-10-04",4.11
"947","2010-10-05",4.21
"948","2010-10-06",4.5
"949","2010-10-07",4.41
"950","2010-10-08",4.54
"951","2010-10-11",4.54
"952","2010-10-12",4.5
"953","2010-10-13",4.6
"954","2010-10-14",4.67
"955","2010-10-15",4.81
"956","2010-10-18",4.92
"957","2010-10-19",4.9
"958","2010-10-20",4.77
"959","2010-10-21",4.67
"960","2010-10-22",4.76
"961","2010-10-25",4.77
"962","2010-10-26",4.8
"963","2010-10-27",4.79
"964","2010-10-28",4.69
"965","2010-10-29",4.8
"966","2010-11-01",4.85
"967","2010-11-02",4.89
"968","2010-11-03",5.26
"969","2010-11-04",5.39
"970","2010-11-05",5.7
"971","2010-11-08",5.62
"972","2010-11-09",5.7
"973","2010-11-10",5.7
"974","2010-11-11",5.69
"975","2010-11-12",5.44
"976","2010-11-15",5.41
"977","2010-11-16",5.26
"978","2010-11-17",5.2
"979","2010-11-18",5.28
"980","2010-11-19",5.3
"981","2010-11-22",5.29
"982","2010-11-23",5.2
"983","2010-11-24",5.24
"984","2010-11-26",5.07
"985","2010-11-29",5.1
"986","2010-11-30",5.35
"987","2010-12-01",5.39
"988","2010-12-02",5.44
"989","2010-12-03",5.4
"990","2010-12-06",5.3
"991","2010-12-07",5.4
"992","2010-12-08",5.49
"993","2010-12-09",5.35
"994","2010-12-10",5.4
"995","2010-12-13",5.16
"996","2010-12-14",5.25
"997","2010-12-15",5.2
"998","2010-12-16",5.25
"999","2010-12-17",5.25
"1000","2010-12-20",5.71
"1001","2010-12-21",6.1
