"","date","SBBP"
"258","2016-10-21",4.8
"259","2016-10-24",5
"260","2016-10-25",4.8
"261","2016-10-26",4.8
"262","2016-10-27",4.7
"263","2016-10-28",4.65
"264","2016-10-31",4.4
"265","2016-11-01",4.65
"266","2016-11-02",4.55
"267","2016-11-03",4.211
"268","2016-11-04",4.3
"269","2016-11-07",3.9
"270","2016-11-08",3.95
"271","2016-11-09",4
"272","2016-11-10",3.95
"273","2016-11-11",4
"274","2016-11-14",3.95
"275","2016-11-15",4.15
"276","2016-11-16",4.15
"277","2016-11-17",4.05
"278","2016-11-18",4.15
"279","2016-11-21",3.95
"280","2016-11-22",4.05
"281","2016-11-23",3.9
"282","2016-11-25",3.95
"283","2016-11-28",4
"284","2016-11-29",3.845
"285","2016-11-30",3.8
"286","2016-12-01",3.75
"287","2016-12-02",3.748
"288","2016-12-05",3.69
"289","2016-12-06",3.6
"290","2016-12-07",3.6
"291","2016-12-08",3.53
"292","2016-12-09",3.545
"293","2016-12-12",3.6
"294","2016-12-13",3.6
"295","2016-12-14",3.5
"296","2016-12-15",3.45
"297","2016-12-16",3.4
"298","2016-12-19",3.35
"299","2016-12-20",3.5
"300","2016-12-21",3.55
"301","2016-12-22",3.6
"302","2016-12-23",2.5
"303","2016-12-27",2.45
"304","2016-12-28",2.3
"305","2016-12-29",2.3
"306","2016-12-30",2.4
"307","2017-01-03",2.35
"308","2017-01-04",2.3
"309","2017-01-05",2.3
"310","2017-01-06",2.3
"311","2017-01-09",2.3
"312","2017-01-10",2.4
"313","2017-01-11",2.675
"314","2017-01-12",2.741
"315","2017-01-13",2.6
"316","2017-01-17",2.8
"317","2017-01-18",2.7
"318","2017-01-19",2.45
"319","2017-01-20",2.5
"320","2017-01-23",2.4
"321","2017-01-24",2.35
"322","2017-01-25",2.3
"323","2017-01-26",2.4
"324","2017-01-27",2.35
"325","2017-01-30",2.2
"326","2017-01-31",2.45
"327","2017-02-01",2.4
"328","2017-02-02",2.3
"329","2017-02-03",2.35
"330","2017-02-06",2.45
"331","2017-02-07",2.4
"332","2017-02-08",2.35
"333","2017-02-09",2.3
"334","2017-02-10",2.25
"335","2017-02-13",2.2
"336","2017-02-14",2.3
"337","2017-02-15",2.5
"338","2017-02-16",2.45
"339","2017-02-17",2.6
"340","2017-02-21",3
"341","2017-02-22",3.05
"342","2017-02-23",2.9
"343","2017-02-24",2.9
"344","2017-02-27",3
"345","2017-02-28",2.95
"346","2017-03-01",3.05
"347","2017-03-02",3.75
"348","2017-03-03",3.8
"349","2017-03-06",3.7
"350","2017-03-07",3.55
"351","2017-03-08",3.9
"352","2017-03-09",3.75
"353","2017-03-10",3.8
"354","2017-03-13",3.95
"355","2017-03-14",3.75
"356","2017-03-15",3.8
"357","2017-03-16",4.1
"358","2017-03-17",4.35
"359","2017-03-20",4.65
"360","2017-03-21",4.3
"361","2017-03-22",4.3
"362","2017-03-23",4
"363","2017-03-24",4
"364","2017-03-27",3.9
"365","2017-03-28",4.1
"366","2017-03-29",4.6
"367","2017-03-30",4.6
"368","2017-03-31",4.75
"369","2017-04-03",4.6
"370","2017-04-04",4.45
"371","2017-04-05",4.35
"372","2017-04-06",4.1
"373","2017-04-07",4.15
"374","2017-04-10",4.2
"375","2017-04-11",4.15
"376","2017-04-12",4.15
"377","2017-04-13",4.15
"378","2017-04-17",4
"379","2017-04-18",3.65
"380","2017-04-19",4.2
"381","2017-04-20",4.35
"382","2017-04-21",4.25
"383","2017-04-24",4.4
"384","2017-04-25",4.8
"385","2017-04-26",4.4
"386","2017-04-27",4.45
"387","2017-04-28",4.5
"388","2017-05-01",4.45
"389","2017-05-02",4.45
"390","2017-05-03",4.5
"391","2017-05-04",4.4
"392","2017-05-05",4.2
"393","2017-05-08",4.175
"394","2017-05-09",4.4
"395","2017-05-10",4.45
"396","2017-05-11",4.4
"397","2017-05-12",4.45
"398","2017-05-15",4.35
"399","2017-05-16",4.35
"400","2017-05-17",4.55
"401","2017-05-18",4.6
"402","2017-05-19",4.5
"403","2017-05-22",4.55
"404","2017-05-23",4.55
"405","2017-05-24",4.5
"406","2017-05-25",4.7
"407","2017-05-26",4.7
"408","2017-05-30",4.7
"409","2017-05-31",4.75
"410","2017-06-01",4.75
"411","2017-06-02",4.75
"412","2017-06-05",4.35
"413","2017-06-06",4.1
"414","2017-06-07",4.35
"415","2017-06-08",4.6
"416","2017-06-09",4.45
"417","2017-06-12",4.4
"418","2017-06-13",4.65
"419","2017-06-14",4.3
"420","2017-06-15",4.3
"421","2017-06-16",4.15
"422","2017-06-19",4.3
"423","2017-06-20",4.9
"424","2017-06-21",4.75
"425","2017-06-22",5.5
"426","2017-06-23",5.5
"427","2017-06-26",5.95
"428","2017-06-27",6.55
"429","2017-06-28",6.15
"430","2017-06-29",7.35
"431","2017-06-30",7.15
"432","2017-07-03",7.35
"433","2017-07-05",7.2
"434","2017-07-06",7
"435","2017-07-07",7
"436","2017-07-10",6.85
"437","2017-07-11",6.75
"438","2017-07-12",6.8
"439","2017-07-13",6.7
"440","2017-07-14",6.75
"441","2017-07-17",6.85
"442","2017-07-18",6.4
"443","2017-07-19",6.6
"444","2017-07-20",6.8
"445","2017-07-21",6.75
"446","2017-07-24",6.95
"447","2017-07-25",7.15
"448","2017-07-26",7.15
"449","2017-07-27",6.55
"450","2017-07-28",6.8
"451","2017-07-31",7.95
"452","2017-08-01",7.65
"453","2017-08-02",6.9
"454","2017-08-03",6.95
"455","2017-08-04",7.1
"456","2017-08-07",6.9
"457","2017-08-08",7.05
"458","2017-08-09",6.85
"459","2017-08-10",6.6
"460","2017-08-11",7.05
"461","2017-08-14",7.45
"462","2017-08-15",7.35
"463","2017-08-16",7
"464","2017-08-17",6.9
"465","2017-08-18",7.05
"466","2017-08-21",6.85
"467","2017-08-22",7.2
"468","2017-08-23",7.3
"469","2017-08-24",7.05
"470","2017-08-25",6.825
"471","2017-08-28",6.75
"472","2017-08-29",6.5
"473","2017-08-30",6.275
"474","2017-08-31",6.7
"475","2017-09-01",6.7
"476","2017-09-05",6.2
"477","2017-09-06",5.8
"478","2017-09-07",5.7
"479","2017-09-08",6.25
"480","2017-09-11",6.2
"481","2017-09-12",6.25
"482","2017-09-13",6.55
"483","2017-09-14",7
"484","2017-09-15",6.9
"485","2017-09-18",7.15
"486","2017-09-19",7.25
"487","2017-09-20",7.3
"488","2017-09-21",7.4
"489","2017-09-22",7.55
"490","2017-09-25",7.35
"491","2017-09-26",7.05
"492","2017-09-27",7.3
"493","2017-09-28",7.3
"494","2017-09-29",6.9
"495","2017-10-02",7.3
"496","2017-10-03",7.5
"497","2017-10-04",6.1
"498","2017-10-05",6.15
"499","2017-10-06",6.15
"500","2017-10-09",5.95
"501","2017-10-10",6.3
"502","2017-10-11",6.25
"503","2017-10-12",6.3
"504","2017-10-13",6.2
"505","2017-10-16",6.25
"506","2017-10-17",6.125
"507","2017-10-18",5.95
"508","2017-10-19",6
"509","2017-10-20",6.15
"510","2017-10-23",6.15
"511","2017-10-24",6.3
"512","2017-10-25",6.2
"513","2017-10-26",6.05
"514","2017-10-27",6.025
"515","2017-10-30",5.95
"516","2017-10-31",6
"517","2017-11-01",5.8
"518","2017-11-02",5.65
"519","2017-11-03",6.05
"520","2017-11-06",6.15
"521","2017-11-07",5.95
"522","2017-11-08",5.9
"523","2017-11-09",5.9
"524","2017-11-10",6
"525","2017-11-13",5.95
"526","2017-11-14",5.75
"527","2017-11-15",5.35
"528","2017-11-16",5.4
"529","2017-11-17",5.65
"530","2017-11-20",5.95
"531","2017-11-21",6.35
"532","2017-11-22",6.55
"533","2017-11-24",6.8
"534","2017-11-27",6.65
"535","2017-11-28",6.3
"536","2017-11-29",6.45
"537","2017-11-30",6.7
"538","2017-12-01",6.75
"539","2017-12-04",6.3
"540","2017-12-05",6.4
"541","2017-12-06",6.3
"542","2017-12-07",6.4
"543","2017-12-08",6.4
"544","2017-12-11",6.35
"545","2017-12-12",6.1
"546","2017-12-13",6.35
"547","2017-12-14",6.15
"548","2017-12-15",6.1
"549","2017-12-18",6.25
"550","2017-12-19",6.25
"551","2017-12-20",6.2
"552","2017-12-21",6.3
"553","2017-12-22",6.8
"554","2017-12-26",6.75
"555","2017-12-27",6.75
"556","2017-12-28",6.8
"557","2017-12-29",7.25
"558","2018-01-02",7.55
"559","2018-01-03",7.25
"560","2018-01-04",7.55
"561","2018-01-05",7.7
"562","2018-01-08",8.2
"563","2018-01-09",8.1
"564","2018-01-10",8.1
"565","2018-01-11",7.9
"566","2018-01-12",8
"567","2018-01-16",8.35
"568","2018-01-17",7.85
"569","2018-01-18",7.85
"570","2018-01-19",8.55
"571","2018-01-22",8.45
"572","2018-01-23",8.7
"573","2018-01-24",7.85
"574","2018-01-25",7.2
"575","2018-01-26",6.95
"576","2018-01-29",6.95
"577","2018-01-30",6.75
"578","2018-01-31",6.75
"579","2018-02-01",6.9
"580","2018-02-02",6.8
"581","2018-02-05",6.65
"582","2018-02-06",6.65
"583","2018-02-07",6.6
"584","2018-02-08",6.6
"585","2018-02-09",6.6
"586","2018-02-12",6.65
"587","2018-02-13",6.8
"588","2018-02-14",6.55
"589","2018-02-15",6.75
"590","2018-02-16",6.8
"591","2018-02-20",6.65
"592","2018-02-21",6.75
"593","2018-02-22",6.8
"594","2018-02-23",6.55
"595","2018-02-26",6.6
"596","2018-02-27",7.3
"597","2018-02-28",7.3
"598","2018-03-01",7.35
"599","2018-03-02",7.4
"600","2018-03-05",7.4
"601","2018-03-06",7.25
"602","2018-03-07",7.5
"603","2018-03-08",7.55
"604","2018-03-09",7.75
"605","2018-03-12",7.6
"606","2018-03-13",7.6
"607","2018-03-14",7.6
"608","2018-03-15",7.8
"609","2018-03-16",8
"610","2018-03-19",8.1
"611","2018-03-20",8.15
"612","2018-03-21",8.2
"613","2018-03-22",8.25
"614","2018-03-23",8.05
"615","2018-03-26",8.2
"616","2018-03-27",8.6
"617","2018-03-28",8.65
"618","2018-03-29",8.85
"619","2018-04-02",8.4
"620","2018-04-03",8.5
"621","2018-04-04",8.5
"622","2018-04-05",8.3
"623","2018-04-06",7.6
"624","2018-04-09",7.75
"625","2018-04-10",8
"626","2018-04-11",8.05
"627","2018-04-12",8.35
"628","2018-04-13",8.15
"629","2018-04-16",8.15
"630","2018-04-17",8.35
"631","2018-04-18",8
"632","2018-04-19",7.6
"633","2018-04-20",7.65
"634","2018-04-23",7.75
"635","2018-04-24",7.45
"636","2018-04-25",7.3
"637","2018-04-26",7.4
"638","2018-04-27",7.3
"639","2018-04-30",7.65
"640","2018-05-01",7.85
"641","2018-05-02",7.85
"642","2018-05-03",7.85
"643","2018-05-04",7.9
"644","2018-05-07",7.95
"645","2018-05-08",7.85
"646","2018-05-09",7.65
"647","2018-05-10",7.8
"648","2018-05-11",7.75
"649","2018-05-14",7.6
"650","2018-05-15",7.75
"651","2018-05-16",7.75
"652","2018-05-17",7.7
"653","2018-05-18",7.7
"654","2018-05-21",7.6
"655","2018-05-22",7.55
"656","2018-05-23",7.5
"657","2018-05-24",7.3
"658","2018-05-25",7.55
"659","2018-05-29",7.2
"660","2018-05-30",7
"661","2018-05-31",6.5
"662","2018-06-01",6.55
"663","2018-06-04",6.5
"664","2018-06-05",6.55
"665","2018-06-06",6.7
"666","2018-06-07",6.45
"667","2018-06-08",6.65
"668","2018-06-11",6.45
"669","2018-06-12",6.5
"670","2018-06-13",6.3
"671","2018-06-14",6.45
"672","2018-06-15",6.85
"673","2018-06-18",6.85
"674","2018-06-19",6.8
"675","2018-06-20",6.75
"676","2018-06-21",6.3
"677","2018-06-22",6.2
"678","2018-06-25",6.2
"679","2018-06-26",6.15
"680","2018-06-27",5.85
"681","2018-06-28",5.85
"682","2018-06-29",6
"683","2018-07-02",5.85
"684","2018-07-03",5.8
"685","2018-07-05",5.8
"686","2018-07-06",5.65
"687","2018-07-09",5.6
"688","2018-07-10",5.5
"689","2018-07-11",5.7
"690","2018-07-12",5.7
"691","2018-07-13",5.5
"692","2018-07-16",5.1
"693","2018-07-17",5.3
"694","2018-07-18",5.3
"695","2018-07-19",5.05
"696","2018-07-20",5.05
"697","2018-07-23",5.05
"698","2018-07-24",4.9
"699","2018-07-25",5.2
"700","2018-07-26",4.9
"701","2018-07-27",4.55
"702","2018-07-30",4.6
"703","2018-07-31",4.75
"704","2018-08-01",5
"705","2018-08-02",5
"706","2018-08-03",4.65
"707","2018-08-06",4.65
"708","2018-08-07",4.5
"709","2018-08-08",5.9
"710","2018-08-09",6
"711","2018-08-10",6.1
"712","2018-08-13",6
"713","2018-08-14",6.25
"714","2018-08-15",5.05
"715","2018-08-16",5.4
"716","2018-08-17",5.15
"717","2018-08-20",5.4
"718","2018-08-21",5.5
"719","2018-08-22",5.4
"720","2018-08-23",5.35
"721","2018-08-24",5.5
"722","2018-08-27",5.45
"723","2018-08-28",5.45
"724","2018-08-29",5.7
"725","2018-08-30",5.5
"726","2018-08-31",5.5
"727","2018-09-04",5.3
"728","2018-09-05",5.25
"729","2018-09-06",4.8
"730","2018-09-07",5
"731","2018-09-10",4.85
"732","2018-09-11",4.7
"733","2018-09-12",4.6
"734","2018-09-13",4.5
"735","2018-09-14",4.2
"736","2018-09-17",4.1
"737","2018-09-18",4
"738","2018-09-19",4.25
"739","2018-09-20",4.35
"740","2018-09-21",4.35
"741","2018-09-24",4.25
"742","2018-09-25",4.4
"743","2018-09-26",4.65
"744","2018-09-27",4.65
"745","2018-09-28",4.85
"746","2018-10-01",4.82
"747","2018-10-02",4.73
"748","2018-10-03",4.77
"749","2018-10-04",4.69
"750","2018-10-05",4.65
"751","2018-10-08",4.89
"752","2018-10-09",5.13
"753","2018-10-10",5.06
"754","2018-10-11",5
"755","2018-10-12",5
"756","2018-10-15",5.06
"757","2018-10-16",5.12
"758","2018-10-17",5.08
"759","2018-10-18",4.92
"760","2018-10-19",4.87
"761","2018-10-22",4.75
"762","2018-10-23",4.67
"763","2018-10-24",4.38
"764","2018-10-25",4.55
"765","2018-10-26",4.41
"766","2018-10-29",4.02
"767","2018-10-30",4.05
"768","2018-10-31",6.4
"769","2018-11-01",5.92
"770","2018-11-02",5.84
"771","2018-11-05",5.88
"772","2018-11-06",5.87
"773","2018-11-07",5.89
"774","2018-11-08",5.83
"775","2018-11-09",5.82
"776","2018-11-12",5.24
"777","2018-11-13",5.23
"778","2018-11-14",4.86
"779","2018-11-15",5.01
"780","2018-11-16",5.1
"781","2018-11-19",5.04
"782","2018-11-20",5.1
"783","2018-11-21",5.23
"784","2018-11-23",5.21
"785","2018-11-26",5.15
"786","2018-11-27",4.94
"787","2018-11-28",5.14
"788","2018-11-29",5.14
"789","2018-11-30",5.22
"790","2018-12-03",5.13
"791","2018-12-04",4.93
"792","2018-12-06",4.91
"793","2018-12-07",4.87
"794","2018-12-10",4.67
"795","2018-12-11",4.55
"796","2018-12-12",4.57
"797","2018-12-13",4.51
"798","2018-12-14",4.37
"799","2018-12-17",4.27
"800","2018-12-18",4.21
"801","2018-12-19",4.15
"802","2018-12-20",4
"803","2018-12-21",3.89
"804","2018-12-24",3.87
"805","2018-12-26",4
"806","2018-12-27",4.17
"807","2018-12-28",4.33
"808","2018-12-31",4.48
"809","2019-01-02",4.44
"810","2019-01-03",4.42
"811","2019-01-04",4.54
"812","2019-01-07",4.7
"813","2019-01-08",4.8
"814","2019-01-09",4.77
"815","2019-01-10",4.72
"816","2019-01-11",4.99
"817","2019-01-14",4.99
"818","2019-01-15",4.93
"819","2019-01-16",4.95
"820","2019-01-17",4.87
"821","2019-01-18",4.83
"822","2019-01-22",4.69
"823","2019-01-23",4.58
"824","2019-01-24",4.6
"825","2019-01-25",4.79
"826","2019-01-28",4.68
"827","2019-01-29",4.74
"828","2019-01-30",4.74
"829","2019-01-31",4.69
"830","2019-02-01",4.7
"831","2019-02-04",4.77
"832","2019-02-05",4.73
"833","2019-02-06",4.71
"834","2019-02-07",4.73
"835","2019-02-08",4.73
"836","2019-02-11",4.71
"837","2019-02-12",4.74
"838","2019-02-13",4.74
"839","2019-02-14",4.7
"840","2019-02-15",4.74
"841","2019-02-19",4.66
"842","2019-02-20",4.67
"843","2019-02-21",4.64
"844","2019-02-22",4.75
"845","2019-02-25",4.94
"846","2019-02-26",4.89
"847","2019-02-27",5.15
"848","2019-02-28",5.32
"849","2019-03-01",5.43
"850","2019-03-04",5.28
"851","2019-03-05",5.25
"852","2019-03-06",5.08
"853","2019-03-07",5.13
"854","2019-03-08",5.06
"855","2019-03-11",5.52
"856","2019-03-12",5.35
"857","2019-03-13",5.37
"858","2019-03-14",5.33
"859","2019-03-15",5.32
"860","2019-03-18",5.43
"861","2019-03-19",5.59
"862","2019-03-20",5.53
"863","2019-03-21",5.37
"864","2019-03-22",5.15
"865","2019-03-25",4.79
"866","2019-03-26",4.9
"867","2019-03-27",4.89
"868","2019-03-28",5.17
"869","2019-03-29",4.98
"870","2019-04-01",4.91
"871","2019-04-02",4.96
"872","2019-04-03",4.91
"873","2019-04-04",4.9
"874","2019-04-05",4.87
"875","2019-04-08",4.77
"876","2019-04-09",4.72
"877","2019-04-10",4.7
"878","2019-04-11",4.65
"879","2019-04-12",4.66
"880","2019-04-15",4.64
"881","2019-04-16",4.6
"882","2019-04-17",4.51
"883","2019-04-18",4.51
"884","2019-04-22",4.5
"885","2019-04-23",4.51
"886","2019-04-24",4.68
"887","2019-04-25",4.74
"888","2019-04-26",4.91
"889","2019-04-29",4.91
"890","2019-04-30",4.79
"891","2019-05-01",3.79
"892","2019-05-02",3.66
"893","2019-05-03",3.47
"894","2019-05-06",3.45
"895","2019-05-07",3.39
"896","2019-05-08",3.48
"897","2019-05-09",3.29
"898","2019-05-10",3.18
"899","2019-05-13",3.17
"900","2019-05-14",3.05
"901","2019-05-15",3.09
"902","2019-05-16",3.04
"903","2019-05-17",3.03
"904","2019-05-20",2.93
"905","2019-05-21",3
"906","2019-05-22",2.98
"907","2019-05-23",2.93
"908","2019-05-24",2.94
"909","2019-05-28",2.84
"910","2019-05-29",2.88
"911","2019-05-30",2.91
"912","2019-05-31",2.84
"913","2019-06-03",2.89
"914","2019-06-04",2.85
"915","2019-06-05",2.82
"916","2019-06-06",2.82
"917","2019-06-07",3.01
"918","2019-06-10",2.99
"919","2019-06-11",3
"920","2019-06-12",3.15
"921","2019-06-13",3.15
"922","2019-06-14",3.21
"923","2019-06-17",3.33
"924","2019-06-18",3.42
"925","2019-06-19",3.42
"926","2019-06-20",3.42
"927","2019-06-21",3.33
"928","2019-06-24",3.23
"929","2019-06-25",3.15
"930","2019-06-26",3.08
"931","2019-06-27",3.24
"932","2019-06-28",3.13
"933","2019-07-01",3.38
"934","2019-07-02",3.26
"935","2019-07-03",3.23
"936","2019-07-05",3.18
"937","2019-07-08",3.07
"938","2019-07-09",3.05
"939","2019-07-10",2.88
"940","2019-07-11",2.87
"941","2019-07-12",2.92
"942","2019-07-15",2.86
"943","2019-07-16",2.76
"944","2019-07-17",2.89
"945","2019-07-18",2.82
"946","2019-07-19",2.77
"947","2019-07-22",2.67
"948","2019-07-23",2.54
"949","2019-07-24",2.6
"950","2019-07-25",2.62
"951","2019-07-26",2.64
"952","2019-07-29",2.6
"953","2019-07-30",2.71
"954","2019-07-31",2.6
"955","2019-08-01",2.58
"956","2019-08-02",2.51
"957","2019-08-05",2.47
"958","2019-08-06",2.47
"959","2019-08-07",2.49
"960","2019-08-08",2.53
"961","2019-08-09",2.54
"962","2019-08-12",2.56
"963","2019-08-13",2.67
"964","2019-08-14",2.64
"965","2019-08-15",2.59
"966","2019-08-16",2.53
"967","2019-08-19",2.75
"968","2019-08-20",2.64
"969","2019-08-21",2.6
"970","2019-08-22",2.54
"971","2019-08-23",2.42
"972","2019-08-26",2.44
"973","2019-08-27",2.29
"974","2019-08-28",2.35
"975","2019-08-29",2.64
"976","2019-08-30",2.59
"977","2019-09-03",2.57
"978","2019-09-04",2.67
"979","2019-09-05",2.62
"980","2019-09-06",2.65
"981","2019-09-09",2.79
"982","2019-09-10",2.87
"983","2019-09-11",2.8
"984","2019-09-12",2.7
"985","2019-09-13",2.86
"986","2019-09-16",2.83
"987","2019-09-17",2.77
"988","2019-09-18",2.77
"989","2019-09-19",2.74
"990","2019-09-20",2.68
"991","2019-09-23",2.41
"992","2019-09-24",2.57
"993","2019-09-25",2.54
"994","2019-09-26",2.47
"995","2019-09-27",2.43
"996","2019-09-30",2.39
"997","2019-10-01",2.35
"998","2019-10-02",2.29
"999","2019-10-03",2.3
"1000","2019-10-04",2.27
"1001","2019-10-07",2.24
"1002","2019-10-08",2.15
"1003","2019-10-09",2.15
"1004","2019-10-10",2.07
