"","date","BJRI"
"1","2007-01-03",19.41
"2","2007-01-04",20.09
"3","2007-01-05",19.959999
"4","2007-01-08",20.059999
"5","2007-01-09",20.360001
"6","2007-01-10",20.540001
"7","2007-01-11",20.969999
"8","2007-01-12",20.940001
"9","2007-01-16",20.809999
"10","2007-01-17",20.85
"11","2007-01-18",20.540001
"12","2007-01-19",21.48
"13","2007-01-22",21
"14","2007-01-23",20.59
"15","2007-01-24",21
"16","2007-01-25",20.780001
"17","2007-01-26",20.629999
"18","2007-01-29",20.950001
"19","2007-01-30",20.68
"20","2007-01-31",20.4
"21","2007-02-01",21.219999
"22","2007-02-02",20.93
"23","2007-02-05",20.360001
"24","2007-02-06",20.639999
"25","2007-02-07",20.610001
"26","2007-02-08",20.25
"27","2007-02-09",20.129999
"28","2007-02-12",19.82
"29","2007-02-13",20.290001
"30","2007-02-14",20.4
"31","2007-02-15",19.99
"32","2007-02-16",20.629999
"33","2007-02-20",21.190001
"34","2007-02-21",21.42
"35","2007-02-22",21.389999
"36","2007-02-23",21.34
"37","2007-02-26",21.5
"38","2007-02-27",20.4
"39","2007-02-28",20.379999
"40","2007-03-01",20.26
"41","2007-03-02",20.01
"42","2007-03-05",19.639999
"43","2007-03-06",20.120001
"44","2007-03-07",20.01
"45","2007-03-08",20.620001
"46","2007-03-09",20.65
"47","2007-03-12",20.83
"48","2007-03-13",20.75
"49","2007-03-14",20.65
"50","2007-03-15",20.77
"51","2007-03-16",20.51
"52","2007-03-19",20.700001
"53","2007-03-20",20.799999
"54","2007-03-21",21.299999
"55","2007-03-22",21.280001
"56","2007-03-23",21.4
"57","2007-03-26",21.15
"58","2007-03-27",21.01
"59","2007-03-28",20.860001
"60","2007-03-29",21.1
"61","2007-03-30",21.129999
"62","2007-04-02",21.51
"63","2007-04-03",21.879999
"64","2007-04-04",21.209999
"65","2007-04-05",20.940001
"66","2007-04-09",20.73
"67","2007-04-10",20.809999
"68","2007-04-11",20.4
"69","2007-04-12",20.09
"70","2007-04-13",20.459999
"71","2007-04-16",20.950001
"72","2007-04-17",21.139999
"73","2007-04-18",20.57
"74","2007-04-19",20.639999
"75","2007-04-20",20.870001
"76","2007-04-23",20.9
"77","2007-04-24",20.950001
"78","2007-04-25",20.780001
"79","2007-04-26",20.82
"80","2007-04-27",21.379999
"81","2007-04-30",20.59
"82","2007-05-01",20.549999
"83","2007-05-02",20.809999
"84","2007-05-03",20.969999
"85","2007-05-04",20.98
"86","2007-05-07",21.16
"87","2007-05-08",21.309999
"88","2007-05-09",21.41
"89","2007-05-10",20.84
"90","2007-05-11",21.09
"91","2007-05-14",20.74
"92","2007-05-15",20.299999
"93","2007-05-16",20.43
"94","2007-05-17",20.34
"95","2007-05-18",20.549999
"96","2007-05-21",20.290001
"97","2007-05-22",20.52
"98","2007-05-23",20.299999
"99","2007-05-24",19.99
"100","2007-05-25",20.01
"101","2007-05-29",20.35
"102","2007-05-30",20.049999
"103","2007-05-31",20.25
"104","2007-06-01",20.360001
"105","2007-06-04",20.6
"106","2007-06-05",20.620001
"107","2007-06-06",20.290001
"108","2007-06-07",19.780001
"109","2007-06-08",19.92
"110","2007-06-11",20
"111","2007-06-12",19.629999
"112","2007-06-13",19.77
"113","2007-06-14",19.65
"114","2007-06-15",19.73
"115","2007-06-18",19.76
"116","2007-06-19",19.309999
"117","2007-06-20",18.65
"118","2007-06-21",18.6
"119","2007-06-22",18.450001
"120","2007-06-25",18.790001
"121","2007-06-26",19.290001
"122","2007-06-27",19.48
"123","2007-06-28",19.67
"124","2007-06-29",19.74
"125","2007-07-02",20.049999
"126","2007-07-03",20.030001
"127","2007-07-05",20.27
"128","2007-07-06",20.42
"129","2007-07-09",20.18
"130","2007-07-10",19.83
"131","2007-07-11",19.629999
"132","2007-07-12",20.120001
"133","2007-07-13",20.209999
"134","2007-07-16",20.280001
"135","2007-07-17",20.9
"136","2007-07-18",21.27
"137","2007-07-19",21.110001
"138","2007-07-20",21.07
"139","2007-07-23",21.280001
"140","2007-07-24",21.01
"141","2007-07-25",20.809999
"142","2007-07-26",20.110001
"143","2007-07-27",19.809999
"144","2007-07-30",19.969999
"145","2007-07-31",20
"146","2007-08-01",19.73
"147","2007-08-02",19.93
"148","2007-08-03",20.07
"149","2007-08-06",20.469999
"150","2007-08-07",21.450001
"151","2007-08-08",23
"152","2007-08-09",23.809999
"153","2007-08-10",21.43
"154","2007-08-13",20.799999
"155","2007-08-14",20.5
"156","2007-08-15",20.58
"157","2007-08-16",21.32
"158","2007-08-17",22.18
"159","2007-08-20",22.26
"160","2007-08-21",21.879999
"161","2007-08-22",22.77
"162","2007-08-23",21.68
"163","2007-08-24",22.15
"164","2007-08-27",22.030001
"165","2007-08-28",21.860001
"166","2007-08-29",22.57
"167","2007-08-30",22.610001
"168","2007-08-31",22.65
"169","2007-09-04",23.209999
"170","2007-09-05",23.07
"171","2007-09-06",23.41
"172","2007-09-07",22.77
"173","2007-09-10",22.1
"174","2007-09-11",22.24
"175","2007-09-12",22.02
"176","2007-09-13",22.15
"177","2007-09-14",22.709999
"178","2007-09-17",22.9
"179","2007-09-18",23.370001
"180","2007-09-19",23.530001
"181","2007-09-20",23.15
"182","2007-09-21",22.75
"183","2007-09-24",22.84
"184","2007-09-25",22.17
"185","2007-09-26",21.85
"186","2007-09-27",21.790001
"187","2007-09-28",21.049999
"188","2007-10-01",20.860001
"189","2007-10-02",21.01
"190","2007-10-03",20.790001
"191","2007-10-04",20.469999
"192","2007-10-05",20.6
"193","2007-10-08",20.58
"194","2007-10-09",20.5
"195","2007-10-10",20.5
"196","2007-10-11",20.049999
"197","2007-10-12",19.84
"198","2007-10-15",19.52
"199","2007-10-16",19.459999
"200","2007-10-17",19.6
