"","date","FCNCA"
"1","2007-01-03",207.800003
"2","2007-01-04",205.690002
"3","2007-01-05",200.789993
"4","2007-01-08",201.339996
"5","2007-01-09",204.690002
"6","2007-01-10",204.850006
"7","2007-01-11",205.270004
"8","2007-01-12",206.740005
"9","2007-01-16",206.300003
"10","2007-01-17",206.639999
"11","2007-01-18",206
"12","2007-01-19",207.300003
"13","2007-01-22",205.5
"14","2007-01-23",205.949997
"15","2007-01-24",207.449997
"16","2007-01-25",206.899994
"17","2007-01-26",206.399994
"18","2007-01-29",205.630005
"19","2007-01-30",206.600006
"20","2007-01-31",204.990005
"21","2007-02-01",206
"22","2007-02-02",205.729996
"23","2007-02-05",205.690002
"24","2007-02-06",206
"25","2007-02-07",204.5
"26","2007-02-08",204.380005
"27","2007-02-09",204.960007
"28","2007-02-12",205.470001
"29","2007-02-13",206.970001
"30","2007-02-14",210.520004
"31","2007-02-15",210
"32","2007-02-16",211.699997
"33","2007-02-20",213.350006
"34","2007-02-21",213.5
"35","2007-02-22",213.360001
"36","2007-02-23",211.600006
"37","2007-02-26",211.729996
"38","2007-02-27",209.570007
"39","2007-02-28",209.520004
"40","2007-03-01",207.970001
"41","2007-03-02",209.809998
"42","2007-03-05",206.279999
"43","2007-03-06",208.720001
"44","2007-03-07",208.399994
"45","2007-03-08",207.880005
"46","2007-03-09",209.630005
"47","2007-03-12",209.75
"48","2007-03-13",207.860001
"49","2007-03-14",208.309998
"50","2007-03-15",208.679993
"51","2007-03-16",208
"52","2007-03-19",210.380005
"53","2007-03-20",208.979996
"54","2007-03-21",207.5
"55","2007-03-22",207.5
"56","2007-03-23",208.949997
"57","2007-03-26",206.710007
"58","2007-03-27",206.889999
"59","2007-03-28",203.089996
"60","2007-03-29",200.899994
"61","2007-03-30",201
"62","2007-04-02",199.5
"63","2007-04-03",200
"64","2007-04-04",200
"65","2007-04-05",200
"66","2007-04-09",202.039993
"67","2007-04-10",202.119995
"68","2007-04-11",201.630005
"69","2007-04-12",203.470001
"70","2007-04-13",201.929993
"71","2007-04-16",206
"72","2007-04-17",204.75
"73","2007-04-18",205.990005
"74","2007-04-19",206.520004
"75","2007-04-20",209
"76","2007-04-23",207.490005
"77","2007-04-24",203.259995
"78","2007-04-25",204.789993
"79","2007-04-26",203.580002
"80","2007-04-27",201.190002
"81","2007-04-30",202.899994
"82","2007-05-01",201.789993
"83","2007-05-02",199.020004
"84","2007-05-03",203.240005
"85","2007-05-04",202.300003
"86","2007-05-07",203.490005
"87","2007-05-08",201.990005
"88","2007-05-09",198.449997
"89","2007-05-10",201.130005
"90","2007-05-11",199
"91","2007-05-14",195.520004
"92","2007-05-15",193.5
"93","2007-05-16",190.949997
"94","2007-05-17",190.279999
"95","2007-05-18",191.5
"96","2007-05-21",192.990005
"97","2007-05-22",194.740005
"98","2007-05-23",194.009995
"99","2007-05-24",187.869995
"100","2007-05-25",186.240005
"101","2007-05-29",184.789993
"102","2007-05-30",193.399994
"103","2007-05-31",193.740005
"104","2007-06-01",193.630005
"105","2007-06-04",196.020004
"106","2007-06-05",193.759995
"107","2007-06-06",192.300003
"108","2007-06-07",193.330002
"109","2007-06-08",195.429993
"110","2007-06-11",195.850006
"111","2007-06-12",190.869995
"112","2007-06-13",190.679993
"113","2007-06-14",194
"114","2007-06-15",193.759995
"115","2007-06-18",193.059998
"116","2007-06-19",194.970001
"117","2007-06-20",195.289993
"118","2007-06-21",190.789993
"119","2007-06-22",191.889999
"120","2007-06-25",185.179993
"121","2007-06-26",185.470001
"122","2007-06-27",186.949997
"123","2007-06-28",194.179993
"124","2007-06-29",194.399994
"125","2007-07-02",194.779999
"126","2007-07-03",194.850006
"127","2007-07-05",193.649994
"128","2007-07-06",194.5
"129","2007-07-09",194.800003
"130","2007-07-10",192.949997
"131","2007-07-11",192.949997
"132","2007-07-12",194.960007
"133","2007-07-13",194.990005
"134","2007-07-16",194.300003
"135","2007-07-17",191
"136","2007-07-18",192
"137","2007-07-19",192.580002
"138","2007-07-20",190.740005
"139","2007-07-23",189.009995
"140","2007-07-24",189.75
"141","2007-07-25",184.5
"142","2007-07-26",185.240005
"143","2007-07-27",179.759995
"144","2007-07-30",179.169998
"145","2007-07-31",179.679993
"146","2007-08-01",177.5
"147","2007-08-02",175.800003
"148","2007-08-03",174.419998
"149","2007-08-06",173.009995
"150","2007-08-07",172.419998
"151","2007-08-08",169.699997
"152","2007-08-09",154.029999
"153","2007-08-10",158.139999
"154","2007-08-13",173.050003
"155","2007-08-14",170.429993
"156","2007-08-15",169.990005
"157","2007-08-16",172.039993
"158","2007-08-17",182.039993
"159","2007-08-20",179.399994
"160","2007-08-21",179
"161","2007-08-22",177.800003
"162","2007-08-23",174.960007
"163","2007-08-24",177.360001
"164","2007-08-27",178
"165","2007-08-28",175.899994
"166","2007-08-29",176.75
"167","2007-08-30",175.039993
"168","2007-08-31",177.25
"169","2007-09-04",179.419998
"170","2007-09-05",178.289993
"171","2007-09-06",178
"172","2007-09-07",178.699997
"173","2007-09-10",179.860001
"174","2007-09-11",179.699997
"175","2007-09-12",179.279999
"176","2007-09-13",178
"177","2007-09-14",178.779999
"178","2007-09-17",174.740005
"179","2007-09-18",177.669998
"180","2007-09-19",178.410004
"181","2007-09-20",177.160004
"182","2007-09-21",176.160004
"183","2007-09-24",168.009995
"184","2007-09-25",168.429993
