"","date","DNKN"
"1","2011-07-27",27.85
"2","2011-07-28",28.389999
"3","2011-07-29",28.93
"4","2011-08-01",29.66
"5","2011-08-02",27.76
"6","2011-08-03",26.59
"7","2011-08-04",25.52
"8","2011-08-05",26.870001
"9","2011-08-08",25.700001
"10","2011-08-09",27.43
"11","2011-08-10",27.370001
"12","2011-08-11",27.23
"13","2011-08-12",26.6
"14","2011-08-15",26.629999
"15","2011-08-16",27.209999
"16","2011-08-17",27.65
"17","2011-08-18",26.879999
"18","2011-08-19",25.77
"19","2011-08-22",25.66
"20","2011-08-23",26.049999
"21","2011-08-24",26.33
"22","2011-08-25",26.200001
"23","2011-08-26",26.280001
"24","2011-08-29",26.200001
"25","2011-08-30",26.48
"26","2011-08-31",26.34
"27","2011-09-01",26.889999
"28","2011-09-02",27
"29","2011-09-06",27.02
"30","2011-09-07",26.83
"31","2011-09-08",26
"32","2011-09-09",25.1
"33","2011-09-12",25.18
"34","2011-09-13",25.290001
"35","2011-09-14",25.719999
"36","2011-09-15",26.049999
"37","2011-09-16",26.860001
"38","2011-09-19",27.469999
"39","2011-09-20",27.98
"40","2011-09-21",28.299999
"41","2011-09-22",27.32
"42","2011-09-23",28.24
"43","2011-09-26",29.18
"44","2011-09-27",28.9
"45","2011-09-28",28.74
"46","2011-09-29",28.049999
"47","2011-09-30",27.700001
"48","2011-10-03",26.59
"49","2011-10-04",28.1
"50","2011-10-05",28.42
"51","2011-10-06",28.24
"52","2011-10-07",26.99
"53","2011-10-10",27.08
"54","2011-10-11",26.940001
"55","2011-10-12",27.139999
"56","2011-10-13",27.610001
"57","2011-10-14",28.02
"58","2011-10-17",27.5
"59","2011-10-18",27.4
"60","2011-10-19",27.6
"61","2011-10-20",27.99
"62","2011-10-21",27.780001
"63","2011-10-24",28.59
"64","2011-10-25",28.469999
"65","2011-10-26",28.559999
"66","2011-10-27",28.1
"67","2011-10-28",27.889999
"68","2011-10-31",29.110001
"69","2011-11-01",26.92
"70","2011-11-02",26.280001
"71","2011-11-03",26.139999
"72","2011-11-04",26.02
"73","2011-11-07",26.15
"74","2011-11-08",26.9
"75","2011-11-09",26.440001
"76","2011-11-10",26.139999
"77","2011-11-11",25.91
"78","2011-11-14",25.719999
"79","2011-11-15",25.530001
"80","2011-11-16",25.620001
"81","2011-11-17",25.57
"82","2011-11-18",25.24
"83","2011-11-21",25.18
"84","2011-11-22",25.26
"85","2011-11-23",24.719999
"86","2011-11-25",24.639999
"87","2011-11-28",25.049999
"88","2011-11-29",25.15
"89","2011-11-30",25.299999
"90","2011-12-01",25
"91","2011-12-02",24.75
"92","2011-12-05",25.34
"93","2011-12-06",25.620001
"94","2011-12-07",25.280001
"95","2011-12-08",25.219999
"96","2011-12-09",25.280001
"97","2011-12-12",25.18
"98","2011-12-13",24.879999
"99","2011-12-14",24.200001
"100","2011-12-15",24.450001
"101","2011-12-16",24.58
"102","2011-12-19",24.610001
"103","2011-12-20",24.889999
"104","2011-12-21",24.690001
"105","2011-12-22",24.379999
"106","2011-12-23",24.969999
"107","2011-12-27",24.889999
"108","2011-12-28",24.559999
"109","2011-12-29",25.209999
"110","2011-12-30",24.98
"111","2012-01-03",24.74
"112","2012-01-04",24.73
"113","2012-01-05",25.17
"114","2012-01-06",25.469999
"115","2012-01-09",25.209999
"116","2012-01-10",25.42
"117","2012-01-11",25.860001
"118","2012-01-12",26.17
"119","2012-01-13",25.940001
"120","2012-01-17",26.299999
"121","2012-01-18",26.690001
"122","2012-01-19",27.219999
"123","2012-01-20",26.530001
"124","2012-01-23",25.700001
"125","2012-01-24",26.75
"126","2012-01-25",27.629999
"127","2012-01-26",27.58
"128","2012-01-27",27.610001
"129","2012-01-30",27.709999
"130","2012-01-31",27.65
"131","2012-02-01",27.99
"132","2012-02-02",27.870001
"133","2012-02-03",28.76
"134","2012-02-06",28.76
"135","2012-02-07",28.799999
"136","2012-02-08",29.01
"137","2012-02-09",28.42
"138","2012-02-10",28.030001
"139","2012-02-13",28.290001
"140","2012-02-14",28.57
"141","2012-02-15",28.66
"142","2012-02-16",29.139999
"143","2012-02-17",29.709999
"144","2012-02-21",29.639999
"145","2012-02-22",29.4
"146","2012-02-23",29.459999
"147","2012-02-24",29.219999
"148","2012-02-27",29.26
"149","2012-02-28",29.540001
"150","2012-02-29",29.040001
"151","2012-03-01",29.18
"152","2012-03-02",29.02
"153","2012-03-05",29.110001
"154","2012-03-06",28.43
"155","2012-03-07",29.17
"156","2012-03-08",30.190001
"157","2012-03-09",30.51
"158","2012-03-12",31.25
"159","2012-03-13",32.16
"160","2012-03-14",32.049999
"161","2012-03-15",32.040001
"162","2012-03-16",31.91
"163","2012-03-19",31.48
"164","2012-03-20",31.17
"165","2012-03-21",31.049999
"166","2012-03-22",31.09
"167","2012-03-23",30.74
"168","2012-03-26",30.6
"169","2012-03-27",30.379999
"170","2012-03-28",29.940001
"171","2012-03-29",30.059999
"172","2012-03-30",30.08
"173","2012-04-02",30.629999
"174","2012-04-03",30.299999
"175","2012-04-04",30.209999
"176","2012-04-05",30.66
"177","2012-04-09",30.35
"178","2012-04-10",29.799999
"179","2012-04-11",30.799999
"180","2012-04-12",31.290001
"181","2012-04-13",31.370001
"182","2012-04-16",30.950001
"183","2012-04-17",30.92
"184","2012-04-18",31.25
"185","2012-04-19",30.860001
"186","2012-04-20",31.049999
"187","2012-04-23",31.139999
"188","2012-04-24",30.99
"189","2012-04-25",31.719999
"190","2012-04-26",32.57
"191","2012-04-27",32.529999
"192","2012-04-30",32.369999
"193","2012-05-01",33.040001
"194","2012-05-02",32.77
"195","2012-05-03",32.599998
"196","2012-05-04",32.18
"197","2012-05-07",32.630001
"198","2012-05-08",32.869999
"199","2012-05-09",32.279999
"200","2012-05-10",32.84
"201","2012-05-11",33.529999
"202","2012-05-14",32.490002
"203","2012-05-15",32.299999
"204","2012-05-16",32.48
"205","2012-05-17",31.41
"206","2012-05-18",31.41
"207","2012-05-21",32.200001
"208","2012-05-22",32.150002
"209","2012-05-23",32.619999
"210","2012-05-24",32.720001
"211","2012-05-25",32.73
"212","2012-05-29",32.869999
"213","2012-05-30",32.290001
"214","2012-05-31",32.470001
"215","2012-06-01",31.280001
"216","2012-06-04",31.75
"217","2012-06-05",32.139999
"218","2012-06-06",32.759998
"219","2012-06-07",32.419998
"220","2012-06-08",33.18
"221","2012-06-11",33.110001
"222","2012-06-12",33.700001
"223","2012-06-13",33.810001
"224","2012-06-14",34.779999
"225","2012-06-15",34.73
"226","2012-06-18",35.900002
"227","2012-06-19",36.779999
"228","2012-06-20",36.57
"229","2012-06-21",35.209999
"230","2012-06-22",34.720001
"231","2012-06-25",34.939999
"232","2012-06-26",35.740002
"233","2012-06-27",34.84
"234","2012-06-28",33.720001
"235","2012-06-29",34.34
"236","2012-07-02",34.189999
"237","2012-07-03",34.299999
"238","2012-07-05",34.650002
"239","2012-07-06",34.48
"240","2012-07-09",34.040001
"241","2012-07-10",33.880001
"242","2012-07-11",33.75
"243","2012-07-12",33.869999
"244","2012-07-13",34.709999
"245","2012-07-16",35.389999
"246","2012-07-17",34.470001
"247","2012-07-18",34.049999
"248","2012-07-19",34.66
"249","2012-07-20",33.209999
"250","2012-07-23",31.809999
"251","2012-07-24",31.52
"252","2012-07-25",31.799999
"253","2012-07-26",30.83
"254","2012-07-27",30.120001
"255","2012-07-30",30.530001
"256","2012-07-31",30.280001
"257","2012-08-01",29.67
"258","2012-08-02",29.440001
"259","2012-08-03",29.870001
"260","2012-08-06",29.969999
"261","2012-08-07",30.459999
"262","2012-08-08",30.73
"263","2012-08-09",30.700001
