"","date","BNED"
"212","2016-05-24",9.16
"213","2016-05-25",9.42
"214","2016-05-26",9.26
"215","2016-05-27",9.32
"216","2016-05-31",9.5
"217","2016-06-01",9.9
"218","2016-06-02",9.93
"219","2016-06-03",9.66
"220","2016-06-06",9.71
"221","2016-06-07",9.83
"222","2016-06-08",9.89
"223","2016-06-09",9.71
"224","2016-06-10",9.61
"225","2016-06-13",9.55
"226","2016-06-14",9.52
"227","2016-06-15",9.74
"228","2016-06-16",9.59
"229","2016-06-17",9.72
"230","2016-06-20",10.16
"231","2016-06-21",10.1
"232","2016-06-22",9.98
"233","2016-06-23",10.29
"234","2016-06-24",10.07
"235","2016-06-27",9.59
"236","2016-06-28",9.42
"237","2016-06-29",9.95
"238","2016-06-30",10.15
"239","2016-07-01",10.51
"240","2016-07-05",10.24
"241","2016-07-06",10.49
"242","2016-07-07",10.53
"243","2016-07-08",10.9
"244","2016-07-11",11.24
"245","2016-07-12",11.45
"246","2016-07-13",11.38
"247","2016-07-14",11.55
"248","2016-07-15",11.64
"249","2016-07-18",11.81
"250","2016-07-19",11.77
"251","2016-07-20",11.66
"252","2016-07-21",11.55
"253","2016-07-22",11.61
"254","2016-07-25",11.62
"255","2016-07-26",11.66
"256","2016-07-27",11.72
"257","2016-07-28",11.58
"258","2016-07-29",11.56
"259","2016-08-01",11.6
"260","2016-08-02",11.33
"261","2016-08-03",11.39
"262","2016-08-04",11.3
"263","2016-08-05",11.64
"264","2016-08-08",11.72
"265","2016-08-09",11.83
"266","2016-08-10",11.8
"267","2016-08-11",11.94
"268","2016-08-12",12.03
"269","2016-08-15",12.03
"270","2016-08-16",11.97
"271","2016-08-17",11.37
"272","2016-08-18",11.74
"273","2016-08-19",11.49
"274","2016-08-22",11.63
"275","2016-08-23",11.56
"276","2016-08-24",11.49
"277","2016-08-25",11.37
"278","2016-08-26",11.27
"279","2016-08-29",11.25
"280","2016-08-30",11.18
"281","2016-08-31",11.19
"282","2016-09-01",11.11
"283","2016-09-02",11.31
"284","2016-09-06",12.03
"285","2016-09-07",12.24
"286","2016-09-08",11.14
"287","2016-09-09",10.56
"288","2016-09-12",10.15
"289","2016-09-13",9.84
"290","2016-09-14",9.55
"291","2016-09-15",9.75
"292","2016-09-16",9.7
"293","2016-09-19",9.66
"294","2016-09-20",9.54
"295","2016-09-21",9.58
"296","2016-09-22",9.98
"297","2016-09-23",9.84
"298","2016-09-26",9.54
"299","2016-09-27",9.56
"300","2016-09-28",9.54
"301","2016-09-29",9.29
"302","2016-09-30",9.57
"303","2016-10-03",9.46
"304","2016-10-04",9.31
"305","2016-10-05",9.42
"306","2016-10-06",9.57
"307","2016-10-07",9.38
"308","2016-10-10",9.5
"309","2016-10-11",9.64
"310","2016-10-12",9.89
"311","2016-10-13",9.62
"312","2016-10-14",9.6
"313","2016-10-17",9.35
"314","2016-10-18",9.3
"315","2016-10-19",9.46
"316","2016-10-20",9.45
"317","2016-10-21",9.6
"318","2016-10-24",9.81
"319","2016-10-25",9.62
"320","2016-10-26",9.51
"321","2016-10-27",9.28
"322","2016-10-28",9.25
"323","2016-10-31",9.31
"324","2016-11-01",9.09
"325","2016-11-02",8.87
"326","2016-11-03",8.85
"327","2016-11-04",8.75
"328","2016-11-07",9.08
"329","2016-11-08",9.22
"330","2016-11-09",9.45
"331","2016-11-10",9.96
"332","2016-11-11",10.4
"333","2016-11-14",10.48
"334","2016-11-15",10.43
"335","2016-11-16",10.55
"336","2016-11-17",10.72
"337","2016-11-18",10.97
"338","2016-11-21",10.99
"339","2016-11-22",11.31
"340","2016-11-23",11.49
"341","2016-11-25",11.66
"342","2016-11-28",11.32
"343","2016-11-29",11.57
"344","2016-11-30",11.37
"345","2016-12-01",11.36
"346","2016-12-02",11.29
"347","2016-12-05",11.59
"348","2016-12-06",9.94
"349","2016-12-07",10.95
"350","2016-12-08",11.6
"351","2016-12-09",11.99
"352","2016-12-12",12
"353","2016-12-13",12.22
"354","2016-12-14",12.17
"355","2016-12-15",12.39
"356","2016-12-16",12.83
"357","2016-12-19",12.83
"358","2016-12-20",12.75
"359","2016-12-21",12.51
"360","2016-12-22",12.01
"361","2016-12-23",11.84
"362","2016-12-27",11.85
"363","2016-12-28",11.91
"364","2016-12-29",11.84
"365","2016-12-30",11.47
"366","2017-01-03",11.89
"367","2017-01-04",12.14
"368","2017-01-05",11.41
"369","2017-01-06",11.34
"370","2017-01-09",11.29
"371","2017-01-10",11.58
"372","2017-01-11",11.5
"373","2017-01-12",11.31
"374","2017-01-13",11.21
"375","2017-01-17",11.47
"376","2017-01-18",11.35
"377","2017-01-19",10.8
"378","2017-01-20",10.85
"379","2017-01-23",10.61
"380","2017-01-24",10.61
"381","2017-01-25",10.97
"382","2017-01-26",10.45
"383","2017-01-27",10.15
"384","2017-01-30",9.96
"385","2017-01-31",10.05
"386","2017-02-01",9.91
"387","2017-02-02",9.89
"388","2017-02-03",10.19
"389","2017-02-06",9.91
"390","2017-02-07",9.72
"391","2017-02-08",9.75
"392","2017-02-09",10.06
"393","2017-02-10",10.22
"394","2017-02-13",9.97
"395","2017-02-14",10.04
"396","2017-02-15",10.03
"397","2017-02-16",9.89
"398","2017-02-17",10.15
"399","2017-02-21",10.24
"400","2017-02-22",10.21
"401","2017-02-23",9.95
"402","2017-02-24",10.05
"403","2017-02-27",10.11
"404","2017-02-28",9.6
"405","2017-03-01",10.15
"406","2017-03-02",10.02
"407","2017-03-03",9.71
"408","2017-03-06",9.31
"409","2017-03-07",9.17
"410","2017-03-08",9.6
"411","2017-03-09",9.46
"412","2017-03-10",9.56
"413","2017-03-13",9.38
"414","2017-03-14",9.53
"415","2017-03-15",9.59
"416","2017-03-16",9.62
"417","2017-03-17",9.77
"418","2017-03-20",9.6
"419","2017-03-21",9.39
"420","2017-03-22",9.43
"421","2017-03-23",9.56
"422","2017-03-24",9.38
"423","2017-03-27",9.5
"424","2017-03-28",9.46
"425","2017-03-29",9.84
"426","2017-03-30",9.68
"427","2017-03-31",9.59
"428","2017-04-03",9.47
"429","2017-04-04",9.38
"430","2017-04-05",9.43
"431","2017-04-06",9.48
"432","2017-04-07",9.86
"433","2017-04-10",9.92
"434","2017-04-11",9.91
"435","2017-04-12",9.66
"436","2017-04-13",9.62
"437","2017-04-17",9.72
"438","2017-04-18",9.88
"439","2017-04-19",10.12
"440","2017-04-20",10.42
"441","2017-04-21",10.3
"442","2017-04-24",10.38
"443","2017-04-25",10.38
"444","2017-04-26",10.74
"445","2017-04-27",10.64
"446","2017-04-28",10.41
"447","2017-05-01",10.34
"448","2017-05-02",10.32
"449","2017-05-03",10.3
"450","2017-05-04",10.31
"451","2017-05-05",10.29
"452","2017-05-08",10.41
"453","2017-05-09",10.33
"454","2017-05-10",10.37
"455","2017-05-11",10.16
"456","2017-05-12",9.82
"457","2017-05-15",9.52
"458","2017-05-16",9.35
"459","2017-05-17",9.1
"460","2017-05-18",9.1
"461","2017-05-19",9.14
"462","2017-05-22",9.35
"463","2017-05-23",9.25
"464","2017-05-24",9.24
"465","2017-05-25",9.47
"466","2017-05-26",9.42
"467","2017-05-30",9.42
"468","2017-05-31",9.49
"469","2017-06-01",9.96
"470","2017-06-02",10.03
"471","2017-06-05",9.94
"472","2017-06-06",9.77
"473","2017-06-07",9.59
"474","2017-06-08",9.89
"475","2017-06-09",10.23
"476","2017-06-12",10.31
"477","2017-06-13",10.22
"478","2017-06-14",10.21
"479","2017-06-15",10.14
"480","2017-06-16",10.31
"481","2017-06-19",10.22
"482","2017-06-20",10.42
"483","2017-06-21",10.36
"484","2017-06-22",10.63
"485","2017-06-23",11
"486","2017-06-26",10.81
"487","2017-06-27",10.76
"488","2017-06-28",10.82
"489","2017-06-29",10.73
"490","2017-06-30",10.63
"491","2017-07-03",10.76
"492","2017-07-05",10.76
"493","2017-07-06",10.18
"494","2017-07-07",10.23
"495","2017-07-10",9.67
"496","2017-07-11",10.04
"497","2017-07-12",8.89
"498","2017-07-13",7.97
"499","2017-07-14",7.76
"500","2017-07-17",7.79
"501","2017-07-18",7.85
"502","2017-07-19",7.8
"503","2017-07-20",7.91
"504","2017-07-21",7.53
"505","2017-07-24",7.19
"506","2017-07-25",7.5
"507","2017-07-26",7.55
"508","2017-07-27",7.5
"509","2017-07-28",7.42
"510","2017-07-31",7.23
"511","2017-08-01",7.2
"512","2017-08-02",7.08
"513","2017-08-03",7.1
"514","2017-08-04",7.26
"515","2017-08-07",7.04
"516","2017-08-08",7.11
"517","2017-08-09",6.92
"518","2017-08-10",6.71
"519","2017-08-11",6.84
"520","2017-08-14",6.93
"521","2017-08-15",6.68
"522","2017-08-16",6.83
"523","2017-08-17",6.79
"524","2017-08-18",6.92
"525","2017-08-21",6.83
"526","2017-08-22",7.02
"527","2017-08-23",6.79
"528","2017-08-24",6.9
"529","2017-08-25",6.98
"530","2017-08-28",6.94
"531","2017-08-29",6.82
"532","2017-08-30",5.61
"533","2017-08-31",5.18
"534","2017-09-01",5.51
"535","2017-09-05",5.22
"536","2017-09-06",5.2
"537","2017-09-07",5.32
"538","2017-09-08",5.59
"539","2017-09-11",5.5
"540","2017-09-12",5.83
"541","2017-09-13",5.89
"542","2017-09-14",5.88
"543","2017-09-15",6.28
"544","2017-09-18",6.21
"545","2017-09-19",5.87
"546","2017-09-20",6.09
"547","2017-09-21",6.09
"548","2017-09-22",6.28
"549","2017-09-25",6.49
"550","2017-09-26",6.64
"551","2017-09-27",6.54
"552","2017-09-28",6.51
"553","2017-09-29",6.51
"554","2017-10-02",6.52
"555","2017-10-03",6.61
"556","2017-10-04",6.58
"557","2017-10-05",6.74
"558","2017-10-06",6.68
"559","2017-10-09",6.42
"560","2017-10-10",6.37
"561","2017-10-11",6.28
"562","2017-10-12",6.12
"563","2017-10-13",6.19
"564","2017-10-16",6.24
"565","2017-10-17",6.48
"566","2017-10-18",6.68
"567","2017-10-19",6.55
"568","2017-10-20",6.68
"569","2017-10-23",6.55
"570","2017-10-24",6.56
"571","2017-10-25",6.61
"572","2017-10-26",6.62
"573","2017-10-27",6.46
"574","2017-10-30",6.19
"575","2017-10-31",5.45
"576","2017-11-01",5.56
"577","2017-11-02",5.26
"578","2017-11-03",5.28
"579","2017-11-06",5.3
"580","2017-11-07",5.08
"581","2017-11-08",5.1
"582","2017-11-09",5.18
"583","2017-11-10",5.28
"584","2017-11-13",5.15
"585","2017-11-14",5.19
"586","2017-11-15",5.01
"587","2017-11-16",5.4
"588","2017-11-17",5.52
"589","2017-11-20",5.66
"590","2017-11-21",5.68
"591","2017-11-22",5.62
"592","2017-11-24",5.68
"593","2017-11-27",5.59
"594","2017-11-28",5.89
"595","2017-11-29",6.34
"596","2017-11-30",6.04
"597","2017-12-01",6.09
"598","2017-12-04",6.29
"599","2017-12-05",7.73
"600","2017-12-06",7.7
"601","2017-12-07",7.96
"602","2017-12-08",7.49
"603","2017-12-11",7.82
"604","2017-12-12",8.42
"605","2017-12-13",8.25
"606","2017-12-14",8.05
"607","2017-12-15",8.28
"608","2017-12-18",8.84
"609","2017-12-19",8.36
"610","2017-12-20",8.57
"611","2017-12-21",8.5
"612","2017-12-22",8.43
"613","2017-12-26",8.42
"614","2017-12-27",8.29
"615","2017-12-28",8.35
"616","2017-12-29",8.24
"617","2018-01-02",8.48
"618","2018-01-03",8.22
"619","2018-01-04",8.1
"620","2018-01-05",7.76
"621","2018-01-08",7.65
"622","2018-01-09",7.49
"623","2018-01-10",7.55
"624","2018-01-11",7.68
"625","2018-01-12",7.63
"626","2018-01-16",7.33
"627","2018-01-17",7.38
"628","2018-01-18",7.45
"629","2018-01-19",7.7
"630","2018-01-22",7.71
"631","2018-01-23",7.53
"632","2018-01-24",7.29
"633","2018-01-25",7.17
"634","2018-01-26",6.89
"635","2018-01-29",6.85
"636","2018-01-30",6.74
"637","2018-01-31",6.65
"638","2018-02-01",6.71
"639","2018-02-02",6.3
"640","2018-02-05",6.19
"641","2018-02-06",6.34
"642","2018-02-07",6.52
"643","2018-02-08",6.5
"644","2018-02-09",6.58
"645","2018-02-12",6.5
"646","2018-02-13",6.43
"647","2018-02-14",6.63
"648","2018-02-15",6.79
"649","2018-02-16",6.94
"650","2018-02-20",6.68
"651","2018-02-21",6.84
"652","2018-02-22",6.98
"653","2018-02-23",7.37
"654","2018-02-26",7.6
"655","2018-02-27",7.58
"656","2018-02-28",7.3
"657","2018-03-01",7.35
"658","2018-03-02",7.11
"659","2018-03-05",7.2
"660","2018-03-06",7.16
"661","2018-03-07",7.25
"662","2018-03-08",6.7
"663","2018-03-09",6.55
"664","2018-03-12",6.83
"665","2018-03-13",6.86
"666","2018-03-14",6.69
"667","2018-03-15",6.65
"668","2018-03-16",6.86
"669","2018-03-19",6.84
"670","2018-03-20",6.81
"671","2018-03-21",6.78
"672","2018-03-22",6.64
"673","2018-03-23",6.44
"674","2018-03-26",6.62
"675","2018-03-27",6.63
"676","2018-03-28",6.74
"677","2018-03-29",6.89
"678","2018-04-02",6.59
"679","2018-04-03",6.73
"680","2018-04-04",6.91
"681","2018-04-05",7.05
"682","2018-04-06",7.03
"683","2018-04-09",7
"684","2018-04-10",7.18
"685","2018-04-11",7.21
"686","2018-04-12",7.04
"687","2018-04-13",6.95
"688","2018-04-16",7.19
"689","2018-04-17",7.42
"690","2018-04-18",7.47
"691","2018-04-19",7.4
"692","2018-04-20",7.37
"693","2018-04-23",7.4
"694","2018-04-24",7.37
"695","2018-04-25",7.36
"696","2018-04-26",7.41
"697","2018-04-27",7.42
"698","2018-04-30",7.19
"699","2018-05-01",7.08
"700","2018-05-02",6.99
"701","2018-05-03",6.83
"702","2018-05-04",6.87
"703","2018-05-07",6.54
"704","2018-05-08",6.52
"705","2018-05-09",6.25
"706","2018-05-10",6.31
"707","2018-05-11",6.32
"708","2018-05-14",6.17
"709","2018-05-15",6.03
"710","2018-05-16",6.11
"711","2018-05-17",6.14
"712","2018-05-18",6.1
"713","2018-05-21",6.17
"714","2018-05-22",6.34
"715","2018-05-23",6.48
"716","2018-05-24",6.45
"717","2018-05-25",6.39
"718","2018-05-29",6.37
"719","2018-05-30",6.42
"720","2018-05-31",6.34
"721","2018-06-01",6.38
"722","2018-06-04",6.25
"723","2018-06-05",6.45
"724","2018-06-06",6.5
"725","2018-06-07",6.57
"726","2018-06-08",6.57
"727","2018-06-11",6.59
"728","2018-06-12",6.58
"729","2018-06-13",6.52
"730","2018-06-14",6.44
"731","2018-06-15",6.46
"732","2018-06-18",6.4
"733","2018-06-19",6.49
"734","2018-06-20",6.76
"735","2018-06-21",7.66
"736","2018-06-22",7
"737","2018-06-25",6.52
"738","2018-06-26",6.16
"739","2018-06-27",6.1
"740","2018-06-28",5.86
"741","2018-06-29",5.64
"742","2018-07-02",5.6
"743","2018-07-03",5.37
"744","2018-07-05",5.41
"745","2018-07-06",5.4
"746","2018-07-09",5.44
"747","2018-07-10",5.4
"748","2018-07-11",5.37
"749","2018-07-12",5.4
"750","2018-07-13",5.47
"751","2018-07-16",5.46
"752","2018-07-17",5.33
"753","2018-07-18",5.34
"754","2018-07-19",5.53
"755","2018-07-20",5.37
"756","2018-07-23",5.28
"757","2018-07-24",5.65
"758","2018-07-25",5.65
"759","2018-07-26",5.4
"760","2018-07-27",5.36
"761","2018-07-30",5.59
"762","2018-07-31",5.62
"763","2018-08-01",5.6
"764","2018-08-02",5.65
"765","2018-08-03",5.82
"766","2018-08-06",5.77
"767","2018-08-07",5.83
"768","2018-08-08",5.92
"769","2018-08-09",6.16
"770","2018-08-10",6.29
"771","2018-08-13",6.16
"772","2018-08-14",6.28
"773","2018-08-15",6.23
"774","2018-08-16",6.24
"775","2018-08-17",6.42
"776","2018-08-20",6.48
"777","2018-08-21",6.35
"778","2018-08-22",5.34
"779","2018-08-23",5.44
"780","2018-08-24",5.24
"781","2018-08-27",5.07
"782","2018-08-28",5.37
"783","2018-08-29",5.91
"784","2018-08-30",5.58
"785","2018-08-31",5.98
"786","2018-09-04",5.92
"787","2018-09-05",6
"788","2018-09-06",5.56
"789","2018-09-07",5.69
"790","2018-09-10",5.67
"791","2018-09-11",5.65
"792","2018-09-12",5.4
"793","2018-09-13",5.4
"794","2018-09-14",5.62
"795","2018-09-17",5.44
"796","2018-09-18",5.56
"797","2018-09-19",5.65
"798","2018-09-20",5.76
"799","2018-09-21",5.7
"800","2018-09-24",5.57
"801","2018-09-25",5.44
"802","2018-09-26",5.58
"803","2018-09-27",5.67
"804","2018-09-28",5.76
"805","2018-10-01",5.6
"806","2018-10-02",5.49
"807","2018-10-03",5.5
"808","2018-10-04",5.51
"809","2018-10-05",5.61
"810","2018-10-08",5.74
"811","2018-10-09",5.88
"812","2018-10-10",5.89
"813","2018-10-11",5.88
"814","2018-10-12",5.67
"815","2018-10-15",5.76
"816","2018-10-16",6
"817","2018-10-17",6.31
"818","2018-10-18",6.3
"819","2018-10-19",6.29
"820","2018-10-22",6.31
"821","2018-10-23",6.11
"822","2018-10-24",5.81
"823","2018-10-25",5.98
"824","2018-10-26",5.92
"825","2018-10-29",5.81
"826","2018-10-30",5.85
"827","2018-10-31",5.71
"828","2018-11-01",5.76
"829","2018-11-02",6.05
"830","2018-11-05",6.17
"831","2018-11-06",6.18
"832","2018-11-07",6.27
"833","2018-11-08",6.33
"834","2018-11-09",6.22
"835","2018-11-12",6.17
"836","2018-11-13",6.3
"837","2018-11-14",6.28
"838","2018-11-15",6.63
"839","2018-11-16",6.67
"840","2018-11-19",6.38
"841","2018-11-20",6.36
"842","2018-11-21",6.55
"843","2018-11-23",6.63
"844","2018-11-26",6.45
"845","2018-11-27",6.55
"846","2018-11-28",6.67
"847","2018-11-29",6.66
"848","2018-11-30",6.67
"849","2018-12-03",6.45
"850","2018-12-04",4.47
"851","2018-12-06",4.8
"852","2018-12-07",4.66
"853","2018-12-10",4.86
"854","2018-12-11",4.82
"855","2018-12-12",4.6
"856","2018-12-13",4.3
"857","2018-12-14",4.22
"858","2018-12-17",4
"859","2018-12-18",4.11
"860","2018-12-19",3.89
"861","2018-12-20",3.82
"862","2018-12-21",3.83
"863","2018-12-24",3.69
"864","2018-12-26",3.72
"865","2018-12-27",3.83
"866","2018-12-28",3.94
"867","2018-12-31",4.01
"868","2019-01-02",4.33
"869","2019-01-03",4.21
"870","2019-01-04",4.53
"871","2019-01-07",4.6
"872","2019-01-08",4.9
"873","2019-01-09",4.73
"874","2019-01-10",4.7
"875","2019-01-11",5.11
"876","2019-01-14",5.23
"877","2019-01-15",5.17
"878","2019-01-16",5.39
"879","2019-01-17",5.16
"880","2019-01-18",5.26
"881","2019-01-22",5.37
"882","2019-01-23",5.39
"883","2019-01-24",5.59
"884","2019-01-25",5.71
"885","2019-01-28",5.69
"886","2019-01-29",5.73
"887","2019-01-30",5.71
"888","2019-01-31",5.72
"889","2019-02-01",5.6
"890","2019-02-04",5.74
"891","2019-02-05",5.7
"892","2019-02-06",5.6
"893","2019-02-07",5.63
"894","2019-02-08",5.89
"895","2019-02-11",5.93
"896","2019-02-12",6.2
"897","2019-02-13",6.38
"898","2019-02-14",6.4
"899","2019-02-15",6.41
"900","2019-02-19",6.69
"901","2019-02-20",6.99
"902","2019-02-21",6.99
"903","2019-02-22",7.31
"904","2019-02-25",7.4
"905","2019-02-26",7.39
"906","2019-02-27",6.87
"907","2019-02-28",6.89
"908","2019-03-01",7.11
"909","2019-03-04",6.84
"910","2019-03-05",4.64
"911","2019-03-06",4.44
"912","2019-03-07",4.32
"913","2019-03-08",4.23
"914","2019-03-11",4.14
"915","2019-03-12",4.39
"916","2019-03-13",4.7
"917","2019-03-14",4.58
"918","2019-03-15",4.81
"919","2019-03-18",4.92
"920","2019-03-19",4.85
"921","2019-03-20",4.83
"922","2019-03-21",4.72
"923","2019-03-22",4.55
"924","2019-03-25",4.62
"925","2019-03-26",4.44
"926","2019-03-27",4.57
"927","2019-03-28",4.6
"928","2019-03-29",4.2
"929","2019-04-01",4.4
"930","2019-04-02",4.38
"931","2019-04-03",4.53
"932","2019-04-04",4.64
"933","2019-04-05",4.76
"934","2019-04-08",4.77
"935","2019-04-09",4.59
"936","2019-04-10",4.7
"937","2019-04-11",4.67
"938","2019-04-12",4.52
"939","2019-04-15",4.48
"940","2019-04-16",4.44
"941","2019-04-17",4.36
"942","2019-04-18",4.39
"943","2019-04-22",4.2
"944","2019-04-23",4.29
"945","2019-04-24",4.45
"946","2019-04-25",4.35
"947","2019-04-26",4.4
"948","2019-04-29",4.37
"949","2019-04-30",4.3
"950","2019-05-01",4.38
"951","2019-05-02",4.11
"952","2019-05-03",4.27
"953","2019-05-06",4.24
"954","2019-05-07",4
"955","2019-05-08",4.09
"956","2019-05-09",4.09
"957","2019-05-10",4.06
"958","2019-05-13",3.84
"959","2019-05-14",3.95
"960","2019-05-15",3.86
"961","2019-05-16",3.71
"962","2019-05-17",3.66
"963","2019-05-20",3.5
"964","2019-05-21",3.46
"965","2019-05-22",3.48
"966","2019-05-23",3.53
"967","2019-05-24",3.39
"968","2019-05-28",3.4
"969","2019-05-29",3.36
"970","2019-05-30",3.3
"971","2019-05-31",3.17
"972","2019-06-03",3.19
"973","2019-06-04",3.18
"974","2019-06-05",3.15
"975","2019-06-06",3.05
"976","2019-06-07",3.24
"977","2019-06-10",3.31
"978","2019-06-11",3.33
"979","2019-06-12",3.3
"980","2019-06-13",3.46
"981","2019-06-14",3.4
"982","2019-06-17",3.31
"983","2019-06-18",3.3
"984","2019-06-19",3.15
"985","2019-06-20",3.08
"986","2019-06-21",3.14
"987","2019-06-24",2.98
"988","2019-06-25",3.14
"989","2019-06-26",3.59
"990","2019-06-27",3.46
"991","2019-06-28",3.36
"992","2019-07-01",3.32
"993","2019-07-02",3.15
"994","2019-07-03",3.24
"995","2019-07-05",3.39
"996","2019-07-08",3.39
"997","2019-07-09",3.36
"998","2019-07-10",3.41
"999","2019-07-11",3.51
"1000","2019-07-12",3.56
