"","date","MOMO"
"200","2015-09-28",12.05
"201","2015-09-29",12.11
"202","2015-09-30",12.5
"203","2015-10-01",12.49
"204","2015-10-02",13
"205","2015-10-05",13
"206","2015-10-06",13
"207","2015-10-07",12.98
"208","2015-10-08",12.98
"209","2015-10-09",12.62
"210","2015-10-12",13.5
"211","2015-10-13",13.32
"212","2015-10-14",12.78
"213","2015-10-15",13.01
"214","2015-10-16",13.11
"215","2015-10-19",13.19
"216","2015-10-20",13.14
"217","2015-10-21",12.86
"218","2015-10-22",12.69
"219","2015-10-23",12.75
"220","2015-10-26",12.65
"221","2015-10-27",12.84
"222","2015-10-28",12.78
"223","2015-10-29",13.27
"224","2015-10-30",13.43
"225","2015-11-02",12.89
"226","2015-11-03",13.34
"227","2015-11-04",13.79
"228","2015-11-05",13.42
"229","2015-11-06",14.19
"230","2015-11-09",13.3
"231","2015-11-10",13.18
"232","2015-11-11",12.78
"233","2015-11-12",13.25
"234","2015-11-13",12.67
"235","2015-11-16",12.62
"236","2015-11-17",12.6
"237","2015-11-18",12.63
"238","2015-11-19",12.82
"239","2015-11-20",12.9
"240","2015-11-23",13.95
"241","2015-11-24",13.42
"242","2015-11-25",13.4
"243","2015-11-27",13.2
"244","2015-11-30",13.27
"245","2015-12-01",13.96
"246","2015-12-02",13.93
"247","2015-12-03",14.09
"248","2015-12-04",14.23
"249","2015-12-07",15.14
"250","2015-12-08",15.15
"251","2015-12-09",14.99
"252","2015-12-10",14.92
"253","2015-12-11",14.68
"254","2015-12-14",15.02
"255","2015-12-15",15.47
"256","2015-12-16",15.67
"257","2015-12-17",15.32
"258","2015-12-18",15.65
"259","2015-12-21",16.049999
"260","2015-12-22",16.459999
"261","2015-12-23",16.42
"262","2015-12-24",16.49
"263","2015-12-28",16.040001
"264","2015-12-29",16.129999
"265","2015-12-30",16.049999
"266","2015-12-31",16.02
"267","2016-01-04",15.46
"268","2016-01-05",15.64
"269","2016-01-06",15.55
"270","2016-01-07",14.41
"271","2016-01-08",14.33
"272","2016-01-11",13.44
"273","2016-01-12",13.79
"274","2016-01-13",13.6
"275","2016-01-14",13.51
"276","2016-01-15",12.99
"277","2016-01-19",12.8
"278","2016-01-20",12.29
"279","2016-01-21",12.48
"280","2016-01-22",12.4
"281","2016-01-25",12.08
"282","2016-01-26",12.37
"283","2016-01-27",11.93
"284","2016-01-28",11.75
"285","2016-01-29",11.91
"286","2016-02-01",11.76
"287","2016-02-02",11.17
"288","2016-02-03",10.64
"289","2016-02-04",10.87
"290","2016-02-05",10.43
"291","2016-02-08",9.48
"292","2016-02-09",8.09
"293","2016-02-10",7.94
"294","2016-02-11",7.79
"295","2016-02-12",7.49
"296","2016-02-16",8.77
"297","2016-02-17",9.15
"298","2016-02-18",9.02
"299","2016-02-19",9.26
"300","2016-02-22",10.02
"301","2016-02-23",12
"302","2016-02-24",12.09
"303","2016-02-25",11.93
"304","2016-02-26",11.96
"305","2016-02-29",11.78
"306","2016-03-01",12.01
"307","2016-03-02",12.16
"308","2016-03-03",12.65
"309","2016-03-04",13.58
"310","2016-03-07",13.34
"311","2016-03-08",13.51
"312","2016-03-09",13.52
"313","2016-03-10",12.81
"314","2016-03-11",13.14
"315","2016-03-14",13.16
"316","2016-03-15",12.04
"317","2016-03-16",12.25
"318","2016-03-17",11.97
"319","2016-03-18",12.79
"320","2016-03-21",12.88
"321","2016-03-22",12.73
"322","2016-03-23",12.17
"323","2016-03-24",12.18
"324","2016-03-28",11.91
"325","2016-03-29",11.51
"326","2016-03-30",11.43
"327","2016-03-31",11.24
"328","2016-04-01",10.93
"329","2016-04-04",12.19
"330","2016-04-05",12.04
"331","2016-04-06",16.09
"332","2016-04-07",16.309999
"333","2016-04-08",16.42
"334","2016-04-11",16.58
"335","2016-04-12",16.41
"336","2016-04-13",16.41
"337","2016-04-14",16.43
"338","2016-04-15",16.49
"339","2016-04-18",16.629999
"340","2016-04-19",16.51
"341","2016-04-20",16.51
"342","2016-04-21",16.52
"343","2016-04-22",16.450001
"344","2016-04-25",16.49
"345","2016-04-26",16.530001
"346","2016-04-27",16.5
"347","2016-04-28",16.51
"348","2016-04-29",16.440001
"349","2016-05-02",16.459999
"350","2016-05-03",16.440001
"351","2016-05-04",16.459999
"352","2016-05-05",15.57
"353","2016-05-06",14.58
"354","2016-05-09",12.27
"355","2016-05-10",13.08
"356","2016-05-11",10.76
"357","2016-05-12",11.4
"358","2016-05-13",11.68
"359","2016-05-16",12.01
"360","2016-05-17",12.99
"361","2016-05-18",13.04
"362","2016-05-19",12.16
"363","2016-05-20",12.67
"364","2016-05-23",12.35
"365","2016-05-24",12.9
"366","2016-05-25",11.99
"367","2016-05-26",12.34
"368","2016-05-27",12.57
"369","2016-05-31",12.78
"370","2016-06-01",12.63
"371","2016-06-02",12.67
"372","2016-06-03",12.53
"373","2016-06-06",12.92
"374","2016-06-07",12.82
"375","2016-06-08",12.61
"376","2016-06-09",12.54
"377","2016-06-10",12.18
"378","2016-06-13",12.37
"379","2016-06-14",12.02
"380","2016-06-15",12.08
"381","2016-06-16",11.17
"382","2016-06-17",11.45
"383","2016-06-20",11.51
"384","2016-06-21",11.22
"385","2016-06-22",10.75
"386","2016-06-23",10.74
"387","2016-06-24",10.7
"388","2016-06-27",10.24
"389","2016-06-28",10.43
"390","2016-06-29",10.18
"391","2016-06-30",10.11
"392","2016-07-01",9.95
"393","2016-07-05",9.36
"394","2016-07-06",9.91
"395","2016-07-07",11.65
"396","2016-07-08",11.68
"397","2016-07-11",12.55
"398","2016-07-12",12.62
"399","2016-07-13",12.21
"400","2016-07-14",12.69
"401","2016-07-15",12.5
"402","2016-07-18",12.76
"403","2016-07-19",12.77
"404","2016-07-20",13.1
"405","2016-07-21",12.98
"406","2016-07-22",13.15
"407","2016-07-25",13.53
"408","2016-07-26",13.5
"409","2016-07-27",13.39
"410","2016-07-28",13.21
"411","2016-07-29",13.23
"412","2016-08-01",14.44
"413","2016-08-02",15.01
"414","2016-08-03",14.92
"415","2016-08-04",14.88
"416","2016-08-05",14.71
"417","2016-08-08",14.92
"418","2016-08-09",14.89
"419","2016-08-10",14.79
"420","2016-08-11",14.94
"421","2016-08-12",15
"422","2016-08-15",16.129999
"423","2016-08-16",16.09
"424","2016-08-17",15.58
"425","2016-08-18",16.01
"426","2016-08-19",16.040001
"427","2016-08-22",17.309999
"428","2016-08-23",19.799999
"429","2016-08-24",19.610001
"430","2016-08-25",20.940001
"431","2016-08-26",21.6
"432","2016-08-29",22.01
"433","2016-08-30",22.610001
"434","2016-08-31",24.01
"435","2016-09-01",24
"436","2016-09-02",24.48
"437","2016-09-06",24.280001
"438","2016-09-07",24.02
"439","2016-09-08",24.469999
"440","2016-09-09",21.66
"441","2016-09-12",23.59
"442","2016-09-13",22.5
"443","2016-09-14",22.92
"444","2016-09-15",23.620001
"445","2016-09-16",24.030001
"446","2016-09-19",23.49
"447","2016-09-20",23.639999
"448","2016-09-21",23.469999
"449","2016-09-22",23.67
"450","2016-09-23",23.549999
"451","2016-09-26",22.48
"452","2016-09-27",23.299999
"453","2016-09-28",23.059999
"454","2016-09-29",22.799999
"455","2016-09-30",22.5
"456","2016-10-03",22.09
"457","2016-10-04",24.48
"458","2016-10-05",24.85
"459","2016-10-06",24.41
"460","2016-10-07",23.6
"461","2016-10-10",26.18
"462","2016-10-11",24.82
"463","2016-10-12",24.290001
"464","2016-10-13",24.110001
"465","2016-10-14",23.5
"466","2016-10-17",23.51
"467","2016-10-18",24.09
"468","2016-10-19",24.25
"469","2016-10-20",24.639999
"470","2016-10-21",24.48
"471","2016-10-24",26.610001
"472","2016-10-25",26.51
"473","2016-10-26",26.08
"474","2016-10-27",25.43
"475","2016-10-28",25.540001
"476","2016-10-31",24.08
"477","2016-11-01",23.815001
"478","2016-11-02",23.285
"479","2016-11-03",23.700001
"480","2016-11-04",23.83
"481","2016-11-07",26.719999
"482","2016-11-08",23.25
"483","2016-11-09",23.51
"484","2016-11-10",22.035
"485","2016-11-11",21.84
"486","2016-11-14",20.110001
"487","2016-11-15",20.52
"488","2016-11-16",21.719999
"489","2016-11-17",21.35
"490","2016-11-18",21.299999
"491","2016-11-21",21.41
"492","2016-11-22",21.290001
"493","2016-11-23",21.690001
"494","2016-11-25",21.49
"495","2016-11-28",20.9
"496","2016-11-29",21.85
"497","2016-11-30",21.525
"498","2016-12-01",20.65
"499","2016-12-02",20.85
"500","2016-12-05",20.6
"501","2016-12-06",20.360001
"502","2016-12-07",20.870001
"503","2016-12-08",20.870001
"504","2016-12-09",20.5
"505","2016-12-12",20.450001
"506","2016-12-13",20.02
"507","2016-12-14",19.4
"508","2016-12-15",18.1
"509","2016-12-16",18.08
"510","2016-12-19",17.16
"511","2016-12-20",17.77
"512","2016-12-21",18.559999
"513","2016-12-22",18.34
"514","2016-12-23",18.889999
"515","2016-12-27",19.01
"516","2016-12-28",18.790001
"517","2016-12-29",18.360001
"518","2016-12-30",18.379999
"519","2017-01-03",18.299999
"520","2017-01-04",19.24
"521","2017-01-05",20.52
"522","2017-01-06",20.370001
"523","2017-01-09",21.27
"524","2017-01-10",22.07
"525","2017-01-11",21.719999
"526","2017-01-12",21.559999
"527","2017-01-13",22.030001
"528","2017-01-17",21.77
"529","2017-01-18",21.99
"530","2017-01-19",21.950001
"531","2017-01-20",21.860001
"532","2017-01-23",23.42
"533","2017-01-24",23.549999
"534","2017-01-25",23.645
"535","2017-01-26",22.950001
"536","2017-01-27",22.9
"537","2017-01-30",22.48
"538","2017-01-31",22.73
"539","2017-02-01",22.77
"540","2017-02-02",23.15
"541","2017-02-03",23.129999
"542","2017-02-06",22.879999
"543","2017-02-07",22.77
"544","2017-02-08",24.99
"545","2017-02-09",24.879999
"546","2017-02-10",24.610001
"547","2017-02-13",25.4
"548","2017-02-14",25.41
"549","2017-02-15",26.26
"550","2017-02-16",26.799999
"551","2017-02-17",27
"552","2017-02-21",27.77
"553","2017-02-22",26.93
"554","2017-02-23",25.719999
"555","2017-02-24",25.860001
"556","2017-02-27",25.9
"557","2017-02-28",26.639999
"558","2017-03-01",27.51
"559","2017-03-02",26.610001
"560","2017-03-03",26.870001
"561","2017-03-06",26.610001
"562","2017-03-07",30
"563","2017-03-08",34.189999
"564","2017-03-09",30.049999
"565","2017-03-10",30.780001
"566","2017-03-13",31.379999
"567","2017-03-14",33.66
"568","2017-03-15",33.849998
"569","2017-03-16",34.73
"570","2017-03-17",35.009998
"571","2017-03-20",34.25
"572","2017-03-21",32.139999
"573","2017-03-22",32.810001
"574","2017-03-23",33.290001
"575","2017-03-24",33.330002
"576","2017-03-27",34.240002
"577","2017-03-28",33.799999
"578","2017-03-29",34.110001
"579","2017-03-30",35.52
"580","2017-03-31",34.07
"581","2017-04-03",34.84
"582","2017-04-04",33.970001
"583","2017-04-05",32.889999
"584","2017-04-06",34.560001
"585","2017-04-07",34.93
"586","2017-04-10",37.5
"587","2017-04-11",37.369999
"588","2017-04-12",37.860001
"589","2017-04-13",38.18
"590","2017-04-17",38.400002
"591","2017-04-18",36.77
"592","2017-04-19",37.209999
"593","2017-04-20",38.060001
"594","2017-04-21",38.32
"595","2017-04-24",38.450001
"596","2017-04-25",38.16
"597","2017-04-26",37.43
"598","2017-04-27",38.380001
"599","2017-04-28",37.98
"600","2017-05-01",39.43
"601","2017-05-02",39.540001
"602","2017-05-03",38.299999
"603","2017-05-04",38.66
"604","2017-05-05",39.119999
"605","2017-05-08",38.575001
"606","2017-05-09",38.580002
"607","2017-05-10",38.220001
"608","2017-05-11",38.41
"609","2017-05-12",40.139999
"610","2017-05-15",40.110001
"611","2017-05-16",43.82
"612","2017-05-17",40.279999
"613","2017-05-18",41.41
"614","2017-05-19",43.580002
"615","2017-05-22",42.830002
"616","2017-05-23",41.07
"617","2017-05-24",38.639999
"618","2017-05-25",38.41
"619","2017-05-26",39.139999
"620","2017-05-30",37.189999
"621","2017-05-31",38.040001
"622","2017-06-01",37.34
"623","2017-06-02",38.07
"624","2017-06-05",40.080002
"625","2017-06-06",40.709999
"626","2017-06-07",40.32
"627","2017-06-08",39.990002
"628","2017-06-09",37.439999
"629","2017-06-12",37.59
"630","2017-06-13",38.049999
"631","2017-06-14",36.540001
"632","2017-06-15",36.32
"633","2017-06-16",36.889999
"634","2017-06-19",37.700001
"635","2017-06-20",37.889999
"636","2017-06-21",38.700001
"637","2017-06-22",38.93
"638","2017-06-23",39.349998
"639","2017-06-26",39.380001
"640","2017-06-27",37.060001
"641","2017-06-28",37.959999
"642","2017-06-29",37.07
"643","2017-06-30",36.959999
"644","2017-07-03",36.939999
"645","2017-07-05",38.080002
"646","2017-07-06",38.810001
"647","2017-07-07",39.27
"648","2017-07-10",40.740002
"649","2017-07-11",41.09
"650","2017-07-12",41.869999
"651","2017-07-13",40.759998
"652","2017-07-14",41.369999
"653","2017-07-17",40.84
"654","2017-07-18",42
"655","2017-07-19",42
"656","2017-07-20",42.330002
"657","2017-07-21",42.169998
"658","2017-07-24",43.990002
"659","2017-07-25",44.049999
"660","2017-07-26",44.009998
"661","2017-07-27",43.189999
"662","2017-07-28",44.060001
"663","2017-07-31",43.93
"664","2017-08-01",45.040001
"665","2017-08-02",43.900002
"666","2017-08-03",44.549999
"667","2017-08-04",44.049999
"668","2017-08-07",45.990002
"669","2017-08-08",45.799999
"670","2017-08-09",45.349998
"671","2017-08-10",42.57
"672","2017-08-11",42.099998
"673","2017-08-14",44.580002
"674","2017-08-15",44.23
"675","2017-08-16",44.119999
"676","2017-08-17",44.009998
"677","2017-08-18",43.82
"678","2017-08-21",45.080002
"679","2017-08-22",36.02
"680","2017-08-23",36.740002
"681","2017-08-24",37.98
"682","2017-08-25",35.59
"683","2017-08-28",33.880001
"684","2017-08-29",34.080002
"685","2017-08-30",36.07
"686","2017-08-31",38.529999
"687","2017-09-01",38.200001
"688","2017-09-05",37.93
"689","2017-09-06",37.599998
"690","2017-09-07",37.82
"691","2017-09-08",37.709999
"692","2017-09-11",38.150002
"693","2017-09-12",37.970001
"694","2017-09-13",37.310001
"695","2017-09-14",36.790001
"696","2017-09-15",36.57
"697","2017-09-18",36.900002
"698","2017-09-19",36.09
"699","2017-09-20",35.060001
"700","2017-09-21",35.419998
"701","2017-09-22",34.970001
"702","2017-09-25",33.650002
"703","2017-09-26",32.5
"704","2017-09-27",32.669998
"705","2017-09-28",32.439999
"706","2017-09-29",31.34
"707","2017-10-02",31.91
"708","2017-10-03",32.279999
"709","2017-10-04",31.77
"710","2017-10-05",31.41
"711","2017-10-06",31.969999
"712","2017-10-09",31.469999
"713","2017-10-10",32.049999
"714","2017-10-11",32.779999
"715","2017-10-12",32.139999
"716","2017-10-13",32.830002
"717","2017-10-16",34.380001
"718","2017-10-17",33.349998
"719","2017-10-18",33.98
"720","2017-10-19",32.810001
"721","2017-10-20",31.889999
"722","2017-10-23",31.58
"723","2017-10-24",31.24
"724","2017-10-25",29.559999
"725","2017-10-26",29.27
"726","2017-10-27",29.43
"727","2017-10-30",29.459999
"728","2017-10-31",30.469999
"729","2017-11-01",30.360001
"730","2017-11-02",30.280001
"731","2017-11-03",29.799999
"732","2017-11-06",29.32
"733","2017-11-07",28.26
"734","2017-11-08",28.450001
"735","2017-11-09",28.959999
"736","2017-11-10",28.35
"737","2017-11-13",29.879999
"738","2017-11-14",29.190001
"739","2017-11-15",30.59
"740","2017-11-16",32.16
"741","2017-11-17",31.219999
"742","2017-11-20",32.939999
"743","2017-11-21",32.310001
"744","2017-11-22",32.110001
"745","2017-11-24",32.139999
"746","2017-11-27",30.9
"747","2017-11-28",25.08
"748","2017-11-29",25.51
"749","2017-11-30",24
"750","2017-12-01",22.559999
"751","2017-12-04",24.799999
"752","2017-12-05",23.84
"753","2017-12-06",23.440001
"754","2017-12-07",23.799999
"755","2017-12-08",24.440001
"756","2017-12-11",24.77
"757","2017-12-12",24.75
"758","2017-12-13",24.77
"759","2017-12-14",24.889999
"760","2017-12-15",25.08
"761","2017-12-18",25.360001
"762","2017-12-19",25.860001
"763","2017-12-20",26.02
"764","2017-12-21",25.469999
"765","2017-12-22",25.42
"766","2017-12-26",25.23
"767","2017-12-27",25.620001
"768","2017-12-28",25.120001
"769","2017-12-29",24.48
"770","2018-01-02",25.860001
"771","2018-01-03",25.9
"772","2018-01-04",26.870001
"773","2018-01-05",27.83
"774","2018-01-08",27.940001
"775","2018-01-09",27.200001
"776","2018-01-10",26.790001
"777","2018-01-11",26.870001
"778","2018-01-12",26.469999
"779","2018-01-16",25.129999
"780","2018-01-17",27.950001
"781","2018-01-18",27.41
"782","2018-01-19",28.6
"783","2018-01-22",28.709999
"784","2018-01-23",29.049999
"785","2018-01-24",29
"786","2018-01-25",29.76
"787","2018-01-26",30.299999
"788","2018-01-29",31.690001
"789","2018-01-30",31.02
"790","2018-01-31",31.530001
"791","2018-02-01",31.01
"792","2018-02-02",29.83
"793","2018-02-05",28.51
"794","2018-02-06",28.08
"795","2018-02-07",27.799999
"796","2018-02-08",26.379999
"797","2018-02-09",27.65
"798","2018-02-12",28.32
"799","2018-02-13",28.290001
"800","2018-02-14",30.549999
"801","2018-02-15",30.84
"802","2018-02-16",31.049999
"803","2018-02-20",32.360001
"804","2018-02-21",31.969999
"805","2018-02-22",30.530001
"806","2018-02-23",35.75
"807","2018-02-26",34.200001
"808","2018-02-27",33.48
"809","2018-02-28",33.049999
"810","2018-03-01",31.83
"811","2018-03-02",32.889999
"812","2018-03-05",33.27
"813","2018-03-06",33.970001
"814","2018-03-07",37.02
"815","2018-03-08",35.740002
"816","2018-03-09",37.540001
"817","2018-03-12",37.040001
"818","2018-03-13",36.82
"819","2018-03-14",37.27
"820","2018-03-15",37.849998
"821","2018-03-16",37.200001
"822","2018-03-19",36.98
"823","2018-03-20",38.759998
"824","2018-03-21",39.82
"825","2018-03-22",38.900002
"826","2018-03-23",38.900002
"827","2018-03-26",38.860001
"828","2018-03-27",36.02
"829","2018-03-28",35.610001
"830","2018-03-29",37.380001
"831","2018-04-02",36.66
"832","2018-04-03",37.290001
"833","2018-04-04",37.150002
"834","2018-04-05",37.07
"835","2018-04-06",36.400002
"836","2018-04-09",36.790001
"837","2018-04-10",36.950001
"838","2018-04-11",37.400002
"839","2018-04-12",35.389999
"840","2018-04-13",34.669998
"841","2018-04-16",34.389999
"842","2018-04-17",35.419998
"843","2018-04-18",35.450001
"844","2018-04-19",35.759998
"845","2018-04-20",36.330002
"846","2018-04-23",36.580002
"847","2018-04-24",35.060001
"848","2018-04-25",34.299999
"849","2018-04-26",35.720001
"850","2018-04-27",35.75
"851","2018-04-30",34.900002
"852","2018-05-01",35.580002
"853","2018-05-02",35.43
"854","2018-05-03",35.080002
"855","2018-05-04",35.360001
"856","2018-05-07",38.029999
"857","2018-05-08",38.23
"858","2018-05-09",37.560001
"859","2018-05-10",38.43
"860","2018-05-11",37.73
"861","2018-05-14",37.75
"862","2018-05-15",37.360001
"863","2018-05-16",37.299999
"864","2018-05-17",38.310001
"865","2018-05-18",39.740002
"866","2018-05-21",39.889999
"867","2018-05-22",39.610001
"868","2018-05-23",39.459999
"869","2018-05-24",39.310001
"870","2018-05-25",38.950001
"871","2018-05-29",44.860001
"872","2018-05-30",43.130001
"873","2018-05-31",45.919998
"874","2018-06-01",49.599998
"875","2018-06-04",50.299999
"876","2018-06-05",49.73
"877","2018-06-06",50.09
"878","2018-06-07",49.369999
"879","2018-06-08",52.009998
"880","2018-06-11",52.860001
"881","2018-06-12",52.98
"882","2018-06-13",53.23
"883","2018-06-14",53.860001
"884","2018-06-15",53.599998
"885","2018-06-18",53.130001
"886","2018-06-19",51.09
"887","2018-06-20",51.91
"888","2018-06-21",50.880001
"889","2018-06-22",50.779999
"890","2018-06-25",48.169998
"891","2018-06-26",45.34
"892","2018-06-27",42.860001
"893","2018-06-28",44.419998
"894","2018-06-29",43.5
"895","2018-07-02",44.720001
"896","2018-07-03",44.07
"897","2018-07-05",44.200001
"898","2018-07-06",46.439999
"899","2018-07-09",46.650002
"900","2018-07-10",45.200001
"901","2018-07-11",44
"902","2018-07-12",45.380001
"903","2018-07-13",43.959999
"904","2018-07-16",44.384998
"905","2018-07-17",45.439999
"906","2018-07-18",45.619999
"907","2018-07-19",44.580002
"908","2018-07-20",45.470001
"909","2018-07-23",45.990002
"910","2018-07-24",42.299999
"911","2018-07-25",43.169998
"912","2018-07-26",43.119999
"913","2018-07-27",41.880001
"914","2018-07-30",40.009998
"915","2018-07-31",41.02
"916","2018-08-01",41.040001
"917","2018-08-02",40.060001
"918","2018-08-03",40.400002
"919","2018-08-06",39.919998
"920","2018-08-07",40.889999
"921","2018-08-08",41.310001
"922","2018-08-09",41.849998
"923","2018-08-10",42.279999
"924","2018-08-13",40.509998
"925","2018-08-14",36.950001
"926","2018-08-15",36.18
"927","2018-08-16",37.549999
"928","2018-08-17",38.150002
"929","2018-08-20",39.299999
"930","2018-08-21",40.490002
"931","2018-08-22",43.959999
"932","2018-08-23",43.990002
"933","2018-08-24",43.84
"934","2018-08-27",46.91
"935","2018-08-28",47.66
"936","2018-08-29",47.560001
"937","2018-08-30",44.830002
"938","2018-08-31",46.290001
"939","2018-09-04",47.240002
"940","2018-09-05",45.23
"941","2018-09-06",44
"942","2018-09-07",45.150002
"943","2018-09-10",42.799999
"944","2018-09-11",42.599998
"945","2018-09-12",43.93
"946","2018-09-13",46.869999
"947","2018-09-14",47.369999
"948","2018-09-17",46.009998
"949","2018-09-18",48.25
"950","2018-09-19",47.73
"951","2018-09-20",46.509998
"952","2018-09-21",46.439999
"953","2018-09-24",45.32
"954","2018-09-25",46.18
"955","2018-09-26",45.950001
"956","2018-09-27",44.220001
"957","2018-09-28",43.799999
"958","2018-10-01",44.040001
"959","2018-10-02",41.799999
"960","2018-10-03",42.389999
"961","2018-10-04",39.110001
"962","2018-10-05",39.119999
"963","2018-10-08",38.02
"964","2018-10-09",37.68
"965","2018-10-10",35.060001
"966","2018-10-11",35.509998
"967","2018-10-12",37.650002
"968","2018-10-15",38.02
"969","2018-10-16",37.59
"970","2018-10-17",34.5
"971","2018-10-18",32.639999
"972","2018-10-19",30.459999
"973","2018-10-22",32.080002
"974","2018-10-23",31.85
"975","2018-10-24",30.139999
