"","date","PNM"
"1","2007-01-03",31.190001
"2","2007-01-04",31.24
"3","2007-01-05",30.360001
"4","2007-01-08",30.5
"5","2007-01-09",30.440001
"6","2007-01-10",30.469999
"7","2007-01-11",30.51
"8","2007-01-12",30.25
"9","2007-01-16",29.940001
"10","2007-01-17",29.65
"11","2007-01-18",29.99
"12","2007-01-19",30.360001
"13","2007-01-22",30.440001
"14","2007-01-23",30.709999
"15","2007-01-24",30.700001
"16","2007-01-25",30.190001
"17","2007-01-26",30.379999
"18","2007-01-29",30.469999
"19","2007-01-30",30.27
"20","2007-01-31",30.48
"21","2007-02-01",30.790001
"22","2007-02-02",30.75
"23","2007-02-05",30.950001
"24","2007-02-06",30.98
"25","2007-02-07",31.280001
"26","2007-02-08",31.200001
"27","2007-02-09",31.129999
"28","2007-02-12",31.139999
"29","2007-02-13",31.389999
"30","2007-02-14",30.700001
"31","2007-02-15",30.58
"32","2007-02-16",30.5
"33","2007-02-20",30.639999
"34","2007-02-21",30.709999
"35","2007-02-22",30.74
"36","2007-02-23",30.84
"37","2007-02-26",31.360001
"38","2007-02-27",30.389999
"39","2007-02-28",30.559999
"40","2007-03-01",30.709999
"41","2007-03-02",30.33
"42","2007-03-05",29.639999
"43","2007-03-06",30.09
"44","2007-03-07",29.950001
"45","2007-03-08",29.91
"46","2007-03-09",30.120001
"47","2007-03-12",30.41
"48","2007-03-13",29.84
"49","2007-03-14",30.200001
"50","2007-03-15",30.49
"51","2007-03-16",30.26
"52","2007-03-19",30.799999
"53","2007-03-20",31.389999
"54","2007-03-21",31.809999
"55","2007-03-22",31.52
"56","2007-03-23",32.02
"57","2007-03-26",32.189999
"58","2007-03-27",32.389999
"59","2007-03-28",32.419998
"60","2007-03-29",32.540001
"61","2007-03-30",32.299999
"62","2007-04-02",32.970001
"63","2007-04-03",32.900002
"64","2007-04-04",32.98
"65","2007-04-05",33.389999
"66","2007-04-09",33.150002
"67","2007-04-10",33.639999
"68","2007-04-11",33.25
"69","2007-04-12",33.07
"70","2007-04-13",32.959999
"71","2007-04-16",33.310001
"72","2007-04-17",33.279999
"73","2007-04-18",33.18
"74","2007-04-19",33.009998
"75","2007-04-20",33.25
"76","2007-04-23",33.459999
"77","2007-04-24",33.650002
"78","2007-04-25",34
"79","2007-04-26",33.689999
"80","2007-04-27",33.349998
"81","2007-04-30",32.549999
"82","2007-05-01",32.919998
"83","2007-05-02",32.990002
"84","2007-05-03",33
"85","2007-05-04",33.049999
"86","2007-05-07",33.34
"87","2007-05-08",31.700001
"88","2007-05-09",31.549999
"89","2007-05-10",30.870001
"90","2007-05-11",31.16
"91","2007-05-14",31.059999
"92","2007-05-15",30.92
"93","2007-05-16",31.049999
"94","2007-05-17",30.68
"95","2007-05-18",30.780001
"96","2007-05-21",31
"97","2007-05-22",30.790001
"98","2007-05-23",30.09
"99","2007-05-24",29.09
"100","2007-05-25",28.959999
"101","2007-05-29",29.040001
"102","2007-05-30",29.309999
"103","2007-05-31",29.51
"104","2007-06-01",29.879999
"105","2007-06-04",29.809999
"106","2007-06-05",29.299999
"107","2007-06-06",28.59
"108","2007-06-07",27.610001
"109","2007-06-08",28.040001
"110","2007-06-11",28.219999
"111","2007-06-12",27.75
"112","2007-06-13",28
"113","2007-06-14",28
"114","2007-06-15",28.26
"115","2007-06-18",28.209999
"116","2007-06-19",28.25
"117","2007-06-20",27.780001
"118","2007-06-21",27.709999
"119","2007-06-22",27.08
"120","2007-06-25",26.950001
"121","2007-06-26",26.91
"122","2007-06-27",27.42
"123","2007-06-28",27.83
"124","2007-06-29",27.790001
"125","2007-07-02",28.1
"126","2007-07-03",28.120001
"127","2007-07-05",28.110001
"128","2007-07-06",28
"129","2007-07-09",27.82
"130","2007-07-10",27.41
"131","2007-07-11",27.559999
"132","2007-07-12",28.57
"133","2007-07-13",28.700001
"134","2007-07-16",27.5
"135","2007-07-17",27.4
"136","2007-07-18",27.34
"137","2007-07-19",27.65
"138","2007-07-20",27.030001
"139","2007-07-23",27.15
"140","2007-07-24",26.059999
"141","2007-07-25",26.360001
"142","2007-07-26",25.76
"143","2007-07-27",25.299999
"144","2007-07-30",25.690001
"145","2007-07-31",25.83
"146","2007-08-01",27.219999
"147","2007-08-02",27.040001
"148","2007-08-03",22.74
"149","2007-08-06",22.370001
"150","2007-08-07",22.34
"151","2007-08-08",23.950001
"152","2007-08-09",25.549999
"153","2007-08-10",24.290001
"154","2007-08-13",23.719999
"155","2007-08-14",23.65
"156","2007-08-15",23.190001
"157","2007-08-16",23.360001
"158","2007-08-17",23.9
"159","2007-08-20",23.950001
"160","2007-08-21",23.65
"161","2007-08-22",23.709999
"162","2007-08-23",23.629999
"163","2007-08-24",23.67
"164","2007-08-27",23.17
"165","2007-08-28",22.66
"166","2007-08-29",23.799999
"167","2007-08-30",23.379999
"168","2007-08-31",23.120001
"169","2007-09-04",23.07
"170","2007-09-05",22.639999
"171","2007-09-06",22.530001
"172","2007-09-07",22.01
"173","2007-09-10",21.68
"174","2007-09-11",21.780001
"175","2007-09-12",21.74
"176","2007-09-13",21.5
"177","2007-09-14",21.85
"178","2007-09-17",21.73
"179","2007-09-18",21.700001
"180","2007-09-19",22
"181","2007-09-20",21.59
"182","2007-09-21",22.25
"183","2007-09-24",22.15
"184","2007-09-25",22.219999
"185","2007-09-26",22.77
"186","2007-09-27",23.389999
"187","2007-09-28",23.280001
"188","2007-10-01",23.889999
"189","2007-10-02",24.18
"190","2007-10-03",24.1
"191","2007-10-04",24.51
"192","2007-10-05",25.02
"193","2007-10-08",24.809999
"194","2007-10-09",24.9
"195","2007-10-10",24.57
"196","2007-10-11",24.860001
"197","2007-10-12",24.940001
"198","2007-10-15",24.440001
"199","2007-10-16",24.290001
"200","2007-10-17",24.219999
"201","2007-10-18",24.370001
"202","2007-10-19",23.620001
"203","2007-10-22",24.02
"204","2007-10-23",23.719999
"205","2007-10-24",23.639999
"206","2007-10-25",23.879999
"207","2007-10-26",24.280001
"208","2007-10-29",24.280001
"209","2007-10-30",24.48
"210","2007-10-31",25.01
"211","2007-11-01",24.379999
"212","2007-11-02",23.5
"213","2007-11-05",22.690001
"214","2007-11-06",22.99
"215","2007-11-07",22.059999
"216","2007-11-08",23
"217","2007-11-09",22.67
"218","2007-11-12",22.639999
"219","2007-11-13",22.9
"220","2007-11-14",22.870001
"221","2007-11-15",22.23
"222","2007-11-16",22.26
"223","2007-11-19",22.32
"224","2007-11-20",22.25
"225","2007-11-21",22.07
"226","2007-11-23",22.23
"227","2007-11-26",21.9
"228","2007-11-27",22.09
"229","2007-11-28",22.639999
"230","2007-11-29",22.1
"231","2007-11-30",22.18
"232","2007-12-03",22.57
"233","2007-12-04",22.48
"234","2007-12-05",23.129999
"235","2007-12-06",23.290001
"236","2007-12-07",23.209999
"237","2007-12-10",23.559999
"238","2007-12-11",22.83
"239","2007-12-12",23.129999
"240","2007-12-13",23.42
"241","2007-12-14",22.65
"242","2007-12-17",22.48
"243","2007-12-18",22.540001
"244","2007-12-19",22.450001
"245","2007-12-20",22.58
"246","2007-12-21",22.299999
"247","2007-12-24",22.32
"248","2007-12-26",22.4
"249","2007-12-27",21.790001
"250","2007-12-28",21.959999
"251","2007-12-31",21.450001
"252","2008-01-02",21.209999
"253","2008-01-03",20.43
"254","2008-01-04",20.5
"255","2008-01-07",20.059999
"256","2008-01-08",19.799999
"257","2008-01-09",19.559999
"258","2008-01-10",19.5
"259","2008-01-11",19.370001
"260","2008-01-14",19.1
"261","2008-01-15",18.99
"262","2008-01-16",20.139999
"263","2008-01-17",19.610001
"264","2008-01-18",19.530001
"265","2008-01-22",18.9
"266","2008-01-23",19.67
"267","2008-01-24",18.77
"268","2008-01-25",18.77
"269","2008-01-28",18.9
"270","2008-01-29",18.959999
"271","2008-01-30",18.48
"272","2008-01-31",19.309999
"273","2008-02-01",19.75
"274","2008-02-04",20.15
"275","2008-02-05",19.969999
"276","2008-02-06",19.799999
"277","2008-02-07",19.52
"278","2008-02-08",19.049999
"279","2008-02-11",14.32
"280","2008-02-12",14.22
"281","2008-02-13",13.85
"282","2008-02-14",13.48
"283","2008-02-15",13.53
"284","2008-02-19",13.17
"285","2008-02-20",13.16
"286","2008-02-21",12.78
"287","2008-02-22",12.75
"288","2008-02-25",12.6
"289","2008-02-26",12.58
"290","2008-02-27",12.25
"291","2008-02-28",12.24
"292","2008-02-29",11.84
"293","2008-03-03",11.8
"294","2008-03-04",11.88
"295","2008-03-05",11.87
"296","2008-03-06",11.41
"297","2008-03-07",9.33
"298","2008-03-10",9.98
"299","2008-03-11",10.17
"300","2008-03-12",9.73
"301","2008-03-13",9.74
"302","2008-03-14",10.12
"303","2008-03-17",9.95
"304","2008-03-18",10.01
"305","2008-03-19",9.99
"306","2008-03-20",11.68
"307","2008-03-24",13.26
"308","2008-03-25",12.8
"309","2008-03-26",13.05
"310","2008-03-27",12.38
"311","2008-03-28",12.22
"312","2008-03-31",12.47
"313","2008-04-01",12.92
"314","2008-04-02",13.9
"315","2008-04-03",13.46
"316","2008-04-04",13.32
"317","2008-04-07",13.04
"318","2008-04-08",13.01
"319","2008-04-09",12.79
"320","2008-04-10",12.82
"321","2008-04-11",12.73
"322","2008-04-14",13.11
"323","2008-04-15",13.6
"324","2008-04-16",14.05
"325","2008-04-17",13.56
"326","2008-04-18",13.64
"327","2008-04-21",13.76
"328","2008-04-22",13.5
"329","2008-04-23",13.72
"330","2008-04-24",14.47
"331","2008-04-25",14.35
"332","2008-04-28",14.32
"333","2008-04-29",14.36
"334","2008-04-30",14.49
"335","2008-05-01",15.02
"336","2008-05-02",14.99
"337","2008-05-05",14.7
"338","2008-05-06",14.63
"339","2008-05-07",13.52
"340","2008-05-08",13.4
"341","2008-05-09",13.81
"342","2008-05-12",13.98
"343","2008-05-13",14.06
"344","2008-05-14",14.18
"345","2008-05-15",14.6
"346","2008-05-16",14.9
"347","2008-05-19",14.86
"348","2008-05-20",14.83
"349","2008-05-21",15.03
"350","2008-05-22",15.21
"351","2008-05-23",14.24
"352","2008-05-27",14.54
"353","2008-05-28",14.65
"354","2008-05-29",14.8
"355","2008-05-30",14.85
"356","2008-06-02",15.07
"357","2008-06-03",15.03
"358","2008-06-04",15.2
"359","2008-06-05",15.22
"360","2008-06-06",14.7
"361","2008-06-09",14.84
"362","2008-06-10",14.38
