"","date","BLCM"
"1","2014-12-18",238.800003
"2","2014-12-19",197.699997
"3","2014-12-22",201.100006
"4","2014-12-23",191.199997
"5","2014-12-24",193
"6","2014-12-26",213.100006
"7","2014-12-29",234.800003
"8","2014-12-30",230
"9","2014-12-31",230.399994
"10","2015-01-02",228.600006
"11","2015-01-05",250.300003
"12","2015-01-06",261.899994
"13","2015-01-07",270
"14","2015-01-08",286.399994
"15","2015-01-09",317.5
"16","2015-01-12",313.299988
"17","2015-01-13",310.200012
"18","2015-01-14",304.100006
"19","2015-01-15",268.700012
"20","2015-01-16",291.299988
"21","2015-01-20",264.299988
"22","2015-01-21",229.199997
"23","2015-01-22",226.100006
"24","2015-01-23",241.199997
"25","2015-01-26",260.700012
"26","2015-01-27",258.799988
"27","2015-01-28",249
"28","2015-01-29",251.899994
"29","2015-01-30",247.100006
"30","2015-02-02",231.199997
"31","2015-02-03",230.899994
"32","2015-02-04",221.5
"33","2015-02-05",233.199997
"34","2015-02-06",222.699997
"35","2015-02-09",214
"36","2015-02-10",210.600006
"37","2015-02-11",211.800003
"38","2015-02-12",208.100006
"39","2015-02-13",200
"40","2015-02-17",201.800003
"41","2015-02-18",210.5
"42","2015-02-19",223.399994
"43","2015-02-20",210.600006
"44","2015-02-23",218.199997
"45","2015-02-24",234.699997
"46","2015-02-25",237.300003
"47","2015-02-26",230.5
"48","2015-02-27",232.199997
"49","2015-03-02",225.399994
"50","2015-03-03",234
"51","2015-03-04",243.199997
"52","2015-03-05",243.5
"53","2015-03-06",244.800003
"54","2015-03-09",243.5
"55","2015-03-10",245.899994
"56","2015-03-11",233.600006
"57","2015-03-12",235.199997
"58","2015-03-13",228.300003
"59","2015-03-16",247.5
"60","2015-03-17",249.399994
"61","2015-03-18",244.199997
"62","2015-03-19",259
"63","2015-03-20",251.899994
"64","2015-03-23",236.100006
"65","2015-03-24",240.300003
"66","2015-03-25",232
"67","2015-03-26",221.899994
"68","2015-03-27",224.600006
"69","2015-03-30",226.5
"70","2015-03-31",231.699997
"71","2015-04-01",230.600006
"72","2015-04-02",231.5
"73","2015-04-06",236.100006
"74","2015-04-07",235.5
"75","2015-04-08",245.199997
"76","2015-04-09",242
"77","2015-04-10",248.800003
"78","2015-04-13",262.100006
"79","2015-04-14",258.5
"80","2015-04-15",257.100006
"81","2015-04-16",259.5
"82","2015-04-17",258.200012
"83","2015-04-20",265.5
"84","2015-04-21",259.600006
"85","2015-04-22",285.5
"86","2015-04-23",283.399994
"87","2015-04-24",278.799988
"88","2015-04-27",263.899994
"89","2015-04-28",251
"90","2015-04-29",249.399994
"91","2015-04-30",239.800003
"92","2015-05-01",230.800003
"93","2015-05-04",230.899994
"94","2015-05-05",225.399994
"95","2015-05-06",233.600006
"96","2015-05-07",234.699997
"97","2015-05-08",245.899994
"98","2015-05-11",249.600006
"99","2015-05-12",244.600006
"100","2015-05-13",254
"101","2015-05-14",243.899994
"102","2015-05-15",230.199997
"103","2015-05-18",221.800003
"104","2015-05-19",233.800003
"105","2015-05-20",234.399994
"106","2015-05-21",238.600006
"107","2015-05-22",244.100006
"108","2015-05-26",239.300003
"109","2015-05-27",246.100006
"110","2015-05-28",250.699997
"111","2015-05-29",247.399994
"112","2015-06-01",244.100006
"113","2015-06-02",248.899994
"114","2015-06-03",258.200012
"115","2015-06-04",256.600006
"116","2015-06-05",288.799988
"117","2015-06-08",281.600006
"118","2015-06-09",276.600006
"119","2015-06-10",266
"120","2015-06-11",264.899994
"121","2015-06-12",252.199997
"122","2015-06-15",249.899994
"123","2015-06-16",225.899994
"124","2015-06-17",226.300003
"125","2015-06-18",232
"126","2015-06-19",229.100006
"127","2015-06-22",228.600006
"128","2015-06-23",226.699997
"129","2015-06-24",224.100006
"130","2015-06-25",213.5
"131","2015-06-26",213.899994
"132","2015-06-29",202.5
"133","2015-06-30",212.699997
"134","2015-07-01",208.199997
"135","2015-07-02",208
"136","2015-07-06",202.399994
"137","2015-07-07",195.899994
"138","2015-07-08",191.800003
"139","2015-07-09",188.399994
"140","2015-07-10",195.800003
"141","2015-07-13",202.5
"142","2015-07-14",199.899994
"143","2015-07-15",193.199997
"144","2015-07-16",191.100006
"145","2015-07-17",191.899994
"146","2015-07-20",199.600006
"147","2015-07-21",194.600006
"148","2015-07-22",191.100006
"149","2015-07-23",187.899994
"150","2015-07-24",186.800003
"151","2015-07-27",189.800003
"152","2015-07-28",200.699997
"153","2015-07-29",198.699997
"154","2015-07-30",200
"155","2015-07-31",203.5
"156","2015-08-03",200.899994
"157","2015-08-04",201.5
"158","2015-08-05",202.399994
"159","2015-08-06",198
"160","2015-08-07",180.5
"161","2015-08-10",187.5
"162","2015-08-11",181
"163","2015-08-12",181.300003
"164","2015-08-13",178.300003
"165","2015-08-14",184.800003
"166","2015-08-17",190.600006
"167","2015-08-18",186.300003
"168","2015-08-19",184.5
"169","2015-08-20",174.600006
"170","2015-08-21",174.600006
"171","2015-08-24",165.100006
"172","2015-08-25",162.800003
"173","2015-08-26",166.800003
"174","2015-08-27",173.300003
"175","2015-08-28",173.399994
"176","2015-08-31",170.600006
"177","2015-09-01",164.800003
"178","2015-09-02",168.899994
"179","2015-09-03",158.899994
"180","2015-09-04",161.199997
"181","2015-09-08",169.199997
"182","2015-09-09",166.899994
"183","2015-09-10",175.300003
"184","2015-09-11",170.5
"185","2015-09-14",188.300003
"186","2015-09-15",197.699997
"187","2015-09-16",186.699997
"188","2015-09-17",190.300003
"189","2015-09-18",193.399994
"190","2015-09-21",186.600006
"191","2015-09-22",173.600006
"192","2015-09-23",172
"193","2015-09-24",176.800003
"194","2015-09-25",165.800003
"195","2015-09-28",153.899994
"196","2015-09-29",140.5
"197","2015-09-30",145.300003
"198","2015-10-01",150.399994
"199","2015-10-02",154
"200","2015-10-05",158.899994
"201","2015-10-06",144.899994
"202","2015-10-07",154.5
"203","2015-10-08",142.600006
"204","2015-10-09",146.5
"205","2015-10-12",142.300003
"206","2015-10-13",139.899994
"207","2015-10-14",132.800003
"208","2015-10-15",146.199997
"209","2015-10-16",143
"210","2015-10-19",139.899994
"211","2015-10-20",137
"212","2015-10-21",133.899994
"213","2015-10-22",130.300003
"214","2015-10-23",134.800003
"215","2015-10-26",132.899994
"216","2015-10-27",135.5
"217","2015-10-28",137.899994
"218","2015-10-29",130.100006
"219","2015-10-30",125.099998
"220","2015-11-02",148.399994
"221","2015-11-03",150.800003
"222","2015-11-04",152.199997
"223","2015-11-05",158.199997
"224","2015-11-06",163.899994
"225","2015-11-09",167.600006
"226","2015-11-10",198.399994
"227","2015-11-11",198.600006
"228","2015-11-12",208.600006
"229","2015-11-13",208.800003
"230","2015-11-16",207.300003
"231","2015-11-17",207.699997
"232","2015-11-18",211.699997
"233","2015-11-19",208.899994
"234","2015-11-20",220.199997
"235","2015-11-23",227.899994
"236","2015-11-24",223.100006
"237","2015-11-25",230.899994
"238","2015-11-27",234
"239","2015-11-30",230.300003
"240","2015-12-01",231.699997
"241","2015-12-02",231.800003
"242","2015-12-03",226.699997
"243","2015-12-04",217
"244","2015-12-07",203.600006
"245","2015-12-08",193.800003
"246","2015-12-09",185
"247","2015-12-10",187
"248","2015-12-11",183.300003
"249","2015-12-14",176.100006
"250","2015-12-15",179
"251","2015-12-16",190
"252","2015-12-17",191.199997
"253","2015-12-18",195.199997
"254","2015-12-21",196.100006
"255","2015-12-22",192
"256","2015-12-23",196.600006
"257","2015-12-24",208.899994
"258","2015-12-28",197.899994
"259","2015-12-29",205.800003
"260","2015-12-30",206.899994
"261","2015-12-31",202.699997
"262","2016-01-04",190
"263","2016-01-05",194.5
"264","2016-01-06",184.899994
"265","2016-01-07",163.5
"266","2016-01-08",159.300003
"267","2016-01-11",137.800003
"268","2016-01-12",140.800003
"269","2016-01-13",126.5
"270","2016-01-14",129.600006
"271","2016-01-15",126.900002
"272","2016-01-19",118.099998
"273","2016-01-20",129.699997
"274","2016-01-21",121.800003
"275","2016-01-22",125.300003
"276","2016-01-25",127.199997
"277","2016-01-26",126.800003
"278","2016-01-27",119
"279","2016-01-28",109.199997
"280","2016-01-29",113
"281","2016-02-01",114.900002
"282","2016-02-02",109.900002
"283","2016-02-03",101.599998
"284","2016-02-04",111.699997
"285","2016-02-05",105
"286","2016-02-08",92.5
"287","2016-02-09",94
"288","2016-02-10",95.099998
"289","2016-02-11",91.599998
"290","2016-02-12",96.599998
"291","2016-02-16",102.800003
"292","2016-02-17",105.800003
"293","2016-02-18",98.400002
"294","2016-02-19",99.300003
"295","2016-02-22",106.199997
"296","2016-02-23",96.099998
"297","2016-02-24",97.800003
"298","2016-02-25",91.800003
"299","2016-02-26",91.599998
"300","2016-02-29",90.199997
"301","2016-03-01",96.900002
"302","2016-03-02",104.5
"303","2016-03-03",105.300003
"304","2016-03-04",106.199997
"305","2016-03-07",111.400002
"306","2016-03-08",99.300003
"307","2016-03-09",95.800003
"308","2016-03-10",91.400002
"309","2016-03-11",96.199997
"310","2016-03-14",100.300003
"311","2016-03-15",80.900002
"312","2016-03-16",77.900002
"313","2016-03-17",77.099998
"314","2016-03-18",81.400002
"315","2016-03-21",86.699997
"316","2016-03-22",88.199997
"317","2016-03-23",77.599998
"318","2016-03-24",80.699997
"319","2016-03-28",79.099998
"320","2016-03-29",86.400002
"321","2016-03-30",87.699997
"322","2016-03-31",93.5
"323","2016-04-01",100.199997
"324","2016-04-04",101.099998
"325","2016-04-05",104.099998
"326","2016-04-06",111.900002
"327","2016-04-07",108
"328","2016-04-08",106.300003
"329","2016-04-11",105.400002
"330","2016-04-12",108.099998
"331","2016-04-13",117.099998
"332","2016-04-14",110.800003
"333","2016-04-15",111.5
"334","2016-04-18",113.199997
"335","2016-04-19",106.5
"336","2016-04-20",107.800003
"337","2016-04-21",113.5
"338","2016-04-22",115
"339","2016-04-25",109.800003
"340","2016-04-26",105.300003
