"","date","MATW"
"1","2007-01-03",39.880001
"2","2007-01-04",40.139999
"3","2007-01-05",39.84
"4","2007-01-08",39.810001
"5","2007-01-09",40.34
"6","2007-01-10",40.290001
"7","2007-01-11",40.459999
"8","2007-01-12",41.970001
"9","2007-01-16",41.889999
"10","2007-01-17",41.369999
"11","2007-01-18",41.07
"12","2007-01-19",40.630001
"13","2007-01-22",40.59
"14","2007-01-23",40.939999
"15","2007-01-24",40.75
"16","2007-01-25",40.23
"17","2007-01-26",40.759998
"18","2007-01-29",40.98
"19","2007-01-30",40.740002
"20","2007-01-31",40.549999
"21","2007-02-01",41.360001
"22","2007-02-02",41.419998
"23","2007-02-05",40.490002
"24","2007-02-06",41.98
"25","2007-02-07",41.389999
"26","2007-02-08",42.029999
"27","2007-02-09",41.799999
"28","2007-02-12",40.959999
"29","2007-02-13",40.990002
"30","2007-02-14",40.84
"31","2007-02-15",41.509998
"32","2007-02-16",41.48
"33","2007-02-20",42.25
"34","2007-02-21",41.759998
"35","2007-02-22",41.490002
"36","2007-02-23",41.330002
"37","2007-02-26",40.98
"38","2007-02-27",40.299999
"39","2007-02-28",40.009998
"40","2007-03-01",40.099998
"41","2007-03-02",38.790001
"42","2007-03-05",38.240002
"43","2007-03-06",39.200001
"44","2007-03-07",38.919998
"45","2007-03-08",39.200001
"46","2007-03-09",39.200001
"47","2007-03-12",39.639999
"48","2007-03-13",38.779999
"49","2007-03-14",38.939999
"50","2007-03-15",38.880001
"51","2007-03-16",38.389999
"52","2007-03-19",39.220001
"53","2007-03-20",39.919998
"54","2007-03-21",40.84
"55","2007-03-22",40.580002
"56","2007-03-23",40.779999
"57","2007-03-26",40.93
"58","2007-03-27",40.580002
"59","2007-03-28",40.48
"60","2007-03-29",40.59
"61","2007-03-30",40.700001
"62","2007-04-02",40.970001
"63","2007-04-03",40.93
"64","2007-04-04",40.939999
"65","2007-04-05",40.860001
"66","2007-04-09",40.279999
"67","2007-04-10",40.900002
"68","2007-04-11",40.240002
"69","2007-04-12",40.490002
"70","2007-04-13",40.939999
"71","2007-04-16",41.220001
"72","2007-04-17",39.130001
"73","2007-04-18",38.009998
"74","2007-04-19",39.75
"75","2007-04-20",40.970001
"76","2007-04-23",40.98
"77","2007-04-24",41.099998
"78","2007-04-25",40.889999
"79","2007-04-26",43
"80","2007-04-27",42.700001
"81","2007-04-30",42.16
"82","2007-05-01",42.369999
"83","2007-05-02",43.240002
"84","2007-05-03",43.220001
"85","2007-05-04",43.240002
"86","2007-05-07",43.240002
"87","2007-05-08",43.240002
"88","2007-05-09",43.349998
"89","2007-05-10",44.049999
"90","2007-05-11",44.049999
"91","2007-05-14",43.73
"92","2007-05-15",43.509998
"93","2007-05-16",43.799999
"94","2007-05-17",43.450001
"95","2007-05-18",43.560001
"96","2007-05-21",43.84
"97","2007-05-22",43.790001
"98","2007-05-23",43.209999
"99","2007-05-24",42.619999
"100","2007-05-25",42.389999
"101","2007-05-29",43.709999
"102","2007-05-30",44
"103","2007-05-31",44.209999
"104","2007-06-01",44.599998
"105","2007-06-04",44.700001
"106","2007-06-05",43.900002
"107","2007-06-06",43.669998
"108","2007-06-07",42.57
"109","2007-06-08",43.560001
"110","2007-06-11",43.389999
"111","2007-06-12",42.48
"112","2007-06-13",43.529999
"113","2007-06-14",43.549999
"114","2007-06-15",43.799999
"115","2007-06-18",44.389999
"116","2007-06-19",44.689999
"117","2007-06-20",43.779999
"118","2007-06-21",43.43
"119","2007-06-22",43.009998
"120","2007-06-25",42.509998
"121","2007-06-26",43.080002
"122","2007-06-27",43.860001
"123","2007-06-28",43.549999
"124","2007-06-29",43.610001
"125","2007-07-02",44.23
"126","2007-07-03",45.369999
"127","2007-07-05",44.790001
"128","2007-07-06",45
"129","2007-07-09",44.200001
"130","2007-07-10",43.080002
"131","2007-07-11",43.779999
"132","2007-07-12",45.66
"133","2007-07-13",45.09
"134","2007-07-16",44.950001
"135","2007-07-17",44.790001
"136","2007-07-18",44.639999
"137","2007-07-19",43.639999
"138","2007-07-20",40.41
"139","2007-07-23",40.84
"140","2007-07-24",39.369999
"141","2007-07-25",40.209999
"142","2007-07-26",38.389999
"143","2007-07-27",37.610001
"144","2007-07-30",38.25
"145","2007-07-31",38.259998
"146","2007-08-01",38.82
"147","2007-08-02",39.349998
"148","2007-08-03",38.150002
"149","2007-08-06",40.650002
"150","2007-08-07",41.27
"151","2007-08-08",44.959999
"152","2007-08-09",46.759998
"153","2007-08-10",43.290001
"154","2007-08-13",40.689999
"155","2007-08-14",40.52
"156","2007-08-15",40
"157","2007-08-16",42.68
"158","2007-08-17",43.689999
"159","2007-08-20",42.950001
"160","2007-08-21",42.950001
"161","2007-08-22",43.07
"162","2007-08-23",42.25
"163","2007-08-24",43.110001
"164","2007-08-27",42.470001
"165","2007-08-28",41.18
"166","2007-08-29",43.220001
"167","2007-08-30",42.630001
"168","2007-08-31",43.139999
"169","2007-09-04",43.91
"170","2007-09-05",42.650002
"171","2007-09-06",43.599998
"172","2007-09-07",42.080002
"173","2007-09-10",41.799999
"174","2007-09-11",42.34
"175","2007-09-12",41.880001
"176","2007-09-13",43.759998
"177","2007-09-14",43.330002
"178","2007-09-17",41.599998
"179","2007-09-18",44.369999
"180","2007-09-19",44.959999
"181","2007-09-20",44.25
"182","2007-09-21",43.990002
"183","2007-09-24",43.34
"184","2007-09-25",42.82
"185","2007-09-26",44.049999
"186","2007-09-27",44.150002
"187","2007-09-28",43.799999
"188","2007-10-01",45.200001
"189","2007-10-02",45.77
"190","2007-10-03",45.110001
"191","2007-10-04",45
"192","2007-10-05",45.470001
"193","2007-10-08",45.389999
"194","2007-10-09",46.09
"195","2007-10-10",46.240002
"196","2007-10-11",45.349998
"197","2007-10-12",45.560001
"198","2007-10-15",44.450001
"199","2007-10-16",44.23
"200","2007-10-17",44.150002
"201","2007-10-18",44.709999
"202","2007-10-19",42.810001
"203","2007-10-22",44.529999
"204","2007-10-23",44.009998
"205","2007-10-24",43.810001
"206","2007-10-25",43.970001
"207","2007-10-26",45.799999
"208","2007-10-29",45.119999
"209","2007-10-30",45.220001
"210","2007-10-31",45.57
"211","2007-11-01",42.389999
"212","2007-11-02",42.860001
"213","2007-11-05",42.119999
"214","2007-11-06",42.549999
"215","2007-11-07",39.990002
"216","2007-11-08",42.360001
"217","2007-11-09",43.130001
"218","2007-11-12",44.07
"219","2007-11-13",46.439999
"220","2007-11-14",45.75
"221","2007-11-15",45.700001
"222","2007-11-16",45
"223","2007-11-19",43.43
"224","2007-11-20",42.779999
"225","2007-11-21",41.779999
"226","2007-11-23",43.369999
"227","2007-11-26",42
"228","2007-11-27",42.759998
"229","2007-11-28",44.630001
"230","2007-11-29",43.919998
"231","2007-11-30",44.139999
"232","2007-12-03",43.279999
"233","2007-12-04",43.139999
"234","2007-12-05",44.23
"235","2007-12-06",45.91
"236","2007-12-07",46.330002
"237","2007-12-10",46.139999
"238","2007-12-11",44.759998
"239","2007-12-12",45.75
"240","2007-12-13",46.029999
"241","2007-12-14",45.139999
"242","2007-12-17",45.02
"243","2007-12-18",47.619999
"244","2007-12-19",47.830002
"245","2007-12-20",48
"246","2007-12-21",48.830002
"247","2007-12-24",49.439999
"248","2007-12-26",49.200001
"249","2007-12-27",48.400002
"250","2007-12-28",48.16
"251","2007-12-31",46.869999
"252","2008-01-02",46
"253","2008-01-03",46.09
"254","2008-01-04",44.75
"255","2008-01-07",45.919998
"256","2008-01-08",44.880001
"257","2008-01-09",46.16
"258","2008-01-10",46.709999
"259","2008-01-11",46.650002
"260","2008-01-14",47.720001
"261","2008-01-15",48.09
"262","2008-01-16",49.360001
"263","2008-01-17",48.900002
"264","2008-01-18",46.919998
"265","2008-01-22",47.16
"266","2008-01-23",48.09
"267","2008-01-24",49.23
"268","2008-01-25",48.759998
"269","2008-01-28",50.75
"270","2008-01-29",49.5
"271","2008-01-30",48.209999
"272","2008-01-31",48.869999
"273","2008-02-01",49.450001
"274","2008-02-04",48.970001
"275","2008-02-05",47.389999
"276","2008-02-06",46.889999
"277","2008-02-07",48.490002
"278","2008-02-08",47.419998
"279","2008-02-11",46.959999
"280","2008-02-12",48.169998
"281","2008-02-13",49.220001
"282","2008-02-14",47.619999
"283","2008-02-15",47.68
"284","2008-02-19",47.689999
"285","2008-02-20",47.639999
"286","2008-02-21",46.900002
"287","2008-02-22",47.130001
"288","2008-02-25",47.77
"289","2008-02-26",48.25
"290","2008-02-27",47.279999
"291","2008-02-28",46.48
"292","2008-02-29",44.860001
"293","2008-03-03",45.619999
"294","2008-03-04",45.580002
"295","2008-03-05",45.23
"296","2008-03-06",44.02
"297","2008-03-07",44.029999
"298","2008-03-10",43.52
"299","2008-03-11",46.389999
"300","2008-03-12",45.18
"301","2008-03-13",46.98
"302","2008-03-14",45.509998
"303","2008-03-17",45.34
"304","2008-03-18",48.080002
"305","2008-03-19",47.720001
"306","2008-03-20",48.889999
"307","2008-03-24",49.389999
"308","2008-03-25",49
"309","2008-03-26",48.75
"310","2008-03-27",48.540001
"311","2008-03-28",48.610001
"312","2008-03-31",48.25
"313","2008-04-01",50
"314","2008-04-02",50.48
"315","2008-04-03",50.639999
"316","2008-04-04",50.369999
"317","2008-04-07",50.349998
"318","2008-04-08",49.82
"319","2008-04-09",49.27
"320","2008-04-10",50.599998
"321","2008-04-11",49.599998
"322","2008-04-14",49.720001
"323","2008-04-15",49.950001
"324","2008-04-16",50.970001
"325","2008-04-17",50.360001
"326","2008-04-18",50.810001
"327","2008-04-21",50.610001
"328","2008-04-22",49.59
"329","2008-04-23",50.73
"330","2008-04-24",51.439999
"331","2008-04-25",48.990002
"332","2008-04-28",49.919998
"333","2008-04-29",49.23
"334","2008-04-30",49.439999
"335","2008-05-01",50.77
"336","2008-05-02",49.32
"337","2008-05-05",48.75
"338","2008-05-06",49.240002
"339","2008-05-07",47.939999
"340","2008-05-08",49.02
"341","2008-05-09",48.669998
"342","2008-05-12",47.869999
"343","2008-05-13",47.75
"344","2008-05-14",47.389999
"345","2008-05-15",47.48
"346","2008-05-16",47.790001
"347","2008-05-19",47.549999
"348","2008-05-20",47.610001
"349","2008-05-21",46.849998
"350","2008-05-22",46.549999
"351","2008-05-23",46.279999
"352","2008-05-27",47.290001
"353","2008-05-28",46.77
"354","2008-05-29",47.52
"355","2008-05-30",47.610001
"356","2008-06-02",46.669998
"357","2008-06-03",46.689999
"358","2008-06-04",47.23
"359","2008-06-05",48.549999
"360","2008-06-06",46.610001
"361","2008-06-09",46.639999
"362","2008-06-10",47.080002
"363","2008-06-11",45.990002
"364","2008-06-12",46.849998
"365","2008-06-13",47.040001
"366","2008-06-16",46.650002
"367","2008-06-17",46.209999
"368","2008-06-18",45.66
"369","2008-06-19",46.970001
"370","2008-06-20",46.259998
"371","2008-06-23",46.060001
"372","2008-06-24",45.759998
"373","2008-06-25",46.529999
"374","2008-06-26",45.040001
"375","2008-06-27",45.650002
"376","2008-06-30",45.259998
"377","2008-07-01",45.299999
"378","2008-07-02",43.919998
"379","2008-07-03",44.119999
"380","2008-07-07",44.59
"381","2008-07-08",46.900002
"382","2008-07-09",45.779999
"383","2008-07-10",46.34
"384","2008-07-11",47.32
"385","2008-07-14",47.540001
"386","2008-07-15",47.009998
"387","2008-07-16",48.830002
"388","2008-07-17",49
