"","date","PE"
"73","2014-09-05",20.950001
"74","2014-09-08",20.700001
"75","2014-09-09",20.780001
"76","2014-09-10",20.629999
"77","2014-09-11",20.76
"78","2014-09-12",20.51
"79","2014-09-15",20.690001
"80","2014-09-16",21.200001
"81","2014-09-17",21.280001
"82","2014-09-18",21
"83","2014-09-19",20.74
"84","2014-09-22",20.26
"85","2014-09-23",20.41
"86","2014-09-24",20.66
"87","2014-09-25",20.32
"88","2014-09-26",20.51
"89","2014-09-29",21.370001
"90","2014-09-30",21.33
"91","2014-10-01",21.030001
"92","2014-10-02",20.35
"93","2014-10-03",19.299999
"94","2014-10-06",19.48
"95","2014-10-07",19.280001
"96","2014-10-08",19.790001
"97","2014-10-09",18.870001
"98","2014-10-10",18.690001
"99","2014-10-13",16.879999
"100","2014-10-14",16.4
"101","2014-10-15",17.18
"102","2014-10-16",17.99
"103","2014-10-17",18.030001
"104","2014-10-20",17.940001
"105","2014-10-21",18.25
"106","2014-10-22",17.07
"107","2014-10-23",17.49
"108","2014-10-24",17.309999
"109","2014-10-27",16.01
"110","2014-10-28",16.709999
"111","2014-10-29",17.129999
"112","2014-10-30",16.889999
"113","2014-10-31",16.969999
"114","2014-11-03",16.6
"115","2014-11-04",15.46
"116","2014-11-05",15.83
"117","2014-11-06",15.82
"118","2014-11-07",16.42
"119","2014-11-10",16.459999
"120","2014-11-11",16.440001
"121","2014-11-12",17.91
"122","2014-11-13",17.65
"123","2014-11-14",17.950001
"124","2014-11-17",16.860001
"125","2014-11-18",16.51
"126","2014-11-19",16.549999
"127","2014-11-20",17.700001
"128","2014-11-21",17.9
"129","2014-11-24",17.5
"130","2014-11-25",17.33
"131","2014-11-26",16.83
"132","2014-11-28",12.64
"133","2014-12-01",12.7
"134","2014-12-02",12.96
"135","2014-12-03",13.72
"136","2014-12-04",13.14
"137","2014-12-05",12.63
"138","2014-12-08",11.26
"139","2014-12-09",12.49
"140","2014-12-10",11.9
"141","2014-12-11",11.75
"142","2014-12-12",11.51
"143","2014-12-15",11.64
"144","2014-12-16",12.37
"145","2014-12-17",13.71
"146","2014-12-18",14.59
"147","2014-12-19",15.92
"148","2014-12-22",15.93
"149","2014-12-23",16.389999
"150","2014-12-24",16.02
"151","2014-12-26",16.27
"152","2014-12-29",16.41
"153","2014-12-30",15.63
"154","2014-12-31",15.96
"155","2015-01-02",16.02
"156","2015-01-05",14.89
"157","2015-01-06",14.06
"158","2015-01-07",13.63
"159","2015-01-08",14.5
"160","2015-01-09",14.3
"161","2015-01-12",13.73
"162","2015-01-13",13.86
"163","2015-01-14",14.97
"164","2015-01-15",14.66
"165","2015-01-16",15.72
"166","2015-01-20",15.65
"167","2015-01-21",16.620001
"168","2015-01-22",16.690001
"169","2015-01-23",16.83
"170","2015-01-26",17.110001
"171","2015-01-27",17.09
"172","2015-01-28",16.01
"173","2015-01-29",16.549999
"174","2015-01-30",16.77
"175","2015-02-02",17.110001
"176","2015-02-03",18.290001
"177","2015-02-04",17.709999
"178","2015-02-05",17.620001
"179","2015-02-06",17.59
"180","2015-02-09",16.65
"181","2015-02-10",16.309999
"182","2015-02-11",16.200001
"183","2015-02-12",16.48
"184","2015-02-13",17.280001
"185","2015-02-17",16.969999
"186","2015-02-18",16.469999
"187","2015-02-19",16.75
"188","2015-02-20",16.360001
"189","2015-02-23",16.16
"190","2015-02-24",15.91
"191","2015-02-25",16.25
"192","2015-02-26",15.71
"193","2015-02-27",14.89
"194","2015-03-02",14.65
"195","2015-03-03",14.52
"196","2015-03-04",14.49
"197","2015-03-05",14.25
"198","2015-03-06",13.5
"199","2015-03-09",13.91
"200","2015-03-10",14.31
"201","2015-03-11",14.33
"202","2015-03-12",14.57
"203","2015-03-13",14.61
"204","2015-03-16",14.99
"205","2015-03-17",15.02
"206","2015-03-18",15.05
"207","2015-03-19",14.6
"208","2015-03-20",14.84
"209","2015-03-23",14.54
"210","2015-03-24",15.15
"211","2015-03-25",15.87
"212","2015-03-26",16.24
"213","2015-03-27",15.9
"214","2015-03-30",16.049999
"215","2015-03-31",15.98
"216","2015-04-01",16.559999
"217","2015-04-02",16.77
"218","2015-04-06",17.450001
"219","2015-04-07",17.440001
"220","2015-04-08",16.67
"221","2015-04-09",17.209999
"222","2015-04-10",17.360001
"223","2015-04-13",16.99
"224","2015-04-14",17.379999
"225","2015-04-15",17.68
"226","2015-04-16",16.85
"227","2015-04-17",16.43
"228","2015-04-20",16.540001
"229","2015-04-21",16.09
"230","2015-04-22",16.07
"231","2015-04-23",16.700001
"232","2015-04-24",16.719999
"233","2015-04-27",16.719999
"234","2015-04-28",16.76
"235","2015-04-29",17.370001
"236","2015-04-30",17.34
"237","2015-05-01",16.84
"238","2015-05-04",17.18
"239","2015-05-05",16.5
"240","2015-05-06",16.83
"241","2015-05-07",16.35
"242","2015-05-08",16.5
"243","2015-05-11",15.92
"244","2015-05-12",16
"245","2015-05-13",16.67
"246","2015-05-14",17.299999
"247","2015-05-15",17.620001
"248","2015-05-18",18.01
"249","2015-05-19",17.58
"250","2015-05-20",17.1
"251","2015-05-21",17.549999
"252","2015-05-22",17.51
"253","2015-05-26",17.280001
"254","2015-05-27",17.459999
"255","2015-05-28",16.719999
"256","2015-05-29",17.49
"257","2015-06-01",17.360001
"258","2015-06-02",17.83
"259","2015-06-03",18.030001
"260","2015-06-04",17.690001
"261","2015-06-05",18.059999
"262","2015-06-08",18
"263","2015-06-09",18.52
"264","2015-06-10",18.870001
"265","2015-06-11",18.82
"266","2015-06-12",18.219999
"267","2015-06-15",18.34
"268","2015-06-16",18.42
"269","2015-06-17",18.01
"270","2015-06-18",17.85
"271","2015-06-19",17.940001
"272","2015-06-22",18.360001
"273","2015-06-23",18.450001
"274","2015-06-24",18.43
"275","2015-06-25",18.58
"276","2015-06-26",18.01
"277","2015-06-29",17.26
"278","2015-06-30",17.42
"279","2015-07-01",17.02
"280","2015-07-02",17
"281","2015-07-06",16.030001
"282","2015-07-07",16.75
"283","2015-07-08",16.360001
"284","2015-07-09",16.940001
"285","2015-07-10",16.65
"286","2015-07-13",16.860001
"287","2015-07-14",17.42
"288","2015-07-15",16.709999
"289","2015-07-16",16.450001
"290","2015-07-17",16.200001
"291","2015-07-20",15.51
"292","2015-07-21",15.44
"293","2015-07-22",15.39
"294","2015-07-23",15.42
"295","2015-07-24",14.86
"296","2015-07-27",14.06
"297","2015-07-28",14.33
"298","2015-07-29",14.76
"299","2015-07-30",14.51
"300","2015-07-31",14.46
"301","2015-08-03",14.22
"302","2015-08-04",14.15
"303","2015-08-05",14.26
"304","2015-08-06",15.25
"305","2015-08-07",14.42
"306","2015-08-10",15.16
"307","2015-08-11",15.58
"308","2015-08-12",16.25
"309","2015-08-13",15.9
"310","2015-08-14",16.16
"311","2015-08-17",16.200001
"312","2015-08-18",16.16
"313","2015-08-19",15.5
"314","2015-08-20",15.11
"315","2015-08-21",14.72
"316","2015-08-24",13.73
"317","2015-08-25",13.72
"318","2015-08-26",14.39
"319","2015-08-27",15.6
"320","2015-08-28",16.57
"321","2015-08-31",17.200001
"322","2015-09-01",15.93
"323","2015-09-02",16.469999
"324","2015-09-03",16.18
"325","2015-09-04",15.89
"326","2015-09-08",15.94
"327","2015-09-09",15.3
"328","2015-09-10",15.37
"329","2015-09-11",15.05
"330","2015-09-14",14.99
"331","2015-09-15",15.56
"332","2015-09-16",16.4
"333","2015-09-17",16.540001
"334","2015-09-18",15.79
"335","2015-09-21",15.85
"336","2015-09-22",15.56
"337","2015-09-23",15.24
"338","2015-09-24",15.13
"339","2015-09-25",14.64
"340","2015-09-28",14.03
"341","2015-09-29",14.58
"342","2015-09-30",15.07
"343","2015-10-01",15.29
"344","2015-10-02",16.27
"345","2015-10-05",16.540001
"346","2015-10-06",17.09
"347","2015-10-07",17.48
"348","2015-10-08",17.780001
"349","2015-10-09",18.09
"350","2015-10-12",17.74
"351","2015-10-13",17.049999
"352","2015-10-14",17.530001
"353","2015-10-15",17.84
"354","2015-10-16",17.68
"355","2015-10-19",17.09
"356","2015-10-20",17.120001
"357","2015-10-21",16.719999
"358","2015-10-22",16.9
"359","2015-10-23",16.9
"360","2015-10-26",16.74
"361","2015-10-27",16.58
"362","2015-10-28",17.299999
"363","2015-10-29",17.459999
"364","2015-10-30",17.73
"365","2015-11-02",17.82
"366","2015-11-03",17.780001
"367","2015-11-04",17.48
"368","2015-11-05",17.9
"369","2015-11-06",18.129999
"370","2015-11-09",18.65
"371","2015-11-10",18.639999
"372","2015-11-11",18.469999
"373","2015-11-12",17.58
"374","2015-11-13",18.25
"375","2015-11-16",18.969999
"376","2015-11-17",18.860001
"377","2015-11-18",19.639999
"378","2015-11-19",19.26
"379","2015-11-20",19.049999
"380","2015-11-23",18.969999
"381","2015-11-24",19.82
"382","2015-11-25",19.77
"383","2015-11-27",19.1
"384","2015-11-30",19.65
"385","2015-12-01",19.76
"386","2015-12-02",19.120001
"387","2015-12-03",19.25
"388","2015-12-04",18.780001
"389","2015-12-07",18.07
"390","2015-12-08",18.809999
"391","2015-12-09",18.860001
"392","2015-12-10",18.59
"393","2015-12-11",18.139999
"394","2015-12-14",18.66
"395","2015-12-15",19.34
"396","2015-12-16",18.950001
"397","2015-12-17",18.01
"398","2015-12-18",18.190001
"399","2015-12-21",16.83
"400","2015-12-22",16.75
"401","2015-12-23",17.940001
"402","2015-12-24",17.76
"403","2015-12-28",17.219999
"404","2015-12-29",17.82
"405","2015-12-30",17.66
"406","2015-12-31",18.450001
"407","2016-01-04",18.469999
"408","2016-01-05",18.440001
"409","2016-01-06",17.610001
"410","2016-01-07",17.780001
"411","2016-01-08",17.52
"412","2016-01-11",16.459999
"413","2016-01-12",16.35
"414","2016-01-13",16.309999
"415","2016-01-14",16.76
"416","2016-01-15",16.48
"417","2016-01-19",15.87
"418","2016-01-20",15.66
"419","2016-01-21",16.48
"420","2016-01-22",17.23
"421","2016-01-25",16.469999
"422","2016-01-26",17.57
"423","2016-01-27",17.459999
"424","2016-01-28",19.110001
"425","2016-01-29",19.26
"426","2016-02-01",18.85
"427","2016-02-02",18.620001
"428","2016-02-03",19.01
"429","2016-02-04",17.809999
"430","2016-02-05",16.35
"431","2016-02-08",16.27
"432","2016-02-09",16.07
"433","2016-02-10",16.059999
"434","2016-02-11",16.33
"435","2016-02-12",17.049999
"436","2016-02-16",16.43
"437","2016-02-17",17.049999
"438","2016-02-18",16.700001
"439","2016-02-19",16.66
"440","2016-02-22",16.9
"441","2016-02-23",15.93
"442","2016-02-24",16.549999
"443","2016-02-25",17.959999
"444","2016-02-26",18
"445","2016-02-29",18.379999
"446","2016-03-01",18.93
"447","2016-03-02",19.09
"448","2016-03-03",18.530001
"449","2016-03-04",19.5
"450","2016-03-07",19.799999
"451","2016-03-08",19.309999
"452","2016-03-09",19.719999
"453","2016-03-10",19.4
"454","2016-03-11",20.49
"455","2016-03-14",20.290001
"456","2016-03-15",20.82
"457","2016-03-16",21.59
"458","2016-03-17",21.83
"459","2016-03-18",21.879999
"460","2016-03-21",21.639999
"461","2016-03-22",21.83
"462","2016-03-23",21.610001
"463","2016-03-24",21.82
"464","2016-03-28",21.9
"465","2016-03-29",22.57
"466","2016-03-30",22.82
"467","2016-03-31",22.6
"468","2016-04-01",22.84
"469","2016-04-04",22.549999
"470","2016-04-05",21.76
"471","2016-04-06",23.16
"472","2016-04-07",22.790001
"473","2016-04-08",22.67
"474","2016-04-11",22.41
"475","2016-04-12",23.23
"476","2016-04-13",22.389999
"477","2016-04-14",22.76
"478","2016-04-15",21.93
"479","2016-04-18",22.540001
"480","2016-04-19",23.43
"481","2016-04-20",23.6
"482","2016-04-21",23.23
"483","2016-04-22",23.440001
"484","2016-04-25",23.219999
"485","2016-04-26",23.9
"486","2016-04-27",24.549999
"487","2016-04-28",23.629999
"488","2016-04-29",23.42
"489","2016-05-02",23.73
"490","2016-05-03",22.42
"491","2016-05-04",22.139999
"492","2016-05-05",23.76
"493","2016-05-06",23.809999
"494","2016-05-09",24.01
"495","2016-05-10",25.07
"496","2016-05-11",24.780001
"497","2016-05-12",25.48
"498","2016-05-13",24.860001
"499","2016-05-16",25.209999
"500","2016-05-17",25.59
"501","2016-05-18",25.389999
"502","2016-05-19",25.07
"503","2016-05-20",25.01
"504","2016-05-23",25.07
"505","2016-05-24",25.35
"506","2016-05-25",25.809999
"507","2016-05-26",26.02
"508","2016-05-27",25.940001
"509","2016-05-31",26.07
"510","2016-06-01",26.41
"511","2016-06-02",26.639999
"512","2016-06-03",26.040001
"513","2016-06-06",26.49
"514","2016-06-07",27.200001
"515","2016-06-08",27.620001
"516","2016-06-09",27.440001
"517","2016-06-10",26.530001
"518","2016-06-13",26.65
"519","2016-06-14",26.76
"520","2016-06-15",26.709999
"521","2016-06-16",25.969999
"522","2016-06-17",26.25
"523","2016-06-20",26.370001
"524","2016-06-21",26.59
"525","2016-06-22",26.620001
"526","2016-06-23",27.219999
"527","2016-06-24",26.41
"528","2016-06-27",24.57
"529","2016-06-28",25.73
"530","2016-06-29",26.35
"531","2016-06-30",27.059999
"532","2016-07-01",27.16
"533","2016-07-05",26.719999
"534","2016-07-06",26.870001
"535","2016-07-07",27.049999
"536","2016-07-08",27.379999
"537","2016-07-11",27.52
"538","2016-07-12",28.41
"539","2016-07-13",28.040001
"540","2016-07-14",28.32
"541","2016-07-15",28.379999
"542","2016-07-18",28.49
"543","2016-07-19",28.120001
"544","2016-07-20",27.98
"545","2016-07-21",27.84
"546","2016-07-22",27.950001
"547","2016-07-25",27.32
"548","2016-07-26",27.809999
"549","2016-07-27",27.209999
"550","2016-07-28",27.940001
"551","2016-07-29",28.51
"552","2016-08-01",27.790001
"553","2016-08-02",27.77
"554","2016-08-03",28.469999
"555","2016-08-04",31.889999
"556","2016-08-05",32.5
"557","2016-08-08",32.580002
"558","2016-08-09",32.68
"559","2016-08-10",32.810001
"560","2016-08-11",33.369999
"561","2016-08-12",33.849998
"562","2016-08-15",34.57
"563","2016-08-16",33.740002
"564","2016-08-17",33.77
"565","2016-08-18",33.830002
"566","2016-08-19",33.98
"567","2016-08-22",33.689999
"568","2016-08-23",33.619999
"569","2016-08-24",33.470001
"570","2016-08-25",33.950001
"571","2016-08-26",33.91
"572","2016-08-29",33.779999
"573","2016-08-30",34.240002
"574","2016-08-31",33.849998
"575","2016-09-01",34.290001
"576","2016-09-02",34.860001
"577","2016-09-06",34.77
"578","2016-09-07",34.43
"579","2016-09-08",34.830002
"580","2016-09-09",33.630001
"581","2016-09-12",33.93
"582","2016-09-13",32.310001
"583","2016-09-14",32.080002
"584","2016-09-15",32.380001
"585","2016-09-16",32.970001
"586","2016-09-19",32.779999
"587","2016-09-20",32.099998
"588","2016-09-21",32.700001
"589","2016-09-22",32.27
"590","2016-09-23",31.370001
"591","2016-09-26",31.77
"592","2016-09-27",31.07
"593","2016-09-28",32.759998
"594","2016-09-29",33.09
"595","2016-09-30",33.509998
"596","2016-10-03",34.110001
"597","2016-10-04",34.02
"598","2016-10-05",35.419998
"599","2016-10-06",35.25
"600","2016-10-07",35.349998
"601","2016-10-10",36.23
"602","2016-10-11",36.540001
"603","2016-10-12",36.299999
"604","2016-10-13",36.259998
"605","2016-10-14",36.049999
"606","2016-10-17",36.259998
"607","2016-10-18",36.139999
"608","2016-10-19",36.810001
"609","2016-10-20",36.099998
"610","2016-10-21",36
"611","2016-10-24",35.5
"612","2016-10-25",35.130001
"613","2016-10-26",35.240002
"614","2016-10-27",34.689999
"615","2016-10-28",34.02
"616","2016-10-31",32.900002
"617","2016-11-01",33.240002
"618","2016-11-02",32.52
"619","2016-11-03",33.189999
"620","2016-11-04",33.169998
"621","2016-11-07",34.169998
"622","2016-11-08",34.32
"623","2016-11-09",35.52
"624","2016-11-10",35.16
"625","2016-11-11",33.720001
"626","2016-11-14",33.419998
"627","2016-11-15",34.799999
"628","2016-11-16",34.630001
"629","2016-11-17",34.16
"630","2016-11-18",34.75
"631","2016-11-21",36.41
"632","2016-11-22",35.799999
"633","2016-11-23",35.919998
"634","2016-11-25",35.810001
"635","2016-11-28",34.099998
"636","2016-11-29",32.959999
"637","2016-11-30",38.150002
"638","2016-12-01",37.880001
"639","2016-12-02",38.27
"640","2016-12-05",36.860001
"641","2016-12-06",36.48
"642","2016-12-07",35.759998
"643","2016-12-08",36.470001
"644","2016-12-09",36.32
"645","2016-12-12",36.630001
"646","2016-12-13",37.02
"647","2016-12-14",35.98
"648","2016-12-15",35.57
"649","2016-12-16",35.75
"650","2016-12-19",36.720001
"651","2016-12-20",35.830002
"652","2016-12-21",35.52
"653","2016-12-22",35.709999
"654","2016-12-23",35.560001
"655","2016-12-27",35.669998
"656","2016-12-28",35.66
"657","2016-12-29",35.380001
"658","2016-12-30",35.240002
"659","2017-01-03",35.740002
"660","2017-01-04",35.880001
"661","2017-01-05",36.240002
"662","2017-01-06",36.610001
"663","2017-01-09",35.759998
"664","2017-01-10",36.669998
"665","2017-01-11",36
"666","2017-01-12",36.48
"667","2017-01-13",36.560001
"668","2017-01-17",36.48
"669","2017-01-18",36.52
"670","2017-01-19",36.860001
"671","2017-01-20",36.880001
"672","2017-01-23",36.41
"673","2017-01-24",36.400002
"674","2017-01-25",36.27
"675","2017-01-26",36.779999
"676","2017-01-27",36.700001
"677","2017-01-30",35.02
"678","2017-01-31",35.220001
"679","2017-02-01",35.09
"680","2017-02-02",34.790001
"681","2017-02-03",34.799999
"682","2017-02-06",34.599998
"683","2017-02-07",33.330002
"684","2017-02-08",31.040001
"685","2017-02-09",31.200001
"686","2017-02-10",32.310001
"687","2017-02-13",32.080002
"688","2017-02-14",32.450001
"689","2017-02-15",32.540001
"690","2017-02-16",31.860001
"691","2017-02-17",31.82
"692","2017-02-21",31.41
"693","2017-02-22",30.18
"694","2017-02-23",30
"695","2017-02-24",29.49
"696","2017-02-27",30.77
"697","2017-02-28",30.389999
"698","2017-03-01",31.75
"699","2017-03-02",31.24
"700","2017-03-03",31.620001
"701","2017-03-06",31.76
"702","2017-03-07",31.450001
"703","2017-03-08",30.190001
"704","2017-03-09",30.709999
"705","2017-03-10",30.35
"706","2017-03-13",30.530001
"707","2017-03-14",30.24
"708","2017-03-15",31.370001
"709","2017-03-16",31.16
"710","2017-03-17",31.76
"711","2017-03-20",31.610001
"712","2017-03-21",30.74
"713","2017-03-22",30.43
"714","2017-03-23",30.18
"715","2017-03-24",30.469999
"716","2017-03-27",30.66
"717","2017-03-28",31.57
"718","2017-03-29",32.259998
"719","2017-03-30",31.9
"720","2017-03-31",32.509998
"721","2017-04-03",32.279999
"722","2017-04-04",32.400002
"723","2017-04-05",31.6
"724","2017-04-06",31.66
"725","2017-04-07",31.4
"726","2017-04-10",31.67
"727","2017-04-11",31.719999
"728","2017-04-12",31.459999
"729","2017-04-13",30.700001
"730","2017-04-17",31.27
"731","2017-04-18",31.09
"732","2017-04-19",29.940001
"733","2017-04-20",29.700001
"734","2017-04-21",29.43
"735","2017-04-24",29.610001
"736","2017-04-25",30.459999
"737","2017-04-26",30.07
"738","2017-04-27",29.49
"739","2017-04-28",29.790001
"740","2017-05-01",29.42
"741","2017-05-02",29.08
"742","2017-05-03",30.18
"743","2017-05-04",29.040001
"744","2017-05-05",31.290001
"745","2017-05-08",32.029999
"746","2017-05-09",31.450001
"747","2017-05-10",32.07
"748","2017-05-11",31.98
"749","2017-05-12",31.91
"750","2017-05-15",32.23
"751","2017-05-16",31.82
"752","2017-05-17",31.360001
"753","2017-05-18",31.18
"754","2017-05-19",31.610001
"755","2017-05-22",31.42
"756","2017-05-23",31.280001
"757","2017-05-24",30.98
"758","2017-05-25",30.639999
"759","2017-05-26",30.799999
"760","2017-05-30",30.139999
"761","2017-05-31",29.65
"762","2017-06-01",30.35
"763","2017-06-02",30.139999
"764","2017-06-05",29.48
"765","2017-06-06",30.01
"766","2017-06-07",28.059999
"767","2017-06-08",27.440001
"768","2017-06-09",28.049999
"769","2017-06-12",27.85
"770","2017-06-13",28.6
"771","2017-06-14",27.889999
"772","2017-06-15",26.209999
"773","2017-06-16",25.860001
"774","2017-06-19",26.059999
"775","2017-06-20",26.530001
"776","2017-06-21",26.110001
"777","2017-06-22",26.309999
"778","2017-06-23",27.17
"779","2017-06-26",27.129999
"780","2017-06-27",26.66
"781","2017-06-28",27.139999
"782","2017-06-29",27.200001
"783","2017-06-30",27.75
"784","2017-07-03",28.66
"785","2017-07-05",27.610001
"786","2017-07-06",26.870001
"787","2017-07-07",26.9
"788","2017-07-10",27.370001
"789","2017-07-11",27.950001
"790","2017-07-12",27.98
"791","2017-07-13",28.25
"792","2017-07-14",28.709999
"793","2017-07-17",28.49
"794","2017-07-18",28.129999
"795","2017-07-19",29.129999
"796","2017-07-20",28.129999
"797","2017-07-21",27.799999
"798","2017-07-24",28.24
"799","2017-07-25",29.52
"800","2017-07-26",29.59
"801","2017-07-27",29.6
"802","2017-07-28",29.469999
"803","2017-07-31",29.280001
"804","2017-08-01",29.24
"805","2017-08-02",27.389999
"806","2017-08-03",25.299999
"807","2017-08-04",26.120001
"808","2017-08-07",25.059999
"809","2017-08-08",25.65
"810","2017-08-09",25.450001
"811","2017-08-10",25.48
"812","2017-08-11",25.35
"813","2017-08-14",25
"814","2017-08-15",24.629999
"815","2017-08-16",24.559999
"816","2017-08-17",24.389999
"817","2017-08-18",24.790001
"818","2017-08-21",24.459999
"819","2017-08-22",25.07
"820","2017-08-23",25.15
"821","2017-08-24",25.200001
"822","2017-08-25",25.08
"823","2017-08-28",24.700001
"824","2017-08-29",24.370001
"825","2017-08-30",24.32
"826","2017-08-31",25.049999
"827","2017-09-01",25.25
"828","2017-09-05",25.26
"829","2017-09-06",25.34
"830","2017-09-07",24.77
"831","2017-09-08",23.860001
"832","2017-09-11",24.040001
"833","2017-09-12",24.35
"834","2017-09-13",25.469999
"835","2017-09-14",25.540001
"836","2017-09-15",25.639999
"837","2017-09-18",25.610001
"838","2017-09-19",25.23
"839","2017-09-20",26.41
"840","2017-09-21",26.67
"841","2017-09-22",26.76
"842","2017-09-25",27.17
"843","2017-09-26",26.48
"844","2017-09-27",25.950001
"845","2017-09-28",26.27
"846","2017-09-29",26.34
"847","2017-10-02",26.58
"848","2017-10-03",26.74
"849","2017-10-04",26.709999
"850","2017-10-05",27.030001
"851","2017-10-06",26.549999
"852","2017-10-09",26.49
"853","2017-10-10",26.9
"854","2017-10-11",26.959999
"855","2017-10-12",26.52
"856","2017-10-13",26.43
"857","2017-10-16",26.790001
"858","2017-10-17",26.719999
"859","2017-10-18",26.6
"860","2017-10-19",26.110001
"861","2017-10-20",25.870001
"862","2017-10-23",24.33
"863","2017-10-24",24.049999
"864","2017-10-25",23.870001
"865","2017-10-26",24.52
"866","2017-10-27",25.299999
"867","2017-10-30",25.73
"868","2017-10-31",26.6
"869","2017-11-01",27.09
"870","2017-11-02",26.73
"871","2017-11-03",27.530001
"872","2017-11-06",28.25
"873","2017-11-07",28.4
"874","2017-11-08",27.1
"875","2017-11-09",27.190001
"876","2017-11-10",27.18
"877","2017-11-13",26.77
"878","2017-11-14",25.959999
"879","2017-11-15",25.18
"880","2017-11-16",24.969999
"881","2017-11-17",25.450001
"882","2017-11-20",25.83
"883","2017-11-21",26.33
"884","2017-11-22",26.540001
"885","2017-11-24",26.969999
"886","2017-11-27",26.4
"887","2017-11-28",26.309999
"888","2017-11-29",26.360001
"889","2017-11-30",26.860001
"890","2017-12-01",27.440001
"891","2017-12-04",26.66
"892","2017-12-05",26.370001
"893","2017-12-06",25.34
"894","2017-12-07",25.690001
"895","2017-12-08",26.1
"896","2017-12-11",26.58
"897","2017-12-12",26.66
"898","2017-12-13",26.709999
"899","2017-12-14",26.42
"900","2017-12-15",25.9
"901","2017-12-18",26.709999
"902","2017-12-19",26.84
"903","2017-12-20",27.93
"904","2017-12-21",29.209999
"905","2017-12-22",29.540001
"906","2017-12-26",30.450001
"907","2017-12-27",29.719999
"908","2017-12-28",29.860001
"909","2017-12-29",29.440001
"910","2018-01-02",30.469999
"911","2018-01-03",30.790001
"912","2018-01-04",31
"913","2018-01-05",30.85
"914","2018-01-08",30.58
"915","2018-01-09",30.15
"916","2018-01-10",29.309999
"917","2018-01-11",29.120001
"918","2018-01-12",29.110001
"919","2018-01-16",28.719999
"920","2018-01-17",28.84
"921","2018-01-18",28.82
"922","2018-01-19",29.200001
"923","2018-01-22",29.16
"924","2018-01-23",29.26
"925","2018-01-24",29.52
"926","2018-01-25",28.9
"927","2018-01-26",28.73
"928","2018-01-29",28.08
"929","2018-01-30",24.07
"930","2018-01-31",23.6
"931","2018-02-01",23.76
"932","2018-02-02",23.129999
"933","2018-02-05",23.15
"934","2018-02-06",23.360001
"935","2018-02-07",23.49
"936","2018-02-08",22.09
"937","2018-02-09",21.74
"938","2018-02-12",22.799999
"939","2018-02-13",22.57
"940","2018-02-14",23.469999
"941","2018-02-15",23.42
"942","2018-02-16",23.459999
"943","2018-02-20",23.290001
"944","2018-02-21",23.1
"945","2018-02-22",25.040001
"946","2018-02-23",26.209999
"947","2018-02-26",26.209999
"948","2018-02-27",25.959999
"949","2018-02-28",25.280001
"950","2018-03-01",25.33
"951","2018-03-02",25.549999
"952","2018-03-05",26.809999
"953","2018-03-06",26.82
"954","2018-03-07",26.66
"955","2018-03-08",26.51
"956","2018-03-09",26.799999
"957","2018-03-12",26.77
"958","2018-03-13",26.82
"959","2018-03-14",26.84
"960","2018-03-15",26.15
"961","2018-03-16",26.57
"962","2018-03-19",26.16
"963","2018-03-20",26.700001
"964","2018-03-21",28.139999
"965","2018-03-22",27.5
"966","2018-03-23",27.32
"967","2018-03-26",28.5
"968","2018-03-27",26.940001
"969","2018-03-28",27.34
