"","date","MSC"
"215","2019-08-27",19.5
"216","2019-08-28",19.5
"217","2019-08-29",19.5
"218","2019-08-30",19.5
"219","2019-09-03",19.5
"220","2019-09-04",19.5
"221","2019-09-05",19.5
"222","2019-09-06",19.5
"223","2019-09-09",19.5
"224","2019-09-10",19.5
"225","2019-09-11",19.5
"226","2019-09-12",19.5
"227","2019-09-13",19.5
"228","2019-09-16",19.5
"229","2019-09-17",19.690001
"230","2019-09-18",19.5
"231","2019-09-19",19.5
"232","2019-09-20",19.5
"233","2019-09-23",19.5
"234","2019-09-24",19.639999
"235","2019-09-25",19.450001
"236","2019-09-26",19.4
"237","2019-09-27",19.82
"238","2019-09-30",20.1
"239","2019-10-01",19.93
"240","2019-10-02",20.200001
"241","2019-10-03",19.860001
"242","2019-10-04",19.690001
"243","2019-10-07",19.610001
"244","2019-10-08",19.4
"245","2019-10-09",19.4
"246","2019-10-10",20.190001
"247","2019-10-11",19.26
"248","2019-10-14",19.93
"249","2019-10-15",19.4
"250","2019-10-16",18.75
"251","2019-10-17",18.49
"252","2019-10-18",18.4
"253","2019-10-21",19
"254","2019-10-22",18.5
"255","2019-10-23",18.41
"256","2019-10-24",18.4
"257","2019-10-25",18.58
"258","2019-10-28",19.610001
"259","2019-10-29",19.08
"260","2019-10-30",19.15
"261","2019-10-31",19.219999
"262","2019-11-01",19.559999
"263","2019-11-04",19.559999
"264","2019-11-05",18.75
"265","2019-11-06",18.959999
"266","2019-11-07",18.9
"267","2019-11-08",19.440001
"268","2019-11-11",19.200001
"269","2019-11-12",18.84
"270","2019-11-13",19.51
"271","2019-11-14",19.030001
"272","2019-11-15",19.07
"273","2019-11-18",19.200001
"274","2019-11-19",19.42
"275","2019-11-20",19.82
"276","2019-11-21",19.67
"277","2019-11-22",20.040001
"278","2019-11-25",19.059999
"279","2019-11-26",19.57
"280","2019-11-27",19.5
"281","2019-11-29",19.5
"282","2019-12-02",19.51
"283","2019-12-03",19.950001
"284","2019-12-04",19.950001
"285","2019-12-05",19.950001
"286","2019-12-06",20.200001
"287","2019-12-09",19.92
"288","2019-12-10",19.83
"289","2019-12-11",19.83
"290","2019-12-12",19.83
"291","2019-12-13",20.08
"292","2019-12-16",19.870001
"293","2019-12-17",19.75
"294","2019-12-18",19.98
"295","2019-12-19",19.98
"296","2019-12-20",20.4
"297","2019-12-23",19.75
"298","2019-12-24",20.25
"299","2019-12-26",19.889999
"300","2019-12-27",20.5
"301","2019-12-30",19.75
"302","2019-12-31",19.75
"303","2020-01-02",19.75
"304","2020-01-03",19.75
"305","2020-01-06",19.75
"306","2020-01-07",20.48
"307","2020-01-08",20.48
"308","2020-01-09",19.950001
"309","2020-01-10",19.85
"310","2020-01-13",19.82
"311","2020-01-14",20.139999
"312","2020-01-15",20.139999
"313","2020-01-16",20.139999
"314","2020-01-17",20.5
"315","2020-01-21",20.5
"316","2020-01-22",20.629999
"317","2020-01-23",19.860001
"318","2020-01-24",19.75
"319","2020-01-27",19.75
"320","2020-01-28",19.75
"321","2020-01-29",19.75
"322","2020-01-30",19.389999
"323","2020-01-31",18.889999
"324","2020-02-03",18.92
"325","2020-02-04",18.92
"326","2020-02-05",19.139999
"327","2020-02-06",19.139999
"328","2020-02-07",19.139999
"329","2020-02-10",19.5
"330","2020-02-11",19.860001
"331","2020-02-12",19.860001
"332","2020-02-13",19.860001
"333","2020-02-14",19.860001
"334","2020-02-18",19.860001
"335","2020-02-19",19.870001
"336","2020-02-20",19.379999
"337","2020-02-21",19.379999
"338","2020-02-24",19.379999
"339","2020-02-25",19.110001
"340","2020-02-26",18.5
"341","2020-02-27",17.5
"342","2020-02-28",17.5
"343","2020-03-02",18.629999
"344","2020-03-03",18.5
"345","2020-03-04",18.5
"346","2020-03-05",18.5
"347","2020-03-06",19.68
"348","2020-03-09",19.68
"349","2020-03-10",18
"350","2020-03-11",18
"351","2020-03-12",17.25
"352","2020-03-13",17.25
"353","2020-03-16",16.5
"354","2020-03-17",16.5
"355","2020-03-18",16.5
"356","2020-03-19",16.5
"357","2020-03-20",16.5
"358","2020-03-23",16.5
"359","2020-03-24",17.190001
"360","2020-03-25",17.190001
"361","2020-03-26",17.190001
"362","2020-03-27",18.91
"363","2020-03-30",20.200001
"364","2020-03-31",20.200001
"365","2020-04-01",20.200001
"366","2020-04-02",20.200001
"367","2020-04-03",20.200001
"368","2020-04-06",20.200001
"369","2020-04-07",20.200001
"370","2020-04-08",20.200001
"371","2020-04-09",20.200001
"372","2020-04-13",19.450001
"373","2020-04-14",19.450001
"374","2020-04-15",19.450001
"375","2020-04-16",18.309999
"376","2020-04-17",17.5
"377","2020-04-20",17.5
"378","2020-04-21",17.5
"379","2020-04-22",16
"380","2020-04-23",16
"381","2020-04-24",16.030001
"382","2020-04-27",16.030001
"383","2020-04-28",16.030001
"384","2020-04-29",15.88
"385","2020-04-30",15.88
"386","2020-05-01",15.88
"387","2020-05-04",15.88
"388","2020-05-05",16.290001
"389","2020-05-06",16.290001
"390","2020-05-07",16.290001
"391","2020-05-08",16.5
"392","2020-05-11",16.5
"393","2020-05-12",16.5
"394","2020-05-13",16.5
"395","2020-05-14",15.5
"396","2020-05-15",15.5
"397","2020-05-18",15.5
"398","2020-05-19",15.5
"399","2020-05-20",15.41
"400","2020-05-21",15.41
"401","2020-05-22",15.15
"402","2020-05-26",14.64
"403","2020-05-27",15.94
"404","2020-05-28",14.29
"405","2020-05-29",14.29
"406","2020-06-01",16.73
"407","2020-06-02",18
"408","2020-06-03",15.71
"409","2020-06-04",15.71
"410","2020-06-05",16.33
"411","2020-06-08",15.1
"412","2020-06-09",15.84
"413","2020-06-10",14.05
"414","2020-06-11",14.62
"415","2020-06-12",14.62
"416","2020-06-15",14.62
"417","2020-06-16",14.62
"418","2020-06-17",14.75
"419","2020-06-18",15.47
"420","2020-06-19",16
"421","2020-06-22",15.41
"422","2020-06-23",15.5
"423","2020-06-24",15.93
"424","2020-06-25",15.93
"425","2020-06-26",15.93
"426","2020-06-29",15.7
"427","2020-06-30",15.9
"428","2020-07-01",15.51
"429","2020-07-02",15.5
"430","2020-07-06",15.75
"431","2020-07-07",15.75
"432","2020-07-08",15.53
"433","2020-07-09",15.53
"434","2020-07-10",15.79
"435","2020-07-13",15.33
"436","2020-07-14",14.62
"437","2020-07-15",14.25
"438","2020-07-16",14.25
"439","2020-07-17",13.62
"440","2020-07-20",14.91
"441","2020-07-21",13.47
"442","2020-07-22",14.99
"443","2020-07-23",14.85
"444","2020-07-24",14.3
"445","2020-07-27",14.75
"446","2020-07-28",14.75
"447","2020-07-29",14.75
"448","2020-07-30",14.85
"449","2020-07-31",14.85
"450","2020-08-03",14.85
"451","2020-08-04",14.72
"452","2020-08-05",14.72
"453","2020-08-06",14.72
"454","2020-08-07",16.02
"455","2020-08-10",16.799999
"456","2020-08-11",16.77
"457","2020-08-12",16.77
"458","2020-08-13",17
"459","2020-08-14",16.73
"460","2020-08-17",18.24
"461","2020-08-18",18.42
"462","2020-08-19",17.360001
"463","2020-08-20",16.969999
"464","2020-08-21",17.49
"465","2020-08-24",17.49
"466","2020-08-25",17.49
"467","2020-08-26",16.040001
"468","2020-08-27",16.040001
"469","2020-08-28",16.040001
"470","2020-08-31",16.040001
"471","2020-09-01",15
"472","2020-09-02",15
"473","2020-09-03",15
"474","2020-09-04",15
"475","2020-09-08",15.01
"476","2020-09-09",15.01
"477","2020-09-10",15.01
"478","2020-09-11",15.01
"479","2020-09-14",15.01
"480","2020-09-15",14.85
"481","2020-09-16",14.85
"482","2020-09-17",14.85
"483","2020-09-18",16.34
"484","2020-09-21",16.34
"485","2020-09-22",16.34
"486","2020-09-23",16.34
"487","2020-09-24",16.27
"488","2020-09-25",16.27
"489","2020-09-28",16.27
"490","2020-09-29",16.27
"491","2020-09-30",16.27
"492","2020-10-01",16.27
"493","2020-10-02",16.27
"494","2020-10-05",16.27
"495","2020-10-06",16.27
"496","2020-10-07",16.27
"497","2020-10-08",15.66
"498","2020-10-09",16.74
"499","2020-10-12",16.74
"500","2020-10-13",15.63
"501","2020-10-14",15.63
"502","2020-10-15",15.54
"503","2020-10-16",15.32
"504","2020-10-19",15.01
"505","2020-10-20",15.01
"506","2020-10-21",16.35
"507","2020-10-22",15.55
"508","2020-10-23",15.52
"509","2020-10-26",15.46
"510","2020-10-27",15.46
"511","2020-10-28",15.46
"512","2020-10-29",15.46
"513","2020-10-30",15.46
"514","2020-11-02",15.46
"515","2020-11-03",15.46
"516","2020-11-04",15.46
"517","2020-11-05",15.46
"518","2020-11-06",14.77
"519","2020-11-09",15.5
"520","2020-11-10",15.5
"521","2020-11-11",15.5
"522","2020-11-12",15.5
"523","2020-11-13",15.5
"524","2020-11-16",16.200001
"525","2020-11-17",16
"526","2020-11-18",16
"527","2020-11-19",14.87
"528","2020-11-20",14.43
"529","2020-11-23",14.68
"530","2020-11-24",14.16
"531","2020-11-25",14.61
"532","2020-11-27",14.73
