"","x"
"AP",0.0896
"BRBR",0.2
"BIG",0.05
"BSIG",0.05
"DAC",0.05
"DAR",0.05
"HBB",0.05
"HBI",0.05
"JKS",0.05
"KRA",0.05
"LITB",0.1026
"LAC",0.05
"MTOR",0.05
"TNET",0.05
"VHC",0.0578
